crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
NCK2,NCK2,NCK2,Nck2,NCK2
NCKAP1,NCKAP1,NCKAP1,Nckap1,NCKAP1
NCKAP1L,NCKAP1L,NCKAP1L,Nckap1l,NCKAP1L
NCKAP5,NCKAP5,NCKAP5,Nckap5,NCKAP5
NCKAP5L,NCKAP5L,NCKAP5L,Nckap5l,NCKAP5L
NCKIPSD,NCKIPSD,NCKIPSD,Nckipsd,NCKIPSD
NCL,NCL,NCL,Ncl,NCL
NCLN,NCLN,NCLN,Ncln,NCLN
NCOA1,NCOA1,NCOA1,Ncoa1,NCOA1
NCOA2,NCOA2,NCOA2,Ncoa2,NCOA2
NCOA3,NCOA3,NCOA3,Ncoa3,NCOA3
NCOA4,NCOA4,NCOA4,Ncoa4,NCOA4
NCOA5,NCOA5,NCOA5,Ncoa5,NCOA5
NCOA7,NCOA7,NCOA7,Ncoa7,NCOA7
NCOR1,NCOR1,NCOR1,Ncor1,NCOR1
NCR1,NCR1,NCR1,Ncr1,NCR1
NCSTN,NCSTN,NCSTN,Ncstn,NCSTN
NDC1,NDC1,NDC1,Ndc1,NDC1
NDC80,NDC80,NDC80,Ndc80,NDC80
NDE1,NDE1,NDE1,Nde1,NDE1
NDEL1,NDEL1,NDEL1,Ndel1,NDEL1
NDFIP1,NDFIP1,NDFIP1,Ndfip1,NDFIP1
NDFIP2,NDFIP2,NDFIP2,Ndfip2,NDFIP2
NDNF,NDNF,NDNF,Ndnf,NDNF
NDOR1,NDOR1,NDOR1,Ndor1,NDOR1
NDP,NDP,NDP,Ndp,NDP
NDRG1,NDRG1,NDRG1,Ndrg1,NDRG1
NDRG2,NDRG2,NDRG2,Ndrg2,NDRG2
NDRG4,NDRG4,NDRG4,Ndrg4,NDRG4
NDST2,NDST2,NDST2,Ndst2,NDST2
NDST3,NDST3,NDST3,Ndst3,NDST3
NDST4,NDST4,NDST4,Ndst4,NDST4
NDUFA1,NDUFA1,NDUFA1,Ndufa1,NDUFA1
NDUFA10,NDUFA10,NDUFA10,Ndufa10,NDUFA10
ROMO1,NDUFA11,NDUFA11,Ndufa11,NDUFA11
NDUFA2,NDUFA2,NDUFA2,Ndufa2,NDUFA2
NDUFA4,NDUFA4,NDUFA4,Ndufa4,NDUFA4
NDUFA4L2,NDUFA4L2,NDUFA4L2,Ndufa4l2,NDUFA4L2
NDUFA5,NDUFA5,NDUFA5,Ndufa5,NDUFA5
NDUFA6,NDUFA6,NDUFA6,Ndufa6,NDUFA6
NDUFAF1,NDUFAF1,NDUFAF1,Ndufaf1,NDUFAF1
NDUFAF2,NDUFAF2,NDUFAF2,Ndufaf2,NDUFAF2
NDUFAF3,NDUFAF3,NDUFAF3,Ndufaf3,NDUFAF3
NDUFAF4,NDUFAF4,NDUFAF4,Ndufaf4,NDUFAF4
NDUFAF5,NDUFAF5,NDUFAF5,Ndufaf5,NDUFAF5
NDUFAF6,NDUFAF6,NDUFAF6,Ndufaf6,NDUFAF6
NDUFAF7,NDUFAF7,NDUFAF7,Ndufaf7,NDUFAF7
NDUFAF8,NDUFAF8,NDUFAF8,Ndufaf8,NDUFAF8
NDUFB10,NDUFB10,NDUFB10,Ndufb10,NDUFB10
NDUFB2,NDUFB2,NDUFB2,Ndufb2,NDUFB2
NDUFB4,NDUFB4,NDUFB4,Ndufb4,NDUFB4
NDUFB5,NDUFB5,NDUFB5,Ndufb5,NDUFB5
NDUFB7,NDUFB7,NDUFB7,Ndufb7,NDUFB7
NDUFB9,NDUFB9,NDUFB9,Ndufb9,NDUFB9
NDUFC2,NDUFC2,NDUFC2,Ndufc2,NDUFC2
NDUFS1,NDUFS1,NDUFS1,Ndufs1,NDUFS1
NDUFS3,NDUFS3,NDUFS3,Ndufs3,NDUFS3
NDUFS4,NDUFS4,NDUFS4,Ndufs4,NDUFS4
NDUFS6,NDUFS6,NDUFS6,Ndufs6,NDUFS6
NDUFS8,NDUFS8,NDUFS8,Ndufs8,NDUFS8
NDUFV1,NDUFV1,NDUFV1,Ndufv1,NDUFV1
NEBL,NEBL,NEBL,Nebl,NEBL
NECAB1,NECAB1,NECAB1,Necab1,NECAB1
NECAB3,NECAB3,NECAB3,Necab3,NECAB3
NECAP1,NECAP1,NECAP1,Necap1,NECAP1
NECTIN1,NECTIN1,NECTIN1,Nectin1,NECTIN1
NECTIN3,NECTIN3,NECTIN3,Nectin3,NECTIN3
NECTIN4,NECTIN4,NECTIN4,Nectin4,NECTIN4
NEDD1,NEDD1,NEDD1,Nedd1,NEDD1
NEDD4,NEDD4,NEDD4,Nedd4,NEDD4
NEDD4L,NEDD4L,NEDD4L,Nedd4l,NEDD4L
NEDD9,NEDD9,NEDD9,Nedd9,NEDD9
NEFL,NEFL,NEFL,Nefl,NEFL
NEGR1,NEGR1,NEGR1,Negr1,NEGR1
NEIL1,NEIL1,NEIL1,Neil1,NEIL1
NEIL2,NEIL2,NEIL2,Neil2,NEIL2
NEIL3,NEIL3,NEIL3,Neil3,NEIL3
NEK1,NEK1,NEK1,Nek1,NEK1
NEK10,NEK10,NEK10,Nek10,NEK10
NEK2,NEK2,NEK2,Nek2,NEK2
NEK3,NEK3,NEK3,Nek3,NEK3
NEK4,NEK4,NEK4,Nek4,NEK4
NEK5,NEK5,NEK5,Nek5,NEK5
NEK6,NEK6,NEK6,Nek6,NEK6
NEK7,NEK7,NEK7,Nek7,NEK7
NEK8,NEK8,NEK8,Nek8,NEK8
NEK9,NEK9,NEK9,Nek9,NEK9
NELFA,NELFA,NELFA,Nelfa,NELFA
NELFCD,NELFCD,NELFCD,Nelfcd,NELFCD
NELFE,NELFE,NELFE,Nelfe,NELFE
NELL1,NELL1,NELL1,Nell1,NELL1
NELL2,NELL2,NELL2,Nell2,NELL2
NEMF,NEMF,NEMF,Nemf,NEMF
NEMP1,NEMP1,NEMP1,Nemp1,NEMP1
NEMP2,NEMP2,NEMP2,Nemp2,NEMP2
NENF,NENF,NENF,Nenf,NENF
NEO1,NEO1,NEO1,Neo1,NEO1
NEPRO,NEPRO,NEPRO,Nepro,NEPRO
NES,NES,NES,Nes,NES
NET1,NET1,NET1,Net1,NET1
NETO1,NETO1,NETO1,Neto1,NETO1
NETO2,NETO2,NETO2,Neto2,NETO2
NEU1,NEU1,NEU1,Neu1,NEU1
NEU2,NEU2,NEU2,Neu2,NEU2
NEU3,NEU3,NEU3,Neu3,NEU3
NEU4,NEU4,NEU4,Neu4,NEU4
NEURL1,NEURL1,NEURL1,Neurl1a,NEURL1
NEURL2,NEURL2,NEURL2,Neurl2,NEURL2
NEURL3,NEURL3,NEURL3,Neurl3,NEURL3
NEURL4,NEURL4,NEURL4,Neurl4,NEURL4
NEUROD1,NEUROD1,NEUROD1,Neurod1,NEUROD1
NEUROD4,NEUROD4,NEUROD4,Neurod4,NEUROD4
NEUROD6,NEUROD6,NEUROD6,Neurod6,NEUROD6
NEUROG1,NEUROG1,NEUROG1,Neurog1,NEUROG1
NEUROG2,NEUROG2,NEUROG2,Neurog2,NEUROG2
NEXMIF,NEXMIF,NEXMIF,Nexmif,NEXMIF
NEXN,NEXN,NEXN,Nexn,NEXN
NF1,NF1,NF1,Nf1,NF1
NF2,NF2,NF2,Nf2,NF2
NFAM1,NFAM1,NFAM1,Nfam1,NFAM1
NFASC,NFASC,NFASC,Nfasc,NFASC
NFAT5,NFAT5,NFAT5,Nfat5,NFAT5
NFATC1,NFATC1,NFATC1,Nfatc1,NFATC1
NFATC2,NFATC2,NFATC2,Nfatc2,NFATC2
NFATC2IP,NFATC2IP,NFATC2IP,Nfatc2ip,NFATC2IP
NFATC3,NFATC3,NFATC3,Nfatc3,NFATC3
NFATC4,NFATC4,NFATC4,Nfatc4,NFATC4
NFE2,NFE2,NFE2,Nfe2,NFE2
NFE2L1,NFE2L1,NFE2L1,Nfe2l1,NFE2L1
NFE2L2,NFE2L2,NFE2L2,Nfe2l2,NFE2L2
NFE2L3,NFE2L3,NFE2L3,Nfe2l3,NFE2L3
NFIA,NFIA,NFIA,Nfia,NFIA
NFIB,NFIB,NFIB,Nfib,NFIB
NFIC,NFIC,NFIC,Nfic,NFIC
NFIL3,NFIL3,NFIL3,Nfil3,NFIL3
NFIX,NFIX,NFIX,Nfix,NFIX
NFKB1,NFKB1,NFKB1,Nfkb1,NFKB1
NFKB2,NFKB2,NFKB2,Nfkb2,NFKB2
NFKBIA,NFKBIA,NFKBIA,Nfkbia,NFKBIA
NFKBIB,NFKBIB,NFKBIB,Nfkbib,NFKBIB
NFKBID,NFKBID,NFKBID,Nfkbid,NFKBID
NFKBIE,NFKBIE,NFKBIE,Nfkbie,NFKBIE
NFKBIL1,NFKBIL1,NFKBIL1,Nfkbil1,NFKBIL1
NFKBIZ,NXPE3,NFKBIZ,Nfkbiz,NFKBIZ
NFRKB,NFRKB,NFRKB,Nfrkb,NFRKB
NFS1,NFS1,NFS1,Nfs1,NFS1
NFU1,NFU1,NFU1,Nfu1,NFU1
NFX1,NFX1,NFX1,Nfx1,NFX1
NFXL1,NFXL1,NFXL1,Nfxl1,NFXL1
NFYA,NFYA,NFYA,Nfya,NFYA
NFYB,NFYB,NFYB,Nfyb,NFYB
NFYC,NFYC,NFYC,Nfyc,NFYC
NGB,NGB,NGB,Ngb,NGB
NGEF,NGEF,NGEF,Ngef,NGEF
NGF,NGF,NGF,Ngf,NGF
NGFR,NGFR,NGFR,Ngfr,NGFR
NGLY1,NGLY1,NGLY1,Ngly1,NGLY1
NGRN,NGRN,NGRN,Ngrn,NGRN
NHEJ1,NHEJ1,NHEJ1,Nhej1,NHEJ1
NHERF1,NHERF1,NHERF1,Nherf1,NHERF1
NHERF2,NHERF2,NHERF2,Nherf2,NHERF2
NHERF4,NHERF4,NHERF4,Nherf4,NHERF4
NHLH1,NHLH1,NHLH1,Nhlh1,NHLH1
FERD3L,NHLH2,NHLH2,Nhlh2,NHLH2
NHLRC2,NHLRC2,NHLRC2,Nhlrc2,NHLRC2
NHLRC3,NHLRC3,NHLRC3,Nhlrc3,NHLRC3
NHS,NHS,NHS,Nhs,NHS
NHSL1,NHSL1,NHSL1,Nhsl1,NHSL1
NHSL2,NHSL2,NHSL2,Nhsl2,NHSL2
NHSL3,NHSL3,NHSL3,Nhsl3,NHSL3
NIBAN1,NIBAN1,NIBAN1,Niban1,NIBAN1
NIBAN2,NIBAN2,NIBAN2,Niban2,NIBAN2
NICN1,NICN1,NICN1,Nicn1,NICN1
NICOL1,NICOL1,NICOL1,Nicol1,NICOL1
NID1,NID1,NID1,Nid1,NID1
NID2,NID2,NID2,Nid2,NID2
NIF3L1,NIF3L1,NIF3L1,Nif3l1,NIF3L1
NIFK,NIFK,NIFK,Nifk,NIFK
NIM1K,NIM1K,NIM1K,Nim1k,NIM1K
NIN,NIN,NIN,Nin,NIN
NINJ1,NINJ1,NINJ1,Ninj1,NINJ1
NINL,NINL,NINL,Ninl,CCDC69
NIP7,NIP7,NIP7,Nip7,NIP7
NIPA1,NIPA1,NIPA1,Nipa1,NIPA1
NIPA2,NIPA2,NIPA2,Nipa2,NIPA2
NIPAL1,NIPAL1,NIPAL1,Nipal1,NIPAL1
NIPAL2,NIPAL2,NIPAL2,Nipal2,NIPAL2
NIPAL3,NIPAL3,NIPAL3,Nipal3,NIPAL3
NIPAL4,NIPAL4,NIPAL4,Nipal4,NIPAL4
NIPBL,NIPBL,NIPBL,Nipbl,NIPBL
NIPSNAP1,NIPSNAP1,NIPSNAP1,Nipsnap1,NIPSNAP1
NIPSNAP3B,NIPSNAP3B,NIPSNAP3B,Nipsnap3b,NIPSNAP3B
NISCH,NISCH,NISCH,Nisch,NISCH
NIT1,NIT1,NIT1,Nit1,NIT1
NIT2,NIT2,NIT2,Nit2,NIT2
NKAIN1,NKAIN1,NKAIN1,Nkain1,NKAIN1
NKAIN2,NKAIN2,NKAIN2,Nkain2,NKAIN2
NKAIN3,NKAIN3,NKAIN3,Nkain3,NKAIN3
NKAIN4,NKAIN4,NKAIN4,Nkain4,NKAIN4
NKAP,NKAP,NKAP,Nkap,NKAP
NKAPD1,NKAPD1,NKAPD1,Nkapd1,NKAPD1
NKAPL,NKAPL,NKAPL,Nkapl,NKAPL
NKD1,NKD1,NKD1,Nkd1,NKD1
NKD2,NKD2,NKD2,Nkd2,NKD2
NKG7,NKG7,NKG7,Nkg7,NKG7
NKIRAS1,NKIRAS1,NKIRAS1,Nkiras1,NKIRAS1
NKIRAS2,NKIRAS2,NKIRAS2,Nkiras2,NKIRAS2
NKPD1,NKPD1,NKPD1,Nkpd1,NKPD1
NKRF,STEEP1,NKRF,Nkrf,NKRF
NKTR,NKTR,NKTR,Nktr,NKTR
NKX1-1,NKX1-1,NKX1-1,Nkx1-1,NKX1-1
NKX1-2,NKX1-2,NKX1-2,Nkx1-2,NKX1-2
NKX2-1,NKX2-1,NKX2-1,Nkx2-1,NKX2-1
NKX2-2,NKX2-2,NKX2-2,Nkx2-2,NKX2-2
NKX2-3,NKX2-3,NKX2-3,Nkx2-3,NKX2-3
NKX2-5,NKX2-5,NKX2-5,Nkx2-5,NKX2-5
NKX2-6,NKX2-6,NKX2-6,Nkx2-6,NKX2-6
NKX2-8,NKX2-8,NKX2-8,Nkx2-9,NKX2-8
NKX3-1,NKX3-1,NKX3-1,Nkx3-1,NKX3-1
NKX3-2,NKX3-2,NKX3-2,Nkx3-2,NKX3-2
NKX6-2,NKX6-2,NKX6-2,Nkx6-2,NKX6-2
NKX6-3,NKX6-3,NKX6-3,Nkx6-3,NKX6-3
NLE1,NLE1,NLE1,Nle1,NLE1
NLGN1,NLGN1,NLGN1,Nlgn1,NLGN1
NLGN3,NLGN3,NLGN3,Nlgn3,NLGN3
NLK,NLK,NLK,Nlk,NLK
NLN,NLN,NLN,Nln,NLN
NLRC3,NLRC3,NLRC3,Nlrc3,NLRC3
NLRC5,NLRC5,NLRC5,Nlrc5,NLRC5
NLRP10,NLRP10,NLRP10,Nlrp10,NLRP4
NLRP12,NLRP12,NLRP12,Nlrp12,NLRP12
NLRP7,NLRP7,NLRP7,Nlrp1b,NLRP8
NLRP3,NLRP3,NLRP3,Nlrp3,NLRP3
NLRP5,NLRP5,NLRP5,Nlrp5,NLRP5
NLRP6,NLRP6,NLRP6,Nlrp6,NLRP6
NLRP13,NLRP13,NLRP13,Nlrp9a,NLRP11
NLRX1,NLRX1,NLRX1,Nlrx1,NLRX1
NMBR,NMBR,NMBR,Nmbr,NMBR
NMD3,NMD3,NMD3,Nmd3,NMD3
NME5,NME5,NME5,Nme5,NME5
NME6,NME6,NME6,Nme6,NME6
NME7,NME7,NME7,Nme7,NME7
NME8,NME8,NME8,Nme8,NME8
NME9,NME9,NME9,Nme9,NME9
NMI,NMI,NMI,Nmi,NMI
NMNAT1,NMNAT1,NMNAT1,Nmnat1,NMNAT1
NMNAT2,NMNAT2,NMNAT2,Nmnat2,NMNAT2
NMNAT3,RBP1,NMNAT3,Nmnat3,NMNAT3
NMRAL1,NMRAL1,NMRAL1,Nmral1,NMRAL1
NMRK1,NMRK1,NMRK1,Nmrk1,NMRK1
NMRK2,NMRK2,NMRK2,Nmrk2,NMRK2
NMT1,NMT1,NMT1,Nmt1,NMT1
NMT2,NMT2,NMT2,Nmt2,NMT2
NMU,NMU,NMU,Nmu,NMU
NMUR1,NMUR1,NMUR1,Nmur1,NMUR1
NMUR2,NMUR2,NMUR2,Nmur2,NMUR2
NNMT,NNMT,NNMT,Nnmt,NNMT
NNT,NNT,NNT,Nnt,NNT
NOA1,NOA1,NOA1,Noa1,NOA1
NOB1,NOB1,NOB1,Nob1,NOB1
NOBOX,NOBOX,NOBOX,Nobox,NOBOX
NOC2L,NOC2L,NOC2L,Noc2l,NOC2L
NOC3L,NOC3L,NOC3L,Noc3l,NOC3L
NOCT,NOCT,NOCT,Noct,NOCT
NOD2,NOD2,NOD2,Nod2,NOD2
NODAL,NODAL,NODAL,Nodal,NODAL
NOL10,NOL10,NOL10,Nol10,NOL10
NOL11,NOL11,NOL11,Nol11,NOL11
NOL12,NOL12,NOL12,Nol12,NOL12
NOL4,NOL4,NOL4,Nol4,NOL4
NOL4L,NOL4L,NOL4L,Nol4l,NOL4L
NOL6,NOL6,NOL6,Nol6,NOL6
NOL7,NOL7,NOL7,Nol7,NOL7
NOL8,NOL8,NOL8,Nol8,NOL8
NOL9,NOL9,NOL9,Nol9,NOL9
NOLC1,NOLC1,NOLC1,Nolc1,NOLC1
NONO,NONO,NONO,Nono,NONO
NOP10,NOP10,NOP10,Nop10,NOP10
NOP2,NOP2,NOP2,Nop2,NOP2
NOP53,NOP53,NOP53,Nop53,NOP53
NOP56,NOP56,NOP56,Nop56,NOP56
NOP58,NOP58,NOP58,Nop58,NOP58
NOP9,NOP9,NOP9,Nop9,NOP9
NOPCHAP1,NOPCHAP1,NOPCHAP1,Nopchap1,NOPCHAP1
NOS1,NOS1,NOS1,Nos1,NOS1
NOS2,NOS2,NOS2,Nos2,NOS2
NOS3,NOS3,NOS3,Nos3,NOS3
NOSIP,NOSIP,NOSIP,Nosip,NOSIP
NOSTRIN,NOSTRIN,NOSTRIN,Nostrin,NOSTRIN
NOTCH1,NOTCH1,NOTCH1,Notch1,NOTCH1
NOTCH2,NOTCH2,NOTCH2,Notch2,NOTCH2
NOTO,NOTO,NOTO,Noto,NOTO
NOTUM,NOTUM,NOTUM,Notum,NOTUM
NOVA1,NOVA1,NOVA1,Nova1,NOVA1
NOVA2,NOVA2,NOVA2,Nova2,NOVA2
NOX1,NOX1,NOX1,Nox1,NOX1
NOX3,NOX3,NOX3,Nox3,NOX3
NOX4,NOX4,NOX4,Nox4,NOX4
NOXA1,NOXA1,NOXA1,Noxa1,NOXA1
NOXO1,NOXO1,NOXO1,Noxo1,NOXO1
NOXRED1,NOXRED1,NOXRED1,Noxred1,NOXRED1
NPAS1,NPAS1,NPAS1,Npas1,NPAS1
NPAS2,NPAS2,NPAS2,Npas2,NPAS2
NPAS3,NPAS3,NPAS3,Npas3,NPAS3
NPAS4,NPAS4,NPAS4,Npas4,NPAS4
NPAT,NPAT,NPAT,Npat,NPAT
NPB,NPB,NPB,Npb,NPB
NPC1,NPC1,NPC1,Npc1,NPC1
NPC1L1,NPC1L1,NPC1L1,Npc1l1,NPC1L1
NPC2,NPC2,NPC2,Npc2,NPC2
NPDC1,NPDC1,NPDC1,Npdc1,NPDC1
NPEPL1,NPEPL1,NPEPL1,Npepl1,NPEPL1
NPEPPS,NPEPPS,NPEPPS,Npepps,NPEPPS
NPFFR1,NPFFR1,NPFFR1,Npffr1,NPFFR1
NPFFR2,NPFFR2,NPFFR2,Npffr2,NPFFR2
NPHP1,NPHP1,NPHP1,Nphp1,NPHP1
NPHP3,NPHP3,NPHP3,Nphp3,NPHP3
NPHS1,NPHS1,NPHS1,Nphs1,NPHS1
NPHS2,NPHS2,NPHS2,Nphs2,NPHS2
NPL,NPL,NPL,Npl,NPL
NPLOC4,NPLOC4,NPLOC4,Nploc4,NPLOC4
NPM1,NPM1,NPM1,Npm1,NPM1
NPM3,NPM3,NPM3,Npm3,NPM3
NPNT,NPNT,NPNT,Npnt,NPNT
NPPA,NPPA,NPPA,Nppa,NPPA
NPPB,NPPB,NPPB,Nppb,NPPB
NPPC,NPPC,NPPC,Nppc,NPPC
NPR1,NPR1,NPR1,Npr1,NPR1
NPR2,NPR2,NPR2,Npr2,NPR2
NPR3,NPR3,NPR3,Npr3,NPR3
NPRL2,NPRL2,NPRL2,Nprl2,NPRL2
NPS,NPS,NPS,Nps,NPS
NPSR1,NPSR1,NPSR1,Npsr1,NPSR1
NPTN,NPTN,NPTN,Nptn,NPTN
NPTX1,NPTX1,NPTX1,Nptx1,NPTX1
NPTX2,NPTX2,NPTX2,Nptx2,NPTX2
NPTXR,NPTXR,NPTXR,Nptxr,NPTXR
NPVF,NPVF,NPVF,Npvf,NPVF
NPY,NPY,NPY,Npy,NPY
NPY1R,NPY1R,NPY1R,Npy1r,NPY1R
NPY2R,NPY2R,NPY2R,Npy2r,NPY2R
NPY5R,NPY5R,NPY5R,Npy5r,NPY5R
NQO1,NQO1,NQO1,Nqo1,NQO1
NQO2,NQO2,NQO2,Nqo2,NQO2
NR0B1,NR0B1,NR0B1,Nr0b1,NR0B1
NR0B2,NR0B2,NR0B2,Nr0b2,NR0B2
NR1D1,NR1D1,NR1D1,Nr1d1,NR1D1
NR1D2,NR1D2,NR1D2,Nr1d2,NR1D2
NR1H2,NR1H2,NR1H2,Nr1h2,NR1H2
NR1H3,NR1H3,NR1H3,Nr1h3,NR1H3
NR1H4,NR1H4,NR1H4,Nr1h4,NR1H4
NR1I2,NR1I2,NR1I2,Nr1i2,NR1I2
NR1I3,NR1I3,NR1I3,Nr1i3,NR1I3
NR2C1,NR2C1,NR2C1,Nr2c1,NR2C1
NR2C2,NR2C2,NR2C2,Nr2c2,NR2C2
NR2C2AP,NR2C2AP,NR2C2AP,Nr2c2ap,NR2C2AP
NR2E1,NR2E1,NR2E1,Nr2e1,NR2E1
NR2E3,NR2E3,NR2E3,Nr2e3,NR2E3
NR2F1,NR2F1,NR2F1,Nr2f1,NR2F1
NR2F2,NR2F2,NR2F2,Nr2f2,NR2F2
NR3C1,NR3C1,NR3C1,Nr3c1,NR3C1
NR3C2,NR3C2,NR3C2,Nr3c2,NR3C2
NR4A1,NR4A1,NR4A1,Nr4a1,NR4A1
NR4A2,NR4A2,NR4A2,Nr4a2,NR4A2
NR4A3,NR4A3,NR4A3,Nr4a3,NR4A3
NR5A1,NR5A1,NR5A1,Nr5a1,NR5A1
NR5A2,NR5A2,NR5A2,Nr5a2,NR5A2
NR6A1,NR6A1,NR6A1,Nr6a1,NR6A1
NRAP,NRAP,NRAP,Nrap,NRAP
NRAS,NRAS,NRAS,Nras,NRAS
NRBF2,NRBF2,NRBF2,Nrbf2,NRBF2
NRBP1,NRBP1,NRBP1,Nrbp1,NRBP1
NRBP2,NRBP2,NRBP2,Nrbp2,NRBP2
NRCAM,NRCAM,NRCAM,Nrcam,NRCAM
NRDC,NRDC,NRDC,Nrdc,NRDC
NRF1,NRF1,NRF1,Nrf1,NRF1
NRG1,NRG1,NRG1,Nrg1,NRG1
NRG2,NRG2,NRG2,Nrg2,NRG2
NRG3,NRG3,NRG3,Nrg3,NRG3
NRG4,NRG4,NRG4,Nrg4,NRG4
NRGN,NRGN,NRGN,Nrgn,NRGN
NRIP1,NRIP1,NRIP1,Nrip1,NRIP1
NRIP2,NRIP2,NRIP2,Nrip2,NRIP2
NRIP3,NRIP3,NRIP3,Nrip3,NRIP3
NRK,NRK,NRK,Nrk,NRK
NRL,NRL,NRL,Nrl,NRL
NRM,NRM,NRM,Nrm,NRM
NRN1,NRN1,NRN1,Nrn1,NRN1
NRN1L,NRN1L,NRN1L,Nrn1l,NRN1L
NRP1,NRP1,NRP1,Nrp1,NRP1
NRP2,NRP2,NRP2,Nrp2,NRP2
NRROS,NRROS,NRROS,Nrros,NRROS
NRSN1,NRSN1,NRSN1,Nrsn1,NRSN1
NRSN2,NRSN2,NRSN2,Nrsn2,NRSN2
NRTN,NRTN,NRTN,Nrtn,NRTN
NRXN1,NRXN1,NRXN1,Nrxn1,NRXN1
NRXN3,NRXN3,NRXN3,Nrxn3,NRXN3
NSD1,NSD1,NSD1,Nsd1,NSD1
NSD2,NSD2,NSD2,Nsd2,NSD2
NSD3,NSD3,NSD3,Nsd3,NSD3
NSDHL,NSDHL,NSDHL,Nsdhl,NSDHL
NSF,NSF,NSF,Nsf,NSF
NSFL1C,NSFL1C,NSFL1C,Nsfl1c,NSFL1C
NSG1,NSG1,NSG1,Nsg1,NSG1
NSG2,NSG2,NSG2,Nsg2,NSG2
NSL1,NSL1,NSL1,Nsl1,NSL1
NSMAF,NSMAF,NSMAF,Nsmaf,NSMAF
NSMCE1,NSMCE1,NSMCE1,Nsmce1,NSMCE1
NSMCE2,NSMCE2,NSMCE2,Nsmce2,NSMCE2
NSMCE4A,NSMCE4A,NSMCE4A,Nsmce4a,NSMCE4A
NSRP1,NSRP1,NSRP1,Nsrp1,NSRP1
NSUN2,NSUN2,NSUN2,Nsun2,NSUN2
NSUN3,NSUN3,NSUN3,Nsun3,NSUN3
NSUN5,NSUN5,NSUN5,Nsun5,NSUN5
NSUN6,NSUN6,NSUN6,Nsun6,NSUN6
NT5C,NT5C,NT5C,Nt5c,NT5C
NT5C1A,NT5C1A,NT5C1A,Nt5c1a,NT5C1A
NT5C1B,NT5C1B,NT5C1B,Nt5c1b,NT5C1B
NT5C2,NT5C2,NT5C2,Nt5c2,NT5C2
NT5C3A,NT5C3A,NT5C3A,Nt5c3,NT5C3A
NT5C3B,NT5C3B,NT5C3B,Nt5c3b,NT5C3B
NT5DC1,NT5DC1,NT5DC1,Nt5dc1,NT5DC1
NT5DC2,NT5DC2,NT5DC2,Nt5dc2,NT5DC2
NT5E,NT5E,NT5E,Nt5e,NT5E
NT5M,NT5M,NT5M,Nt5m,NT5M
NTAN1,NTAN1,NTAN1,Ntan1,NTAN1
NTF3,NTF3,NTF3,Ntf3,NTF3
NTHL1,NTHL1,NTHL1,Nthl1,NTHL1
NTM,NTM,NTM,Ntm,NTM
NTMT1,NTMT1,NTMT1,Ntmt1,NTMT1
NTMT2,NTMT2,NTMT2,Ntmt2,NTMT2
NTN1,NTN1,NTN1,Ntn1,NTN1
NTN4,NTN4,NTN4,Ntn4,NTN4
NTNG1,NTNG1,NTNG1,Ntng1,NTNG1
NTNG2,NTNG2,NTNG2,Ntng2,NTNG2
NTPCR,NTPCR,NTPCR,Ntpcr,NTPCR
NTRK1,NTRK1,NTRK1,Ntrk1,NTRK1
NTRK2,NTRK2,NTRK2,Ntrk2,NTRK2
NTRK3,NTRK3,NTRK3,Ntrk3,NTRK3
NTS,NTS,NTS,Nts,NTS
NTSR2,NTSR2,NTSR2,Ntsr2,NTSR2
NUAK1,NUAK1,NUAK1,Nuak1,NUAK1
NUAK2,NUAK2,NUAK2,Nuak2,NUAK2
NUB1,NUB1,NUB1,Nub1,NUB1
NUBP1,NUBP1,NUBP1,Nubp1,NUBP1
NUBP2,NUBP2,NUBP2,Nubp2,NUBP2
NUBPL,NUBPL,NUBPL,Nubpl,NUBPL
NUCB1,NUCB1,NUCB1,Nucb1,NUCB1
NUDC,NUDC,NUDC,Nudc,NUDC
NUDCD1,NUDCD1,NUDCD1,Nudcd1,NUDCD1
NUDCD2,NUDCD2,NUDCD2,Nudcd2,NUDCD2
NUDT1,NUDT1,NUDT1,Nudt1,NUDT1
NUDT12,NUDT12,NUDT12,Nudt12,NUDT12
NUDT13,NUDT13,NUDT13,Nudt13,NUDT13
NUDT15,NUDT15,NUDT15,Nudt15,NUDT15
NUDT16L1,NUDT16,NUDT16,Nudt16,NUDT16
NUDT17,NUDT17,NUDT17,Nudt17,NUDT17
NUDT18,NUDT18,NUDT18,Nudt18,NUDT18
NUDT19,TDRD12,NUDT19,Nudt19,NUDT19
NUDT2,NUDT2,NUDT2,Nudt2,NUDT2
NUDT21,NUDT21,NUDT21,Nudt21,NUDT21
NUDT22,NUDT22,NUDT22,Nudt22,NUDT22
NUDT5,NUDT5,NUDT5,Nudt5,NUDT5
NUDT6,NUDT6,NUDT6,Nudt6,NUDT6
NUDT7,NUDT7,NUDT7,Nudt7,NUDT7
NUDT9,NUDT9,NUDT9,Nudt9,NUDT9
NUF2,NUF2,NUF2,Nuf2,NUF2
NUFIP1,NUFIP1,NUFIP1,Nufip1,NUFIP1
NUFIP2,NUFIP2,NUFIP2,Nufip2,NUFIP2
NUMA1,NUMA1,NUMA1,Numa1,NUMA1
NUMB,NUMB,NUMB,Numb,NUMB
NUMBL,NUMBL,NUMBL,Numbl,NUMBL
