human gene name,mice gene name,pig gene name
LAMTOR3,Lamtor3,LAMTOR3
LAMTOR5,Lamtor5,LAMTOR5
LANCL1,Lancl1,LANCL1
LANCL2,Lancl2,LANCL2
LANCL3,Lancl3,LANCL3
LAP3,Lap3,LAP3
LAPTM4A,Laptm4a,LAPTM4A
LAPTM4B,Laptm4b,LAPTM4B
LAPTM5,Laptm5,LAPTM5
LARGE1,Large1,LARGE1
LARGE2,Large2,LARGE2
LARP1,Larp1,LARP1
LARP1B,Larp1b,LARP1B
LARP4,Larp4,LARP4
LARP6,Larp6,LARP6
LARP7,Larp7,LARP7
LARS1,Lars1,LARS1
LARS2,Lars2,LARS2
LAS1L,Las1l,LAS1L
LASP1,Lasp1,LASP1
LAT,Lat,LAT
LAT2,Lat2,LAT2
LATS1,Lats1,LATS1
LATS2,Lats2,LATS2
LAX1,Lax1,LAX1
LAYN,Layn,LAYN
LBH,Lbh,LBH
LBP,Lbp,LBP
LBR,Lbr,LBR
LBX1,Lbx1,LBX1
LBX2,Lbx2,LBX2
LCA5,Lca5,LCA5
LCA5L,Lca5l,LCA5L
LCAT,Lcat,LCAT
LCK,Lck,LCK
LCLAT1,Lclat1,LCLAT1
LCN10,Lcn10,LCN10
LCN2,Lcn2,LCN2
LCN6,Lcn6,LCN6
LCN8,Lcn8,LCN8
LCOR,Lcor,LCOR
LCORL,Lcorl,LCORL
LCP1,Lcp1,LCP1
LCP2,Lcp2,LCP2
LCTL,Lctl,LCTL
LDAF1,Ldaf1,LDAF1
LDAH,Ldah,LDAH
LDB1,Ldb1,LDB1
LDB2,Ldb2,LDB2
LDHA,Ldha,LDHA
LDHB,Ldhb,LDHB
LDHC,Ldhc,LDHC
LDHD,Ldhd,LDHD
LDLR,Ldlr,LDLR
LDLRAD1,Ldlrad1,LDLRAD1
LDLRAD2,Ldlrad2,LDLRAD2
LDLRAD3,Ldlrad3,LDLRAD3
LDLRAD4,Ldlrad4,LDLRAD4
LDLRAP1,Ldlrap1,LDLRAP1
LDOC1,Ldoc1,LDOC1
LEAP2,Leap2,LEAP2
LECT2,Lect2,LECT2
LEF1,Lef1,LEF1
LEFTY2,Lefty2,LEFTY2
LEKR1,Lekr1,LEKR1
LELP1,Lelp1,LELP1
LEMD1,Lemd1,LEMD1
LEMD2,Lemd2,LEMD2
LEMD3,Lemd3,LEMD3
LENEP,Lenep,LENEP
LENG1,Leng1,LENG1
LENG8,Leng8,LENG8
LENG9,Leng9,LENG9
LEO1,Leo1,LEO1
LEP,Lep,LEP
LEPR,Lepr,LEPR
LEPROT,Leprot,LEPROT
LEPROTL1,Leprotl1,LEPROTL1
LETM1,Letm1,LETM1
LETM2,Letm2,LETM2
LETMD1,Letmd1,LETMD1
LFNG,Lfng,LFNG
LGALS1,Lgals1,LGALS1
LGALS12,Lgals12,LGALS12
LGALS2,Lgals2,LGALS2
LGALS3,Lgals3,LGALS3
LGALS3BP,Lgals3bp,LGALS3BP
LGALS4,Lgals4,LGALS4
LGALS8,Lgals8,LGALS8
LGALSL,Lgalsl,LGALSL
LGI1,Lgi1,LGI1
LGI2,Lgi2,LGI2
LGI3,Lgi3,LGI3
LGI4,Lgi4,LGI4
LGMN,Lgmn,LGMN
LGR4,Lgr4,LGR4
LGR5,Lgr5,LGR5
LGR6,Lgr6,LGR6
LGSN,Lgsn,LGSN
SAXO3,Lhb,SAXO3
LHCGR,Lhcgr,LHCGR
LHFPL1,Lhfpl1,LHFPL1
LHFPL2,Lhfpl2,LHFPL2
LHFPL3,Lhfpl3,LHFPL3
LHFPL4,Lhfpl4,LHFPL4
LHFPL5,Lhfpl5,LHFPL5
LHFPL6,Lhfpl6,LHFPL6
LHFPL7,Lhfpl7,LHFPL7
LHPP,Lhpp,LHPP
LHX1,Lhx1,LHX1
LHX2,Lhx2,LHX2
LHX3,Lhx3,LHX3
LHX4,Lhx4,LHX4
LHX5,Lhx5,LHX5
LHX6,Lhx6,LHX6
LHX8,Lhx8,LHX8
LHX9,Lhx9,LHX9
LIAS,Lias,LIAS
LIF,Lif,LIF
LIFR,Lifr,LIFR
LIG1,Lig1,LIG1
LIG3,Lig3,LIG3
LIG4,Lig4,LIG4
LILRA5,Lilra5,FCAR
LIM2,Lim2,LIM2
LIMA1,Lima1,LIMA1
LIMCH1,Limch1,LIMCH1
LIMD1,Limd1,LIMD1
LIMD2,Limd2,LIMD2
LIME1,Lime1,LIME1
LIMK1,Limk1,LIMK1
LIMK2,Limk2,LIMK2
LIMS3,Lims1,LIMS1
LIMS2,Lims2,LIMS2
LIN28A,Lin28a,LIN28A
LIN28B,Lin28b,LIN28B
LIN37,Lin37,LIN37
LIN52,Lin52,LIN52
LIN54,Lin54,LIN54
LIN7A,Lin7a,LIN7A
LIN7B,Lin7b,LIN7B
LIN7C,Lin7c,LIN7C
LIN9,Lin9,LIN9
LINGO1,Lingo1,LINGO1
LINGO2,Lingo2,LINGO2
LINGO3,Lingo3,LINGO3
LINGO4,Lingo4,LINGO4
LINS1,Lins1,LINS1
LIPA,Lipa,LIPA
LIPC,Lipc,LIPC
LIPE,Lipe,LIPE
LIPG,Lipg,LIPG
LIPH,Liph,LIPH
LIPI,Lipi,LIPI
LIPM,Lipm,LIPM
LIPN,Lipn,LIPN
LIPT2,Lipt2,LIPT2
LIX1,Lix1,LIX1
LIX1L,Lix1l,LIX1L
LKAAEAR1,Lkaaear1,LKAAEAR1
LLGL1,Llgl1,LLGL1
LLGL2,Llgl2,LLGL2
LLPH,Llph,LLPH
LMAN1,Lman1,LMAN1
LMAN1L,Lman1l,LMAN1L
LMAN2,Lman2,LMAN2
LMAN2L,Lman2l,LMAN2L
LMBR1,Lmbr1,LMBR1
LMBR1L,Lmbr1l,LMBR1L
LMBRD1,Lmbrd1,LMBRD1
LMBRD2,Lmbrd2,LMBRD2
LMCD1,Lmcd1,LMCD1
LMF1,Lmf1,LMF1
LMF2,Lmf2,LMF2
LMLN,Lmln,LMLN
LMNA,Lmna,LMNA
LMNB1,Lmnb1,LMNB1
LMNB2,Lmnb2,LMNB2
LMNTD1,Lmntd1,LMNTD1
LMNTD2,Lmntd2,LMNTD2
LMO1,Lmo1,LMO1
LMO2,Lmo2,LMO2
LMO7,Lmo7,LMO7
LMOD1,Lmod1,LMOD1
LMOD2,Lmod2,LMOD2
LMOD3,Lmod3,LMOD3
LMTK2,Lmtk2,LMTK2
LMTK3,Lmtk3,LMTK3
LMX1A,Lmx1a,LMX1A
LMX1B,Lmx1b,LMX1B
LNP1,Lnp1,LNP1
LNPEP,Lnpep,LNPEP
LNPK,Lnpk,LNPK
LNX1,Lnx1,LNX1
LNX2,Lnx2,LNX2
LONP1,Lonp1,LONP1
LONP2,Lonp2,LONP2
LONRF1,Lonrf1,LONRF1
LONRF2,Lonrf2,LONRF2
LONRF3,Lonrf3,LONRF3
LORICRIN,Lor,LORICRIN
LOX,Lox,LOX
LOXHD1,Loxhd1,LOXHD1
LOXL1,Loxl1,LOXL1
LOXL2,Loxl2,LOXL2
LOXL3,Loxl3,LOXL3
LOXL4,Loxl4,LOXL4
LPAR2,Lpar2,LPAR2
LPAR3,Lpar3,LPAR3
LPAR4,Lpar4,LPAR4
LPAR5,Lpar5,LPAR5
LPAR6,Lpar6,LPAR6
LPCAT1,Lpcat1,LPCAT1
LPCAT2,Lpcat2,LPCAT2
LPCAT3,Lpcat3,LPCAT3
LPCAT4,Lpcat4,LPCAT4
LPGAT1,Lpgat1,LPGAT1
LPIN1,Lpin1,LPIN1
LPIN2,Lpin2,LPIN2
LPIN3,Lpin3,LPIN3
LPL,Lpl,LPL
LPO,Lpo,LPO
LPP,Lpp,LPP
LPXN,Lpxn,LPXN
LRAT,Lrat,LRAT
LRATD1,Lratd1,LRATD1
LRATD2,Lratd2,LRATD2
LRBA,Lrba,LRBA
LRCH1,Lrch1,LRCH1
LRCH2,Lrch2,LRCH2
LRCH3,Lrch3,LRCH3
LRCH4,Lrch4,LRCH4
LRFN1,Lrfn1,LRFN1
LRFN2,Lrfn2,LRFN2
LRFN3,Lrfn3,LRFN3
LRFN4,Lrfn4,LRFN4
LRFN5,Lrfn5,LRFN5
LRGUK,Lrguk,LRGUK
LRIF1,Lrif1,LRIF1
LRIG1,Lrig1,LRIG1
LRIG2,Lrig2,LRIG2
LRIG3,Lrig3,LRIG3
LRIT1,Lrit1,LRIT1
LRIT2,Lrit2,LRIT2
LRIT3,Lrit3,LRIT3
LRMDA,Lrmda,LRMDA
LRP10,Lrp10,LRP10
LRP11,Lrp11,LRP11
LRP12,Lrp12,LRP12
LRP1B,Lrp1b,LRP1B
LRP2,Lrp2,LRP2
LRP2BP,Lrp2bp,LRP2BP
LRP3,Lrp3,LRP3
LRP4,Lrp4,LRP4
LRP5,Lrp5,LRP5
LRP6,Lrp6,LRP6
LRP8,Lrp8,LRP8
LRPAP1,Lrpap1,LRPAP1
LRPPRC,Lrpprc,LRPPRC
LRR1,Lrr1,LRR1
LRRC1,Lrrc1,LRRC1
LRRC10,Lrrc10,LRRC10
LRRC10B,Lrrc10b,LRRC10B
LRRC14,Lrrc14,LRRC14
LRRC14B,Lrrc14b,LRRC14B
LRRC15,Lrrc15,LRRC15
LRRC17,Lrrc17,LRRC17
LRRC18,Lrrc18,LRRC18
LRRC19,Lrrc19,LRRC19
LRRC2,Lrrc2,LRRC2
LRRC20,Lrrc20,LRRC20
LRRC23,Lrrc23,LRRC23
LRRC24,Lrrc24,LRRC24
LRRC25,Lrrc25,LRRC25
LRRC26,Lrrc26,LRRC26
LRRC27,Lrrc27,LRRC27
LRRC3,Lrrc3,LRRC3
LRRC31,Lrrc31,LRRC31
LRRC32,Lrrc32,LRRC32
LRRC34,Lrrc34,LRRC34
LRRC36,Lrrc36,LRRC36
LRRC38,Lrrc38,LRRC38
LRRC39,Lrrc39,LRRC39
LRRC3B,Lrrc3b,LRRC3B
LRRC3C,Lrrc3c,LRRC3C
LRRC4,Lrrc4,LRRC4
LRRC41,Lrrc41,LRRC41
LRRC42,Lrrc42,LRRC42
LRRC43,Lrrc43,LRRC43
LRRC45,Lrrc45,LRRC45
LRRC46,Lrrc46,LRRC46
LRRC47,Lrrc47,LRRC47
LRRC49,Lrrc49,LRRC49
LRRC4B,Lrrc4b,LRRC4B
LRRC4C,Lrrc4c,LRRC4C
LRRC51,Lrrc51,LRRC51
LRRC52,Lrrc52,LRRC52
LRRC55,Lrrc55,LRRC55
LRRC56,Lrrc56,LRRC56
LRRC57,Lrrc57,LRRC57
LRRC58,Lrrc58,LRRC58
LRRC59,Lrrc59,LRRC59
LRRC61,Lrrc61,LRRC61
LRRC63,Lrrc63,LRRC63
LRRC69,Lrrc69,LRRC69
LRRC7,Lrrc7,LRRC7
LRRC71,Lrrc71,LRRC71
LRRC73,Lrrc73,LRRC73
LRRC74A,Lrrc74a,LRRC74A
LRRC74B,Lrrc74b,LRRC74B
LRRC75A,Lrrc75a,LRRC75A
LRRC75B,Lrrc75b,LRRC75B
LRRC8A,Lrrc8a,LRRC8A
LRRC8B,Lrrc8b,LRRC8B
LRRC8C,Lrrc8c,LRRC8C
LRRC8D,Lrrc8d,LRRC8D
LRRC8E,Lrrc8e,LRRC8E
LRRC9,Lrrc9,LRRC9
LRRCC1,Lrrcc1,LRRCC1
LRRD1,Lrrd1,LRRD1
LRRFIP2,Lrrfip2,LRRFIP2
LRRIQ1,Lrriq1,LRRIQ1
LRRIQ3,Lrriq3,LRRIQ3
LRRIQ4,Lrriq4,LRRIQ4
LRRK1,Lrrk1,LRRK1
LRRK2,Lrrk2,LRRK2
LRRN1,Lrrn1,LRRN1
LRRN2,Lrrn2,LRRN2
LRRN3,Lrrn3,LRRN3
LRRTM1,Lrrtm1,LRRTM1
LRRTM2,Lrrtm2,LRRTM2
LRRTM3,Lrrtm3,LRRTM3
LRRTM4,Lrrtm4,LRRTM4
LRSAM1,Lrsam1,LRSAM1
LRTM1,Lrtm1,LRTM1
LRTM2,Lrtm2,LRTM2
LRWD1,Lrwd1,LRWD1
LSAMP,Lsamp,LSAMP
LSG1,Lsg1,LSG1
LSM1,Lsm1,LSM1
LSM10,Lsm10,LSM10
LSM11,Lsm11,LSM11
LSM12,Lsm12,LSM12
LSM14A,Lsm14a,LSM14A
LSM14B,Lsm14b,LSM14B
LSM2,Lsm2,LSM2
LSM3,Lsm3,LSM3
LSM4,Lsm4,LSM4
LSM5,Lsm5,LSM5
LSM6,Lsm6,LSM6
LSM7,Lsm7,LSM7
LSM8,Lsm8,LSM8
LSMEM1,Lsmem1,LSMEM1
LSMEM2,Lsmem2,LSMEM2
LSP1,Lsp1,LSP1
LSR,Lsr,LSR
LSS,Lss,LSS
LTA,Lta,LTA
LTA4H,Lta4h,LTA4H
LTB,Ltb,LTB
LTB4R,Ltb4r1,LTB4R
LTB4R2,Ltb4r2,LTB4R2
LTBP1,Ltbp1,LTBP1
LTBP2,Ltbp2,LTBP2
LTBP3,Ltbp3,LTBP3
LTBP4,Ltbp4,LTBP4
LTBR,Ltbr,LTBR
LTC4S,Ltc4s,LTC4S
LTF,Ltf,LTF
LTN1,Ltn1,LTN1
LTV1,Ltv1,LTV1
LUC7L,Luc7l,LUC7L
LUC7L2,Luc7l2,LUC7L2
LUC7L3,Luc7l3,LUC7L3
LUM,Lum,LUM
LURAP1,Lurap1,LURAP1
LURAP1L,Lurap1l,LURAP1L
LUZP1,Luzp1,LUZP1
LUZP2,Luzp2,LUZP2
LVRN,Lvrn,LVRN
LXN,Lxn,LXN
LY6D,Ly6d,LY6D
LY6E,Ly6e,LY6E
LY6G5B,Ly6g5b,LY6G5B
LY6G5C,Ly6g5c,LY6G5C
LY6G6C,Ly6g6c,LY6G6C
LY6G6D,Ly6g6d,LY6G6D
LY6G6F,Ly6g6f,LY6G6F
LY6H,Ly6h,LY6H
LY6L,Ly6l,LY6L
LY75,Ly75,LY75
LY86,Ly86,LY86
LY9,Ly9,LY9
LY96,Ly96,LY96
LYAR,Lyar,LYAR
LYG2,Lyg2,LYG2
LYL1,Lyl1,LYL1
LYN,Lyn,LYN
LYNX1,Lynx1,LYNX1
LYPD1,Lypd1,LYPD1
LYPD2,Lypd2,LYPD2
LYPD3,Lypd3,LYPD3
LYPD4,Lypd4,LYPD4
LYPD5,Lypd5,LYPD5
LYPD6,Lypd6,LYPD6
LYPD6B,Lypd6b,LYPD6B
LYPD8,Lypd8,LYPD8
LYPLA1,Lypla1,LYPLA1
LYPLA2,Lypla2,LYPLA2
LYPLAL1,Lyplal1,LYPLAL1
LYRM1,Lyrm1,LYRM1
LYRM2,Lyrm2,LYRM2
LYRM4,Lyrm4,LYRM4
LYRM7,Lyrm7,LYRM7
LYRM9,Lyrm9,LYRM9
LYSET,Lyset,LYSET
LYSMD1,Lysmd1,LYSMD1
LYSMD2,Lysmd2,LYSMD2
LYSMD3,Lysmd3,LYSMD3
LYSMD4,Lysmd4,LYSMD4
LYST,Lyst,LYST
LYVE1,Lyve1,LYVE1
LYZL4,Lyzl4,LYZL4
LYZL6,Lyzl6,LYZL6
LZIC,Lzic,LZIC
LZTFL1,Lztfl1,LZTFL1
LZTR1,Lztr1,LZTR1
LZTS1,Lzts1,LZTS1
LZTS2,Lzts2,LZTS2
LZTS3,Lzts3,LZTS3
M6PR,M6pr,M6PR
MAB21L1,Mab21l1,MAB21L1
MAB21L2,Mab21l2,MAB21L2
MAB21L3,Mab21l3,MAB21L3
MAB21L4,Mab21l4,MAB21L4
MACC1,Macc1,MACC1
MACF1,Macf1,MACF1
MACIR,Macir,MACIR
MACO1,Maco1,MACO1
MACROD1,Macrod1,MACROD1
MACROD2,Macrod2,MACROD2
MACROH2A1,Macroh2a1,MACROH2A1
MACROH2A2,Macroh2a2,MACROH2A2
MAD1L1,Mad1l1,MAD1L1
MAD2L1,Mad2l1,MAD2L1
MAD2L1BP,Mad2l1bp,MAD2L1BP
MAD2L2,Mad2l2,MAD2L2
MADCAM1,Madcam1,ICAM3
MADD,Madd,MADD
MAEA,Maea,MAEA
MAEL,Mael,MAEL
MAF,Maf,MAF
MAF1,Maf1,MAF1
MAFA,Mafa,MAFA
MAFB,Mafb,MAFB
MAFF,Maff,MAFF
MAFG,Mafg,MAFG
MAFK,Mafk,MAFK
MAG,Mag,MAG
MAGEA9,Magea10,MAGEA10
MAGEB18,Mageb18,MAGEB18
MAGEB17,Mageb3,MAGEB3
MAGEB3,Mageb5b,MAGEB5
MAGED1,Maged1,MAGED1
MAGEE2,Magee2,MAGEE2
MAGEH1,Mageh1,MAGEH1
MAGI1,Magi1,MAGI1
MAGI2,Magi2,MAGI2
MAGI3,Magi3,MAGI3
MAGIX,Magix,MAGIX
MAGT1,Magt1,MAGT1
MAIP1,Maip1,MAIP1
MAK,Mak,MAK
MAK16,Mak16,MAK16
MAL2,Mal2,MAL2
MALL,Mall,MALL
MALRD1,Malrd1,MALRD1
MALSU1,Malsu1,MALSU1
MALT1,Malt1,MALT1
MAMDC2,Mamdc2,MAMDC2
MAMDC4,Mamdc4,MAMDC4
MAML1,Maml1,MAML1
MAML2,Maml2,MAML2
MAML3,Maml3,MAML3
MAMLD1,Mamld1,MAMLD1
MAMSTR,Mamstr,MAMSTR
MAN1A1,Man1a,MAN1A1
MAN1A2,Man1a2,MAN1A2
MAN1C1,Man1c1,MAN1C1
MAN2A1,Man2a1,MAN2A1
MAN2A2,Man2a2,MAN2A2
MAN2B1,Man2b1,MAN2B1
MAN2B2,Man2b2,MAN2B2
MAN2C1,Man2c1,MAN2C1
MANBA,Manba,MANBA
MANEA,Manea,MANEA
MANEAL,Maneal,MANEAL
MANF,Manf,MANF
MANSC1,Mansc1,MANSC1
MANSC4,Mansc4,MANSC4
MAOB,Maob,MAOB
MAP10,Map10,MAP10
MAP1A,Map1a,MAP1A
MAP1B,Map1b,MAP1B
MAP1LC3A,Map1lc3a,MAP1LC3A
MAP1LC3B,Map1lc3b,MAP1LC3C
MAP1S,Map1s,MAP1S
MAP2,Map2,MAP2
MAP2K1,Map2k1,MAP2K1
MAP2K2,Map2k2,MAP2K2
MAP2K3,Map2k3,MAP2K3
MAP2K4,Map2k4,MAP2K4
MAP2K5,Map2k5,MAP2K5
MAP2K6,Map2k6,MAP2K6
MAP2K7,Map2k7,MAP2K7
MAP3K1,Map3k1,MAP3K1
MAP3K10,Map3k10,MAP3K10
MAP3K11,Map3k11,MAP3K11
MAP3K12,Map3k12,MAP3K12
MAP3K13,Map3k13,MAP3K13
MAP3K14,Map3k14,MAP3K14
MAP3K15,Map3k15,MAP3K15
MAP3K19,Map3k19,MAP3K19
MAP3K2,Map3k2,MAP3K2
MAP3K20,Map3k20,MAP3K20
MAP3K21,Map3k21,MAP3K21
MAP3K3,Map3k3,MAP3K3
MAP3K4,Map3k4,MAP3K4
MAP3K5,Map3k5,MAP3K5
MAP3K6,Map3k6,MAP3K6
MAP3K7,Map3k7,MAP3K7
MAP3K7CL,Map3k7cl,MAP3K7CL
MAP3K8,Map3k8,MAP3K8
MAP3K9,Map3k9,MAP3K9
MAP4K1,Map4k1,MAP4K1
MAP4K2,Map4k2,MAP4K2
MAP4K3,Map4k3,MAP4K3
MAP4K4,Map4k4,MAP4K4
MAP4K5,Map4k5,MAP4K5
MAP6,Map6,MAP6
MAP6D1,Map6d1,MAP6D1
MAP7,Map7,MAP7
MAP7D1,Map7d1,MAP7D1
MAP7D2,Map7d2,MAP7D2
MAP9,Map9,MAP9
MAPK1,Mapk1,MAPK1
MAPK10,Mapk10,MAPK10
MAPK11,Mapk11,MAPK11
MAPK12,Mapk12,MAPK12
MAPK13,Mapk13,MAPK13
MAPK14,Mapk14,MAPK14
MAPK15,Mapk15,MAPK15
MAPK1IP1L,Mapk1ip1l,MAPK1IP1L
MAPK3,Mapk3,MAPK3
MAPK6,Mapk6,MAPK6
MAPK7,Mapk7,MAPK7
MAPK8,Mapk8,MAPK8
MAPK8IP1,Mapk8ip1,MAPK8IP1
MAPK8IP2,Mapk8ip2,MAPK8IP2
MAPK8IP3,Mapk8ip3,MAPK8IP3
MAPK9,Mapk9,MAPK9
MAPKAP1,Mapkap1,MAPKAP1
MAPKAPK2,Mapkapk2,MAPKAPK2
MAPKAPK3,Mapkapk3,MAPKAPK3
MAPKAPK5,Mapkapk5,MAPKAPK5
MAPKBP1,Mapkbp1,MAPKBP1
MAPRE1,Mapre1,MAPRE1
MAPRE2,Mapre2,MAPRE2
MAPRE3,Mapre3,MAPRE3
MAPT,Mapt,MAPT
MARCHF1,Marchf1,MARCHF1
MARCHF10,Marchf10,MARCHF10
MARCHF11,Marchf11,MARCHF11
MARCHF2,Marchf2,MARCHF2
MARCHF3,Marchf3,MARCHF3
MARCHF4,Marchf4,MARCHF4
MARCHF5,Marchf5,MARCHF5
MARCHF6,Marchf6,MARCHF6
MARCHF7,Marchf7,MARCHF7
MARCHF8,Marchf8,MARCHF8
MARCHF9,Marchf9,MARCHF9
MARCKS,Marcks,MARCKS
MARCKSL1,Marcksl1,MARCKSL1
MARCO,Marco,MARCO
MARF1,Marf1,MARF1
MARK1,Mark1,MARK1
MARK2,Mark2,MARK2
MARK3,Mark3,MARK3
MARK4,Mark4,MARK4
MARS1,Mars1,MARS1
MARS2,Mars2,MARS2
MARVELD1,Marveld1,MARVELD1
MARVELD2,Marveld2,MARVELD2
MARVELD3,Marveld3,MARVELD3
MAS1,Mas1,MAS1
MASP1,Masp1,MASP1
MASP2,Masp2,MASP2
MAST1,Mast1,MAST1
MAST2,Mast2,MAST2
MAST3,Mast3,MAST3
MAST4,Mast4,MAST4
MASTL,Mastl,MASTL
MAT1A,Mat1a,MAT1A
MAT2A,Mat2a,MAT2A
MAT2B,Mat2b,MAT2B
MATCAP1,Matcap1,MATCAP1
MATK,Matk,MATK
MATN1,Matn1,MATN1
MATN2,Matn2,MATN2
MATN3,Matn3,MATN3
MATN4,Matn4,MATN4
MATR3,Matr3,MATR3
MAU2,Mau2,MAU2
MAVS,Mavs,MAVS
MAX,Max,MAX
MAZ,Maz,MAZ
MB21D2,Mb21d2,MB21D2
MBD1,Mbd1,MBD1
MBD2,Mbd2,MBD2
MBD3,Mbd3,MBD3
MBD4,Mbd4,MBD4
MBD5,Mbd5,MBD5
MBD6,Mbd6,MBD6
MBIP,Mbip,MBIP
MBL2,Mbl2,MBL2
MBLAC1,Mblac1,MBLAC1
MBLAC2,Mblac2,MBLAC2
MBNL1,Mbnl1,MBNL1
MBNL2,Mbnl2,MBNL2
MBNL3,Mbnl3,MBNL3
MBOAT1,Mboat1,MBOAT1
MBOAT2,Mboat2,MBOAT2
MBOAT4,Mboat4,MBOAT4
MBOAT7,Mboat7,MBOAT7
MBP,Mbp,MBP
MBTD1,Mbtd1,MBTD1
MBTPS1,Mbtps1,MBTPS1
MC1R,Mc1r,MC1R
MC2R,Mc2r,MC2R
MC3R,Mc3r,MC3R
MC4R,Mc4r,MC4R
MC5R,Mc5r,MC5R
MCAM,Mcam,MCAM
MCAT,Mcat,MCAT
MCC,Mcc,MCC
MCCC1,Mccc1,MCCC1
MCCC2,Mccc2,MCCC2
MCEE,Mcee,MCEE
MCF2,Mcf2,MCF2
MCF2L,Mcf2l,MCF2L
MCFD2,Mcfd2,MCFD2
MCHR1,Mchr1,MCHR1
MCIDAS,Mcidas,MCIDAS
MCL1,Mcl1,MCL1
MCM10,Mcm10,MCM10
MCM2,Mcm2,MCM2
MCM3,Mcm3,MCM3
MCM3AP,Mcm3ap,MCM3AP
MCM4,Mcm4,MCM4
MCM5,Mcm5,MCM5
MCM6,Mcm6,MCM6
MCM7,Mcm7,MCM7
MCM8,Mcm8,MCM8
MCM9,Mcm9,MCM9
MCMBP,Mcmbp,MCMBP
MCOLN1,Mcoln1,MCOLN1
MCOLN2,Mcoln2,MCOLN2
MCOLN3,Mcoln3,MCOLN3
MCPH1,Mcph1,MCPH1
MCRIP1,Mcrip1,MCRIP1
MCRIP2,Mcrip2,MCRIP2
MCRS1,Mcrs1,MCRS1
MCTP1,Mctp1,MCTP1
MCTP2,Mctp2,MCTP2
MCTS1,Mcts1,MCTS1
MCU,Mcu,MCU
MCUB,Mcub,MCUB
MCUR1,Mcur1,MCUR1
MDC1,Mdc1,MDC1
MDFI,Mdfi,MDFI
MDFIC,Mdfic,MDFIC
MDFIC2,Mdfic2,MDFIC2
MDGA1,Mdga1,MDGA1
MDGA2,Mdga2,MDGA2
MDH1,Mdh1,MDH1
MDH1B,Mdh1b,MDH1B
MDH2,Mdh2,MDH2
MDK,Mdk,MDK
MDM1,Mdm1,MDM1
MDM2,Mdm2,MDM2
MDM4,Mdm4,MDM4
MDN1,Mdn1,MDN1
MDP1,Mdp1,MDP1
ME1,Me1,ME1
ME2,Me2,ME2
ME3,Me3,ME3
MEA1,Mea1,MEA1
MEAF6,Meaf6,MEAF6
MEAK7,Meak7,MEAK7
MECOM,Mecom,MECOM
MECP2,Mecp2,MECP2
MECR,Mecr,MECR
MED1,Med1,MED1
MED10,Med10,MED10
MED11,Med11,MED11
MED12,Med12,MED12
MED12L,Med12l,MED12L
MED13,Med13,MED13
MED13L,Med13l,MED13L
MED14,Med14,MED14
MED15,Med15,MED15
MED16,Med16,MED16
MED17,Med17,MED17
MED18,Med18,MED18
MED19,Med19,MED19
MED20,Med20,MED20
MED21,Med21,MED21
MED22,Med22,MED22
MED23,Med23,MED23
MED24,Med24,MED24
MED25,Med25,MED25
MED26,Med26,MED26
MED27,Med27,MED27
MED28,Med28,MED28
MED30,Med30,MED30
MED31,Med31,MED31
MED4,Med4,MED4
MED6,Med6,MED6
MED7,Med7,MED7
MED8,Med8,MED8
MED9,Med9,MED9
MEDAG,Medag,MEDAG
MEF2A,Mef2a,MEF2A
MEF2B,Mef2b,MEF2B
MEF2C,Mef2c,MEF2C
MEF2D,Mef2d,MEF2D
MEGF10,Megf10,MEGF10
MEGF11,Megf11,MEGF11
MEGF6,Megf6,MEGF6
MEGF9,Megf9,MEGF9
MEI1,Mei1,MEI1
MEI4,Mei4,MEI4
MEIG1,Meig1,MEIG1
MEIKIN,Meikin,MEIKIN
MEIOB,Meiob,MEIOB
MEIOC,Meioc,MEIOC
MEIOSIN,Meiosin,MEIOSIN
MEIS1,Meis1,MEIS1
MEIS2,Meis2,MEIS2
MEIS3,Meis3,MEIS3
MELK,Melk,MELK
MELTF,Meltf,MELTF
MEMO1,Memo1,MEMO1
MEN1,Men1,MEN1
MEOX1,Meox1,MEOX1
MEOX2,Meox2,MEOX2
MEP1B,Mep1b,MEP1B
MEPCE,Mepce,MEPCE
MEPE,Mepe,MEPE
MERTK,Mertk,MERTK
MESD,Mesd,MESD
MESP1,Mesp1,MESP1
MESP2,Mesp2,MESP2
MEST,Mest,MEST
MET,Met,MET
METAP1,Metap1,METAP1
METAP1D,Metap1d,METAP1D
METAP2,Metap2,METAP2
METRN,Metrn,METRN
METRNL,Metrnl,METRNL
METTL1,Mettl1,METTL1
METTL13,Mettl13,METTL13
METTL14,Mettl14,METTL14
METTL15,Mettl15,METTL15
METTL16,Mettl16,METTL16
METTL17,Mettl17,METTL17
METTL18,Mettl18,METTL18
METTL21A,Mettl21a,METTL21A
METTL21C,Mettl21c,METTL21C
METTL21EP,Mettl21e,METTL21EP
METTL22,Mettl22,METTL22
METTL23,Mettl23,METTL23
METTL24,Mettl24,METTL24
METTL25,Mettl25,METTL25
METTL25B,Mettl25b,METTL25B
METTL26,Mettl26,METTL26
METTL27,Mettl27,METTL27
METTL3,Mettl3,METTL3
METTL4,Mettl4,METTL4
METTL5,Mettl5,METTL5
METTL6,Mettl6,METTL6
METTL8,Mettl8,METTL8
METTL9,Mettl9,METTL9
MEX3A,Mex3a,MEX3A
MEX3B,Mex3b,MEX3B
MEX3C,Mex3c,MEX3C
MEX3D,Mex3d,MEX3D
