microcebus gene name,human gene name
CFAP300,CFAP300
TRIM55,TRIM55
CHRNG,CHRNG
TNNT3,TNNT3
RTN4R,RTN4R
CALHM3,CALHM3
MIR598,MIR598
BTBD19,BTBD19
EXOSC10,EXOSC10
IAH1,IAH1
ZNF564,ZNF564
KAZALD1,KAZALD1
ZNF768,ZNF768
TAT,TAT
FTO,FTO
AAGAB,AAGAB
XPA,XPA
NGLY1,NGLY1
SUGCT,SUGCT
ICA1,ICA1
ATP1A3,ATP1A3
SNORC,SNORC
BOLL,BOLL
ATP2A3,ATP2A3
CNTF,CNTF
ARHGAP26,ARHGAP26
SON,SON
DUSP2,DUSP2
KPNB1,KPNB1
AKR1D1,AKR1D1
ICAM5,ICAM5
LUM,LUM
SNORD14A,SNORD14A
USE1,USE1
RAI1,RAI1
ASPDH,ASPDH
ST7L,ST7L
TTYH3,TTYH3
C8orf82,C8orf82
MTMR6,MTMR6
ASPHD2,ASPHD2
MIR183,MIR183
METTL1,METTL1
LRRC40,LRRC40
GBA2,GBA2
TYMS,TYMS
SLC39A9,SLC39A9
NADK,NADK
NSUN6,NSUN6
MIR146B,MIR146B
TMCO6,TMCO6
CDCA7,CDCA7
CNOT10,CNOT10
MIR767,MIR767
CMIP,CMIP
SNORD113-3,SNORD113-3
DNAJB2,DNAJB2
RNU6-202P,RNU6-202P
SCGN,SCGN
SLC38A3,SLC38A3
CENPM,CENPM
DTD2,DTD2
LACTB2,LACTB2
PPP1R1B,PPP1R1B
MIR150,MIR150
KIF26B,KIF26B
GPSM1,GPSM1
AGBL5,AGBL5
RBP4,RBP4
ANAPC2,ANAPC2
KIF9,KIF9
SFSWAP,SFSWAP
MINDY2,MINDY2
FHIP1A,FHIP1A
LRRC39,LRRC39
FJX1,FJX1
DEGS2,DEGS2
MIER1,MIER1
KIT,KIT
PEF1,PEF1
STK36,STK36
COL22A1,COL22A1
NFIB,NFIB
ATM,ATM
CAVIN4,CAVIN4
DNAJC22,DNAJC22
SEMA6C,SEMA6C
POGLUT3,POGLUT3
PDE12,PDE12
ANKRD22,ANKRD22
ADCYAP1R1,ADCYAP1R1
LMOD2,LMOD2
HK1,HK1
NDUFB9,NDUFB9
OSTM1,OSTM1
DPH2,DPH2
WLS,WLS
ZFPL1,ZFPL1
RIC8A,RIC8A
SNORD36C,SNORD36C
VAPA,VAPA
MRRF,MRRF
HCRT,HCRT
SLC25A44,SLC25A44
MCM8,MCM8
PRELP,PRELP
FRMD7,FRMD7
TMBIM4,TMBIM4
SAMD13,SAMD13
TMEM204,TMEM204
EEF1AKMT3,EEF1AKMT3
KIF15,KIF15
ZNF699,ZNF699
MFNG,MFNG
CDK16,CDK16
ZNF622,ZNF622
MIR154,MIR154
PCLO,PCLO
TTC27,TTC27
CPNE7,CPNE7
MTHFD2L,MTHFD2L
RNF6,RNF6
DDX18,DDX18
MFN1,MFN1
ALKBH4,ALKBH4
KNTC1,KNTC1
PARD6B,PARD6B
KLHL38,KLHL38
SDHAF2,SDHAF2
C2orf68,C2orf68
PIWIL2,PIWIL2
EGFR,EGFR
HPS3,HPS3
SLC25A3,SLC25A3
MYO1A,MYO1A
MYO9A,MYO9A
RAD9A,RAD9A
GPR161,GPR161
RBAK,RBAK
PRSS56,PRSS56
MPPED1,MPPED1
DNAH2,DNAH2
TMED8,TMED8
GFAP,GFAP
VHL,VHL
TMEM268,TMEM268
HPS5,HPS5
FER1L6,FER1L6
MRPS10,MRPS10
ATPAF1,ATPAF1
YEATS2,YEATS2
FLT3,FLT3
DNAH17,DNAH17
MAP3K14,MAP3K14
CCDC85A,CCDC85A
SMPD3,SMPD3
B4GALT2,B4GALT2
MIR98,MIR98
MIR19B2,MIR19B2
SNORA12,SNORA12
MAPK8IP2,MAPK8IP2
TRAK2,TRAK2
SMIM17,SMIM17
LGR5,LGR5
VWA5B2,VWA5B2
USF3,USF3
LARP7,LARP7
B4GALNT1,B4GALNT1
CPXM2,CPXM2
COX16,COX16
CXADR,CXADR
DQX1,DQX1
LYSMD3,LYSMD3
RAB26,RAB26
NFATC4,NFATC4
SLC38A2,SLC38A2
PLEKHM2,PLEKHM2
RASSF5,RASSF5
SERPINC1,SERPINC1
PRDM1,PRDM1
PRPF6,PRPF6
FAM169A,FAM169A
GAB1,GAB1
TCEA3,TCEA3
INSM1,INSM1
VTCN1,VTCN1
EXOSC5,EXOSC5
COASY,COASY
NSD1,NSD1
LRP2BP,LRP2BP
DLAT,DLAT
RNF169,RNF169
RACGAP1,RACGAP1
GALNT14,GALNT14
OPN1LW,OPN1MW2
ASB14,ASB14
LRP5,LRP5
HIVEP3,HIVEP3
P2RX1,P2RX1
OLFM2,OLFM2
MAP2K7,MAP2K7
PEAK1,PEAK1
CDK3,CDK3
GPHA2,GPHA2
SGCA,SGCA
CEP41,CEP41
CARD11,CARD11
RCC1L,RCC1L
PHACTR2,PHACTR2
ITGB8,ITGB8
CHST3,CHST3
PSTPIP1,PSTPIP1
PTPRQ,PTPRQ
TRMT10B,TRMT10B
SCRN3,SCRN3
ATF4,ATF4
AMDHD1,AMDHD1
HLTF,HLTF
SCARNA18,SCARNA18
CPT1B,CPT1B
PRKAA1,PRKAA1
IFT88,IFT88
WDHD1,WDHD1
MST1,MST1
ZNF366,ZNF366
TSPAN4,TSPAN4
ALAD,ALAD
NOL7,NOL7
PLPBP,PLPBP
TPCN1,TPCN1
SLC35B3,SLC35B3
SPATA2,SPATA2
GMPPA,GMPPA
GPR68,GPR68
UBXN2B,UBXN2B
CYB5D1,CYB5D1
SNORD41,SNORD41
PROK1,PROK1
RPL26L1,RPL26L1
MTMR4,MTMR4
MAT2A,MAT2A
MRS2,MRS2
TMEM237,TMEM237
SEC13,SEC13
C1D,C1D
RELL2,RELL2
NKRF,NKRF
GUCA1A,GUCA1A
TERF2,TERF2
RNF217,RNF217
MRPS14,MRPS14
OTOR,OTOR
ABI3,ABI3
TNFAIP3,TNFAIP3
MACF1,MACF1
CEACAM16,CEACAM16
BBS2,BBS2
OS9,OS9
RIOX2,RIOX2
PDE6D,PDE6D
PPP1R3F,PPP1R3F
PTGS2,PTGS2
BACH1,BACH1
TDRD9,TDRD9
HDAC4,HDAC4
WDSUB1,WDSUB1
LRSAM1,LRSAM1
BLZF1,BLZF1
RWDD3,RWDD3
SLC6A20,SLC6A20
RNF25,RNF25
TBC1D22A,TBC1D22A
FAM98B,FAM98B
KRT73,KRT73
BPHL,BPHL
ATP5MJ,ATP5MJ
SUOX,SUOX
MARCHF1,MARCHF1
LRRC2,LRRC2
SDR9C7,SDR9C7
ODF2,ODF2
RIPOR2,RIPOR2
LTV1,LTV1
FBXO17,FBXO17
MSANTD2,MSANTD2
PYGL,PYGL
SKAP2,SKAP2
DUSP9,DUSP9
PGGT1B,PGGT1B
SCAND3,SCAND3
PCGF6,PCGF6
SUCLA2,SUCLA2
SELENOH,SELENOH
RUFY3,RUFY3
NBEAL2,NBEAL2
SLC26A7,SLC26A7
MOCS1,MOCS1
NPTXR,NPTXR
LRTM2,LRTM2
AFF2,AFF2
ATP13A4,ATP13A4
PROKR1,PROKR1
GRSF1,GRSF1
GYS2,GYS2
TMEM74B,TMEM74B
ZNF593OS,ZNF593OS
FAM163A,FAM163A
CROT,CROT
SH3RF3,SH3RF3
HAX1,HAX1
TRAPPC2,TRAPPC2
MEOX1,MEOX1
H2BC1,H2BC1
PKN3,PKN3
ASXL2,ASXL2
NYX,NYX
RGS18,RGS18
HSD3B7,HSD3B7
BCAR1,BCAR1
KREMEN2,KREMEN2
GNPAT,GNPAT
BEX3,BEX3
SLC34A1,SLC34A1
STOM,STOM
ZNFX1,ZNFX1
CCKAR,CCKAR
GPC1,GPC1
RNF43,RNF43
ZSCAN29,ZSCAN29
AMELX,AMELX
FLVCR2,FLVCR2
CCDC18,CCDC18
EGR2,EGR2
RIC3,RIC3
RAX2,RAX2
PTH,PTH
C5orf63,C5orf63
CD151,CD151
INPP5B,INPP5B
PCM1,PCM1
KLHL15,KLHL15
MYL7,MYL7
UNC5CL,UNC5CL
RBPJL,RBPJL
MATCAP1,MATCAP1
ATXN7L1,ATXN7L1
PPP1R13L,PPP1R13L
VASP,VASP
FAM118A,FAM118A
PLCB2,PLCB2
SLC25A10,SLC25A10
CSNK1G1,CSNK1G1
S100A2,S100A2
CEP290,CEP290
WDR31,WDR31
SNORD113-8,SNORD113-8
SNORD24,SNORD24
DNAH11,DNAH11
TPI1,TPI1
ABCA4,ABCA4
WFS1,WFS1
TP53BP1,TP53BP1
MFF,MFF
AIG1,AIG1
ELF4,ELF4
SNORD22,SNORD22
HYAL4,HYAL4
MMS22L,MMS22L
PTPRS,PTPRS
SBK3,SBK3
EPHB2,EPHB2
PELI2,PELI2
SNORA73,SNORA73A
P2RX7,P2RX7
SNORA23,SNORA23
BRF2,BRF2
WFIKKN1,WFIKKN1
JMJD8,JMJD8
SDK2,SDK2
VPS13A,VPS13A
PPM1A,PPM1A
DLX4,DLX4
MPHOSPH6,MPHOSPH6
FAM229B,FAM229B
ZBTB1,ZBTB1
PSMC3IP,PSMC3IP
BCHE,BCHE
SASH1,SASH1
TMPRSS6,TMPRSS6
LOX,LOX
THAP6,THAP6
RPA1,RPA1
CYB5B,CYB5B
AK1,AK1
TNC,TNC
INPP1,INPP1
MT-CO1,MT-CO1
BRS3,BRS3
ZNF286A,ZNF286A
COL16A1,COL16A1
MAGED2,MAGED2
SLC22A7,SLC22A7
ANGPTL6,ANGPTL6
PKP2,PKP2
COMTD1,COMTD1
ASB10,ASB10
CDC6,CDC6
CLEC11A,CLEC11A
AKAP6,AKAP6
INPP5D,INPP5D
PDE6C,PDE6C
FBXO4,FBXO4
ZNF624,ZNF624
PRMT1,PRMT1
RGS8,RGS8
GEMIN5,GEMIN5
PLLP,PLLP
SNORD12B,SNORD12B
ZCCHC14,ZCCHC14
HSPG2,HSPG2
XIAP,XIAP
CMSS1,CMSS1
TMEM106C,TMEM106C
EFNB1,EFNB1
HOXD10,HOXD10
MIR653,MIR653
CDC25B,CDC25B
TFEB,TFEB
HSD17B8,HSD17B8
ATG2A,ATG2A
FCSK,FCSK
MTO1,MTO1
FKBP2,FKBP2
ZNF573,ZNF573
DMPK,DMPK
ELK4,ELK4
ABCG1,ABCG1
CMC4,CMC4
MCHR2,MCHR2
VIL1,VIL1
BOC,BOC
GPBP1L1,GPBP1L1
PLCH1,PLCH1
RBMXL1,RBMXL1
CILP,CILP
POLG,POLG
LRRC4,LRRC4
TP53INP2,TP53INP2
CA3,CA3
TBL2,TBL2
NIBAN2,NIBAN2
ARID3C,ARID3C
GOT1,GOT1
SCARF2,SCARF2
PRXL2C,PRXL2C
TMEM256,TMEM256
SPARC,SPARC
SLC15A2,SLC15A2
ADAD1,ADAD1
FECH,FECH
ACKR4,ACKR4
PIP5KL1,PIP5KL1
AATF,AATF
FAIM2,FAIM2
ZNF507,ZNF507
ACBD6,ACBD6
KIF19,KIF19
FGR,FGR
SLC25A45,SLC25A45
FARP1,FARP1
PRC1,PRC1
ABCC4,ABCC4
ADGRA2,ADGRA2
SLC25A40,SLC25A40
MIR412,MIR412
RPL18A,RPL18A
ZFP69,ZFP69
PLPPR2,PLPPR2
LHX3,LHX3
EGFLAM,EGFLAM
SLC45A1,SLC45A1
PEX1,PEX1
C17orf67,C17orf67
SH3GLB1,SH3GLB1
SGMS2,SGMS2
IARS2,IARS2
ZNF582,ZNF582
DNAH6,DNAH6
TMX3,TMX3
DECR2,DECR2
CLIC3,CLIC3
PPP3CC,PPP3CC
RGS16,RGS16
SLC35D2,SLC35D2
CLPB,CLPB
CRYM,CRYM
MATN2,MATN2
CXorf38,CXorf38
POGK,POGK
NLRX1,NLRX1
ADAP2,ADAP2
NBL1,NBL1
ZNF84,ZNF84
CBFB,CBFB
ACMSD,ACMSD
MRPL53,MRPL53
TBX19,TBX19
MATN4,MATN4
NR1H4,NR1H4
RPGRIP1L,RPGRIP1L
NHLRC3,NHLRC3
ATOX1,ATOX1
TENT5A,TENT5A
OSGEPL1,OSGEPL1
PIK3R5,PIK3R5
CRLS1,CRLS1
OCIAD1,OCIAD1
TXNDC17,TXNDC17
ATP23,ATP23
PFAS,PFAS
DHRS1,DHRS1
SNORA11G,SNORA11G
STIM2,STIM2
SEC23IP,SEC23IP
TM4SF18,TM4SF18
CYB5A,CYB5A
RXFP2,RXFP2
TFEC,TFEC
NOL12,NOL12
GPI,GPI
PDXDC1,PDXDC1
NEURL2,NEURL2
SAFB2,SAFB2
AKR1A1,AKR1A1
MMP24,MMP24
GANC,GANC
DHTKD1,DHTKD1
CKAP4,CKAP4
ARAP2,ARAP2
PSMD14,PSMD14
ALDH3B1,ALDH3B1
DNM3,DNM3
SLC22A5,SLC22A5
CAMKMT,CAMKMT
ITPK1,ITPK1
SRR,SRR
RIOK3,RIOK3
KRT82,KRT82
AGMAT,AGMAT
DNPEP,DNPEP
NVL,NVL
SLF2,SLF2
TAF3,TAF3
PRKCG,PRKCG
TAF11,TAF11
ASB11,ASB11
ACP7,ACP7
SOD2,SOD2
KSR2,KSR2
CHCHD3,CHCHD3
ZBTB46,ZBTB46
TOMT,TOMT
ZNF512B,ZNF512B
TMT1A,TMT1A
FAM229A,FAM229A
CCDC90B,CCDC90B
EEF1AKMT4,EEF1AKMT4
KCNK4,KCNK4
TPRG1,TPRG1
OR6C75,OR6C75
FABP3,FABP3
SEC14L5,SEC14L5
IPO4,IPO4
ZFP64,ZFP64
MRE11,MRE11
DDB2,DDB2
KDM2B,KDM2B
PPFIBP1,PPFIBP1
FN1,FN1
GLYATL3,GLYATL3
GDF7,GDF7
MARK3,MARK3
SIRT5,SIRT5
IL36RN,IL36RN
SUPV3L1,SUPV3L1
AAR2,AAR2
MEF2A,MEF2A
PADI3,PADI3
GGCX,GGCX
CCDC97,CCDC97
CFAP126,CFAP126
GBA1,GBA1
RAD51C,RAD51C
WBP4,WBP4
SPATA16,SPATA16
GPR107,GPR107
SLK,SLK
BSN,BSN
SPATA2L,SPATA2L
GSTP1,GSTP1
FKBP7,FKBP7
DUSP14,DUSP14
PLCD1,PLCD1
UBFD1,UBFD1
NBR1,NBR1
MTMR3,MTMR3
NFX1,NFX1
C1QBP,C1QBP
NPAS1,NPAS1
FAM221A,FAM221A
FGFRL1,FGFRL1
RANBP2,RANBP2
C8orf76,C8orf76
ESRRA,ESRRA
ZNF10,ZNF10
CEP19,CEP19
RPP30,RPP30
CCDC91,CCDC91
PLEKHB2,PLEKHB2
KCNN1,KCNN1
SCMH1,SCMH1
PRR3,PRR3
MTHFD1L,MTHFD1L
MACROD1,MACROD1
SNAPC1,SNAPC1
OTULIN,OTULIN
QNG1,QNG1
PSMG2,PSMG2
TNP1,TNP1
CAMK4,CAMK4
MBOAT1,MBOAT1
SNORA18,SNORA18
TMEM169,TMEM169
GPATCH11,GPATCH11
TMEM107,TMEM107
ZBTB48,ZBTB48
ZC3H14,ZC3H14
CDH8,CDH8
LOXL2,LOXL2
ZNF585A,ZNF585A
SMIM10L3,SMIM10L3
ITPRIPL1,ITPRIPL1
KMT2C,KMT2C
TOPBP1,TOPBP1
RXRA,RXRA
ACVRL1,ACVRL1
LIPM,LIPM
PDE5A,PDE5A
PABPC4,PABPC4
IGDCC3,IGDCC3
CDC123,CDC123
PSMB9,PSMB9
ZNF527,ZNF527
RET,RET
SENP6,SENP6
NQO1,NQO1
SLC7A6,SLC7A6
SLC17A5,SLC17A5
TLL1,TLL1
MEIOB,MEIOB
JOSD2,JOSD2
CIDEB,CIDEB
KCNN4,KCNN4
SHC4,SHC4
TCEANC2,TCEANC2
MKRN2,MKRN2
ACSM4,ACSM4
ZYG11A,ZYG11A
QRSL1,QRSL1
EIF4G3,EIF4G3
C1orf146,C1orf146
SLC35E4,SLC35E4
CORO2A,CORO2A
ITGA2,ITGA2
FBH1,FBH1
BSCL2,BSCL2
SLC46A1,SLC46A1
N4BP1,N4BP1
HNF4A,HNF4A
SNAP29,SNAP29
DNAJC16,DNAJC16
LACTBL1,LACTBL1
SIGMAR1,SIGMAR1
SDK1,SDK1
WDR19,WDR19
HTRA2,HTRA2
TPD52L2,TPD52L2
LDHB,LDHB
NDUFAF7,NDUFAF7
PTHLH,PTHLH
S100A16,S100A16
ZNF260,ZNF260
GSTCD,GSTCD
VCF1,VCF1
CAMK2B,CAMK2B
NMBR,NMBR
KRT12,KRT12
PRRT4,PRRT4
HDAC7,HDAC7
MAPK9,MAPK9
ZNF599,ZNF599
KCNK16,KCNK16
ADH7,ADH7
CYTIP,CYTIP
EPB41L5,EPB41L5
ATXN1,ATXN1
CROCC,CROCC
ARHGAP18,ARHGAP18
ZNF174,ZNF174
SLC25A18,SLC25A18
KRT36,KRT36
SSC4D,SSC4D
COQ7,COQ7
PRKX,PRKX
KIAA1586,KIAA1586
ATG9B,ATG9B
KCNH6,KCNH6
SLC2A8,SLC2A8
CXCL14,CXCL14
TTC39B,TTC39B
OLFML3,OLFML3
ACP5,ACP5
MRPL33,MRPL33
MRPS17,MRPS17
TOGARAM1,TOGARAM1
SLC35A5,SLC35A5
XK,XK
JADE3,JADE3
MICU3,MICU3
SLC39A3,SLC39A3
OR10A3,OR10A3
CC2D2A,CC2D2A
TMEM63A,TMEM63A
SLC16A13,SLC16A13
GLO1,GLO1
BAIAP2,BAIAP2
TIMELESS,TIMELESS
RFT1,RFT1
MYH14,MYH14
MAN2C1,MAN2C1
RBM7,RBM7
HSD11B1L,HSD11B1L
BMPR1B,BMPR1B
ANO8,ANO8
CLPX,CLPX
CHST9,CHST9
CAV2,CAV2
AGPAT4,AGPAT4
DPF3,DPF3
OXCT1,OXCT1
HEPH,HEPH
FADS2,FADS2
ASPA,ASPA
TEX264,TEX264
SPDYA,SPDYA
CFAP57,CFAP57
AFG1L,AFG1L
VIPAS39,VIPAS39
TMEM87B,TMEM87B
CAV3,CAV3
KANSL1L,KANSL1L
RPS6KA2,RPS6KA2
SH3PXD2B,SH3PXD2B
GMNC,GMNC
ZSCAN21,ZSCAN21
ZNF234,ZNF234
HARS2,HARS2
F13A1,F13A1
ABCB1,ABCB1
TSHR,TSHR
INTU,INTU
EVA1C,EVA1C
HEATR6,HEATR6
MDP1,MDP1
KLHDC9,KLHDC9
OLFML2A,OLFML2A
ITPRID2,ITPRID2
SLC30A4,SLC30A4
MDN1,MDN1
SNORA30,SNORA30
VOPP1,VOPP1
SNORD71,SNORD71
FSHB,FSHB
HAPLN4,HAPLN4
CCDC102A,CCDC102A
DEPDC1,DEPDC1
TM4SF1,TM4SF1
POT1,POT1
ABCB11,ABCB11
COQ10A,COQ10A
SPEN,SPEN
POU5F1,POU5F1
CD2AP,CD2AP
MAGED1,MAGED1
MAGI2,MAGI2
ZMAT4,ZMAT4
PLEKHA5,PLEKHA5
ADGRG6,ADGRG6
POFUT2,POFUT2
ZCCHC10,ZCCHC10
EIF2B4,EIF2B4
L2HGDH,L2HGDH
ERRFI1,ERRFI1
FGFR3,FGFR3
WDR46,WDR46
TET3,TET3
PRKAR1B,PRKAR1B
SLC35C1,SLC35C1
KLHL30,KLHL30
IYD,IYD
CTSE,CTSE
KY,KY
DAPL1,DAPL1
MED16,MED16
LSS,LSS
MTERF3,MTERF3
TMEM234,TMEM234
CCDC149,CCDC149
GLI3,GLI3
NUMA1,NUMA1
ITFG1,ITFG1
BCAN,BCAN
TSPAN14,TSPAN14
LUZP1,LUZP1
HIP1R,HIP1R
EXTL2,EXTL2
PPP2R2C,PPP2R2C
GPX3,GPX3
FKBP6,FKBP6
TNFRSF12A,TNFRSF12A
TMPRSS3,TMPRSS3
KARS1,KARS1
AP1S2,AP1S2
MRPL11,MRPL11
SPPL2A,SPPL2A
KRTCAP2,KRTCAP2
PLXNB2,PLXNB2
CDH4,CDH4
PLEKHA4,PLEKHA4
WDPCP,WDPCP
DNAH9,DNAH9
AMPH,AMPH
RIMS2,RIMS2
ITGA3,ITGA3
HLF,HLF
TM2D1,TM2D1
ELP6,ELP6
SQLE,SQLE
CPNE6,CPNE6
CARF,CARF
EML1,EML1
FAM20A,FAM20A
NTS,NTS
CCN4,CCN4
ZFYVE26,ZFYVE26
SLC17A2,SLC17A2
NR1H3,NR1H3
FAM20C,FAM20C
RHEB,RHEB
APTX,APTX
MLXIPL,MLXIPL
MORC3,MORC3
RANBP9,RANBP9
SPTLC3,SPTLC3
CASP7,CASP7
DBN1,DBN1
RNFT1,RNFT1
CARMIL2,CARMIL2
COL19A1,COL19A1
KMT5C,KMT5C
LIG1,LIG1
SEMA3G,SEMA3G
TTLL5,TTLL5
NARS2,NARS2
KDM4B,KDM4B
CCDC80,CCDC80
TRAP1,TRAP1
GPN3,GPN3
NUDT5,NUDT5
RGS14,RGS14
BLVRA,BLVRA
EFS,EFS
ASB2,ASB2
CYP27B1,CYP27B1
A1CF,A1CF
RHOV,RHOV
HEYL,HEYL
DNAAF4,DNAAF4
CORO7,CORO7
ACSL1,ACSL1
CCSER2,CCSER2
FAM53B,FAM53B
YJU2,YJU2
HES5,HES5
HCCS,HCCS
LXN,LXN
SSBP1,SSBP1
ADAMTS3,ADAMTS3
ADAM19,ADAM19
PUF60,PUF60
TPK1,TPK1
VMAC,VMAC
NME3,NME3
PIGB,PIGB
GSTZ1,GSTZ1
GOLIM4,GOLIM4
MTRF1L,MTRF1L
XRCC1,XRCC1
PODN,PODN
TCP11L1,TCP11L1
RXYLT1,RXYLT1
DHRS7C,DHRS7C
NDUFA5,NDUFA5
AEBP1,AEBP1
RIDA,RIDA
ARMC5,ARMC5
TGM6,TGM6
LIPG,LIPG
VDR,VDR
SAG,SAG
BEST2,BEST2
KRT72,KRT72
BRD10,BRD10
PRRX2,PRRX2
LPXN,LPXN
ACO2,ACO2
RETSAT,RETSAT
OGFOD1,OGFOD1
PTPRB,PTPRB
ERP44,ERP44
PON2,PON2
CCT6B,CCT6B
MCFD2,MCFD2
KIAA0319L,KIAA0319L
RSF1,RSF1
REEP2,REEP2
PLA2G6,PLA2G6
MAP1LC3C,MAP1LC3C
PPP1R14A,PPP1R14A
POLR1H,POLR1H
ARSG,ARSG
NDUFS4,NDUFS4
CERS6,CERS6
SIL1,SIL1
YARS2,YARS2
LATS2,LATS2
CYP24A1,CYP24A1
MAP7D1,MAP7D1
ITGA8,ITGA8
SETD1B,SETD1B
TYR,TYR
PRKD1,PRKD1
CPA2,CPA2
IKZF1,IKZF1
UNC13D,UNC13D
GALNT9,GALNT9
IMPDH1,IMPDH1
FAAP24,FAAP24
MATN3,MATN3
SLC16A6,SLC16A6
GLYCTK,GLYCTK
PEAR1,PEAR1
SEPTIN8,SEPTIN8
ZSWIM8,ZSWIM8
ICE2,ICE2
ELOVL5,ELOVL5
MYLK2,MYLK2
CRBN,CRBN
AZIN2,AZIN2
ITGA6,ITGA6
SERPINF1,SERPINF1
HSDL2,HSDL2
ACAA2,ACAA2
CYP2F1,CYP2F1
CARS1,CARS1
TRIM59,TRIM59
NRDE2,NRDE2
AGFG2,AGFG2
KCNK6,KCNK6
JTB,JTB
RFC2,RFC2
MPP4,MPP4
COG3,COG3
PSMF1,PSMF1
NUBP2,NUBP2
PDE3B,PDE3B
TMEM17,TMEM17
FAM219B,FAM219B
SLC16A1,SLC16A1
TUB,TUB
CHRNA9,CHRNA9
BARX2,BARX2
BTBD2,BTBD2
ZNF793,ZNF793
NDUFAF6,NDUFAF6
BMS1,BMS1
TMEM50A,TMEM50A
RUSF1,RUSF1
SNX8,SNX8
ATRIP,ATRIP
PPIP5K1,PPIP5K1
POC1B,POC1B
EFHD1,EFHD1
SUMF1,SUMF1
ESYT2,ESYT2
GNAL,GNAL
RAB42,RAB42
DACT3,DACT3
B3GNT7,B3GNT7
ZNF382,ZNF382
RECQL,RECQL
PLCG2,PLCG2
AOX1,AOX1
CLEC3A,CLEC3A
GALM,GALM
PDZK1IP1,PDZK1IP1
LHCGR,LHCGR
NSDHL,NSDHL
ARHGEF26,ARHGEF26
HES6,HES6
CASKIN1,CASKIN1
ACAT2,ACAT2
NKX2-8,NKX2-8
TNRC18,TNRC18
PDE1A,PDE1A
DCDC2,DCDC2
NAPRT,NAPRT
GDE1,GDE1
FAAH,FAAH
EPN3,EPN3
COX6A1,COX6A1
APBB1,APBB1
AURKA,AURKA
MGST1,MGST1
OTUD5,OTUD5
BBS9,BBS9
ZNF76,ZNF76
OGG1,OGG1
MAP3K15,MAP3K15
SLC23A1,SLC23A1
BAZ2A,BAZ2A
RAP1GAP2,RAP1GAP2
SLC38A5,SLC38A5
ITGA4,ITGA4
PLPPR3,PLPPR3
POLD1,POLD1
BAIAP2L1,BAIAP2L1
PAQR5,PAQR5
KRT28,KRT28
SPMIP10,SPMIP10
BSPRY,BSPRY
SNORA71,SNORA71D
SNORA5A,SNORA5A
TBC1D31,TBC1D31
IRX1,IRX1
IRF1,IRF1
MSANTD1,MSANTD1
INSIG2,INSIG2
GPR149,GPR149
UQCRC2,UQCRC2
GPATCH3,GPATCH3
PDE8A,PDE8A
TLCD1,TLCD1
RWDD2B,RWDD2B
NRIP3,NRIP3
WSCD1,WSCD1
PBLD,PBLD
SNORD4A,SNORD4A
LETMD1,LETMD1
ALG14,ALG14
TAX1BP1,TAX1BP1
PFKL,PFKL
PSD3,PSD3
CTTNBP2,CTTNBP2
CDKL5,CDKL5
ARHGAP28,ARHGAP28
GRAMD1A,GRAMD1A
RSAD1,RSAD1
MMP20,MMP20
ZSWIM3,ZSWIM3
TRAF3IP2,TRAF3IP2
DKK1,DKK1
PDP1,PDP1
LBR,LBR
GAMT,GAMT
AXL,AXL
TUFM,TUFM
CCR9,CCR9
NUDT15,NUDT15
MIR128-1,MIR128-1
FMO5,FMO5
CFAP97D1,CFAP97D1
YJU2B,YJU2B
P2RY14,P2RY14
MVP,MVP
ADA,ADA
ACADL,ACADL
PHACTR4,PHACTR4
RDH13,RDH13
WNK3,WNK3
FBXW5,FBXW5
TTC1,TTC1
RAB32,RAB32
KLK9,KLK9
RTTN,RTTN
ATP11A,ATP11A
ECD,ECD
ANGPTL3,ANGPTL3
GBE1,GBE1
PTGER1,PTGER1
KRT4,KRT4
ZYX,ZYX
EPX,EPX
SCCPDH,SCCPDH
OLFML2B,OLFML2B
IRS2,IRS2
MICAL3,MICAL3
ELP1,ELP1
ME2,ME2
CUTA,CUTA
QPCTL,QPCTL
STK10,STK10
LTBP4,LTBP4
GPHN,GPHN
ESR2,ESR2
RSPO3,RSPO3
ADAMTSL3,ADAMTSL3
SYNGR2,SYNGR2
SNORD14D,SNORD14D
SELENOW,SELENOW
ZSCAN25,ZSCAN25
LAP3,LAP3
AP4M1,AP4M1
SNORD15A,SNORD15A
SLC14A2,SLC14A2
STK32A,STK32A
MYPOP,MYPOP
SHD,SHD
KRT16,KRT16
EXOC3L2,EXOC3L2
CARNMT1,CARNMT1
NFKBIL1,NFKBIL1
ADPRH,ADPRH
FAT1,FAT1
BTC,BTC
MTMR8,MTMR8
ANKRD55,ANKRD55
FLVCR1,FLVCR1
CHCHD2,CHCHD2
MAU2,MAU2
CCDC3,CCDC3
IL1F10,IL1F10
NINJ1,NINJ1
PTGES,PTGES
NSMCE4A,NSMCE4A
CDCA7L,CDCA7L
FABP1,FABP1
ARHGAP29,ARHGAP29
TANK,TANK
SCRN2,SCRN2
RN7SL471P,RN7SL471P
FAM8A1,FAM8A1
CLVS1,CLVS1
MFSD5,MFSD5
PROSER1,PROSER1
PDHX,PDHX
CCL5,CCL5
SYAP1,SYAP1
CPT2,CPT2
SLC16A12,SLC16A12
RALGDS,RALGDS
ZSWIM6,ZSWIM6
CCDC61,CCDC61
CLEC3B,CLEC3B
TINAGL1,TINAGL1
WNT9B,WNT9B
ZRSR2,ZRSR2
IRX4,IRX4
NME5,NME5
PRKCSH,PRKCSH
