mice gene name,pig gene name
Sec61b,SEC61B
Mfsd8,MFSD8
Pear1,PEAR1
Mall,MALL
Shisa8,SHISA8
Srbd1,SRBD1
Tmub2,TMUB2
Tpd52l1,TPD52L1
Sec14l2,SEC14L2
Or2k2,OR2K2
Lrrc39,LRRC39
Sec24b,SEC24B
Zbtb8a,ZBTB8A
Spire1,SPIRE1
Pdp2,PDP2
Cxcr3,CXCR3
Ltv1,LTV1
Acads,ACADS
Tm4sf4,TM4SF4
Pcdh1,PCDH1
Pcdhga4,PCDHGA4
Tbccd1,TBCCD1
Mpdz,MPDZ
Ttyh1,TTYH1
Abca3,ABCA3
Aida,AIDA
Ubp1,UBP1
Carmil2,CARMIL2
Smim10l3,SMIM10L3
Tgfbr2,TGFBR2
Rdh13,RDH13
Lgmn,LGMN
Myt1,MYT1
Ada,ADA
Pex2,PEX2
Lrsam1,LRSAM1
Tigd4,TIGD4
Tex12,TEX12
Msi1,MSI1
Terf2,TERF2
Tmcc3,TMCC3
Zfp366,ZNF366
Hk3,HK3
Lonrf1,LONRF1
Otub2,OTUB2
Camsap2,CAMSAP2
Nnt,NNT
Mgst3,MGST3
P2rx1,P2RX1
Nhlrc2,NHLRC2
Cox19,COX19
Rell2,RELL2
Vps35l,VPS35L
Gle1,GLE1
Traf2,TRAF2
Slc14a2,SLC14A2
Snord90,SNORD90
Gpatch2l,GPATCH2L
Kit,KIT
Fam83h,FAM83H
Alkbh3,ALKBH3
Cystm1,CYSTM1
Magi3,MAGI3
Vwa5b2,VWA5B2
Crmp1,CRMP1
Setd1b,SETD1B
Smoc2,SMOC2
Trmt1,TRMT1
Tapt1,TAPT1
Psma7,PSMA7
Ikbkg,IKBKG
Acap3,ACAP3
Atg2a,ATG2A
Nap1l4,NAP1L4
Epb41,EPB41
Large2,LARGE2
1810030O07Rik,CXorf38
Mrpl51,MRPL51
Arhgef11,ARHGEF11
Mmp28,MMP28
Myl6,MYL6
Gli3,GLI3
Sh2d5,SH2D5
Snip1,SNIP1
Sox4,SOX4
Rps10,RPS10
Dnajc1,DNAJC1
Lamtor1,LAMTOR1
Safb,SAFB
Trpt1,TRPT1
Cfap69,CFAP69
Slc27a1,SLC27A1
Cmas,CMAS
Trim55,TRIM55
Nr3c1,NR3C1
Clstn1,CLSTN1
Myo18a,MYO18A
Dll3,DLL3
Fra10ac1,FRA10AC1
Chl1,CHL1
Gprc5c,GPRC5C
Zfp830,ZNF830
Arhgap22,ARHGAP22
Plekha8,PLEKHA8
Caap1,CAAP1
Pgap2,PGAP2
Cox6a1,COX6A1
Zbtb47,ZBTB47
Dcp1a,DCP1A
Lsr,LSR
Mtr,MTR
Slc2a8,SLC2A8
Chchd3,CHCHD3
Dusp12,DUSP12
Pyroxd2,PYROXD2
Rskr,RSKR
Rgn,RGN
Zfp346,ZNF346
Slc25a11,SLC25A11
Veph1,VEPH1
Mrpl12,MRPL12
Tcp11l1,TCP11L1
Qpct,QPCT
Itga7,ITGA7
Kcnk13,KCNK13
Irf5,IRF5
Epm2aip1,EPM2AIP1
Rgs9bp,RGS9BP
Atpaf2,ATPAF2
Dcaf11,DCAF11
Carm1,CARM1
Or2h1,OLF42-1
Armc9,ARMC9
Arhgef38,ARHGEF38
Pdhx,PDHX
Ddx20,DDX20
Mrpl2,MRPL2
Tigd3,TIGD3
Styxl2,STYXL2
Ptgr1,PTGR1
Mir96,ssc-mir-96
Mir132,MIR132
Foxi1,FOXI1
Ablim2,ABLIM2
Galnt12,GALNT12
Ssu2,SSUH2
Hacl1,HACL1
Rnf10,RNF10
Mvb12a,MVB12A
Slc7a9,SLC7A9
Zbtb48,ZBTB48
Ripk2,RIPK2
Slc36a1,SLC36A1
Snorc,SNORC
Npas2,NPAS2
Ciapin1,CIAPIN1
Atm,ATM
Rpgrip1l,RPGRIP1L
Josd2,JOSD2
Asap3,ASAP3
Mylk,MYLK
Mpzl3,MPZL3
Arid3b,ARID3B
Usp8,USP8
Card19,CARD19
Ddrgk1,DDRGK1
Krt84,KRT84
Cspg4,CSPG4
Capn9,CAPN9
Rnf112,RNF112
Or10a4,OR10A4
Wdhd1,WDHD1
Slc25a25,SLC25A25
Tecrl,TECRL
Kcnab3,KCNAB3
Lrrc15,LRRC15
Tmem161a,TMEM161A
Hsd17b10,HSD17B10
Slc27a2,SLC27A2
Nnmt,NNMT
Fam219b,FAM219B
Cpn1,CPN1
Gemin4,GEMIN4
Mir133b,ssc-mir-133b
Galr2,GALR2
Ankrd6,ANKRD6
Suco,SUCO
Ppp1r9a,PPP1R9A
Atp10d,ATP10D
Wdr31,WDR31
Mybph,MYBPH
Mc3r,MC3R
Ttll12,TTLL12
Thg1l,THG1L
Zbtb24,ZBTB24
Umps,UMPS
Pgm3,PGM3
Aifm1,AIFM1
Fndc9,FNDC9
Gpr82,GPR82
Mdfic2,MDFIC2
Dkk1,DKK1
Ids,IDS
Npas1,NPAS1
Timm29,TIMM29
Mrpl11,MRPL11
Paqr6,PAQR6
Igdcc3,IGDCC3
Ktn1,KTN1
Lpgat1,LPGAT1
Slc1a5,SLC1A5
Taf3,TAF3
Dapk3,DAPK3
Krt73,KRT73
Ncln,NCLN
Igfbp2,IGFBP2
Slc39a9,SLC39A9
Mrpl16,MRPL16
Rnf222,RNF222
Slc9a4,SLC9A4
Rab8a,RAB8A
Cd9,CD9
Tekt3,TEKT3
Mfap3,MFAP3
Atp1a4,ATP1A4
Nbas,NBAS
Galk1,GALK1
Sumf2,SUMF2
Lrig1,LRIG1
Vgll4,VGLL4
Stard3,STARD3
Mre11a,MRE11
Tmem62,TMEM62
Ppp4r1,PPP4R1
Ncoa3,NCOA3
Nit1,NIT1
Cpa6,CPA6
Pacc1,PACC1
Kcnn2,KCNN2
Wdr53,WDR53
Gm30191,C1orf232
Cnppd1,CNPPD1
Rab19,RAB19
Galc,GALC
Duox2,DUOX2
Ppp1r13l,PPP1R13L
Ganc,GANC
Zc2hc1a,ZC2HC1A
Fars2,FARS2
Kmt2c,KMT2C
Sgf29,SGF29
D3Ertd751e,C4orf33
Idi1,IDI1
Krt28,KRT28
Lrch4,LRCH4
Gjb6,GJB6
Vasn,VASN
Cyb5a,CYB5A
Ankrd35,ANKRD35
Tmem120b,TMEM120B
Cyria,CYRIA
Mir708,ssc-mir-708
Kirrel2,KIRREL2
Rida,RIDA
Ccdc90b,CCDC90B
Nceh1,NCEH1
Eef1akmt4,EEF1AKMT4
Chrm5,CHRM5
Epg5,EPG5
Nrip1,NRIP1
Sik2,SIK2
Prmt8,PRMT8
Stx1a,STX1A
Tmem201,TMEM201
Trmt2a,TRMT2A
Prdx4,PRDX4
Cntrob,CNTROB
AI597479,C2orf49
Mpzl2,MPZL2
Lsg1,LSG1
Fam53b,FAM53B
Klc2,KLC2
Ms4a15,MS4A15
Suox,SUOX
Nono,NONO
Mul1,MUL1
Dpp4,DPP4
Kdm4b,KDM4B
Pth2r,PTH2R
Rabgap1l,RABGAP1L
Lamc2,LAMC2
Sez6l,SEZ6L
Tmem276,TMEM276
Qtrt2,QTRT2
Slc15a1,SLC15A1
Mas1,MAS1
Avpr2,AVPR2
Nsun5,NSUN5
Sdhaf2,SDHAF2
Ankrd34b,ANKRD34B
Dennd2a,DENND2A
Nedd1,NEDD1
Chek2,CHEK2
Lctl,LCTL
Tbrg1,TBRG1
Scarb2,SCARB2
Psmd9,PSMD9
Ffar2,FFAR2
Smcr8,SMCR8
Slf2,SLF2
Hdgfl3,HDGFL3
Macf1,MACF1
N4bp1,N4BP1
Atp10b,ATP10B
Scrn1,SCRN1
Abcc3,ABCC3
Cgrrf1,CGRRF1
Dis3l2,DIS3L2
Nadsyn1,NADSYN1
Slc46a1,SLC46A1
Kank2,KANK2
Tomm34,TOMM34
Arhgef39,ARHGEF39
Cd53,CD53
Glb1l,GLB1L
Itih3,ITIH3
Cth,CTH
Zfp397,ZNF397
Pde10a,PDE10A
Stam,STAM
Vps13a,VPS13A
Rfxank,RFXANK
Ppp1r3b,PPP1R3B
Or6s1,OR6S1
Edar,EDAR
Pdgfc,PDGFC
Uevld,UEVLD
Lgals12,LGALS12
Or9q2,OR9Q2
Cfdp1,CFDP1
Zfp512b,ZNF512B
Kmt5a,KMT5A
Plaat1,PLAAT1
Mlycd,MLYCD
Synpr,SYNPR
Sc5d,SC5D
Tti1,TTI1
Naglu,NAGLU
Camk1g,CAMK1G
Tamalin,TAMALIN
Manf,MANF
Nfkbid,NFKBID
Osgepl1,OSGEPL1
Ubtd2,UBTD2
Ccdc32,CCDC32
Mfng,MFNG
Gm25835,SNORD10
Atp23,ATP23
Zfp263,ZNF263
Cep112,CEP112
Cpa5,CPA5
Mir128-1,MIR128-1
Eif2b2,EIF2B2
Sertad1,SERTAD1
Ostf1,OSTF1
Ace,ACE
St3gal4,ST3GAL4
Fto,FTO
Ndufaf7,NDUFAF7
Tmprss11f,TMPRSS11F
Lig1,LIG1
Raly,RALY
Suv39h2,SUV39H2
Birc2,BIRC2
Gm23246,SNORD31
Tmem100,TMEM100
Usp16,USP16
Usp50,USP50
Dynlt2a2,DYNLT2
Epn3,EPN3
Cacng6,CACNG6
Otop3,OTOP3
Cops3,COPS3
Gpbar1,GPBAR1
Tcerg1l,TCERG1L
Pja2,PJA2
Rpp30,RPP30
Atp13a5,ATP13A5
Mrc1,MRC1
Usf3,USF3
Lep,LEP
Necab3,NECAB3
Sned1,SNED1
Tmco3,TMCO3
Arap2,ARAP2
Mypop,MYPOP
H6pd,H6PD
Paqr7,PAQR7
Slc25a48,SLC25A48
Dnaja3,DNAJA3
Kiss1r,KISS1R
Rab35,RAB35
Dmrt2,DMRT2
Serinc5,SERINC5
Ube2m,UBE2M
Klhl38,KLHL38
Top3a,TOP3A
Aspa,ASPA
Nhsl2,NHSL2
Dennd10,DENND10
Mfsd2b,MFSD2B
Nipal4,NIPAL4
Slc7a3,SLC7A3
Zfp583,ZNF583
Rab37,RAB37
Mt2,MT1A
Mdn1,MDN1
Cog8,COG8
Cdh15,CDH15
Or51q1,OR51Q1
Gramd1c,GRAMD1C
Rai14,RAI14
Lcat,LCAT
Cavin2,CAVIN2
Dbnl,DBNL
Ikbke,IKBKE
Zfyve26,ZFYVE26
Pdlim5,PDLIM5
1700017N19Rik,C12orf50
Cdc42se2,CDC42SE2
Heatr1,HEATR1
Vit,VIT
Fscn3,FSCN3
Ap5s1,AP5S1
Ppp1r13b,PPP1R13B
Gpatch3,GPATCH3
Adgra1,ADGRA1
Dnajc16,DNAJC16
Morn3,MORN3
Nup153,NUP153
Ccne1,CCNE1
Fam135a,FAM135A
Arhgef16,ARHGEF16
Tpbg,TPBG
Car14,CA14
Setd6,SETD6
Rbm47,RBM47
Cpb2,CPB2
Ndufs8,NDUFS8
Tshb,TSHB
Retreg1,RETREG1
Gmppb,GMPPB
Ogn,OGN
Tnnc2,TNNC2
Higd1c,HIGD1C
Eef1akmt2,EEF1AKMT2
Adam9,ADAM9
Ssbp1,SSBP1
Bdh1,BDH1
Gga3,GGA3
Setd2,SETD2
Zcchc9,ZCCHC9
Tmem239,TMEM239
Pld5,PLD5
Nhsl3,NHSL3
Mtrf1,MTRF1
Lysmd3,LYSMD3
Fzd6,FZD6
Marchf8,MARCHF8
Snora74a,SNORA74
Mif4gd,MIF4GD
Eml3,EML3
Tulp3,TULP3
Nsun3,NSUN3
Snora36b,SNORA36B
Tmc2,TMC2
Zfp644,ZNF644
Sema4d,SEMA4D
Sigirr,SIGIRR
Fkbp8,FKBP8
Snx18,SNX18
Ica1,ICA1
Exosc10,EXOSC10
Tax1bp3,TAX1BP3
Hsd17b4,HSD17B4
Glt1d1,GLT1D1
Slc22a6,SLC22A6
Igsf8,IGSF8
Aif1,AIF1
Ubr7,UBR7
Abhd4,ABHD4
Tram2,TRAM2
Rimklb,RIMKLB
Trim10,TRIM10
Dusp16,DUSP16
Snph,SNPH
Ccs,CCS
Zfp395,ZNF395
Pnpla7,PNPLA7
Ncoa7,NCOA7
Glod5,GLOD5
Magt1,MAGT1
Htra3,HTRA3
Srcin1,SRCIN1
Dop1b,DOP1B
Bola1,BOLA1
Baz2a,BAZ2A
Dync2i2,DYNC2I2
B4galt1,B4GALT1
Adora2b,ADORA2B
Mxi1,MXI1
Inpp5j,INPP5J
Irf1,IRF1
Phf19,PHF19
Recql,RECQL
Zscan25,ZSCAN25
Trip11,TRIP11
Castor1,CASTOR1
Mpo,MPO
Cox10,COX10
Plxdc1,PLXDC1
Antxr1,ANTXR1
Slc39a5,SLC39A5
Ghrl,GHRL
Uap1l1,UAP1L1
Wbp2,WBP2
Zhx3,ZHX3
Mob3b,MOB3B
Sqle,SQLE
Cpz,CPZ
Txk,TXK
Sil1,SIL1
P2ry6,P2RY6
Micu2,MICU2
Erg28,ERG28
Ptrh2,PTRH2
Mrpl18,MRPL18
Gpr107,GPR107
Fam13c,FAM13C
Fbln2,FBLN2
C030006K11Rik,C8orf82
Bdkrb2,BDKRB2
Zfp182,ZNF182
Tpt1,TPT1
Sel1l3,SEL1L3
Fbxl22,FBXL22
Zfp467,ZNF467
Emc2,EMC2
Lypd6b,LYPD6B
Mrpl30,MRPL30
Iars2,IARS2
Matn3,MATN3
Synpo2l,SYNPO2L
Syap1,SYAP1
Atoh7,ATOH7
Cdh1,CDH1
Mlc1,MLC1
Cables1,CABLES1
Cc2d1b,CC2D1B
She,SHE
Slc2a12,SLC2A12
Ppan,PPAN
Ttc39b,TTC39B
Hspb1,HSPB1
Adi1,ADI1
Cacna1s,CACNA1S
Klf9,KLF9
Eif4g3,EIF4G3
Slc17a9,SLC17A9
Eif2b4,EIF2B4
Stard8,STARD8
Rpp40,RPP40
Dbn1,DBN1
Atxn7,ATXN7
Upk1a,UPK1A
Stx11,STX11
Foxred2,FOXRED2
Tmem132b,TMEM132B
Arsk,ARSK
Rad51d,RAD51D
Krt7,KRT7
Clpb,CLPB
Pih1d1,PIH1D1
Soat2,SOAT2
Tfb1m,TFB1M
Sstr3,SSTR3
Thnsl2,THNSL2
Dmrtc2,DMRTC2
Gucy2c,GUCY2C
Tcirg1,TCIRG1
Rad23b,RAD23B
Mcf2l,MCF2L
Pgap3,PGAP3
Emilin3,EMILIN3
Hspa4l,HSPA4L
Adamts20,ADAMTS20
Bcap29,BCAP29
Steap4,STEAP4
Dsc1,DSC1
Sphk2,SPHK2
Npm3,NPM3
Plaat3,PLAAT3
Gjb3,GJB3
Ddx28,DDX28
Slc1a2,SLC1A2
Dnajc22,DNAJC22
Tcp11l2,TCP11L2
Mir151,MIR151A
Ipo4,IPO4
Mospd3,MOSPD3
Skap1,SKAP1
Slf1,SLF1
Krt18,KRT18
Snord35a,SNORD35A
Cdon,CDON
Tmem72,TMEM72
Nebl,NEBL
Alox12,ALOX12
Mcoln1,MCOLN1
Golga1,GOLGA1
Cox6a2,COX6A2
Gm24958,SNORD125
E2f8,E2F8
Fa2h,FA2H
Tmem222,TMEM222
Ulk4,ULK4
Sdr42e2,SDR42E2
Rrp7a,RRP7A
Agfg2,AGFG2
Aars2,AARS2
Pcdhb1,PCDHB1
Or51s1,OR51S1
Tmed7,TMED7
Tfr2,TFR2
Or2d2,OR2D2
Sec11a,SEC11A
Slc35a5,SLC35A5
Mbnl3,MBNL3
Hcar1,HCAR1
Trp53rka,TP53RK
Slc18b1,SLC18B1
Xbp1,XBP1
Tmem174,TMEM174
Ate1,ATE1
Cux2,CUX2
Nfkbie,NFKBIE
Me2,ME2
Baalc,BAALC
Aimp2,AIMP2
Chm,CHM
Crot,CROT
Best3,BEST3
Lrrc24,LRRC24
Mir15b,ssc-mir-15b
Edaradd,EDARADD
Rev1,REV1
Prss37,PRSS37
Pdgfrb,PDGFRB
Grsf1,GRSF1
Tcfl5,TCFL5
Sord,SORD
Mtx3,MTX3
Znrf2,ZNRF2
Poc1b,POC1B
Opa3,OPA3
Vsig2,VSIG2
Nid1,NID1
Taf4,TAF4
Arhgdig,ARHGDIG
Asb10,ASB10
Immp1l,IMMP1L
Sstr5,SSTR5
Traf1,TRAF1
Tigd5,TIGD5
Nelfb,NELFB
Fgd2,FGD2
Irak1bp1,IRAK1BP1
Nox1,NOX1
Rxylt1,RXYLT1
Gsto2,GSTO2
Prxl2c,PRXL2C
Dctn4,DCTN4
Lrrc71,LRRC71
Ccdc174,CCDC174
D8Ertd738e,C19orf53
Ccnf,CCNF
Rcc2,RCC2
Wdtc1,WDTC1
Ddc,DDC
Or4k2,OR4K2
Cox7b,COX7B
Bco1,BCO1
Slc38a11,SLC38A11
Ppl,PPL
Igfbp3,IGFBP3
Tst,TST
Stard5,STARD5
Sdr42e1,SDR42E1
Cenpl,CENPL
Lrrc9,LRRC9
Neu1,NEU1
Efhc1,EFHC1
Tor1b,TOR1B
Kazald1,KAZALD1
Cep290,CEP290
F13a1,F13A1
Mir204,ssc-mir-204
Agr2,AGR2
Cacna1h,CACNA1H
Htr3a,HTR3A
Dcn,DCN
Vegfd,VEGFD
Tmem143,TMEM143
Npy5r,NPY5R
Nphs1,NPHS1
Ncam1,NCAM1
Sh3bp1,SH3BP1
Cytip,CYTIP
Ehmt1,EHMT1
Ptgis,PTGIS
Cox8a,COX8A
Mroh2a,MROH2A
Cyba,CYBA
Dgkq,DGKQ
Eva1a,EVA1A
Mvd,MVD
Kcnip4,KCNIP4
Ccdc92,CCDC92
Kcng4,KCNG4
Golga5,GOLGA5
Clec3a,CLEC3A
Sh2b2,SH2B2
Cyb5d1,CYB5D1
Ctsh,CTSH
Parp3,PARP3
Trpv5,TRPV5
Deup1,DEUP1
Efna1,EFNA1
Map1a,MAP1A
Sun2,SUN2
Mtap,MTAP
Septin12,SEPTIN12
Camkmt,CAMKMT
Cc2d1a,CC2D1A
Zyx,ZYX
Etnk2,ETNK2
Dzip3,DZIP3
Lrrcc1,LRRCC1
Rnf217,RNF217
Cntf,CNTF
Slc5a9,SLC5A9
Abhd15,ABHD15
Pyroxd1,PYROXD1
Mocs3,MOCS3
Klhdc9,KLHDC9
Sbno2,SBNO2
Mrpl37,MRPL37
Arrb1,ARRB1
Plekha5,PLEKHA5
Chrac1,CHRAC1
Or52r1,OR52R1
Slc15a2,SLC15A2
Glipr2,GLIPR2
Cyp20a1,CYP20A1
Pim2,PIM2
Slc25a21,SLC25A21
Bltp3a,BLTP3A
Hars2,HARS2
Gemin5,GEMIN5
Spdef,SPDEF
Slc38a4,SLC38A4
Hras,HRAS
Tcea3,TCEA3
Slc25a38,SLC25A38
Mga,MGA
Rdh11,RDH11
Lrrc75b,LRRC75B
Irak4,IRAK4
Cdkn3,CDKN3
Scarna10,SCARNA10
Efemp2,EFEMP2
Slc35f3,SLC35F3
Ccn4,CCN4
Vwf,VWF
Ank2,ANK2
Prdm2,PRDM2
Psme1,PSME1
Hyls1,HYLS1
Adcy10,ADCY10
Slc44a4,SLC44A4
Nudt22,NUDT22
Ankrd12,ANKRD12
Epyc,EPYC
Twsg1,TWSG1
Ace2,ACE2
Kif12,KIF12
Txndc11,TXNDC11
Slain1,SLAIN1
Flvcr2,FLVCR2
Slc13a1,SLC13A1
Pdcd6,PDCD6
Irx4,IRX4
Lrrc47,LRRC47
Ppp1r42,PPP1R42
Epb41l5,EPB41L5
1700067K01Rik,C19orf67
Smpx,SMPX
Gas6,GAS6
Fsd2,FSD2
Qpctl,QPCTL
Trmt1l,TRMT1L
Arrdc2,ARRDC2
Mlxipl,MLXIPL
Carns1,CARNS1
Dcdc2a,DCDC2
Ctns,CTNS
Rab5b,RAB5B
Mroh2b,MROH2B
Nppa,NPPA
Mtif2,MTIF2
Tmem79,TMEM79
Aldh5a1,ALDH5A1
Hoxd1,HOXD1
Snord23,SNORD23
Capn15,CAPN15
Morc3,MORC3
Stradb,STRADB
Calhm5,CALHM5
Gcat,GCAT
Dhx37,DHX37
Avpr1b,AVPR1B
Gpr37,GPR37
Gm25129,SNORA71
Usb1,USB1
Armc6,ARMC6
Pex19,PEX19
Kcnip3,KCNIP3
Capzb,CAPZB
Kdm1b,KDM1B
Mybpc3,MYBPC3
Mus81,MUS81
Slc9a3,SLC9A3
Klf7,KLF7
Atf4,ATF4
Scgn,SCGN
R3hdm4,R3HDM4
Prkn,PRKN
Sec22c,SEC22C
Decr1,DECR1
Txnrd3,TXNRD3
Pcsk5,PCSK5
Abhd3,ABHD3
Htr2b,HTR2B
Rrh,RRH
1700088E04Rik,C22orf23
Mapk1,MAPK1
Wdr89,WDR89
Trp53bp1,TP53BP1
Ppox,PPOX
Cdh3,CDH3
Atp2b4,ATP2B4
Tpm4,TPM4
Tmem132d,TMEM132D
Rrp36,RRP36
Ranbp2,RANBP2
Mdm2,MDM2
Soat1,SOAT1
Arfip1,ARFIP1
Chst3,CHST3
Larp7,LARP7
Cfap57,CFAP57
Chodl,CHODL
Akr1d1,AKR1D1
Cmss1,CMSS1
Tmem238,TMEM238
Zswim1,ZSWIM1
Mri1,MRI1
Plppr2,PLPPR2
Adamts14,ADAMTS14
Ethe1,ETHE1
Lemd2,LEMD2
Nxnl1,NXNL1
Zfp292,ZNF292
Cep135,CEP135
Adamtsl3,ADAMTSL3
Elmod3,ELMOD3
Cntnap4,CNTNAP4
Klf12,KLF12
Mrpl49,MRPL49
Gabpb2,GABPB2
4930579G24Rik,C4orf46
Thumpd3,THUMPD3
Pla2g4b,PLA2G4B
Nr2c2ap,NR2C2AP
Bcan,BCAN
Slc14a1,SLC14A1
Gli2,GLI2
Zfp287,ZNF287
Arl6ip6,ARL6IP6
Hcls1,HCLS1
Acsbg1,ACSBG1
Gprc5d,GPRC5D
Vwa7,VWA7
Lrat,LRAT
Capn8,CAPN8
Tgfb1i1,TGFB1I1
Rassf9,RASSF9
Col19a1,COL19A1
Nxf1,NXF1
Spindoc,SPINDOC
Fpgs,FPGS
Ppp2r5c,PPP2R5C
Rnft1,RNFT1
Gkap1,GKAP1
Fat2,FAT2
Tdrd9,TDRD9
Nos2,NOS2
Rsad2,RSAD2
Slc5a6,SLC5A6
Ern2,ERN2
Ccdc182,CCDC182
Pink1,PINK1
Steap1,STEAP1
Itga2,ITGA2
Tnfaip8l1,TNFAIP8L1
Zwilch,ZWILCH
Tmem214,TMEM214
Desi1,DESI1
Cttn,CTTN
Cryba4,CRYBA4
Nudt14,NUDT14
Serinc2,SERINC2
Pcolce,PCOLCE
Sall2,SALL2
Htr4,HTR4
Noc4l,NOC4L
Ndufb4,NDUFB4
Fam193b,FAM193B
Ereg,EREG
Egfl8,EGFL8
Panx1,PANX1
Scnn1a,SCNN1A
Pigo,PIGO
Lrrc36,LRRC36
Flt1,FLT1
Smtn,SMTN
Hvcn1,HVCN1
Adgrg2,ADGRG2
Def8,DEF8
Nts,NTS
Dntt,DNTT
B4galnt4,B4GALNT4
Chaf1b,CHAF1B
Hsd3b7,HSD3B7
Slco1c1,SLCO1C1
Ngly1,NGLY1
Rgl3,RGL3
Akr1a1,AKR1A1
B3gntl1,B3GNTL1
Tmem59,TMEM59
Reep1,REEP1
Slc39a14,SLC39A14
Ier2,IER2
Mdm4,MDM4
Enoph1,ENOPH1
Minpp1,MINPP1
Cebpz,CEBPZ
Cabp5,CABP5
Ndufa6,NDUFA6
Gprc5b,GPRC5B
Olfml2a,OLFML2A
Eif2ak1,EIF2AK1
Twf2,TWF2
Sh3bp2,SH3BP2
Tspan11,TSPAN11
Epor,EPOR
Krt72,KRT72
Triml1,TRIML1
Phf13,PHF13
Hbs1l,HBS1L
Actr3,ACTR3
Acp7,ACP7
Dnaja4,DNAJA4
Pitpna,PITPNA
Ncapg,NCAPG
Txndc17,TXNDC17
Cspg5,CSPG5
Lamtor5,LAMTOR5
Mfsd10,MFSD10
Anks4b,ANKS4B
Mir142,MIR142
Srpk1,SRPK1
Sdccag8,SDCCAG8
Mpst,MPST
Luzp1,LUZP1
Tspoap1,TSPOAP1
Pmepa1,PMEPA1
Lipn,LIPN
Elp6,ELP6
Gpr62,GPR62
Icmt,ICMT
B4galnt3,B4GALNT3
Txndc5,TXNDC5
Tsr2,TSR2
Bri3bp,BRI3BP
Dnajc9,DNAJC9
Cacna2d4,CACNA2D4
Vezt,VEZT
Klhl34,KLHL34
Zfp354a,ZNF354A
Ptrh1,PTRH1
Mast2,MAST2
Krtcap2,KRTCAP2
Slc10a4,SLC10A4
Sall3,SALL3
Ermp1,ERMP1
Mrps18c,MRPS18C
Rad9a,RAD9A
Antxr2,ANTXR2
Sytl1,SYTL1
1700037C18Rik,C16orf90
Myl6b,MYL6B
Fgf4,FGF4
Diaph3,DIAPH3
Unc119,UNC119
Tatdn3,TATDN3
Lmod3,LMOD3
Arl13b,ARL13B
Mrfap1,MRFAP1
Card9,CARD9
Dapl1,DAPL1
Smdt1,SMDT1
Cideb,CIDEB
Khnyn,KHNYN
Bcl3,BCL3
Msh3,MSH3
Ucn,UCN
Cd164l2,CD164L2
Ren1,REN
Slc35e2,SLC35E2B
Prkacb,PRKACB
Scnn1b,SCNN1B
Mmp11,MMP11
Trim56,TRIM56
Ell,ELL
Adam12,ADAM12
Stx3,STX3
Kifc2,KIFC2
Lenep,LENEP
Slc4a11,SLC4A11
Rbsn,RBSN
Pola2,POLA2
Dusp18,DUSP18
Fbxo36,FBXO36
Wdr37,WDR37
Fgl1,FGL1
Bicdl2,BICDL2
Plpp5,PLPP5
1110002E22Rik,C4orf54
Mrps10,MRPS10
Paxip1,PAXIP1
Dbh,DBH
Vps37c,VPS37C
Kif27,KIF27
Vwa8,VWA8
Rdh8,RDH8
Adal,MAPDA
Fcrlb,FCRLB
Gjc2,GJC2
Atp5po,ATP5PO
Pex7,PEX7
Rpp21,RPP21
Slc28a2,SLC28A2
Tmem241,TMEM241
Rbfox3,RBFOX3
Rnaseh2b,RNASEH2B
Nup210,NUP210
F2,F2
Rab20,RAB20
Arhgap17,ARHGAP17
Orc3,ORC3
Tcf24,TCF24
Hsdl2,HSDL2
Dnajb2,DNAJB2
Lsm7,LSM7
Foxm1,FOXM1
Cfap70,CFAP70
Acp4,ACP4
Mphosph10,MPHOSPH10
Nfatc1,NFATC1
B4galt4,B4GALT4
Zfp286,ZNF286A
Rtn2,RTN2
Obi1,OBI1
Rnf207,RNF207
Lpxn,LPXN
Elf3,ELF3
Lactbl1,LACTBL1
Mecr,MECR
Cdx4,CDX4
Rmdn3,RMDN3
Lactb2,LACTB2
Celsr1,CELSR1
Cirbp,CIRBP
Ercc1,ERCC1
Dtwd2,DTWD2
Cep43,CEP43
Slc2a5,SLC2A5
Cyp27b1,CYP27B1
S100a3,S100A3
Sertad2,SERTAD2
Or1i2,OR1I1
Cpa1,CPA1
Wdr46,WDR46
Sae1,SAE1
Trpa1,TRPA1
Hsd11b2,HSD11B2
Arfgap3,ARFGAP3
Tmem262,TMEM262
B3glct,B3GLCT
Synj2,SYNJ2
Cnnm3,CNNM3
Gosr2,GOSR2
Sh3rf1,SH3RF1
Slc36a2,SLC36A2
Srsf11,SRSF11
Krt40,KRT40
Col27a1,COL27A1
Ifitm5,IFITM5
Mccc2,MCCC2
C2cd4d,C2CD4D
Zfand4,ZFAND4
Cwc15,CWC15
Stx12,STX12
Scg2,SCG2
Slc25a27,SLC25A27
Sla,SLA
Fads6,FADS6
Krt4,KRT4
Sdf2l1,SDF2L1
Pgr,PGR
Rimoc1,RIMOC1
Synrg,SYNRG
Wbp4,WBP4
Adgrg6,ADGRG6
Ccdc113,CFAP263
Ntsr2,NTSR2
Inpp5b,INPP5B
Pus1,PUS1
mt-Atp6,ATP6
Trpm4,TRPM4
Mrpl47,MRPL47
Pappa2,PAPPA2
Mrpl46,MRPL46
Gprc6a,GPRC6A
Scn10a,SCN10A
Rgs4,RGS4
Acsl1,ACSL1
Marchf11,MARCHF11
Trpm2,TRPM2
Foxd1,FOXD1
Rfc1,RFC1
Npffr2,NPFFR2
