chimpanzee gene name,gorilla gene name
GALNT15,GALNT15
OR56A4,OR56A4
ZMYND12,ZMYND12
RRS1,RRS1
ARMC2,ARMC2
METTL17,METTL17
RRP8,RRP8
SYPL2,SYPL2
HLA-DOB,HLA-DOB
LNX1,LNX1
SNORD88A,SNORD88A
MIR449A,MIR449A
PNMA2,PNMA2
ADPRS,ADPRS
GDF3,GDF3
KRT35,KRT35
MPHOSPH9,MPHOSPH9
SNORD88B,SNORD88B
C1orf87,C1orf87
HRK,HRK
GDF9,GDF9
KRT15,KRT15
ZNF160,ZNF160
ZSCAN25,ZSCAN25
ANO2,ANO2
LRRC9,LRRC9
KYAT3,KYAT3
WHRN,WHRN
RFXAP,RFXAP
COQ8B,COQ8B
CRAMP1,CRAMP1
DNAH10,DNAH10
FGG,FGG
ENPP4,ENPP4
GPR39,GPR39
GABRA6,GABRA6
EIF5B,EIF5B
LUC7L2,LUC7L2
POLR1A,POLR1A
TDP2,TDP2
TMEM47,TMEM47
CALML6,CALML6
DPH7,DPH7
KCNH6,KCNH6
ARV1,ARV1
GPR183,GPR183
RSAD2,RSAD2
ZNF329,ZNF329
SLC3A2,SLC3A2
DCAF4,DCAF4
SQOR,SQOR
SCGB1D1,SCGB1D1
MIR516B1,MIR516B-1
ZNF408,ZNF408
EPHX3,EPHX3
DDX28,DDX28
SNORD12,SNORD12
C3orf85,C3orf85
IL33,IL33
PTRH2,PTRH2
USH1C,USH1C
ZNF185,ZNF185
FAM118A,FAM118A
FOXO3,FOXO3
ZNF638,ZNF638
NOXRED1,NOXRED1
COL4A6,COL4A6
GPR50,GPR50
CELSR3,CELSR3
KRT32,KRT32
TGFBR3L,TGFBR3L
PPIE,PPIE
XPC,XPC
CCDC22,CCDC22
SLC9B2,SLC9B2
KLRD1,KLRD1
ZNF391,ZNF391
DYNLT5,DYNLT5
IL22,IL22
CPSF4L,CPSF4L
BSDC1,BSDC1
XYLB,XYLB
AFG2A,AFG2A
FRMD7,FRMD7
ZNF480,ZNF480
FRAS1,FRAS1
FDXACB1,FDXACB1
AFF3,AFF3
ELP2,ELP2
NID1,NID1
TSR3,TSR3
RWDD3,RWDD3
TLCD5,TLCD5
IAPP,IAPP
KLLN,KLLN
IBA57,IBA57
IFNGR2,IFNGR2
CD276,CD276
DDN,DDN
FXYD4,FXYD4
CRYGS,CRYGS
USP44,USP44
RNase_MRP,RNase_MRP
FBXO40,FBXO40
KLHL30,KLHL30
SPRTN,SPRTN
NEMP1,NEMP1
G6PC2,G6PC2
LGALS9,LGALS9
BBS12,BBS12
FASTKD2,FASTKD2
RASL12,RASL12
ALKBH6,ALKBH6
DCLRE1B,DCLRE1B
CHRM5,CHRM5
FMO1,FMO1
ZKSCAN7,ZKSCAN7
USP54,USP54
ARHGAP45,ARHGAP45
DPH1,DPH1
CHST9,CHST9
LOXL1,LOXL1
FGFR2,FGFR2
CD68,CD68
CFAP126,CFAP126
ZBTB40,ZBTB40
NUGGC,NUGGC
REL,REL
RSAD1,RSAD1
FBXO39,FBXO39
KCNU1,KCNU1
CSF1R,CSF1R
GOLGB1,GOLGB1
TACR2,TACR2
REC114,REC114
M1AP,M1AP
COQ4,COQ4
NKX6-3,NKX6-3
ESR2,ESR2
SETD5,SETD5
BAG3,BAG3
ZC3H7A,ZC3H7A
TSKU,TSKU
ZNF304,ZNF304
MIA2,MIA2
C2CD4D,C2CD4D
LPAR3,LPAR3
SGPP1,SGPP1
TLE7,TLE7
NDUFAF7,NDUFAF7
PNPLA6,PNPLA6
ACBD7,ACBD7
SCTR,SCTR
HEPN1,HEPN1
MIR193A,MIR193A
ZNF524,ZNF524
LTB4R,LTB4R
MIR944,MIR944
MIR30B,ggo-mir-30b
MIR548E,MIR548E
RAB11FIP5,RAB11FIP5
SBSPON,SBSPON
MPV17,MPV17
PRND,PRND
SON,SON
DENND4B,DENND4B
MEN1,MEN1
TTLL9,TTLL9
ARHGAP1,ARHGAP1
CSMD1,CSMD1
PLEKHG6,PLEKHG6
ACTMAP,ACTMAP
DYNC2LI1,DYNC2LI1
ZPBP,ZPBP
DTNBP1,DTNBP1
UBR2,UBR2
LAG3,LAG3
SGK1,SGK1
BTN1A1,BTN1A1
IL22RA2,IL22RA2
ZFP69,ZFP69
HLA-DMB,HLA-DMB
TSPYL1,TSPYL1
FAT3,FAT3
INTS3,INTS3
CHRNA1,CHRNA1
DGKA,DGKA
CORO2A,CORO2A
RAMP2,RAMP2
IL17RC,IL17RC
CDHR2,CDHR2
SPMIP6,SPMIP6
GLIS2,GLIS2
HARBI1,HARBI1
PTER,PTER
SYT17,SYT17
CSPP1,CSPP1
LTV1,LTV1
SPOCK3,SPOCK3
CNTNAP4,CNTNAP4
ZDBF2,ZDBF2
DRC3,DRC3
UGT3A2,UGT3A2
KDM4D,KDM4D
E4F1,E4F1
ZNF667,ZNF667
CD164L2,CD164L2
RTKN2,RTKN2
MIR521-1,MIR521
MUSTN1,MUSTN1
MIR548F3,MIR548F3
SPR,SPR
MMP26,MMP26
NMU,NMU
TINCR,TINCR
RNFT1,RNFT1
C5orf46,C5orf46
MED19,MED19
PLIN1,PLIN1
HFE,HFE
MIR520F,MIR520F
CGNL1,CGNL1
THAP9,THAP9
DNAJC16,DNAJC16
MAP1A,MAP1A
TESPA1,TESPA1
TIGD6,TIGD6
NFXL1,NFXL1
SCRN1,SCRN1
GPR158,GPR158
LRG1,LRG1
ABCG5,ABCG5
FPGT,FPGT
C1S,C1S
CFAP157,CFAP157
TBX22,TBX22
KMT2D,KMT2D
ZNF441,ZNF441
VIT,VIT
GJA8,GJA8
ZFP28,ZFP28
SLC26A11,SLC26A11
ZNF529,ZNF529
LEKR1,LEKR1
KCNG4,KCNG4
ANGPTL7,ANGPTL7
DPYS,DPYS
CD2AP,CD2AP
CC2D1A,CC2D1A
GDPD5,GDPD5
AKAP11,AKAP11
ITPR3,ITPR3
BARD1,BARD1
HDHD2,HDHD2
SERINC4,SERINC4
MFSD4B,MFSD4B
EVI2A,EVI2A
CFAP70,CFAP70
HEG1,HEG1
CDH24,CDH24
MANSC1,MANSC1
PLAU,PLAU
ELK4,ELK4
IL12RB2,IL12RB2
ASTL,ASTL
CHRND,CHRND
SLC34A2,SLC34A2
HAUS3,HAUS3
PTPN23,PTPN23
CEACAM6,CEACAM6
SNORD71,SNORD71
RHEX,RHEX
LACC1,LACC1
PPM1N,PPM1N
ptr-mir-188,MIR188
RELT,RELT
MIR877,MIR877
MIR144,MIR144
ACSS1,ACSS1
ptr-mir-502,MIR502A
ACADL,ACADL
MIR1185-2,MIR1185
CPLANE2,CPLANE2
SLC16A12,SLC16A12
SNORD127,SNORD127
KIAA1549L,KIAA1549L
LRRC53,LRRC53
DDX24,DDX24
DCST2,DCST2
MAK16,MAK16
ESCO2,ESCO2
SLC16A10,SLC16A10
MLLT1,MLLT1
RAD9B,RAD9B
FOCAD,FOCAD
LGALS9C,LGALS9C
BDH1,BDH1
ATP1A4,ATP1A4
TBC1D22B,TBC1D22B
LMOD1,LMOD1
TLCD3A,TLCD3A
UTP14A,UTP14A
LRRC3,LRRC3
IL13RA1,IL13RA1
SLC52A3,SLC52A3
TTK,TTK
AFM,AFM
PLPP6,PLPP6
PPP1R1A,PPP1R1A
CCDC102B,CCDC102B
SIRPB2,SIRPB2
TRIM47,TRIM47
MIR1302-8,MIR1302-8
DOCK4,DOCK4
UTF1,UTF1
MR1,MR1
LRRC55,LRRC55
PGLYRP3,PGLYRP3
DNAJC22,DNAJC22
LAMC2,LAMC2
IVD,IVD
ADA2,ADA2
KCNA10,KCNA10
EGFL6,EGFL6
PDZRN3,PDZRN3
GAS2L1,GAS2L1
ABCA6,ABCA6
RAB44,RAB44
CHI3L1,CHI3L1
APLP2,APLP2
TMEM252,TMEM252
MANBAL,MANBAL
OLFM4,OLFM4
SMIM2,SMIM2
SAT2,SAT2
SUSD3,SUSD3
NTS,NTS
MIR122,MIR122
GPR35,GPR35
IFNA2,IFNA2
SNORD105,SNORD105
ANKRD10,ANKRD10
TMPRSS15,TMPRSS15
NLRC5,NLRC5
HENMT1,HENMT1
AOC3,AOC3
DHX58,DHX58
FSTL5,FSTL5
CIMAP1A,CIMAP1A
SPACA4,SPACA4
HMGCS2,HMGCS2
HLA-DRA,HLA-DRA
ALDH3A2,ALDH3A2
CISD3,CISD3
CDC25C,CDC25C
GATAD2A,GATAD2A
LIPM,LIPM
CXCR4,CXCR4
MPI,MPI
THSD7B,THSD7B
EP400,EP400
KIZ,KIZ
IL36G,IL36G
LYSET,LYSET
LIMD1,LIMD1
PARP11,PARP11
P2RY14,P2RY14
CFAP276,CFAP276
HEMK1,HEMK1
NME3,NME3
STRN4,STRN4
SNORA40,SNORA40
CFI,CFI
HFM1,HFM1
HIVEP3,HIVEP3
ESRRA,ESRRA
NEXN,NEXN
IL12A,IL12A
CLK2,CLK2
SFXN4,SFXN4
LRRC26,LRRC26
UGGT2,UGGT2
OMD,OMD
WSB1,WSB1
NCAPG,NCAPG
ABCG8,ABCG8
PYGM,PYGM
CD248,CD248
AGGF1,AGGF1
ARHGAP22,ARHGAP22
DLX6,DLX6
CROCC,CROCC
TMEM245,TMEM245
POLR1H,POLR1H
CYP2S1,CYP2S1
ATP5F1D,ATP5F1D
ZNF841,ZNF841
MIR491,MIR491
DTD2,DTD2
ptr-mir-501,MIR501
ptr-mir-500-1,MIR500A
LRIG1,LRIG1
RIPK1,RIPK1
MARCHF1,MARCHF1
MTARC2,MTARC2
HOXA1,HOXA1
ESPNL,ESPNL
ARHGEF39,ARHGEF39
MRPL16,MRPL16
MASTL,MASTL
CIDEC,CIDEC
ARMC6,ARMC6
MYOZ3,MYOZ3
HELB,HELB
EPB41L3,EPB41L3
CSF3R,CSF3R
ACP3,ACP3
SSTR3,SSTR3
BAAT,BAAT
GNL3L,GNL3L
GIGYF1,GIGYF1
ADGRF4,ADGRF4
EVA1B,EVA1B
MORN1,MORN1
ITGAX,ITGAX
SPATA19,SPATA19
FAM163A,FAM163A
LEP,LEP
MRPS24,MRPS24
EMP2,EMP2
OLFML2B,OLFML2B
ADAM30,ADAM30
GMNN,GMNN
EIF2D,EIF2D
CHGA,CHGA
IPPK,IPPK
SWSAP1,SWSAP1
SLC24A5,SLC24A5
TAS2R38,TAS2R38
C1QTNF9,C1QTNF9
OTOF,OTOF
ZNF212,ZNF212
FAM124A,FAM124A
FAM163B,FAM163B
IQCA1,IQCA1
SLC5A1,SLC5A1
AMZ1,AMZ1
PDE6H,PDE6H
TCIRG1,TCIRG1
MIR488,MIR488
ACAD8,ACAD8
REG1B,REG1B
MTRFR,MTRFR
SERPINB2,SERPINB2
PYROXD2,PYROXD2
GPR19,GPR19
SCARNA1,SCARNA1
MIR548AN,MIR548AN
OPTC,OPTC
SEZ6,SEZ6
NELFA,NELFA
CATSPERG,CATSPERG
PARVG,PARVG
MLIP,MLIP
IRS1,IRS1
FAAH,FAAH
ADTRP,ADTRP
SLC2A3,SLC2A3
ALDH1L1,ALDH1L1
PPIF,PPIF
F13B,F13B
CD180,CD180
ITSN2,ITSN2
THNSL1,THNSL1
POLG,POLG
WDR5B,WDR5B
BIRC5,BIRC5
PMCH,PMCH
GINM1,GINM1
EFCAB14,EFCAB14
TEDC1,TEDC1
ORC2,ORC2
NOB1,NOB1
CEP97,CEP97
CENPH,CENPH
NIPSNAP3B,NIPSNAP3B
TMEM69,TMEM69
TM2D3,TM2D3
FAM83G,FAM83G
C6orf163,C6orf163
PTGR1,PTGR1
DTX3L,DTX3L
MTBP,MTBP
CHRNE,CHRNE
TOM1,TOM1
TEP1,TEP1
ZYX,ZYX
ALX4,ALX4
IP6K3,IP6K3
IL12B,IL12B
IQCF2,IQCF2
LSMEM2,LSMEM2
ATP23,ATP23
NR2E3,NR2E3
MIR320A,MIR320A
SDS,SDS
DPH3,DPH3
LYPD4,LYPD4
HTD2,HTD2
SNORD121A,SNORD121A
GRIA4,GRIA4
GOLIM4,GOLIM4
IQSEC3,IQSEC3
P3H3,P3H3
MARCHF8,MARCHF8
AMHR2,AMHR2
SCAF8,SCAF8
LYST,LYST
CFAP69,CFAP69
AGO1,AGO1
RFX1,RFX1
VSIG2,VSIG2
COL25A1,COL25A1
ART1,ART1
RTP5,RTP5
GPC5,GPC5
SSH1,SSH1
APOBEC4,APOBEC4
CYP2C9,CYP2C9
CYP2C8,CYP2C8
CLEC14A,CLEC14A
CRBN,CRBN
IFIT3,IFIT3
CBFA2T3,CBFA2T3
EAPP,EAPP
STAG3,STAG3
NPAT,NPAT
VKORC1,VKORC1
NDUFB11,NDUFB11
CIAO2B,CIAO2B
MSTO1,MSTO1
PDGFRA,PDGFRA
PBXIP1,PBXIP1
KEL,KEL
EMG1,EMG1
KLK6,KLK6
F10,F10
DSC1,DSC1
GRIA3,GRIA3
LMTK2,LMTK2
NLRX1,NLRX1
IL10RB,IL10RB
GNL2,GNL2
ST6GAL1,ST6GAL1
MTG2,MTG2
ANGPTL4,ANGPTL4
PIP4K2A,PIP4K2A
ARHGAP6,ARHGAP6
STX5,STX5
NKX2-3,NKX2-3
PDX1,PDX1
HSPD1,HSPD1
FXYD1,FXYD1
OR10R2,OR10R2
MIR922,MIR922
FNDC8,FNDC8
DDX43,DDX43
VWA7,VWA7
MIR519B,MIR519C-1
SLC2A9,SLC2A9
MIR16-2,MIR16-2
SERPINA6,SERPINA6
COX7B2,COX7B2
FAM162B,FAM162B
ROS1,ROS1
WFS1,WFS1
FRMPD1,FRMPD1
MBTPS2,MBTPS2
METTL22,METTL22
CD47,CD47
OTUD6B,OTUD6B
CCPG1,CCPG1
CBY3,CBY3
BPIFB1,BPIFB1
SYT16,SYT16
TRMT10C,TRMT10C
NOX1,NOX1
FGD3,FGD3
MRPL30,MRPL30
ACE2,ACE2
RNASE2,RNASE2
IFT52,IFT52
MMP17,MMP17
NR2C1,NR2C1
TNFSF10,TNFSF10
CCDC63,CCDC63
SAMD12,SAMD12
CCDC171,CCDC171
CDCA4,CDCA4
CD109,CD109
CKAP2,CKAP2
SYTL1,SYTL1
SH3GLB1,SH3GLB1
NCLN,NCLN
RNF146,RNF146
AADACL2,AADACL2
NYX,NYX
TRMT13,TRMT13
NUDCD3,NUDCD3
PCDH1,PCDH1
NFRKB,NFRKB
MIR487A,MIR487A
SHISAL2B,SHISAL2B
MIR1275,MIR1275
MIR1912,MIR1912
ZNF549,ZNF549
ADIG,ADIG
CFAP77,CFAP77
C1orf141,C1orf141
MYOD1,MYOD1
CEBPZOS,CEBPZOS
SEC14L3,SEC14L3
CTNS,CTNS
OR2C3,OR2C3
ZNF347,ZNF347
CHAF1B,CHAF1B
LONRF3,LONRF3
SHPK,SHPK
ADGRV1,ADGRV1
CEP44,CEP44
NOL6,NOL6
ALKBH5,ALKBH5
ZNF346,ZNF346
GPR31,GPR31
GPA33,GPA33
KLKB1,KLKB1
SMURF1,SMURF1
VTN,VTN
SLC16A7,SLC16A7
BTBD17,BTBD17
LURAP1,LURAP1
STOML1,STOML1
CCNB2,CCNB2
BBOF1,BBOF1
SLC4A3,SLC4A3
SGPP2,SGPP2
MPP4,MPP4
MOCS1,MOCS1
TSLP,TSLP
TRO,TRO
MX2,MX2
BMP2,BMP2
RAD21L1,RAD21L1
NALF2,NALF2
ACAT2,ACAT2
TOR3A,TOR3A
GPKOW,GPKOW
MEIOC,MEIOC
TRIP6,TRIP6
ITPRIPL1,ITPRIPL1
CLP1,CLP1
TDRD1,TDRD1
MMRN1,MMRN1
YJU2B,YJU2B
CCDC80,CCDC80
ZNF426,ZNF426
ZNF205,ZNF205
TSPAN14,TSPAN14
LONRF2,LONRF2
GPR150,GPR150
OR12D3,OR12D3
SLC22A9,SLC22A9
MIR378E,MIR378E
SPINK1,SPINK1
GPBP1L1,GPBP1L1
CDC42SE1,CDC42SE1
ptr-mir-891b,MIR891B
SNORD105B,SNORD105B
C17orf114,C17orf114
EPN3,EPN3
OR52A5,OR52A5
COX7A1,COX7A1
DHODH,DHODH
VPS9D1,VPS9D1
ZNF200,ZNF200
HORMAD1,HORMAD1
PIH1D2,PIH1D2
ZNF691,ZNF691
SLC15A1,SLC15A1
PLCH2,PLCH2
ADAMTSL2,ADAMTSL2
EFCAB7,EFCAB7
KIAA0232,KIAA0232
CALHM4,CALHM4
FAM174B,FAM174B
OR5B17,OR5B17
GAPT,GAPT
PRDM13,PRDM13
ASIC3,ASIC3
ATG4B,ATG4B
ELP1,ELP1
HAUS2,HAUS2
TFPI2,TFPI2
MALSU1,MALSU1
BHLHA9,BHLHA9
OAZ3,OAZ3
RGS18,RGS18
PARP14,PARP14
FAN1,FAN1
SCN7A,SCN7A
LPXN,LPXN
ABHD16B,ABHD16B
IGDCC4,IGDCC4
NKX3-1,NKX3-1
PZP,PZP
RSPO4,RSPO4
CUTA,CUTA
MCAT,MCAT
SNORD113-5,SNORD113-5
SFTA2,SFTA2
PIN4,PIN4
FGFBP1,FGFBP1
FAM240B,FAM240B
SF3B2,SF3B2
PDCD11,PDCD11
ZNF614,ZNF614
BTD,BTD
ASB10,ASB10
CCDC191,CCDC191
MMP8,MMP8
MTFMT,MTFMT
ZSCAN23,ZSCAN23
AFP,AFP
PRLR,PRLR
IL20RB,IL20RB
CFAP206,CFAP206
TMIE,TMIE
CEP152,CEP152
STK11IP,STK11IP
LPCAT2,LPCAT2
SIGLEC1,SIGLEC1
MAP6,MAP6
SOX15,SOX15
GPAA1,GPAA1
DGLUCY,DGLUCY
ZNF280B,ZNF280B
THSD1,THSD1
PRKN,PRKN
SREK1IP1,SREK1IP1
HSD17B3,HSD17B3
FBXO48,FBXO48
SLC28A2,SLC28A2
CCN2,CCN2
SHARPIN,SHARPIN
HSD17B2,HSD17B2
ITGAD,ITGAD
FNBP1,FNBP1
ADAM33,ADAM33
HJV,HJV
PI16,PI16
TDRD15,TDRD15
XPR1,XPR1
SPAG5,SPAG5
RFT1,RFT1
AHR,AHR
OR10V1,OR10V1
OR2AP1,OR2AP1
OR2G3,OR2G3
OR1A1,OR1A1
DNAJB7,DNAJB7
PALM,PALM
MYO3A,MYO3A
L2HGDH,L2HGDH
CYP2J2,CYP2J2
GAS2L3,GAS2L3
UXS1,UXS1
SNORD113-7,SNORD113-7
PXDC1,PXDC1
SNORD81,SNORD81
SVIP,SVIP
GDPGP1,GDPGP1
MANEA,MANEA
MB,MB
ATP10B,ATP10B
RAP1GAP2,RAP1GAP2
SNTB1,SNTB1
LUZP1,LUZP1
C8orf34,C8orf34
FTSJ3,FTSJ3
FKTN,FKTN
SPPL3,SPPL3
ITGAM,ITGAM
TDRD9,TDRD9
ECHDC1,ECHDC1
MTTP,MTTP
SOSTDC1,SOSTDC1
THTPA,THTPA
CD79B,CD79B
HAPLN3,HAPLN3
DYNC2I2,DYNC2I2
DBX1,DBX1
CDC5L,CDC5L
JAK2,JAK2
CCDC18,CCDC18
LYSMD3,LYSMD3
UBE2L6,UBE2L6
GIP,GIP
TEF,TEF
ERVV-2,ERVV-2
SOX5,SOX5
FCRLA,FCRLA
PIGR,PIGR
FLT3,FLT3
GPLD1,GPLD1
TBC1D32,TBC1D32
RHBG,RHBG
BPIFB2,BPIFB2
TSPOAP1,TSPOAP1
ST6GALNAC3,ST6GALNAC3
PEX2,PEX2
PHF7,PHF7
ABRA,ABRA
PLEKHG3,PLEKHG3
WDR62,WDR62
LCP2,LCP2
MTNAP1,C17orf80
ALB,ALB
TMEM59L,TMEM59L
SLC26A6,SLC26A6
SLC27A4,SLC27A4
MEAK7,MEAK7
ZNF350,ZNF350
SNORD100,SNORD100
MTRF1L,MTRF1L
INO80C,INO80C
MIR711,MIR711
SETMAR,SETMAR
PTGES,PTGES
TFPI,TFPI
PLA1A,PLA1A
IL3,IL3
SNORD66,SNORD66
NEU2,NEU2
DEFB121,DEFB121
SCN4B,SCN4B
NUP188,NUP188
ARHGEF40,ARHGEF40
TMEM266,TMEM266
RIPPLY3,RIPPLY3
FAM124B,FAM124B
DHRS9,DHRS9
AARS2,AARS
SUSD2,SUSD2
TRMT44,TRMT44
MYC,MYC
LYSMD1,LYSMD1
CINP,CINP
PRL,PRL
RNF186,RNF186
RIN3,RIN3
DNTTIP2,DNTTIP2
LOXL4,LOXL4
ADGRG5,ADGRG5
NUP160,NUP160
PEA15,PEA15
SMPDL3A,SMPDL3A
UAP1,UAP1
SARAF,SARAF
METTL25,METTL25
ODF2,ODF2
B3GNT4,B3GNT4
CDH22,CDH22
PRRG4,PRRG4
SCPEP1,SCPEP1
ARL6IP6,ARL6IP6
PARP15,PARP15
CD79A,CD79A
FOXP4,FOXP4
FARP2,FARP2
MYCBP2,MYCBP2
FGD6,FGD6
SART3,SART3
KANK2,KANK2
MYG1,MYG1
PTK6,PTK6
MIR583,MIR583
DNAJC15,DNAJC15
COX6C,COX6C
PSPH,PSPH
SNORD24,SNORD24
MIR370,MIR370
SNORD114-11,SNORD114-11
GNG4,GNG4
CD38,CD38
GPATCH3,GPATCH3
GUSB,GUSB
KRT24,KRT24
CEBPG,CEBPG
HSD17B13,HSD17B13
GRPEL2,GRPEL2
ARID3B,ARID3B
ZNF407,ZNF407
STYXL2,STYXL2
NOTCH3,NOTCH3
P2RY11,P2RY11
PLB1,PLB1
SH3D19,SH3D19
KIF2B,KIF2B
CAPZA3,CAPZA3
NHEJ1,NHEJ1
EFCC1,EFCC1
ZNF664,ZNF664
CASP10,CASP10
FAM3D,FAM3D
DHX38,DHX38
RPL3L,RPL3L
BIN2,BIN2
MPO,MPO
EXO5,EXO5
NSDHL,NSDHL
PGLYRP4,PGLYRP4
ADCY7,ADCY7
CYP26C1,CYP26C1
ZNF251,ZNF251
DPPA2,DPPA2
CHCHD10,CHCHD10
AZGP1,AZGP1
ZSCAN20,ZSCAN20
SLCO1A2,SLCO1A2
EFNB2,EFNB2
LCA5L,LCA5L
DMRT1,DMRT1
D2HGDH,D2HGDH
QARS1,QARS1
PTPRQ,PTPRQ
HSD3B2,HSD3B2
CERCAM,CERCAM
ZNF43,ZNF43
GRIN3A,GRIN3A
ZNF512B,ZNF512B
MATCAP2,MATCAP2
PIGC,PIGC
ARID5A,ARID5A
PLIN2,PLIN2
BBS1,BBS1
EVX1,EVX1
PARP8,PARP8
UNC5CL,UNC5CL
LYZ,LYZ
RIPK3,RIPK3
CAMLG,CAMLG
ECRG4,ECRG4
LDAH,LDAH
NDUFAF8,NDUFAF8
SULT1B1,SULT1B1
SPACA9,SPACA9
CCDC85A,CCDC85A
ACSL5,ACSL5
BFSP1,BFSP1
KRCC1,KRCC1
DDO,DDO
PADI3,PADI3
ATAD5,ATAD5
STAP1,STAP1
TRAPPC12,TRAPPC12
HTR3A,HTR3A
RTN3,RTN3
JSRP1,JSRP1
SLC26A7,SLC26A7
AGBL2,AGBL2
TIGD1,TIGD1
FHOD1,FHOD1
ZSCAN26,ZSCAN26
SLC6A16,SLC6A16
ABCF1,ABCF1
SLC4A9,SLC4A9
ZNF622,ZNF622
ANG,ANG
FHIT,FHIT
RTN4RL1,RTN4RL1
ZNF485,ZNF485
HBG1,HBG1
RNASE4,RNASE4
EDDM3A,EDDM3A
HTR3B,HTR3B
AVPI1,AVPI1
C1orf131,C1orf131
SPMIP3,SPMIP3
RGR,RGR
TPPP,TPPP
PRKCG,PRKCG
CPSF3,CPSF3
LRRC15,LRRC15
GOLM1,GOLM1
RNF222,RNF222
TMC3,TMC3
ATG10,ATG10
ABCB4,ABCB4
EPB41L5,EPB41L5
PLA2G6,PLA2G6
CCDC92B,CCDC92B
NIFK,NIFK
KLK5,KLK5
APOA5,APOA5
AASDH,AASDH
LRFN1,LRFN1
FANCM,FANCM
ICE1,ICE1
TRPM7,TRPM7
MIR1208,MIR1208
CLDN20,CLDN20
AQP3,AQP3
PDILT,PDILT
SNAI3,SNAI3
SPMIP7,SPMIP7
HSD11B1,HSD11B1
TTC1,TTC1
PAOX,PAOX
NMRK1,NMRK1
SNORD36A,SNORD36
THRSP,THRSP
CLEC4E,CLEC4E
ATOX1,ATOX1
PLEKHG2,PLEKHG2
FAM91A1,FAM91A1
ZNF154,ZNF154
GFRA3,GFRA3
TECPR1,TECPR1
HAO2,HAO2
SLC35C1,SLC35C1
SH3BP2,SH3BP2
SLC66A1,SLC66A1
SGCG,SGCG
ZNF320,ZNF320
NIM1K,NIM1K
ZBED2,ZBED2
CRACR2B,CRACR2B
KLHL38,KLHL38
PSRC1,PSRC1
CRACD,CRACD
URB2,URB2
TTI2,TTI2
CIAO3,CIAO3
FCRL2,FCRL2
SYN2,SYN2
LTBR,LTBR
CST7,CST7
HYAL1,HYAL1
RNF32,RNF32
MTNR1B,MTNR1B
NDUFS2,NDUFS2
ZFYVE19,ZFYVE19
ZNF248,ZNF248
ACRBP,ACRBP
PSMC3IP,PSMC3IP
KHDC3L,KHDC3L
CLDN9,CLDN9
SHANK2,SHANK2
ETV1,ETV1
KRT81,KRT81
CLCNKA,CLCNKA
ATPAF2,ATPAF2
QPCT,QPCT
DNAJC13,DNAJC13
UTP20,UTP20
FAM83D,FAM83D
DIPK2B,DIPK2B
ZSCAN4,ZSCAN4
SLC16A5,SLC16A5
TRIM26,TRIM26
CAPN6,CAPN6
RNF17,RNF17
CTNND1,CTNND1
MFSD2B,MFSD2B
SNORD45B,SNORD45B
SCARNA17,SCARNA17
SNORD114-15,SNORD114-15
SNORD114-9,SNORD114-9
GLYATL3,GLYATL3
MIR665,MIR665
SNORD114-25,SNORD114-25
SNORD113-2,SNORD113-2
PCED1B,PCED1B
SNORD114-20,SNORD114-20
SPRR2A,SPRR2A
SNORD114-10,SNORD114-10
PLA2G2A,PLA2G2A
SEPTIN14,SEPTIN14
FOXN1,FOXN1
CYTH4,CYTH4
CAPN14,CAPN14
KIF9,KIF9
IFI35,IFI35
AKR7A2,AKR7A2
LRRC72,LRRC72
UBAP2L,UBAP2L
ADAT1,ADAT1
DLG3,DLG3
CRYBA1,CRYBA1
SFT2D3,SFT2D3
KIAA0753,KIAA0753
PBRM1,PBRM1
ASPG,ASPG
AVEN,AVEN
ORC1,ORC1
IQCM,IQCM
VAT1,VAT1
ADAM32,ADAM32
LAGE3,LAGE3
KRT1,KRT1
GPRC6A,GPRC6A
ENAM,ENAM
ARL13B,ARL13B
DCDC1,DCDC1
TEKTL1,TEKTL1
HEATR9,HEATR9
TGS1,TGS1
C6orf89,C6orf89
GPANK1,GPANK1
CDC42EP1,CDC42EP1
YWHAG,YWHAG
CCDC30,CCDC30
SLC17A3,SLC17A3
TRIM22,TRIM22
FOXA2,FOXA2
RTL5,RTL5
XKRX,XKRX
GRIN2C,GRIN2C
UQCC6,UQCC6
PON1,PON1
PIWIL4,PIWIL4
SMIM31,SMIM31
STARD5,STARD5
METTL6,METTL6
SNORD65C,SNORD65C
KCNE5,KCNE5
CST5,CST5
CCDC122,CCDC122
INSL6,INSL6
NICN1,NICN1
URB1,URB1
OR52N1,OR52N1
SLC47A2,SLC47A2
SERPING1,SERPING1
ATF6B,ATF6B
GSDME,GSDME
MMEL1,MMEL1
ENGASE,ENGASE
FBXO43,FBXO43
L3HYPDH,L3HYPDH
ZNF605,ZNF605
COQ9,COQ9
KLC4,KLC4
TICRR,TICRR
MIS18BP1,MIS18BP1
RINL,RINL
MNS1,MNS1
CD5,CD5
SERPINE3,SERPINE3
CDKN3,CDKN3
SARDH,SARDH
ABCA9,ABCA9
A4GALT,A4GALT
DNAH11,DNAH11
SMTNL1,SMTNL1
SGSM2,SGSM2
RTN1,RTN1
CENPB,CENPB
EDF1,EDF1
OPALIN,OPALIN
HBM,HBM
VSIG1,VSIG1
CENPJ,CENPJ
FLACC1,FLACC1
ZBTB42,ZBTB42
DNMT3L,DNMT3L
CEBPZ,CEBPZ
ELOVL7,ELOVL7
C1QTNF1,C1QTNF1
