human gene name,mice gene name
PLCE1,Plce1
RDH11,Rdh11
RAD51B,Rad51b
NOL6,Nol6
ABI3,Abi3
ARHGEF15,Arhgef15
DSCC1,Dscc1
ENTPD6,Entpd6
ZNF580,Zfp580
FBXO40,Fbxo40
NNMT,Nnmt
SLF2,Slf2
ANKRD55,Ankrd55
NDE1,Nde1
URGCP,Urgcp
SNAPC3,Snapc3
ACP4,Acp4
TMT1A,Tmt1a
STK36,Stk36
MIGA1,Miga1
MOXD1,Moxd1
MRPL14,Mrpl14
PCDHA1,Pcdha1
TRMT13,Trmt13
BEND7,Bend7
SNCG,Sncg
MIR19B2,Mir19b-2
SASS6,Sass6
TM2D1,Tm2d1
HCCS,Hccs
SULT6B1,Sult6b1
RELL2,Rell2
MMP28,Mmp28
RBP3,Rbp3
CALHM3,Calhm3
CDX1,Cdx1
ZNF444,Zfp444
MSH4,Msh4
B4GALNT4,B4galnt4
SUPT3H,Supt3
NTSR1,Ntsr1
DPP4,Dpp4
PPP1R1C,Ppp1r1c
OR8A1,Or8a1b
RABEP2,Rabep2
ARHGEF19,Arhgef19
GDPD2,Gdpd2
MPO,Mpo
DNAH11,Dnah11
SCGN,Scgn
TSHB,Tshb
MTNR1A,Mtnr1a
RHBG,Rhbg
MFSD2A,Mfsd2a
ARHGAP28,Arhgap28
FBXO17,Fbxo17
DOHH,Dohh
ARHGAP18,Arhgap18
PROK1,Prok1
GNA15,Gna15
WBP1,Wbp1
CSPG5,Cspg5
ACSL1,Acsl1
SLC27A3,Slc27a3
ADPRM,Adprm
NGLY1,Ngly1
MOCS1,Mocs1
SNIP1,Snip1
ARG2,Arg2
OR8D1,Or8d1
MITD1,Mitd1
ZNF322,Zfp322a
OR5B21,Or5b21
MFSD12,Mfsd12
OR52E5,Or52e5
FLVCR2,Flvcr2
UBXN2A,Ubxn2a
C1orf232,Gm30191
SNORD68,Snord68
SLC24A5,Slc24a5
AGXT2,Agxt2
S1PR5,S1pr5
CEP43,Cep43
MRPS7,Mrps7
CYB561A3,Cyb561a3
SNORA78,Snora78
MIR22,Mir22
SLC16A6,Slc16a6
TBRG1,Tbrg1
DIAPH2,Diaph2
TSSK1B,Tssk1
UPB1,Upb1
NIPAL4,Nipal4
MALL,Mall
CTH,Cth
MYLK,Mylk
C1QTNF9,C1qtnf9
CLTRN,Cltrn
SGPL1,Sgpl1
GLT1D1,Glt1d1
SKIC3,Skic3
ARHGEF38,Arhgef38
NCF2,Ncf2
RMDN3,Rmdn3
GPR107,Gpr107
TCP11L1,Tcp11l1
PNPLA2,Pnpla2
PKD2L1,Pkd2l1
BEST3,Best3
SDR9C7,Sdr9c7
OR52E8,Or52e8
NYX,Nyx
KANK1,Kank1
LAMC2,Lamc2
PLEKHB1,Plekhb1
OR8D2,Or8d2
FBXW7,Fbxw7
FOXN2,Foxn2
EMILIN3,Emilin3
ATP2B4,Atp2b4
SNORA60,Gm25129
PLCH1,Plch1
CNTD1,Cntd1
SDR39U1,Sdr39u1
PDP2,Pdp2
MPI,Mpi
SLC4A11,Slc4a11
EEF1D,Eef1d
NPBWR1,Npbwr1
SNPH,Snph
NMRAL1,Nmral1
ZFYVE21,Zfyve21
NXNL2,Nxnl2
RSAD1,Rsad1
OR6C1,Or6c1
TRAF1,Traf1
CRHR2,Crhr2
ZFP14,Zfp14
ZC3H13,Zc3h13
RACGAP1,Racgap1
RASSF4,Rassf4
GLRX3,Glrx3
NDUFAF5,Ndufaf5
MEIOB,Meiob
CNTROB,Cntrob
DCBLD2,Dcbld2
ACIN1,Acin1
TSKU,Tsku
CCDC174,Ccdc174
P2RY10,P2ry10
ZFHX2,Zfhx2
SLC35A5,Slc35a5
USP19,Usp19
GPATCH3,Gpatch3
MRPL39,Mrpl39
ZNF142,Zfp142
MIR96,Mir96
DTWD2,Dtwd2
RPP14,Rpp14
VEGFD,Vegfd
OR13G1,Or13g1
GK2,Gk2
TEX12,Tex12
KCNE2,Kcne2
ATP2C2,Atp2c2
GPATCH2,Gpatch2
KDM4C,Kdm4c
CFAP299,Cfap299
TMEM259,Tmem259
OGFOD3,Ogfod3
FFAR2,Ffar2
EXD2,Exd2
ZNF569,Zfp74
FSCN3,Fscn3
PIK3AP1,Pik3ap1
IGFBP2,Igfbp2
LEMD3,Lemd3
DTD2,Dtd2
AMD1,Amd1
NRIP1,Nrip1
INSYN2A,Insyn2a
SLC24A2,Slc24a2
ADAP2,Adap2
ALDH5A1,Aldh5a1
PYROXD2,Pyroxd2
PLA2G2E,Pla2g2e
CEP112,Cep112
HSD11B2,Hsd11b2
VIPR1,Vipr1
COX5B,Cox5b
SRRM4,Srrm4
PSMD9,Psmd9
MAP3K14,Map3k14
ARMCX1,Armcx1
NARS2,Nars2
CRYGA,Cryga
OR8D4,Or8d4
OR52B4,Or52b4
FNTB,Fntb
PCDHGB5,Pcdhgb5
SNORA4,Gm24616
BFSP2,Bfsp2
GPATCH1,Gpatch1
MCCC1,Mccc1
ALKBH3,Alkbh3
TSC22D2,Tsc22d2
NIF3L1,Nif3l1
MRPL16,Mrpl16
NHSL2,Nhsl2
GSTCD,Gstcd
POMT1,Pomt1
VPS13A,Vps13a
FNDC9,Fndc9
C17orf67,Gm525
NUP210,Nup210
PHF21B,Phf21b
BEX3,Bex3
ROPN1B,Ropn1
TTC22,Ttc22
ZNF250,Zfp647
PNP,Pnp
DCXR,Dcxr
NSUN5,Nsun5
MIR301B,Mir301b
LEMD2,Lemd2
C1orf50,AU022252
SMPX,Smpx
ALG6,Alg6
LIPT2,Lipt2
NFIL3,Nfil3
OCIAD2,Ociad2
SNORD81,Gm25802
ABHD16B,Abhd16b
PCDHGA7,Pcdhga7
SSTR3,Sstr3
FKBP6,Fkbp6
CDKN2B,Cdkn2b
CCDC92,Ccdc92
RASGRF1,Rasgrf1
OR9A4,Or9a4
ENKD1,Enkd1
PRDM2,Prdm2
AWAT2,Awat2
GNAL,Gnal
TTC27,Ttc27
TAF4,Taf4
HS3ST3A1,Hs3st3a1
PTPN12,Ptpn12
NSDHL,Nsdhl
ACAT1,Acat1
OTUD6B,Otud6b
DOT1L,Dot1l
DENND1B,Dennd1b
TMEM72,Tmem72
PCDHGB4,Pcdhgb4
OR10H5,Or10h5
TPGS1,Tpgs1
ADI1,Adi1
MIR192,Mir192
CPA6,Cpa6
SNCAIP,Sncaip
GFM2,Gfm2
RIPK2,Ripk2
CAPN15,Capn15
MRPL17,Mrpl17
ROM1,Rom1
CCDC18,Ccdc18
LYSMD1,Lysmd1
FAM151B,Fam151b
SLC16A10,Slc16a10
F8A3,F8a
CCNA1,Ccna1
PRMT2,Prmt2
GLYCTK,Glyctk
AIMP1,Aimp1
ABCB8,Abcb8
DQX1,Dqx1
REV1,Rev1
TLDC2,Tldc2
KIAA0319L,AU040320
SLC16A12,Slc16a12
GINS4,Gins4
SNORD18C,Gm22455
PARD3B,Pard3b
RPP40,Rpp40
SQLE,Sqle
NADSYN1,Nadsyn1
GANC,Ganc
SNX11,Snx11
TRPM5,Trpm5
SHISAL2B,Shisal2b
PCDHAC1,Pcdhac1
NPNT,Npnt
REPIN1,Repin1
HARS2,Hars2
TTLL9,Ttll9
ZNF467,Zfp467
FOXI1,Foxi1
OR4C3,Or4c3
KRTAP3-3,Krtap3-3
NDUFS7,Ndufs7
CHL1,Chl1
WDR46,Wdr46
DDRGK1,Ddrgk1
DAPK3,Dapk3
SDR42E2,Sdr42e2
CDH15,Cdh15
FABP1,Fabp1
LIG1,Lig1
OR5AU1,Or5au1
CRYGC,Crygc
KIRREL2,Kirrel2
CELA3B,Cela3b
PLXNB3,Plxnb3
SNORA15B-2,Snora15
PDSS1,Pdss1
TFB1M,Tfb1m
G6PC2,G6pc2
UGT2A2,Ugt2a2
FNBP4,Fnbp4
FAM135A,Fam135a
SUGCT,Sugct
MRPL28,Mrpl28
ACADVL,Acadvl
NSMCE2,Nsmce2
DLC1,Dlc1
HEXA,Hexa
NFKBIB,Nfkbib
DHRS13,Dhrs13
CTNS,Ctns
TGM2,Tgm2
SCNN1B,Scnn1b
SMTNL2,Smtnl2
HTR3A,Htr3a
TMEM143,Tmem143
PPP1R2,Ppp1r2
SPRY1,Spry1
QPCTL,Qpctl
AURKB,Aurkb
PLAAT1,Plaat1
DHX37,Dhx37
PPP1R9A,Ppp1r9a
CPA5,Cpa5
HAUS1,Haus1
COQ10B,Coq10b
LATS2,Lats2
KLHL38,Klhl38
SH3BP1,Sh3bp1
HCLS1,Hcls1
KRT73,Krt73
SLC16A8,Slc16a8
L3MBTL3,L3mbtl3
MUSTN1,Mustn1
CACNA1H,Cacna1h
SNORD113-9,Gm55110
DISP1,Disp1
BICDL2,Bicdl2
MMACHC,Mmachc
DMRT2,Dmrt2
LARP4,Larp4
RGS12,Rgs12
OR8J3,Or8j3
SLC25A25,Slc25a25
MRPL2,Mrpl2
BCO1,Bco1
PCDHGA9,Pcdhga9
OR2D2,Or2d2
ZBTB8A,Zbtb8a
VEGFA,Vegfa
TPPP2,Tppp2
NOX1,Nox1
MYADM,Myadm
TIGD5,Tigd5
MRTFB,Mrtfb
CD36,Cd36
LONRF1,Lonrf1
ANK2,Ank2
G6PC3,G6pc3
DIAPH3,Diaph3
LURAP1,Lurap1
ZNF830,Zfp830
GYG1,Gyg1
UFSP2,Ufsp2
SLC14A1,Slc14a1
OR5C1,Or5c1
CERK,Cerk
ZSCAN25,Zscan25
MDM4,Mdm4
ZNF263,Zfp263
PHACTR3,Phactr3
MPDZ,Mpdz
TMEM14C,Tmem14c
TIAM2,Tiam2
GLIS3,Glis3
SNORD63,Gm26109
RSKR,Rskr
RAMP3,Ramp3
ZNF827,Zfp827
OR52L1,Or52l1
OTULINL,Otulinl
ATM,Atm
FMO5,Fmo5
BAZ2A,Baz2a
RLIG1,Rlig1
PUS1,Pus1
APH1B,Aph1b
KRT36,Krt36
CCDC80,Ccdc80
NBR1,Nbr1
ABCC10,Abcc10
SOX17,Sox17
DGKZ,Dgkz
IL17D,Il17d
ZMYND15,Zmynd15
TMBIM4,Tmbim4
OR6K2,Or6k2
CWC22,Cwc22
LACTB2,Lactb2
MPND,Mpnd
ATRX,Atrx
PEAR1,Pear1
HMCES,Hmces
CRYL1,Cryl1
SNX16,Snx16
EFHC1,Efhc1
DDX59,Ddx59
ALDH3A2,Aldh3a2
SEC61G,Sec61g
GABRR3,Gabrr3
MMP23B,Mmp23
MORN3,Morn3
EBNA1BP2,Ebna1bp2
MXD3,Mxd3
SNORD88B,Snord88a
UNC5CL,Unc5cl
OR2L13,Or2l13
SNORA3A,Snora3
SALL3,Sall3
PDE7B,Pde7b
SYNJ2,Synj2
ETNPPL,Etnppl
PCDHA9,Pcdha8
NDC80,Ndc80
ANKRD6,Ankrd6
NFATC1,Nfatc1
SNED1,Sned1
CPA4,Cpa4
B3GNTL1,B3gntl1
GSTM1,Gstm2
CCNF,Ccnf
NHLRC2,Nhlrc2
SLC2A12,Slc2a12
ASB10,Asb10
SPIB,Spib
FAAH,Faah
VWA5B2,Vwa5b2
ABR,Abr
CPN1,Cpn1
ITIH2,Itih2
UQCR11,Uqcr11
RRP7A,Rrp7a
THUMPD1,Thumpd1
MYO9B,Myo9b
GAL3ST1,Gal3st1
SOX4,Sox4
SNORD45B,Snord45b
SNORD73B,Snord73b
DYNLT2B,Dynlt2b
FTCD,Ftcd
AEBP1,Aebp1
EXO5,Exo5
NAP1L2,Nap1l2
FOCAD,Focad
SLC25A38,Slc25a38
RDH13,Rdh13
SLC39A5,Slc39a5
CFAP69,Cfap69
MIR151A,Mir151
KGD4,Mrps36
HEBP2,Hebp2
SLC38A6,Slc38a6
ATP6V1G3,Atp6v1g3
MVD,Mvd
KRTAP8-1,Krtap8-1
IGF2,Igf2
ZNF397,Zfp397
STAU1,Stau1
SLC28A1,Slc28a1
FGFRL1,Fgfrl1
ACOT8,Acot8
LRRC45,Lrrc45
SNORA63B,Gm24201
CLEC11A,Clec11a
SLK,Slk
OR4C46,Or4c10
SDC2,Sdc2
KNCN,Kncn
PRC1,Prc1
NSD1,Nsd1
ERI1,Eri1
UEVLD,Uevld
NHLRC3,Nhlrc3
OR51Q1,Or51q1
VPS37B,Vps37b
EEF1AKMT3,Eef1akmt3
RBSN,Rbsn
MIR30B,Mir30b
COX11,Cox11
BTD,Btd
OXR1,Oxr1
FBXO39,Fbxo39
ARMC7,Armc7
MMAB,Mmab
GOLGA5,Golga5
HEATR1,Heatr1
ZG16,Zg16
MRPS24,Mrps24
TARS2,Tars2
MIR598,Mir598
TMEM63C,Tmem63c
RGS18,Rgs18
TMEM239,Tmem239
NAPRT,Naprt
TIMELESS,Timeless
MINDY2,Mindy2
LETM1,Letm1
SLCO1C1,Slco1c1
TMEM271,Tmem217rt
TASL,Tasl
SH2B2,Sh2b2
THRSP,Thrsp
HLTF,Hltf
ZNF22,Zfp422
CBY1,Cby1
B3GALT6,B3galt6
COQ5,Coq5
SPDYA,Spdya
RMI2,Rmi2
CPB2,Cpb2
IRAK4,Irak4
PDE3A,Pde3a
ECRG4,Ecrg4
GRTP1,Grtp1
FSTL4,Fstl4
TCIRG1,Tcirg1
BOP1,Bop1
COL4A2,Col4a2
ISCA2,Isca2
OR9H1P,Or9s18
SOD1,Sod1
MB,Mb
PSMF1,Psmf1
SNORD96A,Snord96a
PKN3,Pkn3
NKAPD1,Nkapd1
SEMA4A,Sema4a
GHRL,Ghrl
ALDH3B1,Aldh3b1
ZNRF2,Znrf2
TMEM219,Tmem219
PRKN,Prkn
ANKRD13B,Ankrd13b
CBX2,Cbx2
BIRC2,Birc2
MELTF,Meltf
CGRRF1,Cgrrf1
TP53RK,Trp53rka
ATOH7,Atoh7
TNFSF11,Tnfsf11
DAB2,Dab2
BLTP3A,Bltp3a
HEATR6,Heatr6
TEKT2,Tekt2
PFN4,Pfn4
CRAMP1,Cramp1
CARNS1,Carns1
MIPEP,Mipep
MYB,Myb
IAH1,Iah1
OR5M11,Or5m11
NDUFAF7,Ndufaf7
DOK1,Dok1
MMP17,Mmp17
B3GLCT,B3glct
OLFML2B,Olfml2b
VEZT,Vezt
LMOD1,Lmod1
CA14,Car14
SLC39A3,Slc39a3
LCP2,Lcp2
PLEKHH1,Plekhh1
PANK1,Pank1
ATP10D,Atp10d
LRCH3,Lrch3
LCTL,Lctl
EML2,Eml2
H6PD,H6pd
SPATS2,Spats2
DCAF6,Dcaf6
MIR711,Mir711
SDS,Sds
MRPL23,Mrpl23
VARS2,Vars2
GLI2,Gli2
SNORD124,Gm22059
LYRM7,Lyrm7
DUSP12,Dusp12
CCN4,Ccn4
PIGQ,Pigq
ADAM9,Adam9
DPH2,Dph2
NEB,Neb
EPG5,Epg5
RPGRIP1L,Rpgrip1l
OVCA2,Ovca2
OTUD3,Otud3
UPK3A,Upk3a
RSF1,Rsf1
SEMA4B,Sema4b
MELK,Melk
PMEPA1,Pmepa1
DLL3,Dll3
MAK,Mak
SC5D,Sc5d
SBK3,Sbk3
PAIP2B,Paip2b
TMT1B,Tmt1b
TEX264,Tex264
THAP4,Thap4
OR2F2,Or2f1
USP10,Usp10
TCF7,Tcf7
SLC35E4,Slc35e4
SNORD19,Snord19
CAMKMT,Camkmt
N4BP2L1,N4bp2l1
MATCAP1,Matcap1
HSPB1,Hspb1
CPT1C,Cpt1c
BCL2L12,Bcl2l12
CERCAM,Cercam
ACOT13,Acot13
DNAI2,Dnai2
STARD5,Stard5
FAM107A,Fam107a
CEP83,Cep83
EPB41L5,Epb41l5
MAGEE2,Magee2
EFNA4,Efna4
KLHDC9,Klhdc9
PDZD7,Pdzd7
OR5A1,Or5a1
FAM219B,Fam219b
CCDC32,Ccdc32
PBLD,Pbld1
PHPT1,Phpt1
MRPL53,Mrpl53
SIRT4,Sirt4
EEF1AKMT4,Eef1akmt4
SEC24B,Sec24b
TIGD3,Tigd3
KRT10,Krt10
KXD1,Kxd1
CFAP300,Cfap300
WDR53,Wdr53
ADRA2B,Adra2b
CAVIN2,Cavin2
EPHX1,Ephx1
TRIM10,Trim10
VASN,Vasn
CCT6B,Cct6b
ASIC3,Asic3
CFDP1,Cfdp1
SGCG,Sgcg
DNAJC24,Dnajc24
ANP32B,Anp32b
AANAT,Aanat
ZBTB3,Zbtb3
CALHM5,Calhm5
PPP1R3D,Ppp1r3d
STAMBP,Stambp
ZFP36,Zfp36
SHE,She
FOXRED2,Foxred2
SDC3,Sdc3
ZNF575,Zfp575
SCFD2,Scfd2
HNMT,Hnmt
FAM50B,Fam50b
YIPF6,Yipf6
KANK2,Kank2
SNORD48,Gm25744
UQCR10,Uqcr10
TEKT3,Tekt3
OR10P1,Or10p1
SNORA71C,Gm23925
GPBAR1,Gpbar1
RBM7,Rbm7
SNORA62,Snora62
C6orf89,BC004004
TMPRSS6,Tmprss6
SELENOM,Selenom
STAP1,Stap1
DENND2C,Dennd2c
GDF10,Gdf10
ENTPD2,Entpd2
MOK,Mok
B4GALT4,B4galt4
LRIG1,Lrig1
F2RL1,F2rl1
ASB3,Asb3
DZIP3,Dzip3
ST3GAL5,St3gal5
NCOA3,Ncoa3
EMC10,Emc10
CHRNA2,Chrna2
TACR2,Tacr2
ARMC3,Armc3
ESYT3,Esyt3
IARS2,Iars2
SNAP29,Snap29
PCSK1N,Pcsk1n
GASK1B,Gask1b
ZCCHC9,Zcchc9
FUNDC2,Fundc2
FADS1,Fads1
FZD6,Fzd6
RNASE4,Rnase4
ARHGEF25,Arhgef25
KYAT3,Kyat3
SLC9A4,Slc9a4
SELENOS,Selenos
CSPG4,Cspg4
PCDHGA8,Pcdhga8
GUK1,Guk1
VWF,Vwf
POPDC2,Popdc2
SERPIND1,Serpind1
THNSL2,Thnsl2
RIOK2,Riok2
SNORD61,Snord61
SNORD36A,Gm24134
FGB,Fgb
ATP10B,Atp10b
QRFPR,Qrfpr
HTR2B,Htr2b
MRPS17,Mrps17
C2orf76,3110009E18Rik
IFT27,Ift27
PLAAT3,Plaat3
MRPL18,Mrpl18
MRPL57,Mrpl57
CYB5D1,Cyb5d1
NDUFA13,Ndufa13
PMVK,Pmvk
AGBL4,Agbl4
IKBKE,Ikbke
GLE1,Gle1
NEMP1,Nemp1
XRCC6,Xrcc6
ACOT7,Acot7
UBE2T,Ube2t
CHST12,Chst12
KYNU,Kynu
CCDC186,Ccdc186
SEC14L4,Sec14l4
TMEM79,Tmem79
WDHD1,Wdhd1
BCAT2,Bcat2
TMEM201,Tmem201
ASB14,Asb14
GPRC5B,Gprc5b
FNDC10,Fndc10
USF3,Usf3
ULK4,Ulk4
TBC1D32,Tbc1d32
NT5C,Nt5c
ADARB2,Adarb2
WDR5B,Wdr5b
OR1A1,Or1a1b
TMCO6,Tmco6
GJD3,Gjd3
RGS13,Rgs13
DCDC2,Dcdc2a
CCDC182,Ccdc182
SNORD11B,Gm26287
FMO1,Fmo1
GPHA2,Gpha2
E2F8,E2f8
RET,Ret
ATP1A4,Atp1a4
AARS2,Aars2
TMPRSS13,Tmprss13
CBARP,Cbarp
MTHFS,Mthfs
ADGRG6,Adgrg6
PJA2,Pja2
KRTAP3-2,Krtap3-2
DNMT3B,Dnmt3b
MRS2,Mrs2
TCF3,Tcf3
PCDHGA1,Pcdhga1
ARAP2,Arap2
RNF39,Rnf39
CTSH,Ctsh
LEP,Lep
MIR105-2,Mir105
ZNF358,Zfp358
COL19A1,Col19a1
PCDHGB6,Pcdhgb6
SCAMP4,Scamp4
TTC1,Ttc1
PCLO,Pclo
PCDHGA4,Pcdhga4
MYBPHL,Mybphl
BEND6,Bend6
CAPN8,Capn8
CABLES1,Cables1
SLC22A2,Slc22a2
PTH2R,Pth2r
DCT,Dct
KCTD11,Kctd11
TMEM62,Tmem62
SLCO2A1,Slco2a1
RXYLT1,Rxylt1
WDR18,Wdr18
KLF8,Klf8
PNLIPRP1,Pnliprp1
CHDH,Chdh
SETD2,Setd2
AOX1,Aox1
AGMO,Agmo
LGMN,Lgmn
RPUSD1,Rpusd1
POLD4,Pold4
OR4D2,Or4d2b
BMP2K,Bmp2k
NKAIN4,Nkain4
SLC43A1,Slc43a1
MYOM3,Myom3
SMN1,Smn1
SH3BP2,Sh3bp2
B4GALNT3,B4galnt3
NUP133,Nup133
CCDC97,Ccdc97
ZNF287,Zfp287
NUBP2,Nubp2
FARP2,Farp2
EXOG,Exog
TMEM132D,Tmem132d
GALR2,Galr2
NNT,Nnt
STARD4,Stard4
CCDC70,Ccdc70
GPAT2,Gpat2
FAM229A,Fam229a
P2RY14,P2ry14
CHRNA4,Chrna4
C2orf68,0610030E20Rik
MRPL49,Mrpl49
USP16,Usp16
RSPO4,Rspo4
POU2AF2,Pou2af2
MRPL52,Mrpl52
MIR181B1,Mir181b-1
SCD,Scd2
CHAF1B,Chaf1b
MYO18A,Myo18a
OR4A15,Or4a15
SNX22,Snx22
ACE,Ace
MPZL1,Mpzl1
CYP20A1,Cyp20a1
OR6F1,Or6f1
SNTG2,Sntg2
APLN,Apln
KRT79,Krt79
NME4,Nme4
CXCR5,Cxcr5
SULT1C2,Sult1c2
MRPL27,Mrpl27
WDR31,Wdr31
RAD51D,Rad51d
CD53,Cd53
AGMAT,Agmat
OR2T35,Or2t35
USP8,Usp8
CBS,Cbs
EPB41L2,Epb41l2
SERINC2,Serinc2
MGP,Mgp
TDRD7,Tdrd7
SNORA80B,Gm22748
DRC7,Drc7
AZI2,Azi2
OR6S1,Or6s1
RENBP,Renbp
ATP4B,Atp4b
ADCY7,Adcy7
LUZP2,Luzp2
HHAT,Hhat
FAM89A,Fam89a
CMTM6,Cmtm6
PSMB11,Psmb11
FBXO47,Fbxo47
LRRC40,Lrrc40
OR56B1,Or56b1
RGS9BP,Rgs9bp
NOP14,Nop14
CHCHD1,Chchd1
MZF1,Mzf1
CREG2,Creg2
PTPN1,Ptpn1
TRMT2A,Trmt2a
MIR877,Mir877
C4orf46,4930579G24Rik
DUOXA1,Duoxa1
COL6A6,Col6a6
TRIP11,Trip11
CIDEA,Cidea
GSTM2,Gstm7
AQP11,Aqp11
OR5K1,Or5k1
ATXN7,Atxn7
TRAPPC6A,Trappc6a
HIGD2A,Higd2a
CHEK2,Chek2
MIR374B,Mir374b
PLEKHM1,Plekhm1
FFAR1,Ffar1
SNORD101,Gm23130
ATP13A5,Atp13a5
GIPC2,Gipc2
TTC19,Ttc19
CALR3,Calr3
PDE10A,Pde10a
AOC3,Aoc3
FAM167A,Fam167a
TXNRD2,Txnrd2
C14orf119,1700123O20Rik
BIRC5,Birc5
TPBG,Tpbg
CHRNB4,Chrnb4
STAC,Stac
MAML2,Maml2
CWH43,Cwh43
POLA2,Pola2
OR10Q1,Or10q1
SLC25A40,Slc25a40
SYTL5,Sytl5
GLIS1,Glis1
GAK,Gak
ACCS,Accs
PCDHGB2,Pcdhgb2
ATXN10,Atxn10
HSD17B11,Hsd17b11
BLZF1,Blzf1
CFAP45,Cfap45
PDE4A,Pde4a
MAGI3,Magi3
SSH1,Ssh1
C11orf98,1810009A15Rik
PROK2,Prok2
JAK3,Jak3
TXK,Txk
LAYN,Layn
MIR26B,Mir26b
IL11RA,Il11ra1
SORD,Sord
AKR1B10,Akr1b10
MARCHF8,Marchf8
TRMT1,Trmt1
B3GNT9,B3gnt9
CHM,Chm
IQCJ,Iqcj
TNK1,Tnk1
QPRT,Qprt
MYO15A,Myo15a
DRD3,Drd3
SMC1B,Smc1b
TCF24,Tcf24
RNF228,Gm2102
SLC45A4,Slc45a4
CYP24A1,Cyp24a1
OR52E2,Or52e2
MBOAT1,Mboat1
TRPT1,Trpt1
SEZ6L,Sez6l
ANTXR2,Antxr2
PCDHGA11,Pcdhga11
PIK3R6,Pik3r6
ZNF182,Zfp182
CREBZF,Crebzf
MFNG,Mfng
HHIPL2,Hhipl2
OR8B3,Or8b3
CACNA2D4,Cacna2d4
S100A11,S100a11
RHOD,Rhod
NDUFA1,Ndufa1
CRYGB,Crygb
NDUFB2,Ndufb2
OR3A1,Or3a1c
CMBL,Cmbl
ARL6IP4,Arl6ip4
ZBED4,Zbed4
CAAP1,Caap1
SNORD33,Snord33
EVPL,Evpl
ZFAND1,Zfand1
SLC2A5,Slc2a5
PLAC8,Plac8
MORC3,Morc3
APOO,Apoo
NLRP3,Nlrp3
C3orf18,6430571L13Rik
MGLL,Mgll
ATP5PB,Atp5pb
CEP135,Cep135
C17orf114,Gm40193
SLC8B1,Slc8b1
MAPDA,Adal
SCOC,Scoc
PNPLA8,Pnpla8
HRH2,Hrh2
DNAJB8,Dnajb8
OGFOD1,Ogfod1
TMEM161A,Tmem161a
LRRC24,Lrrc24
C1orf216,5730409E04Rik
OSBP2,Osbp2
SOX11,Sox11
KITLG,Kitl
NECAB3,Necab3
LECT2,Lect2
TBCCD1,Tbccd1
COL5A3,Col5a3
APRT,Aprt
ALKBH1,Alkbh1
NOL3,Nol3
PTPMT1,Ptpmt1
EPS8L1,Eps8l1
MFSD2B,Mfsd2b
SUV39H2,Suv39h2
PEX10,Pex10
DUSP29,Dusp29
USP9Y,Usp9y
CNPY4,Cnpy4
DYNC2I2,Dync2i2
NDUFA5,Ndufa5
TSKS,Tsks
LMF2,Lmf2
OR5M10,Or5m10
OR51C1P,Or51f23b
DHRS1,Dhrs1
ATP7B,Atp7b
TCEAL1,Tceal1
ZNF641,Zfp641
RAI1,Rai1
TTYH2,Ttyh2
EFCAB7,Efcab7
HTATIP2,Htatip2
TUBAL3,Tubal3
COX6A1,Cox6a1
MATN3,Matn3
E2F2,E2f2
DMRT1,Dmrt1
NUP210L,Nup210l
SH3RF3,Sh3rf3
SNORA55,Gm22154
CGNL1,Cgnl1
DRD5,Drd5
KCNMB1,Kcnmb1
BRF2,Brf2
OR2W3,Or2w3
CROCC,Crocc
SEPTIN10,Septin10
HOPX,Hopx
GSTO2,Gsto2
CCDC127,Ccdc127
NUDT1,Nudt1
ADIPOQ,Adipoq
KRT19,Krt19
GALC,Galc
C11orf91,A930018P22Rik
TGM5,Tgm5
CDX4,Cdx4
ZNF622,Zfp622
MACF1,Macf1
CC2D1A,Cc2d1a
GJA5,Gja5
GPR20,Gpr20
CIPC,Cipc
SNORD100,Snord100
KIF6,Kif6
GOLIM4,Golim4
KAZALD1,Kazald1
ZNF583,Zfp583
EFHD1,Efhd1
HIF3A,Hif3a
ECHDC1,Echdc1
CLDN8,Cldn8
SSUH2,Ssu2
NDN,Ndn
ADAMTS16,Adamts16
SLC5A5,Slc5a5
ST8SIA6,St8sia6
KIT,Kit
RAB20,Rab20
SBNO2,Sbno2
TRPM4,Trpm4
S100A13,S100a13
CX3CR1,Cx3cr1
LSG1,Lsg1
SLC51A,Slc51a
MIR222,Mir222
FAM13C,Fam13c
ACADSB,Acadsb
SSH2,Ssh2
OAZ1,Oaz1
LSMEM1,Lsmem1
TRIM59,Trim59
DENND2A,Dennd2a
PRSS37,Prss37
KIFC2,Kifc2
ARHGAP29,Arhgap29
TNIP1,Tnip1
RNF25,Rnf25
DEPDC1,Depdc1a
ADCYAP1,Adcyap1
PENK,Penk
NTAQ1,Ntaq1
VXN,Vxn
FXYD1,Fxyd1
C5orf63,C330018D20Rik
GNGT2,Gngt2
NABP1,Nabp1
ELL,Ell
NUP153,Nup153
DDX20,Ddx20
GJB3,Gjb3
RTP2,Rtp2
EIF2B4,Eif2b4
ELOA,Eloa
SLC5A6,Slc5a6
FGF22,Fgf22
SPO11,Spo11
SLC4A9,Slc4a9
KTN1,Ktn1
BLVRA,Blvra
ARHGAP22,Arhgap22
CHODL,Chodl
LAMB3,Lamb3
RABGAP1L,Rabgap1l
BATF3,Batf3
ZFYVE26,Zfyve26
TRIM66,Trim66
PRR3,Prr3
POP4,Pop4
PNMT,Pnmt
TEKT1,Tekt1
ZFP30,Zfp30
CLCNKA,Clcnka
