human gene name,pig gene name
STK36,STK36
CNGA1,CNGA1
ENPP1,ENPP1
KANK2,KANK2
ANKRD39,ANKRD39
MYO1A,MYO1A
LLPH,LLPH
PPCS,PPCS
OR4D11,OR4D11
PTPN7,PTPN7
GPC5,GPC5
PJA2,PJA2
DLL3,DLL3
ARL1,ARL1
CLCN1,CLCN1
SNORA41,SNORA41
ICAM5,ICAM5
BRD9,BRD9
UBE2V2,UBE2V2
RALGAPA2,RALGAPA2
RCOR1,RCOR1
DNAH10,DNAH10
SNORD101,SNORD101
IQCF6,IQCF6
TMBIM6,TMBIM6
AKAP10,AKAP10
VARS2,VARS2
OR52H1,OR52H1
GABRA3,GABRA3
OR10R2,OR10R2
HMGN3,HMGN3
HS3ST3A1,HS3ST3A1
CADM2,CADM2
BCKDHA,BCKDHA
CCKAR,CCKAR
NMBR,NMBR
CACNG6,CACNG6
ENPP2,ENPP2
SNRPN,SNRPN
TMEM65,TMEM65
SNAI1,SNAI1
PDIA5,PDIA5
EVA1C,EVA1C
SLC7A3,SLC7A3
DBR1,DBR1
TRIT1,TRIT1
MAZ,MAZ
IHH,IHH
PSD2,PSD2
SLC49A4,SLC49A4
BLTP3A,BLTP3A
ZDHHC1,ZDHHC1
CUEDC1,CUEDC1
DTX2,DTX2
SNIP1,SNIP1
DZIP3,DZIP3
HDDC2,HDDC2
CAT,CAT
SERAC1,SERAC1
GPR82,GPR82
LDLRAP1,LDLRAP1
SMC1B,SMC1B
SLC35C1,SLC35C1
CNTFR,CNTFR
SH2D5,SH2D5
WDR5,WDR5
IKBKE,IKBKE
MACF1,MACF1
ETNPPL,ETNPPL
MEOX1,MEOX1
VPS37A,VPS37A
SNORA36B,SNORA36B
ATP5MC1,ATP5MC1
SPDEF,SPDEF
SDCBP,SDCBP
CLMP,CLMP
N6AMT1,N6AMT1
SLC16A8,SLC16A8
LUM,LUM
SLC5A11,SLC5A11
ZNF263,ZNF263
BLOC1S6,BLOC1S6
METTL23,METTL23
OVOL3,OVOL3
HPGDS,HPGDS
ITSN1,ITSN1
TUT1,TUT1
RPAP3,RPAP3
NALF1,NALF1
RGS9,RGS9
MFSD12,MFSD12
HTRA2,HTRA2
TRIM35,TRIM35
FUT11,FUT11
NQO1,NQO1
ZNF35,ZNF35
TMEM150A,TMEM150A
OGN,OGN
MIR431,MIR431
RPS6KA5,RPS6KA5
S1PR2,S1PR2
LLGL1,LLGL1
NPTX1,NPTX1
DGCR2,DGCR2
SOX13,SOX13
MDN1,MDN1
ABCB6,ABCB6
PTGFRN,PTGFRN
RMI2,RMI2
GPRC5B,GPRC5B
CXCR3,CXCR3
SMIM17,SMIM17
SCARNA18,SCARNA18
RSU1,RSU1
FOXO4,FOXO4
ATP6V1B1,ATP6V1B1
CRK,CRK
C4orf46,C4orf46
PHF7,PHF7
TMEM234,TMEM234
CCDC28A,CCDC28A
APOLD1,APOLD1
MRPL39,MRPL39
PLXDC1,PLXDC1
SCG2,SCG2
GSTM3,GSTM3
S100A6,S100A6
MIRLET7I,MIRLET7I
KAZALD1,KAZALD1
GLIS3,GLIS3
HNRNPM,HNRNPM
OSBPL5,OSBPL5
TTC21B,TTC21B
PHF19,PHF19
APTX,APTX
E4F1,E4F1
HADHA,HADHA
SEZ6L,SEZ6L
ZNF281,ZNF281
RRH,RRH
DEGS1,DEGS1
LIG4,LIG4
ABCC5,ABCC5
USP5,USP5
AAR2,AAR2
CCDC149,CCDC149
RIC8A,RIC8A
HAUS1,HAUS1
COL27A1,COL27A1
ZNF280D,ZNF280D
N4BP2L1,N4BP2L1
PHLPP1,PHLPP1
ZNF236,ZNF236
RTP2,RTP2
WDHD1,WDHD1
ADAMTS8,ADAMTS8
FCRLB,FCRLB
GTF2H1,GTF2H1
GPR68,GPR68
GSK3A,GSK3A
SAAL1,SAAL1
ASB5,ASB5
SFXN2,SFXN2
LAMB2,LAMB2
SLC45A3,SLC45A3
HEPACAM,HEPACAM
OSCP1,OSCP1
MPND,MPND
TRAF1,TRAF1
TBC1D10A,TBC1D10A
PSMA3,PSMA3
HPN,HPN
OXT,OXT
XDH,XDH
LCAT,LCAT
TGM2,TGM2
GPR17,GPR17
GABRB3,GABRB3
ARHGAP25,ARHGAP25
DUSP22,DUSP22
PRDM13,PRDM13
MRPS10,MRPS10
BBS4,BBS4
EIF2B4,EIF2B4
FTSJ3,FTSJ3
PEAR1,PEAR1
LUC7L,LUC7L
BEND7,BEND7
TUBGCP2,TUBGCP2
ESYT1,ESYT1
RNF39,RNF39
GABARAPL1,GABARAPL1
PLXNA2,PLXNA2
DBX2,DBX2
ERCC4,ERCC4
NPBWR1,NPBWR1
ARHGAP21,ARHGAP21
PMP22,PMP22
OR5AU1,OR5AU1
SEMA6C,SEMA6C
HEPH,HEPH
IER2,IER2
HEATR6,HEATR6
FNDC7,FNDC7
TAF4B,TAF4B
LARP7,LARP7
ZNF79,ZNF79
ATP5PO,ATP5PO
HSF5,HSF5
RFXANK,RFXANK
ENKD1,ENKD1
SEL1L2,SEL1L2
RIPK2,RIPK2
METTL26,METTL26
PTGER1,PTGER1
HSF1,HSF1
FAM120C,FAM120C
GRHPR,GRHPR
PTPRQ,PTPRQ
NCOA3,NCOA3
PLEKHA7,PLEKHA7
KNTC1,KNTC1
TP73,TP73
SLC27A3,SLC27A3
ENSA,ENSA
USP3,USP3
SPIC,SPIC
CDC42BPG,CDC42BPG
CLK4,CLK4
SUMF2,SUMF2
GPR19,GPR19
KIF7,KIF7
EVA1A,EVA1A
SCNM1,SCNM1
KRT82,KRT82
PPP1R9A,PPP1R9A
GEMIN5,GEMIN5
PDHX,PDHX
SLF1,SLF1
CEP85L,CEP85L
HEATR1,HEATR1
ARHGAP39,ARHGAP39
NRIP1,NRIP1
PELP1,PELP1
UBXN1,UBXN1
SERPINC1,SERPINC1
TBL2,TBL2
KANK1,KANK1
HSPB3,HSPB3
F2RL1,F2RL1
TLCD1,TLCD1
IWS1,IWS1
ST3GAL5,ST3GAL5
RAI14,RAI14
CCDC167,CCDC167
ARHGEF39,ARHGEF39
RUSC1,RUSC1
ASAP3,ASAP3
SLC31A1,SLC31A1
SELENOS,SELENOS
PEX1,PEX1
PPP1CB,PPP1CB
ATP1A3,ATP1A3
NPSR1,NPSR1
CYBB,GP91-PHOX
TMPRSS3,TMPRSS3
NEUROG1,NEUROG1
NUAK2,NUAK2
CIAPIN1,CIAPIN1
GCKR,GCKR
FABP4,FABP4
NCAPG,NCAPG
OTUD1,OTUD1
ZNF507,ZNF507
PRNP,PRNP
OXTR,OXTR
GLT8D1,GLT8D1
PEPD,PEPD
TOGARAM1,TOGARAM1
MYBL2,MYBL2
SEC24A,SEC24A
TXNDC17,TXNDC17
RABIF,RABIF
RXYLT1,RXYLT1
HIC2,HIC2
DISP2,DISP2
EPHX3,EPHX3
ARMC3,ARMC3
NR1H3,NR1H3
MTHFD2L,MTHFD2L
HUS1,HUS1
TRMU,TRMU
RANGRF,RANGRF
TWNK,TWNK
SNORD107,SNORD107
EFHC1,EFHC1
LTBP4,LTBP4
NPNT,NPNT
HSD11B1L,HSD11B1L
SNORA57,SNORA57
ZNF404,ZNF404
POLR2D,POLR2D
CD53,CD53
STK19,STK19
ZNF106,ZNF106
BZW2,BZW2
OGFOD2,OGFOD2
SNORD38A,SNORD38A
SNORD82,SNORD82
GNL2,GNL2
BPIFB4,BPIFB4
SPATS2L,SPATS2L
RDH10,RDH10
PSTPIP1,PSTPIP1
CCDC71L,CCDC71L
PLPP3,PLPP3
MTHFD1L,MTHFD1L
ALDH1L1,ALDH1L1
PRMT5,PRMT5
MIR138-1,ssc-mir-138
EXOC7,EXOC7
TP53I3,TP53I3
CELF4,CELF4
CHDH,CHDH
MST1,MST1
COMTD1,COMTD1
GJA5,GJA5
PATJ,PATJ
NUB1,NUB1
SRRM4,SRRM4
PMVK,PMVK
PPP1CC,PPP1CC
BSPRY,BSPRY
LCTL,LCTL
DNAH2,DNAH2
UTP6,UTP6
SIRT4,SIRT4
ZFHX2,ZFHX2
SSUH2,SSUH2
TBXT,TBXT
LTC4S,LTC4S
MFF,MFF
UNC5CL,UNC5CL
PSMG3,PSMG3
ST8SIA4,ST8SIA4
PIP5K1C,PIP5K1C
TRIM42,TRIM42
GDE1,GDE1
MLXIP,MLXIP
TEKT1,TEKT1
RAB27B,RAB27B
SHCBP1L,SHCBP1L
CHAF1B,CHAF1B
OR4E1,OR4E1
IGDCC3,IGDCC3
ZNF527,ZNF527
ENO2,ENO2
RFNG,RFNG
EGLN1,EGLN1
MEIOC,MEIOC
AGK,AGK
ATL3,ATL3
THUMPD1,THUMPD1
RPS6KC1,RPS6KC1
ABCC12,ABCC12
AIMP1,AIMP1
RHPN2,RHPN2
RNF180,RNF180
SS18L1,SS18L1
KATNAL2,KATNAL2
ANXA4,ANXA4
ACACB,ACACB
RAB23,RAB23
MOG,MOG
C2CD4C,C2CD4C
AIFM1,AIFM1
PAWR,PAWR
TRAPPC4,TRAPPC4
SUCO,SUCO
TCEAL9,TCEAL9
OR10D3,OR10D3
SNORA3A,SNORA3A
ST6GAL1,ST6GAL1
WRNIP1,WRNIP1
LZTR1,LZTR1
MIR885,ssc-mir-885
SPOUT1,SPOUT1
SNORD5,SNORD5
MARVELD1,MARVELD1
MIR345,ssc-mir-345-1
NUDT2,NUDT2
ATM,ATM
KDM4B,KDM4B
ABCD4,ABCD4
CYP27B1,CYP27B1
PLPPR5,PLPPR5
FYTTD1,FYTTD1
CABLES2,CABLES2
RAVER2,RAVER2
CNDP2,CNDP2
MAN1A1,MAN1A1
KLF6,KLF6
DENND6B,DENND6B
MESD,MESD
ASB10,ASB10
RASGRP4,RASGRP4
SPATA9,SPATA9
LACTB,LACTB
PDGFC,PDGFC
ZNF470,ZNF470
TSHB,TSHB
NDUFAF5,NDUFAF5
P2RX7,P2RX7
CAPRIN2,CAPRIN2
SFT2D2,SFT2D2
DHRS9,DHRS9
MYO1H,MYO1H
HDAC1,HDAC1
ZMYM6,ZMYM6
TIMP4,TIMP4
MORC3,MORC3
DYRK3,DYRK3
SENP5,SENP5
FAM169A,FAM169A
FHOD1,FHOD1
AFAP1,AFAP1
DPP4,DPP4
ITGA6,ITGA6
ZBTB38,ZBTB38
FRMD7,FRMD7
TMEM214,TMEM214
FBXO47,FBXO47
SNORD71,SNORD71
MIR301A,MIR301A
DAB2,DAB2
BAIAP3,BAIAP3
PLEKHF1,PLEKHF1
MTTP,MTTP
POLR1H,POLR1H
USP19,USP19
SLC8B1,SLC8B1
TXK,TXK
OTOGL,OTOGL
VBP1,VBP1
RNMT,RNMT
FDX2,FDX2
GPATCH1,GPATCH1
SRP68,SRP68
SEMA3G,SEMA3G
CALHM5,CALHM5
CABIN1,CABIN1
NECAB1,NECAB1
RALGDS,RALGDS
SUCLG1,SUCLG1
CACNG1,CACNG1
MLF2,MLF2
TRIP11,TRIP11
STRN4,STRN4
ARSA,ARSA
OSBPL2,OSBPL2
MRPL18,MRPL18
SMIM3,SMIM3
NECTIN4,NECTIN4
POP5,POP5
TAF3,TAF3
SGSM3,SGSM3
PARP2,PARP2
SNORD110,SNORD110
DDX21,DDX21
ARL6IP5,ARL6IP5
RPRD1A,RPRD1A
NRSN1,NRSN1
FGF5,FGF5
DENND2D,DENND2D
ITGB3,ITGB3
PRPF6,PRPF6
UQCRC2,UQCRC2
ITGA3,ITGA3
LRRC15,LRRC15
C2orf69,C2orf69
SPIB,SPIB
PHACTR3,PHACTR3
WIPI1,WIPI1
CASP3,CASP3
TMC2,TMC2
GUCY2D,GUCY2D
MYO1G,MYO1G
HEXIM1,HEXIM1
KBTBD13,KBTBD13
TMEM145,TMEM145
INPP5B,INPP5B
HTT,HTT
SNORD73B,SNORD73
RAB10,RAB10
ANLN,ANLN
HARS2,HARS2
NCOA7,NCOA7
ZNF317,ZNF317
EIF3L,EIF3L
SLC22A23,SLC22A23
CAP2,CAP2
GBA3,GBA3
ANXA10,ANXA10
CAV2,CAV2
ETFA,ETFA
STON2,STON2
DNAH11,DNAH11
IRF8,IRF8
ENOSF1,ENOSF1
SLC10A3,SLC10A3
CHRNE,CHRNE
CCDC80,CCDC80
JAM2,JAM2
ADAP2,ADAP2
MRPL44,MRPL44
COG5,COG5
NHERF1,NHERF1
ANKS4B,ANKS4B
ARFIP2,ARFIP2
DNAH9,DNAH9
SNORA46,SNORA46
ASB4,ASB4
VAX2,VAX2
RPS27A,RPS27A
GNPAT,GNPAT
EEF1AKMT4,EEF1AKMT4
SMIM35,SMIM35
ITGB4,ITGB4
SLC22A4,SLC22A4
KIF27,KIF27
KCNA5,KCNA5
HOMEZ,HOMEZ
FLT4,FLT4
TRAM2,TRAM2
SORT1,SORT1
ECE1,ECE1
OR5D14,OR5D14
SLC38A11,SLC38A11
LSM14B,LSM14B
SNORA44,SNORA44
COQ8B,COQ8B
CCDC146,CCDC146
DYNLT2B,DYNLT2B
CSPG5,CSPG5
TPBG,TPBG
MRPL30,MRPL30
ZC3H6,ZC3H6
FAM234B,FAM234B
ZNF526,ZNF526
XRCC1,XRCC1
CUX1,CUX1
ASZ1,ASZ1
CRYGC,CRYGC
RAB4A,RAB4A
FANCL,FANCL
IKBIP,IKBIP
RAB36,RAB36
GALNT12,GALNT12
SLAIN1,SLAIN1
USF3,USF3
GALC,GALC
NPAS2,NPAS2
VSIG8,VSIG8
RBAK,RBAK
ZNF354B,ZNF354B
OCLN,OCLN
MRPL38,MRPL38
SLC38A9,SLC38A9
SBK1,SBK1
AGBL5,AGBL5
DLAT,DLAT
RXRA,RXRA
UTP3,UTP3
P2RX4,P2RX4
OR4K13,OR4K13
SLC13A1,SLC13A1
STARD4,STARD4
NUCB1,NUCB1
UTP18,UTP18
CHST10,CHST10
CMTR2,CMTR2
OGFOD1,OGFOD1
CYP24A1,CYP24A1
CSPG4,CSPG4
ARHGEF25,ARHGEF25
NTPCR,NTPCR
LRRC39,LRRC39
UVRAG,UVRAG
TYRP1,TYRP1
FRAS1,FRAS1
CPA4,CPA4
MFAP3,MFAP3
LIF,LIF
NDUFS8,NDUFS8
DCXR,DCXR
AK5,AK5
BBOX1,BBOX1
MARCHF8,MARCHF8
FBXL12,FBXL12
LRTM2,LRTM2
BIRC2,BIRC2
OLFML2A,OLFML2A
CEACAM16,CEACAM16
BSN,BSN
SORCS2,SORCS2
UPRT,UPRT
STARD8,STARD8
TBC1D13,TBC1D13
TFG,TFG
RAD51C,RAD51C
TNNI1,TNNI1
TMEM143,TMEM143
MPZL3,MPZL3
LUZP1,LUZP1
PACRGL,PACRGL
MORN2,MORN2
EIF2D,EIF2D
PTPRB,PTPRB
GANC,GANC
FKBP6,FKBP6
CPA5,CPA5
BUB1B,BUB1B
POLR1E,POLR1E
SSPN,SSPN
SLC22A6,SLC22A6
ZNF784,ZNF784
NT5DC3,NT5DC3
CTSH,CTSH
SASH1,SASH1
MGRN1,MGRN1
PTPN2,PTPN2
SNORD105B,SNORD105B
ADAM19,ADAM19
CD2AP,CD2AP
TJP2,TJP2
FGD4,FGD4
R3HDM4,R3HDM4
HADHB,HADHB
SNORD46,SNORD46
BPNT1,BPNT1
RGS1,RGS1
GPR107,GPR107
PRKAG2,PRKAG2
CLGN,CLGN
DEUP1,DEUP1
AOC2,AOC2
GPR37,GPR37
KIF12,KIF12
SCAMP4,SCAMP4
STEAP3,STEAP3
ZDHHC8,ZDHHC8
MRPS7,MRPS7
OR6N2,OR6N2
TXNDC11,TXNDC11
CELF3,CELF3
TUBB1,TUBB1
NT5C3B,NT5C3B
ACKR4,ACKR4
TMEM59L,TMEM59L
RBBP5,RBBP5
TMOD3,TMOD3
NCEH1,NCEH1
CSGALNACT1,CSGALNACT1
C11orf42,C11orf42
TMEM19,TMEM19
KDM1B,KDM1B
THEM6,THEM6
EREG,EREG
AFG2A,AFG2A
LARGE2,LARGE2
COL10A1,COL10A1
ZNF286A,ZNF286A
DENND2B,DENND2B
LRRC9,LRRC9
NEMP1,NEMP1
CHEK2,CHEK2
SSTR3,SSTR3
PPP1R3D,PPP1R3D
OSGIN1,OSGIN1
CCNT1,CCNT1
GOLGA5,GOLGA5
PRDM1,PRDM1
CXorf38,CXorf38
ATP12A,ATP12A
NBAS,NBAS
RIPK4,RIPK4
SNORA74A,SNORA74
ISLR,ISLR
DTWD1,DTWD1
SLC48A1,SLC48A1
PKP2,PKP2
SLC5A7,SLC5A7
NDUFA5,NDUFA5
TNRC18,TNRC18
PCCA,PCCA
SLC18A3,SLC18A3
MIR432,ssc-mir-432
ZNF624,ZNF624
MRC1,MRC1
MAN1C1,MAN1C1
PACS1,PACS1
MORN3,MORN3
UQCC2,UQCC2
SGK2,SGK2
CDK2,CDK2
MYADML2,MYADML2
CFAP70,CFAP70
NIPA1,NIPA1
PGM3,PGM3
CD151,CD151
TAB1,TAB1
TSC1,TSC1
NKX1-1,NKX1-1
STK17A,STK17A
MIR21,ssc-mir-21
FAM193B,FAM193B
YPEL1,YPEL1
TSKU,TSKU
SUOX,SUOX
ATPAF2,ATPAF2
ACADM,ACADM
DUSP19,DUSP19
C5orf22,C5orf22
CHST3,CHST3
GCNT4,GCNT4
IQSEC1,IQSEC1
PIBF1,PIBF1
RGMB,RGMB
COASY,COASY
ASXL3,ASXL3
MINPP1,MINPP1
RAC2,RAC2
DNAAF4,DNAAF4
ACY1,ACY1
SMDT1,SMDT1
OR51G1,OR51G1
SLC20A2,SLC20A2
NRDE2,NRDE2
ATXN2,ATXN2
MINDY1,MINDY1
PCMT1,PCMT1
SIL1,SIL1
TBC1D8,TBC1D8
PKD2L2,PKD2L2
SLC35A5,SLC35A5
HIF3A,HIF3A
SNORD93,SNORD93
TMEM241,TMEM241
BNC1,BNC1
CTSD,CTSD
PIK3IP1,PIK3IP1
PRKX,PRKX
CAPS,CAPS
APBB1,APBB1
RNPEP,RNPEP
ASB3,ASB3
PRRT4,PRRT4
LACC1,LACC1
PODNL1,PODNL1
CDC7,CDC7
EBP,EBP
ICE2,ICE2
PLK4,PLK4
ZC2HC1A,ZC2HC1A
RET,RET
TGFBI,TGFBI
SPC24,SPC24
RNFT1,RNFT1
MIR23B,ssc-mir-23b
IQCB1,IQCB1
SYNPO2L,SYNPO2L
QPCT,QPCT
PUF60,PUF60
CCN4,CCN4
CC2D1A,CC2D1A
TSSK4,TSSK4
CDC42EP4,CDC42EP4
PYROXD1,PYROXD1
BAIAP2L2,BAIAP2L2
SRD5A2,SRD5A2
LRRC70,LRRC70
METAP1D,METAP1D
AGPAT5,AGPAT5
DCDC2,DCDC2
SGPL1,SGPL1
TBPL1,TBPL1
TMEM216,TMEM216
OR6A2,OR6A2
PNRC1,PNRC1
SLC6A6,SLC6A6
CTDSP2,CTDSP2
ZNF599,ZNF599
ATP10D,ATP10D
SLC2A8,SLC2A8
NCOR1,NCOR1
MIR1251,MIR1251
EPM2AIP1,EPM2AIP1
LIPT2,LIPT2
SPINDOC,SPINDOC
SLC2A12,SLC2A12
ERGIC1,ERGIC1
NOL7,NOL7
FAM110B,FAM110B
CYB5D1,CYB5D1
GNPTAB,GNPTAB
NBR1,NBR1
LIPG,LIPG
COG1,COG1
TMEM9,TMEM9
HVCN1,HVCN1
ADGRG6,ADGRG6
SUMF1,SUMF1
OSER1,OSER1
SH2B3,SH2B3
BAG5,BAG5
MRPL13,MRPL13
CAPN12,CAPN12
SEZ6,SEZ6
ARRDC1,ARRDC1
TP53BP1,TP53BP1
CDADC1,CDADC1
PCM1,PCM1
TSPAN17,TSPAN17
EIF3F,EIF3F
PSAT1,PSAT1
RPL7L1,RPL7L1
TMEM74B,TMEM74B
P2RY4,P2RY4
DNAJC8,DNAJC8
ITGB1BP2,ITGB1BP2
THSD7B,THSD7B
SEPTIN10,SEPTIN10
FMO2,FMO2
GLB1L,GLB1L
OR8D1,OR8D1
SHPK,SHPK
BRI3BP,BRI3BP
PET117,PET117
SLC30A8,SLC30A8
MYOM3,MYOM3
VIPR1,VIPR1
CCNA1,CCNA1
SLCO2A1,SLCO2A1
MYOM1,MYOM1
ASPRV1,ASPRV1
PTP4A2,PTP4A2
LPAR6,LPAR6
HYAL4,HYAL4
MYG1,MYG1
MIR30E,ssc-mir-30e
PIGU,PIGU
ATP5MC2,ATP5MC2
SYNPO2,SYNPO2
COL5A3,COL5A3
PABPC4L,PABPC4L
BMP6,BMP6
AGGF1,AGGF1
TCEA1,TCEA1
INTS11,INTS11
ITPRIP,ITPRIP
SLC17A9,SLC17A9
CFAP69,CFAP69
UBE2G1,UBE2G1
MMP28,MMP28
G6PC2,G6PC2
FRK,FRK
EIPR1,EIPR1
ZNF581,ZNF581
SPART,SPART
RIDA,RIDA
TH,TH
THEMIS,THEMIS
DCP1A,DCP1A
GPSM3,GPSM3
LRCH3,LRCH3
EXTL2,EXTL2
FAM149B1,FAM149B1
MAGEE2,MAGEE2
PNLDC1,PNLDC1
FRMD8,FRMD8
GINS2,GINS2
ADSS1,ADSS1
PHGDH,PHGDH
CNTROB,CNTROB
AKAP6,AKAP6
ACTN2,ACTN2
MTHFR,MTHFR
SUGP2,SUGP2
TRUB1,TRUB1
RSF1,RSF1
PDCL2,PDCL2
MTSS2,MTSS2
ELOVL7,ELOVL7
CCNQ,CCNQ
IARS2,IARS2
NADSYN1,NADSYN1
METTL15,METTL15
SLC16A3,SLC16A3
IYD,IYD
CPQ,CPQ
OR6V1,OR6V1
NOTCH4,NOTCH4
FFAR4,FFAR4
PCBP2,PCBP2
NUP153,NUP153
PDIA4,PDIA4
TTLL5,TTLL5
SLC12A7,SLC12A7
FOXP3,FOXP3
ZNF454,ZNF454
SLC16A14,SLC16A14
ANGPT1,ANGPT1
SLC37A1,SLC37A1
SPC25,SPC25
SAMM50,SAMM50
VPS13A,VPS13A
ZNF81,ZNF81
ENTREP1,ENTREP1
PITPNB,PITPNB
TTI1,TTI1
OR6X1,OR6X1
C12orf76,C12orf76
RGS21,RGS21
CEBPZOS,CEBPZOS
GLO1,GLO1
NNMT,NNMT
LACTB2,LACTB2
SYCE3,SYCE3
SNX9,SNX9
MIF4GD,MIF4GD
RPL10L,RPL10L
NBEAL2,NBEAL2
METTL5,METTL5
USP30,USP30
SLC5A1,SLC5A1
RPP25,RPP25
DIAPH3,DIAPH3
POLL,POLL
TPPP,TPPP
TSEN34,TSEN34
BLK,BLK
TIGD3,TIGD3
TMEM201,TMEM201
NRSN2,NRSN2
ARID3A,ARID3A
CEP41,CEP41
EMILIN3,EMILIN3
RNF115,RNF115
PLEKHB1,PLEKHB1
CD2BP2,CD2BP2
RAB3GAP2,RAB3GAP2
ARHGEF38,ARHGEF38
FBXO39,FBXO39
SCAMP2,SCAMP2
RNF113A,RNF113A
LNX2,LNX2
SKA1,SKA1
ZFYVE26,ZFYVE26
NSMCE2,NSMCE2
GAL3ST4,GAL3ST4
SH3BP5,SH3BP5
CDKL2,CDKL2
GALT,GALT
EBNA1BP2,EBNA1BP2
PNMT,PNMT
CHMP3,CHMP3
RTKN2,RTKN2
VPS13C,VPS13C
KLK9,KLK9
TTLL1,TTLL1
P2RY6,P2RY6
NARS2,NARS2
ITPRID2,ITPRID2
TRIM56,TRIM56
RAB42,RAB42
RFC1,RFC1
EFNA4,EFNA4
PNPLA8,PNPLA8
DNAJC9,DNAJC9
SLC15A2,SLC15A2
CNP,CNP
THOC6,THOC6
NKD1,NKD1
RBP5,RBP5
SCARNA10,SCARNA10
MRRF,MRRF
PLPP6,PLPP6
CAVIN2,CAVIN2
ERCC1,ERCC1
SARNP,SARNP
FSD2,FSD2
LRAT,LRAT
ADRA1D,ADRA1D
ACAA1,ACAA1
SGSH,SGSH
UQCRB,UQCRB
SNORD90,SNORD90
TIMM8B,TIMM8B
DNAI1,DNAI1
PTRH1,PTRH1
TMEM231,TMEM231
FDPS,FDPS
LNPK,LNPK
KIF11,KIF11
KRT75,KRT75
SNORA12,SNORA12
PTPRE,PTPRE
NEFL,NEFL
SLC5A2,SLC5A2
ARHGEF40,ARHGEF40
SMPD4,SMPD4
ZNRF3,ZNRF3
CENPK,CENPK
LPO,LPO
PDP2,PDP2
SLC9A3,SLC9A3
CRYGD,CRYGD
CITED1,CITED1
ABHD14B,ABHD14B
RPA1,RPA1
CDCA7L,CDCA7L
PLCH1,PLCH1
SNORD17,SNORD17
OR5AP2,OR5AP2
ZBTB40,ZBTB40
SKAP1,SKAP1
PPIL2,PPIL2
RSAD1,RSAD1
PPP6R1,PPP6R1
TXLNG,TXLNG
PRMT2,PRMT2
FLT1,FLT1
ABHD16B,ABHD16B
LRWD1,LRWD1
RPL36A,RPL36A
MAPDA,MAPDA
ELFN1,ELFN1
SCNN1G,SCNN1G
WBP4,WBP4
EPS15,EPS15
SIGIRR,SIGIRR
TMEM100,TMEM100
RCAN3,RCAN3
MGAT2,MGAT2
RAD51B,RAD51B
PACSIN3,PACSIN3
CPT1B,CPT1B
CYYR1,CYYR1
OR3A2,OR3A2
ZNF593OS,ZNF593OS
COX7C,COX7C
ANO1,ANO1
RPGRIP1L,RPGRIP1L
TSC22D2,TSC22D2
HDGFL2,HDGFL2
NAGLU,NAGLU
GPR176,GPR176
ZWILCH,ZWILCH
GNAL,GNAL
ZNHIT2,ZNHIT2
HPD,HPD
ZC3H18,ZC3H18
ABCB11,ABCB11
PIGS,PIGS
GPATCH3,GPATCH3
BNIPL,BNIPL
FOXS1,FOXS1
ZNF502,ZNF502
APCDD1,APCDD1
MAP7D1,MAP7D1
FGL1,FGL1
MOCS1,MOCS1
OR51I1,OR51I1
OR11H4,OR11H4
UNC45A,UNC45A
PDE2A,PDE2A
SLC4A4,SLC4A4
TRIM46,TRIM46
PTPN13,PTPN13
ACTN1,ACTN1
LEMD2,LEMD2
CEP135,CEP135
PPP6R3,PPP6R3
PODN,PODN
ATG2A,ATG2A
KRT73,KRT73
QTRT2,QTRT2
BRS3,BRS3
NUDT13,NUDT13
MIR130A,ssc-mir-130a
SEC14L5,SEC14L5
CGNL1,CGNL1
TBC1D22A,TBC1D22A
BEST2,BEST2
CTSA,CTSA
ARID3C,ARID3C
ELL,ELL
TRAF2,TRAF2
OSGEPL1,OSGEPL1
ZNF366,ZNF366
ZUP1,ZUP1
CPNE9,CPNE9
SLC12A8,SLC12A8
MORC4,MORC4
FAM181B,FAM181B
GBA2,GBA2
ACTL7A,ACTL7A
VRK1,VRK1
PACSIN1,PACSIN1
ADSL,ADSL
POMT2,POMT2
UCHL3,UCHL3
PFKP,PFKP
KRI1,KRI1
MCRIP1,MCRIP1
EPB41L2,EPB41L2
LHCGR,LHCGR
KCNIP1,KCNIP1
MAT2B,MAT2B
DAP3,DAP3
BRD10,BRD10
SNORD30,SNORD30
NXN,NXN
MCOLN3,MCOLN3
TSC22D4,TSC22D4
BCAP29,BCAP29
GPR149,GPR149
ZCCHC4,ZCCHC4
WNK4,WNK4
MIR218-2,ssc-mir-218b
POLA2,POLA2
SULT6B1,SULT6B1
ZNF829,ZNF829
MIR17,ssc-mir-17
MFSD6,MFSD6
PAQR6,PAQR6
ZNF140,ZNF140
FANCI,FANCI
AFDN,AFDN
CLNS1A,CLNS1A
ATP5PB,ATP5PB
LRRC72,LRRC72
FAM240A,FAM240A
OR13C4,OR13C4
SEPTIN12,SEPTIN12
GPBAR1,GPBAR1
LYL1,LYL1
GDF10,GDF10
PCSK5,PCSK5
SPTLC3,SPTLC3
NHSL2,NHSL2
BAG4,BAG4
ZKSCAN2,ZKSCAN2
ASB1,ASB1
ALKBH4,ALKBH4
PINK1,PINK1
MIR19B2,ssc-mir-19b-2
TMEM132A,TMEM132A
PAQR8,PAQR8
CSPP1,CSPP1
NEDD1,NEDD1
IGSF11,IGSF11
MIR27B,MIR27B
NHSL3,NHSL3
EGFL8,EGFL8
TMCO4,TMCO4
