mice gene name,frog gene name
Alox5ap,alox5ap
mt-Cytb,cytb
Evi5,evi5
Deptor,deptor
Pdzrn3,pdzrn3
Sgms2,sgms2
Trim33,trim33
Slc7a10,slc7a10
Maf,maf
Ip6k1,ip6k1
Fosl2,fosl2
Pcdh18,pcdh18
Hnrnpd,hnrnpd
Tmem101,tmem101
Gcn1,gcn1
Plk1,plk1
Calcrl,calcrl
Syngap1,syngap1
Camk1,camk1
Pfkp,pfkp
Kcng1,kcng1
Mir10b,xtr-mir-10b
Plpp3,plpp3
Grm4,grm4
Dis3,dis3
Vdac3,vdac3
Dennd6a,dennd6a
Fzd8,fzd8
Enox1,enox1
Kif3c,kif3c
Smoc1,smoc1
Pmp22,pmp22
Orai1,orai2
Psmb6,psmb6
Rcc2,rcc2
Ubtd1,ubtd1
Tmem263,tmem263
Pcca,pcca
Farp1,farp1
Pde6a,pde6a
Mtss2,mtss2
Unk,unk
Cdo1,cdo1
Crebbp,crebbp
Dtx1,dtx1
Naa16,naa16
Aldh1a1,aldh1a1
Insig2,insig2
Thoc3,thoc3
Dhx33,dhx33
Sfxn3,sfxn3
Hid1,hid1
Tcea1,tcea1
Dync2h1,dync2h1
Nxph2,rbm38
Zfpm2,zfpm2
Cbx3,cbx3
Sord,sord
Timp3,timp3
Adarb1,adarb1
Vapb,vapb
Pofut2,pofut2
Tmem120b,tmem120b
Osbpl8,osbpl8
Lsm14a,lsm14a
Plpp7,plpp7
Gbe1,gbe1
Tmem165,tmem165
Eif2a,eif2a
Mir15a,xtr-mir-15a
Sult4a1,sult4a1
Frmd5,frmd5
Tiam1,tiam1
Madd,madd
Lmx1a,lmx1a
Stk32a,stk32a
Marchf2,marchf2
Srsf10,srsf10
Kcnip1,kcnip1
Aldh7a1,aldh7a1
Bmpr2,bmpr2
Vps54,vps54
Slc25a42,slc25a42
Pmpcb,pmpcb
Msh2,msh2
Mmp14,mmp14
Ints6,ints6
Tmem120a,tmem120a
Htr1f,htr1f
Efhd2,efhd2
Nnt,nnt
Flrt2,flrt2
Grxcr1,grxcr1
Nop10,nop10
Alas1,alas1
Anxa10,anxa10
Sobp,sobp
Psmb7,psmb7
Unc45b,unc45b
Jak1,jak1
Camta1,camta1
Rps17,rps17
Jarid2,jarid2
Coro6,coro6
Eif4e,kirrel2
Slc45a1,slc45a1
Slc9a1,slc9a1
Trim67,trim67
Chrna1,chrna1.2
Htra3,htra3
Hdhd2,hdhd2
Strn3,strn3
Kif1b,kif1b
Pole2,pole2
Phf6,phf6
Atp6v1a,atp6v1a
Cog7,cog7
Nudt4,nudt4
Lsamp,lsamp
Ano4,ano4
Trhde,trhde
Lpar4,lpar4
Eif4h,eif4h
Kcnj4,kcnj4
Dhx9,dhx9
Myo5b,myo5b
Paf1,paf1
Nudcd2,nudcd2
Gpt2,gpt2
Ammecr1l,ammecr1l
Psmb5,psmb5
Cntnap2,cntnap2
Kpna2,kpna2
Pls1,pls1
Srgap2,srgap2
Mir222,xtr-mir-222
Gar1,gar1
Atg4b,atg4b
Med4,med4
Ube2n,ube2n
Lbh,lbh
Exoc7,exoc7
Tsn,tsn
Srf,srf
Tbx18,tbx18
Gtf2h3,gtf2h3
Snx8,snx8
Jakmip1,jakmip1
Sgsm2,sgsm2
Myo1c,myo1c
Gale,gale
Aldh8a1,aldh8a1
Nrbp1,nrbp1
Sesn3,sesn3
Cdk18,cdk18
Ift81,ift81
Usp48,usp48
Rbm5,rbm5
Nup205,nup205
AW209491,c7orf25
Eif5b,eif5b
Kctd1,kctd1
Adcy5,adcy5
Mecom,mecom
Slc30a5,slc30a5
Tm9sf1,tm9sf1
Ipo8,ipo8
Ncam2,ncam2
Sox10,sox10
Got2,shtn1
Prdm16,prdm16
C1qtnf7,c1qtnf7
Mzt1,mzt1
Fibp,fibp
Gtf2e1,gtf2e1
Phf14,phf14
Dok6,DOK6
Hecw1,hecw1
Tmem208,tmem208
Bmp4,bmp4
Abca2,abca2
Sgk3,sgk3
Arpc5l,arpc5l
Mafb,mafb
Lix1,lix1
Cdh23,cdh23
Fundc1,fundc1
Mat2b,mat2b
Kcns3,kcns3
Anxa6,anxa6
Fbxo9,fbxo9
Sepsecs,sepsecs
Abhd12,abhd12
Smndc1,smndc1
Slc7a8,slc7a8
Otc,otc
Spock3,spock3
Rbms2,rbms2
Slc12a1,slc12a1
Cacna1e,cacna1e
Cyp51,cyp51a1
Mrto4,mrto4
Atp5f1c,ehmt1
Nkain2,nkain2
Mstn,mstn.1
Erlin2,erlin2
Slc9a9,slc9a9
Rasgef1b,rasgef1b
Ism1,ncoa1
Cdc20,cdc20
Prdm11,prdm11
Cdc45,cdc45
Me2,me2
Acbd3,acbd3
Nek8,nek8
Scyl2,scyl2
4921524J17Rik,c16orf87
Arfip1,arfip1
Trps1,trps1
Wipi1,wipi1
Naa25,naa25
Mapkapk3,mapkapk3
Acacb,acacb
Glce,glce
Otud7a,otud7a
Kat14,kat14
mt-Co2,cox2
Acsl1,acsl1
Tubgcp5,tubgcp5
Cthrc1,cthrc1
Trappc1,trappc1
Thoc5,thoc5
Tph2,tph2
Krtcap2,krtcap2
Ift80,ift80
Gas8,gas8
Pak5,abo.4
Hes1,hes1
Ano1,ano1
Gmcl1,gmcl1
Chek1,chek1
Atg14,atg14
Hhip,hhip
Cacnb1,cacnb1
Nop58,nop58
Unc13c,unc13c
Lbx1,lbx1
Trim54,TRIM54
Prelid1,prelid1
Nacc1,nacc1
Galnt7,galnt7
Zbtb5,zbtb5
Casq1,casq1
Rnf38,rnf38
Tspan4,TSPAN4
Dnah10,dnah10
Cbfa2t2,cbfa2t2
Gata3,gata3
Ezr,ezr
Rasl11b,rasl11b
Glul,glul-like.1
Mtmr10,mtmr10
Pnpt1,dusp16
Ints8,ints8
Anxa3,anxa3
Prkch,prkch
Tmem129,tmem129
Carmil1,carmil1
Vps33b,vps33b
Rab3b,rab3b
Rnf166,rnf166
Ptgs2,ptgs2
Acadm,acadm
Sv2b,sv2b
Foxf1,foxf1
Calb1,calb1
Esd,esd
Aldh4a1,aldh4a1
Drd2,drd2
Herc3,herc3
Fstl5,fstl5
Pgm2,pgm2
Eif4ebp2,eif4ebp2
Ndufs4,ndufs4
Dda1,dda1
Cpeb3,cpeb3
Hmgb2,hmgb2
Ndufa8,ndufa8
Atp8b1,atp8b1
Ppargc1a,ppargc1a
Taf5,taf5
Rcn1,rcn1
Pam16,pam16
Xylt1,xylt1
Trappc8,trappc8
Osbp,osbp
Arl6ip5,arl6ip5
Lpar3,lpar3
Fat4,fat4
Upb1,upb1
Asphd2,asphd2
Atrn,atrn
Nkiras1,nkiras1
Nphp3,nphp3
Ppp5c,ppp5c
Khdrbs2,khdrbs2
Chd3,chd3
Mir425,xtr-mir-425
Ap1s3,ap1s3
Oxct1,oxct1
Mxd1,mxd1
Cfap58,cfap58
Thsd7a,thsd7a
Zfhx3,zfhx3
Rpf2,rpf2
Laptm4a,laptm4a
Tlnrd1,tlnrd1
Pde6c,pde6c
Opn1mw,opn1lw
Klhl41,klhl41
Smim12,smim12
Usp33,usp33
Brd1,brd1
Abcd1,abcd1
Atp6v0a4,atp6v0a4
Slc35a3,slc35a3.1
P4hb,p4hb
Snca,snca
Rlbp1,rlbp1
H1f0,h1-0
Gm22744,SNORD29
Spry4,spry4
Hbp1,hbp1
Kcnh8,kcnh8
Crabp2,crabp2
Igf1r,igf1r
Mir193b,xtr-mir-193
Amfr,amfr
Bicd1,bicd1
Mapk12,mapk12
Sri,sri
Ppp1r12a,ppp1r12a
Znrf1,znrf1
Insig1,insig1
Ift172,ift172
Fez1,fez1
Sirt5,sirt5
Atxn7l3,atxn7l3
Kctd12,kctd12
Jph1,jph1
Atp6v0b,atp6v0b
Pno1,pno1
Syvn1,syvn1
Ctdsp1,ctdsp1
Nubp2,nubp2
Pde6h,pde6h
Th,th
Prkcq,prkcq
Smyd1,smyd1
Gngt1,gngt1
Nkx6-1,nkx6-1
Slc1a4,slc1a4
Slc8a2,slc8a2
Mettl9,mettl9
Dnajc3,dnajc3
Aldh5a1,aldh5a1
Ikzf2,ikzf2
Tfdp1,tfdp1
Ist1,ist1
Kdm1b,kdm1b
Kbtbd4,kbtbd4
Rbm26,rbm26
Atp8b4,atp8b4
Trp53i11,tp53i11
Ptk2b,ptk2b
Edc3,edc3
Zfp143,znf143
Csgalnact2,csgalnact2
Dnm3,dnm3
Dnah3,dnah3
Rpl9,rpl9
Mlh1,mlh1
Zdhhc6,zdhhc6
Dmrt3,dmrt3
Wt1,wt1
Ski,ski
Ap3s1,ap3s1
Dgkh,dgkh
Ergic2,ergic2
Itgbl1,itgbl1
Amdhd1,amdhd1
Prex1,prex1
Gdap2,gdap2
Cdkal1,cdkal1
Wasf3,wasf3
Atp11c,atp11c
Pisd,pisd
Cldn19,cldn19
Phka1,phka1
Wnt9a,wnt9a
Tbc1d8,tbc1d8
Bdh1,bdh1a
Exosc8,exosc8
Gchfr,gchfr
Nav2,nav2
Acad8,acad8
Sema3d,sema3d
Specc1l,specc1l
Rtca,rtca
Spns2,spns2
Bnip1,bnip1
Dmxl2,dmxl2
Snord14d,SNORD14
Ubac1,ubac1
Marchf9,marchf9
Apc,apc
Crat,crata
Ddah1,ddah1
Kbtbd8,kbtbd8
Fhl1,fhl1
Mnd1,mnd1
Glyr1,glyr1
Smarcc2,smarcc2
Lamc1,lamc1
Keap1,keap1
Nsg2,nsg2
Socs6,socs6
Cntn5,cntn5
Rps20,rbm6
Fgf1,fgf1
Pfkfb2,pfkfb2
Alkbh5,alkbh5
Cacna2d2,XB5760648 [provisional:pinlyp]
Adarb2,adarb2
Mtf2,mtf2
Galns,galns
Spag7,spag7
Dus1l,dus1l
Katnb1,katnb1
Zswim4,zswim4
Synpr,synpr
Afap1,afap1
Agr3,agr3
Mrpl15,mrpl15
Cplx4,cplx4
Pde2a,pde2a
Thbs4,thbs4
Fkbp14,fkbp14
Slc38a3,slc38a3
Oscp1,oscp1
Stam,stam
Slc11a2,slc11a2
Pradc1,pradc1
Tax1bp3,tax1bp3
Piga,piga
Atf7,atf7
Vps8,vps8
Sall1,sall1
Acmsd,acmsd
Sema3f,sema3f
Vav3,vav3
Arfgef3,arfgef3
Rasgef1a,rasgef1a
Pdgfra,znf84
Mllt1,mllt1
Manf,manf
Hey2,hey2
Dach1,dach1
Asf1b,asf1b
Gdap1,gdap1
Xrn2,xrn2
Pfkfb3,pfkfb3
Mir132,xtr-mir-132
Szrd1,szrd1
Adamts3,adamts3
Pard6b,pard6b
Pank2,pank2
Garem1,mcm3
Eps15l1,eps15l1
Mir223,xtr-mir-223
Otub1,otub1
Htr5a,htr5a
Nyap2,nyap2
Raph1,raph1
Metap1d,metap1d
Anapc10,anapc10
Myo3b,myo3b
Prorsd1,prorsd1p
Chtop,chtop
Sec14l2,sec14l3
Tbx3,tbx3
Sidt2,sidt2
Notch1,notch1
Mir218-2,xtr-mir-218-2
Tpm1,tpm1
Tbx2,tbx2
Slc12a3,psmd5
Rad23b,rad23b
Nim1k,nim1k
Angptl1,angptl1
Tmtc4,tmtc4
Tec,dennd1a
Slc24a3,slc24a3
Gopc,gopc
Gramd4,gramd4
Cntn4,cntn4
Ccm2,ccm2
Gng2,gng2
Cd151,cd151
Hoxc12,hoxc12
Gns,gns
Ro60,ro60
Lyset,tmem251
Sst,sst.1
Ghitm,ghitm
Pcolce2,pcolce2
Hoxb9,hoxb9
Galnt11,galnt11
Gadl1,gadl1
Eif5a2,eif5a
R3hdm2,r3hdm2
Smc4,smc4
Ndel1,ndel1
Tmem19,tmem19
Mtmr2,mtmr2
Cadm2,cadm2
Arhgef3,arhgef3.2
Mtap,mtap
Inpp5f,inpp5f
Negr1,negr1
Pitrm1,pitrm1
Atp13a3,atp13a3
Gpr137b,gpr137b
Atg2b,atg2b
Capn1,capn1
Dgat2,dgat2
Ino80d,ino80d
Nt5dc3,nt5dc3
Clcn2,clcn2
Atl3,atl3
Med22,med22
Grm2,grm2
Clasrp,clasrp
Uso1,uso1
Wfs1,wfs1
Map3k1,map3k1
Abcc1,abcc1
Acot7,acot7
Slc6a8,slc6a8
Msmo1,msmo1
Sstr1,sstr1
Cox15,cox15
Fermt1,pik3r5
Lsm14b,lsm14b
Fam3c,fam3c
Trpm1,trpm1
Dync1li2,dync1li2
Gpr83,gpr83.2
Blmh,blmh
Scgn,scgn
Fgf7,fgf7
Psmd8,psmd8
Anp32b,anp32b
Rap1gap2,rap1gap2
Daam2,daam2
Plxna3,plxna3
Parp1,parp1
Dhtkd1,dhtkd1
Sall3,sall3
Gins3,gins3
Filip1,filip1
Stoml2,stoml2
Nubp1,nubp1
Prmt5,prmt5
Gpr63,gpr63
Slc66a2,slc66a2.1
Itpk1,itpk1
Zdhhc3,zdhhc3
Afg3l1,afg3l1p
Fgf14,fgf14
Ube2z,ube2z
Arhgap1,arhgap1
Lmnb1,lmnb1
Mrps14,mrps14
Farsa,farsa
Selenbp1,selenbp1
Rbpms,rbpms
Grin2a,grin2a
Cars1,cars1
Tram2,tram2
Ubiad1,ubiad1
Klhl36,klhl36
Spcs2,spcs2
Me1,me1
Ift57,ift57
Jun,jun
Col3a1,col3a1
Wnt16,wnt16
Lrfn2,lrfn2
Anxa4,anxa4
Pitpnm2,pitpnm2
Snx2,snx24
Dse,dse
Stk39,stk39
Slc25a21,slc25a21
Slc25a15,slc25a15.2
Auts2,auts2
Iffo2,iffo2
Zcrb1,zcrb1
Fkbp2,fkbp2
Prss23,prss23
St8sia5,st8sia5
Ewsr1,ewsr1
Adcyap1r1,adcyap1r1
G3bp1,g3bp1
Baiap2,baiap2
Gmppa,gmppa
Sesn1,sesn1
Rdh14,rdh14
Acaa1a,acaa1
Cryba4,cryba4
Gtf2f1,gtf2f1
Colgalt2,colgalt2
Npas3,npas3
Pir,pir
Nell1,NELL1
Thbs2,thbs2
Swap70,swap70
Rilpl1,rilpl1
Zfp608,znf608
Arnt,arnt
Psen1,psen1
Akr1a1,akr1a1
Mre11a,mre11
Foxj3,foxj3
Uchl3,uchl3
Psmb4,psmb4
Limk1,limk1
Ndfip1,ndfip1
Reep2,reep2
Cdc37,cdc37
Vapa,vapa
Dock8,dock8
Helz,eaf2
Nrsn1,nrsn1
Oprk1,oprk1
Emc8,emc8
Exosc7,exosc7
Bmerb1,bmerb1
Stambpl1,stambpl1
Fgfr2,fgfr2
Slc38a2,slc38a2
Coa5,coa5
Plaa,plaa
Ntmt1,ntmt1
Josd1,josd1
Stx5a,stx5
Man2a2,man2a2
Il1rapl2,il1rapl2
Me3,me3
Slc35b1,slc35b1
Alg9,alg9
Hsph1,hsph1
Wnt10a,wnt10a
Zbtb34,zbtb34
Dlst,dlst
Cmah,cmahp
Fezf1,fezf1
Scin,scin
Slitrk5,slitrk5
Rps28,rps28p9
Pde1a,pde1a
Ndufs3,ndufs3
Dcun1d3,dcun1d3
Arsj,arsj
Cnga1,cnga1
Rcan2,rcan2
Cat,cat.3
Ap3b2,ap3b2
Mex3b,mex3b
Dll1,dll1
Max,max
Hip1r,hip1r
St3gal2,st3gal2.1
Tmcc2,tmcc2
Alad,alad
Capn5,capn5
Agps,agps
Tnni2,tnni2
Bnip3l,bnip3l
Mthfr,mthfr
Slc35e2,slc35e2b
Atg4a,atg4a
Gm25970,SNORD127
Pdxk,pdxk
Pck2,pck2
D6Wsu163e,c12orf4
Btk,btk
Wnt8b,wnt8b
St6galnac5,st6galnac5
Aacs,aacs
Tmem30a,tmem30a
Clec16a,clec16a
Ttc39a,ttc39a
Fezf2,fezf2
Rab26,rab26
Aspn,aspn
Elovl2,elovl2
Arhgdib,arhgdib
Vti1a,vti1a
Cox7a2,cox7a2
Slc7a2,slc7a2.1
Tmem9b,tmem9b
Kbtbd3,kbtbd3
Ttc21b,ttc21b
Gnal,gnal
Isl2,isl2
Fbln5,fbln5
Tpm2,tpm2
Rhobtb2,rhobtb2
Aimp1,aimp1
Dnajc5b,dnajc5b
Lgr5,lgr5
Ddc,ddc
Acer3,acer3
Pgbd5,pgbd5
Nup107,nup107
Dennd11,dennd11
Vps13d,vps13d
Drgx,drgx
Ptp4a1,ptp4a1
Pbx2,pbx2
Bgn,bgn
G6pdx,g6pd
Pmm2,pmm1
Cyba,cyba
Dusp7,dusp7
Aldh9a1,aldh9a1
Ttll9,ttll9
Gjc1,gjc1
Kif13a,kif13a
Lrba,lrba
Bcl11b,bcl11b
Dipk1a,dipk1a
Plod2,plod2
Acvr1c,acvr1c
Slc38a1,slc38a1
Med1,med1
Gmfg,gmfg
Ak1,ak1
Tpst2,tpst2
Ints3,ints3
Sp8,sp8
Ecel1,ecel1
Stox2,stox2
Kcnab3,kcnab3
Wdr26,wdr26
S1pr1,s1pr1
Arid2,arid2
Efl1,efl1
Mir196b,xtr-mir-196b
Ppp4r1,ppp4r1
Oit3,oit3
Slc35d1,slc35d1
Magi1,magi1
Mtln,MTLN
Add1,add1
Uba6,uba6
Stk4,stk4
Osbpl1a,osbpl1a
Tmem39b,tmem39b
Mgat4c,mgat4c
Yipf5,yipf5
Tob2,tob2
Igsf9b,igsf9b
Dgke,dgke
Cacna1b,CACNA1B
Slc6a4,slc6a4
Col9a3,col9a3
Mrpl20,mrpl20
Smg8,smg8
Alg5,alg5
Nkain3,nkain3
Nfatc1,nfatc1
Klhdc8a,klhdc8a
Hoxc13,HOXC13
Cdh4,cdh4
Spry2,spry2
Sel1l,sel1l
Lrrc7,lrrc7
Agpat4,agpat4
Eya2,eya2
Cfap298,cfap298
Rbm46,rbm46
Kcnq3,kcnq3
Nrxn2,nrxn2
Crebrf,crebrf
Sntb1,sntb1
Cox5a,cox5a
Mfsd1,mfsd1
Rhbdf2,rhbdf2
Eif3a,eif3a
Edem1,edem1
Pacsin1,pacsin1
Ola1,ola1
Vamp2,vamp2
Galnt16,galnt16
Hpd,hpd
Chat,chat
Efcab2,efcab2
Adamts17,adamts17
Eefsec,eefsec
Gpat3,gpat3
Zfp319,znf319
Pip4k2c,pip4k2c
Wnt2b,wnt2b
Npr2,npr2
Tmem150c,tmem150c
Atp6v1c2,atp6v1c2
Ppp1r21,ppp1r21
Col25a1,col25a1.2
Neurod2,neurod2
Foxc1,foxc1
Hoxb6,hoxb6
Dysf,DYSF
Ect2,ect2
Wars1,wars1
Frzb,frzb
Dapk3,dapk3
Abhd6,abhd6
Avl9,avl9
Cacna1a,cacna1a
Dock5,dock5
Sumo1,sumo1
Dbt,dbt
Bysl,bysl
Zmynd8,zmynd8
Elovl7,elovl7
Gsk3a,gsk3a
Pigc,pigc
Gsn,gsn
Sh3rf1,sh3rf1
Rsrc2,rsrc2
Gipc1,gipc1
Kcnq4,kcnq4
Atg5,atg5
Psmb8,psmb8
Axin1,axin1
Myl2,myl2
Tlx1,tlx1
Foxi1,foxi1
Wls,wls
Ntmt2,ntmt2
Anxa11,anxa11
Kcnk12,kcnk12
Utp11,utp11
Ccdc88a,ccdc88a
Khsrp,khsrp
Adamts5,adamts5
Prdm10,prdm10
Ppic,ppic
Dpys,dpys
Riok3,riok3
Abr,abr
Pycr1,pycr1
Greb1l,greb1l
Sox8,sox8
Cluh,cluh
Homer2,homer2
Itgb3,itgb3
Tasp1,tasp1
Ndrg1,ndrg1
Egr1,egr1
Chd9,chd9
Tmed4,tmed4
Erlec1,erlec1
Mbd5,mbd5
Elk3,elk3
Edar,edar
Slc25a24,slc25a24
Pdk4,pdk4
Hspa12b,hspa12b
Cactin,cactin
Slc38a4,slc38a4
Efemp2,efemp2
Cwc27,cwc27
Eif3h,eif3h
Gab1,gab1
Cxcr4,cxcr4
Mgat5b,mgat5b
Vldlr,vldlr
Galnt6,galnt6.3
Hoxa6,hoxa6
Bmp2,bmp2
Brd2,brd2
Iscu,iscu
Dnah2,dnah2
Klhl11,klhl11
Lsm1,lsm1
Gas7,gas7
Slc25a28,slc25a28
Cds1,cds1
Kcnj5,kcnj5
Ntn4,ntn4
Pitpnm3,pitpnm3
Myf6,myf6
Taf8,taf8
Abl2,abl2
Nbeal1,nbeal1
Shank2,shank2
Ncor1,ncor1
Chst1,chst1
Nr1h2,nr1h2
Pdia3,pdia3
Exosc9,exosc9
Maob,maob
Anxa5,anxa5
Lgr4,lgr4
Eif4e3,eif4e3
Nptx2,nptx2
Angptl7,angptl7
Virma,virma
Kcnf1,kcnf1
Shisa3,shisa3
Stx18,stx18
Appl2,appl2
Dmxl1,dmxl1
Mir202,xtr-mir-202-2
Kcnj15,kcnj15
Csrnp3,csrnp3
Ash2l,ash2l
Fam32a,fam32a
Aass,aass
Acox1,acox1
Alpl,alpl
Chsy3,chsy3
Pou3f2,pou3f2
Ntng2,ntng2
Katnal2,katnal2
Rpf1,rpf1
Ctdnep1,ctdnep1
Cacna1f,cacna1f
Larp1,larp1
Rpa1,rpa1
Gltp,gltp
Zfp532,znf532
Sema3e,sema3e
Cutc,cutc
Ssr4,ssr4
Tent5d,tent5d
Pter,pter
Ghsr,ghsr
Piwil1,piwil1
Osbpl11,osbpl11
Ints6l,ints6l
Sgtb,sgtb
Cacna1i,cacna1i
Nr6a1,nr6a1
St7l,st7l
Ambra1,ambra1
Htr7,htr7
Mcrip1,mcrip1
Mcoln3,mcoln3
Gpcpd1,gpcpd1
Tmem104,tmem104
Hoxb5,hoxb5
Poglut3,poglut3
Parn,parn
Kdm4a,kdm4a
Rabl3,rabl3
Col1a2,col1a2
Dnajb12,dnajb12
Mpp2,mpp2
Cdh13,cdh13
Dok5,dok5
Bcr,casp2
Trmu,trmu
Trp73,tp73
Ubap2l,ubap2l
Sorcs3,sorcs3
Slc25a27,slc25a27
Asb6,asb6
Ppp4r4,ppp4r4
Ano6,ano6
Pjvk,pjvk
Chrna2,chrna2
Runx3,runx3
Rag1,RAG1
Hddc2,hddc2
Pdcd4,pdcd4
Sgms1,sgms1
Nfxl1,nfxl1
C1galt1,c1galt1
Slc5a8,slc5a8.1
Bin3,bin3
Serpine2,serpine2
Itga11,itga11
Slco5a1,slco5a1
Itsn2,itsn2
Ptgr3,zadh2
T,tbxt
Prph2,prph2
Cln6,cln6
6430548M08Rik,kiaa0513
Tfap2e,tfap2e
Vash2,vash2
Sdcbp,sdcbp
Ficd,ficd
Smg5,smg5
Igf1,igf1
Pias2,pias2
Mccc1,mccc1
Capn2,capn2
Lgalsl,lgalsl
Arhgdia,arhgdia
Rpl7,rpl7
Kcna4,kcna4
Txndc12,txndc12
Ttyh3,ttyh3
Evi5l,evi5l
Nit2,nit2
Paqr9,paqr9
Tbc1d16,tbc1d16
Pes1,pes1
Slc25a18,slc25a18
Tmem38a,tmem38a
Oaz1,oaz1
Vamp3,vamp3
Dlat,dlat
Fgr,fgr
Hspa13,hspa13
Plk2,plk2
Sntg2,sntg2
Ube2v2,ube2v2
Klhl21,klhl21
Agap1,agap1
Foxp4,foxp4
Dpp6,dpp6
Wee1,wee1
Vwa8,vwa8
Srsf9,srsf9
Wasl,wasl
Ift74,ift74
Gabrr3,gabrr3
Ralgapa2,ralgapa2
Ugt8a,ugt8
Mthfd1l,mthfd1l
Cbfa2t3,cbfa2t3
Eipr1,eipr1
4933434E20Rik,c1orf43
Sik2,sik2
Prkar2a,prkar2a
Ampd1,ampd1
Zfp609,znf609
Ush1g,ush1g
Galnt3,galnt3
Cox7a2l,cox7a2l
Slc33a1,pomp
Foxa2,foxa2
Cltb,cltb
Nfix,nfix
Smg7,smg7
Lamb1,lamb1
Sh3yl1,sh3yl1
Ercc4,ercc4
Cdc42ep3,cdc42ep3
Hoxa1,hoxa1
Tub,tub
Ptprr,ptprr
Ark2n,c18orf25
Dgcr2,dgcr2
Sqor,sqor
Rab19,rab19
Neurl1a,neurl1
Hoxd13,hoxd13
Paxbp1,paxbp1
Ppm1g,ppm1g
Guca1a,guca1a
Twf2,twf2
Mcm8,mcm8
Mir192,xtr-mir-192
Tbc1d8b,tbc1d8b
Tmem35a,tmem35a
Acss1,acss1
Slc30a2,slc30a2
Bbip1,BBIP1
Msl2,msl2
Epha2,epha2
Rida,rida
Sh3bp5,sh3bp5
Agtpbp1,agtpbp1
Clip2,clip2
Itm2b,itm2b
Slc35c1,slc35c1
Col12a1,col12a1
Adcy6,adcy6
Tspan18,tspan18
Snora28,SNORA28
Ncoa2,ncoa2
Klhl23,klhl23
Slc40a1,slc40a1
Pklr,pklr
Tafazzin,tafazzin
Cdh9,cdh9
Rab3ip,rab3ip
Mir187,xtr-mir-187
Bcl9,bcl9
Rnf13,rnf13
Enpp2,enpp2
B3gat2,b3gat2
Gpd1,gpd1
Hao1,hao1
Slc30a9,slc30a9
Ptpn1,ptpn1
Rfx1,rfx1
Sbf1,sbf1
Angpt2,angpt2
Cluap1,cluap1
Megf11,megf11
Ftcd,ftcd
Nek2,nek2
Wsb2,wsb2
Arhgap10,arhgap10
Nudc,nudc
Vdr,vdr
Gpc4,gpc4
Gskip,gskip
Tacr3,tacr3
Cldn18,cldn18
Ntrk2,ntrk2
Tmem163,tmem163
Dpysl4,dpysl4
Nabp2,nabp2
Stim2,stim2
Glra3,glra3
Car7,ca7
Shh,shh
Smim14,smim14
Ucp3,ucp3
Fndc3b,fndc3b
Msantd1,msantd1
Avil,avil
Zfp821,znf821
Dgki,dgki
Fn1,fn1
Taf6,taf6
Dnajb9,dnajb9
Furin,furin
Fam120c,fam120c
Pex19,pex19
Bnip2,bnip2
Taf12,taf12
Washc3,washc3
Cyp2r1,cyp2r1
Fcho2,fcho2
Zbtb43,zbtb43
Patz1,patz1
Pepd,pepd
Wdr3,wdr3
Tpra1,tpra1
Clns1a,clns1a
Mir18,xtr-mir-18a
Mex3a,mex3a
Tbc1d15,tbc1d15
Rfk,rfk
Impa2,impa2
Cnn1,cnn1
Kif26b,kif26b
Rcan1,rcan1
Ddx55,ddx55
Ankrd13b,ankrd13b
Zc3h12b,zc3h12b
Atxn2,atxn2
Npc1,npc1
Papolg,papolg
Nptn,nptn
Pitpnb,pitpnb.2
Bsx,bsx
Sfxn2,sfxn2
Rxfp1,rxfp1
Stac3,stac3
Slc25a23,slc25a23
Sds,sds
Vps52,vps52
Spred2,spred2
Chst3,chst3
Unc45a,unc45a
Cherp,cherp
Nedd4l,nedd4l
Coro1a,coro1a
Cnga3,cnga3
Mier3,mier3
Fat1,fat1
Mief1,mief1
Atr,xrn1
Cbx6,cbx6
Nek9,nek9
Clpp,clpp
Sdf2,sdf2
Sp3,sp3
Gjb1,gjb1
Pou1f1,pou1f1
Dhps,dhps
Spsb1,SPSB1
Ldlrap1,ldlrap1
Chrm4,chrm4
Gpsm1,gpsm1
Snx33,snx33
Prdm4,prdm4
Rgma,rgma
Ihh,ihh
Adam23,adam23
Pex13,pex13
Bbs9,bbs9
Cth,cth
Foxo3,foxo3
Nup188,nup188
P4ha2,p4ha2
Lpin2,lpin2
Elp3,elp3
Mapre1,mapre1
Asb13,asb13
Tnfaip8l3,tnfaip8l3
Pde4a,pde4a
Samd13,samd13
Nefl,nefl
Snord73b,SNORD73
Pcif1,pcif1
Pofut1,pofut1
Nckap1l,nckap1l
Sec24a,sco2
Trim37,trim37
Cdh22,cdh22
Tmcc1,tmcc1
Gfi1,gfi1
Dscc1,dscc1
Mkrn1,mkrn1
Rgmb,rgmb
Cacul1,cacul1
Doc2a,doc2a
Cmpk1,cmpk1
Dock10,dock10
S1pr3,s1pr3
Lmbr1l,lmbr1l
Kcnc1,kcnc1
Kcnip3,kcnip3
Cox7c,cox7c
Slc13a4,slc13a4
B4galt2,b4galt2
Yipf6,yipf6
Kcnc4,kcnc4
Sec14l5,sec14l1
Zfp827,znf827
Dmd,dmd.3
Llgl2,llgl2
Sh3gl3,sh3gl3
Llgl1,llgl1
Ppp3cc,ppp3cb
Cartpt,cartpt
Eef2k,eef2k
Mettl6,mettl6
Emg1,emg1
