zebrafish gene name,frog gene name
XRCC5,tmem169
PRMT6,prmt6
BCL9,bcl9
PDGFRL,pdgfrl
RPA3,rpa3
PBRM1,pbrm1
DAP,dap
LZTS2,lzts2
FAM72D,fam72a
MMP23B,mmp23b
CCNB1,ccnb1
TES,tes
SMIM8,smim8
CPB1,cpb1
tecrl2b,mgc146850
FOXO1,foxo1
SLC30A8,slc30a8
GUCY1A1,gucy1a1
COL4A1,col4a1
FKBP10,fkbp10
zgc:162297,XB5931222 [provisional]
B4GALNT1,b4galnt1
ERBIN,erbin
SLC12A1,slc12a1
MLYCD,mlycd
MYT1,myt1
SHISA3,shisa3
SLC36A1,slc36a1
CDH13,cdh13
CUBN,cubn
TMEM150C,tmem150c
MOSPD2,mospd2
CC2D2A,cc2d2a
LRRC39,lrrc39
PAQR5,paqr5
RNF152,rnf152
HS6ST3,nr1d1
rx2,rax2
HOXD9,hoxd9
UVRAG,uvrag
TK2,tk2
PDGFC,pdgfc
PEX14,pex14
FIGNL1,fignl1
CPZ,cpz
DPH1,dph1
TFEC,tfec
BMP3,bmp3
cyp1c2,cyp1c1
GRIFIN,GRIFIN
TSHZ2,tshz2
DCUN1D3,dcun1d3
cplx4c,XB5845204 [provisional:cplx4]
FAM184A,fam184a
SOSTDC1,sostdc1
CFAP299,cfap299
DAO,dao
HOXB4,hoxb4
NYAP2,nyap2
NLN,maz
C1QTNF4,c1qtnf4
ABLIM1,ablim1
spo11,spo11
MTMR8,mtmr8
TTC27,ttc27
WWC3,wwc3
PEX12,pex12
TRUB1,trub1
CYBRD1,cybrd1
RFXANK,rfxank
EIF4G1,eif4g1
LRRC18,lrrc18
SEMA3E,sema3e
SLC13A1,slc13a1
gna15.1,gna11
GPC4,gpc4
GJA10,gja10
PCDH15,pcdh15
PUM3,pum3
CLN6,cln6
NPY2R,npy2r
GXYLT2,gxylt2
OSBPL8,osbpl8
C24H8orf34,c8orf34
FAM163B,fam163b
add2,add2
ALS2,als2
myl13,myl3
UTP23,utp23
stxbp3,stxbp3
zgc:101569,XB941699 [provisional]
KCTD14,kctd14
ZNF385B,znf385b
CILP2,cilp2
SPART,spart
DDAH1,ddah1
CHST12,chst12
OGFOD2,ogfod2
INPPL1,inppl1
PBK,pbk
HYI,hyi
SRD5A1,srd5a1
AGMO,efhc1
FLNB,flnb
CDCP2,cdcp2
ASPN,aspn
SNX29,snx29
ITGA11,itga11
SELENOF,selenof
BACH2,bach2
ALPP,alpi.1
tox2,tox2
R3HDML,r3hdml
TRIM36,trim36
TRAPPC12,trappc12
ALG1L2,alg1
LYSMD2,btnl8
SLC35A5,slc35a5
zgc:113054,mgc147226
SEMA6C,sema6c
tmtopsb,tmtops.2
GPR18,gpr18
CRYM,crym
RNLS,rnls
TMCC3,tmcc3
PPP6R2,ppp6r2
NDUFB5,ndufb5
SS18L2,ss18l2
FLRT1,flrt1
MVK,mvk
TPK1,tpk1
FANCL,fancl
LRIT2,lrit2
AGRN,agrn
TPR,tpr
GBA3,or51e1
SLAIN2,slain2
rdh1,XB5957220 [provisional]
JMJD4,jmjd4
BCCIP,bccip
ZZEF1,zzef1
PDE3A,PDE3A
ITGBL1,itgbl1
PSMG3,psmg3
hyal6,hyal4
SZRD1,szrd1
ATG4C,atg4c
RNASEH2B,rnaseh2b
ADCY7,adcy7
KLHL22,klhl22
PLA2G12B,aamp
BCAR3,bcar3
CSRNP3,csrnp3
EMX1,emx1
NR1D2,nr1d2
GNPAT,gnpat
FAM20A,fam20a
CASP3,casp3.2
RASSF10,RASSF10
CTIF,ctif
KCNJ15,kcnj15
USP31,usp31
FGB,fgb
CYP11A1,cyp11a1
AASDHPPT,aasdhppt
SLC16A6,slc16a6
PSMG2,psmg2
ACSF3,acsf3
PLCE1,plce1
LRCH1,lrch1
KCNH4,kcnh4
CEP290,cep290
TCF7,tcf7
MFSD9,mfsd9
KCTD4,kctd4
zgc:194209,apmapl
DCAF15,dcaf15
HEATR5A,heatr5a
SNRNP35,snrnp35
ALLC,allc
OTOS,otos
GATAD2A,gatad2a
INTS12,ints12
SNX8,snx8
TXNDC5,txndc5
RAD51C,rad51c
MICAL2,mical2
CLDN11,cldn11
BLVRA,blvra
LOXL4,loxl4
FRK,frk
CCNH,ccnh
SNAP91,snap91
ZBTB17,zbtb17
TBC1D14,tbc1d14
ARHGAP17,arhgap17
VIP,vip
TAFA5,tafa5
POU6F1,pou6f1
NUDCD1,nudcd1
FILIP1,filip1
MRPS11,mrps11
ANTXR2,antxr2
MRPL43,mrpl43
STC2,stc2
PDLIM3,pdlim3
PIGS,pigs
GPR137C,gpr137c
zgc:174895,XB5852426 [provisional:aprt]
AMBRA1,ambra1
CP,cp
ABAT,mettl22
JMJD1C,jmjd1c
PSME3IP1,psme3ip1
VIPR2,vipr2
BLOC1S6,bloc1s6
MRPS23,mrps23
SEM1,sem1
ANKRD13A,ankrd13a
chst6,chst6
ZCCHC17,zcchc17
MICU3,micu3
grapb,grap
NCAPG,ncapg
HINFP,hinfp
ADAP2,adap2
DHRS13,dhrs13
MTX3,mtx3
RAD54B,rad54b
FUT10,fut10
PPL,ppl
TYW3,tyw3
USP30,usp30
MCFD2,mcfd2
SLC22A13,slc22a13
YDJC,ydjc
SRSF6,srsf6
SLC5A8,slc5a8.1
ITPKC,itpkc
HOXA1,hoxa1
PDGFD,pdgfd
TRIM33,trim33
CLN8,cln8
ncl,ncl
CCDC186,ccdc186
tbc1d12b,tbc1d12
SLITRK5,slitrk5
RNF111,rnf111
si:ch73-62b13.1,chst1l
lnx2b,XB5786944 [provisional:lnx2]
VIRMA,virma
ZBTB44,zbtb44
zgc:158403,ttc39al
ARSB,arsb
MON1A,mon1a
PLEKHA8,plekha8
KCNJ1,kcnj1
LNX1,lnx1
MARVELD2,marveld2
CFTR,cftr
DMTF1,vwa5a.2
PHAX,phax
MBOAT7,mboat7
ZNRF3,znrf3
TMEM18,tmem18
prok2,prok2
FOXN4,foxn4
ITGB6,itgb6
ANKRD34B,ankrd34b
ADAM12,adam12
DNAH11,dnah11
ASB13,asb13
SREK1IP1,srek1ip1
PRDM14,prdm14
IBTK,ibtk
MAP3K9,map3k9
SKIC3,ttc37
LIPC,lipc
SPOCK3,spock3
TNNT3,tnnt3
HAPLN3,hapln3
IGF1,igf1
GTPBP6,gtpbp6
uvssa,uvssa
PPP1R3C,ppp1r3c
MCOLN3,mcoln3
CTXN3,ctxn3
RBP4,rbp4
NDUFB1,ndufb1
LYPLA2,lypla2
BHLHE41,bhlhe41
STK33,stk33
TNR,tnr
lrrc75ba,lrrc75b
SREK1,srek1
LRIT1,lrit1
CENPV,cenpv
PKIB,pkib
CTDP1,ctdp1
B3GNT2,b3gnt2
zgc:112496,linc02867
CHFR,chfr
NDE1,nde1
VAMP4,vamp4
CDKN2AIPNL,cdkn2aipnl
POLL,poll
INSM1,insm1
SFSWAP,sfswap
ALG10,alg10
CFAP96,c4orf47
PLCD1,plcd1
E2F5,e2f5
VEGFC,vegfc
GRTP1,grtp1
ANXA1,anxa1.2
RHBDD1,rhbdd1
CCNE1,ccne1
WHRN,whrn
TMEM126A,tmem126a
FIG4,fig4
dnajc5ga,dnajc5g
urad,urad
MARVELD1,marveld1
ZFP36L2,zfp36l2
SLCO1C1,slco1c1
GFRA1,gfra1
GDA,gda
ZNF536,znf536
MAP3K8,map3k8
EPB41,epb41
EVX1,evx1
RCOR2,rcor2
CALHM2,calhm2
NPY,npy
PPP1R14B,ppp1r14b
ZC2HC1A,zc2hc1a
ARHGAP15,arhgap15
ORC6,orc6
ADGRL4,adgrl4
ARID2,arid2
FSHR,fshr
PHF21A,phf21a
TRIT1,trit1
BHLHE23,bhlhe23
CIR1,cir1
PNPLA8,pnpla8
XKRX,xkrx
ARSG,arsg
QTRT2,qtrt2
ST6GALNAC3,st6galnac3
zgc:136439,XB5749127 [provisional]
ADO,ado
CREB3L1,creb3l1
IRF8,irf8
KCNQ3,kcnq3
SPCS1,spcs1
si:ch211-153b23.4,satpa
TWF1,twf1
FBXO21,fbxo21
MT-ND6,nd6
RARS2,rars2
DISP1,disp1
LGALSL,lgalsl
PTPN2,ptpn2
PIPOX,pipox
CREBRF,crebrf
PNPLA3,pnpla3
TGFBR2,tgfbr2
SKOR1,skor1
MIGA1,miga1
CDK5RAP3,cdk5rap3
PPARGC1A,ppargc1a
YIPF1,yipf1
FGF5,fgf5
CABIN1,cabin1
POLRMT,polrmt
hdac9b,hdac9
METTL23,mettl23
C2H5orf22,c5orf22
SORT1,sort1
WAPL,wapl
PDGFRA,znf84
U4,U4
GPR155,gpr155
SIPA1L3,sipa1l3
HELQ,helq
TFEB,neu3.3
PDZRN4,pdzrn4
DMTN,dmtn
GPBP1L1,gpbp1l1
CDCA7,cdca7
MITF,mitf
TECPR2,tecpr2
SCFD2,scfd2
ccdc80,ccdc80
FKBP7,fam166c
SOBP,sobp
dhfr,dhfr
B3GLCT,b3glct
HSF2,hsf2
CNNM1,cnnm1
GLIS2,glis2
ACKR3,ackr3
C7H19orf12,c19orf12
RIC8B,ric8b
CCDC3,ccdc3
PKHD1L1,pkhd1l1.1
MFSD4A,mfsd4a
TRIM55,trim55
neff1,nif
WDR75,wdr75
b3gnt7l,XB5969542
DNAJC21,dnajc21
KLHL30,klhl30
LYST,lyst
MORN3,morn3
NAXD,naxd
RNASEH1,rnaseh1
SPI1,spi1
arhgap28,arhgap28
CARNMT1,nmrk1
ak8,ak8
USP8,usp8
arhgap29a,arhgap29
AQP8,aqp8
PSTPIP1,pstpip1
tgfbr2l,tgfbr2l
TMEM179,tmem179
ZBED4,zbed4
ABCB9,abcb9
EFCAB7,efcab7
GLT1D1,glt1d1
TBC1D30,tbc1d30
ADIPOQ,adipoq
HSPB8,hspb8
DMRT2,dmrt2
JUNB,junb
DEPDC7,depdc7
HLTF,hltf
ARHGEF38,arhgef38
ELL2,ell2
TCF24,tcf24
ACER1,acer1
npas2,pasd1
EDA,eda
WDR41,wdr41
EPHX1,ephx1
TNS1,tns1
BEND4,bend4
SCLY,scly
SPRY1,spry1
GPC6,gpc6
SMYD1,smyd1
XPNPEP2,xpnpep2
FASTKD1,fastkd1
hoxa9b,hoxa9
PRMT9,prmt9
TRMT13,trmt13
B3GALNT2,b3galnt2
C9H2orf76,c2orf76
STMN3,stmn3
MFSD11,mfsd11
UPF3B,upf3b
ZNF148,znf148
WDR90,wdr90
vmn2r1,vn2r1p
PHF12,phf12
PDGFA,pdgfa
PROM1,prom1
PEX2,pex2
SMPDL3A,smpdl3a
SLC52A3,slc52a3
POSTN,postn
SLC3A1,slc3a1
RAD17,rad17
ABHD11,abhd11
SLC38A11,slc38a11
AP3B1,ap3b1
GPR61,gpr61
NKAIN4,nkain4
MRPS22,mrps22
pvalb8,ocm1
TCIM,tcim
FAM210A,fam210a
LAMA1,lama1
RBM12,rbm12
PIGB,pigb
CYP1B1,cyp1b1
FGL2,fgl2
PAK6,pak6
AXIN2,AXIN2
ppp1r12b,ppp1r12b
ASAH2,asah2
SVIL,svil
ISLR,islr2
CFAP300,cfap300
CRELD2,creld2
ID2,id2
TRIP11,trip11
ADAMTSL3,adamtsl3
CALML4,calml4
EEA1,eea1
CNTN1,cntn1
ARID1B,arid1b
DDX59,ddx59
HOPX,hopx
ACBD6,acbd6
GPR183,gpr183.2
NEIL3,neil3
GGNBP2,ggnbp2
CAV2,cav2
SFMBT1,sfmbt1
TMBIM1,tmbim1
TSPAN1,tspan1
aqp7,aqp7
LRPPRC,lrpprc
CYP19A1,cyp19a1
HOXC5,hoxc5
ODF2,odf2
si:ch211-126i22.5,kiaa1958
EPHX2,ephx2
BHLHE40,bhlhe40
STIM1,stim1
DCLRE1C,dclre1c
RBSN,rbsn
MGST2,mgst2
EVL,evl
CMC2,cmc2
VWA2,vwa2
NKD1,nkd1
NDC1,ndc1
pdx1,pdx1
THSD7B,thsd7b
CTU2,ctu2
CAMKMT,camkmt
PAQR8,paqr8
SLC9B1,slc9b2
DDX31,ddx31
PLEKHH2,plekhh2
STX8,stx8
PIGC,pigc
SRXN1,SRXN1
TTC7A,ttc7a
F2RL1,f2rl1
asb2a.1,asb2
ASNSD1,asnsd1
PDK3,pdk3
MAMDC2,mamdc2
ULK4,ulk4
irf2b,irf2
NFATC2,nfatc2
TEX11,tex11
dnaaf9,dnaaf9
IGFBP5,igfbp5
SBSPON,sbspon
RAPGEFL1,rapgefl1
TMEM214,tmem214
si:dkey-16j16.4,mgc86483
gpx3,gpx3
METRNL,metrnl
WDSUB1,wdsub1
mrpl53,mrpl53
TMEM177,tmem177
SP3,sp3
TREH,treh
ATF2,chn1
APBB1IP,apbb1ip
ATP10D,atp10d
PLA2G7,pla2g7
RNMT,rnmt
GEM,gem
HTR3B,htr3b
IPMK,ipmk
AFG2B,spata5l1
WEE2,wee2
NPR3,npr3
USP28,usp28
DENND1A,dennd1a
AP4S1,ap4s1
KANK1,kank1
MET,met
micos13,micos13
CHDH,CHDH
CDIN1,cdin1
NAT16,nat16
BPTF,bptf
C5H9orf85,c9orf85
MEP1B,mep1b
DRC3,drc3
AZIN1,azin1
TOE1,toe1
ASCC1,ascc1
DNAAF11,dnaaf11
LRRK1,lrrk1
METTL21EP,mettl21ep
METTL13,mettl13
NCOR2,ncor2
COL4A2,col4a2
EEF1AKMT1,eef1akmt1
VWC2,vwc2
ASB1,asb1
tnni4b.2,tnni1.2
CEP170,cep170
MAIP1,maip1
ANKRD33B,ankrd33b
AMOTL2,amotl2
SRP9,srp9
ZNF704,znf704
TECPR1,tecpr1
GDF5,gdf5
ITIH2,itih2
PHOSPHO2,phospho2
P3H1,p3h1
TRPS1,trps1
DLC1,dlc1
SRBD1,XB5903316 [provisional:slc66a1]
NAV1,nav1
IKZF2,ikzf2
MFSD6,mfsd6
DHX58,dhx58
STEAP3,steap3
AGPAT2,agpat2
hmx1,hmx1
DYNC2I2,dync2i2
DHX32,dhx32
LACTB,lactb
ASB15,asb15
GADD45B,gadd45b
NOM1,nom1
GDF10,gdf10
ATP6V1C2,atp6v1c2
CALHM3,calhm3
adcyap1b,adcyap1
IPPK,ippk
IQSEC3,iqsec3
APLP1,aplp1
HSPB3,hspb3
CEBPD,cebpd
TMED1,tmed1
ZBTB10,zbtb10
CLEC3B,clec3b
HEATR3,heatr3
cox17,cox17
ZMYM2,zmym2
TRMT5,trmt5
ARHGAP21,arhgap21
ldb3a,ldb3
ADRB2,adrb2
ttc9b,ttc9b
BTG4,elp6
RBM15B,rbm15b
PLCH1,plch1
GPATCH1,gpatch1
SMARCAD1,smarcad1
SPRED1,spred1
NAA30,naa30
SLC35G1,slc35g1
ARSK,arsk
BBLN,bbln
RAB11FIP4,rab11fip4
shcbp1,shcbp1
NIFK,nifk
NTHL1,nthl1
BAIAP2L1,baiap2l1
MIR15B,xtr-mir-15b
HVCN1,hvcn1
NFIL3,nfil3
sh3bgr,sh3bgr
FN3KRP,fn3k
MRPL48,mrpl48
ppfibp2a,ppfibp2
RHBG,rhbg
dkk1b,dkk1
TCAIM,tcaim
MGME1,mgme1
dpep2,dpep2
KMT2C,kmt2c
NR3C2,nr3c2
IRS2,IRS2
TMEM132C,tmem132c
ACTR8,actr8
MYCN,mycn
SMPX,smpx
ZC3H18,zc3h18
NTN4,ntn4
KERA,kera
SPATA17,spata17
SALL4,sall4
GPR101,gpr101
kdrl,kdrl
ANXA3,anxa3
HOOK2,hook2
ITGA1,itga1
MYB,myb
PPP1R21,ppp1r21
NID2,nid2
MCM9,mcm9
GCNT3,gcnt3
RPUSD2,rpusd2
SPECC1,specc1
PATJ,patj
CDC42EP4,cdc42ep4
cdx1a,cdx1
CCDC85A,ccdc85a
CAMLG,camlg
CDT1,cdt1
MGST1,mgst1
NPNT,npnt
brinp2,brinp2
ltk,ltk
ewsr1b,ewsr1
CIAPIN1,ciapin1
GDF7,gdf7
tha1,tha1p
UCN3,ucn3
CFAP91,cfap91
faah,faah.1
hcls1,hcls1
INPP4B,inpp4b
TPD52L1,tpd52l1
TRPM7,XB5892783 [provisional:trpm7]
JADE2,jade2
LRRN3,lrrn3
PPIG,ppig
PER3,per3
AADAC,aadac
PAOX,paox
ANKRD16,ankrd16
AS3MT,as3mt.2
BRIP1,brip1
fmo5,MGC89174
ARRDC1,arrdc1
MLF1,mlf1
ftcdnl1,XB5818974 [provisional]
USP45,usp45
FAM151B,fam151b
ARID4B,arid4b
FAM219B,FAM219B
MTMR12,mtmr12
TTC32,ttc32
EGFL6,egfl6
SNCG,sncg
KIAA0232,kiaa0232
BICDL1,bicdl1
WDR43,wdr43
SMCR8,smcr8
ANKAR,ankar
GLCCI1,glcci1
TAF3,taf3
SCML4,scml4
CDC42SE1,cdc42se1
MRM2,mrm2
foxd5,foxd4l1.1
MAPK8IP2,mapk8ip2
INSYN2A,insyn2a
CHKB,chkb
CWF19L2,cwf19l2
aldh3b4,aldh3b1
CARD9,card9
GPR171,gpr171
HOXB2,hoxb2
LRRCC1,lrrcc1
SEZ6,sez6
PRRC2C,prrc2c
BRD7,brd7
C2H1orf35,c1orf35
MDK,mdk
TMEM260,tmem260
MTRF1L,mtrf1l
trpa1a,trpa1
PTN,ptn
cdx4,cdx4
ARHGEF10L,arhgef10l
cspg4ba,cspg4b
SREBF1,srebf1
si:dkeyp-104h9.5,kiaa2013
her8.2,hes6.2
USP53,usp53
USH2A,USH2A
RNPC3,rnpc3
ZNF131,znf131
si:ch211-184m13.4,gpr183.1
FOXO4,foxo4
DEPDC1,depdc1
SMYD3,smyd3
ATXN7,mapk15
TMEM275,TMEM275
LTBP1,ltbp1
ITGA2,extl3
COQ3,coq3
CERKL,cerkl
PPM1F,ppm1f
avp,avp
gipr,gipr
col21a1,col21a1
SLC4A1,slc4a1
WDCP,wdcp
foxq1b,FOXQ1
APCDD1L,apcdd1l
DNASE2B,dnase2b
MLLT10,mllt10
ESR1,esr1
GASK1B,gask1b
parvg,parvg
GXYLT1,surf2
CCDC88C,ccdc88c
MACC1,macc1
IQUB,iqub
PLCD3,plcd3
PCSK5,pcsk5
PHACTR3,phactr3
SCNM1,scnm1
KLF11,klf11
BHLHA15,bhlha15
FAM86B2,eef2kmt
NSUN3,nsun3
ZDHHC23,zdhhc23
NID1,nid1
MCM10,mcm10
taf15,taf15
PCGF6,pcgf6
si:ch211-255i20.3,gp25l
AP5M1,ap5m1
COCH,coch
CERK,cerk
CETP,cetp
NCAPG2,ncapg2
ATMIN,atmin
ENTPD5,entpd5
NUDT15,nudt15
PPP1R42,ppp1r42
INPP5K,inpp5k
IER5L,ier5l
ITIH5,itih5
GOLGA1,golga1
PGAP2,pgap2
HES2,hes2
mettl27,mettl27
nfkbiab,nfkbia
ATOSA,fam214a
ECRG4,ecrg4
GPR37,gpr37
BSG,bsg
FBXL22,fbxl22
DPH6,dph6
NR1I2,nr1i2
CSRNP2,csrnp2
LSM11,lsm11
ST6GAL2,st6gal2
si:dkey-211g8.6,ffar2
LMOD2,lmod2
FAM13A,fam13a
FAM151A,atp1b2
TAX1BP1,tax1bp1
psd3l,psd3
ZNF385C,znf385c
DDX20,ddx20
CDKN2C,cdkn2c
zgc:154055,XB5960519 [provisional]
DFFB,dffb
zgc:154142,ovch2
SERTAD2,sertad2
L3MBTL1,L3MBTL1
SYT9,syt9
catip,catip
CACNG8,cacng8
RFXAP,rfxap
IKBKE,ikbke
HGF,hgf
LRRC17,lrrc17
DHRS9,dhrs9
PPM1D,ppm1d
rskrb,rskr
MTFR1,mtfr1
DCAF17,dcaf17
VPS37B,vps37b
nphp1,nphp1
si:dkey-103i16.6,sirt3.2
DOK7,dok7
SOCS1,socs1
PRKRA,prkra
MOV10,mov10
F7,f7
PCNX4,pcnx4
TMEM59,tmem59
TMEM26,tmem26
PPP1R9A,ppp1r9a
opn4xa,XB5957215 [provisional]
WRN,wrn
OGN,ogn
ZNF827,znf827
SLC30A4,slc30a4
BMP2K,bmp2k
CDNF,cdnf
GLI1,gli1
SCYL3,scyl3
INIP,inip
PUS7L,pus7l
MRPL37,mrpl37
HYAL2,hyal2
TESC,tesc
PLEKHB1,PLEKHB1
TCERG1L,tcerg1l
TMEM70,tmem70
SAXO2,saxo2
PDGFRB,pdgfrb
BAG5,bag5
KDR,kdr
CYB5D2,cyb5d2
NEDD9,nedd9
HBE1,hbd
PIGW,pigw
KCNMB2,kcnmb2
FABP1,fabp1
MATN3,matn3
SNX1,snx1
ZDHHC13,zdhhc13
MYO16,myo16
MYO19,myo19
AFAP1L2,afap1l2
SLC45A3,slc45a3
SDHAF4,sdhaf4
CALHM5,calhm5
SNTA1,snta1
ELK4,elk4
cyp1d1,cyp1d1
SOCS7,socs7
ASB16,asb16
frem1b,frem1l
KLF5,klf5
adamtsl5,adamtsl5
BBX,bbx
ZBTB47,zbtb47
NCEH1,nceh1
MRPS15,mrps15
LUM,lum
DENND2C,dennd2c
PTPRN,ptprn
POLK,polk
SRD5A3,srd5a3
snx10b,snx10
SCLT1,sclt1
SETD1B,setd1b
ANGPTL3,angptl3
cdk13,cdk13
SAAL1,saal1
KIF14,kif14
POPDC2,popdc2
TMX3,tmx3
gorasp1a,gorasp1
ambp,ambp
BATF3,BATF3
NIBAN2,niban2
ATP1B4,atp1b4
IL17D,il17d
ism2a,ism2
BSCL2,bscl2
SLA,sla
JAM3,jam3
ITGA3,itga3
P2RY12,p2ry12
SLC16A9,slc16a9
EFNA1,efna1
LRRK2,lrrk2
rbbp6,rbbp6
FITM2,fitm2
CNPY1,cnpy1
ADAT1,adat1
CA6,ca6
zgc:154093,XB5822256 [provisional:cdc42ep2]
PRUNE1,prune1
FAT2,fat2
SCARA3,scara3
MRTFB,mrtfb
DDIT4,ddit4
hydin,hydin
ANGEL2,angel2
ZWILCH,zwilch
KBTBD11,kbtbd11
ZBTB1,zbtb1
FGF22,fgf22
SHQ1,shq1
nudt19,nudt19
NEK4,nek4
DERA,dera
CCDC149,ccdc149
AGTR1,agtr1
CHCHD7,chchd7
PARD3,pard3
GRID2IP,grid2ip
MSL2,msl2
MRPL47,mrpl47
F10,f10
TRPM6,trpm6
CDC42EP3,cdc42ep3
OGFRL1,ogfrl1
PTGIS,ptgis
agbl1,agbl1
ADGRA3,adgra3
MUSTN1,mustn1
PCM1,pcm1
dntt,dntt
FAM163A,FAM163A
GPR158,gpr158
FBXW8,fbxw8
setmar,setmar
ITGA4,itga4
CDH15,cdh15
FBXO4,fbxo4
blm,blm
ARHGAP22,arhgap22
LZTS3,lzts3
CD2AP,cd2ap
zgc:56231,XB5953084 [provisional:kif20a]
ANKRD22,ankrd22
si:ch73-206p6.1,plscr5
CDK12,cdk12
SEC22C,sec22c
TENT2,tent2
RASL10B,rasl10b
ANKRD37,ankrd37
HYAL1,hyal1
DNAI4,dnai4
SSH1,ssh1
ARX,arx
CDKAL1,cdkal1
ELP4,dnajc24
ARID4A,arid4a
TGM2,tgm2
TFCP2L1,TFCP2L1
SMCHD1,smchd1
hsd3b1,hsd3b1
gpbar1,gpbar1
GCC1,gcc1
CASC3,casc3
FANK1,fank1
IFIH1,ifih1
RASSF3,rassf3
MAML3,maml3
RELA,rela
CAVIN1,cavin1
ppp4r2b,ppp4r2
fip1l1a,fip1l1
TMEM244,TMEM244
WIPF1,wipf1
mastl,bcl7c
SPDYA,spdya
slbp,slbp
GCNT7,gcnt7
ZFYVE27,zfyve27
NOD1,nod1
HPS3,hps3
rdh20,rdh20
DST,dst
LRGUK,lrguk
IRX6,IRX6
PTPRN2,ptprn2
PAPPA2,pappa2
SETD5,setd5
NICOL1,c4orf48
slc51a,slc51al
map7d3,map7d3
armc9,armc9
NSD2,nsd2
ANKRD1,ankrd1
cnppd1,cnppd1
si:ch211-63o20.7,stk35
ppp1r9ala,ppp1r9al
SORBS2,sorbs2
PGR,pgr
FOSL1,fosl1
ACP6,acp6
KIT,kit
SERGEF,sergef
FAM174B,fam174b
HSPBAP1,hspbap1
SNX4,SNX4
EPB41L3,epb41l3
SYPL1,sypl1
IGFBP2,igfbp2
LAYN,layn
MUL1,mul1
BAZ2B,baz2b
SEMA4G,sema4g
CRPPA,crppa
FAM107A,fam107a
ALKBH1,alkbh1
SCRN3,scrn3
MYCL,mycl
MINPP1,minpp1
MRPL1,mrpl1
BEND5,agbl4
DRAM1,dram1
P2RY13,p2ry13
HES6,hes6.1
cers4a,cers4
MYOC,myoc
FAM43B,fam43b
MOCS2,MOCS2
IMMP1L,immp1l
RASSF1,rassf1
TMA16,tma16
cbx6b,cbx6
krcp,XB5901661 [provisional:rabepk]
PDLIM5,pdlim5
ZNF592,znf592
rhobtb3,rhobtb3
nptxrb,nptxr
TEFM,tefm
ZZZ3,zzz3
mst1ra,MST1R
CBARP,cbarp
tex30,tex30
TNMD,tnmd
IRAG1,irag1
arhgef25b,arhgef25
stra6l,stra6l.1
ATOH1,atoh1
SERPINE3,serpine3
LACC1,lacc1
MKRN2OS,mkrn2os
RNF32,rnf32
PTCD2,ptcd2
retreg2,retreg2
PDE12,pde12
FOXN2,foxn2
arid5b,arid5b
malb,mal
MAP7D1,map7d1
os9,os9
MAP6,map6
CCDC90B,ccdc90b
LENG1,leng1
MAPK8IP1,mapk8ip1
atp8b3,atp8b3
CALCB,calca
nppc,nppc
SYDE2,syde2
RREB1,rreb1
ARMC2,armc2
pkdccb,pkdcc.1
CYB561D1,cyb561d1
SGPP2,sgpp2
TMUB2,tmub2
DMRT1,dmrt1
GP1BB,gp1bb
gyg2,gyg2
ARHGAP18,arhgap18
ARFGAP3,arfgap3
GGCT,ggct
kcnn4,kcnn4
MSC,msc
SYTL5,sytl5
IRAK4,irak4
zgc:123010,ttc31
nkx3.3,nkx3-3
RNFT1,rnft1
ZDHHC4,zdhhc4
ADAD1,adad1
PLEKHM3,plekhm3
CTTNBP2NL,cttnbp2nl
GLDN,gldn
csf1ra,csf1r
ZCCHC14,zcchc14
LYSMD1,lysmd1
TANGO6,tango6
ARK2N,c18orf25
CXCR1,cxcr2
DCP1B,dcp1b
LYPD6B,lypd6b
PHOSPHO1,phospho1
MTERF2,mterf2
HIVEP2,hivep2
CLDN12,cldn12
MN1,mn1
METTL9,mettl9
larp4ab,larp4
fgl1b,fgl1b
ASB3,asb3
LYSMD3,lysmd3
si:dkey-156n14.3,zxdc
si:dkey-15b23.3,tmc3
pdcd11,pdcd11
TMEM241,tmem241
NMU,nmu
TPBG,tpbg
atf6,atf6
PPP1R3B,ppp1r3b
MAL2,mal2
evpla,evpl
SYPL2,sypl2
ttll5,ttll5
NOSTRIN,nostrin
QSER1,qser1
ZBTB49,zbtb49
fga,fga
LRTM1,lrtm1
VGLL3,cfap70
ZC3HC1,zc3hc1
COPZ2,copz2
DNAI7,dnai7
ccdc169,ccdc169
PRORP,prorp
NPHS1,nphs1
HEXIM2,hexim1
nub1,nub1
GPR4,gpr4
PMS1,pms1
ZNF462,znf462
PARPBP,parpbp
pdzd2,pdzd2
F2R,f2r
WSB2,wsb2
PCSK6,snrpa1
EPB41L2,epb41l2
CCDC172,ccdc172
FTO,fto
IQCH,pnlip
zgc:113436,gin1
cfap210,cfap210
DNAI3,dnai3
c3a.3,c3
PNRC2,pnrc2
PLEKHA5,plekha5
COMMD3,commd3
ALK,alk
SRSF4,srsf4
ercc5,ercc5
PAWR,pawr
ADAMTS8,adamts8
ADA2,ada2
LRRC20,lrrc20
ZNF507,znf507
P2RY14,p2ry14
TIMM29,timm29
KLF9,klf9
iqca1,iqca1
kmt5aa,kmt5a
FAM177A1,fam177a1
OMD,omd
POMC,pomc
ANGPTL5,angptl5
WDPCP,wdpcp
ercc6l2,ercc6l2
si:dkey-31b16.7,sdhb
SLC39A8,slc39a8
RASSF7,rassf7
NKRF,nkrf
tbx16,vegt
TMEM266,TMEM266
AJAP1,ajap1
E4F1,e4f1
