mice gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
Adar,adar,0.91105366,47.09665,1.0,1.29166274883715
Layn,layn,0.8869397,51.66005,1.0,1.2915587365591645
Gdf2,gdf2,0.937034,42.15815,1.0,1.2915524796551208
Tbx6,tbx6,0.9364255,42.2408,1.0,1.291219873281494
Arrdc1,arrdc1,0.8621758,56.319950000000006,1.0,1.291182929437105
Per3,per3,0.9269536,44.01755,1.0,1.291019211274178
Mmrn1,mmrn1,0.9580293,38.11405,1.0,1.2909234241388212
Slc46a1,slc46a1,0.8694626,54.90545,1.0,1.290853728438117
Tmem128,svip,0.894857,50.0849,1.0,1.2908126541873566
Mical2,mical2,0.80676585,66.78989999999999,1.0,1.2907815011890817
Atp6v0a2,atp6v0a2,0.8345891,61.51195,1.0,1.290773674667426
Rilpl2,rilpl2,0.9073715,47.7017,1.0,1.2907151926684275
Ap5m1,ap5m1,0.8733415,54.146950000000004,1.0,1.2906222959668172
Utp25,utp25,0.80662453,66.79740000000001,1.0,1.2905855300834324
Bhlhe40,bhlhe40,0.8657298,55.58695,1.0,1.290584778501461
Pnkd,pnkd,0.8814669,52.5957,1.0,1.2905195387904729
Pclaf,pclaf,0.909196,47.32955,1.0,1.2904502197632064
Radx,radx,0.95293015,39.03325,1.0,1.290436687256534
Tmem231,tmem231,0.82176995,63.89945,1.0,1.2903281885401607
Timm29,timm29,0.91719145,45.7762,1.0,1.290075926031061
Ptges3l,ptges3l,0.8511471,58.28835,1.0,1.2899302755209794
Gsto1,gsto2,0.90098906,48.83255,1.0,1.2899061430121586
Zc3h12b,zc3h12b,0.78314614,71.1754,1.0,1.289823139036418
Fam163a,FAM163A,0.9098153,47.14915,1.0,1.2898112727778335
Gcg,gcg,0.92756987,43.780249999999995,1.0,1.2897967866867461
Stx7,stx7,0.79740113,68.46255,1.0,1.2897304000526817
Edn1,edn1,0.95943725,37.7276,1.0,1.2897112157205446
Rhpn1,rhpn1,0.88644135,51.5555,1.0,1.2895377865033415
Cdcp1,cdcp1,0.9366894,42.0233,1.0,1.289519971136268
Trim25,trim25,0.95262176,38.9941,1.0,1.289445438024778
Fbxo4,fbxo4,0.8736211,53.97735,1.0,1.2894389002544906
Kcns1,kcns1,0.8482822,58.776849999999996,1.0,1.2893731416670828
Setd2,setd2,0.90785897,47.475750000000005,1.0,1.2893599889549663
Rdh5,rdh5,0.8534659,57.77095,1.0,1.2891425086965547
Farp2,FARP2,0.9582001,37.90035,1.0,1.2890828360177875
Klf4,klf4,0.86884105,54.8463,1.0,1.2890564543530876
Btg2,btg2,0.8409266,60.1266,1.0,1.288912533070369
Calhm4,calhm4,0.9280519,43.58055,1.0,1.2886975957945253
Taf4b,taf4b,0.9532276,38.80445,1.0,1.2886866688141034
Brwd1,brwd1,0.9306739,43.0807,1.0,1.28867180376699
Gzma,gzma,0.93559104,42.13265,1.0,1.2885151995870745
Sftpc,sftpc,0.93712604,41.8232,1.0,1.2883293214454319
Abcb8,abcb8,0.8550371,57.391000000000005,1.0,1.2883106240642914
Sdr39u1,sdr39u1,0.8613925,56.18,1.0,1.2882539333005
Nxnl1,nxnl1,0.88723356,51.2706,1.0,1.2881709021510148
Zc3hc1,zc3hc1,0.8818316,52.271249999999995,1.0,1.2879279799557977
Uts2b,uts2b,0.9481439,39.68175,1.0,1.2878043159706145
Ikbkg,ikbkg,0.93062896,42.99035,1.0,1.2876680476323092
Itgb8,itgb8,0.87387824,53.7507,1.0,1.2876330918641599
Pdzd7,pdzd7,0.9293016,43.2338,1.0,1.2875837090317561
Irf2,irf2,0.8095894,65.93430000000001,1.0,1.2875322518591186
Slc26a5,slc26a5,0.86146265,56.07725,1.0,1.2873458983104444
Entpd8,entpd8,0.8903123,50.6018,1.0,1.2873093946261134
Hoxd11,hoxd10,0.8304011,61.951499999999996,1.0,1.2871719879378274
Rnf14,rnf14.4,0.84586674,59.014,1.0,1.287129719303191
Begain,begain,0.9154109,45.8237,1.0,1.2871297084800806
Hjv,hjv,0.86951417,54.52735,1.0,1.2871145909295048
Cpne9,cpne5,0.72012204,82.85225,1.0,1.2870130669382622
Otop2,otop2,0.9003078,48.6763,1.0,1.2870081479351008
Grin2d,grin2d,0.84079295,59.96325,1.0,1.286996877602156
Slc52a3,slc52a3,0.8780188,52.88365,1.0,1.2868034941397144
Scrn3,scrn3,0.9149432,45.87065,1.0,1.286705788250743
Usp16,usp16,0.88693917,51.181799999999996,1.0,1.2867025677364587
Urb2,urb2,0.9451621,40.11805,1.0,1.2864921628046493
Adgb,adgb,0.9212937,44.6418,1.0,1.2864584510862376
Xpc,xpc,0.90608,47.5226,1.0,1.2864102149418724
Zwilch,zwilch,0.8924056,50.08655,1.0,1.2861092561741234
Mlh1,mlh1,0.7604656,75.10265,1.0,1.2860210300501156
Hbegf,hbegf,0.9529273,38.5964,1.0,1.2859963401397225
Slc39a1,slc39a1,0.888619,50.783249999999995,1.0,1.285891023769202
Gc,gc,0.93178916,42.5904,1.0,1.285841748106606
Gatc,gatc,0.91112745,46.50435,1.0,1.2857918578013856
Asb1,asb1,0.8517993,57.75,1.0,1.285720802984943
Cars2,cars2,0.86265707,55.6773,1.0,1.285585489087015
Gkn1,GKN1,0.9574927,37.68325,1.0,1.285516765218835
Pigl,pigl,0.84862864,58.328,1.0,1.2854835264506237
Hus1,ramp3,0.8824145,51.906850000000006,1.0,1.285350994675392
Rad18,rad18,0.94014543,40.9442,1.0,1.2852196057097802
Tbxa2r,tbxa2r,0.87856895,52.6215,1.0,1.285201481260808
Ogfrl1,ogfrl1,0.87874275,52.586200000000005,1.0,1.2851777693701303
Recql5,recql5,0.8935649,49.7678,1.0,1.2851055583494253
Epdr1,epdr1,0.86135167,55.86035,1.0,1.2849302592390357
Dkk3,dkk3,0.946727,39.651349999999994,1.0,1.2847674698663218
Perp,perp,0.8888033,50.63745,1.0,1.2847657440902382
Atoh8,atoh8,0.887279,50.911500000000004,1.0,1.2846128475674448
Trmt13,trmt13,0.86882,54.40915,1.0,1.2845780177286004
Bspry,bspry,0.9038231,47.7693,1.0,1.2845690491198005
Insm2,INSM2,0.9193669,44.8204,1.0,1.2845615451513541
Clrn3,clrn3,0.93218064,42.384299999999996,1.0,1.2845032318150582
Adamts18,adamts18,0.8148952,64.62185,1.0,1.2844246550255147
Cyb561,cyb561,0.8365734,60.4878,1.0,1.2841973535111688
Rpgr,RPGR,0.9417933,40.529849999999996,1.0,1.2841861229593103
Mdfic2,MDFIC2,0.9378604,41.2698,1.0,1.2841252610883023
Alg1,alg1,0.87038624,54.05145,1.0,1.2839624625353832
Pold2,kcnk5,0.7887222,69.5308,1.0,1.2838639703329835
Entr1,entr1,0.9503063,38.8785,1.0,1.2838134804600618
Slc35d2,slc35d2,0.85737956,56.4901,1.0,1.2836751589931028
Osgin1,osgin1,0.84220564,59.3665,1.0,1.283658850501348
Piwil2,piwil2,0.82076776,63.426100000000005,1.0,1.283593076726855
Ndor1,ndor1,0.9027802,47.86725,1.0,1.2835553335909284
Mrpl10,mrpl10,0.931532,42.4136,1.0,1.2835517321289531
Clca1,clca1.3,0.91934115,44.721999999999994,1.0,1.2835130163581279
Stn1,stn1,0.91188854,46.123149999999995,1.0,1.2833874237685083
Cgn,cgn,0.91184485,46.1243,1.0,1.2833149737565337
Mst1,mst1,0.8588921,56.15575,1.0,1.2831932519021465
Tmem158,tmem158,0.90344805,47.70135,1.0,1.2831570718087717
Lgals2,lgals2,0.92335695,43.91825,1.0,1.2830858099285063
Gpc3,gpc3,0.8663007,54.736999999999995,1.0,1.2830554301138681
Trerf1,trerf1,0.8931879,49.637249999999995,1.0,1.2830543171111501
Rnf149,rnf149,0.8419849,59.34495,1.0,1.2830150440750536
Slc2a10,slc2a10,0.8792974,52.2615,1.0,1.2829494195761986
Ccser1,ccser1,0.91332287,45.790949999999995,1.0,1.2827767506204701
Lacc1,lacc1,0.858673,56.140699999999995,1.0,1.2826185906601553
Amer2,amer2,0.9368532,41.30845,1.0,1.282578277653362
Ripor1,ripor1,0.88977134,50.214349999999996,1.0,1.2823344256240818
Tmem37,tmem37,0.91293484,45.812250000000006,1.0,1.2822458379100556
Fam181a,FAM181A,0.9078473,46.7739,1.0,1.2822124043230887
C2cd3,c2cd3,0.9200544,44.45435,1.0,1.2821692155879512
Mob3a,mob3a,0.67709106,90.53165,1.0,1.2821178370894788
Khdrbs2,khdrbs2,0.75630164,75.5068,1.0,1.28210625470612
Optn,optn,0.9366141,41.30475,1.0,1.2820803307069495
Pla2r1,pla2r1,0.9399256,40.6766,1.0,1.2820796753856167
Cfap46,cfap46,0.94181645,40.311049999999994,1.0,1.282009461378236
Helb,helb,0.94796306,39.1226,1.0,1.2817796727927881
Trap1,trap1,0.7450743,77.5975,1.0,1.2817126991728816
Ovca2,ovca2,0.903971,47.4452,1.0,1.2815635970012793
B3gat3,b3gat3,0.8446505,58.692800000000005,1.0,1.2815270684047588
Pappa2,pappa2,0.8988099,48.4159,1.0,1.2814803990312538
Foxm1,foxm1,0.9418802,40.2384,1.0,1.2813946755702605
Matn4,matn4,0.84595,58.422399999999996,1.0,1.2812841690003955
Ap4m1,ap4m1,0.8498486,57.68045,1.0,1.2812586827209103
Stxbp4,stxbp4,0.9019048,47.78645,1.0,1.2810494848819018
Drd4,drd4,0.8823256,51.494249999999994,1.0,1.2809911427407734
Pomt1,pomt1,0.7873957,69.49074999999999,1.0,1.2809032227376331
Irf1,irf1,0.88728136,50.532849999999996,1.0,1.2807733730988988
Ppan,ppan,0.8692327,53.9513,1.0,1.2807246184060688
Pex12,pex12,0.81595653,64.0495,1.0,1.2806577938733892
Nrde2,nrde2,0.86564255,54.6229,1.0,1.2806298359073758
Prune1,prune1,0.9027856,47.5741,1.0,1.2805897004471753
Nbn,nbn,0.933178,41.8077,1.0,1.2805700514091929
Cebpa,cebpa,0.86598617,54.545649999999995,1.0,1.2805072385070897
Creg1,creg1,0.8801392,51.839600000000004,1.0,1.280287209410628
Smim1,smim1,0.8242922,62.4229,1.0,1.2801949636894103
Fabp4,fabp4,0.91984755,44.298249999999996,1.0,1.2801862154853973
Mrps35,mrps35,0.8513983,57.2805,1.0,1.2801823619425998
Abhd11,abhd11,0.89904016,48.24135,1.0,1.280151747665497
Fbxo5,fbxo5,0.96217746,36.2564,1.0,1.2800519835786839
Eln,eln1,0.92834806,42.666399999999996,1.0,1.2799874857406186
Asb10,asb10,0.9192931,44.3775,1.0,1.279923165425526
Otud6b,otud6b,0.8757972,52.6123,1.0,1.2797711040398527
Snai1,snai1,0.917431,44.706149999999994,1.0,1.2796741320244507
Tmem184a,tmem184a,0.79712296,67.51665,1.0,1.2795920997815773
Cyb5d1,cyb5d1,0.842283,58.9124,1.0,1.2791978266661457
Fsd2,fsd2,0.9063578,46.753299999999996,1.0,1.2791352562354565
Tmem80,tmem80,0.8817231,51.418499999999995,1.0,1.279062027645244
Birc5,birc5l,0.8829144,51.1794,1.0,1.2789285447237684
Phf20,phf20,0.8666078,54.2721,1.0,1.2789271280144434
Dtx2,uap1l1,0.87214637,53.20565,1.0,1.2787650962221013
Tmem232,tmem232,0.96756727,35.101749999999996,1.0,1.2787081177698791
Rftn1,rftn1,0.93397343,41.47265,1.0,1.2787002491287716
Marchf11,marchf11,0.8321377,60.784,1.0,1.2786634471533471
Zc3h10,zc3h10,0.8107211,64.8352,1.0,1.27855337182995
Cd247,cd247,0.9277939,42.5991,1.0,1.2782372324731544
Aff1,aff1,0.92149925,43.78875,1.0,1.2781941536552262
Vtn,vtn,0.94603246,39.133250000000004,1.0,1.2781704376364473
Macrod1,macrod1,0.9034626,47.199200000000005,1.0,1.2780873088736404
Zfp64,zfp64,0.9364456,40.93625,1.0,1.2780149086752384
Slc25a53,slc25a53,0.87794197,52.031800000000004,1.0,1.2780076588433888
Rad52,rad52,0.88800555,50.12075,1.0,1.2779841945997443
Sphk1,sphk1,0.92711556,42.6944,1.0,1.2778985713991062
Srcap,srcap,0.93140435,41.875550000000004,1.0,1.2778437110021152
Gcnt7,gcnt7,0.8967409,48.442949999999996,1.0,1.2777711671527823
Hivep1,hivep1,0.9094419,46.0235,1.0,1.2776648031697242
Usp42,usp42,0.95378685,37.5886,1.0,1.2774203066109349
Golm2,golm2,0.8778405,51.9864,1.0,1.2773513828079563
Cct4,cct4,0.6856117,88.4373,1.0,1.2772626116616002
Rxylt1,rxylt1,0.84482026,58.23255,1.0,1.2771815257261565
Fhdc1,fhdc1,0.9096539,45.905,1.0,1.2768700065836796
Gkap1,gkap1,0.83699554,59.6763,1.0,1.2767719098081578
Tns4,tns4,0.9459031,38.99425,1.0,1.2765102413984855
Rrm1,rrm1,0.6823966,88.95445000000001,1.0,1.2763220229199501
Dlec1,dlec1,0.93232024,41.54425,1.0,1.2762439230102087
Ston2,STON2,0.8569717,55.834,1.0,1.2762291637084657
Peak1,peak1,0.90499246,46.7233,1.0,1.2762017492092947
Mtmr2,mtmr2,0.759043,74.40335,1.0,1.2761825997475253
Mcee,mcee,0.85175496,56.8077,1.0,1.276069287132195
Atp1b4,atp1b4,0.91890854,44.0668,1.0,1.2760285018850794
Cfap69,cfap69,0.86218446,54.81535,1.0,1.2759250487246292
Zgrf1,zgrf1,0.9624207,35.8014,1.0,1.2759012234777714
Tmem130,tmem130,0.9647665,35.3512,1.0,1.2758476528908884
Cfap91,cfap91,0.89395404,48.7748,1.0,1.2757740027819806
Nfrkb,nfrkb,0.791963,68.1084,1.0,1.275664032672636
Tti1,tti1,0.9113867,45.4178,1.0,1.2752604895438773
Zfp142,znf142,0.90007746,47.5377,1.0,1.275005671907636
Adarb1,adarb1,0.7462405,76.70505,1.0,1.2748981396420624
Plekhm3,plekhm3,0.82513326,61.733850000000004,1.0,1.274819247381504
Gata5,gata5,0.9491157,38.21005,1.0,1.2747349503240744
Cc2d1b,cc2d1b,0.8690563,53.3925,1.0,1.27471207757488
Hemk1,hemk1,0.90542734,46.48605,1.0,1.274630567403249
Tm2d2,tm2d2,0.77798796,70.6537,1.0,1.2745948612700604
Cgrrf1,cgrrf1,0.81476253,63.66425,1.0,1.2744477364136997
Abl1,abl1,0.7833775,69.6062,1.0,1.2743382521425757
Adck2,adck2,0.9014544,47.19855,1.0,1.2742139390946194
Ankmy1,ankmy1,0.943407,39.241150000000005,1.0,1.274210528508331
Arl11,arl11,0.85699916,55.625,1.0,1.2741602896574333
Ccndbp1,ccndbp1,0.92766374,42.22045,1.0,1.2741425919363043
Sox17,sox17a,0.8722779,52.7247,1.0,1.2741357975997694
Ankrd63,ANKRD63,0.9347556,40.8634,1.0,1.2740212626320933
Pou2af1,pou2af1,0.8879497,49.723600000000005,1.0,1.2738448270669727
Kyat1,kyat1,0.8699724,53.127750000000006,1.0,1.273788303178521
Dhh,dhh,0.8117961,64.1414,1.0,1.2735798833420922
Dnase2a,dnase2,0.9105618,45.390150000000006,1.0,1.2733914518532727
Fgd5,fgd5,0.9281556,42.04625,1.0,1.273321202184655
Ripor3,ripor3,0.91417664,44.6926,1.0,1.2732703328039592
Atp10d,atp10d,0.82145804,62.259299999999996,1.0,1.273076962524612
Serp1,serp1,0.84489644,57.8093,1.0,1.2730314160644451
Gas2l1,gas2l1,0.9215849,43.262100000000004,1.0,1.2730125714712237
Arhgef10l,arhgef10l,0.82095295,62.3452,1.0,1.2729764648655886
Fam177a2,fam177a1,0.906534,46.11035,1.0,1.2729473607723896
Adck5,adck5,0.8351998,59.6392,1.0,1.272937592930667
Elane,prtn3,0.9042061,46.5459,1.0,1.2728866722478296
Treh,treh,0.8788557,51.35335,1.0,1.2728794781543677
Ngfr,ngfr,0.85775894,55.3411,1.0,1.272741113536205
Lrrc31,lrrc31,0.9369786,40.30285000000001,1.0,1.2726109790913043
Fermt3,fermt3,0.8268766,61.17955,1.0,1.272548832227026
Creb3l1,creb3l1,0.855971,55.65235,1.0,1.2724582314104738
Ubxn4,ubxn4,0.82635856,61.26865,1.0,1.2724558855537582
Cfap20dc,cfap20dc,0.90654975,46.049400000000006,1.0,1.2723589286783494
Hmg20a,hmg20a,0.85173106,56.44005,1.0,1.2722909202189572
Asic4,asic4,0.7888915,68.34360000000001,1.0,1.272137614974516
Tnfsf10,tnfsf10,0.9371286,40.2221,1.0,1.2720800364565175
Nuf2,nuf2,0.9302789,41.513549999999995,1.0,1.2720016777298975
Lrrcc1,lrrcc1,0.9050521,46.29255,1.0,1.2719436526428005
Hspb7,hspb7,0.8112451,64.077,1.0,1.2718651551491726
Wdr75,wdr75,0.8491277,56.88535,1.0,1.2717988170100671
Mbp,mbp,0.86780673,53.34135,1.0,1.2717867718631208
Noxred1,noxred1,0.9584015,36.15745,1.0,1.2717768756070347
Galnt15,galnt15,0.9196041,43.50255,1.0,1.271639584313369
Dnaaf4,dnaaf4,0.9253309,42.4111,1.0,1.2715861900816208
Suv39h2,suv39h2,0.82483935,61.46605,1.0,1.2715346463026163
P2ry14,p2ry14,0.8722904,52.46195,1.0,1.2714924533380376
Pigv,pigv,0.89541173,48.0537,1.0,1.2712602334557412
Trp53inp2,tp53inp2,0.9028214,46.6405,1.0,1.2711808150126462
Mrpl45,mrpl45,0.864033,53.98505,1.0,1.271055269590589
Smchd1,smchd1,0.8159063,63.09845,1.0,1.2709061077145005
Frmpd1,frmpd1,0.91665375,43.98115,1.0,1.2708174133986414
Malrd1,malrd1,0.9023589,46.6852,1.0,1.2707440655514912
Atg7,atg7,0.78169,69.5558,1.0,1.2705773300822862
Larp6,larp6,0.8844373,50.062,1.0,1.2705171369249162
Tfcp2l1,TFCP2L1,0.85161066,56.2863,1.0,1.2704982357894985
Nps,NPS,0.86251897,54.213499999999996,1.0,1.270459221016639
Bcl2l1,bcl2l1,0.87702245,51.4317,1.0,1.2701449734801757
Npat,npat,0.96840435,34.09595,1.0,1.2701091222670937
Neurog1,neurog1,0.904291,46.2479,1.0,1.2700248789024906
Dnai4,dnai4,0.87751687,51.31375,1.0,1.269899557611907
Foxo6,foxo6,0.87853914,51.11709999999999,1.0,1.2698715572901702
Arl6ip1,arl6ip1,0.72456545,80.30385,1.0,1.2696976995858567
Btg4,elp6,0.88168573,50.502700000000004,1.0,1.269692957933256
Nat8l,nat8l,0.8320233,59.9096,1.0,1.2695663457140887
Carf,carf,0.9168293,43.8049,1.0,1.2693661601822703
Ankrd12,ankrd12,0.85702074,55.1363,1.0,1.269240606039197
Lratd1,lratd1,0.80195946,65.5686,1.0,1.269128319537462
Slc22a16,slc22a16,0.92447555,42.3307,1.0,1.2691230082290812
Prok2,prok2,0.9003234,46.90775,1.0,1.2690840349455288
Samd11,samd11,0.9092891,45.20585,1.0,1.2690698834544165
Efemp1,efemp1,0.79809624,66.281,1.0,1.2689219409117207
Dnlz,dnlz,0.9318567,40.903949999999995,1.0,1.268851116476894
Sybu,sybu,0.8726668,52.1226,1.0,1.2687721593715557
Trmt2a,trmt2a,0.83916044,58.46385,1.0,1.2686317287162612
Efcab7,efcab7,0.8431682,57.70285,1.0,1.2686230352550054
Capn5,capn5,0.7590863,73.6351,1.0,1.2684667728995604
Pkp3,pkp3,0.8215851,61.7689,1.0,1.2683431214602412
Cep89,cep89,0.9114048,44.725350000000006,1.0,1.2682656546813031
Tmem177,tmem177,0.9196651,43.1563,1.0,1.268241942342306
Mul1,mul1,0.86291564,53.877300000000005,1.0,1.2678099352519565
Chaf1a,chaf1a,0.91045415,44.85275,1.0,1.2677285392844886
Eea1,eea1,0.8197043,62.0536,1.0,1.2676119051758987
F12,f12,0.9110027,44.7236,1.0,1.267473648914395
Wdr27,wdr27,0.90505105,45.846000000000004,1.0,1.2674082979364498
Slc39a12,slc39a12,0.8849866,49.6131,1.0,1.2670176192190001
Fbxo21,fbxo21,0.8507064,56.11295,1.0,1.2669972586513585
Spag1,spag1,0.90588343,45.6451,1.0,1.2669715205333176
Jam2,jam2,0.89995104,46.76705,1.0,1.2669386861551644
Uri1,uri1,0.8363904,58.8192,1.0,1.2669055208592344
Bet1l,bet1l,0.794957,66.6667,1.0,1.2667929520753964
Gle1,gle1,0.8806925,50.381249999999994,1.0,1.2665475537021451
Adamtsl3,adamtsl3,0.83947784,58.19245,1.0,1.2664876526890345
B3gnt4,b3gnt4,0.86369157,53.59425,1.0,1.2664304849292969
Tesc,tesc,0.80293375,65.1177,1.0,1.2664268124458538
Ercc6,ercc6,0.82890207,60.1877,1.0,1.266379690049905
Tnfrsf11b,tnfrsf11b,0.9115484,44.50025,1.0,1.2662569614939168
Nup50,asb14,0.92478687,41.98835,1.0,1.266246947594428
Fancc,fancc,0.94678223,37.796949999999995,1.0,1.2660481230866794
Gpx3,gpx3,0.8670045,52.8916,1.0,1.2656762661771372
Cspg4b,cspg4b,0.8989201,46.82275,1.0,1.2655190815349102
Timm10b,timm10b,0.85876614,54.4386,1.0,1.265518374295288
Folr2,folr1,0.92540234,41.79325,1.0,1.265451392982797
Tectb,tectb,0.8852075,49.4093,1.0,1.265374002051685
Dio3,dio3,0.93246704,40.441199999999995,1.0,1.2653285268651708
Inka2,inka2,0.9358732,39.778549999999996,1.0,1.265159897818408
Pggt1b,pggt1b,0.8470608,56.61895,1.0,1.2651145522961773
Slc40a1,slc40a1,0.7684832,71.49735,1.0,1.26485818556788
Mycbpap,mycbpap,0.93986017,38.98625,1.0,1.2647934187892167
P2rx7,p2rx7,0.90983844,44.6753,1.0,1.2647415397682176
Ppp1r17,ppp1r17,0.9256148,41.6821,1.0,1.2647320986204655
Tnfsf11,tnfsf11,0.9326907,40.338300000000004,1.0,1.2647145512139948
Fga,fga,0.9343538,40.01305,1.0,1.2646149283797878
Caskin2,caskin2,0.8843962,49.4815,1.0,1.2645448187000468
Bcl2,bcl2,0.83865136,58.14195,1.0,1.2643836017055128
Ccne1,ccne1,0.8363159,58.5784,1.0,1.2643174931829588
R3hdm4,r3hdm4,0.8536608,55.28015,1.0,1.2642314232416187
Sepsecs,sepsecs,0.7442012,76.0399,1.0,1.2642189465728204
Rai1,rai1,0.923503,42.02445,1.0,1.264141351206066
Pot1a,pot1,0.89843607,46.77455,1.0,1.264097764327162
Slx1b,slx1a,0.8750719,51.1967,1.0,1.2640035094453386
Mtres1,mtres1,0.9370579,39.43315,1.0,1.2639345592111904
Tut4,tut4,0.86546993,52.997550000000004,1.0,1.2637970597203982
Dhfr,dhfr,0.83736646,58.32285,1.0,1.2637460178285767
Avpr1b,avpr1b,0.8577984,54.43585,1.0,1.2636270818904696
Tmem114,tmem114,0.8722429,51.6768,1.0,1.2634302247210663
Midn,midn,0.82984513,59.71695,1.0,1.263416534570418
Mrpl12,mrpl12,0.8540318,55.11875,1.0,1.2633072630240196
Myl6,myl6,0.7836104,68.46925,1.0,1.2632444912117662
Ecsit,ecsit,0.90349567,45.72880000000001,1.0,1.263223624529508
Tex11,tex11,0.9328469,40.1614,1.0,1.2632194410087252
6430571L13Rik,C3orf18,0.8652876,52.97155,1.0,1.2631820354288106
Ccdc28b,ccdc28b,0.8658082,52.872299999999996,1.0,1.2631768695286931
Bach2,bach2,0.77846384,69.42695,1.0,1.2630573151228868
Fcho2,fcho2,0.7687413,71.25135,1.0,1.2628577862974342
Incenp,incenp,0.91929984,42.69005,1.0,1.2628053120380933
Dner,dner,0.7925624,66.7269,1.0,1.2627933159580662
Apba3,apba3,0.88733816,48.7438,1.0,1.262720476297211
Atxn10,atxn10,0.90370786,45.62995,1.0,1.262628678709578
Foxn1,foxn1,0.9020977,45.92515,1.0,1.2625251723084137
Slc22a13,slc22a13,0.89830726,46.630849999999995,1.0,1.2623909131582483
Fam81b,fam81b,0.9220181,42.08075,1.0,1.2618537418307618
Rln3,rln3,0.9386223,38.92185,1.0,1.2617561285880257
Myg1,myg1,0.8626802,53.3233,1.0,1.2617324425731418
Gdnf,gdnf,0.8477486,56.1463,1.0,1.2616406073636428
Pdia2,pdia2,0.8932836,47.4834,1.0,1.2613729071592283
Nrbf2,nrbf2,0.8787624,50.1935,1.0,1.260925143444587
Haghl,haghl,0.8515729,55.345749999999995,1.0,1.2608771555004008
Matn3,matn3,0.91825914,42.6947,1.0,1.2608486599024462
Zfp653,znf653,0.8663573,52.4973,1.0,1.2604271924648613
Bag4,bag4,0.96630174,33.5327,1.0,1.260342505427599
Pex6,pex6,0.90114987,45.8896,1.0,1.260339233962958
Mindy4,mindy4,0.8907652,47.85565,1.0,1.2603027970448426
Chst15,chst15,0.8688385,51.9959,1.0,1.260114555851553
Dok2,dok2,0.9302861,40.3391,1.0,1.2600926370611103
1810030O07Rik,cxorf38,0.89472395,47.0732,1.0,1.259981976918445
Snap47,snap47,0.9253812,41.255250000000004,1.0,1.259948963498384
Ppp1r14b,ppp1r14b,0.93824106,38.803,1.0,1.2598155005501703
Rasa2,rasa2,0.77200586,70.3195,1.0,1.2596836150408683
Apom,apom,0.9195439,42.32925,1.0,1.2596124402408209
Zyx,zyx,0.9263123,41.04255,1.0,1.2595824780947666
Zfp740,znf740,0.91441905,43.292699999999996,1.0,1.2595254400124116
Ffar2,ffar2,0.89321744,47.312200000000004,1.0,1.2595075106290226
Spag17,spag17,0.9450983,37.4585,1.0,1.2593698189468872
Prr11,prr11,0.97285163,32.191449999999996,1.0,1.2593380178527083
Paxip1,paxip1,0.790896,66.70205,1.0,1.2593324029172255
Diablo,diablo,0.8841287,49.00575,1.0,1.2591999813042616
Ankub1,ankub1,0.88843036,48.188100000000006,1.0,1.2591820842618995
Jak1,jak1,0.739042,76.51595,1.0,1.2591177674899396
Slc38a10,slc38a10,0.90073645,45.843,1.0,1.2590701187223952
Arl6ip6,arl6ip6,0.9095465,44.15845,1.0,1.25893240009852
Rnmt,rnmt,0.8522586,55.003550000000004,1.0,1.2587234829747787
Bend5,agbl4,0.8331825,58.60875,1.0,1.2585922699609307
Tmub2,tmub2,0.8998754,45.93795,1.0,1.2583760980198153
Lsp1,lsp1,0.9450025,37.3784,1.0,1.2583721893603796
Cobl,cobl,0.96493053,33.595200000000006,1.0,1.2583367469326394
Lpar5,lpar5,0.91943866,42.222,1.0,1.25832100981286
Chdh,CHDH,0.8631415,52.8959,1.0,1.2582817476046633
Foxq1,FOXQ1,0.90011466,45.8829,1.0,1.258277928657214
Mthfd2l,mthfd2l,0.77403396,69.7869,1.0,1.2581817990326503
Cdip1,cdip1,0.86494946,52.520799999999994,1.0,1.2579549789599944
Lamtor1,lamtor1,0.9073314,44.4784,1.0,1.2579153468029394
Kif20b,kif20b,0.92265797,41.5667,1.0,1.2578672192692095
Tor3a,tor3a,0.9189395,42.2619,1.0,1.2577649427099202
Gls2,gls2,0.78305143,68.01150000000001,1.0,1.2575211652324945
Cep152,cep152,0.9552564,35.33895,1.0,1.2574116800314026
Ppargc1b,ppargc1b,0.9314285,39.84505,1.0,1.2572767695849076
Glt1d1,glt1d1,0.8347446,58.1767,1.0,1.2572139491376455
Ostm1,ostm1,0.9161998,42.726699999999994,1.0,1.25720828019423
Zbtb49,zbtb49,0.88551337,48.546800000000005,1.0,1.2572069343813033
G0s2,G0S2,0.9036261,45.1024,1.0,1.2571156133619994
Rbm12b2,rbm12b.3,0.9455471,37.1512,1.0,1.257114299067586
Psap,psap,0.93374616,39.3848,1.0,1.2570669890411588
Lrp3,lrp3,0.83527917,58.0528,1.0,1.2569854379017324
Ube2d1,tfam,0.8156137,61.7804,1.0,1.2569619913598866
Fam193b,fam193b,0.9074781,44.3461,1.0,1.2568547193724324
Gtf2a1l,gtf2a1l,0.9102775,43.813500000000005,1.0,1.2568380345782435
Cep95,cep95,0.9321532,39.65605,1.0,1.2567534629732813
Phf12,phf12,0.78562045,67.43285,1.0,1.2565933906192002
Capn13,capn10l,0.9650768,33.39035,1.0,1.2565387708717473
Mfsd6l,mfsd6l,0.92864656,40.2849,1.0,1.2563854843125533
