human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
RNF138,RNF138,0.9508142,100.0,1.0,1.9138826623218694
SYN1,SYN1,0.95081407,100.0,1.0,1.9138824347270236
NAA38,NAA38,0.9874585,94.75555,1.0,1.9138617847547348
MAU2,MAU2,0.9824823,95.4659,1.0,1.9138421950193094
PEX5L,PEX5L,0.9702607,97.21305000000001,1.0,1.9138249541178032
CKAP2L,CKAP2L,0.9601581,98.6577,1.0,1.91381588574707
LRRC55,LRRC55,0.99483854,93.695,1.0,1.9138045308227578
VGLL4,VGLL4,0.95548314,99.3243,1.0,1.9137883270269946
EAF1,EAF1,0.95073867,100.0,1.0,1.9137504297165755
PIK3C3,PIK3C3,0.9538654,99.55055,1.0,1.9137246713607972
AKR7A3,AKR7A3,0.9938569,93.82845,1.0,1.9137189418255502
CFAP47,CFAP47,0.96013826,98.6508,1.0,1.9136967175471398
NOLC1,NOLC1,0.9616816,98.4288,1.0,1.913682125212382
SEC14L3,SEC14L3,0.9594334,98.75,1.0,1.913676586051284
FITM1,FITM1,0.9626591,98.2877,1.0,1.9136668548852822
GCK,GCK,0.9709236,97.1,1.0,1.9136021457117653
CNGB3,CNGB3,0.9566984,99.1347,1.0,1.9135958267356257
PSMD13,PSMD13,0.9725941,96.8595,1.0,1.9135837958733355
MON2,MON2,0.952067,99.79625,1.0,1.9135827340988163
ANXA5,ANXA5,0.9506418,100.0,1.0,1.913580836542012
RABL3,RABL3,0.9506415,100.0,1.0,1.9135803113231376
ZNF385B,ZNF385B,0.96288216,98.24775,1.0,1.9135685135945744
IGFBP5,IGFBP5,0.953193,99.6324,1.0,1.9135490605574028
KRT5,KRT6A,0.95535237,99.32345000000001,1.0,1.9135489828636345
MT-CYB,MT-CYB,0.9965958,93.4211,1.0,1.9135293661065784
NET1,NET1,0.97681105,96.25014999999999,1.0,1.913510058120104
CD72,CD72,0.96422195,98.0501,1.0,1.9134955256454567
MNX1,MNX1,0.95495075,99.37559999999999,1.0,1.9134840024955375
RHBDD2,RHBDD2,0.9505846,100.0,1.0,1.913480694809948
ANO9,ANO9,0.99124485,94.18260000000001,1.0,1.913479601335168
DHX34,DHX34,0.9554737,99.3001,1.0,1.9134756702635443
NLGN4X,NLGN4X,0.96727294,97.6118,1.0,1.9134736070361162
IGFBP6,IGFBP6,0.95492446,99.3767,1.0,1.9134514362637571
SUCLA2,SUCLA2,0.9520767,99.784,1.0,1.9134498157218953
ZNF263,ZNF263,0.9556811,99.2679,1.0,1.913444747528604
TUBA4A,TUBA4A,0.95056134,100.0,1.0,1.9134399728398814
GBP1,GBP1,0.97764546,96.1217,1.0,1.9133990710597413
SLC7A2,SLC7A2,0.99957705,92.98315,1.0,1.9133896344863315
ADRB2,ADRB2,0.9951177,93.62049999999999,1.0,1.913381624997825
OR52H1,OR52H1,0.99235684,94.01474999999999,1.0,1.913372452985342
KIAA1210,KIAA1210,0.99343044,93.86085,1.0,1.9133687970927071
ULK4,ULK4,0.9581856,98.902,1.0,1.9133520149845018
TP53BP1,TP53BP1,0.95580375,99.2413,1.0,1.913333976383394
LAMP2,LAMP2,0.99731356,93.30095,1.0,1.9133157216460028
SLC35D2,SLC35D2,0.95256114,99.7033,1.0,1.913310431680649
DOC2A,DOC2A,0.955727,99.25,1.0,1.9133060678021825
ABCC12,ABCC12,0.9607671,98.5283,1.0,1.9132986417985758
PCBP4,PCBP4,0.9504682,100.0,1.0,1.9132769098866569
TRIM3,TRIM3,0.982217,95.45724999999999,1.0,1.9132718783857428
USB1,USB1,0.9851306,95.03935,1.0,1.9132590571827688
SART1,SART1,0.9513192,99.875,1.0,1.913237184292568
ZNF785,ZNF785,0.95387083,99.5062,1.0,1.9131914769955862
PCDH7,PCDH7,0.9545674,99.4058,1.0,1.9131824108171183
MRPL49,MRPL49,0.9546036,99.3976,1.0,1.9131454456996706
STK4,STK4,0.95177495,99.7947,1.0,1.913052466528325
RAB30,RAB30,0.9503346,100.0,1.0,1.9130430124145634
NECAB3,NECAB3,0.9678788,97.4899,1.0,1.913042641584815
PKNOX1,PKNOX1,0.95033073,100.0,1.0,1.9130362370910827
CAPN13,CAPN13,0.95555323,99.2526,1.0,1.9130336591293324
RIPK2,RIPK2,0.9624286,98.26849999999999,1.0,1.913028365699256
UROD,UROD,0.9522207,99.7275,1.0,1.9130105431781108
PDE1A,PDE1A,0.998201,93.14845,1.0,1.9130032814149098
ABCE1,ABCE1,0.9502656,100.0,1.0,1.9129222120734373
BANF2,BANF2,0.9904289,94.24969999999999,1.0,1.9128721809171223
WWP1,WWP1,0.9509929,99.8915,1.0,1.9128678279638849
EXTL3,EXTL3,0.95099,99.8912,1.0,1.9128590798165754
NUBP1,NUBP1,0.9589659,98.75,1.0,1.9128581199719148
CCL8,CCL8,0.989008,94.4491,1.0,1.9128245815404332
RPS27A,RPS27A,0.9502064,100.0,1.0,1.9128185688822101
TINF2,TINF2,0.95945543,98.673,1.0,1.9127729231996906
GABRA2,GABRA2,0.99119925,94.12915000000001,1.0,1.9127457126165426
HOXB3,HOXB3,0.95340115,99.536,1.0,1.9127338501236952
TMEM176A,TMEM176A,0.9832701,95.2624,1.0,1.912731236733777
GDA,GDA,0.98774827,94.62100000000001,1.0,1.9127226360274454
NIPSNAP1,NIPSNAP1,0.95506656,99.2958,1.0,1.9127102601032184
FRYL,FRYL,0.95152044,99.8009,1.0,1.9126827563273392
CDIN1,CDIN1,0.95987445,98.60255000000001,1.0,1.9126444333395947
ESYT1,ESYT1,0.9570247,99.0101,1.0,1.912642388038801
GPR35,GPR35,0.9927502,93.89685,1.0,1.912618404584939
ATP6V1G3,ATP6V1G3,0.978536,95.92675,1.0,1.912572607129826
RBM12B,RBM12B,0.99717903,93.2591,1.0,1.9125680870979194
CEP250,CEP250,0.9556426,99.2016,1.0,1.9125660464730996
ZSCAN2,ZSCAN2,0.9724095,96.80215,1.0,1.912558832333075
C4B,C4A,0.96205777,98.28305,1.0,1.912557187677407
RC3H2,RC3H2,0.9523984,99.6641,1.0,1.9125458364961916
BTN3A3,BTN3A3,0.9548344,99.3151,1.0,1.9125399804182242
PRRT1,PRRT1,0.95004207,100.0,1.0,1.912530871490076
FAM53C,FAM53C,0.95717186,98.9796,1.0,1.9125268038658336
HIVEP1,HIVEP1,0.95800775,98.8595,1.0,1.9125205849293125
CCDC136,CCDC136,0.9627848,98.1751,1.0,1.9125090610953266
ADSL,ADSL,0.9783489,95.94614999999999,1.0,1.9124824389969501
ZNF7,ZNF7,0.96260047,98.19855000000001,1.0,1.9124733014089546
ACVRL1,ACVRL1,0.9499916,100.0,1.0,1.9124425121680957
LEMD2,LEMD2,0.9513721,99.8012,1.0,1.912426724132737
CATIP,CATIP,0.99254096,93.91065,1.0,1.9124209493773627
WDR20,WDR20,0.9792487,95.80865,1.0,1.9123751893596426
CTBP1,CTBP1,0.9618828,98.28965,1.0,1.9123316252160343
CAMTA2,CAMTA2,0.96284235,98.1517,1.0,1.9123234751239389
QKI,QKI,0.95912945,98.6825,1.0,1.9123184697022673
BOD1L1,BOD1L1,0.9558779,99.14755,1.0,1.9123165956308816
CLCN5,CLCN5,0.9498999,100.0,1.0,1.9122819702654685
ARHGEF25,ARHGEF25,0.99992424,92.84219999999999,1.0,1.9122726973124538
TACC1,TACC1,0.9529169,99.5655,1.0,1.912247044090278
PHETA2,PHETA2,0.96067023,98.4556,1.0,1.9122394353182361
DNAJC5G,DNAJC5G,0.9794466,95.7672,1.0,1.9122144445550475
ADCY7,ADCY7,0.9537345,99.4444,1.0,1.9121965675379666
PLA2G15,PLA2G15,0.95324373,99.5146,1.0,1.9121963833576516
RFC4,RFC4,0.9517736,99.7245,1.0,1.9121910816669734
NTHL1,NTHL1,0.96561635,97.7438,1.0,1.91218861978882
HMGCR,HMGCR,0.952203,99.6622,1.0,1.9121804940696456
MED29,MED29,0.9863787,94.7726,1.0,1.9121799839108218
PAIP1,PAIP1,0.95128906,99.7912,1.0,1.912158975830848
GALK1,GALK1,0.97466785,96.44550000000001,1.0,1.9121483478411072
PTGS1,PTGS1,0.9556509,99.1653,1.0,1.9121363827143252
SLC25A22,SLC25A22,0.95196533,99.6904,1.0,1.9121094751331773
CCDC102B,CCDC102B,0.9634227,98.0507,1.0,1.9121035970904583
PIGX,PIGX,0.98307115,95.2393,1.0,1.9121002596562473
CPSF4,CPSF4,0.95239234,99.6283,1.0,1.9120971506464983
OR52I1,OR52I1,0.9956214,93.44245000000001,1.0,1.9120847102790581
ADAMTS20,ADAMTS20,0.9801277,95.65865,1.0,1.912078564900241
SHMT2,SHMT2,0.95390904,99.4048,1.0,1.9120175637180727
TGFB1I1,TGFB1I1,0.9759522,96.24955,1.0,1.9119991019559537
YKT6,YKT6,0.94973725,100.0,1.0,1.9119972140990313
CNTN4,CNTN4,0.96233076,98.19775,1.0,1.9119913227161227
SMARCA4,SMARCA4,0.9563287,99.04705,1.0,1.9118760289659846
SYCP2L,SYCP2L,0.9574091,98.8916,1.0,1.9118653110383013
FBXO9,FBXO9,0.9512513,99.7712,1.0,1.9118481328469725
HGH1,HGH1,0.9671458,97.49715,1.0,1.9118480733966896
VEPH1,VEPH1,0.95383865,99.3998,1.0,1.9118331460041091
CPLANE1,CPLANE1,0.96281576,98.1148,1.0,1.9118253863470187
NTMT1,NTMT1,0.95276785,99.5516,1.0,1.9118160067189103
HDAC4,HDAC4,0.9560492,99.0817,1.0,1.9118107041888683
GHDC,GHDC,0.9601744,98.4906,1.0,1.9117996580808556
PAFAH1B1,PAFAH1B1,0.97082067,96.96365,1.0,1.9117534592886671
PHF7,PHF7,0.95509726,99.2126,1.0,1.9117459080922852
NUDT4,NUDT4,0.95151776,99.72375,1.0,1.9117339974320244
SYCP2,SYCP2,0.9600883,98.4967,1.0,1.9117235645715227
SEC14L6,SEC14L6,0.9689416,97.2292,1.0,1.9117131905904583
PUDP,PUDP,0.9874468,94.5813,1.0,1.911709043742269
MRPL22,MRPL22,0.95295304,99.5146,1.0,1.911687463775594
RBMXL3,RBMXL3,0.9976846,93.1148,1.0,1.911687437289824
GATA2,GATA2,0.94955677,100.0,1.0,1.9116812424241554
MYOCD,MYOCD,0.9523894,99.5943,1.0,1.9116759532622387
ATPAF1,ATPAF1,0.97861415,95.839,1.0,1.9116356499261022
COQ5,COQ5,0.95807654,98.7768,1.0,1.9116290365940118
CHRNA7,CHRNA7,0.955677,99.11935,1.0,1.9116197970947746
FAM237B,FAM237B,0.9696348,97.1223,1.0,1.9116186854369661
DYDC2,DYDC2,0.9941223,93.61375000000001,1.0,1.911556350563091
PLEKHA3,PLEKHA3,0.94947416,100.0,1.0,1.9115366146534243
SLC25A3,SLC25A3,0.9755713,96.26575,1.0,1.9115304847605956
HCN1,HCN1,0.95103425,99.7753,1.0,1.9115183077554492
BMPR1A,BMPR1A,0.9520866,99.6241,1.0,1.9115104881429148
PLXNB2,PLXNB2,0.9517387,99.6736,1.0,1.9115071295228168
SPATA21,SPATA21,0.95912826,98.61564999999999,1.0,1.91149835814299
CACNA1H,CACNA1H,0.9771978,96.0303,1.0,1.9114968985178842
ALDH3A2,ALDH3A2,0.9765386,96.12405,1.0,1.9114900149287175
IL12A,IL12A,0.9993877,92.85470000000001,1.0,1.9114863205095731
TERF1,TERF1,0.9605823,98.4055,1.0,1.9114724314017657
LPIN1,LPIN1,0.9691989,97.17135,1.0,1.9114557560664078
SPRYD3,SPRYD3,0.97640616,96.1378,1.0,1.9114264039144162
CDH5,CDH5,0.9511942,99.7449,1.0,1.9114263390910038
ERMP1,ERMP1,0.95325214,99.4469,1.0,1.9113826775463754
ATG16L2,ATG16L2,0.9527601,99.5154,1.0,1.9113594674275272
RPS6KA1,RPS6KA1,0.9772248,96.01435000000001,1.0,1.9113489917072717
MRPS24,MRPS24,0.95773673,98.8024,1.0,1.9113473825315515
OPTC,OPTC,0.95567995,99.0964,1.0,1.9113441278355194
LSAMP,LSAMP,0.9912501,94.00694999999999,1.0,1.9113394037086682
CRABP1,CRABP1,0.9493571,100.0,1.0,1.9113316742486095
BIN2,BIN2,0.9849414,94.90844999999999,1.0,1.9113260257246747
GOLGA1,GOLGA1,0.95390975,99.3481,1.0,1.911324981778201
TRAF3IP1,TRAF3IP1,0.95845616,98.6975,1.0,1.9113232725584706
ELMO3,ELMO3,0.9789385,95.76705000000001,1.0,1.9113230633389064
PPP1R15A,PPP1R15A,0.96890706,97.20105000000001,1.0,1.9113082552661236
DENND4A,DENND4A,0.9528124,99.50354999999999,1.0,1.9113060248394773
WDR24,WDR24,0.9987155,92.9348,1.0,1.9112896455015431
KCNC4,KCNC4,0.9778056,95.92475,1.0,1.9112694006999824
EXOSC4,EXOSC4,0.94931906,100.0,1.0,1.9112650764953276
APC2,APC2,0.95386964,99.34845,1.0,1.9112590428847955
RNASE9,RNASE9,0.99644554,93.2563,1.0,1.9112496814962738
ICA1,ICA1,0.9733174,96.56445,1.0,1.9112396390766464
PNPLA8,PNPLA8,0.9519666,99.6164,1.0,1.9112061774507025
BAD,BAD,0.9492843,100.0,1.0,1.9112042211350735
RXRB,RXRB,0.9518824,99.62755,1.0,1.911195206024881
RPL11,RPL11,0.9492739,100.0,1.0,1.9111860135474255
KIAA0825,KIAA0825,0.9870613,94.59235000000001,1.0,1.9111693538163554
TTLL5,TTLL5,0.9654856,97.6792,1.0,1.911169216441383
CLUH,CLUH,0.95289344,99.4807,1.0,1.9111682937304186
SAMM50,SAMM50,0.9960001,93.31315000000001,1.0,1.9111654969851102
EFCAB14,EFCAB14,0.95490956,99.1919,1.0,1.9111639949747334
DDIT3,DDIT3,0.99499875,93.45415,1.0,1.9111377887345158
HBB,HBB,0.9492416,100.0,1.0,1.9111294649819417
SETD1A,SETD1A,0.9525098,99.5313,1.0,1.911115824483995
C3orf62,C3H3orf62,0.9649364,97.7528,1.0,1.9111083421555475
SYP,SYP,0.9514614,99.6805,1.0,1.9111060859348887
EPRS1,EPRS1,0.95637465,98.976,1.0,1.9110870523578576
BARX1,BARX1,0.9491945,100.0,1.0,1.9110470056186513
NSFL1C,NSFL1C,0.9510422,99.7312,1.0,1.9109925844217197
PXMP2,PXMP2,0.95274585,99.4872,1.0,1.9109894425678142
WFS1,WFS1,0.9538518,99.3258,1.0,1.9109506469890634
ECD,ECD,0.9714589,96.8053,1.0,1.9109331346238578
MYL4,MYL4,0.95980954,98.4719,1.0,1.910932059254126
SPRY2,SPRY2,0.9900481,94.14435,1.0,1.9109163591892606
NUP214,NUP214,0.952124,99.5694,1.0,1.910906614014877
PTPN4,PTPN4,0.9513716,99.676,1.0,1.9108938049456192
MMGT1,MMGT1,0.9491019,100.0,1.0,1.910884888059401
NELFA,NELFA,0.9562262,98.9796,1.0,1.9108712089297561
NSUN5,NSUN5,0.95359164,99.3562,1.0,1.9108671750421427
RGL2,RGL2,0.95358366,99.3565,1.0,1.9108568752516053
TMEM106C,TMEM106C,0.9546703,99.2,1.0,1.9108442332661792
ACTN3,ACTN3,0.99986196,92.7333,1.0,1.910831077431213
GPR37L1,GPR37L1,0.9505194,99.7921,1.0,1.9108225223956903
PPM1M,PPM1M,0.95363015,99.3464,1.0,1.9108146752752382
GJA10,GJA10,0.99809897,92.9794,1.0,1.910756028212412
RAC1,RAC1,0.99350625,93.63635,1.0,1.9107543646457947
CELF1,CELF1,0.94901687,100.0,1.0,1.9107360235230826
STAT5A,STAT5A,0.98665,94.61465000000001,1.0,1.9107221587493561
CSNK1A1,CSNK1A1,0.9911904,93.96355,1.0,1.9107038092589683
GDNF,GDNF,0.97502035,96.27195,1.0,1.9106417882824585
NDUFB5,NDUFB5,0.9489557,100.0,1.0,1.9106289313945797
MT-ND5,MT-ND5,0.99529725,93.3665,1.0,1.9105878284712587
COPS4,COPS4,0.9736978,96.4531,1.0,1.910543052075789
NEDD1,NEDD1,0.9541932,99.2424,1.0,1.9105277993047656
CCDC120,CCDC120,0.9695604,97.04315,1.0,1.9105198906725755
TMEM9B,TMEM9B,0.9488839,100.0,1.0,1.9105032290106254
RNF4,RNF4,0.94888043,100.0,1.0,1.9104971539789775
DDOST,DDOST,0.963448,97.91239999999999,1.0,1.9104555450167
HERC6,HERC6,0.9789906,95.6882,1.0,1.9104494068981037
RNF111,RNF111,0.95545423,99.05199999999999,1.0,1.9104056404889485
ZNF219,ZNF219,0.94979066,99.8615,1.0,1.9103959276794615
XXYLT1,XXYLT1,0.9559331,98.9822,1.0,1.910389885695941
SPRR3,SPRR3,0.9865395,94.60105,1.0,1.9103622830348796
ZNF396,ZNF396,0.96131414,98.209,1.0,1.9103491596910571
LSR,LSR,0.98295736,95.10995,1.0,1.9103182177121
EPC2,EPC2,0.95049983,99.7522,1.0,1.910300013425201
RUNX1,RUNX1,0.94875246,100.0,1.0,1.9102731131144282
PRTFDC1,PRTFDC1,0.99679,93.12684999999999,1.0,1.9102686877056922
ARHGEF40,ARHGEF40,0.95840156,98.6175,1.0,1.9102487409838123
SPIRE1,SPIRE1,0.9524249,99.4709,1.0,1.9102280865291952
ANKRD22,ANKRD22,0.97228575,96.62925,1.0,1.9102264417128523
ZWINT,ZWINT,0.961338,98.1949,1.0,1.9102183936172847
KLHL26,KLHL26,0.9487184,100.0,1.0,1.9102134832648807
EIF4ENIF1,EIF4ENIF1,0.94940966,99.8985,1.0,1.910181660263417
OR6K6,OR6K6,0.9900608,94.0814,1.0,1.9101682886736722
EIF3E,EIF3E,0.9846199,94.85884999999999,1.0,1.9101562222857165
LTB,LTB,0.95153934,99.5902,1.0,1.9101375573100063
FAM120B,FAM120B,0.9928353,93.6779,1.0,1.9100881504990173
VAT1,VAT1,0.95931464,98.4733,1.0,1.9100827546646637
NUP35,NUP35,0.94863635,100.0,1.0,1.9100698359027155
NRCAM,NRCAM,0.94915587,99.9233,1.0,1.910040814542165
KCNIP1,KCNIP1,0.98486155,94.8133,1.0,1.910021901136164
DPP6,DPP6,0.9904202,94.01474999999999,1.0,1.9099819200485513
COA6,COA6,0.95307493,99.3548,1.0,1.9099454240796243
PLK4,PLK4,0.95216334,99.4845,1.0,1.9099365857955641
TOM1L1,TOM1L1,0.9514941,99.5798,1.0,1.9099310918776018
ZNF613,ZNF613,0.9519544,99.5138,1.0,1.9099293257688914
TNFAIP8,TNFAIP8,0.9959448,93.2179,1.0,1.9099031291306514
TRMT11,TRMT11,0.9500363,99.784,1.0,1.909877627083724
TOMM7,TOMM7,0.96122956,98.1818,1.0,1.9098682427916183
PRSS1,PRSS1,0.989288,94.166,1.0,1.9098505557425869
NEURL2,NEURL2,0.9509628,99.6491,1.0,1.9098489375327774
COX20,COX20,0.9977186,92.95955000000001,1.0,1.9098472032823672
LEF1,LEF1,0.9766485,95.97364999999999,1.0,1.9098420096394573
ADGRE3,ADGRE3,0.9645691,97.6994,1.0,1.909811855569128
ZSCAN10,ZSCAN10,0.95654815,98.8462,1.0,1.909802470967906
STX3,STX3,0.9690019,97.0642,1.0,1.909799692246494
ARL5C,ARL5C,0.9601861,98.324,1.0,1.9097814954444383
RNF8,RNF8,0.95423496,99.1753,1.0,1.9097798223880798
COMMD2,COMMD2,0.95549315,98.995,1.0,1.9097762828948643
TRIM67,TRIM67,0.95382184,99.2329,1.0,1.9097613990357991
FOXA3,FOXA3,0.948458,100.0,1.0,1.9097575932818482
GPC6,GPC6,0.9484488,100.0,1.0,1.909741486569698
MAL2,MAL2,0.95638645,98.8636,1.0,1.9097322978229139
CDH26,CDH26,0.9584681,98.5577,1.0,1.9096334755798872
DNAH12,DNAH12,0.9517243,99.5202,1.0,1.90960479823134
FANCC,FANCC,0.95461386,99.1039,1.0,1.9095694683240156
CRTAC1,CRTAC1,0.9525772,99.3949,1.0,1.9095647279919328
MSX2,MSX2,0.95096034,99.6255,1.0,1.9095558429248527
CMTR1,CMTR1,0.9483398,100.0,1.0,1.9095506570453102
ADAM23,ADAM23,0.9483254,100.0,1.0,1.909525446539336
TRIM15,TRIM15,0.95734334,98.7097,1.0,1.9095243142808174
BEST2,BEST2,0.94969326,99.8035,1.0,1.9095156738570778
CASP4,CASP4,0.9538769,99.2042,1.0,1.909506598857511
BTBD3,BTBD3,0.94962436,99.8084,1.0,1.9094550087704545
ELF4,ELF4,0.95352036,99.2458,1.0,1.9093914434370522
CEACAM3,CEACAM3,0.9843049,94.8413,1.0,1.909389987123428
DHX9,DHX9,0.9482311,100.0,1.0,1.909360352739797
ANKZF1,ANKZF1,0.96401954,97.74045000000001,1.0,1.909352044100382
PLA2G12A,PLA2G12A,0.94822216,100.0,1.0,1.9093447012173383
PNPO,PNPO,0.94820154,100.0,1.0,1.9093086011733669
SGSH,SGSH,0.9537703,99.2032,1.0,1.909307734312375
UBASH3A,UBASH3A,0.9577169,98.6384,1.0,1.9093058349979621
EME1,EME1,0.96472013,97.63374999999999,1.0,1.9092729241928454
PA2G4,PA2G4,0.9481771,100.0,1.0,1.9092658133423939
SPAG9,SPAG9,0.9492314,99.8486,1.0,1.9092589602981946
DCXR,DCXR,0.96534467,97.541,1.0,1.9092313642664598
LHX9,LHX9,0.94812936,100.0,1.0,1.9091822335121713
TECRL,TECRL,0.9519645,99.449,1.0,1.909154065328665
ANKHD1,EIF4EBP3,0.96890193,97.02525,1.0,1.9091480495508057
SPINT2,SPINT2,0.9536546,99.2064,1.0,1.9091443325693713
AGO1,AGO1,0.9566361,98.77725,1.0,1.9091127222228654
ZFR,ZFR,0.9487293,99.9069,1.0,1.9090933227679692
CEP135,CEP135,0.9523689,99.386,1.0,1.9090911437515783
TICRR,TICRR,0.9540854,99.13635,1.0,1.9090413610124428
GOLT1B,GOLT1B,0.9480476,100.0,1.0,1.9090390938615847
HECW1,HECW1,0.9567456,98.75545,1.0,1.9090376654880286
ZNF341,ZNF341,0.95458573,99.06445,1.0,1.9090374796555931
IGFBP3,IGFBP3,0.94804627,100.0,1.0,1.9090367653912412
SNTG2,SNTG2,0.9584135,98.5158,1.0,1.909025165008669
SPINK5,SPINK5,0.9673374,97.23845,1.0,1.9090178603343848
CARD11,CARD11,0.9492427,99.8267,1.0,1.9090107582412765
SF3B4,SF3B4,0.94801205,100.0,1.0,1.908976855424961
SLC10A3,SLC10A3,0.992461,93.63794999999999,1.0,1.9089439933854815
MSH5,MSH5,0.97514224,96.11565,1.0,1.9089425772875925
SERPINE2,SERPINE2,0.95824593,98.533,1.0,1.9089422677266843
AKAP13,AKAP13,0.95891386,98.4358,1.0,1.9089222183225814
IL23R,IL23R,0.9568701,98.7281,1.0,1.9089209556137363
REG1B,REG1B,0.9563809,98.7952,1.0,1.9088855860864584
CYTH2,CYTH2,0.98003006,95.41159999999999,1.0,1.9088845292045875
ELSPBP1,ELSPBP1,0.9826941,95.0304,1.0,1.9088838854502432
NSF,NSF,0.9488917,99.8656,1.0,1.9088722625789911
HJURP,HJURP,0.9779223,95.71109999999999,1.0,1.9088593245590795
PNPLA7,PNPLA7,0.9710525,96.69365,1.0,1.9088554025567221
PNMA3,PNMA3,0.9967121,93.02045,1.0,1.9088303133577476
RUSC2,RUSC2,0.9525246,99.3404,1.0,1.9088057355559054
IPO4,IPO4,0.95502603,98.9824,1.0,1.9088042987687635
DAAM1,DAAM1,0.9511512,99.53620000000001,1.0,1.9087972434560614
ZNF343,ZNF343,0.977071,95.82724999999999,1.0,1.9087902295043613
AFF4,AFF4,0.94910115,99.828,1.0,1.9087788502722767
TMEM253,TMEM253,0.9511176,99.5392,1.0,1.9087751292573532
CDC34,CDC34,0.955308,98.93885,1.0,1.9087650405794265
SCTR,SCTR,0.95422786,99.0909,1.0,1.9087346086728723
GSX2,GSX2,0.95246834,99.3421,1.0,1.9087280420216124
ZNF71,ZNF71,0.9914508,93.7622,1.0,1.9086958252513817
ADGRF4,ADGRF4,0.99555576,93.16460000000001,1.0,1.908569805360304
PDS5B,PDS5B,0.94777787,100.0,1.0,1.9085668695715565
STAT2,STAT2,0.9510601,99.53,1.0,1.9085618840063714
AHCYL1,AHCYL1,0.9777338,95.7137,1.0,1.9085611276394936
HRH2,HRH2,0.99748135,92.88704999999999,1.0,1.9085446767377197
MID1,MID1,0.9740133,96.24145,1.0,1.9085054945191835
ACO2,ACO2,0.9679737,97.10415,1.0,1.908488451121922
LASP1,LASP1,0.9477254,100.0,1.0,1.908475008790413
ANKRD10,ANKRD10,0.9542838,99.05935,1.0,1.9084464743371456
HTN3,HTN3,0.96139944,98.0392,1.0,1.9084206930822605
SPATS2L,SPATS2L,0.96552205,97.449,1.0,1.9084161256792014
GFER,GFER,0.9562293,98.7781,1.0,1.9084109266850777
PMEL,PMEL,0.9776702,95.70689999999999,1.0,1.9083665711902498
MIEF2,MIEF2,0.958953,98.3819,1.0,1.9083311798814107
IFNGR1,IFNGR1,0.95050156,99.591,1.0,1.9083304745822722
PYCR1,PYCR1,0.97497,96.08785,1.0,1.9083008493699898
BRCC3,BRCC3,0.9831992,94.9104,1.0,1.908299766352619
RNF167,RNF167,0.9525976,99.28695,1.0,1.9082794833656502
TNP2,TNP2,0.98813194,94.2029,1.0,1.9082781441799006
DLK1,DLK1,0.95308006,99.2167,1.0,1.9082645071445556
RNF182,RNF182,0.9475962,100.0,1.0,1.9082488145284784
UBE3A,UBE3A,0.9543945,99.0272,1.0,1.908246867890258
CHAT,CHAT,0.9550628,98.9305,1.0,1.9082335846419722
SLX9,SLX9,0.96893114,96.94505,1.0,1.9082177992680274
CCT5,CCT5,0.94757795,100.0,1.0,1.9082168637136152
BCLAF3,BCLAF3,0.96282774,97.81700000000001,1.0,1.9082022494620943
SMURF2,SMURF2,0.9766094,95.84514999999999,1.0,1.9082011309437374
TOP1,TOP1,0.947566,100.0,1.0,1.9081959424951158
ZC3H12D,ZC3H12D,0.9608097,98.1025,1.0,1.9081628054702284
ZNF564,ZNF564,0.94879836,99.8192,1.0,1.9081410632709368
GAB3,GAB3,0.9487193,99.8296,1.0,1.9081299130163565
VPS4A,VPS4A,0.9945855,93.26735,1.0,1.9081284707731982
SNORC,SNORC,0.94751734,100.0,1.0,1.9081107519936782
BAIAP2L2,BAIAP2L2,0.96278715,97.81405000000001,1.0,1.9080950888717352
PFN1,PFN1,0.9475048,100.0,1.0,1.9080887978447256
MTSS2,MTSS2,0.94843394,99.8661,1.0,1.9080769669916182
DES,DES,0.9940593,93.3377,1.0,1.9080680937595709
TBX18,TBX18,0.9486425,99.8353,1.0,1.908065206583434
C2CD2,C2CD2,0.9605383,98.1322,1.0,1.9080510895825902
HIGD1A,HIGD1A,0.99320686,93.45795,1.0,1.9080471736372793
PPP4R1,PPP4R1,0.949686,99.6842,1.0,1.9080431166912772
CCDC81,CCDC81,0.95818675,98.4663,1.0,1.9080224668747356
SLC3A1,SLC3A1,0.9576701,98.5401,1.0,1.9080210261911281
FBXO4,FBXO4,0.95105314,99.4832,1.0,1.9079770180108728
THBD,THBD,0.9889092,94.06684999999999,1.0,1.9079741034586997
POU6F1,POU6F1,0.9508639,99.509,1.0,1.9079614186558533
GSTZ1,GSTZ1,0.97163475,96.53635,1.0,1.9079499206602692
RBM44,RBM44,0.9656971,97.3847,1.0,1.9079357664693215
WNT7B,WNT7B,0.99116117,93.73519999999999,1.0,1.9078583686055972
COL10A1,COL10A1,0.95765144,98.5294,1.0,1.9078574241194777
ITSN2,ITSN2,0.95580226,98.78880000000001,1.0,1.9077942285822367
RAP1GDS1,RAP1GDS1,0.95131624,99.42394999999999,1.0,1.907712606237954
YEATS2,YEATS2,0.9522107,99.29575,1.0,1.9077098096818985
TNFSF18,TNFSF18,0.98592186,94.47235,1.0,1.907706089892708
FAM135A,FAM135A,0.9672723,97.1399,1.0,1.9076979539832726
DROSHA,DROSHA,0.9614647,97.96705,1.0,1.9076520626134348
EIF4H,EIF4H,0.947238,100.0,1.0,1.9076217031923712
