gorilla gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
ZSCAN21,ZSCAN21,0.97793937,97.463,1.0,1.924792775757008
ARIH1,ARIH1,0.9605435,100.0,1.0,1.9247817810985706
CRYGD,CRYGD,0.9959862,94.8276,1.0,1.9247589129440579
SLC39A11,SLC39A11,0.97362185,98.09025,1.0,1.9247585081242722
JCAD,JCAD,0.99915457,94.36474999999999,1.0,1.92475075741412
SLC39A4,SLC39A4,0.9964078,94.76205,1.0,1.9247060747772529
OR13G1,OR13G1,0.99500406,94.9596,1.0,1.9246114964955492
RFTN1,RFTN1,0.99721736,94.6367,1.0,1.924611404885233
CEP250,CEP250,0.9937969,95.13535,1.0,1.9246067970639846
ZAR1L,ZAR1L,0.99888057,94.3925,1.0,1.9245910432313456
CCDC9B,CCDC9B,0.99381125,95.1311,1.0,1.9245786190256746
PLSCR3,PLSCR3,0.9929583,95.2542,1.0,1.9245611776977054
SMTNL2,SMTNL2,0.99609166,94.7939,1.0,1.924519604325177
PACS2,PACS2,0.99765956,94.5618,1.0,1.924475663610609
RNF121,RNF121,0.99664015,94.70805,1.0,1.9244433990502348
RAB30,RAB30,0.9896939,95.7207,1.0,1.9244339699120687
TSHR,TSHR,0.9791987,97.2513,1.0,1.9244271836001114
ANGEL2,ANGEL2,0.98314106,96.67580000000001,1.0,1.9244224976242834
DPPA2,DPPA2,0.9971438,94.6309,1.0,1.9243953964775566
AHCTF1,AHCTF1,0.9988741,94.37675,1.0,1.9243729128008669
PDZD8,PDZD8,0.99740076,94.59100000000001,1.0,1.924363870632663
RAB38,RAB38,0.96681297,99.0521,1.0,1.9243471615762862
BAG6,BAG6,0.999581,94.27080000000001,1.0,1.9243360383146964
ELMOD2,ELMOD2,0.9959458,94.80055,1.0,1.924328452646172
FBXL6,FBXL6,0.9972334,94.61259999999999,1.0,1.9243270787411886
FAM13A,FAM13A,0.9896215,95.72210000000001,1.0,1.9243142514025269
CNGA1,CNGA1,0.99643004,94.72845000000001,1.0,1.92430943573566
NF1,NF1,0.97157556,98.35405,1.0,1.9243047314074309
KBTBD8,KBTBD8,0.9648378,99.3344,1.0,1.9242706863560748
FAM76A,FAM76A,0.9965628,94.70519999999999,1.0,1.9242587121218662
SPTA1,SPTA1,0.9983657,94.441,1.0,1.9242433031419817
GPR37L1,GPR37L1,0.9982724,94.45445,1.0,1.9242411953676193
STXBP5L,STXBP5L,0.9964307,94.72245000000001,1.0,1.924232294966609
ARL16,ARL16,0.9968752,94.6571,1.0,1.924225722930907
AMH,AMH,0.9987667,94.3801,1.0,1.924211955622538
AKIP1,AKIP1,0.9928813,95.2381,1.0,1.9242040270798366
FOXM1,FOXM1,0.9973375,94.58775,1.0,1.9242008159959294
BEX1,BEX1,0.99535817,94.875,1.0,1.9241810899091099
PPP4R3A,PPP4R3A,0.99217767,95.33815,1.0,1.924170042724489
PRPF18,PRPF18,0.9987151,94.38435,1.0,1.9241691263202143
CYTH1,CYTH1,0.96968114,98.61995,1.0,1.9241678945642615
PNPLA7,PNPLA7,0.99736786,94.5805,1.0,1.9241639573744667
USH2A,USH2A,0.99385434,95.0921,1.0,1.9241511660353419
ARHGAP30,ARHGAP30,0.98946965,95.7312,1.0,1.9241436942402235
XRCC4,XRCC4,0.99498296,94.92625,1.0,1.9241355077482047
IYD,IYD,0.9882771,95.9044,1.0,1.9241335254096676
ABCC8,ABCC8,0.96951735,98.64054999999999,1.0,1.9241248414591157
SCAI,SCAI,0.99730104,94.5853,1.0,1.9240993017044643
UBXN11,UBXN11,0.98931813,95.749,1.0,1.9240874445204916
SLC30A2,SLC30A2,0.98413116,96.5054,1.0,1.9240833348535387
SAV1,SAV1,0.993363,95.15780000000001,1.0,1.9240730231827237
RXRG,RXRG,0.99005926,95.63755,1.0,1.9240439548929946
KCNQ3,KCNQ3,0.9953888,94.85900000000001,1.0,1.9240304142634281
PMS1,PMS1,0.9833235,96.61834999999999,1.0,1.9240196022327303
GGH,GGH,0.9946316,94.9686,1.0,1.9240190976672378
C1QBP,C1QBP,0.9967336,94.6619,1.0,1.9240185188331838
SPA17,SPA17,0.9964582,94.702,1.0,1.9240175069578562
USE1,USE1,0.97336894,98.0695,1.0,1.9240052721608407
CBY2,CBY2,0.99619573,94.7379,1.0,1.9239862635112543
THOC2,THOC2,0.9811431,96.93235,1.0,1.9239661173708436
ITGA2B,ITGA2B,0.99418604,95.0287,1.0,1.9239550500663882
SUGP2,SUGP2,0.99600637,94.7623,1.0,1.9239441205451218
TLCD1,TLCD1,0.98784786,95.9514,1.0,1.9239294167016596
NSUN7,NSUN7,0.985391,96.3067,1.0,1.9238885791300113
WWTR1,WWTR1,0.9970122,94.6111,1.0,1.9238858193218265
DPYS,DPYS,0.9954896,94.8319,1.0,1.9238684613528378
NMT2,NMT2,0.9965293,94.67975,1.0,1.9238623112310917
TMEM161A,TMEM161A,0.99453443,94.9707,1.0,1.9238613081956348
DTD2,DTD2,0.99677896,94.6429,1.0,1.9238567226205638
INCENP,INCENP,0.9984501,94.3985,1.0,1.923848864132533
GCNT3,GCNT3,0.9960358,94.7489,1.0,1.9238251302651073
MIDN,MIDN,0.9978956,94.47614999999999,1.0,1.92380646777733
LEMD2,LEMD2,0.99340177,95.1316,1.0,1.9238045862032542
EPHX2,EPHX2,0.99583834,94.7748,1.0,1.9237871464980043
CFLAR,CFLAR,0.98856115,95.8333,1.0,1.9237459653285196
ZNF384,ZNF384,0.99714583,94.5798,1.0,1.9237315689628773
LHX3,LHX3,0.9924573,95.26245,1.0,1.923713951261969
TFDP2,TFDP2,0.99738723,94.54275,1.0,1.9237076215357936
CPA5,CPA5,0.98668736,96.1009,1.0,1.923670667179131
HAPLN3,HAPLN3,0.98191345,96.7973,1.0,1.9236699590478183
C1QB,C1QB,0.995177,94.8617,1.0,1.9236619526949745
NOTCH2,NOTCH2,0.9871382,96.03434999999999,1.0,1.9236605009109788
FANCM,FANCM,0.9980852,94.43629999999999,1.0,1.9236471911097697
BBS10,BBS10,0.99841595,94.3871,1.0,1.923634808244818
KIAA0408,KIAA0408,0.99747026,94.5245,1.0,1.923627433144199
SLCO2B1,SLCO2B1,0.9944219,94.9688,1.0,1.9236219729948114
SGIP1,SGIP1,0.99712586,94.5732,1.0,1.9236072626290885
ZNF112,ZNF112,0.98169446,96.8237,1.0,1.9235974672314216
STK32C,STK32C,0.97895616,97.21945,1.0,1.92354867737929
WDR11,WDR11,0.96773136,98.8562,1.0,1.9235381072622466
AXIN2,AXIN2,0.9770808,97.4901,1.0,1.9235102392041823
PSKH2,PSKH2,0.9936112,95.07835,1.0,1.9235080193772878
NQO1,NQO1,0.98237914,96.7153,1.0,1.9234862232734
SLC40A1,SLC40A1,0.9981575,94.41159999999999,1.0,1.9234622699894803
KCNT1,KCNT1,0.99802285,94.4299,1.0,1.9234447117340212
SDSL,SDSL,0.98900837,95.7447,1.0,1.9234407825763111
OR2AT4,OR2AT4,0.9962513,94.6875,1.0,1.9234336424800187
SNRNP48,SNRNP48,0.9679223,98.8201,1.0,1.9234303842562679
DNALI1,DNALI1,0.99441713,94.95429999999999,1.0,1.9234234162689834
GLDC,GLDC,0.96654165,99.0196,1.0,1.9234053006324203
AGPAT1,AGPAT1,0.9994796,94.2137,1.0,1.9233966497870305
MFSD4A,MFSD4A,0.985196,96.29669999999999,1.0,1.9233861980406977
MYO1C,MYO1C,0.9989962,94.28335,1.0,1.923385255058578
OMD,OMD,0.9963276,94.67165,1.0,1.9233719846654531
SLC30A6,SLC30A6,0.9971578,94.55019999999999,1.0,1.9233676187876734
TPRKB,TPRKB,0.99350375,95.08250000000001,1.0,1.923357420071851
FBXO8,FBXO8,0.96409094,99.373,1.0,1.9233513601065648
H2BC1,H2BC1,0.9975691,94.4882,1.0,1.9233415323837115
AKAP4,AKAP4,0.99646497,94.64655,1.0,1.9233058758160073
SIL1,SIL1,0.99767524,94.46979999999999,1.0,1.9233034371647273
MRPS7,MRPS7,0.99658567,94.6281,1.0,1.9232948820885367
CFAP54,CFAP54,0.9946704,94.90615,1.0,1.9232770579405085
MPDZ,MPDZ,0.9966814,94.61085,1.0,1.9232519693920127
UAP1,UAP1,0.9936791,95.04849999999999,1.0,1.923247418435851
TEAD3,TEAD3,0.96130824,99.7701,1.0,1.9232355730661528
FUZ,FUZ,0.9964228,94.64654999999999,1.0,1.9232254897876975
HECW1,HECW1,0.98659825,96.07955,1.0,1.923221833002187
TSHZ2,TSHZ2,0.99614376,94.68639999999999,1.0,1.9232142725882433
COL6A6,COL6A6,0.9971863,94.5339,1.0,1.9232089629121893
CUL4B,CUL4B,0.9994729,94.20025000000001,1.0,1.923208133828147
OR4D5,OR4D5,0.99635476,94.6541,1.0,1.9231944413307578
PLCE1,PLCE1,0.9806318,96.94735,1.0,1.9231874554369845
EDDM3B,EDDM3B,0.99700993,94.5578,1.0,1.9231850487285311
ATXN7,ATXN7,0.99631864,94.65719999999999,1.0,1.9231660941292494
ANKFN1,ANKFN1,0.97519433,97.7372,1.0,1.9231429071059758
SLC28A2,SLC28A2,0.99667805,94.60125,1.0,1.923120145279844
CLDN19,CLDN19,0.95966995,100.0,1.0,1.9231165874768026
PTPN13,PTPN13,0.97837317,97.27015,1.0,1.923099830660926
NDUFB3,NDUFB3,0.99127334,95.38714999999999,1.0,1.9230864326841002
IFNGR1,IFNGR1,0.9968376,94.5753,1.0,1.9230852102656262
TSNAXIP1,TSNAXIP1,0.9866077,96.0674,1.0,1.9230810892014558
BBX,BBX,0.9844819,96.37655000000001,1.0,1.9230683124653214
SFRP4,SFRP4,0.9916579,95.3286,1.0,1.9230544528531401
LRRC36,LRRC36,0.97507846,97.74555000000001,1.0,1.9230311365021833
PAFAH1B1,PAFAH1B1,0.9945529,94.90344999999999,1.0,1.923017795555384
CREB3,CREB3,0.99559253,94.7512,1.0,1.9230102053489304
DDX55,DDX55,0.9901439,95.5427,1.0,1.9229659431028563
NUP54,NUP54,0.9925221,95.19575,1.0,1.9229659411618525
PLVAP,PLVAP,0.9983368,94.3439,1.0,1.9229194575829824
JMY,JMY,0.9931917,95.09285,1.0,1.9228978167900737
CNN2,CNN2,0.98565805,96.19155,1.0,1.9228930345284336
GPRC5D,GPRC5D,0.9923789,95.21065,1.0,1.922887658541976
TET1,TET1,0.98299205,96.57929999999999,1.0,1.9228775337878514
GBE1,GBE1,0.99659514,94.59475,1.0,1.9228771670164455
KRT5,KRT5,0.9883871,95.7918,1.0,1.922871925761446
RTN4RL2,RTN4RL2,0.9725973,98.0952,1.0,1.922870151745998
IL17RD,IL17RD,0.99415714,94.94980000000001,1.0,1.9228690144606504
AMPD3,AMPD3,0.96835846,98.7113,1.0,1.9228401756040048
NLRC5,NLRC5,0.9944159,94.9089,1.0,1.9228278533620067
PIK3R3,PIK3R3,0.9703296,98.4221,1.0,1.9228188099692223
FBXO32,FBXO32,0.95950735,100.0,1.0,1.922806633286545
GSG1L2,GSG1L2,0.99692464,94.5392,1.0,1.9227794292008054
UBXN6,UBXN6,0.9973713,94.47325000000001,1.0,1.9227691347491724
NLRP10,NLRP10,0.9976421,94.43254999999999,1.0,1.9227535380442013
FADD,FADD,0.9957298,94.7115,1.0,1.9227531352539047
NELFB,NELFB,0.9890816,95.68090000000001,1.0,1.9227467348516583
AFDN,AFDN,0.99564755,94.7224,1.0,1.9227387718756477
ING4,ING4,0.9677603,98.78705,1.0,1.922689726613065
ARHGEF17,ARHGEF17,0.9871371,95.95949999999999,1.0,1.922680377950924
ASIP,ASIP,0.99578303,94.697,1.0,1.9226651402933592
ZNF408,ZNF408,0.9980152,94.37115,1.0,1.9226624732627082
ECPAS,ECPAS,0.99736965,94.46415,1.0,1.9226470844809436
RALGAPA2,RALGAPA2,0.9961109,94.64725,1.0,1.922640080900368
POLB,POLB,0.9957149,94.70150000000001,1.0,1.9225940675081667
GBP3,GBP3,0.99734473,94.46334999999999,1.0,1.9225891278618596
SPMIP1,SPMIP1,0.99283797,95.1206,1.0,1.922586118304782
ADAD1,ADAD1,0.99680513,94.54175000000001,1.0,1.922584934303622
EXD1,EXD1,0.9941385,94.9301,1.0,1.9225760725220895
FAM161A,FAM161A,0.99767584,94.4134,1.0,1.9225676313816362
CA14,CA14,0.9938505,94.97125,1.0,1.922564761861369
VLDLR,VLDLR,0.99370444,94.9922,1.0,1.9225600796124596
PEX2,PEX2,0.9937697,94.98249999999999,1.0,1.9225577357955759
PIP4K2A,PIP4K2A,0.98793036,95.83335,1.0,1.9225441832056265
HRH2,HRH2,0.9978162,94.3909,1.0,1.9225411950322808
NOX1,NOX1,0.9970408,94.5035,1.0,1.9225343843594849
C8orf76,C8H8orf76,0.9946676,94.8496,1.0,1.9225328109783448
ZNF382,ZNF382,0.97309595,97.9964,1.0,1.922529728674124
GMNN,GMNN,0.99716157,94.48495,1.0,1.922522217420533
TMEM156,TMEM156,0.99639815,94.5946,1.0,1.9224996973521824
CYB561D1,CYB561D1,0.9757251,97.6096,1.0,1.922487397725906
GCNT4,GCNT4,0.99656916,94.56635,1.0,1.922456554911613
CAPN2,CAPN2,0.9935049,95.01124999999999,1.0,1.9224286254772083
GCSAML,GCSAML,0.994846,94.8148,1.0,1.9224181701814504
ARL14EPL,ARL14EPL,0.9953715,94.7368,1.0,1.9224007123856799
MYSM1,MYSM1,0.9969462,94.5062,1.0,1.9223893338063953
KLKB1,KLKB1,0.9936658,94.9843,1.0,1.9223831974024412
MX1,MX1,0.9981419,94.33109999999999,1.0,1.9223806809707464
GFPT2,GFPT2,0.99069744,95.41399999999999,1.0,1.9223394656178032
CALR3,CALR3,0.996748,94.5312,1.0,1.9223381795908128
ECE1,ECE1,0.9965563,94.55770000000001,1.0,1.9223190156393137
GARNL3,GARNL3,0.99508244,94.77265,1.0,1.9223181287643607
SIRT4,SIRT4,0.99462366,94.83840000000001,1.0,1.9223027063233347
CEP57L1,CEP57L1,0.9955444,94.70185000000001,1.0,1.9222736273113148
RFX1,RFX1,0.99781454,94.36755,1.0,1.9222329283481632
INPP5J,INPP5J,0.9824092,96.61439999999999,1.0,1.9222251168399183
AFG3L2,AFG3L2,0.9923011,95.1682,1.0,1.9221846811612506
SULT2B1,SULT2B1,0.99603635,94.6209,1.0,1.9221536691342427
GPATCH8,GPATCH8,0.9899262,95.511,1.0,1.9221367477895153
EPHB2,EPHB2,0.9943095,94.87085,1.0,1.9221278501097459
ZNF692,ZNF692,0.9808205,96.83824999999999,1.0,1.9221216093501465
PPP1R12A,PPP1R12A,0.9901359,95.47855,1.0,1.9221124784513557
GPLD1,GPLD1,0.9961055,94.60745,1.0,1.9221097412770258
TARS3,TARS3,0.9920139,95.2036,1.0,1.9220997632249428
DNAJA3,DNAJA3,0.98483646,96.25,1.0,1.9220906248098952
FAM217B,FAM217B,0.9931343,95.0392,1.0,1.922087382064308
TIMELESS,TIMELESS,0.9967371,94.51315,1.0,1.92208155162277
SWAP70,SWAP70,0.9649807,99.1453,1.0,1.9220722161235373
NBEAL1,NBEAL1,0.9840773,96.3579,1.0,1.9220533589709212
ZNF565,ZNF565,0.9977263,94.36355,1.0,1.9220124560421534
LRIT3,LRIT3,0.9919675,95.20339999999999,1.0,1.922008700516527
KPRP,KPRP,0.9981539,94.3005,1.0,1.9220037215017145
GMPPB,GMPPB,0.9866631,95.97545,1.0,1.9219852318264667
CCNH,CCNH,0.9985347,94.2433,1.0,1.9219822139676648
KIAA0825,KIAA0825,0.99845064,94.25534999999999,1.0,1.9219794267529267
PRRC1,PRRC1,0.9958691,94.6308,1.0,1.9219642091017781
NET1,NET1,0.9974827,94.3939,1.0,1.9219446643247515
FAT1,FAT1,0.9987559,94.2079,1.0,1.9219413202400304
MAB21L3,MAB21L3,0.9969212,94.4751,1.0,1.9219353103155878
ATG4A,ATG4A,0.9727205,98.00245000000001,1.0,1.9218930840773911
PRAG1,PRAG1,0.99658805,94.52000000000001,1.0,1.921886932342864
AKT1S1,AKT1S1,0.9974481,94.3945,1.0,1.9218865484016172
APOF,APOF,0.9926419,95.092,1.0,1.9218386609958826
UPF1,UPF1,0.98678863,95.9447,1.0,1.9218227275096464
SLCO2A1,SLCO2A1,0.9942216,94.86005,1.0,1.92181917385398
SHMT2,SHMT2,0.9775665,97.28935,1.0,1.9218130026261622
CIMAP1C,CIMAP1C,0.9965028,94.5256,1.0,1.921797597903583
TJP2,TJP2,0.99942976,94.0982,1.0,1.9217924643688384
GRIA4,GRIA4,0.9988091,94.1865,1.0,1.921763109373821
ZNF410,ZNF410,0.97553366,97.57995,1.0,1.9217350464908598
AGK,AGK,0.97030455,98.3412,1.0,1.9217139804153174
MSANTD2,MSANTD2,0.9613727,99.6422,1.0,1.9216872462113002
APBB1IP,APBB1IP,0.99677294,94.47460000000001,1.0,1.921646158328204
BOP1,BOP1,0.9941348,94.85919999999999,1.0,1.9216426059447163
TREH,TREH,0.99180984,95.1973,1.0,1.9216284576049067
AADACL4,AADACL4,0.9959366,94.5946,1.0,1.9216198735113865
PLEKHA3,PLEKHA3,0.96573806,99.0,1.0,1.921617364347842
ADGB,ADGB,0.99948907,94.07480000000001,1.0,1.9215997676508336
NRG3,NRG3,0.97706074,97.34434999999999,1.0,1.9215675604850615
MTRF1L,MTRF1L,0.98857886,95.66380000000001,1.0,1.9215649562709207
DCAF4,DCAF4,0.98444754,96.26650000000001,1.0,1.921564847922205
RAB41,RAB41,0.9911599,95.28524999999999,1.0,1.9215387147124625
KPNA2,KPNA2,0.98567027,96.08600000000001,1.0,1.921537161684531
PPP1R21,PPP1R21,0.97114044,98.2051,1.0,1.9215290370820652
TGFBR1,TGFBR1,0.99412477,94.85185,1.0,1.921527447749301
TRIM42,TRIM42,0.9844333,96.2656,1.0,1.921525943269737
UQCC2,UQCC2,0.98603576,96.0317,1.0,1.9215243624516716
CCDC142,CCDC142,0.9978337,94.30885,1.0,1.9215024494237811
CACNB3,CACNB3,0.99839944,94.22495,1.0,1.9214846063806732
SLCO4C1,SLCO4C1,0.99761045,94.337,1.0,1.921444703378008
SYCN,SYCN,0.9942909,94.82,1.0,1.921427963539135
PKN1,PKN1,0.9975667,94.3413,1.0,1.9214174913627913
PARS2,PARS2,0.9962847,94.5263,1.0,1.9213909940780383
ECT2,ECT2,0.99868375,94.17595,1.0,1.9213863111501914
TBPL2,TBPL2,0.99618214,94.5408,1.0,1.9213849543509736
KIF7,KIF7,0.9934042,94.94595,1.0,1.9213834261718983
C10orf71,C9H10orf71,0.9984018,94.216,1.0,1.9213721600962892
CACHD1,CACHD1,0.9923547,95.0924,1.0,1.9212964162263804
ASPHD1,ASPHD1,0.9961213,94.53975,1.0,1.9212552590666707
MAP4K4,MAP4K4,0.9971134,94.39345,1.0,1.9212348109614483
ZNF598,ZNF598,0.9989756,94.1181,1.0,1.921186750592803
DCAF1,DCAF1,0.9882928,95.6763,1.0,1.9211829890314531
KATNBL1,KATNBL1,0.9676737,98.6842,1.0,1.9211807588945293
SELE,SELE,0.99567425,94.59925,1.0,1.9211805312836265
SLCO5A1,SLCO5A1,0.9959367,94.5608,1.0,1.9211784170790633
DEPP1,DEPP1,0.9974388,94.3396,1.0,1.9211514705903574
SERTAD2,SERTAD2,0.99791855,94.26925,1.0,1.9211467610158826
TP63,TP63,0.9606427,99.7059,1.0,1.9211280277950205
MECOM,MECOM,0.9992274,94.0735,1.0,1.9210839761028167
SBNO1,SBNO1,0.96278495,99.3896,1.0,1.9210787367964928
NFATC4,NFATC4,0.9987385,94.14365000000001,1.0,1.9210686303095097
ROBO1,ROBO1,0.9888407,95.58525,1.0,1.9210377133755532
CTSW,CTSW,0.99782467,94.27445,1.0,1.9210357491560432
DAW1,DAW1,0.99110764,95.25155,1.0,1.9209987543415066
PLK3,PLK3,0.9969613,94.3947,1.0,1.920961205364367
HPX,HPX,0.997195,94.3605,1.0,1.9209598193805264
DIP2A,DIP2A,0.9960709,94.5241,1.0,1.9209546942782723
BAZ1B,BAZ1B,0.9943635,94.77289999999999,1.0,1.9209509251168009
CLN8,CLN8,0.9776982,97.2028,1.0,1.920933150156761
TRAM2,TRAM2,0.9603602,99.72975,1.0,1.9209011513192213
NSUN2,NSUN2,0.9737153,97.78085,1.0,1.92089387679755
PIK3CB,PIK3CB,0.9827001,96.46539999999999,1.0,1.9208327356186157
GALC,GALC,0.98148376,96.6423,1.0,1.9208255633814302
MAGOHB,MAGOHB,0.9584531,100.0,1.0,1.9207969825788018
CDH17,CDH17,0.9922287,95.0721,1.0,1.9207909807592378
TNFRSF1A,TNFRSF1A,0.9855589,96.044,1.0,1.9207760718329814
FGFBP1,FGFBP1,0.996523,94.4444,1.0,1.9207751056446873
CFAP96,CFAP96,0.99835336,94.1748,1.0,1.9207414829448304
C8B,C8B,0.99552476,94.5854,1.0,1.9207145971036623
GAN,GAN,0.9956236,94.5677,1.0,1.9206717328888152
DNAI3,DNAI3,0.9925465,95.01485,1.0,1.9206487269491959
NLGN3,NLGN3,0.959177,99.8821,1.0,1.920636369679949
SERPINB1,SERPINB1,0.9955921,94.5684,1.0,1.9206208329495065
HTR3B,HTR3B,0.99721664,94.3311,1.0,1.9206169158165172
MDM4,MDM4,0.97989595,96.85525000000001,1.0,1.9205813278005466
PITHD1,PITHD1,0.95833546,100.0,1.0,1.9205727328190116
ACADSB,ACADSB,0.99172896,95.12809999999999,1.0,1.9205700806478267
FRMPD2,FRMPD2,0.9925022,95.01225,1.0,1.9205303077849019
SKA3,SKA3,0.99657756,94.4175,1.0,1.9205276216160336
SPAG5,SPAG5,0.9981238,94.19155,1.0,1.9205227506586775
C3orf85,C2H3orf85,0.99638283,94.4444,1.0,1.9205079083577967
ANKS6,ANKS6,0.9945226,94.71379999999999,1.0,1.9204819784523435
NLRP12,NLRP12,0.9989089,94.0737,1.0,1.9204794528086186
UCK1,UCK1,0.982017,96.53755000000001,1.0,1.9204733314972429
GDPD5,GDPD5,0.97801715,97.12100000000001,1.0,1.9204723064123679
MSH5,MSH5,0.99801767,94.20285,1.0,1.9204680929253009
ABCB4,ABCB4,0.98693675,95.81909999999999,1.0,1.9204639293762087
ESR1,ESR1,0.96173126,99.4958,1.0,1.9204578138583779
WIPI1,WIPI1,0.9969574,94.35595,1.0,1.9204474449020192
CIBAR1,CIBAR1,0.99566495,94.54365,1.0,1.9204363069357027
GTF2E2,GTF2E2,0.99606603,94.48455,1.0,1.9204286315809533
ATP1A4,ATP1A2,0.98490214,96.1127,1.0,1.9204217986436731
ARMCX6,ARMCX6,0.9879563,95.6667,1.0,1.9204161019519765
PRSS16,PRSS16,0.97824657,97.0817,1.0,1.9203961226799073
CCDC117,CCDC117,0.98770314,95.6989,1.0,1.9203542595954308
KNSTRN,KNSTRN,0.99075246,95.2532,1.0,1.9203432566593297
VAT1,VAT1,0.99178845,95.1017,1.0,1.9203385276096965
ITPR2,ITPR2,0.9701081,98.2644,1.0,1.9203359943545175
ESF1,ESF1,0.99800783,94.19385,1.0,1.9203317372214137
ZSCAN22,ZSCAN22,0.99508905,94.61935,1.0,1.920327637463736
DIPK1A,DIPK1A,0.98157555,96.5908,1.0,1.9203276131373328
PCOLCE2,PCOLCE2,0.9862041,95.91405,1.0,1.920307986960636
PRKD1,PRKD1,0.9988029,94.07295,1.0,1.920267591790667
RTP2,RTP2,0.99616575,94.45725,1.0,1.920262006637854
ULK2,ULK2,0.9990534,94.0347,1.0,1.9202453113461704
CRYZL1,CRYZL1,0.9709397,98.1351,1.0,1.9202317253335583
SAXO4,SAXO4,0.99686307,94.3529,1.0,1.9202277767675557
SPP1,SPP1,0.99526185,94.586,1.0,1.9202212681351547
MIS18A,MIS18A,0.9891034,95.48435,1.0,1.9202200739950943
FGFR3,FGFR3,0.98614496,95.9158,1.0,1.9202181184264542
EFCAB12,EFCAB12,0.9983917,94.1286,1.0,1.92021089666434
ZFYVE16,ZFYVE16,0.99798113,94.18639999999999,1.0,1.9201834954015713
CPZ,CPZ,0.9927699,94.94659999999999,1.0,1.9201827930445372
ADAMTS16,ADAMTS16,0.9987277,94.07679999999999,1.0,1.9201745486949173
CD44,CD44,0.9904595,95.283,1.0,1.9201741865026758
CFAP61,CFAP61,0.9863867,95.8771,1.0,1.9201732594264986
GABRP,GABRP,0.97912234,96.93675,1.0,1.9201715617350805
ULK1,ULK1,0.9965719,94.39095,1.0,1.9201699172435513
BRINP1,BRINP1,0.95902133,99.8686,1.0,1.9201632282216021
CD93,CD93,0.99757457,94.2441,1.0,1.9201624315024115
FNDC11,FNDC11,0.9954899,94.54554999999999,1.0,1.9201274464044582
TMEM175,TMEM175,0.9934524,94.8413,1.0,1.920107899580071
LRRC58,LRRC58,0.9957066,94.512,1.0,1.9201021475985822
PLXDC1,PLXDC1,0.9827647,96.4,1.0,1.9201013306962662
C14orf39,C7H14orf39,0.997771,94.2078,1.0,1.9200625604431982
RYK,RYK,0.97724694,97.2013,1.0,1.9200533417766938
OSMR,OSMR,0.995865,94.48455,1.0,1.9200454206900095
SPTLC1,SPTLC1,0.9857395,95.96005,1.0,1.9200234072196034
TDP1,TDP1,0.9778234,97.11144999999999,1.0,1.9199781880361468
EXTL2,EXTL2,0.98579466,95.9477,1.0,1.9199671842311492
CCDC62,CCDC62,0.9931893,94.8682,1.0,1.9199578568754139
PAPOLG,PAPOLG,0.9972552,94.27355,1.0,1.9199384443494754
PLB1,PLB1,0.99721223,94.279,1.0,1.9199277456524686
SALL3,SALL3,0.9932563,94.8554,1.0,1.9199183238205488
TCP1,TCP1,0.9604273,99.6403,1.0,1.9198602631233932
FMN1,FMN1,0.991629,95.0877,1.0,1.9198516473337586
ANO1,ANO1,0.9913465,95.128,1.0,1.9198397144695605
STEAP2,STEAP2,0.99912554,93.99265,1.0,1.9198333817834528
CARD14,CARD14,0.99549,94.5219,1.0,1.9198186147537613
TMEM135,TMEM135,0.9936951,94.7824,1.0,1.9198009276527968
AGFG2,AGFG2,0.9977895,94.18315000000001,1.0,1.9197757370784703
TMEM39B,TMEM39B,0.9888068,95.4923,1.0,1.9197585625258275
CCDC86,CCDC86,0.99788713,94.1667,1.0,1.9197468994176368
UFD1,UFD1,0.99124503,95.13380000000001,1.0,1.9197220741569372
CDC20B,CDC20B,0.9955631,94.50345,1.0,1.9197168841292658
TRMT2B,TRMT2B,0.9918708,95.0397,1.0,1.9196853844352226
ZNF665,ZNF665,0.9975294,94.21385000000001,1.0,1.919681065713415
RC3H1,RC3H1,0.99707365,94.28025,1.0,1.9196799123841222
FSD2,FSD2,0.9948749,94.60095,1.0,1.9196789934895393
TMC6,TMC6,0.99232715,94.97215,1.0,1.919672655053824
FTMT,FTMT,0.99600047,94.4334,1.0,1.9196353081609259
S100A5,S100A5,0.99508405,94.5652,1.0,1.919610556333717
MOCS3,MOCS3,0.9965668,94.3478,1.0,1.9195963767802318
ALDH1A3,ALDH1A3,0.97120583,98.0469,1.0,1.9195865686551952
VPS13C,VPS13C,0.984938,96.0435,1.0,1.9195859558327846
ZNF836,ZNF836,0.9983193,94.09110000000001,1.0,1.9195828920459044
PALMD,PALMD,0.9907465,95.195,1.0,1.91957142629363
APCDD1L,APCDD1L,0.9968211,94.3058,1.0,1.919532340734042
LRRC52,LRRC52,0.99501884,94.5687,1.0,1.9195319832805868
ETNK1,ETNK1,0.96687216,98.6726,1.0,1.91950126224407
MEGF6,MEGF6,0.9964714,94.3543,1.0,1.91949945386488
RABGAP1,RABGAP1,0.9603235,99.6258,1.0,1.919472931714532
DGKK,DGKK,0.99611366,94.40435,1.0,1.919471493893035
CEP97,CEP97,0.99564695,94.47095,1.0,1.9194520614987687
TMEM150C,TMEM150C,0.99716365,94.24365,1.0,1.919373240541331
LMTK3,LMTK3,0.9938275,94.72975,1.0,1.9193653632536796
