human gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
CPN2,Cpn2,0.9740305,67.21629999999999,1.0,1.6311923442044924
JAM2,Jam2,0.93113923,73.98179999999999,1.0,1.6311876955081002
PROB1,Prob1,0.96434563,68.74115,1.0,1.6311632620328704
CERK,Cerk,0.86701566,84.08505,1.0,1.6310672518121332
KIF14,Kif14,0.94888854,71.1663,1.0,1.6310316817634236
TAS2R38,Tas2r138,0.9837415,65.66325,1.0,1.6309806456410243
GNGT1,Gngt1,0.78320277,97.2973,1.0,1.630977516230642
DPP9,Dpp9,0.8258714,90.56245,1.0,1.6309374572293889
GNPAT,Gnpat,0.8855391,81.1489,1.0,1.6309259041426354
LYG1,Lyg1,0.95565677,70.08085,1.0,1.6308538547576341
BRAP,Brap,0.82330626,90.9553,1.0,1.6308195284046638
TEX52,Tex52,0.98200804,65.90695,1.0,1.630683166232295
CCDC150,Ccdc150,0.91463697,76.52770000000001,1.0,1.6306148919663417
PCSK9,Pcsk9,0.9140143,76.62355,1.0,1.6305911493455523
AHSA1,Ahsa1,0.7976754,94.9704,1.0,1.6305386413706264
SNX25,Snx25,0.89171004,80.13495,1.0,1.6305208706792178
POM121,Pom121,0.9630902,68.872,1.0,1.6304913601291051
THUMPD3,Thumpd3,0.89228547,80.03985,1.0,1.6304775936645566
DZIP1,Dzip1,0.97028375,67.71895,1.0,1.6303084622374113
GNS,Gns,0.8269226,90.33324999999999,1.0,1.6303036926397567
EVC2,Evc2,0.96111697,69.15025,1.0,1.6301611509788008
TAS2R4,Tas2r108,0.9761082,66.7793,1.0,1.6300998515409852
SELE,Sele,0.93877196,72.66795,1.0,1.6300895904508104
NTF4,Ntf5,0.8214745,91.17,1.0,1.630076983793462
SMTNL1,Smtnl1,0.9863558,65.14555,1.0,1.6299276228416752
MTERF1,Mterf1b,0.9345263,73.31325000000001,1.0,1.6298451934260938
CCNF,Ccnf,0.867071,83.94395,1.0,1.6297435489464651
DNPH1,Dnph1,0.9424641,72.0467,1.0,1.629701326835928
CREBZF,Crebzf,0.873861,82.86775,1.0,1.6296925634407553
NPDC1,Npdc1,0.93438953,73.31559999999999,1.0,1.62965294299128
FCN1,Fcnb,0.93531215,73.1507,1.0,1.6294593474379253
MAP7D2,Map7d2,0.95437455,70.1434,1.0,1.6294566924594207
SF3A1,Sf3a1,0.77630866,98.2325,1.0,1.6294542714390026
ABHD14A,Abhd14a,0.9056281,77.83155,1.0,1.6294421788371554
NME9,Nme9,0.9064421,77.6937,1.0,1.6293477386012722
MTHFD2,Mthfd2,0.8157339,92.0,1.0,1.6293213652653442
HYDIN,Hydin,0.9081557,77.412,1.0,1.6292338894757075
NUTM1,Nutm1,0.98667294,65.01875,1.0,1.6291599013596016
KRT79,Krt79,0.8719145,83.1156,1.0,1.6291005200367588
COL8A2,Col8a2,0.80103374,94.29464999999999,1.0,1.6290788186043161
ZNF648,Zfp648,0.97125834,67.44195,1.0,1.6290758477478664
PSORS1C2,Psors1c2,0.9589656,69.3736,1.0,1.6290009315012481
FBP1,Fbp1,0.8604462,84.9112,1.0,1.6289656323305932
C6orf132,AI661453,0.9654388,68.34135,1.0,1.6288897038170713
TLDC2,Tldc2,0.8641882,84.3133,1.0,1.6288895213199353
KIAA1549L,D430041D05Rik,0.93746954,72.7533,1.0,1.628888563278844
CCDC42,Ccdc42,0.8509559,86.3924,1.0,1.6288069783018506
ARL5C,Arl5c,0.88152605,81.5642,1.0,1.6287484421814704
ST8SIA6,St8sia6,0.87455326,82.6633,1.0,1.6287400821290934
SLC5A7,Slc5a7,0.8094584,92.931,1.0,1.628731958570364
FAIM,Faiml,0.94188774,72.03309999999999,1.0,1.6286561368044212
BFSP1,Bfsp1,0.97273386,67.167,1.0,1.6286539348033324
KCTD18,Kctd18,0.8913709,80.001,1.0,1.6286463878433424
B3GNT4,B3gnt4,0.9188563,75.66135,1.0,1.628607254232349
PPP1R3G,Ppp1r3g,0.97035605,67.53415000000001,1.0,1.6285745132459444
LONRF3,Lonrf3,0.88863814,80.42455000000001,1.0,1.6285710436652252
UGP2,Ugp2,0.7720209,98.8189,1.0,1.628554462969483
AK7,Ak7,0.8557052,85.6155,1.0,1.6285298518125626
MEP1B,Mep1b,0.9075218,77.43805,1.0,1.628494431878074
MRPS33,Mrps33,0.8780846,82.0755,1.0,1.6284326614993831
RTN3,Rtn3,0.9602177,69.1183,1.0,1.6284230804332513
HPS1,Hps1,0.88630587,80.7699,1.0,1.6283454600459915
AVIL,Avil,0.8309626,89.4994,1.0,1.6283381673904094
CES5A,Ces5a,0.9562195,69.7391,1.0,1.628324043886702
CST3,Cst3,0.9547953,69.96085,1.0,1.628294912540197
FAM149B1,Fam149b,0.8889611,80.34575000000001,1.0,1.6282925030527182
HTRA4,Htra4,0.979165,66.11404999999999,1.0,1.6282693587731125
SLCO1B3,Slco1b2,0.983496,65.42625000000001,1.0,1.6282233770020922
LIPI,Lipi,0.97955686,66.04495,1.0,1.6281965057745462
GYS2,Gys2,0.80169165,94.101,1.0,1.6281801512325837
ELN,Eln,0.95552623,69.83295,1.0,1.6281689319546762
CABLES1,Cables1,0.8706729,83.21365,1.0,1.6281224345292316
MAP3K21,Map3k21,0.95880395,69.3029,1.0,1.628038933637772
CHRNB2,Chrnb2,0.9347681,73.0758,1.0,1.627852125429734
PRR19,Prr19,0.9589153,69.26535,1.0,1.6278390848106645
ADAMTS19,Adamts19,0.84282136,87.57755,1.0,1.6278264936414117
UNK,Unk,0.7930071,95.4321,1.0,1.6277915428487273
PYCARD,Pycard,0.94701326,71.13589999999999,1.0,1.6277694857014424
RPAP2,Rpap2,0.95224476,70.3101,1.0,1.6277640147628385
MS4A1,Ms4a1,0.9300042,73.8172,1.0,1.6277512208716565
HAUS2,Haus2,0.95185816,70.3628,1.0,1.6276811652483327
CYBA,Cyba,0.84418213,87.34375,1.0,1.6276350661293932
USP13,Usp13,0.788603,96.1077,1.0,1.6276002116360173
PSAPL1,Psapl1,0.9784657,66.1554,1.0,1.6275797347030307
BEX1,Bex2,0.9334868,73.2465,1.0,1.6275379144029984
LINGO1,Lingo1,0.7689853,99.1936,1.0,1.6275128980801066
SYT8,Syt8,0.92587364,74.43235,1.0,1.6273868905285735
AMN1,Amn1,0.91608626,75.969,1.0,1.6273141020099984
SPINK1,Spink1,0.95908904,69.18515,1.0,1.6273111542743224
SLC39A4,Slc39a4,0.9446071,71.46844999999999,1.0,1.6272993428979698
ERN2,Ern2,0.8785269,81.8781,1.0,1.6271563760370598
SPI1,Spi1,0.8384925,88.19305,1.0,1.6271528511960875
PAXX,Paxx,0.92327726,74.81705,1.0,1.6271381815723605
PDCL3,Pdcl3,0.8283764,89.77074999999999,1.0,1.626972017068593
AKAP3,Akap3,0.9336075,73.15385,1.0,1.6268018149110195
RFTN2,Rftn2,0.8919735,79.72035,1.0,1.6267904706613483
RPL27A,Rpl27a,0.7805292,97.2973,1.0,1.6267600424424975
C4orf46,4930579G24Rik,0.87084407,83.04235,1.0,1.6266794498975656
PDGFC,Pdgfc,0.8459731,86.9565,1.0,1.6265877657801797
BCL2L14,Bcl2l14,0.96555865,68.09174999999999,1.0,1.6265827634764438
CD276,Cd276,0.95014954,70.52105,1.0,1.6265683701695062
FGF23,Fgf23,0.9501591,70.5179,1.0,1.626551950773124
FXN,Fxn,0.93190855,73.38505,1.0,1.6264337739574004
PRF1,Prf1,0.96380347,68.34995,1.0,1.626396021441085
FOXA1,Foxa1,0.7928162,95.3209,1.0,1.626378404017069
VAC14,Vac14,0.80039334,94.1176,1.0,1.6262981074581977
ALS2CL,Als2cl,0.88185316,81.25985,1.0,1.6262209480653036
OLIG1,Olig1,0.8379989,88.17345,1.0,1.6261782124988295
WRAP53,Wrap53,0.90026397,78.35055,1.0,1.6261704300625963
MYMX,Mymx,0.9541891,69.84125,1.0,1.6261426508337997
SNTN,Sntn,0.93981284,72.1088,1.0,1.626140046381122
MYCBP,Mycbp,0.9350655,72.85544999999999,1.0,1.6261177647096459
MGST1,Mgst1,0.95795155,69.2379,1.0,1.6260442990641444
ATG13,Atg13,0.837215,88.27255,1.0,1.6259326345515432
POU5F2,Pou5f2,0.9799666,65.7536,1.0,1.6259293579216583
CCDC68,Ccdc68,0.9374716,72.45575,1.0,1.625916312864979
TNK1,Tnk1,0.87132126,82.88755,1.0,1.6258842023285716
AASDH,Aasdh,0.93572927,72.70255,1.0,1.6256358413062402
RIN1,Rin1,0.89168626,79.643,1.0,1.6255638584664527
KIAA1328,AW554918,0.9369536,72.49155,1.0,1.6254571839241776
SPATC1L,Spatc1l,0.85725886,85.0447,1.0,1.6252727022955078
CCDC82,Ccdc82,0.9447971,71.22915,1.0,1.6252060620075302
SLC16A7,Slc16a7,0.93503785,72.7679,1.0,1.6251986476918598
LYAR,Lyar,0.9267948,74.06495,1.0,1.625165991870482
TBC1D8,Tbc1d8,0.8174016,91.31395,1.0,1.6250916103127857
ADAMTS12,Adamts12,0.886976,80.33840000000001,1.0,1.625087569345411
TMX1,Tmx1,0.90544415,77.42035,1.0,1.6250400034150312
CYP4F2,Cyp4f15,0.89326125,79.3309,1.0,1.6249273563631186
IL13RA1,Il13ra1,0.9208668,74.97155000000001,1.0,1.6248807556521978
TMEM235,Tmem235,0.95172787,70.09965,1.0,1.6248441368126243
NMB,Nmb,0.98793364,64.3871,1.0,1.6248321165249848
DPEP2,Dpep2,0.94361985,71.3742,1.0,1.6247994866300037
SULT2B1,Sult2b1,0.9606993,68.66290000000001,1.0,1.624628789502537
C16orf89,AU021092,0.9773843,66.02005,1.0,1.6245203597289328
AADAC,Aadac,0.95366234,69.76169999999999,1.0,1.6245162032645784
GPX1,Gpx1,0.8529049,85.64564999999999,1.0,1.6244139653783414
HDAC6,Hdac6,0.9105963,76.5402,1.0,1.6243658603114606
UBA7,Uba7,0.9271157,73.9294,1.0,1.6243167016718394
MRPL45,Mrpl45,0.8902885,79.7386,1.0,1.624314935400247
CLEC14A,Clec14a,0.981024,65.4017,1.0,1.6240783736398117
PI4K2B,Pi4k2b,0.88839304,80.0128,1.0,1.6240669060138924
ODAD4,Odad4,0.9048041,77.42105000000001,1.0,1.6240373443830622
RARS2,Rars2,0.84718066,86.5052,1.0,1.6239796542430258
GLB1,Glb1,0.9222475,74.66069999999999,1.0,1.623950267097303
MMADHC,Mmadhc,0.8022767,93.5811,1.0,1.6239040494696801
TRPM5,Trpm5,0.86116636,84.28829999999999,1.0,1.6238726624039668
CD302,Cd302,0.92410105,74.35345000000001,1.0,1.6238016847579648
HEATR6,Heatr6,0.86469555,83.7211,1.0,1.6237678502159114
SCARB1,Scarb1,0.8910142,79.5678,1.0,1.623751704651868
RNF10,Rnf10,0.81008387,92.328,1.0,1.6236886181043468
SEPTIN3,Septin3,0.969041,67.25045,1.0,1.6236630626405368
PIWIL1,Piwil1,0.7941659,94.83465000000001,1.0,1.6236450139232463
C4B,C4b,0.9106347,76.45054999999999,1.0,1.6235299351209718
XRRA1,Xrra1,0.92916787,73.524,1.0,1.6234999362248215
SAXO1,Saxo1,0.97885424,65.6845,1.0,1.623483644507392
NDOR1,Ndor1,0.87749225,81.6737,1.0,1.6234802477386037
GDF9,Gdf9,0.93473995,72.64099999999999,1.0,1.6234597196774492
TIRAP,Tirap,0.9241732,74.30625,1.0,1.623443499146148
DRC1,Drc1,0.9178866,75.29034999999999,1.0,1.623367582545293
MFRP,Mfrp,0.9547192,69.4768,1.0,1.6233343671494733
EOGT,Eogt,0.83814955,87.8558,1.0,1.623239358203331
MOGAT1,Mogat1,0.93521386,72.5373,1.0,1.6231702980101428
TMPRSS4,Tmprss4,0.9093928,76.60589999999999,1.0,1.6231243763727452
MTHFD2L,Mthfd2l,0.83404493,88.48245,1.0,1.6230309474060478
MGMT,Mgmt,0.958143,68.9058,1.0,1.6230253055037513
ITIH4,Itih4,0.98312914,64.9599,1.0,1.622981166725601
ARHGAP11A,Arhgap11a,0.9551339,69.37545,1.0,1.6229750435428136
TRIOBP,Triobp,0.96014464,68.58405,1.0,1.6229653305482805
PECR,Pecr,0.934593,72.6073,1.0,1.6228909106082394
LGI4,Lgi4,0.83409,88.4544,1.0,1.6228215439337736
PIK3R6,Pik3r6,0.86947995,82.86865,1.0,1.6227905928884416
HLA-DOB,H2-Ob,0.9192182,75.00104999999999,1.0,1.622575140262612
RIIAD1,Riiad1,0.9608537,68.41890000000001,1.0,1.6224323507157798
TTC29,Ttc29,0.92146164,74.63135,1.0,1.6224170973107812
IZUMO3,Izumo3,0.9692448,67.0856,1.0,1.6223360508222653
PRSS57,Prss57,0.9576709,68.90545,1.0,1.6222770823899437
INSIG1,Insig1,0.882958,80.688,1.0,1.6222452989127074
TRAV38-2DV8,Trdv2-2,0.9517544,69.8276,1.0,1.622165487065133
PLB1,Plb1,0.962989,68.0549,1.0,1.6221607202665393
MBIP,Mbip,0.8724432,82.3373,1.0,1.6221515278958356
CDCA7L,Cdca7l,0.8981495,78.2763,1.0,1.6220924191910588
BBOF1,Bbof1,0.89651704,78.5322,1.0,1.622076264151096
SURF2,Surf2,0.9544185,69.39595,1.0,1.6220515222218688
GGT5,Ggt5,0.89325833,79.0436,1.0,1.6220497501536455
GLTP,Gltp,0.80283403,93.3014,1.0,1.6219862202661606
LAT,Lat,0.964392,67.81379999999999,1.0,1.6219629092702932
C14orf39,4930447C04Rik,0.9519247,69.7762,1.0,1.621920130035439
CATSPER3,Catsper3,0.9849366,64.56585000000001,1.0,1.621891878840159
SPAG1,Spag1,0.94932115,70.18285,1.0,1.6218796106265123
CCN5,Ccn5,0.93110764,73.05420000000001,1.0,1.6218618632624637
IGFBP6,Igfbp6,0.9512386,69.8757,1.0,1.6218328285561263
PKP2,Pkp2,0.88656384,80.07755,1.0,1.6218288997233246
NOTCH2,Notch2,0.8077065,92.5162,1.0,1.6218203906333173
TRIM34,Trim34a,0.966776,67.42099999999999,1.0,1.6217955953607772
LYPD2,Lypd2,0.97150904,66.67085,1.0,1.6217603192255865
RBM12B,Rbm12b2,0.955911,69.12845,1.0,1.6217308947009157
PLG,Plg,0.88986206,79.53155,1.0,1.6215717395208735
FBXO6,Fbxo6,0.9649175,67.68785,1.0,1.6215323692285772
TMEM171,Tmem171,0.9190113,74.92335,1.0,1.621471761926991
LRP11,Lrp11,0.9513886,69.80725,1.0,1.6213849489057792
WASH6P,Washc1,0.9149726,75.55165,1.0,1.621383837886035
SPATA2L,Spata2l,0.852455,85.41225,1.0,1.6213702620762822
NUPR1,Nupr1,0.93990463,71.61585,1.0,1.6213553422604199
UQCRC2,Uqcrc2,0.850924,85.6512,1.0,1.6213446570408248
ZNF771,Zfp771,0.78589946,95.8991,1.0,1.6212494611020123
SETD6,Setd6,0.8925539,79.0698,1.0,1.6212005336676056
TBC1D16,Tbc1d16,0.83133525,88.71495,1.0,1.6210815112123973
RAG2,Rag2,0.8331614,88.425,1.0,1.621062706222522
FOXL3,Foxl3,0.8988489,78.0629,1.0,1.6210617010080406
SCAF11,Scaf11,0.9589266,68.58555,1.0,1.6210589102103383
SLC38A6,Slc38a6,0.86183375,83.89930000000001,1.0,1.6210354494383328
WDR76,Wdr76,0.93951464,71.6354,1.0,1.620935645126012
SIGLEC1,Siglec1,0.932581,72.7277,1.0,1.6209210429848944
SELENOP,Selenop,0.94544965,70.6966,1.0,1.6209099394019701
DEFB103A,Defb14,0.95834476,68.6567,1.0,1.6208525756487246
SYT13,Syt13,0.82359916,89.9061,1.0,1.6207895690740863
TENT5D,Tent5d,0.90357167,77.2787,1.0,1.6206697242662438
GEMIN6,Gemin6,0.84900165,85.88665,1.0,1.6206667095131224
TTK,Ttk,0.91835463,74.9451,1.0,1.62065338536028
IPO7,Ipo7,0.763109,99.422,1.0,1.6205272170090028
ZNF354A,Zfp354a,0.85480183,84.95230000000001,1.0,1.6204728136441227
PLP2,Plp2,0.8886777,79.6053,1.0,1.6204409483387736
DBT,Dbt,0.8369065,87.7593,1.0,1.620313485365757
RASGRF1,Rasgrf1,0.8581675,84.3989,1.0,1.6202480537255655
ADAM33,Adam33,0.9466426,70.44175,1.0,1.62024328104276
CYP17A1,Cyp17a1,0.96971947,66.7981,1.0,1.6202098280313972
ABCF1,Abcf1,0.812702,91.55975000000001,1.0,1.6201361370112592
EME1,Eme1,0.9504208,69.8246,1.0,1.6200317744098183
TDRD6,Tdrd6,0.94044816,71.384,1.0,1.619894243984732
DDN,Ddn,0.90400803,77.1288,1.0,1.6198590686380738
NDUFS3,Ndufs3,0.83957636,87.28685,1.0,1.61980060674392
FAM222B,Fam222b,0.77589536,97.331,1.0,1.619787303502259
TMEM69,Tmem69,0.95996636,68.2938,1.0,1.6197815993753728
RBIS,Rbis,0.9732408,66.19785,1.0,1.6197621169370198
CIRBP,Cirbp,0.9301569,72.98865,1.0,1.619706600387603
TMEM150A,Tmem150a,0.81265706,91.5129,1.0,1.619596745554503
MRPS31,Mrps31,0.9759801,65.73840000000001,1.0,1.6194887777623816
RNASET2,Rnaset2a,0.959412,68.35185,1.0,1.6194876136618155
RHBDD3,Rhbdd3,0.91247445,75.74595,1.0,1.6193860837094651
KCNE1,Kcne1,0.91105485,75.969,1.0,1.6193772087203495
SLC25A19,Slc25a19,0.91564435,75.23585,1.0,1.6192855026852309
FPGS,Fpgs,0.87204933,82.1124,1.0,1.6192812101817167
FAM114A2,Fam114a2,0.8889398,79.4462,1.0,1.6192634029630675
ANXA9,Anxa9,0.900116,77.6812,1.0,1.619243511975009
WDR82,Wdr82,0.75862074,100.0,1.0,1.6192271260054474
USP53,Usp53,0.91724724,74.9769,1.0,1.6192245119669324
SSC5D,Ssc5d,0.95419,69.14345,1.0,1.6191660705558975
CISH,Cish,0.8164097,90.87415,1.0,1.6191289188139806
EID3,Eid3,0.9755522,65.76820000000001,1.0,1.6191117787782718
SEMA4C,Sema4c,0.8357421,87.8225,1.0,1.6191086804648513
KCNE3,Kcne3,0.80162627,93.2039,1.0,1.619106016309515
MTHFSD,Mthfsd,0.9440018,70.7435,1.0,1.6190950009136698
DPY19L4,Dpy19l4,0.83090633,88.5814,1.0,1.6190694032099096
PABPC1L,Pabpc1l,0.9042866,77.00575,1.0,1.6190680041767596
BCHE,Bche,0.88835156,79.5021,1.0,1.6188944725998686
ANPEP,Anpep,0.9082567,76.358,1.0,1.6188532138444738
COX7B,Cox7b,0.8930691,78.75,1.0,1.6188152456952132
NABP1,Nabp1,0.8686194,82.6055,1.0,1.618801601942483
ACOX3,Acox3,0.9267769,73.4286,1.0,1.6187742551754234
GABRA4,Gabra4,0.8179144,90.59705,1.0,1.6187315364147992
CSF1,Csf1,0.94735813,70.16300000000001,1.0,1.6185845074346747
KRT77,Krt77,0.9246642,73.74115,1.0,1.618567036424012
DNAH7,Dnah7a,0.8295637,88.7425,1.0,1.618562446009546
MR1,Mr1,0.91246337,75.6598,1.0,1.618507105352971
TNS3,Tns3,0.88908106,79.34815,1.0,1.6185057362336805
EID1,Eid1,0.96421605,67.49405,1.0,1.6184878536001501
HSD17B4,Hsd17b4,0.8447576,86.3359,1.0,1.618464352213492
ARSB,Arsb,0.8953519,78.3506,1.0,1.6184222919231315
OVOL1,Ovol1,0.7865087,95.5056,1.0,1.6182755183141626
PLA2G10,Pla2g10,0.9617927,67.85470000000001,1.0,1.6182715941046073
HMCES,Hmces,0.85932827,84.01715,1.0,1.6182616324140096
L2HGDH,L2hgdh,0.8694262,82.4165,1.0,1.618184303929816
ADAM7,Adam7,0.9683886,66.78745,1.0,1.6180039218664461
CA14,Car14,0.8612578,83.6795,1.0,1.6179289061691153
RTL5,Rtl5,0.9593997,68.1957,1.0,1.6179067107931437
TRAV17,Trav8n-2,0.95586735,68.75,1.0,1.6178775381791666
ODAM,Odam,0.9621163,67.76165,1.0,1.6178515630722585
ADIPOR2,Adipor2,0.80367285,92.7461,1.0,1.6177564328107998
OAS1,Oas1g,0.97593087,65.5712,1.0,1.6177391189636259
TTC12,Ttc12,0.91559017,75.08875,1.0,1.6177290354149363
RIBC2,Ribc2,0.9505735,69.56819999999999,1.0,1.617708653925765
ADAMTS20,Adamts20,0.9432387,70.7024,1.0,1.6174802343215358
USP8,Usp8,0.86462516,83.10035,1.0,1.6174493121731643
BCAN,Bcan,0.87391007,81.62525,1.0,1.6173449698444717
ENTPD1,Entpd1,0.9127913,75.4902,1.0,1.6173284047613818
SLX1A,Slx1b,0.9027607,77.0707,1.0,1.61731044423319
LIMD1,Limd1,0.89888513,77.6813,1.0,1.6173028527098268
NAGLU,Naglu,0.86848307,82.45675,1.0,1.6170990455940282
TBC1D5,Tbc1d5,0.82921994,88.6466,1.0,1.6170611752669015
ARHGAP30,Arhgap30,0.9097726,75.9354,1.0,1.6170184990980663
MAP3K6,Map3k6,0.8390555,87.0881,1.0,1.6169914662417848
ADRA1B,Adra1b,0.78350544,95.84765,1.0,1.6169584687721714
TCF19,Tcf19,0.94716305,70.02369999999999,1.0,1.6168837747826057
LYPD4,Lypd4,0.95039135,69.5122,1.0,1.6168613179478364
SLC7A6OS,Slc7a6os,0.9086036,76.0994,1.0,1.6168144378397713
CCR9,Ccr9,0.848126,85.6369,1.0,1.6167878987852984
CHFR,Chfr,0.8745425,81.46575,1.0,1.6167476085626786
SMDT1,Smdt1,0.87551403,81.3084,1.0,1.6167066670180006
STK33,Stk33,0.9541853,68.8918,1.0,1.6166421564516087
PDE6B,Pde6b,0.79920316,93.33345,1.0,1.6165791354065315
G2E3,G2e3,0.8983465,77.6876,1.0,1.616516180583603
ZC2HC1B,Zc2hc1b,0.95911187,68.10185,1.0,1.6165141678915398
MCM9,Mcm9,0.9478283,69.88105,1.0,1.6165066860333166
POP4,Pop4,0.8675488,82.5401,1.0,1.6164587636335597
SLC39A12,Slc39a12,0.8983433,77.6813,1.0,1.6164481326828102
MRGPRE,Mrgpre,0.9239627,73.63419999999999,1.0,1.6163909419221345
RNF224,Rnf224,0.96403086,67.3077,1.0,1.6163322221164689
FGD6,Fgd6,0.91424,75.15925,1.0,1.61630418409833
H1-10,H1f10,0.9741615,65.70415,1.0,1.6162774926431893
BORA,Bora,0.9516365,69.25635,1.0,1.6162670034703057
HILPDA,Hilpda,0.9014423,77.17015,1.0,1.6162252091066405
CCDC141,Ccdc141,0.92795384,72.98265,1.0,1.6161713415375605
EAF2,Eaf2,0.8804716,80.46095,1.0,1.6160525799968601
CORO7,Coro7,0.8427447,86.41065,1.0,1.616036564868049
LIN7B,Lin7b,0.76884586,98.0676,1.0,1.6160329358030694
KCNQ1,Kcnq1,0.8301248,88.396,1.0,1.6159825638641478
DHX37,Dhx37,0.8568337,84.17935,1.0,1.6159485255764514
SULT1B1,Sult1b1,0.93442935,71.9346,1.0,1.6159057578067682
NDUFS1,Ndufs1,0.79391587,94.0853,1.0,1.6157570993497545
ARMC2,Armc2,0.92539746,73.33365,1.0,1.6156487313412549
ANGPTL8,Angptl8,0.92923826,72.7273,1.0,1.6156439742675686
PPM1M,Ppm1m,0.82584774,89.03460000000001,1.0,1.615621634312904
SPACA4,Spaca4,0.975978,65.34795,1.0,1.6155809650774868
GPR156,Gpr156,0.9418593,70.7266,1.0,1.6155462735861272
PUDP,Pudp,0.9455064,70.1417,1.0,1.615450460767589
FABP9,Fabp9,0.93866396,71.2121,1.0,1.6153607237990604
HASPIN,Haspin,0.98699737,63.58200000000001,1.0,1.6153041796265208
SCAND1,Scand1,0.9616493,67.5643,1.0,1.6151413850503389
NOD1,Nod1,0.8730775,81.532,1.0,1.615099116481068
TMEM160,Tmem160,0.79307586,94.1489,1.0,1.615068009617008
NCKAP5,Nckap5,0.97879577,64.8507,1.0,1.615053409895097
BOC,Boc,0.8411229,86.56225,1.0,1.6149942256476018
CPOX,Cpox,0.8823616,80.05664999999999,1.0,1.6149909964024871
RSPH10B2,Rsph10b,0.9287488,72.73855,1.0,1.614984366291961
VWA5B1,Vwa5b1,0.92854846,72.7572,1.0,1.6148548361529647
DRC3,Drc3,0.8770125,80.8795,1.0,1.6147814569869636
MAP2K3,Map2k3,0.7777026,96.5418,1.0,1.6147461685736375
MBLAC1,Mblac1,0.93407696,71.87245,1.0,1.614728373506673
ART1,Art1,0.9035399,76.68785,1.0,1.614711108076187
LTO1,LTO1,0.8991842,77.3723,1.0,1.6146846263629646
COBL,Cobl,0.9769441,65.10575,1.0,1.614682957876151
TONSL,Tonsl,0.9071885,76.1059,1.0,1.6146471614611453
GTF2E1,Gtf2e1,0.79826564,93.28795,1.0,1.6146452266718205
NDUFA10,Ndufa10,0.903854,76.6197,1.0,1.6145250910883602
SPSB1,Spsb1,0.7649219,98.5348,1.0,1.6145150105549084
EXOSC8,Exosc8,0.8061463,92.029,1.0,1.6144872235031271
DCST1,Dcst1,0.94414485,70.2594,1.0,1.6144796578537892
CFAP74,Cfap74,0.9433112,70.38794999999999,1.0,1.6144501008238676
GCSH,Gcsh,0.87567633,81.05575,1.0,1.614436190236325
ECHDC2,Echdc2,0.8482519,85.3781,1.0,1.614398502132107
CELSR1,Celsr1,0.8756808,81.05125,1.0,1.614398241522745
CPB1,Cpb1,0.91855085,74.27925,1.0,1.6143044163270062
HP,Hp,0.9201508,74.02685,1.0,1.6143042878498544
DMAC2L,Dmac2l,0.89491653,78.0,1.0,1.614229509245609
NDUFA9,Ndufa9,0.89332086,78.2493,1.0,1.614205389290071
SH2D7,Sh2d7,0.96950996,66.23055,1.0,1.6142038325016916
MRPL55,Mrpl55,0.9487242,69.5021,1.0,1.6141304405083439
XIRP2,Xirp2,0.9780364,64.86955,1.0,1.6140440272623242
RIPOR3,Ripor3,0.90636265,76.16835,1.0,1.613968908689406
PMFBP1,Pmfbp1,0.9448471,70.08765,1.0,1.6138699354574144
CENPI,Cenpi,0.92908573,72.57315,1.0,1.6138618629213515
PODXL2,Podxl2,0.9000239,77.15254999999999,1.0,1.6138117270803218
NT5C1B,Nt5c1b,0.9414875,70.61155,1.0,1.6138092706127876
FBXW10,Fbxw10,0.94389254,70.2288,1.0,1.613775646650983
DDX50,Ddx50,0.78133774,95.85355000000001,1.0,1.613597989225887
PAPSS1,Papss1,0.7631339,98.7179,1.0,1.6135254959870453
TBXA2R,Tbxa2r,0.91431296,74.85445,1.0,1.6133712762364012
NKX3-1,Nkx3-1,0.97157913,65.82005000000001,1.0,1.6133628840276342
PGAP6,Pgap6,0.9096505,75.58455000000001,1.0,1.613317390133449
CDK10,Cdk10,0.77420956,96.9444,1.0,1.613262006265959
MRPS28,Mrps28,0.9264359,72.9228,1.0,1.6131783382472125
NOXO1,Noxo1,0.9691524,66.17285,1.0,1.613062792686879
THPO,Thpo,0.9583341,67.8783,1.0,1.6130517598292091
RNF169,Rnf169,0.88576835,79.3232,1.0,1.6130305389103552
CNTD1,Cntd1,0.8520248,84.6416,1.0,1.6129851349134778
IL34,Il34,0.9499153,69.1973,1.0,1.612961363831488
ARHGEF5,Arhgef5,0.9724624,65.64045,1.0,1.6129602150692208
RNF167,Rnf167,0.80102104,92.68465,1.0,1.6129587847480453
IGHV7-4-1,Ighv9-3,0.93884265,70.9402,1.0,1.612923601734257
PBXIP1,Pbxip1,0.9345983,71.60545,1.0,1.612880771193927
LDLRAD1,Ldlrad1,0.9444802,70.04249999999999,1.0,1.612839662082163
LIFR,Lifr,0.910585,75.37729999999999,1.0,1.6127190349117866
MYO19,Myo19,0.86828685,82.0497,1.0,1.6127190146273023
VIPR2,Vipr2,0.84214497,86.17155,1.0,1.6126995093860668
TCTN2,Tctn2,0.95821553,67.86,1.0,1.6126817193301537
SH2D4B,Sh2d4b,0.8057986,91.89865,1.0,1.6126352375326316
LIPH,Liph,0.89492357,77.827,1.0,1.612510614627353
LRRC74A,Lrrc74a,0.94263524,70.299,1.0,1.6124942948801921
