zebrafish gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
epb41l4a,epb41l4a,0.99036336,51.9481,0.0,1.4745801037282193
gucy2f,gucy2f,0.9903563,51.9481,0.0,1.4745639720940846
slc6a19b,slc6a19,0.9903446,51.9481,0.0,1.474537238366128
ddb1,ddb1,0.9903099,51.9481,0.0,1.474457951155863
ube2r2,ube2r2,0.99030125,51.9481,0.0,1.4744381864766476
CTTN,cttn,0.94447535,61.9403,0.0,1.474408401752851
kiaa0930,KIAA0930,0.9902755,51.9481,0.0,1.4743793494258026
myof,myof,0.9902539,51.9481,0.0,1.4743299948511135
thrab,thra,0.99025375,51.9481,0.0,1.4743296521110114
zmp:0000000662,rnf145l,0.9831839,53.4895,0.0,1.4743233852538573
arrb2a,arrb2,0.99020964,51.9481,0.0,1.474228863671681
tnksb,tnks,0.9901911,51.9481,0.0,1.4741865009950725
cacna1sa,cacna1s,0.9901843,51.9481,0.0,1.4741709634437816
med13a,med13,0.99017704,51.9481,0.0,1.4741543748228443
herc4,herc4,0.9901727,51.9481,0.0,1.474144458209226
sptb,sptb,0.99017173,51.9481,0.0,1.474142241823233
ruvbl2,ruvbl2,0.990149,51.9481,0.0,1.4740903052731087
pde4cb,pde4c,0.9901469,51.9481,0.0,1.4740855069116807
ppp1cc,ppp1cc,0.99014586,51.9481,0.0,1.4740831305803068
sart3,sart3,0.9901308,51.9481,0.0,1.474048719474065
pacs2,pacs2,0.99011797,51.9481,0.0,1.4740194037706733
ppp2r2ba,ppp2r2a,0.99011606,51.9481,0.0,1.4740150395467078
zgc:158803,luc7l2,0.95968485,58.5835,0.0,1.4739949041038192
dnajc11a,dnajc11,0.9901024,51.9481,0.0,1.4739838273480848
si:dkey-183i3.5,ouro1,0.97122264,56.0625,0.0,1.4739477230004856
abcb7,abcb7,0.9900855,51.9481,0.0,1.4739452119632583
hspa9,hspa9,0.9900848,51.9481,0.0,1.4739436125094492
rptor,rptor,0.9900558,51.9481,0.0,1.4738773494230608
flrt3,flrt3,0.9900521,51.9481,0.0,1.4738688951672112
ap3d1,ap3d1,0.9900478,51.9481,0.0,1.4738590699509537
arhgdig,arhgdig,0.9494545,60.801249999999996,0.0,1.4738526193846606
gsto2,gsto2,0.9733747,55.58175,0.0,1.4738286488585128
foxk2b,foxk2,0.9900327,51.9481,0.0,1.4738245674473514
ugdh,ugdhl,0.9900239,51.9481,0.0,1.4738044600280333
kcng4b,kcng4,0.97161037,55.9512,0.0,1.4736676695724416
slc35a3a,slc35a3.2,0.98996323,51.9481,0.0,1.4736658330814412
slc25a51b,slc25a51,0.94653165,61.41645,0.0,1.4736190020468203
nup107,nup107,0.98994195,51.9481,0.0,1.4736172096856361
ralgps1,ralgps1,0.9899355,51.9481,0.0,1.4736024718612497
tada3l,tada3,0.9899268,51.9481,0.0,1.4735825929353332
pcmtd1,PCMTD1,0.9899235,51.9481,0.0,1.473575052653089
atp6v1f,atp6v1f,0.98992085,51.9481,0.0,1.4735689975779536
tle3a,tle1,0.98991656,51.9481,0.0,1.473559195211036
mfhas1,mfhas1,0.9899134,51.9481,0.0,1.473551974819554
porb,por,0.9899053,51.9481,0.0,1.4735334668540454
psmd7,psmd7,0.98989904,51.9481,0.0,1.4735191631671216
chuk,chuk,0.9898966,51.9481,0.0,1.473513587928129
gar1,gar1,0.9898913,51.9481,0.0,1.4735014777778581
TNRC6A,tnrc6a,0.9776781,54.611549999999994,0.0,1.4734977132767977
axin1,axin1,0.9898831,51.9481,0.0,1.4734827413189482
rps12,rps12,0.98986393,51.9481,0.0,1.4734389391339113
trpc4b,trpc5,0.98986226,51.9481,0.0,1.473435123294109
usp25,usp25,0.98984885,51.9481,0.0,1.4734044823289896
eif3k,eif3k,0.98984104,51.9481,0.0,1.473386636994345
pdpk1b,pdpk1,0.9898349,51.9481,0.0,1.4733726074995026
gmpr,gmpr,0.98981255,51.9481,0.0,1.4733215392243035
sacm1la,sacm1l,0.9897948,51.9481,0.0,1.4732809816455656
ccdc135,drc7,0.98977906,51.9481,0.0,1.4732450167841953
dennd4a,dennd4a,0.9897655,51.9481,0.0,1.4732140330789734
ckmb,ckm,0.98976225,51.9481,0.0,1.47320660704343
ebf2,ebf2,0.9897547,51.9481,0.0,1.4731893557916287
scube2,scube2,0.9897505,51.9481,0.0,1.4731797590687725
psma8,psma7,0.98973966,51.9481,0.0,1.4731549903840675
itpr3,itpr3,0.9897371,51.9481,0.0,1.473149140952993
ptpra,ptpra,0.9897296,51.9481,0.0,1.4731320039478928
ythdc1,ythdc1,0.9897288,51.9481,0.0,1.4731301760006819
thoc1,thoc1,0.9897282,51.9481,0.0,1.473128805040274
scgn,scgn,0.98972136,51.9481,0.0,1.4731131760916223
lyrm1,lyrm1,0.9504683,60.508449999999996,0.0,1.4731016808738984
dhtkd1,dhtkd1,0.9897113,51.9481,0.0,1.4730901896554476
ctnnbl1,ctnnbl1,0.9896699,51.9481,0.0,1.4729955933872931
ptch2,ptch2,0.9896579,51.9481,0.0,1.4729681741791327
taok1a,taok1,0.9896446,51.9481,0.0,1.4729377845567546
fzd2,fzd2,0.98962617,51.9481,0.0,1.4728956732228877
slc25a44b,slc25a44,0.98960316,51.9481,0.0,1.4728430968912396
rnd3a,rnd3,0.9895912,51.9481,0.0,1.4728157690804395
ppp2r3b,ppp2r3b,0.98958594,51.9481,0.0,1.472803750327529
sh3glb2b,sh3glb2,0.989578,51.9481,0.0,1.4727856079514625
cog7,cog7,0.9895732,51.9481,0.0,1.4727746402681985
eef2k,eef2k,0.98957133,51.9481,0.0,1.4727703674415933
cbfa2t3,runx1t1,0.9895658,51.9481,0.0,1.4727577317564995
mat2aa,mat1a,0.9895533,51.9481,0.0,1.4727291700813319
cep112,cep112,0.98955166,51.9481,0.0,1.47272542278955
mmp9,mmp9.1,0.98954177,51.9481,0.0,1.4727028247921576
mthfr,mthfr,0.9895249,51.9481,0.0,1.4726642779553518
pola1,pola1,0.9895224,51.9481,0.0,1.4726585656203182
pcdh17,pcdh17,0.989513,51.9481,0.0,1.4726370872405923
rbm22,rbm22,0.9895115,51.9481,0.0,1.4726336598395722
trpc7a,trpc3,0.989496,51.9481,0.0,1.4725982433623648
asf1ba,asf1b,0.98948765,51.9481,0.0,1.472579164163353
spcs2,spcs2,0.9894873,51.9481,0.0,1.472578364436448
rpl13a,rpl13a,0.9894738,51.9481,0.0,1.4725475178272673
tars1,tars1,0.9894671,51.9481,0.0,1.472532208769378
ssrp1b,ssrp1,0.98946226,51.9481,0.0,1.472521149688753
ankrd13c,ankrd13c,0.98945016,51.9481,0.0,1.4724935019871908
snn,snn,0.9894486,51.9481,0.0,1.47248993749013
atp5f1b,atp5f1b,0.9894129,51.9481,0.0,1.472408365345852
pcdh7b,pcdh7,0.9894042,51.9481,0.0,1.4723884864199355
scube1,scube1,0.9894034,51.9481,0.0,1.4723866584727248
gtf2a1,gtf2a1,0.98939073,51.9481,0.0,1.4723577083587749
eftud2,eftud2,0.9893858,51.9481,0.0,1.472346443634089
ergic3,ergic3,0.98937976,51.9481,0.0,1.4723326426326482
msna,msn,0.98936826,51.9481,0.0,1.472306365891494
hspd1,hspd1,0.98936015,51.9481,0.0,1.4722878350766455
ctu1,ctu1,0.9893582,51.9481,0.0,1.4722833794553194
osbpl6,osbpl6,0.98934823,51.9481,0.0,1.472260598663206
tcp1,tcp1,0.9893442,51.9481,0.0,1.472251390379132
clcn5a,clcn5,0.9893359,51.9481,0.0,1.4722324254268209
pak2a,pak2,0.98932505,51.9481,0.0,1.4722076338927756
TBC1D1,tbc1d1,0.9731732,55.4643,0.0,1.4721378156935438
olah,olah,0.9621215,57.874,0.0,1.4721296894783906
snu13b,snu13,0.98927504,51.9481,0.0,1.4720933643427658
p2ry1,p2ry1,0.989273,51.9481,0.0,1.4720887030773784
rhag,rhag,0.98927,51.9481,0.0,1.4720818482753384
dip2a,dip2a,0.9892423,51.9481,0.0,1.4720185556031675
pygl,pygl,0.9892348,51.9481,0.0,1.472001418598067
reep1,reep1,0.9835651,53.181799999999996,0.0,1.4719709034672972
relch,relch,0.9892154,51.9481,0.0,1.4719570908782074
alad,alad,0.9892146,51.9481,0.0,1.4719552629309967
spsb1,spsb4,0.98918605,51.9481,0.0,1.4718900280649143
mapk6,mapk6,0.9891671,51.9481,0.0,1.4718467285653605
srgap1a,srgap1,0.989157,51.9481,0.0,1.4718236507318252
immt,immt,0.98915076,51.9481,0.0,1.4718093927435818
cndp2,cndp2,0.98915046,51.9481,0.0,1.4718087072633774
elmo1,elmo1,0.98914826,51.9481,0.0,1.4718036804085481
wnt3a,wnt3a,0.98914313,51.9481,0.0,1.4717919586970596
loxl3a,loxl3,0.9891116,51.9481,0.0,1.4717199147276174
ppp1r8a,ppp1r8,0.9890621,51.9481,0.0,1.4716068104939546
lyn,lyn,0.9890594,51.9481,0.0,1.4716006411721185
trap1,trap1,0.9890274,51.9481,0.0,1.4715275232836897
ndufb9,ndufb9,0.98902476,51.9481,0.0,1.4715214910578944
trappc5,trappc5,0.9890223,51.9481,0.0,1.4715158701202216
armh3,armh3,0.9889933,51.9481,0.0,1.4714496070338332
EPHB1,ephb1,0.89748174,71.9049,0.0,1.471421336133461
mvp,mvp,0.9889682,51.9481,0.0,1.4713922551900969
arpc2,arpc2,0.9889633,51.9481,0.0,1.4713810590134315
mmp16b,mmp16,0.9889616,51.9481,0.0,1.4713771746256086
slc35b4,slc35b4,0.98895377,51.9481,0.0,1.4713592835922837
ndufs1,ndufs1,0.98894083,51.9481,0.0,1.4713297165461507
insrb,insr,0.98892695,51.9481,0.0,1.4712980016620447
atp8b5b,XB994119,0.9889217,51.9481,0.0,1.4712860057584745
drd1b,drd1,0.98891354,51.9481,0.0,1.471267360696925
caln1,caln1,0.9889076,51.9481,0.0,1.4712537881888856
myo3a,myo3a,0.9888977,51.9481,0.0,1.471231167342153
gpat3,gpat3,0.9888915,51.9481,0.0,1.4712170007512702
dhx16,dhx16,0.9888902,51.9481,0.0,1.4712140303370527
lama5,lama5,0.98886675,51.9481,0.0,1.4711604486344387
strip1,strip1,0.9888621,51.9481,0.0,1.4711498236912763
slc39a9,slc39a9,0.9888374,51.9481,0.0,1.4710933858211455
sec13,sec13,0.9888342,51.9481,0.0,1.4710860740323026
jak2b,jak2,0.9888229,51.9481,0.0,1.4710602542779512
amfra,amfr,0.9888203,51.9481,0.0,1.4710543134495166
cnih1,cnih1,0.9888128,51.9481,0.0,1.4710371764444163
tnpo3,tnpo3,0.9888068,51.9481,0.0,1.471023466840336
dlat,dlat,0.9888041,51.9481,0.0,1.4710172975184996
cnot4b,cnot4,0.9887998,51.9481,0.0,1.4710074723022422
cpne3,cpne3,0.9887972,51.9481,0.0,1.4710015314738074
pcdh19,pcdh19,0.98878956,51.9481,0.0,1.4709840745779448
slc7a7,slc7a7,0.98878914,51.9481,0.0,1.4709831149056591
bbs2,bbs2,0.98878413,51.9481,0.0,1.4709716673862523
foxp1b,foxp1,0.9887763,51.9481,0.0,1.4709537763529275
crkl,crkl,0.9887666,51.9481,0.0,1.4709316124929976
med27,med27,0.9887655,51.9481,0.0,1.4709290990655828
ZNF236,znf236,0.9821189,53.39025,0.0,1.4708501767458064
gapvd1,gapvd1,0.98871744,51.9481,0.0,1.470819285136899
galnt2,galnt2,0.9887074,51.9481,0.0,1.470796344399405
ei24,ei24,0.98869896,51.9481,0.0,1.4707770595563319
st8sia4,st8sia4,0.98869663,51.9481,0.0,1.4707717356600805
pik3c3,pik3c3,0.98867416,51.9481,0.0,1.4707203931927997
scamp1,scamp1,0.9886681,51.9481,0.0,1.4707065464926787
jag1b,jag1,0.98865026,51.9481,0.0,1.4706657832698797
abca1b,abca1,0.9886315,51.9481,0.0,1.4706229179077885
ebag9,ebag9,0.9886286,51.9481,0.0,1.4706162915991496
phf2,phf2,0.9886208,51.9481,0.0,1.4705984691138452
dmap1,dmap1,0.98861116,51.9481,0.0,1.470576442349956
lpar1,lpar1,0.9886074,51.9481,0.0,1.4705678509980658
abcc4,abcc4,0.9886073,51.9481,0.0,1.4705676225046642
ubash3bb,ubash3b,0.9886016,51.9481,0.0,1.470554598380788
lmo3,LMO3,0.98860157,51.9481,0.0,1.4705545298327678
tbp,tbp,0.98859596,51.9481,0.0,1.4705417113529529
ttyh2l,ttyh2,0.98859537,51.9481,0.0,1.4705403632418848
lamb2l,lamb2,0.98859334,51.9481,0.0,1.4705357248258375
fzd8a,fzd5,0.98858714,51.9481,0.0,1.4705215582349545
ARHGAP45,arhgap45,0.9848737,52.757999999999996,0.0,1.4705211932701663
maf1b,maf1,0.988576,51.9481,0.0,1.4704961040700453
map2k7,map2k7,0.9885688,51.9481,0.0,1.4704796525451491
hdac5,hdac5,0.9885421,51.9481,0.0,1.4704186448069914
gins2,gins2,0.98853755,51.9481,0.0,1.4704082483572303
lrp12,lrp12,0.9885262,51.9481,0.0,1.4703823143561785
tmem33,tmem33,0.98852557,51.9481,0.0,1.4703808748477498
tmem161a,tmem161a,0.9885231,51.9481,0.0,1.470375231060737
nlk2,nlk,0.98852295,51.9481,0.0,1.470374888320635
pdia6,pdia6,0.98851734,51.9481,0.0,1.47036206984082
col5a2a,col5a2,0.9885163,51.9481,0.0,1.470359693509446
rb1cc1,rb1cc1,0.98851043,51.9481,0.0,1.4703462809467873
nlgn3a,nlgn1,0.9885036,51.9481,0.0,1.4703306748474758
arl4cb,arl4c,0.98848945,51.9481,0.0,1.4702983430311862
slc2a1a,slc2a1,0.98847985,51.9481,0.0,1.470276407664658
galnt11,galnt11,0.98847884,51.9481,0.0,1.4702740998813042
napab,napa,0.9884682,51.9481,0.0,1.4702497881834018
pitx1,pitx1,0.98846734,51.9481,0.0,1.4702478231401503
snap25a,snap25,0.98845077,51.9481,0.0,1.4702099617835485
tnnc2.1,tnnc2,0.988421,51.9481,0.0,1.4701419392979698
pxk,pxk,0.98841536,51.9481,0.0,1.470129052270134
notch2,notch2,0.9884043,51.9481,0.0,1.4701037808999462
tbc1d23,tbc1d23,0.98839784,51.9481,0.0,1.4700890202262196
memo1,memo1,0.9883835,51.9481,0.0,1.4700562542724676
mad1l1,mad1l1,0.9792512,53.9373,0.0,1.4700286267141167
p2rx1,p2rx1,0.97811323,54.18535,0.0,1.470027039106224
cep131,cep131,0.98837,51.9481,0.0,1.4700254076632868
mettl3,mettl3,0.98834276,51.9481,0.0,1.469963166060762
ano6,ano6,0.98833454,51.9481,0.0,1.4699443839031718
ddx42,ddx42,0.9883311,51.9481,0.0,1.469936523730166
fbxl20,fbxl20,0.98832905,51.9481,0.0,1.4699318396154386
greb1l,greb1l,0.9883261,51.9481,0.0,1.469925099060099
grik4,grik4,0.9883016,51.9481,0.0,1.469869118176771
me3,me3,0.9882816,51.9481,0.0,1.4698234194965032
spire1a,spire1,0.98825145,51.9481,0.0,1.4697545287359994
pa2g4a,pa2g4,0.98824054,51.9481,0.0,1.469729600105913
grm3,grm2,0.98822063,51.9481,0.0,1.4696841070697069
rab4b,rab4b,0.9882185,51.9481,0.0,1.469679240160258
ttll12,ttll12,0.98821384,51.9481,0.0,1.4696685923677557
marchf2,marchf2,0.9882084,51.9481,0.0,1.4696561623267228
SLCO2A1,slco2a1,0.9800361,53.7291,0.0,1.4696409455997155
psen2,psen2,0.9882,51.9481,0.0,1.4696369688810105
ncln,ncln,0.98818773,51.9481,0.0,1.469608932740666
xdh,xdh,0.9881709,51.9481,0.0,1.4695704773012208
grik5,grik5,0.98815894,51.9481,0.0,1.4695431494904208
ehd2b,ehd2,0.98815346,51.9481,0.0,1.4695306280520273
grhl2b,grhl2,0.9881344,51.9481,0.0,1.469487077209732
mfsd14a1,mfsd14a,0.9881146,51.9481,0.0,1.4694418355162666
sall1a,sall1,0.98810285,51.9481,0.0,1.4694149875416094
zeb2b,zeb2,0.98808694,51.9481,0.0,1.4693786342414565
slc1a3a,slc1a3,0.9880773,51.9481,0.0,1.4693566074775675
SH2D4B,sh2d4b,0.95557535,59.03015,0.0,1.4692841217055606
xylt1,xylt1,0.9880276,51.9481,0.0,1.4692430462571018
mrasa,mras,0.98802704,51.9481,0.0,1.4692417666940543
atp5pb,atp5pb,0.9880181,51.9481,0.0,1.4692213393839748
clta,clta,0.9880083,51.9481,0.0,1.4691989470306432
dnajc5aa,dnajc5,0.98800814,51.9481,0.0,1.4691985814412014
vil1,vil1,0.98800117,51.9481,0.0,1.469182655451128
wdr47a,wdr47,0.98799306,51.9481,0.0,1.4691641246362792
myl10,myl10,0.9879765,51.9481,0.0,1.4691262861290177
rundc3ab,rundc3a,0.9879708,51.9481,0.0,1.4691132620051413
mns1,mns1,0.9879659,51.9481,0.0,1.4691020658284755
ppfia4,ppfia3,0.9879625,51.9481,0.0,1.46909429705283
abtb2b,abtb2,0.98793185,51.9481,0.0,1.4690242638253195
usp4,usp4,0.98792887,51.9481,0.0,1.4690174547219597
tgfbi,tgfbi,0.98792297,51.9481,0.0,1.4690039736112808
phb2a,phb2,0.9879225,51.9481,0.0,1.4690028996922946
pgk1,pgk1,0.9879209,51.9481,0.0,1.4689992437978732
csnk1g1,csnk1g1,0.98791695,51.9481,0.0,1.4689902183085204
chmp2ba,chmp2b,0.9879108,51.9481,0.0,1.4689761659643379
gbf1,gbf1,0.98790795,51.9481,0.0,1.4689696539023998
smc1a,smc1a,0.9879062,51.9481,0.0,1.4689656552678763
dvl2,dvl2,0.98790294,51.9481,0.0,1.4689582063829927
rhoca,rhoa,0.98789036,51.9481,0.0,1.4689294619131041
pth1r,pth1r,0.9878734,51.9481,0.0,1.468890709432237
p4ha1a,p4ha1,0.9878708,51.9481,0.0,1.4688847686038025
exosc1,exosc1,0.9878487,51.9481,0.0,1.4688342715621063
golga3,golga3,0.9878429,51.9481,0.0,1.4688210189448285
htr1aa,htr1a,0.9878078,51.9481,0.0,1.4687408177609587
sfxn1,sfxn1,0.98779887,51.9481,0.0,1.4687204133002192
psmd3,psmd3,0.9877934,51.9481,0.0,1.468707914711166
cndp1,darmin,0.96584165,56.7349,0.0,1.4686966513819089
PAM,pam,0.9736971,55.01745,0.0,1.4686536434716584
nle1,nle1,0.9877688,51.9481,0.0,1.4686517053344366
pno1,pno1,0.98776764,51.9481,0.0,1.4686490548109807
tbc1d31,tbc1d31,0.9877446,51.9481,0.0,1.4685964099313122
slc6a4a,slc6a4,0.98773944,51.9481,0.0,1.4685846196718033
uba5,uba5,0.987714,51.9481,0.0,1.4685264909505027
eif3g,eif3g,0.9877103,51.9481,0.0,1.468518036694653
kcnj8,kcnj8,0.9877066,51.9481,0.0,1.4685095824388035
apc,apc,0.98770225,51.9481,0.0,1.4684996429758452
prkar1b,prkar1b,0.9876968,51.9481,0.0,1.4684871900854723
elavl2,elavl2,0.987696,51.9481,0.0,1.4684853621382616
adcy7,adcy4,0.9876791,51.9481,0.0,1.4684467467534352
itgav,itgav,0.9876714,51.9481,0.0,1.468429152761532
map3k3,map3k3,0.98765457,51.9481,0.0,1.4683906973220868
map3k12,map3k12,0.9876296,51.9481,0.0,1.4683336425197724
dhcr7,dhcr7,0.98762935,51.9481,0.0,1.468333071286269
mafaa,mafa,0.9876057,51.9481,0.0,1.4682790325968524
ipo8,ipo8,0.98760283,51.9481,0.0,1.4682724748362341
mafa,maf,0.98756933,51.9481,0.0,1.4681959295467855
cyp51,cyp51a1,0.9875614,51.9481,0.0,1.4681778100200593
vgll2a,vgll2,0.9875441,51.9481,0.0,1.4681382806616274
tollip,tollip,0.98752916,51.9481,0.0,1.4681041437474676
atp6v1ba,atp6v1b1,0.98751307,51.9481,0.0,1.468067379159192
soat1,soat1,0.98749316,51.9481,0.0,1.4680218861229855
adamts3,adamts14,0.98746127,51.9481,0.0,1.4679490195772984
ctnnal1,ctnnal1,0.98745763,51.9481,0.0,1.4679407024174895
ocrl,ocrl,0.9874426,51.9481,0.0,1.4679063598592683
map3k2,map3k2,0.9874395,51.9481,0.0,1.467899276563827
kctd6b,kctd6,0.9874389,51.9481,0.0,1.4678979056034187
gsx1,gsx1,0.98742235,51.9481,0.0,1.4678600899454972
sec14l7,sec14l3,0.95104676,59.879549999999995,0.0,1.4678349990715422
p3h2,p3h2,0.9874075,51.9481,0.0,1.4678261586753982
btf3l4,btf3l4,0.9873987,51.9481,0.0,1.4678060512560804
copb2,copb2,0.98739535,51.9481,0.0,1.4677983967271357
cox15,cox15,0.9873864,51.9481,0.0,1.4677779465677157
rnf139,rnf139,0.9873833,51.9481,0.0,1.4677708632722744
lrrc28,lrrc28,0.9873656,51.9481,0.0,1.4677304199402372
ndel1b,ndel1,0.98735726,51.9481,0.0,1.4677113635905656
oprm1,oprm1,0.9873396,51.9481,0.0,1.467671011655889
unc5db,unc5d,0.9873305,51.9481,0.0,1.4676502187563671
stam,stam,0.9873229,51.9481,0.0,1.4676328532578655
lamc1,lamc1,0.9873204,51.9481,0.0,1.4676271409228319
git1,git1,0.98732024,51.9481,0.0,1.4676267753333898
snrpg,snrpg,0.9872984,51.9481,0.0,1.4675768723745375
th,th,0.9872806,51.9481,0.0,1.467536200549099
rb1,rb1,0.9872761,51.9481,0.0,1.467525918346039
unc50,unc50,0.9872687,51.9481,0.0,1.4675090098343397
pitrm1,pitrm1,0.9872563,51.9481,0.0,1.4674806766525736
fen1,fen1,0.9872477,51.9481,0.0,1.4674610262200585
xpo1a,xpo1,0.98724335,51.9481,0.0,1.4674510867571002
ucp2,ucp2,0.98723364,51.9481,0.0,1.4674289000478304
pax2a,pax2,0.9872305,51.9481,0.0,1.4674217253550284
cxxc1a,cxxc1,0.98722696,51.9481,0.0,1.4674136366886208
ctsf,ctsf,0.9766937,54.2442,0.0,1.4674000257204125
lrrn1,lrrn1,0.98721296,51.9481,0.0,1.4673816476124335
PRDM15,prdm15,0.9662982,56.5078,0.0,1.4673607137306732
washc5,washc5,0.9871933,51.9481,0.0,1.46733672580973
tfe3b,tfe3,0.98436034,52.5643,0.0,1.467318977299006
sppl3,sppl3,0.9871773,51.9481,0.0,1.467300166865516
prpf18,prpf18,0.9871747,51.9481,0.0,1.467294226037081
il1rapl2,il1rapl2,0.9871596,51.9481,0.0,1.4672597235334788
adss1,adss1,0.98714715,51.9481,0.0,1.4672312761050121
cthrc1a,cthrc1,0.98714703,51.9481,0.0,1.4672310019129307
mtmr9,mtmr9,0.98714674,51.9481,0.0,1.4672303392820667
ano3,ano3,0.98714304,51.9481,0.0,1.467221885026217
ap2s1,ap2s1,0.98713756,51.9481,0.0,1.4672093635878236
PRSS35,prss35,0.9815845,53.1592,0.0,1.4672086031048228
naaladl1,naaladl1,0.9502148,59.9911,0.0,1.4671026352899812
plekhf2,plekhf2,0.9870803,51.9481,0.0,1.4670785282662169
wt1a,wt1,0.98707473,51.9481,0.0,1.4670658011837623
gmfb,gmfb,0.98705935,51.9481,0.0,1.4670306588986364
yeats4,yeats4,0.9870546,51.9481,0.0,1.4670198054620727
neurod2,neurod2,0.9870503,51.9481,0.0,1.4670099802458152
vdac2,vdac2,0.98704934,51.9481,0.0,1.4670077867091624
tbx5a,tbx5,0.98704803,51.9481,0.0,1.4670047934456047
adh5,adh5,0.9870295,51.9481,0.0,1.4669624536183368
prkag1,kmt2d,0.9870196,51.9481,0.0,1.4669398327716041
pcolce2b,pcolce2,0.9870168,51.9481,0.0,1.4669334349563667
gli2a,gli3,0.9870141,51.9481,0.0,1.4669272656345305
mybpc2a,XB5889096,0.98701173,51.9481,0.0,1.4669218503409187
rabep1,rabep1,0.987005,51.9481,0.0,1.4669064727350087
th2,th2,0.9642978,56.9002,0.0,1.4669007567656425
pdcd5,pdcd5,0.9869986,51.9481,0.0,1.4668918491573228
gpr52,gpr52,0.9869939,51.9481,0.0,1.46688110996746
slc1a7a,slc1a7,0.9869907,51.9481,0.0,1.466873798178617
diras1b,diras2,0.9869886,51.9481,0.0,1.4668689998171889
scn4aa,scn4a,0.9869826,51.9481,0.0,1.466855290213109
lpin2,lpin1,0.98698145,51.9481,0.0,1.4668526625389933
nptx1l,nptx1,0.98697555,51.9481,0.0,1.4668391814283144
pepd,pepd,0.9869687,51.9481,0.0,1.4668235296303225
riok2,riok2,0.98696274,51.9481,0.0,1.4668099114236026
kiaa0232,KIAA0232,0.9869579,51.9481,0.0,1.466798852342978
smarca5,smarca5,0.9869545,51.9481,0.0,1.4667910835673323
slc25a36b,slc25a36,0.9869441,51.9481,0.0,1.4667673202535931
clptm1,clptm1,0.98692054,51.9481,0.0,1.4667134872082377
pms2,pms2,0.98691636,51.9481,0.0,1.4667039361840617
snx5,snx5,0.9869045,51.9481,0.0,1.4666768368666627
zc3h15,zc3h15,0.9869038,51.9481,0.0,1.4666752374128535
snx17,snx17,0.9868859,51.9481,0.0,1.4666343370940138
usp39,usp39,0.98687655,51.9481,0.0,1.4666129729609885
fgf12a,fgf12,0.98686564,51.9481,0.0,1.4665880443309025
stom,stom,0.9868559,51.9481,0.0,1.4665657890736121
neurl4,neurl4,0.9868526,51.9481,0.0,1.466558248791368
arpc1b,arpc1b,0.98684895,51.9481,0.0,1.466549908782219
tcf21,tcf21,0.9868341,51.9481,0.0,1.4665159775121204
sdha,sdha,0.986833,51.9481,0.0,1.4665134640847053
txnl1,txnl1,0.98683023,51.9481,0.0,1.4665071348174883
rbm47,rbm47,0.98682994,51.9481,0.0,1.4665064721866246
chic1,chic2,0.9868075,51.9481,0.0,1.4664551982673637
cers5,cers5,0.98677444,51.9481,0.0,1.4663796583488815
atp9b,atp9b,0.9867597,51.9481,0.0,1.4663459784215238
ankrd11,ankrd11,0.98675877,51.9481,0.0,1.4663438534328916
src,src,0.9867565,51.9481,0.0,1.4663386666326812
hrasb,kras,0.9867384,51.9481,0.0,1.4662973093270386
smg8,smg8,0.98673755,51.9481,0.0,1.4662953671331271
cdc23,cdc23,0.9867347,51.9481,0.0,1.466288855071189
ncaph,ncaph,0.98672557,51.9481,0.0,1.4662679936236471
tmem230a,tmem230,0.9867246,51.9481,0.0,1.4662657772376537
mknk2a,mknk2,0.9867151,51.9481,0.0,1.4662440703645268
oprd1b,oprd1,0.986711,51.9481,0.0,1.466234702135072
dnajc19,dnajc19,0.98670536,51.9481,0.0,1.4662218151072364
ccdc47,ccdc47,0.9867049,51.9481,0.0,1.46622076403759
galnt13,galnt1,0.98670095,51.9481,0.0,1.4662117385482372
clic4,clic4,0.98669624,51.9481,0.0,1.4662009765090342
med21,med21,0.9866953,51.9481,0.0,1.4661988286710617
gab1,gab1,0.9866945,51.9481,0.0,1.466197000723851
slc25a20,slc25a20,0.9866858,51.9481,0.0,1.4661771217979342
htr2cl1,htr2c,0.9565414,58.5186,0.0,1.46613242882786
map2k4a,map2k4,0.98666614,51.9481,0.0,1.466132199995231
pdxdc1,pdxdc1,0.9866582,51.9481,0.0,1.466114057619165
pde4a,pde4a,0.9866527,51.9481,0.0,1.4661014904820913
slc48a1a,slc48a1,0.9866303,51.9481,0.0,1.4660503079601912
pin4,pin4,0.98661417,51.9481,0.0,1.4660134519745551
fbxo38,fbxo38,0.9866106,51.9481,0.0,1.4660052947601274
tp53bp2b,tp53bp2,0.98660123,51.9481,0.0,1.465983884928422
uhrf1,uhrf1,0.9865856,51.9481,0.0,1.4659481714097926
mcm5,mcm5,0.98657006,51.9481,0.0,1.4659126635352244
epg5,epg5,0.9865693,51.9481,0.0,1.4659109269853743
gabrr2a,GABRR2,0.9865685,51.9481,0.0,1.4659090990381636
chrna2a,chrna2,0.98656297,51.9481,0.0,1.4658964633530696
atp13a1,atp13a1,0.9865604,51.9481,0.0,1.4658905910726552
dmbx1a,dmbx1,0.9865482,51.9481,0.0,1.4658627148776917
dclk2a,dclk2,0.98654205,51.9481,0.0,1.4658486625335092
myo1d,myo1d,0.98653984,51.9481,0.0,1.4658436128293397
