chimpanzee gene name,gorilla gene name,correlation,identical_scores,orthology confidence,combo_score
WDR88,WDR88,0.9983417,98.3051,1.0,1.9738299295184607
SLC16A3,SLC16A3,0.9985368,98.27629999999999,1.0,1.9738298353224646
LIPH,LIPH,0.99887383,98.2262,1.0,1.9738249681926432
DDX60L,DDX60L,0.99949676,98.1341,1.0,1.9738227090983345
BDP1,BDP1,0.9997632,98.0945,1.0,1.973818951663419
ZNF776,ZNF776,0.99862176,98.2626,1.0,1.9738141681107517
SHARPIN,SHARPIN,0.99560374,98.708,1.0,1.9738141432441942
PEG3,PEG3,0.9907847,99.4188,1.0,1.97380877704996
CCDC102B,CCDC102B,0.99477154,98.8304,1.0,1.973808521934298
FOXL2NB,FOXL2NB,0.99846196,98.2857,1.0,1.9738076476424407
DUSP13B,DUSP13B,0.99901605,98.2036,1.0,1.9738032376492227
DYDC1,DYDC1,0.9978877,98.3696,1.0,1.973796185794308
UIMC1,UIMC1,0.99905545,98.1971,1.0,1.9737939938482794
CIMAP1B,CIMAP1B,0.99755114,98.419,1.0,1.973792546653812
EBI3,EBI3,0.99867374,98.2533,1.0,1.9737921989240135
PHYHIP,PHYHIP,0.9977654,98.3871,1.0,1.973788778876103
PLEKHG2,PLEKHG2,0.9961246,98.6292,1.0,1.973788096404002
SPHKAP,SPHKAP,0.99958104,98.1176,1.0,1.9737679208034444
HLX,HLX,0.9991616,98.17855,1.0,1.9737550893640723
MBOAT4,MBOAT4,0.9992772,98.1609,1.0,1.973747135833123
FRAT1,FRAT1,0.9989461,98.2079,1.0,1.9737219934026218
PSMD4,PSMD4,0.9998587,98.0728,1.0,1.9737163586251463
SCD5,SCD5,0.9909042,99.3939,1.0,1.9737107962208071
CCN6,CCN6,0.990436,99.4624,1.0,1.9737027391220288
OR10T2,OR10T2,0.997548,98.4127,1.0,1.9737013193092143
TRPM5,TRPM5,0.9992497,98.1609,1.0,1.9736923936251292
GPR179,GPR179,0.99967307,98.09805,1.0,1.9736874203059753
DYDC2,DYDC2,0.99742544,98.4293,1.0,1.9736812552883503
POLN,POLN,0.9995814,98.1111,1.0,1.973680962973407
INSYN2B,INSYN2B,0.9994472,98.1308,1.0,1.9736795420398603
AWAT2,AWAT2,0.998982,98.1982,1.0,1.9736626196028049
ZNF813,ZNF813,0.99884,98.2172,1.0,1.9736362299240278
MT1F,MT1F,0.9978658,98.3607,1.0,1.973632544528607
RDH8,RDH8,0.9990638,98.1827,1.0,1.9736163829338058
RSF1,RSF1,0.997847,98.3622,1.0,1.9736153533312057
SIRPA,SIRPA,0.9974476,98.4205,1.0,1.973606669830759
SGCA,SGCA,0.9972498,98.4496,1.0,1.9736054358505646
FIGLA,FIGLA,0.9991166,98.1735,1.0,1.973597394897953
IMPG1,IMPG1,0.999444,98.125,1.0,1.9735949394465877
SMTN,SMTN,0.99890965,98.2036,1.0,1.9735914350699288
NDUFAF3,NDUFAF3,0.99777824,98.3696,1.0,1.973578291900234
MAPK7,MAPK7,0.9933751,99.01859999999999,1.0,1.9735672452091544
SELENOI,SELENOI,0.9884796,99.7409,1.0,1.9735647921144412
NOSTRIN,NOSTRIN,0.99758303,98.39699999999999,1.0,1.9735592833985627
TMEM267,TMEM267,0.99932593,98.1395,1.0,1.9735554877420673
KRTAP1-1,KRTAP1-1,0.9982014,98.3051,1.0,1.9735506447264033
CLU,CLU,0.99727964,98.441,1.0,1.9735488360742446
PNN,PNN,0.99047714,99.44465,1.0,1.973545214760315
PLAC1,PLAC1,0.99949485,98.1132,1.0,1.9735369999084094
CCDC70,CCDC70,0.9983398,98.2833,1.0,1.9735321006948277
SYCP2,SYCP2,0.999107,98.1699,1.0,1.973529726730937
MRPL17,MRPL17,0.998309,98.2857,1.0,1.9735031615284486
CXCL13,CXCL13,0.9991206,98.1651,1.0,1.9734920550279238
FAM133A,FAM133A,0.9975884,98.3871,1.0,1.9734364381191956
UBR3,UBR3,0.99963933,98.084,1.0,1.9734307448860935
C7H7orf57,C7orf57,0.99864006,98.2301,1.0,1.9734122242853616
ALG12,ALG12,0.9991382,98.1557,1.0,1.9734002992902901
CD1B,CD1B,0.99884987,98.1982,1.0,1.9733995982230863
OR5AS1,OR5AS1,0.9991889,98.1481,1.0,1.9733987123447552
NCR3LG1,NCR3LG1,0.9986058,98.234,1.0,1.9733966301205128
CFAP97D1,CFAP97D1,0.99903077,98.1707,1.0,1.973388772032569
QDPR,QDPR,0.9990953,98.15995,1.0,1.9733722270512115
SLC9C1,SLC9C1,0.99960434,98.08475,1.0,1.9733712091745716
ADGRG3,ADGRG3,0.998967,98.1785,1.0,1.9733670391751617
CATSPERG,CATSPERG,0.994806,98.7921,1.0,1.9733605140300632
NCOA7,NCOA7,0.99093574,99.3631,1.0,1.9733581385224408
PITPNM2,PITPNM2,0.9929085,99.07140000000001,1.0,1.9733506055810617
TPSG1,TPSG1,0.9992817,98.1308,1.0,1.9733500934790231
NDUFS3,NDUFS3,0.99818367,98.2926,1.0,1.9733467462101988
KBTBD4,KBTBD4,0.9985186,98.2427,1.0,1.97334039644186
CWF19L2,CWF19L2,0.999494,98.0984,1.0,1.9733356798859836
CYP2B6,CYP2B6,0.9990286,98.167,1.0,1.9733345453770663
AGA,AGA,0.99835473,98.2659,1.0,1.9733271229645397
LAMP3,LAMP3,0.99800575,98.3173,1.0,1.973325737007767
NAP1L3,NAP1L3,0.99935716,98.11779999999999,1.0,1.9733249571871476
IL5RA,IL5RA,0.9994164,98.1087,1.0,1.973320137618868
SOD1,SOD1,0.99099827,99.3506,1.0,1.9733140076285491
IFIT1,IFIT1,0.99935323,98.1172,1.0,1.9733090410013254
AKAP1,AKAP1,0.99935,98.1174,1.0,1.9733053089557162
ZNF174,ZNF174,0.99657613,98.5258,1.0,1.9732922253885046
PIK3C2G,PIK3C2G,0.9993487,98.1157,1.0,1.9732797909000905
SERPINA10,SERPINA10,0.99917746,98.1405,1.0,1.9732734279154107
TRMT44,TRMT44,0.9955237,98.679,1.0,1.9732636506051051
PLA2G6,PLA2G6,0.9958192,98.6352,1.0,1.9732610895678415
KNCN,KNCN,0.9974999,98.3871,1.0,1.9732602677407416
OR2W1,OR2W1,0.9992723,98.125,1.0,1.9732531490061298
PPP1R15A,PPP1R15A,0.99948287,98.0938,1.0,1.9732514776838384
MDH1,MDH1,0.9884868,99.7159,1.0,1.9732419151763239
VEPH1,VEPH1,0.99062645,99.3998,1.0,1.9732374813487286
GLIPR1L1,GLIPR1L1,0.9963757,98.55115,1.0,1.973235174646078
EME2,EME2,0.99911624,98.146,1.0,1.9732257478848534
PLIN2,PLIN2,0.9956849,98.6517,1.0,1.9732163067629545
LRRC43,LRRC43,0.99790883,98.3232,1.0,1.9732123869892
LSM10,LSM10,0.9975616,98.374,1.0,1.9732063916008378
OTOL1,OTOL1,0.99864906,98.21340000000001,1.0,1.973204884008822
ZNF700,ZNF700,0.99932367,98.1132,1.0,1.973196244593339
ZNF684,ZNF684,0.99914455,98.1396,1.0,1.9731957768821695
PDZD9,PDZD9,0.99936247,98.1061,1.0,1.973177713390305
PARP10,PARP10,0.9997471,98.0488,1.0,1.9731704837262338
RTP3,RTP3,0.99814564,98.2851,1.0,1.9731698798800623
ZNF655,ZNF655,0.9929607,99.0494,1.0,1.9731577719346982
DAPK1,DAPK1,0.99759203,98.36590000000001,1.0,1.973157710482577
TMX1,TMX1,0.99861836,98.2143,1.0,1.9731559113384085
RP1,RP1,0.99986786,98.0292,1.0,1.9731464994875385
RFTN1,RFTN1,0.99940795,98.0969,1.0,1.9731441539739971
NUP98,NUP98,0.9934266,98.97919999999999,1.0,1.9731383203521053
RTF2,RTF2,0.9995919,98.0686,1.0,1.973128608489811
CPA5,CPA5,0.99893284,98.1651,1.0,1.9731182951379973
ZNF446,ZNF446,0.9985671,98.21875,1.0,1.9731138951436478
PRR14L,PRR14L,0.9994104,98.0939,1.0,1.9731085658738547
KIAA0753,KIAA0753,0.99594903,98.60465,1.0,1.97310746256841
TFF2,TFF2,0.9969987,98.4496,1.0,1.9731055897259346
FOXS1,FOXS1,0.99884045,98.1772,1.0,1.9730975905960402
ADAM8,ADAM8,0.9996453,98.0583,1.0,1.9730959776138919
NLRP7,NLRP7,0.9995521,98.0714,1.0,1.9730871490428206
SNCAIP,SNCAIP,0.9985377,98.2211,1.0,1.9730870684344248
EXTL1,EXTL1,0.9985073,98.2249,1.0,1.973077809247179
TRAV17,TRAV17,0.99868476,98.1982,1.0,1.9730709260062893
B3GALT5,B3GALT5,0.99942195,98.0892,1.0,1.9730681622258375
SLC39A7,SLC39A7,0.99803203,98.2942,1.0,1.9730664691265734
TRAF4,TRAF4,0.98791194,99.7872,1.0,1.9730593053932286
JRK,JRK,0.9986554,98.2014,1.0,1.9730556440431752
OR6K6,OR6K6,0.9983155,98.2507,1.0,1.9730440073749165
ZNF223,ZNF223,0.9984197,98.2348,1.0,1.9730369653715154
HOXA10,HOXA10,0.99959517,98.06055,1.0,1.9730265363951964
ZNF284,ZNF284,0.9990137,98.145,1.0,1.9730081407431972
CARMIL1,CARMIL1,0.9968186,98.4683,1.0,1.9729993106929422
PINLYP,PINLYP,0.9983196,98.2456,1.0,1.9729833782140012
TTC1,TTC1,0.99570686,98.6301,1.0,1.9729686719451505
S100PBP,S100PBP,0.99804443,98.2843,1.0,1.9729576179461952
ABHD15,ABHD15,0.999447,98.0769,1.0,1.972952120354562
ZFAND1,ZFAND1,0.99147236,99.2537,1.0,1.97295071958517
CALHM6,CALHM6,0.9993119,98.0952,1.0,1.9729300241290098
ENTPD2,ENTPD2,0.9987123,98.1818,1.0,1.9729045384443884
SSH1,SSH1,0.99468297,98.7759,1.0,1.9728970956252492
CFAP61,CFAP61,0.9989864,98.1407,1.0,1.972895796636073
ACBD7,ACBD7,0.9940809,98.8636,1.0,1.9728815303105507
COA6,COA6,0.98638004,100.0,1.0,1.9728801925970223
ANKRD61,ANKRD61,0.9993474,98.0861,1.0,1.9728779471055378
SLC7A11,SLC7A11,0.99958414,98.0501,1.0,1.9728636262458505
EME1,EME1,0.9994212,98.0736,1.0,1.9728562505637952
OR2V2,OR2V2,0.99927425,98.0952,1.0,1.9728550770697015
ZIK1,ZIK1,0.9996333,98.04085,1.0,1.9728367179133977
STS,STS,0.9996191,98.0427,1.0,1.9728334045266331
TNRC6A,TNRC6A,0.9987381,98.17205000000001,1.0,1.9728243849056577
RAET1E,RAET1E,0.9992307,98.0989,1.0,1.9728182923161317
SLC39A4,SLC39A4,0.99885166,98.1541,1.0,1.9728083239848662
TIMM17A,TIMM17A,0.99822724,98.2456,1.0,1.9727995240201708
COL20A1,COL20A1,0.9993941,98.0725,1.0,1.9727874673905859
ZNF681,ZNF681,0.9989401,98.1395,1.0,1.972787444610781
F7,F7,0.99826986,98.2379,1.0,1.9727805039808401
AKR1A1,AKR1A1,0.9936357,98.92165,1.0,1.9727783040565372
OPRL1,OPRL1,0.997316,98.3784,1.0,1.9727768427798598
SLC6A2,SLC6A2,0.9998791,97.99965,1.0,1.9727702925587178
HAS2,HAS2,0.98754746,99.8195,1.0,1.9727694367225834
TNK1,TNK1,0.99144727,99.2436,1.0,1.9727645421700548
DPH1,DPH1,0.99396896,98.8713,1.0,1.9727625601732213
SCCPDH,SCCPDH,0.99895597,98.1352,1.0,1.972761035817079
OR7C2,OR7C2,0.9990243,98.125,1.0,1.9727594738213101
DELE1,DELE1,0.9990991,98.1132,1.0,1.9727492097697303
OR52D1,OR52D1,0.9969531,98.4277,1.0,1.9727194217194606
ANKRD23,ANKRD23,0.99740404,98.3607,1.0,1.972713353184485
LCE1C,LCE1C,0.9977783,98.3051,1.0,1.9727084109735922
SMCO4,SMCO4,0.9977747,98.3051,1.0,1.9727012447209094
ZNF165,ZNF165,0.9988589,98.1443,1.0,1.9726905500134162
PROZ,PROZ,0.9991266,98.1043,1.0,1.9726839054158443
LRRC24,LRRC24,0.9993071,98.0769,1.0,1.9726736318128029
PLEKHM2,PLEKHM2,0.9995991,98.0338,1.0,1.9726735454498483
NUP210L,NUP210L,0.99979657,98.0038,1.0,1.9726619829835814
ABCC10,ABCC10,0.99941957,98.05905,1.0,1.9726567499477232
RPL36,RPL36,0.986264,100.0,1.0,1.9726492003855445
HSD17B3,HSD17B3,0.994998,98.7097,1.0,1.9726312718474293
FLVCR2,FLVCR2,0.99596477,98.56685,1.0,1.9726289343390935
SSR3,SSR3,0.9862518,100.0,1.0,1.9726249147514525
MINDY4B,MINDY4B,0.999508,98.0435,1.0,1.9726230367085282
CHCHD6,CHCHD6,0.99948484,98.0469,1.0,1.9726227943005823
OR13D1,OR13D1,0.9980346,98.2609,1.0,1.9726224220560193
TRAF3IP3,TRAF3IP3,0.99854535,98.1851,1.0,1.9726167151227605
FICD,FICD,0.9906812,99.345,1.0,1.9726073050081658
GPN3,GPN3,0.99882853,98.1424,1.0,1.9726044667918288
THSD8,THSD8,0.99801993,98.2609,1.0,1.972593219576337
ZNF852,ZNF852,0.9987571,98.1516,1.0,1.9725863694700478
RSL1D1,RSL1D1,0.9986711,98.1633,1.0,1.9725729896755073
SLC15A5,SLC15A5,0.99904615,98.1079,1.0,1.9725723177345014
NAT2,NAT2,0.99789226,98.2759,1.0,1.9725414020535315
IBSP,IBSP,0.99903166,98.1073,1.0,1.9725353805408092
KNL1,KNL1,0.99966305,98.0141,1.0,1.972535124924792
PRKAB2,PRKAB2,0.99118835,99.2647,1.0,1.972533734122397
ZNF577,ZNF577,0.9987797,98.1443,1.0,1.9725328924543934
COQ4,COQ4,0.99387556,98.8679,1.0,1.9725307752443022
RUFY3,RUFY3,0.9989953,98.1123,1.0,1.972530443277409
ARHGEF6,ARHGEF6,0.99879205,98.14179999999999,1.0,1.9725237557379987
MAP7D3,MAP7D3,0.9993457,98.0594,1.0,1.972514423356131
VENTX,VENTX,0.9993248,98.062,1.0,1.9725078890601777
IQCF3,IQCF3,0.99938977,98.0519,1.0,1.9725009873996788
MTOR,MTOR,0.99351895,98.9182,1.0,1.9724993635975796
FDFT1,FDFT1,0.99197555,99.1453,1.0,1.9724902424069755
GBP3,GBP3,0.998685,98.15465,1.0,1.9724839849059213
SPAG17,SPAG17,0.9991374,98.08775,1.0,1.972482171522307
DZIP1L,DZIP1L,0.9994294,98.0443,1.0,1.972477364227144
HOXB2,HOXB2,0.9994995,98.0337,1.0,1.9724739302878485
CTDP1,CTDP1,0.99604446,98.5432,1.0,1.9724685671711968
MAST1,MAST1,0.9995343,98.02815000000001,1.0,1.9724683435673298
PARPBP,PARPBP,0.99960095,98.0183,1.0,1.9724681582525176
PPP1R3G,PPP1R3G,0.9994141,98.0447,1.0,1.9724523030043375
TIFAB,TIFAB,0.9987824,98.1366,1.0,1.9724344066353126
NFATC2IP,NFATC2IP,0.99260145,99.04820000000001,1.0,1.9724264535824334
ZYG11B,ZYG11B,0.99791646,98.26275,1.0,1.9724122030292943
IQSEC1,IQSEC1,0.9968276,98.42325,1.0,1.9724095749074928
SH2B3,SH2B3,0.99796355,98.2535,1.0,1.9723811741015491
MS4A12,MS4A12,0.9988177,98.1273,1.0,1.9723792338111439
OR1N2,OR1N2,0.99843854,98.1818,1.0,1.9723595847403714
ANKRD35,ANKRD35,0.9989771,98.1019,1.0,1.9723539347603563
NELFE,NELFE,0.998359,98.19239999999999,1.0,1.972344227172632
CYB5R4,CYB5R4,0.9913012,99.2322,1.0,1.9723200039612194
RCE1,RCE1,0.98815364,99.696,1.0,1.9723102995860273
HTRA4,HTRA4,0.9989033,98.1092,1.0,1.9723054917378549
TAS2R50,TAS2R50,0.9996868,97.9933,1.0,1.9723018440292635
LDAF1,LDAF1,0.9970763,98.3784,1.0,1.9722996897887257
ZNF442,ZNF442,0.99905527,98.0861,1.0,1.9722964256065807
AHSG,AHSG,0.9980696,98.23145,1.0,1.9722948612326796
EBF4,EBF4,0.9987935,98.12434999999999,1.0,1.972291269953778
LRFN1,LRFN1,0.99533725,98.63345000000001,1.0,1.972278102828879
KRT82,KRT82,0.9992848,98.0507,1.0,1.972275845361914
SLC18A1,SLC18A1,0.99898285,98.0952,1.0,1.9722750087275385
CFI,CFI,0.9940926,98.8156,1.0,1.9722573785002826
MISP,MISP,0.9990356,98.0854,1.0,1.9722478281337543
MKS1,MKS1,0.98969895,99.4633,1.0,1.9722476879564645
TYW5,TYW5,0.98821294,99.6825,1.0,1.9722462505932392
SHFL,SHFL,0.98605967,100.0,1.0,1.9722424558270195
AKR1C4,AKR1C4,0.99863636,98.1424,1.0,1.9722219282423656
SLC1A7,SLC1A7,0.9926167,99.0307,1.0,1.9722207640146099
OR7C1,OR7C1,0.9987464,98.125,1.0,1.9722062789267079
ZNF214,ZNF214,0.99921566,98.05535,1.0,1.9722009344543756
C8G,C8G,0.9994547,98.0198,1.0,1.9721972618038852
ZMYND10,ZMYND10,0.9983541,98.1818,1.0,1.9721914963024434
FOXH1,FOXH1,0.9990289,98.0822,1.0,1.9721913281324954
LGR6,LGR6,0.9994045,98.0267,1.0,1.9721904021978756
OR2F1,OR2F1,0.9988543,98.1073,1.0,1.9721823231586333
SMUG1,SMUG1,0.99606353,98.5185,1.0,1.9721733654739975
DIDO1,DIDO1,0.9914726,99.19575,1.0,1.9721695458453554
RRP1,RRP1,0.9963091,98.4816,1.0,1.972164482299675
NCAPD3,NCAPD3,0.9995789,97.9973,1.0,1.9721410090223093
BPHL,BPHL,0.99764216,98.2818,1.0,1.9721231279833091
DDOST,DDOST,0.99943113,98.0174,1.0,1.9721179706484953
KDM8,KDM8,0.99942976,98.0176,1.0,1.9721179411667724
VSIG10L,VSIG10L,0.9990321,98.0761,1.0,1.9721154190306702
KIAA1755,KIAA1755,0.9998381,97.9568,1.0,1.972110699917033
OR52J3,OR52J3,0.9990654,98.0707,1.0,1.9721088696281945
CIAPIN1,CIAPIN1,0.9903336,99.359,1.0,1.9721042007874705
SOX30,SOX30,0.9994859,98.008,1.0,1.9721002064698125
GUCA2B,GUCA2B,0.998086,98.2143,1.0,1.9720961818166725
SPC25,SPC25,0.9980859,98.2143,1.0,1.9720959827540976
ITIH4,ITIH4,0.99941856,98.0168,1.0,1.972084855456234
SMTNL2,SMTNL2,0.9992087,98.0477,1.0,1.9720838936094829
PRR9,PRR9,0.9976607,98.2759,1.0,1.9720804527559637
MAPK15,MAPK15,0.99843353,98.1618,1.0,1.9720798441506016
GRIN2C,GRIN2C,0.99551755,98.59195,1.0,1.9720772449745638
OR51V1,OR51V1,0.9986401,98.1308,1.0,1.972072908000877
MRPS22,MRPS22,0.99726754,98.3333,1.0,1.972072051220202
SEPTIN12,SEPTIN12,0.9992203,98.0447,1.0,1.9720665197349099
KIF2A,KIF2A,0.99786,98.24535,1.0,1.9720651145270538
CERS4,CERS4,0.9980043,98.2234,1.0,1.972056291930714
CWC25,CWC25,0.9907414,99.2941,1.0,1.9720405822510976
UBQLN3,UBQLN3,0.99940604,98.0153,1.0,1.9720397002552947
TMEM128,TMEM128,0.998274,98.1818,1.0,1.9720320471802495
CFAP36,CFAP36,0.99981666,97.9538,1.0,1.9720275557678373
CD276,CD276,0.9935624,98.8764,1.0,1.9720220420967067
TAS1R3,TAS1R3,0.99946463,98.0047,1.0,1.9720133542136715
MAMDC4,MAMDC4,0.9987606,98.1086,1.0,1.9720133364173653
PGC,PGC,0.9981628,98.1959,1.0,1.9720008757235035
BTN3A3,BTN3A3,0.99580777,98.54335,1.0,1.9719994292202165
MYBPC3,MYBPC3,0.99072343,99.2936,1.0,1.9719980665175858
ATP7B,ATP7B,0.99678445,98.39895,1.0,1.9719959118275203
NCAPD2,NCAPD2,0.99221975,99.0721,1.0,1.9719890039634447
PTP4A3,PTP4A3,0.9898486,99.422,1.0,1.971988515098606
CD6,CD6,0.9969729,98.3704,1.0,1.9719859520647534
CD8A,CD8A,0.99886996,98.08965,1.0,1.9719754264907048
ITPR2,ITPR2,0.9927698,98.9897,1.0,1.9719725053288943
ODAD1,ODAD1,0.99907124,98.0597,1.0,1.9719721227274143
NFE2L2,NFE2L2,0.99771947,98.25895,1.0,1.9719688138283302
UBTF,UBTF,0.9859182,100.0,1.0,1.97196084200284
PROB1,PROB1,0.99925613,98.0296,1.0,1.9719341693514982
CCDC71,CCDC71,0.99921393,98.0349,1.0,1.9719216533470671
RPS6KC1,RPS6KC1,0.99769074,98.25774999999999,1.0,1.971895437097382
CCDC73,CCDC73,0.99940395,98.00465,1.0,1.9718918886245635
RGS19,RGS19,0.99835235,98.1567,1.0,1.9718494544261322
SIGLEC10,SIGLEC10,0.999472,97.9914,1.0,1.9718486297014812
NAA40,NAA40,0.9915799,99.1561,1.0,1.9718483258104553
ITGAE,ITGAE,0.9993613,98.00765,1.0,1.971847453569747
LRRC25,LRRC25,0.9991895,98.0328,1.0,1.9718446967668584
PTPRC,PTPRC,0.9993481,98.0092,1.0,1.9718420842954059
TMA16,TMA16,0.9925341,99.0148,1.0,1.9718418731219978
CYB5D2,CYB5D2,0.99868923,98.1061,1.0,1.9718375445135794
SF3B2,SF3B2,0.9945461,98.7175,1.0,1.9718369174195218
ZNF732,ZNF732,0.99861425,98.11670000000001,1.0,1.9718312641992382
ZNF433,ZNF433,0.995902,98.5163,1.0,1.971822145266342
TREH,TREH,0.9974697,98.2847,1.0,1.971818940962729
PYM1,PYM1,0.989164,99.5098,1.0,1.9718100122789268
PLOD3,PLOD3,0.999592,97.9704,1.0,1.9718042488583842
VPS4B,VPS4B,0.99953634,97.97805,1.0,1.97179663671911
FOXI2,FOXI2,0.99861884,98.1132,1.0,1.9717931918493212
CISD3,CISD3,0.9938364,98.8189,1.0,1.9717918918308914
CCER2,CCER2,0.9985597,98.1217,1.0,1.9717901174535317
ZUP1,ZUP1,0.9928648,98.9619,1.0,1.971786637873539
SYNE3,SYNE3,0.99941283,97.99549999999999,1.0,1.9717861467248663
CANX,CANX,0.98697454,99.8311,1.0,1.9717854326023962
DLGAP5,DLGAP5,0.9994457,97.9905,1.0,1.9717841367044158
DARS2,DARS2,0.98897815,99.5349,1.0,1.9717786127654309
R3HCC1L,R3HCC1L,0.99951303,97.9798,1.0,1.9717738398940323
CYP17A1,CYP17A1,0.9991613,98.0315,1.0,1.9717710262297816
LLGL2,LLGL2,0.998447,98.13669999999999,1.0,1.9717680995981328
CRISP2,CRISP2,0.98948073,99.4598,1.0,1.9717660842842508
NACA2,NACA2,0.9984264,98.1395,1.0,1.9717648601654512
GPRC5A,GPRC5A,0.9991041,98.0392,1.0,1.9717610229457467
DYNAP,DYNAP,0.9987216,98.0952,1.0,1.9717549577515943
ZNHIT3,ZNHIT3,0.9989273,98.0645,1.0,1.9717503362707927
LRIT3,LRIT3,0.9987751,98.0854,1.0,1.9717292701271192
SLC9A9,SLC9A9,0.98790115,99.6899,1.0,1.9717254073874013
TMEM199,TMEM199,0.9955687,98.5577,1.0,1.971717088543861
STXBP6,STXBP6,0.98579556,100.0,1.0,1.9717167116614438
SPATA18,SPATA18,0.99838865,98.1413,1.0,1.971713993123499
METTL22,METTL22,0.9941786,98.7624,1.0,1.9717109906186414
SELE,SELE,0.9990781,98.0392,1.0,1.9717092666763703
PARP14,PARP14,0.9944444,98.7229,1.0,1.971707308021023
YIPF7,YIPF7,0.9978887,98.2143,1.0,1.9717034313571362
TRBV28,TRBV28,0.9979968,98.1982,1.0,1.9717014551185938
OGFRL1,OGFRL1,0.9978032,98.22665,1.0,1.9716998143209992
OR6Q1,OR6Q1,0.99861026,98.1073,1.0,1.9716965308517649
ZNHIT6,ZNHIT6,0.99875486,98.0851,1.0,1.9716849333487136
RPP40,RPP40,0.9988444,98.0716,1.0,1.9716810808784615
GTF3C3,GTF3C3,0.99800634,98.19465,1.0,1.9716725619472286
PCDHB6,PCDHB6,0.9994173,97.9849,1.0,1.9716520680179108
TRMT61B,TRMT61B,0.99927014,98.0064,1.0,1.9716491276546366
KMT5C,KMT5C,0.99816316,98.16715,1.0,1.9716138014887663
TNFRSF13B,TNFRSF13B,0.99730504,98.2935,1.0,1.9716098622516234
SLC66A3,SLC66A3,0.99915534,98.0198,1.0,1.97160134808079
POM121L2,POM121L2,0.9991688,98.01665,1.0,1.971585653513442
ASIC5,ASIC5,0.9991386,98.0198,1.0,1.9715680250058147
IFRD2,IFRD2,0.9970487,98.3275,1.0,1.9715581900912253
CTBS,CTBS,0.99894816,98.0458,1.0,1.9715396280601132
GALK1,GALK1,0.9961756,98.45455,1.0,1.9715338731448369
C17orf114,C17orf114,0.9942799,98.7342,1.0,1.9715322687543855
AKR7A2,AKR7A2,0.995136,98.6072,1.0,1.9715234194819922
GABBR2,GABBR2,0.9986594,98.08715000000001,1.0,1.9715225593894388
FGD1,FGD1,0.9885131,99.5838,1.0,1.9715124539340594
AKAP8,AKAP8,0.99744,98.2659,1.0,1.971506237876596
FUS,FUS,0.99537045,98.5709,1.0,1.9715004935760263
RILPL2,RILPL2,0.99853134,98.1043,1.0,1.9714989655347326
BCL2L10,BCL2L10,0.9989721,98.0392,1.0,1.971498260347375
MTUS1,MTUS1,0.9982115,98.15035,1.0,1.9714834235912706
TLCD1,TLCD1,0.99939394,97.9757,1.0,1.9714814739253006
CCDC25,CCDC25,0.98566914,100.0,1.0,1.9714650567547307
OR52M1,OR52M1,0.9984939,98.1073,1.0,1.9714649016400487
LRRC72,LRRC72,0.99510866,98.6063,1.0,1.971456856234152
BPI,BPI,0.99815404,98.15615,1.0,1.9714472748268368
DAO,DAO,0.9973741,98.2709,1.0,1.9714424975286813
YWHAQ,YWHAQ,0.9923444,99.01185000000001,1.0,1.971424460703795
TTLL5,TTLL5,0.9992519,97.99215000000001,1.0,1.9714206092582582
PPP1R36,PPP1R36,0.9920675,99.0521,1.0,1.9714161636389453
TRDN,TRDN,0.9958626,98.4913,1.0,1.9714065051684966
DIAPH2,DIAPH2,0.9994742,97.95750000000001,1.0,1.9713957530727577
FBXW11,FBXW11,0.99948466,97.95394999999999,1.0,1.9713686912770783
EPB41L2,EPB41L2,0.9869626,99.801,1.0,1.9713556643610446
ZNF169,ZNF169,0.9979626,98.1758,1.0,1.9713312360567459
MIF4GD,MIF4GD,0.99722624,98.2838,1.0,1.9713221636788272
CLEC3B,CLEC3B,0.99229795,99.0099,1.0,1.971305693801337
TMEM81,TMEM81,0.99886924,98.0392,1.0,1.9712935045832194
MYT1,MYT1,0.99803954,98.1614,1.0,1.9712901621621381
HSF2BP,HSF2BP,0.9986312,98.07375,1.0,1.9712856794817162
FGF5,FGF5,0.99821347,98.1343,1.0,1.9712708566612727
TNFRSF9,TNFRSF9,0.9988569,98.0392,1.0,1.971268940261523
SPATA33,SPATA33,0.9952506,98.5714,1.0,1.9712686612693289
OR56A1,OR56A1,0.9983487,98.1132,1.0,1.971255444210502
DIPK2A,DIPK2A,0.98556304,100.0,1.0,1.9712538513631603
FYCO1,FYCO1,0.999647,97.9211,1.0,1.9712487562518237
VWA3A,VWA3A,0.9964305,98.3953,1.0,1.9712420972662439
NXPE4,NXPE4,0.99925333,97.9779,1.0,1.9712312464702886
SAMD7,SAMD7,0.9992244,97.9821,1.0,1.971230308853984
DDX25,DDX25,0.9953688,98.5507,1.0,1.9712247438132127
QSER1,QSER1,0.98906296,99.4813,1.0,1.9712244606880573
DNAJC9,DNAJC9,0.9985783,98.0769,1.0,1.9712228637696716
DNAI3,DNAI3,0.99885964,98.0349,1.0,1.971216394551786
RNF224,RNF224,0.99856913,98.0769,1.0,1.9712046097315876
PLEKHH2,PLEKHH2,0.9982915,98.11635,1.0,1.9711840688077529
FARP1,FARP1,0.9880447,99.6283,1.0,1.9711802776443885
ILDR1,ILDR1,0.9991764,97.9854,1.0,1.9711792704647522
FKBP15,FKBP15,0.99945176,97.9447,1.0,1.971178432195971
EFCAB12,EFCAB12,0.9985526,98.0769,1.0,1.971171704688019
