crab_eating_macaque gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
CBR1,Cbr1,0.92398745,72.23695000000001,1.0,1.5892495730388385
METRN,Metrn,0.9005913,75.8792,1.0,1.5891869057718273
KIAA1755,D630003M21Rik,0.97076136,64.93695,1.0,1.5891844685526428
TRAV4,Trav2,0.9557274,67.2783,1.0,1.5891535657778548
SSH3,Ssh3,0.92629063,71.8598,1.0,1.5890629242135175
CEP41,Cep41,0.8265545,87.3995,1.0,1.5889310441377342
EEF1A2,Eef1a2,0.8920811,77.17455,1.0,1.5888583001328564
C6orf120,1600012H06Rik,0.9161124,73.42295,1.0,1.5888140978566994
BAD,Bad,0.93999124,69.6959,1.0,1.5887779417856107
PLVAP,Plvap,0.98175436,63.183099999999996,1.0,1.5887733784203892
GSC,Gsc,0.8952394,76.66685,1.0,1.5887006169249045
SFRP5,Sfrp5,0.87304026,80.1277,1.0,1.5886924504681394
NEMF,Nemf,0.809374,90.0547,1.0,1.5886837354188552
HOXA3,Hoxa3,0.86060256,82.04925,1.0,1.5885065386352915
MYBBP1A,Mybbp1a,0.9451532,68.86475,1.0,1.588506126298129
LSM11,Lsm11,0.92176497,72.50524999999999,1.0,1.5884381195311694
FXN,Fxn,0.91913736,72.9055,1.0,1.5883397451636494
NMU,Nmu,0.9246166,72.0467,1.0,1.5882942177983876
DSC2,Dsc2,0.92889625,71.3752,1.0,1.5882511905751513
PRRT3,Prrt3,0.9599894,66.521,1.0,1.5881924134717709
CST7,Cst7,0.95117277,67.8955,1.0,1.5881890224833368
MAP2K4,Map2k4,0.85347044,83.1199,1.0,1.5880762401072133
TSPAN2,Tspan2,0.86036116,82.0367,1.0,1.5879861303470046
ETV3L,Etv3l,0.97679406,63.88035,1.0,1.5879829331000237
ASPM,Aspm,0.9610812,66.31005,1.0,1.5877704346738284
RFX8,Rfx8,0.9320574,70.83575,1.0,1.5877689257036818
COG2,Cog2,0.8370676,85.63845,1.0,1.587669416328859
NKX6-2,Nkx6-2,0.8677579,80.84960000000001,1.0,1.5876368843606268
DNAJB7,Dnajb7,0.9215036,72.46545,1.0,1.587602891712113
FAM89A,Fam89a,0.95471877,67.27414999999999,1.0,1.5874798174156322
IPPK,Ippk,0.91743743,73.08744999999999,1.0,1.5874778420140168
RBBP8,Rbbp8,0.9497901,68.04220000000001,1.0,1.587474577015622
CYB5RL,Cyb5rl,0.88402444,78.28864999999999,1.0,1.58738373221524
ASB13,Asb13,0.8827211,78.48605,1.0,1.5873232112380293
CCDC66,Ccdc66,0.9366902,70.06755,1.0,1.5872942578055125
MANBA,Manba,0.935948,70.1822,1.0,1.587283003671712
SERPINB8,Serpinb8,0.87846386,79.1444,1.0,1.587266128768507
SLC27A5,Slc27a5,0.9302292,71.06604999999999,1.0,1.58720094085739
WDR25,Wdr25,0.89019305,77.29915,1.0,1.5870976359880198
C1orf50,AU022252,0.9583047,66.67745,1.0,1.587090745316439
CENPQ,Cenpq,0.975951,63.92545,1.0,1.587087505429579
PPP1R18,Ppp1r18,0.971158,64.66225,1.0,1.586977606543664
HORMAD2,Hormad2,0.9252784,71.80465000000001,1.0,1.5868545787305353
LETM2,Letm2,0.8863373,77.86785,1.0,1.5867601630068213
SCAND1,Scand1,0.96451634,65.67,1.0,1.586688109923165
TMEM207,Tmem207,0.98035926,63.197500000000005,1.0,1.5866671274132353
HERPUD1,Herpud1,0.81487256,89.0026,1.0,1.58666527641611
NCL,Ncl,0.89470017,76.54875,1.0,1.5866043261761051
GPR39,Gpr39,0.9328276,70.6027,1.0,1.5865978578046125
SEC31B,Sec31b,0.8830482,78.3582,1.0,1.5865264852147984
TOMT,Tomt,0.8321964,86.2863,1.0,1.5865108373323296
SULT2A1,Sult2a5,0.97597855,63.8596,1.0,1.5864493032742475
EIPR1,Eipr1,0.91517144,73.33064999999999,1.0,1.5863358018320457
STRA6,Stra6,0.9348427,70.25980000000001,1.0,1.586300560408441
IQCG,Iqcg,0.9714137,64.5512,1.0,1.5862396285881304
PHF3,Phf3,0.8795818,78.84815,1.0,1.5860020072330796
CLU,Clu,0.93414915,70.33735,1.0,1.5859833028551855
ADGRG7,Adgrg7,0.9470612,68.31450000000001,1.0,1.5858858326738399
TMIE,Tmie,0.9493784,67.9525,1.0,1.585878928733599
SPP1,Spp1,0.9656204,65.41669999999999,1.0,1.5858468606261185
EDN2,Edn2,0.97169775,64.4688,1.0,1.5858445341174465
ADGRF1,Adgrf1,0.9395912,69.4649,1.0,1.58573612235377
ITGAE,Itgae,0.94295526,68.93435,1.0,1.585674192553401
CPT1B,Cpt1b,0.907064,74.529,1.0,1.5856526529144126
CCHCR1,Cchcr1,0.9546523,67.09305,1.0,1.5854946749681724
REX1BD,Rex1bd,0.95425624,67.14054999999999,1.0,1.5853468260913943
CLCN7,Clcn7,0.8948234,76.4064,1.0,1.5853276512231995
SMG1,Smg1,0.7578482,97.75895,1.0,1.5852574708410736
RAB7A,Rab7,0.945816,68.4475,1.0,1.5852516003155568
LHFPL2,Lhfpl2,0.83788574,85.27465000000001,1.0,1.5852202178251982
STIL,Stil,0.90780365,74.36070000000001,1.0,1.5851035318785693
IZUMO3,Izumo3,0.9595436,66.287,1.0,1.5850455062328535
CBLC,Cblc,0.948434,68.017,1.0,1.5850208003510242
RER1,Rer1,0.92589784,71.5303,1.0,1.5850115614350204
IL18RAP,Il18rap,0.9809062,62.946799999999996,1.0,1.5849521017170685
DEF8,Def8,0.81569505,88.70765,1.0,1.5849369594739258
GASK1A,Gask1a,0.93216234,70.5457,1.0,1.5849313011081216
C1orf116,AA986860,0.9860854,62.120999999999995,1.0,1.584763629024108
RSPH9,Rsph9,0.8012568,90.942,1.0,1.584759787039648
RGS4,Rgs4,0.86714745,80.66470000000001,1.0,1.5847328535433007
MFSD8,Mfsd8,0.8612516,81.58155,1.0,1.5847066916661168
TMC8,Tmc8,0.93962634,69.3595,1.0,1.5847001302747397
IFI30,Ifi30,0.96455187,65.4629,1.0,1.584598305321303
C1QC,C1qc,0.967024,65.07525000000001,1.0,1.5845759436034474
RAD21L1,Rad21l,0.9125265,73.56495000000001,1.0,1.5844888107853166
PMFBP1,Pmfbp1,0.9745716,63.88504999999999,1.0,1.5844384618666512
MPPE1,Mppe1,0.9125426,73.5516,1.0,1.5843764256537527
PRM2,Prm2,0.95638466,66.6909,1.0,1.5841259384866202
GORAB,Gorab,0.91048723,73.83924999999999,1.0,1.5840357743262508
ZNF524,Zfp524,0.9439016,68.62735,1.0,1.5840211758272864
DCST2,Dcst2,0.9408248,69.09295,1.0,1.583874125577657
GABRP,Gabrp,0.7877132,92.9545,1.0,1.5837288769751248
RNASEL,Rnasel,0.9710162,64.3642,1.0,1.5836581153013158
LY6G5C,Ly6g5c,0.9761988,63.54585,1.0,1.583552382497877
NFKBIZ,Nfkbiz,0.9623796,65.69460000000001,1.0,1.583488554637711
ZFP69,Zfp69,0.9378512,69.51745,1.0,1.583467793902194
EEA1,Eea1,0.8465549,83.74705,1.0,1.5833978169866065
BLM,Blm,0.89455235,76.2611,1.0,1.5833829309776553
GCNT7,Gcnt7,0.9535747,67.05395,1.0,1.5833470505336054
SELENOS,Selenos,0.91082436,73.71565000000001,1.0,1.5832993292132334
KLHL33,Klhl33,0.91236734,73.47485,1.0,1.5832973137606874
EML6,Eml6,0.7622298,96.8846,1.0,1.5832760894592735
LBR,Lbr,0.8760317,79.13595000000001,1.0,1.5832462798813116
RPL27A,Rpl27a,0.750894,98.6487,1.0,1.5832392253688379
SKA1,Ska1,0.9072342,74.2635,1.0,1.5831750771971502
CD79A,Cd79a,0.9549046,66.8182,1.0,1.583052893477266
SH2D4B,Sh2d4b,0.80534583,90.13560000000001,1.0,1.5830099051862363
FAM20A,Fam20a,0.8373741,85.13884999999999,1.0,1.5829850170593032
DBR1,Dbr1,0.8860047,77.54475,1.0,1.5828724697777392
NUDT6,Nudt6,0.9141843,73.1336,1.0,1.5826967774870258
TMIGD1,Tmigd1,0.96266186,65.5617,1.0,1.5825669734817358
WHAMM,Whamm,0.95308733,67.04785000000001,1.0,1.5824958405908096
SPACA3,Spaca3,0.949864,67.54915,1.0,1.5824820290934654
NEK11,Nek11,0.9156033,72.88905,1.0,1.5824554345256878
NDUFAF2,Ndufaf2,0.87684613,78.93245,1.0,1.5824531010934013
PRRG2,Prrg2,0.89682966,75.816,1.0,1.5824499391035398
LPO,Lpo,0.8742917,79.32505,1.0,1.5823937252758564
ELP4,Elp4,0.9545308,66.8091,1.0,1.5823541953320484
LRPAP1,Lrpap1,0.93215543,70.2895,1.0,1.582263803652559
JAGN1,Jagn1,0.75210536,98.3607,1.0,1.5822116796926111
COX4I1,Cox4i1,0.94703,67.94915,1.0,1.582047377988331
L3MBTL1,L3mbtl1,0.8769436,78.87285,1.0,1.5819927444118789
TNFSF15,Tnfsf15,0.97094923,64.19290000000001,1.0,1.5817737725526793
PPP1R3A,Ppp1r3a,0.983837,62.1698,1.0,1.581634455207583
VSTM2L,Vstm2l,0.92908317,70.69305,1.0,1.5814807484742808
SLC25A19,Slc25a19,0.89993525,75.23585,1.0,1.5814558620278767
MS4A1,Ms4a1,0.90682065,74.1574,1.0,1.5814063998788623
TMEM106A,Tmem106a,0.9432924,68.45150000000001,1.0,1.5812129979235574
ODAD3,Odad3,0.95324975,66.89095,1.0,1.5811316698675055
SLC38A10,Slc38a10,0.94490963,68.1874,1.0,1.581089449075312
ZNF397,Zfp397,0.84601694,83.58755,1.0,1.5808743372243148
ZDHHC4,Zdhhc4,0.9280872,70.78875,1.0,1.5808627303362979
IGSF9,Igsf9,0.9275687,70.86425,1.0,1.5808072332246417
JAM2,Jam2,0.934048,69.84729999999999,1.0,1.5807388442545482
SLX4IP,Slx4ip,0.9398427,68.94284999999999,1.0,1.5807300354035485
TMEM252,Tmem252,0.9816858,62.4076,1.0,1.5806220156677493
NR1I3,Nr1i3,0.95528334,66.5199,1.0,1.5805724024734653
IGFBP7,Igfbp7,0.9246404,71.28955,1.0,1.580482435665346
RFTN2,Rftn2,0.87184966,79.52055,1.0,1.5804724913422907
TEDDM1,Teddm1b,0.957293,66.19085,1.0,1.5804099090388601
CSF1R,Csf1r,0.957567,66.148,1.0,1.5804086272432247
YTHDF1,Ythdf1,0.7771657,94.2755,1.0,1.5803723740154547
TSC22D4,Tsc22d4,0.9710185,64.02705,1.0,1.5801662047772724
JAM3,Jam3,0.9293194,70.524,1.0,1.5801099380919648
NAA38,Naa38,0.9529713,66.8347,1.0,1.5800982712308569
SERPINB13,Serpinb13,0.9002938,75.04625,1.0,1.5800697487475013
POLH,Polh,0.89560384,75.7674,1.0,1.5799641797227697
PLA2G10,Pla2g10,0.95447284,66.5864,1.0,1.579951495635222
TRMT9B,Trmt9b,0.9144392,72.8124,1.0,1.5797786348337939
LGALS3,Lgals3,0.8973752,75.4728,1.0,1.5797735940499522
CIBAR2,Cibar2,0.93207514,70.05355,1.0,1.5796876232569366
NHEJ1,Nhej1,0.9066298,74.02055,1.0,1.5796789554572839
CCND3,Ccnd3,0.95442325,66.56775,1.0,1.5796779537205248
ZNF667,Zfp667,0.9717769,63.85785,1.0,1.5796380667820964
THEM4,Them4,0.96627295,64.71015,1.0,1.5795762507003301
RSF1,Rsf1,0.845747,83.5013,1.0,1.5795436521300616
IL17RE,Il17re,0.9430972,68.3074,1.0,1.5794033513174415
RAD52,Rad52,0.9316813,70.08355,1.0,1.5793619205997378
AMTN,Amtn,0.97282887,63.66695,1.0,1.5793595739675659
NXPH3,Nxph3,0.9221629,71.56605,1.0,1.5793436930555653
CAMSAP1,Camsap1,0.8963601,75.5843,1.0,1.5792884642579421
POLQ,Polq,0.9155888,72.58275,1.0,1.5792562204005993
CENPN,Cenpn,0.94842243,67.458,1.0,1.5792062863659364
ASB9,Asb9,0.9617068,65.38565,1.0,1.5791975466517185
JARID2,Jarid2,0.839392,84.444,1.0,1.5790431685817472
MROH1,Mroh1,0.88188434,77.81184999999999,1.0,1.5789801432980015
CCDC86,Ccdc86,0.9585261,65.85875,1.0,1.5789602755212617
PRLR,Prlr,0.94487613,67.9761,1.0,1.5788444926749254
SPTBN5,Sptbn5,0.9831641,61.998599999999996,1.0,1.578771501196981
APH1A,Aph1a,0.9049615,74.19125,1.0,1.5787515487397292
PCDHB4,Pcdhb5,0.9668251,64.53995,1.0,1.5787042861862464
SPINT2,Spint2,0.9175468,72.2222,1.0,1.5786836073356758
ZNF318,Zfp318,0.91447395,72.69705,1.0,1.5786388489068932
ERGIC2,Ergic2,0.77878577,93.85315,1.0,1.5786126536155145
NUP54,Nup54,0.7953885,91.2595,1.0,1.5785640034032842
ETV2,Etv2,0.9679395,64.349,1.0,1.5785262097733894
TSPOAP1,Tspoap1,0.853127,82.2462,1.0,1.5784623057758065
DNASE1L2,Dnase1l2,0.84538007,83.4532,1.0,1.5784517024828064
NHSL2,Nhsl2,0.84047365,84.20675,1.0,1.5783320966753993
CD83,Cd83,0.9505079,67.04745,1.0,1.5783213541001655
DNASE2B,Dnase2b,0.9552934,66.3001,1.0,1.5783097430165276
KATNIP,Katnip,0.9386073,68.8906,1.0,1.578190943561073
C20orf202,Tmem74bos,0.9496547,67.16295,1.0,1.578139451692727
ARAP1,Arap1,0.8000774,90.47659999999999,1.0,1.5780276240515123
CATSPER4,Catsper4,0.95174915,66.81155,1.0,1.5778823153575634
AIMP1,Aimp1,0.90351886,74.3313,1.0,1.577871197368577
EGFLAM,Egflam,0.85000294,82.66085000000001,1.0,1.5777105887342984
PIK3R2,Pik3r2,0.8518888,82.3655,1.0,1.5776973468393933
ENPP5,Enpp5,0.86241996,80.7128,1.0,1.5775883092600553
ZNF597,Zfp597,0.9813814,62.16115,1.0,1.5775746356501268
FOXN1,Foxn1,0.8258117,86.4198,1.0,1.577572411239498
TM2D3,Tm2d3,0.9688386,64.11565,1.0,1.5775604327850141
SH2D1B,Sh2d1b1,0.9670033,64.3939,1.0,1.577478122720926
RSC1A1,Ddi2,0.9228791,71.2705,1.0,1.577437308966847
AAAS,Aaas,0.81314856,88.38065,1.0,1.5774294844343877
TPBG,Tpbg,0.9201914,71.6742,1.0,1.577277553217966
LIF,Lif,0.8874595,76.77674999999999,1.0,1.5772617876234092
PLA2G2E,Pla2g2e,0.83332425,85.2113,1.0,1.577188524251099
INAVA,Inava,0.9093671,73.3535,1.0,1.5771884448681361
ABCA6,Abca6,0.94291085,68.10634999999999,1.0,1.5770175457273423
UTP25,Utp25,0.82210267,86.94,1.0,1.5769692940940796
SERPINA1,Serpina1c,0.97216314,63.5402,1.0,1.5769690774139122
APOOL,Apool,0.9666712,64.39439999999999,1.0,1.576946378238988
AIF1L,Aif1l,0.9330014,69.64385,1.0,1.576937330600566
CD207,Cd207,0.9649857,64.64474999999999,1.0,1.576816987992425
CYSRT1,Cysrt1,0.95542383,66.1283,1.0,1.5767393661347089
DUSP2,Dusp2,0.90468943,74.0368,1.0,1.576710310619999
SCARB1,Scarb1,0.879357,77.98384999999999,1.0,1.5766773470408375
ZKSCAN5,Zkscan5,0.86954576,79.50495000000001,1.0,1.5765858766582632
LYVE1,Lyve1,0.9356835,69.17214999999999,1.0,1.5763829967742384
C5AR1,C5ar1,0.9726399,63.4092,1.0,1.5763816571103857
PLEKHG2,Plekhg2,0.92127115,71.41794999999999,1.0,1.5763664141905367
CCSER1,Ccser1,0.8690311,79.5549,1.0,1.5762716811477175
ABHD16A,Abhd16a,0.78855926,92.1026,1.0,1.57626411401837
DBF4,Dbf4,0.9467989,67.41945000000001,1.0,1.5761817224113124
RUSC2,Rusc2,0.81719583,87.62785,1.0,1.5761678203632958
BRMS1,Brms1,0.8840453,77.19874999999999,1.0,1.5761171876506714
TP53I11,Trp53i11,0.89937896,74.79405,1.0,1.5759758120409224
PHYH,Phyh,0.9336081,69.45455000000001,1.0,1.5759555286873805
CCER2,Ccer2,0.97755337,62.5961,1.0,1.5758952365054415
RPS21,Rps21,0.94356376,67.89429999999999,1.0,1.5758745787453519
FABP7,Fabp7,0.94479644,67.6983,1.0,1.5758353743541553
AIPL1,Aipl1,0.88376254,77.2111,1.0,1.5757880773239106
CASP9,Casp9,0.94715333,67.325,1.0,1.5757754795854249
ETNK2,Etnk2,0.94638646,67.44065,1.0,1.5757347079630832
ZKSCAN2,Zkscan2,0.86096215,80.74835,1.0,1.5755999575792043
FCN1,Fcnb,0.9156899,72.2129,1.0,1.5755850073149587
XPC,Xpc,0.9126712,72.6729,1.0,1.5754738295097166
CKAP2L,Ckap2l,0.98106515,62.0043,1.0,1.5754370851193764
AKAP1,Akap1,0.93488026,69.1949,1.0,1.5753202201577865
MMAA,Mmaa,0.8783802,77.99445,1.0,1.5752079909285346
CCDC32,Ccdc32,0.9774033,62.55055,1.0,1.5751803379489986
ANKRD12,Ankrd12,0.8568086,81.35445,1.0,1.5751687807855492
DCN,Dcn,0.8586178,81.0699,1.0,1.5751435737297859
ITGB2,Itgb2,0.91012883,73.0351,1.0,1.5751187594913767
ARMC6,Armc6,0.92153144,71.25485,1.0,1.575096193861778
TMEM165,Tmem165,0.91414636,72.39875,1.0,1.5750163863424576
HYAL1,Hyal1,0.91424996,72.38095,1.0,1.5749993300244145
ZNF35,Zfp105,0.8572695,81.25659999999999,1.0,1.5748994234375755
CDH4,Cdh4,0.78367484,92.7285,1.0,1.574856579983372
LSP1,Lsp1,0.9488104,66.97775,1.0,1.5748542292869505
NIBAN1,Niban1,0.91203547,72.70775,1.0,1.5748073325356784
CBX7,Cbx7,0.9152377,72.19225,1.0,1.5746398021954333
TTLL2,Ttll2,0.977694,62.4491,1.0,1.5745984813128602
GPN1,Gpn1,0.8300415,85.45660000000001,1.0,1.574424392458294
VRK2,Vrk2,0.95754874,65.56335,1.0,1.574317353477733
TMPRSS11D,Tmprss11d,0.9540525,66.10785,1.0,1.5743102149129617
TULP1,Tulp1,0.91454184,72.2688,1.0,1.5743084417369855
ATP11A,Atp11a,0.86622703,79.80205000000001,1.0,1.5743006448562729
CEP20,Cep20,0.9340464,69.21905,1.0,1.5742224535533973
TCN2,Tcn2,0.95772594,65.52590000000001,1.0,1.5742155566916756
BMP15,Bmp15,0.9776024,62.420500000000004,1.0,1.5741538556767858
C9orf152,D630039A03Rik,0.980948,61.8972,1.0,1.5741372495887131
ADAMDEC1,Adamdec1,0.96857184,63.821349999999995,1.0,1.5740777908892616
HGFAC,Hgfac,0.86867297,79.39005,1.0,1.5739834750102193
CEP152,Cep152,0.9553429,65.8731,1.0,1.573962563702437
WDR91,Wdr91,0.7874613,92.05080000000001,1.0,1.5739518964118997
HEATR4,Heatr4,0.9753793,62.74425,1.0,1.5739163148940776
BPIFB2,Bpifb2,0.94834054,66.9578,1.0,1.573887729769258
MAP3K19,Map3k19,0.97612953,62.620900000000006,1.0,1.5738503485790416
FERRY3,D6Wsu163e,0.850834,82.1578,1.0,1.5738385109601696
SDR39U1,Sdr39u1,0.8239092,86.3481,1.0,1.573753112695351
TMEM25,Tmem25,0.90643483,73.4763,1.0,1.5737208568005698
TMEM150B,Tmem150b,0.9336947,69.22225,1.0,1.5736870144872759
TCTN3,Tctn3,0.94363433,67.6721,1.0,1.573684866292517
PPEF1,Ppef1,0.92769444,70.1462,1.0,1.5735656599090342
ARPIN,Arpin,0.8952111,75.20755,1.0,1.573524589430745
SH3BGRL3,Sh3bgrl3,0.76378185,95.6989,1.0,1.5734918526474726
ABRAXAS1,Abraxas1,0.9184552,71.56905,1.0,1.5733803078061661
C19orf85,Gm36210,0.97538364,62.686499999999995,1.0,1.5733245697502063
CEP57L1,Cep57l1,0.93161047,69.5108,1.0,1.5733090345972154
CDH7,Cdh7,0.75072217,97.707,1.0,1.573197708874141
VWA5B1,Vwa5b1,0.91039675,72.80215000000001,1.0,1.573136658307011
C8orf82,C030006K11Rik,0.9098982,72.86240000000001,1.0,1.5729553010933683
CD6,Cd6,0.9579935,65.3575,1.0,1.572902138954387
XRCC4,Xrcc4,0.8989137,74.5564,1.0,1.572759598674988
FADS2,Fads2,0.9270205,70.1662,1.0,1.5726834188896992
IGSF10,Igsf10,0.96410763,64.379,1.0,1.572642011109211
TRUB1,Trub1,0.86034673,80.5478,1.0,1.5725256295390295
DZIP1L,Dzip1l,0.9250258,70.46039999999999,1.0,1.5725087683858856
KCTD13,Kctd13,0.9091893,72.9109,1.0,1.5723120307672533
SPINK5,Spink5,0.9733629,62.90235,1.0,1.5722954723613647
RLN3,Rln3,0.93092585,69.51635,1.0,1.5722597064172579
NLE1,Nle1,0.7793066,93.14705000000001,1.0,1.5721337487197502
RIN3,Rin3,0.9309915,69.4855,1.0,1.5720459891225977
SSPN,Sspn,0.8652243,79.73294999999999,1.0,1.5719630226715933
PIAS2,Pias2,0.89575833,74.96690000000001,1.0,1.5719142327228446
AK3,Ak3,0.78756964,91.83269999999999,1.0,1.5718657587807403
CAPS2,Caps2,0.96825415,63.654650000000004,1.0,1.5718357857216803
RNPEPL1,Rnpepl1,0.87734485,77.82695000000001,1.0,1.5717974016844152
DELE1,Dele1,0.93905604,68.20085,1.0,1.5717650054859955
CARF,Carf,0.91421807,72.04975,1.0,1.571513832832839
TTC22,Ttc22,0.94208944,67.7009,1.0,1.5714857413175172
NCOA4,Ncoa4,0.8774793,77.77525,1.0,1.571478741630525
DBT,Dbt,0.83632827,84.1811,1.0,1.5713640364004893
CORO1B,Coro1b,0.8050133,89.06315000000001,1.0,1.5713529356648346
SKAP1,Skap1,0.8551657,81.235,1.0,1.5712741149489053
UBXN7,Ubxn7,0.9158832,71.76415,1.0,1.5712448114679058
AKIRIN1,Akirin1,0.9126659,72.26419999999999,1.0,1.5712277888654287
HIVEP1,Hivep1,0.92224425,70.7705,1.0,1.5712268181127753
DCK,Dck,0.89355403,75.22805,1.0,1.5710580396250813
SYTL2,Sytl2,0.9703456,63.25255,1.0,1.5710481327779138
SAXO1,Saxo1,0.9479738,66.73670000000001,1.0,1.5710023936031585
DNAAF3,Dnaaf3,0.96582556,63.9387,1.0,1.5708543989186217
PLAAT3,Plaat3,0.98125273,61.52615,1.0,1.5707828171127434
COBLL1,Cobll1,0.9652944,64.00745,1.0,1.5707084483683267
C1orf131,2810004N23Rik,0.94782996,66.7242,1.0,1.570640235584564
FBXO36,Fbxo36,0.9741878,62.59995,1.0,1.5704938089502523
SSMEM1,Ssmem1,0.928824,69.6721,1.0,1.5704763458773146
GNPTAB,Gnptab,0.84029657,83.47055,1.0,1.5704127514351276
ARMCX2,Armcx2,0.9433008,67.401,1.0,1.5703348143980183
UBA5,Uba5,0.8285666,85.28444999999999,1.0,1.5702549409538682
HEATR1,Heatr1,0.8411338,83.32165,1.0,1.5702225371267953
SERPINB6,Serpinb6a,0.93797106,68.22075,1.0,1.5702171714359872
FAM53B,Fam53b,0.9463858,66.89805,1.0,1.570107870930021
ACO2,Aco2,0.81945604,86.6781,1.0,1.5699748839105567
ZC3H12B,Zc3h12b,0.7927159,90.84385,1.0,1.5699334993620266
TMEM163,Tmem163,0.88865584,75.88325,1.0,1.5699320301291624
CLIC3,Clic3,0.9159338,71.61145,1.0,1.5697434000966202
CSAD,Csad,0.831257,84.81540000000001,1.0,1.5697415019548306
PMEL,Pmel,0.8829043,76.74234999999999,1.0,1.5695404220892377
CHGB,Chgb,0.97827786,61.86215,1.0,1.5694568489464809
SETD4,Setd4,0.94637895,66.83420000000001,1.0,1.5694347883077024
TOPORS,Topors,0.8568632,80.7852,1.0,1.5693549745621218
SF3A2,Sf3a2,0.8735572,78.1714,1.0,1.5692449680820615
AADACL3,Aadacl3,0.975089,62.3314,1.0,1.569166467530174
ZBTB42,Zbtb42,0.89344746,75.0598,1.0,1.5691412957974769
DCAF4,Dcaf4,0.94828105,66.49605,1.0,1.569004044972048
CYB5D2,Cyb5d2,0.8490041,81.97375,1.0,1.568971725663344
PARM1,Parm1,0.9850182,60.7585,1.0,1.5689115805415885
PRELID2,Prelid2,0.95696115,65.12535,1.0,1.5688260977128645
KPTN,Kptn,0.9481727,66.48535,1.0,1.5687179287497548
HDAC8,Hdac8,0.83038086,84.84700000000001,1.0,1.5686526212894156
NPHS1,Nphs1,0.8624259,79.8447,1.0,1.5685973030045952
NUBP2,Nubp2,0.91388404,71.8157,1.0,1.5685471133160855
ETFBKMT,Etfbkmt,0.8732088,78.15745,1.0,1.5685370502047795
CYC1,Cyc1,0.8041329,88.9231,1.0,1.5684774708959144
ANGPTL6,Angptl6,0.96356046,64.0606,1.0,1.5684561384323015
STON2,Ston2,0.9021208,73.62,1.0,1.5682359785236284
CENPW,Cenpw,0.9535994,65.5891,1.0,1.5681991683769243
PDCD6,Pdcd6,0.94838023,66.40105,1.0,1.568179419685062
AGR3,Agr3,0.7929046,90.63525,1.0,1.568075782817961
CNGB3,Cngb3,0.96186066,64.2851,1.0,1.5680356111684621
ODF2L,Odf2l,0.9141538,71.72,1.0,1.567991018550682
RBP7,Rbp7,0.9346926,68.514,1.0,1.5679571294099897
MRGPRE,Mrgpre,0.9038878,73.31264999999999,1.0,1.5679061495542261
MSC,Msc,0.8242027,85.72265,1.0,1.5677428610362303
RUSF1,Rusf1,0.8473612,82.10079999999999,1.0,1.5676328141516274
CNBD2,Cnbd2,0.9727757,62.53985,1.0,1.567587644099535
DNAAF9,Dnaaf9,0.8479707,81.99680000000001,1.0,1.5675399442344387
TSEN15,Tsen15,0.9534191,65.55185,1.0,1.5675214507567194
SCP2D1,Scp2d1,0.9490068,66.23859999999999,1.0,1.5675081283571903
GNA12,Gna12,0.9660044,63.58665,1.0,1.5674934268137246
EHHADH,Ehhadh,0.9156914,71.43084999999999,1.0,1.567479003785806
B3GNT9,B3gnt9,0.9407414,67.51685,1.0,1.567398011725826
C15orf61,2300009A05Rik,0.9015598,73.62295,1.0,1.5673595579257573
GUCA2B,Guca2b,0.9613939,64.26885,1.0,1.5671124858660794
TNFSF8,Tnfsf8,0.93147117,68.92945,1.0,1.5670562822306087
IFFO2,Iffo2,0.91061276,72.1711,1.0,1.566943061553866
AASDH,Aasdh,0.9106455,72.15655000000001,1.0,1.5668451376315187
SLC19A3,Slc19a3,0.9575391,64.83194999999999,1.0,1.5667184870526976
GLT6D1,Glt6d1,0.977475,61.713899999999995,1.0,1.5666217293404625
PNPLA5,Pnpla5,0.9506477,65.8947,1.0,1.5665954682995022
UMODL1,Umodl1,0.96568286,63.548899999999996,1.0,1.5665821728315024
C16orf89,AU021092,0.9836139,60.7097,1.0,1.566135186819525
TNFSF13B,Tnfsf13b,0.96848,63.0659,1.0,1.5660966716261968
SLFN13,Slfn9,0.97113395,62.6485,1.0,1.5660598175113785
SETDB2,Setdb2,0.9438123,66.9006,1.0,1.5659735579786247
FKBP6,Fkbp6,0.95338595,65.4068,1.0,1.565963951600404
GPAA1,Gpaa1,0.81337285,87.23665,1.0,1.5659309208428227
ENKD1,Enkd1,0.90258974,73.32055,1.0,1.565889396572879
MTUS1,Mtus1,0.9545481,65.19945,1.0,1.565693037831386
NOL12,Nol12,0.8028808,88.8449,1.0,1.5656423249764058
MAPKAPK3,Mapkapk3,0.8764981,77.35815,1.0,1.565567804702536
MRPL3,Mrpl3,0.8673551,78.77250000000001,1.0,1.5654499208678723
POMC,Pomc,0.87386596,77.75585000000001,1.0,1.565435667539292
TTLL11,Ttll11,0.9386591,67.6474,1.0,1.5653849810683487
PEX11G,Pex11g,0.95692927,64.7917,1.0,1.5653152146682925
MANEA,Manea,0.82412785,85.4978,1.0,1.565290562563045
MICOS10,Micos10,0.8465091,82.0034,1.0,1.5652453064330196
ZNF648,Zfp648,0.9424761,67.03565,1.0,1.5652134545076284
HELB,Helb,0.9538489,65.24995,1.0,1.5650861864957957
RARRES1,Rarres1,0.9148843,71.32185,1.0,1.5650439798239182
