rhesus_macaque gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
OR9Q1,OR9Q1,0.99311113,91.7877,1.0,1.878956632467167
TCTE1,TCTE1,0.95888126,97.006,1.0,1.8789172798728435
MYOCD,MYOCD,0.95254934,97.9716,1.0,1.878914010132911
PARP1,PARP1,0.95153296,98.1262,1.0,1.878908322811941
CD84,CD84,0.9943901,91.5889,1.0,1.8789081541865487
CENPE,CENPE,0.9669178,95.7793,1.0,1.8789064002469256
RIOX2,RIOX2,0.9547348,97.6344,1.0,1.8788638724273088
FCN1,FCN1,0.9935217,91.7178,1.0,1.8788615999072453
HTR3B,HTR3B,0.9763642,94.3311,1.0,1.8788113124382346
WNT7B,WNT7B,0.9802666,93.73519999999999,1.0,1.878802940134851
MST1R,MST1R,0.96705276,95.7485,1.0,1.8787729438393599
ACOT11,ACOT11,0.99552226,91.40585,1.0,1.87877286332689
CACNB3,CACNB3,0.9670858,95.74244999999999,1.0,1.8787597442484314
MANEA,MANEA,0.9547638,97.619,1.0,1.878720449042782
KY,KY,0.9812121,93.58135,1.0,1.8786771551125003
SEMA6D,SEMA6D,0.94669014,98.84565,1.0,1.878656690804392
PFKFB3,PFKFB3,0.97937554,93.85675,1.0,1.878615183166636
ADAMTS9,ADAMTS9,0.9448272,99.1214,1.0,1.878546713673948
KIF15,KIF15,0.9546531,97.6225,1.0,1.8785455435632012
COX4I2,COX4I2,0.9927119,91.8129,1.0,1.878490195286845
CFAP58,CFAP58,0.95406866,97.7064,1.0,1.8784769634292693
EFCAB9,EFCAB9,0.9919873,91.92155,1.0,1.8784656551371262
SIAH2,SIAH2,0.93898886,100.0,1.0,1.878390423275281
CPXM2,CPXM2,0.954586,97.619,1.0,1.8783660726618998
EXTL2,EXTL2,0.9703401,95.21445,1.0,1.8783468462238888
PLA2G15,PLA2G15,0.94692266,98.7864,1.0,1.8783459416061885
ATL3,ATL3,0.9734709,94.73185000000001,1.0,1.8782810163610697
NDUFAF1,NDUFAF1,0.98704344,92.6606,1.0,1.8782687415131725
CABCOCO1,CABCOCO1,0.9794944,93.80895000000001,1.0,1.8782275073831036
ZNF572,ZNF572,0.99540955,91.38065,1.0,1.8782189436769041
PRRG3,PRRG3,0.95592177,97.4026,1.0,1.8782008334191436
AP1S1,AP1S1,0.938877,100.0,1.0,1.8781674730954978
DPYSL2,DPYSL2,0.968797,95.4353,1.0,1.8781569981513637
NR1I3,NR1I3,0.960329,96.7239,1.0,1.8781167422545395
SAP30L,SAP30L,0.9406322,99.72825,1.0,1.8781149776161234
HAUS4,HAUS4,0.9667957,95.7361,1.0,1.8780985685618226
GFRAL,GFRAL,0.9967915,91.1601,1.0,1.878091520727577
RREB1,RREB1,0.9595189,96.84455,1.0,1.87807858828697
CCSAP,CCSAP,0.98208433,93.40155,1.0,1.8780662591534791
CLTB,CLTB,0.9474132,98.69,1.0,1.8780640369478108
DHX34,DHX34,0.95602804,97.3753,1.0,1.8780559271393995
THPO,THPO,0.9610933,96.6006,1.0,1.8780289852430716
AHI1,AHI1,0.9793475,93.8127,1.0,1.8779837176520622
RIPPLY3,RIPPLY3,0.9947157,91.4674,1.0,1.8779695359729986
PCBD2,PCBD2,0.9849743,92.9508,1.0,1.877936594100274
PCDH17,PCDH17,0.94214684,99.4823,1.0,1.877920132878486
CSDC2,CSDC2,0.9430311,99.3464,1.0,1.877906832642673
WNT10B,WNT10B,0.9454743,98.9717,1.0,1.8778804081355243
MMP26,MMP26,0.9864515,92.7203,1.0,1.8778690041552681
FOXI2,FOXI2,0.99438447,91.5094,1.0,1.8778581476967942
TUBA4A,TUBA4A,0.946621,98.79429999999999,1.0,1.8778479228289835
TP53BP1,TP53BP1,0.9566193,97.2686,1.0,1.8778401845724861
OR8H3,OR8H3,0.9954328,91.3462,1.0,1.8778151434017942
FAM107B,FAM107B,0.9739895,94.61685,1.0,1.8778120020482074
XKR5,XKR5,0.98271626,93.2849,1.0,1.8778015652102993
IQCD,IQCD,0.9776361,94.05745,1.0,1.8777707167143478
RAD21L1,RAD21L1,0.9716148,94.9743,1.0,1.877749558342182
PDHA1,PDHA1,0.96776146,95.56075,1.0,1.8777322347698155
APOE,APOE,0.98001456,93.6908,1.0,1.8777204429193382
REC114,REC114,0.9911292,91.9952,1.0,1.877717706900851
PDIA4,PDIA4,0.95339644,97.75025,1.0,1.8777101148350748
STXBP5L,STXBP5L,0.9790106,93.84305,1.0,1.877708803893733
CRTAM,CRTAM,0.9980303,90.94120000000001,1.0,1.8777003426297267
USF3,USF3,0.9567153,97.2383,1.0,1.8776356095280096
ZSCAN32,ZSCAN32,0.97622675,94.2611,1.0,1.8776227047023726
STK4,STK4,0.9412775,99.5893,1.0,1.87758554913549
OR4K5,OR4K5,0.99337935,91.6409,1.0,1.8775730671746265
PCDHB13,PCDHB13,0.9951333,91.37285,1.0,1.8775664262772578
EPB41L2,EPB41L2,0.9672847,95.6176,1.0,1.8775248252727608
DNAJC5B,DNAJC5B,0.9550191,97.4874,1.0,1.877509743176062
EVI2B,EVI2B,0.9961492,91.2135,1.0,1.8775090911170813
PPP1R2C,PPP1R2C,0.9948703,91.40545,1.0,1.8774682035214632
PRAMEF12,PRAMEF12,0.99688023,91.0973,1.0,1.877447795084397
SPRED2,SPRED2,0.9518233,97.96905000000001,1.0,1.8774336072118043
THBS4,THBS4,0.9941717,91.49475000000001,1.0,1.8772426480334632
OR7A10,OR7A10,0.9935323,91.5858,1.0,1.8771579514728836
RSL24D1,RSL24D1,0.93836576,100.0,1.0,1.8771485114477922
RPL19,RPL19,0.9383432,100.0,1.0,1.877103546705651
SNCA,SNCA,0.99766755,90.9491,1.0,1.8770805642737356
CBX1,CBX1,0.99172723,91.8552,1.0,1.8770803439272337
DIRAS2,DIRAS2,0.9383252,100.0,1.0,1.877067670581602
SLC27A4,SLC27A4,0.9530313,97.75514999999999,1.0,1.8770463734842122
CREBBP,CREBBP,0.94180334,99.4677,1.0,1.877044726222708
N4BP1,N4BP1,0.9500167,98.2143,1.0,1.8770373946807064
ZSCAN21,ZSCAN21,0.95353127,97.6744,1.0,1.8769877543554432
ADCK1,ADCK1,0.95135736,98.00415,1.0,1.8769635672909106
CINP,CINP,0.9630041,96.2264,1.0,1.8769479579517534
KLHL2,KLHL2,0.95975864,96.72055,1.0,1.876936174759336
DENND4C,DENND4C,0.9503071,98.1614,1.0,1.8769249793065224
OR2C3,OR2C3,0.9893478,92.2059,1.0,1.8769202740266535
ATG3,ATG3,0.94451386,99.0446,1.0,1.8769186843421402
KCP,KCP,0.9728526,94.72075,1.0,1.876903633561466
CXCL13,CXCL13,0.99236137,91.7431,1.0,1.8768795072631552
IGSF6,IGSF6,0.9790181,93.7759,1.0,1.8768463380830671
ARFGAP1,ARFGAP1,0.9685247,95.3749,1.0,1.8768250566699414
CYP2W1,CYP2W1,0.9756559,94.2857,1.0,1.8768063687218564
LCN1,LCN1,0.99401367,91.4773,1.0,1.8766996655029449
ADAMTS16,ADAMTS16,0.97747463,93.9967,1.0,1.876655099232834
CCDC47,CCDC47,0.93945813,99.793,1.0,1.8766209722040907
MORF4L2,MORF4L2,0.94037145,99.6528,1.0,1.8766094061093583
LY96,LY96,0.9831625,93.125,1.0,1.876601643884177
CTDSP2,CTDSP2,0.9380913,100.0,1.0,1.876601480280768
ACOT12,ACOT12,0.9673127,95.53805,1.0,1.8765411940173902
B4GALNT3,B4GALNT3,0.98307526,93.13285,1.0,1.8765303361450658
MMP12,MMP12,0.99384284,91.4894,1.0,1.8765172855740175
CASP4,CASP4,0.96411026,96.0212,1.0,1.8764714234710167
CEP68,CEP68,0.97266597,94.716,1.0,1.876469592164115
TIMM21,TIMM21,0.9776643,93.9516,1.0,1.8764438356336344
SLC39A6,SLC39A6,0.9807999,93.4705,1.0,1.8764071724586504
PRR23C,PRR23C,0.9941811,91.42895,1.0,1.8764016088962827
ARF1,ARF1,0.99237084,91.70505,1.0,1.8764012024905536
SLC35A1,SLC35A1,0.9589334,96.8043,1.0,1.8763856918382091
ATP10A,ATP10A,0.9653438,95.8255,1.0,1.8763729039304753
RPL13,RPL13,0.9472754,98.5782,1.0,1.8763285527170042
RUBCN,RUBCN,0.963827,96.05085,1.0,1.8762942740256894
REL,REL,0.96427155,95.9826,1.0,1.876288527309065
BCLAF3,BCLAF3,0.9630476,96.16794999999999,1.0,1.8762709227734362
CNN1,CNN1,0.9423386,99.3266,1.0,1.8762678821030172
ZNF318,ZNF318,0.9569063,97.104,1.0,1.8762614666751547
NUCB1,NUCB1,0.9541626,97.52170000000001,1.0,1.876250817903271
MTUS1,MTUS1,0.9793858,93.67295,1.0,1.8762340133590243
NME7,NME7,0.99684715,91.00785,1.0,1.8762130660200314
HSBP1L1,HSBP1L1,0.9644724,95.9459,1.0,1.8762093052091027
RAB38,RAB38,0.9409961,99.5261,1.0,1.8761988841335873
INTS8,INTS8,0.9398417,99.6985,1.0,1.876150690026765
TAS1R3,TAS1R3,0.995571,91.1972,1.0,1.8761436866484547
TBXA2R,TBXA2R,0.9569731,97.0845,1.0,1.8761398105792417
TBC1D16,TBC1D16,0.95151824,97.9139,1.0,1.876104970209592
NFE2L2,NFE2L2,0.9448765,98.92660000000001,1.0,1.8760996239027299
FAM187B,FAM187B,0.9929087,91.5989,1.0,1.876086213986817
SLC36A1,SLC36A1,0.9474608,98.5294,1.0,1.8760604325244241
DEPP1,DEPP1,0.97802037,93.8679,1.0,1.8760598607054768
CHST9,CHST9,0.9562927,97.18165,1.0,1.876053101714336
PPP1R35,PPP1R35,0.99363035,91.4855,1.0,1.876042808653923
SPATS2L,SPATS2L,0.9676772,95.44300000000001,1.0,1.8760257165152312
SMYD2,SMYD2,0.94157857,99.42345,1.0,1.8760185413072712
RBM46,RBM46,0.99055743,91.95155,1.0,1.8760077499270427
UBA1,UBA1,0.94828844,98.39855,1.0,1.8760002676760872
ESRRA,ESRRA,0.99439186,91.36439999999999,1.0,1.8759782371013136
PID1,PID1,0.9377712,100.0,1.0,1.8759634832081002
PBDC1,PBDC1,0.95463806,97.4249,1.0,1.875933630433033
CFAP45,CFAP45,0.9813603,93.34875,1.0,1.8759332717319
ZFHX4,ZFHX4,0.9438178,99.0734,1.0,1.8759076692764878
SERPINA12,SERPINA12,0.9947315,91.3043,1.0,1.8758698841947545
TMEM253,TMEM253,0.9497938,98.1567,1.0,1.8758404993752733
UNC119,UNC119,0.95682603,97.0833,1.0,1.8758310029374448
WFS1,WFS1,0.9502255,98.0899,1.0,1.875828087489689
GLT8D2,GLT8D2,0.94145274,99.4269,1.0,1.875812826628262
LRP1B,LRP1B,0.94709814,98.5649,1.0,1.8758014684232296
DFFA,DFFA,0.97729915,93.9577,1.0,1.8757957541287298
DZANK1,DZANK1,0.9646828,95.8816,1.0,1.8757884825118898
DDX5,DDX5,0.94992507,98.13215,1.0,1.8757813538682053
GPC2,GPC2,0.95523137,97.32069999999999,1.0,1.8757546399603964
LRRC42,LRRC42,0.97825867,93.8071,1.0,1.8757403786838593
ADAMTSL1,ADAMTSL1,0.9484471,98.3541,1.0,1.8757356907002403
ATRIP,ATRIP,0.9567066,97.0923,1.0,1.8757105631829167
OR1F1,OR1F1,0.9901701,91.9872,1.0,1.8757015755768638
SV2B,SV2B,0.9925835,91.61865,1.0,1.8756961150110667
PSMD9,PSMD9,0.9552671,97.3094,1.0,1.8756782028319163
GGT7,GGT7,0.94256365,99.2447,1.0,1.8756462885198517
OAT,OAT,0.97948927,93.6109,1.0,1.8756294661359156
G6PC1,G6PC1,0.95044345,98.0392,1.0,1.8756000169742952
UBXN2B,UBXN2B,0.9494645,98.1873,1.0,1.875583999934002
PPP4R3A,PPP4R3A,0.9724617,94.67425,1.0,1.8755169323701049
CYP17A1,CYP17A1,0.9910903,91.8285,1.0,1.8754619922364446
GPR39,GPR39,0.9786894,93.71565000000001,1.0,1.8754039447184343
ITGA2,ITGA2,0.950537,98.0093,1.0,1.8753957853830912
TEKT4,TEKT4,0.9908865,91.8537,1.0,1.8753850701073922
NFIB,NFIB,0.99656516,90.98585,1.0,1.8753635640935817
KLHL20,KLHL20,0.93853617,99.8358,1.0,1.8753426425149038
SLC7A8,SLC7A8,0.94603705,98.6916,1.0,1.875342113977898
PRKAG3,PRKAG3,0.96693057,95.501,1.0,1.8752954507158754
ARNT2,ARNT2,0.94292533,99.16145,1.0,1.8752793749001166
NUP98,NUP98,0.96210897,96.23265,1.0,1.8752455237399146
NCK2,NCK2,0.94994324,98.08725000000001,1.0,1.8752308838277307
MLX,MLX,0.9992336,90.5669,1.0,1.8752078777033958
PLA2G2A,PLA2G2A,0.9920181,91.6667,1.0,1.8751970505019058
TULP4,TULP4,0.961719,96.28790000000001,1.0,1.8751901905847976
ZNF280D,ZNF280D,0.9885478,92.1938,1.0,1.875167675205009
KRIT1,KRIT1,0.9418049,99.3207,1.0,1.8751270627873748
TBX2,TBX2,0.9401128,99.5787,1.0,1.8751256598996795
KRBA2,KRBA2,0.99666727,90.95135,1.0,1.8751162877801182
BMERB1,BMERB1,0.9865869,92.4885,1.0,1.8751100620489922
DDX59,DDX59,0.95480096,97.33664999999999,1.0,1.8751051924119768
TACR2,TACR2,0.9686237,95.2261,1.0,1.875078082987085
ALPK2,ALPK2,0.9960862,91.0358,1.0,1.8750616110183769
NMU,NMU,0.9806864,93.3725,1.0,1.8749004384323982
KLF13,KLF13,0.94860584,98.2639,1.0,1.8748734816704433
LEKR1,LEKR1,0.96609753,95.5957,1.0,1.8748724994407122
TEX10,TEX10,0.9386295,99.7847,1.0,1.8748609630416326
ENO3,ENO3,0.9505056,97.9728,1.0,1.8748562749231887
UBXN2A,UBXN2A,0.9952495,91.14755,1.0,1.8748541484314942
SCIN,SCIN,0.9500384,98.042,1.0,1.8748292906739525
RTN4RL2,RTN4RL2,0.95124584,97.8571,1.0,1.8748198687477835
ARAF,ARAF,0.94151574,99.3399,1.0,1.8748016092199207
TAS2R10,TAS2R10,0.9948416,91.2052,1.0,1.874794438224865
SLC1A5,SLC1A5,0.95110506,97.87635,1.0,1.874790807353619
GCC2,GCC2,0.9603072,96.4722,1.0,1.8747844590273637
TSPYL6,TSPYL6,0.99634105,90.9756,1.0,1.8747829549882726
OR4N5,OR4N5,0.99464434,91.2338,1.0,1.8747749771227749
CORO1B,CORO1B,0.9655984,95.66364999999999,1.0,1.8747655418324638
BNIPL,BNIPL,0.983519,92.92975,1.0,1.8747609600469648
KRTAP29-1,KRTAP29-1,0.9967644,90.9091,1.0,1.8747578205116509
CREB3L1,CREB3L1,0.951041,97.8805,1.0,1.874717354110301
CD36,CD36,0.9704793,94.9153,1.0,1.8747154504741472
FKBP10,FKBP10,0.9472543,98.4536,1.0,1.8746584144009741
MAPK8IP2,MAPK8IP2,0.9965157,90.93645000000001,1.0,1.874619500318316
SOAT2,SOAT2,0.96334887,95.9938,1.0,1.874595861776946
STRA6,STRA6,0.9785504,93.67474999999999,1.0,1.8745924822452669
ZKSCAN8,ZKSCAN8,0.9518224,97.7509,1.0,1.8745813605867045
NMRK1,NMRK1,0.9892015,92.0489,1.0,1.8745772433539554
GAS2L2,GAS2L2,0.99632347,90.9608,1.0,1.8745545320557486
C4BPB,C4BPB,0.9916905,91.6667,1.0,1.8745441050442175
SERPINB7,SERPINB7,0.9680969,95.2632,1.0,1.8745128748664435
EHF,EHF,0.9678747,95.2961,1.0,1.8744998912694437
DCDC2C,DCDC2C,0.99121875,91.73455,1.0,1.8744904123587889
ADAM2,ADAM2,0.99500304,91.1565,1.0,1.8744798695730345
TSPAN12,TSPAN12,0.9413203,99.3443,1.0,1.874469566753644
KMT2A,KMT2A,0.9451479,98.7596,1.0,1.8744584538102802
PRICKLE3,PRICKLE3,0.9598273,96.5198,1.0,1.8744499261910077
TUBB,TUBB,0.99574435,91.041,1.0,1.8744482093300818
E2F7,E2F7,0.9539233,97.419,1.0,1.8744319371718199
ZNF837,ZNF837,0.9958653,91.01435000000001,1.0,1.8743410552352344
FES,FES,0.9457016,98.6618,1.0,1.8742841414116258
EBF3,EBF3,0.99720854,90.8051,1.0,1.8742841299227393
BTD,BTD,0.99069417,91.7969,1.0,1.8742595576040606
PROZ,PROZ,0.99550444,91.06280000000001,1.0,1.8742548896747273
CBARP,CBARP,0.9771518,93.85195,1.0,1.8741202878307353
EXTL1,EXTL1,0.98073065,93.3058,1.0,1.8741170996247587
SOBP,SOBP,0.9424462,99.14144999999999,1.0,1.8740630826525093
ESCO1,ESCO1,0.96022785,96.4286,1.0,1.8740566065444977
POF1B,POF1B,0.996241,90.93254999999999,1.0,1.8740210315272723
MED14,MED14,0.93859553,99.7249,1.0,1.8740118812623652
ALDH1B1,ALDH1B1,0.9481768,98.2592,1.0,1.8739569418621027
ANGPTL2,ANGPTL2,0.9394208,99.5943,1.0,1.873950259344599
WNT10A,WNT10A,0.93675977,100.0,1.0,1.8739475838666184
OR8I2,OR8I2,0.99384254,91.2903,1.0,1.8739151512817869
C1QB,C1QB,0.97055155,94.84275,1.0,1.8739114800570351
AGBL1,AGBL1,0.9986199,90.56015,1.0,1.8738965024387304
GABRA2,GABRA2,0.9765881,93.92045,1.0,1.8738918211575737
CATSPER3,CATSPER3,0.99599665,90.9548,1.0,1.8738247423444125
SF3B2,SF3B2,0.93816125,99.7765,1.0,1.873820540393086
VRK2,VRK2,0.9747832,94.1873,1.0,1.873781232915566
NDUFB9,NDUFB9,0.9733005,94.4134,1.0,1.873780368195384
SEC22A,SEC22A,0.9388022,99.6743,1.0,1.8737626350239955
ARG2,ARG2,0.9930368,91.4015,1.0,1.873762209063747
APCS,APCS,0.9925006,91.4798,1.0,1.8737166046489542
SYNRG,SYNRG,0.9840481,92.7656,1.0,1.8736706559345166
ZC3H4,ZC3H4,0.9915574,91.61945,1.0,1.8736614298132441
SYNDIG1L,SYNDIG1L,0.94763243,98.3193,1.0,1.8736572437199668
CYP4V2,CYP4V2,0.98496395,92.62475,1.0,1.8736556392157147
BSPRY,BSPRY,0.99226916,91.5095,1.0,1.8736433919025748
CSPP1,CSPP1,0.9877921,92.1856,1.0,1.8735543307865834
CHRNA5,CHRNA5,0.94636714,98.5043,1.0,1.873552670417774
VHL,VHL,0.96117705,96.2441,1.0,1.8735377084176876
ATP8A2,ATP8A2,0.9653516,95.60675,1.0,1.8735301575434302
SLC34A2,SLC34A2,0.97359324,94.3478,1.0,1.8735066724092817
CA1,CA1,0.96667963,95.4023,1.0,1.8735056360146662
GSTCD,GSTCD,0.948965,98.1043,1.0,1.8735039195729293
GUCY2D,GUCY2D,0.99931973,90.423,1.0,1.873499278348492
NUTM1,NUTM1,0.99530005,91.0345,1.0,1.8734777348753127
SRSF11,SRSF11,0.9385542,99.6899,1.0,1.8734721788621185
ARHGAP21,ARHGAP21,0.9537299,97.3743,1.0,1.8734623964517014
SFTPC,SFTPC,0.9845675,92.6702,1.0,1.8734593391426455
LGI3,LGI3,0.9460853,98.5401,1.0,1.8734587100578435
YLPM1,YLPM1,0.9438424,98.8816,1.0,1.873450548933448
GTF2IRD1,GTF2IRD1,0.99332386,91.3324,1.0,1.873431459684069
ARSL,ARSL,0.9947588,91.11330000000001,1.0,1.8734285984550811
POLR1H,POLR1H,0.992072,91.52235,1.0,1.8734183330373475
DDX51,DDX51,0.99745536,90.69855,1.0,1.8733838377631145
PRR35,PRR35,0.99845576,90.5429,1.0,1.8733439552534052
TTC21A,TTC21A,0.9763003,93.92215,1.0,1.873340414814006
LARP7,LARP7,0.950546,97.85045,1.0,1.8733381129464592
GGT5,GGT5,0.96216136,96.0751,1.0,1.8732913191186533
BRIP1,BRIP1,0.9774632,93.7401,1.0,1.8732794588826989
VSIG4,VSIG4,0.9813011,93.1543,1.0,1.87327450192572
ZNF648,ZNF648,0.97918034,93.47475,1.0,1.873234730810211
ALKBH8,ALKBH8,0.9571329,96.8373,1.0,1.8732282767456259
COL5A1,COL5A1,0.94208205,99.13,1.0,1.873187677524963
PNPLA7,PNPLA7,0.97435635,94.20665,1.0,1.8731833069024608
ACOT8,ACOT8,0.95075595,97.8056,1.0,1.873170536400592
U2AF2,U2AF2,0.93912446,99.57894999999999,1.0,1.8731590482731175
RNPEP,RNPEP,0.97047275,94.7967,1.0,1.873152710910747
HOXA1,HOXA1,0.9441812,98.806,1.0,1.8731379913530661
DTNB,DTNB,0.97454536,94.1726,1.0,1.87311511245986
WDR26,WDR26,0.97939634,93.4297,1.0,1.8730765993320704
ATP7A,ATP7A,0.95029914,97.8667,1.0,1.873058422151722
OR4K17,OR4K17,0.9859783,92.42075,1.0,1.8730117963482869
CORIN,CORIN,0.9877304,92.15225,1.0,1.8729955882661864
CEACAM20,CEACAM20,0.9929427,91.3519,1.0,1.87292655920465
SMAD2,SMAD2,0.9362436,100.0,1.0,1.8729187961471592
GATAD2B,GATAD2B,0.9362342,100.0,1.0,1.8729000608379338
TMEM128,TMEM128,0.9680037,95.1515,1.0,1.8728675903466525
MRPS27,MRPS27,0.98431736,92.6622,1.0,1.87285624875786
ZNF143,ZNF143,0.94031847,99.373,1.0,1.8728478093482077
NADK2,NADK2,0.9546142,97.18755,1.0,1.8727847453843816
YJEFN3,YJEFN3,0.95371294,97.3244,1.0,1.8727765757710493
WDCP,WDCP,0.9716256,94.5908,1.0,1.872760088572893
PER3,PER3,0.9931565,91.30615,1.0,1.8727548963302396
ABHD17A,ABHD17A,0.9804919,93.2376,1.0,1.8727501087009293
SMAD7,SMAD7,0.96317047,95.8783,1.0,1.87273111097572
NR1I2,NR1I2,0.9935902,91.23814999999999,1.0,1.872730790903523
THAP5,THAP5,0.960233,96.3246,1.0,1.8727079570835763
LSR,LSR,0.9716181,94.5879,1.0,1.8727072473931226
DEFB136,DEFB136,0.99496704,91.0256,1.0,1.8726977149687891
CTF1,CTF1,0.9966654,90.76625,1.0,1.872693955025901
TBC1D8,TBC1D8,0.99750745,90.6361,1.0,1.872671657544647
LURAP1L,LURAP1L,0.988765,91.96885,1.0,1.8726612755458514
ZWILCH,ZWILCH,0.9527516,97.4619,1.0,1.872657152840731
PLPPR2,PLPPR2,0.94046164,99.3363,1.0,1.8726536242018488
IKBKG,IKBKG,0.99173415,91.51304999999999,1.0,1.8726234398473114
LGALS13,LGALS13,0.96682566,95.3081,1.0,1.8725658285312612
SIRPB2,SIRPB2,0.978231,93.5673,1.0,1.8725518869772937
RBBP4,RBBP4,0.9739626,94.2178,1.0,1.8725442079514685
CCL5,CCL5,0.96486276,95.6044,1.0,1.8725251355087562
GART,GART,0.96930456,94.92545000000001,1.0,1.8725066798132692
RAB27B,RAB27B,0.9420509,99.0826,1.0,1.8725062407022235
DDX54,DDX54,0.95719844,96.77080000000001,1.0,1.872489984716454
CYP3A43,CYP3A43,0.9601083,96.32585,1.0,1.8724757483698236
RALGAPA2,RALGAPA2,0.96068907,96.23615000000001,1.0,1.8724612281711852
RPA3,RPA3,0.9739282,94.2149,1.0,1.872437751897425
GIPR,GIPR,0.95287573,97.4249,1.0,1.8724210987833159
IFNA16,IFNA16,0.99494773,91.0053,1.0,1.8723939782969041
APOM,APOM,0.96736115,95.2128,1.0,1.8723878876561486
SCML4,SCML4,0.97805005,93.58160000000001,1.0,1.8723780829522656
RBAK,RBAK,0.9871469,92.19239999999999,1.0,1.8723572231216838
FCGR1A,FCGR1A,0.99033934,91.70485,1.0,1.8723495699718569
MRPL16,MRPL16,0.9568379,96.8128,1.0,1.8723201781515901
CFLAR,CFLAR,0.96325237,95.8333,1.0,1.8723063556974635
IGF2R,IGF2R,0.9672362,95.2228,1.0,1.872269512371194
FAM184A,FAM184A,0.9482377,98.1167,1.0,1.8722163492133181
CRYZL1,CRYZL1,0.94434804,98.70895,1.0,1.8722024211845945
SLC6A9,SLC6A9,0.9854821,92.4331,1.0,1.872184182235055
KIZ,KIZ,0.9809866,93.1175,1.0,1.8721668198149657
ZNF536,ZNF536,0.96297216,95.86535,1.0,1.8721666448163208
TARS2,TARS2,0.9550236,97.0752,1.0,1.8721327087601365
SLC25A18,SLC25A18,0.9931699,91.2544,1.0,1.8721054137223954
OR56A1,OR56A1,0.9876735,92.0923,1.0,1.8720988443189746
DCXR,DCXR,0.96538574,95.4918,1.0,1.872096210607022
CPEB4,CPEB4,0.9358288,100.0,1.0,1.8720920507996348
NLE1,NLE1,0.9466138,98.3505,1.0,1.872034668134456
CABIN1,CABIN1,0.98515296,92.47155000000001,1.0,1.8720305735681093
SLC45A2,SLC45A2,0.9592916,96.4151,1.0,1.872014152321656
CLEC6A,CLEC6A,0.992236,91.3876,1.0,1.8719844960819931
ABI3BP,ABI3BP,0.9623088,95.9507,1.0,1.87195971420699
TMOD1,TMOD1,0.99039674,91.66405,1.0,1.871930862522517
CTCFL,CTCFL,0.99239904,91.3566,1.0,1.871904393131754
FCER1A,FCER1A,0.99023795,91.68585,1.0,1.871899224599542
FBXO10,FBXO10,0.94588834,98.45075,1.0,1.8718986554632884
DPEP2NB,DPEP2NB,0.98902607,91.8699,1.0,1.8718886905729732
FGG,FGG,0.97824526,93.51335,1.0,1.8718753721928452
XKRX,XKRX,0.9549921,97.05600000000001,1.0,1.8718190491088418
ADIPOQ,ADIPOQ,0.9944144,91.03895,1.0,1.8717706757564325
RXRB,RXRB,0.9381085,99.62755,1.0,1.8717691510811765
THRSP,THRSP,0.99313575,91.2329,1.0,1.8717564194022116
BAG6,BAG6,0.9721756,94.428,1.0,1.8717290803759816
METTL6,METTL6,0.9725764,94.3662,1.0,1.8717204135488559
SLC1A7,SLC1A7,0.9780309,93.53365,1.0,1.871713376981037
GLIPR2,GLIPR2,0.93987614,99.3506,1.0,1.871673504288824
GLYATL3,GLYATL3,0.96520334,95.4861,1.0,1.8716581869419215
TCEA2,TCEA2,0.97776586,93.56960000000001,1.0,1.8716548609756942
OR7C2,OR7C2,0.9920018,91.393,1.0,1.8715882668428796
GFRA1,GFRA1,0.984925,92.47245000000001,1.0,1.8715879822210653
SLC7A7,SLC7A7,0.94582456,98.4344,1.0,1.871557897433569
IGSF8,IGSF8,0.995765,90.81615,1.0,1.8715513689755863
MAST1,MAST1,0.94265455,98.9172,1.0,1.8715481904356914
LRRC9,LRRC9,0.9548618,97.0549,1.0,1.8715449727040452
GKN2,GKN2,0.9889921,91.8478,1.0,1.8715322151254612
AZI2,AZI2,0.94887924,97.965,1.0,1.8715128289769025
DNAI1,DNAI1,0.9677611,95.08314999999999,1.0,1.8714909659463705
HMGCR,HMGCR,0.94290817,98.8739,1.0,1.8714879063984728
PRCP,PRCP,0.96247756,95.88725,1.0,1.8714670045849502
PPP2CB,PPP2CB,0.9354952,100.0,1.0,1.8714271466339305
RNF14,RNF14,0.94102746,99.1561,1.0,1.8714267903632378
MESP1,MESP1,0.99373245,91.11609999999999,1.0,1.871419547939654
MTX1,MTX1,0.96643347,95.279,1.0,1.871403912986179
PROSER2,PROSER2,0.9761696,93.7931,1.0,1.8713936849246582
CD164,CD164,0.986918,92.1525,1.0,1.8713796458210215
ZNF76,ZNF76,0.9631731,95.77425,1.0,1.8713767855333847
SLC16A2,SLC16A2,0.93908715,99.44275,1.0,1.8713050303352619
GPD2,GPD2,0.9408381,99.1747,1.0,1.871292410083885
NKX2-1,NKX2-1,0.99612474,90.73745,1.0,1.8712400411952408
ZDHHC4,ZDHHC4,0.99520373,90.8768,1.0,1.871225173703726
FBXL17,FBXL17,0.94613683,98.36070000000001,1.0,1.8712172887463772
SDR16C5,SDR16C5,0.9863069,92.233,1.0,1.8712135031259125
HRG,HRG,0.9940759,91.0476,1.0,1.8712090303727187
RRAD,RRAD,0.9460134,98.3766,1.0,1.8711790352383821
PAIP1,PAIP1,0.9401435,99.2702,1.0,1.871155839249776
TBC1D10C,TBC1D10C,0.94122356,99.1031,1.0,1.8711251173133032
