rhesus_macaque gene name,commonmarmoset gene name,correlation,identical_scores,orthology confidence,combo_score
TMEM40,TMEM40,0.9842224,87.98245,1.0,1.8427563379762266
PLVAP,PLVAP,0.9943052,86.1991,1.0,1.8427506077416673
NLRC3,NLRC3,0.99683636,85.7499,1.0,1.842733108688398
MRFAP1L2,MRFAP1L2,0.9522309,93.6323,1.0,1.84268422601775
BMP6,BMP6,0.9378565,96.17355,1.0,1.8426801038521443
SCGB2A1,SCGB2A1,0.9828706,88.21285,1.0,1.842664789282351
SRGN,SRGN,0.9870001,87.48245,1.0,1.8426623020303992
VWCE,VWCE,0.98190755,88.377,1.0,1.8425996564921285
YPEL2,YPEL2,0.97755367,89.14475,1.0,1.842577463083423
AMIGO2,AMIGO2,0.9799699,88.71555000000001,1.0,1.8425565492018032
CFP,CFP,0.9930771,86.39750000000001,1.0,1.8425515125405334
GAMT,GAMT,0.99528193,86.0046,1.0,1.8425191395584708
F11,F11,0.96676,91.04,1.0,1.8424367158574366
TANK,TANK,0.9479891,94.3529,1.0,1.842371790212734
JRK,JRK,0.9946741,86.09735,1.0,1.8423627781714391
MSR1,MSR1,0.97623134,89.357,1.0,1.842348512916432
GNPTAB,GNPTAB,0.97143155,90.19284999999999,1.0,1.8422122239674428
PRR35,PRR35,0.99559987,85.91435000000001,1.0,1.8421577450051028
NKAIN2,NKAIN2,0.9159357,100.0,1.0,1.8421542512692812
CEP126,CEP126,0.9957646,85.8826,1.0,1.8421298920251867
RAPGEF1,RAPGEF1,0.999285,85.25919999999999,1.0,1.8421199796397123
TMEM223,TMEM223,0.9902908,86.8492,1.0,1.842116502971531
CCDC63,CCDC63,0.98923296,87.0337,1.0,1.8420894872851705
SHLD2,SHLD2,0.9962932,85.78215,1.0,1.842055723182709
GDF15,GDF15,0.9895397,86.9716,1.0,1.8420059883918498
ZNF696,ZNF696,0.9832236,88.08725,1.0,1.8419938422567081
IMPA1,IMPA1,0.9793405,88.77244999999999,1.0,1.8419789961813366
ZP4,ZP4,0.99390095,86.19155,1.0,1.8419114060942934
PSMB6,PSMB6,0.96579725,91.16055,1.0,1.8419091577032733
WDSUB1,WDSUB1,0.98441756,87.8661,1.0,1.8418872531077985
PRMT6,PRMT6,0.966497,91.0254,1.0,1.8417878641386283
RIPOR2,RIPOR2,0.996979,85.62295,1.0,1.8416528497217999
RELA,RELA,0.9388684,95.89435,1.0,1.8416152418018168
UPF3A,UPF3A,0.9670017,90.91755,1.0,1.8415902395197878
PURG,PURG,0.9655213,91.17645,1.0,1.8415598704718295
MIXL1,MIXL1,0.9749663,89.5021,1.0,1.8415140654021198
REC114,REC114,0.9878582,87.21945,1.0,1.8414806898146483
ZKSCAN3,ZKSCAN3,0.99333376,86.2465,1.0,1.8414299527942446
TTC23,TTC23,0.9926302,86.3693,1.0,1.8414129479032997
HTRA2,HTRA2,0.9809756,88.4279,1.0,1.8413903153048699
ZNHIT6,ZNHIT6,0.9954996,85.85875,1.0,1.8413790592619779
AGBL2,AGBL2,0.99689406,85.6052,1.0,1.841304877270631
PRMT7,PRMT7,0.9891537,86.97265,1.0,1.8412923767709626
FAM217B,FAM217B,0.9905151,86.72139999999999,1.0,1.8411805443536071
FCRLA,FCRLA,0.9731338,89.79115,1.0,1.841142749140789
CBLN4,CBLN4,0.99307764,86.26465,1.0,1.841141791543508
GAS2L2,GAS2L2,0.9941258,86.0793,1.0,1.8411416057069485
AKAP12,AKAP12,0.99558216,85.81975,1.0,1.8411199344003777
CXCR1,CXCR1,0.9847328,87.73775,1.0,1.8411162048600462
MARCHF1,MARCHF1,0.99293846,86.28540000000001,1.0,1.8411008086683198
CPN2,CPN2,0.99306405,86.25945,1.0,1.8410610558488294
ACKR2,ACKR2,0.9856639,87.55825,1.0,1.8409583459319376
CA14,CA14,0.99627715,85.6791,1.0,1.84093129882981
GSC2,GSC2,0.9951939,85.86930000000001,1.0,1.8409171011350396
NSD1,NSD1,0.9395139,95.7119,1.0,1.8408898083446954
FRK,FRK,0.99375325,86.1199,1.0,1.840873229760919
AKNA,AKNA,0.99266285,86.31225,1.0,1.8408684379407245
SPMIP2,SPMIP2,0.9912653,86.5591,1.0,1.8408656707457756
CNOT1,CNOT1,0.91678154,99.72704999999999,1.0,1.8408439603170856
SEC14L4,SEC14L4,0.9839528,87.84755000000001,1.0,1.8408176275708417
RSRC2,RSRC2,0.9177826,99.5402,1.0,1.840739410038572
ALDH1A1,ALDH1A1,0.9890919,86.92465,1.0,1.840666627538445
CFAP36,CFAP36,0.9752406,89.3706,1.0,1.8406326974962472
RBBP9,RBBP9,0.9634861,91.44810000000001,1.0,1.8406231898017595
SPATA4,SPATA4,0.98867387,86.9873,1.0,1.8405470064810496
PLEKHO1,PLEKHO1,0.98943204,86.84795,1.0,1.8404908036915915
IQCK,IQCK,0.96538395,91.09975,1.0,1.8404875015333708
C14H11orf68,C11orf68,0.99490094,85.87415,1.0,1.840418535562678
HENMT1,HENMT1,0.99523365,85.8142,1.0,1.8404066293403774
C1QL2,C1QL2,0.9717747,89.95835,1.0,1.840366372653465
GIMAP2,GIMAP2,0.99266195,86.26465,1.0,1.8403612834090355
LDLRAD3,LDLRAD3,0.97935414,88.6157,1.0,1.840340077777912
UVSSA,UVSSA,0.99257034,86.2766,1.0,1.8403161716984218
XPNPEP2,XPNPEP2,0.9702134,90.22675,1.0,1.8402849846481644
AGGF1,PDE8B,0.9290896,97.4978,1.0,1.840281409586591
CANT1,CANT1,0.99500227,85.84270000000001,1.0,1.8402748271342866
KDM5A,KDM5A,0.9756317,89.26505,1.0,1.8402461988829937
PGA4,PGA,0.98862195,86.9679,1.0,1.8402435117047917
CHADL,CHADL,0.97987336,88.51405,1.0,1.8402355540467061
CEL,CEL,0.99113,86.5213,1.0,1.840210230252858
CFAP299,CFAP299,0.96014476,92.0,1.0,1.8402100500334029
ANKRD37,ANKRD37,0.9864866,87.3418,1.0,1.840204580661692
PAXX,PAXX,0.98420316,87.7451,1.0,1.8401997915429003
NUP42,NUP42,0.952323,93.3806,1.0,1.8401843511370004
SLC35F6,SLC35F6,0.9864807,87.33664999999999,1.0,1.8401388148202182
KRBA1,KRBA1,0.99365544,86.06784999999999,1.0,1.8401368604349984
UBE2K,UBE2K,0.9832026,87.9159,1.0,1.8401348455896647
JMJD6,JMJD6,0.9411009,95.358,1.0,1.8401115262105718
WARS2,WARS2,0.9813255,88.24355,1.0,1.8400896810681044
BCL7A,BCL7A,0.9937889,86.03895,1.0,1.8400805584232214
LSMEM2,LSMEM2,0.98917294,86.851,1.0,1.8400367001446396
FAM187B,FAM187B,0.99449617,85.9079,1.0,1.8400169224895042
TYW3,TYW3,0.95643306,92.6357,1.0,1.8399913873561202
CENPK,CENPK,0.9548994,92.90315,1.0,1.8399518087305662
TTLL13,TTLL13,0.9912256,86.47905,1.0,1.839941077796091
CCNH,CCNH,0.9877715,87.08755,1.0,1.8399172532462085
CCDC134,CCDC134,0.93448913,96.5066,1.0,1.8398941202122803
PGK2,PGK2,0.97610366,89.1431,1.0,1.8398373729826685
RUNX2,RUNX2,0.98932767,86.80475,1.0,1.8398360953748791
ZNF831,ZNF831,0.99710155,85.4234,1.0,1.8397639295395112
RHBDD1,RHBDD1,0.9629754,91.4557,1.0,1.8397449933714536
NSUN5,NSUN5,0.9883309,86.9674,1.0,1.8396917207072079
F10,F10,0.99109197,86.4754,1.0,1.8396514119756096
MICAL1,MICAL1,0.96120673,91.7595,1.0,1.8396501559718297
HOMER1,HOMER1,0.99316645,86.1001,1.0,1.8395611856407639
RACGAP1,RACGAP1,0.9234886,98.4177,1.0,1.8395332796163477
CPT2,CPT2,0.9385815,95.7447,1.0,1.839487418224294
SFTA2,SFTA2,0.9731807,89.6255,1.0,1.8394717712496402
LRPPRC,LRPPRC,0.9908979,86.49055,1.0,1.8394479000699597
HES7,HES7,0.9860835,87.33959999999999,1.0,1.8394243499587772
ZNF598,ZNF598,0.98764,87.06315000000001,1.0,1.8394112423886986
DEFB116,DEFB116,0.9840942,87.68684999999999,1.0,1.8393766489109886
SLC13A1,SLC13A1,0.99182993,86.31885,1.0,1.83937461557382
UCN2,UCN2,0.98447967,87.6175,1.0,1.8393639873010734
GLOD5,GLOD5,0.979793,88.44435,1.0,1.8393445237501393
SSTR2,SSTR2,0.9905357,86.53985,1.0,1.8392913428477322
HAPLN3,HAPLN3,0.9910784,86.44385,1.0,1.8392909030321696
MRPS18B,MRPS18B,0.973581,89.5349,1.0,1.8392613008822805
C20H16orf90,C16orf90,0.9898711,86.65424999999999,1.0,1.8392582904097257
CCN6,CCN6,0.9566354,92.52625,1.0,1.839209054943658
HAMP,HAMP,0.9884006,86.9048,1.0,1.8391578411084508
TAPBP,TAPBP,0.99313587,86.06684999999999,1.0,1.8391506860600493
CENPO,CENPO,0.9933455,86.02615,1.0,1.83911209814667
VWA2,VWA2,0.9958138,85.588,1.0,1.8390939118717589
TASOR2,TASOR2,0.9977302,85.24340000000001,1.0,1.8390328747382312
HLCS,HLCS,0.9960224,85.54315,1.0,1.839009321135285
AHCYL2,AHCYL2,0.9890561,86.7702,1.0,1.8389593032825093
CNDP1,CNDP1,0.966437,90.76935,1.0,1.8389562104796877
ZNF418,ZNF418,0.98744553,87.054,1.0,1.8389489375953691
VIPR1,VIPR1,0.9790786,88.52465,1.0,1.8388558577073488
ACOX2,ACOX2,0.9874782,87.0379,1.0,1.8388393134701446
ASIP,ASIP,0.9861369,87.27435,1.0,1.8388317247779675
SLC47A1,SLC47A1,0.9812739,88.13284999999999,1.0,1.8388172719066547
PIGZ,PIGZ,0.9900213,86.58539999999999,1.0,1.8388091904886896
ELK1,ELK1,0.9630174,91.3583,1.0,1.838789562280606
YIF1B,YIF1B,0.9770571,88.87475,1.0,1.83877796144048
CTDSP2,CTDSP2,0.9223198,98.55195,1.0,1.838764318102642
LDLRAP1,LDLRAP1,0.9913988,86.33725,1.0,1.8387605066818353
HYKK,HYKK,0.9717452,89.8123,1.0,1.8387600770559147
UCN,UCN,0.990715,86.45635,1.0,1.8387413132540147
POPDC2,POPDC2,0.98827076,86.8878,1.0,1.8387335277437007
SLC25A48,SLC25A48,0.9805539,88.2514,1.0,1.8387242681575846
KIAA0825,KIAA0825,0.9695193,90.20224999999999,1.0,1.8387215625036286
PARP8,PARP8,0.96858215,90.36664999999999,1.0,1.8387077148400794
SMIM22,SMIM22,0.98862094,86.8132,1.0,1.8385988551203774
FLVCR2,FLVCR2,0.9761695,88.9938,1.0,1.8383755779707283
SLC19A1,SLC19A1,0.9897449,86.59275,1.0,1.8383682658288936
PLOD1,PLOD1,0.9903217,86.4879,1.0,1.8383378746772525
SULF2,SULF2,0.99355495,85.90815,1.0,1.8382523231180872
EHBP1L1,EHBP1L1,0.99415743,85.7988,1.0,1.838222363739321
FST,FST,0.99315834,85.9751,1.0,1.8382185824200183
TMEM156,TMEM156,0.98915714,86.67814999999999,1.0,1.8381715385964514
LRRN4,LRRN4,0.99424213,85.77250000000001,1.0,1.8381021183588069
PNOC,PNOC,0.9851038,87.3869,1.0,1.8380871239640837
RAD21L1,RAD21L1,0.9568421,92.37735,1.0,1.8380159891809655
CLCA4,CLCA4,0.99285865,86.00685,1.0,1.837993031714908
CIMAP1D,CIMAP1D,0.9916445,86.21945,1.0,1.837970919203527
PARD6B,PARD6B,0.9334681,96.5054,1.0,1.837964270377225
EXD1,EXD1,0.988003,86.86025000000001,1.0,1.837938222426227
ZBTB8OS,ZBTB8OS,0.9231459,98.324,1.0,1.8378948181766814
PLSCR5,PLSCR5,0.99234045,86.08439999999999,1.0,1.8378435525809262
CAMK2G,CAMK2G,0.98164326,87.97385,1.0,1.8378223679634789
FBXO5,FBXO5,0.97547126,89.0651,1.0,1.837821683226259
SCHIP1,SCHIP1,0.99324906,85.91735,1.0,1.8377756725854768
HGF,HGF,0.9554817,92.5897,1.0,1.8377166198958097
KDELR2,KDELR2,0.9554549,92.59100000000001,1.0,1.8376801043694306
MYCN,MYCN,0.97556645,89.03195,1.0,1.8376483938972275
DYDC2,DYDC2,0.99088234,86.3158,1.0,1.8375630130398306
C1H1orf53,C1orf53,0.98759186,86.8966,1.0,1.8375522583243298
TMEM232,TMEM232,0.97717947,88.7367,1.0,1.8375417721393077
SH3GL1,SH3GL1,0.98937726,86.57855,1.0,1.8375271874859342
KPTN,KPTN,0.98903793,86.63235,1.0,1.8374613569741454
SLC27A2,SLC27A2,0.9947339,85.6252,1.0,1.8374612963284291
DDI1,DDI1,0.9878663,86.83600000000001,1.0,1.8374240407921167
PPP1R3A,PPP1R3A,0.99516827,85.54065,1.0,1.8373790414818554
GTF2E1,GTF2E1,0.9829344,87.6912,1.0,1.8372451771380125
GPNMB,GPNMB,0.9905703,86.33664999999999,1.0,1.8371985265569655
IL17RC,IL17RC,0.9697287,90.01910000000001,1.0,1.8371698653702353
HPGDS,HPGDS,0.9853989,87.24745,1.0,1.837160389472444
GREM1,GREM1,0.98891944,86.62045,1.0,1.8371125115332092
RNF223,RNF223,0.9869069,86.9743,1.0,1.837091260019018
DLEU7,DLEU7,0.96184945,91.4027,1.0,1.8370680790789802
IQUB,IQUB,0.98692155,86.9666,1.0,1.8370370008175922
NDUFAF1,NDUFAF1,0.98581964,87.156,1.0,1.8369792715166122
TEFM,TEFM,0.99163973,86.12655000000001,1.0,1.836975457319968
PRCC,PRCC,0.994913,85.5472,1.0,1.8369692957421333
PPP5C,PPP5C,0.99673027,85.2249,1.0,1.836958933899966
SIDT1,SIDT1,0.98012996,88.1599,1.0,1.8369566306276688
PRXL2B,PRXL2B,0.97044855,89.87115,1.0,1.8369503887075318
MALRD1,MALRD1,0.9890147,86.58515,1.0,1.8369165227752888
HPRT1,HPRT1,0.98482805,87.3244,1.0,1.8369056822069774
FBXO48,FBXO48,0.9897539,86.4516,1.0,1.83688629175508
CNST,CNST,0.9804862,88.09015,1.0,1.8368848385634045
TYW5,TYW5,0.9933739,85.81115,1.0,1.8368823363400781
AVPR1B,AVPR1B,0.9848902,87.3064,1.0,1.836831234228074
CLK4,CLK4,0.9931248,85.8501,1.0,1.8368282313057471
PURA,PURA,0.9856182,87.1739,1.0,1.8367911238124344
HSD17B12,HSD17B12,0.9728914,89.4231,1.0,1.8367792888298835
PRTG,PRTG,0.93740463,95.6938,1.0,1.8367371953995777
NEK8,NEK8,0.98199195,87.79445000000001,1.0,1.8365720258841072
SNED1,SNED1,0.9982242,84.91865,1.0,1.836511897233874
APOBEC4,APOBEC4,0.98706305,86.8911,1.0,1.8365009492086135
SLC39A8,SLC39A8,0.9783759,88.42665,1.0,1.8364957911034065
SLC35G1,SLC35G1,0.9766105,88.73689999999999,1.0,1.8364755861103637
LDHAL6B,LDHAL6B,0.99002093,86.36505,1.0,1.8364685978548552
GPRIN1,GPRIN1,0.99739337,85.0596,1.0,1.8364486625149512
MOCOS,MOCOS,0.99245745,85.93005,1.0,1.8364241906632641
PRL,PRL,0.97875136,88.35210000000001,1.0,1.8364091156807956
CNPPD1,CNPPD1,0.99330324,85.7718,1.0,1.8363318057880906
CCDC24,CCDC24,0.99435055,85.581,1.0,1.836272150392698
WBP2NL,WBP2NL,0.989391,86.4417,1.0,1.8360997750587456
TMPRSS11D,TMPRSS11D,0.9857448,87.0813,1.0,1.8360455106574327
LPGAT1,LPGAT1,0.9939954,85.6212,1.0,1.836032197443954
PDHA2,PDHA2,0.9880488,86.67060000000001,1.0,1.8360103230146538
ETFB,ETFB,0.9862158,86.99315,1.0,1.8359938046351858
FAM120B,FAM120B,0.97821397,88.40485,1.0,1.8359602536639597
MTHFS,MTHFS,0.9814066,87.83725000000001,1.0,1.8359274540730652
FGGY,FGGY,0.9701911,89.81295,1.0,1.835848969133276
KIF6,KIF6,0.979526,88.159,1.0,1.835813065745326
EFCAB8,EFCAB8,0.99196196,85.95855,1.0,1.8357964900631887
ETAA1,ETAA1,0.9962017,85.20445000000001,1.0,1.8357493212774383
ETFA,ETFA,0.95719093,92.0875,1.0,1.8355930407848149
MMP26,MMP26,0.9876086,86.7081,1.0,1.8355820071128122
B3GNT6,B3GNT6,0.9922376,85.88935000000001,1.0,1.8355792022264348
TMEM38A,TMEM38A,0.9690025,89.99745,1.0,1.8355764357686852
RAB11FIP3,RAB11FIP3,0.9882237,86.596,1.0,1.8355465410410687
ERMP1,ERMP1,0.9718137,89.4936,1.0,1.835504416943066
HSPG2,HSPG2,0.96717185,90.31325000000001,1.0,1.8354926515090555
ACOT12,ACOT12,0.99418986,85.5327,1.0,1.835457537550841
CCNI,CCNI,0.9621103,91.20349999999999,1.0,1.835442550486748
MAMSTR,MAMSTR,0.969528,89.88475,1.0,1.8353663634818635
C6H5orf24,C5orf24,0.99523413,85.33805000000001,1.0,1.8353512910165368
PDIA5,PDIA5,0.986302,86.91725,1.0,1.8353496730011056
CCM2,CCM2,0.9965661,85.0934,1.0,1.8352542856608594
FANCB,FANCB,0.99659985,85.08555000000001,1.0,1.8352342961632853
OASL,OASL,0.9847285,87.1845,1.0,1.8352331661670878
STPG1,STPG1,0.9836167,87.3802,1.0,1.8352237669338696
CHRD,CHRD,0.9629308,91.01995,1.0,1.8350340197397914
ABCA5,ABCA5,0.93245006,96.4068,1.0,1.835005743469158
SPATA16,SPATA16,0.9849771,87.11715,1.0,1.83498475262815
ARV1,ARV1,0.93924236,95.2029,1.0,1.8349748853089394
AMH,AMH,0.9956116,85.23535000000001,1.0,1.8349694645999626
GFOD1,GFOD1,0.9121077,100.0,1.0,1.8349667193614647
RELL2,RELL2,0.95767015,91.935,1.0,1.8348734357852505
ZC3H15,ZC3H15,0.98873675,86.43979999999999,1.0,1.8348511656273931
COX5B,COX5B,0.9928301,85.7143,1.0,1.834832835516493
DCDC2B,DCDC2B,0.98951566,86.29310000000001,1.0,1.8347558549983707
FGFBP1,FGFBP1,0.99413085,85.4701,1.0,1.834681989396218
PGRMC2,PGRMC2,0.9466665,93.86175,1.0,1.8346729244526283
JAKMIP3,JAKMIP3,0.9955242,85.2196,1.0,1.8346381112134302
CCDC38,CCDC38,0.99329424,85.6128,1.0,1.834626485289888
PRSS33,PRSS33,0.9857626,86.94125,1.0,1.834591740551788
ZNF891,ZNF891,0.9815411,87.6812,1.0,1.8345228982072972
SRPX,SRPX,0.99597716,85.1276,1.0,1.8345116497422878
HMGCLL1,HMGCLL1,0.94753414,93.6884,1.0,1.834461218602366
TERT,TERT,0.99147385,85.91874999999999,1.0,1.8344573682117753
FRMPD4,FRMPD4,0.99965113,84.45265,1.0,1.8342426738166742
LGR6,LGR6,0.97984684,87.95294999999999,1.0,1.8342274354275214
IQCF3,IQCF3,0.98881304,86.3636,1.0,1.8341852410707968
EIF4E,EIF4E,0.99214286,85.7738,1.0,1.8341742903316463
SLC13A2,SLC13A2,0.9906273,86.04075,1.0,1.8341633871372707
FBXO16,FBXO16,0.9720667,89.3223,1.0,1.834160419288677
C15H9orf85,C9orf85,0.9656601,90.4459,1.0,1.8340627695789116
WDR13,WDR13,0.9438538,94.30055,1.0,1.8340513605240452
CDKN3,CDKN3,0.9829684,87.3811,1.0,1.8340160625615418
CFAP58,CFAP58,0.9479042,93.578,1.0,1.8339837126724832
STK26,STK26,0.9742885,88.9075,1.0,1.833927353303665
LAMP2,LAMP2,0.9923375,85.71445,1.0,1.8339095124274918
C1H1orf94,C1orf94,0.9905783,86.0252,1.0,1.8339062581854444
OR2K2,OR2K2,0.9894556,86.2164,1.0,1.8338286073611543
CBFA2T3,CBFA2T3,0.9941773,85.37825000000001,1.0,1.8337938491991734
ACY3,ACY3,0.9682096,89.9687,1.0,1.833782373928008
CCDC122,CCDC122,0.98119366,87.6652,1.0,1.8337006335914552
TCF7,TCF7,0.9863218,86.75665000000001,1.0,1.8336814375688926
CDC25B,CDC25B,0.99473035,85.26885,1.0,1.833670548080621
KIAA1671,KIAA1671,0.9956724,85.09549999999999,1.0,1.833598555984084
CFAP99,CFAP99,0.99115735,85.89175,1.0,1.8335763881162177
LDLRAD2,LDLRAD2,0.9792995,87.9855,1.0,1.8335453871691718
HASPIN,HASPIN,0.9948694,85.23214999999999,1.0,1.8335419137236142
USHBP1,USHBP1,0.99189764,85.75515,1.0,1.8335158157350362
FTO,FTO,0.9898461,86.11580000000001,1.0,1.8334935462539002
MYO1G,MYO1G,0.9965242,84.9323,1.0,1.8334648915307115
PROZ,PROZ,0.99304086,85.545,1.0,1.8334307651766641
NAPB,NAPB,0.9150274,99.33775,1.0,1.833416371869291
PALD1,PALD1,0.9952514,85.14615,1.0,1.833345930324466
DCLRE1C,DCLRE1C,0.98770785,86.4785,1.0,1.8333302372466134
CFAP95,CFAP95,0.98051345,87.74889999999999,1.0,1.8333122680187275
EHMT1,EHMT1,0.98706335,86.59065,1.0,1.8333110322210764
MERTK,MERTK,0.9956886,85.06465,1.0,1.8333013771118742
GP2,GP2,0.98196435,87.4902,1.0,1.8332893710581994
B3GNT3,B3GNT3,0.99434626,85.29475,1.0,1.833224405007774
ARRDC5,ARRDC5,0.9919985,85.70904999999999,1.0,1.8332156563908812
PCID2,PCID2,0.995474,85.0914,1.0,1.8331824981205114
TTLL6,TTLL6,0.98531127,86.8883,1.0,1.8331820376630104
CFAP20,CFAP20,0.9897081,86.1046,1.0,1.8331155017377945
C5H4orf51,C4orf51,0.9935003,85.43265,1.0,1.8331003739206824
AGA,AGA,0.9875999,86.4752,1.0,1.8330925053768319
PFKL,PFKL,0.9915248,85.7796,1.0,1.8330753983363577
DPEP2NB,DPEP2NB,0.9814363,87.56290000000001,1.0,1.8330698951828364
SHROOM2,SHROOM2,0.9716485,89.29005000000001,1.0,1.8330327353913103
DYNLT4,DYNLT4,0.98784894,86.4253,1.0,1.8330302196411012
ROBO3,ROBO3,0.9423843,94.46265,1.0,1.8330135377859818
PRUNE2,PRUNE2,0.9856642,86.80525,1.0,1.8329627978980383
DDX51,DDX51,0.9886948,86.2681,1.0,1.832949116155398
CIZ1,CIZ1,0.98592746,86.7499,1.0,1.8328693383469044
SFSWAP,SFSWAP,0.97294176,89.0437,1.0,1.8328449950299146
SARS2,SARS2,0.97861934,88.0359,1.0,1.8328035025864293
GASK1B,GASK1B,0.98610693,86.70675,1.0,1.8327481048301952
BTN1A1,BTN1A1,0.96957725,89.62899999999999,1.0,1.8327430255823582
KDM8,KDM8,0.9625733,90.8654,1.0,1.832721603015167
CLDN2,CLDN2,0.99328756,85.4306,1.0,1.832679159938527
ZNF185,ZNF185,0.9832708,87.19630000000001,1.0,1.83262146279058
CLK2,CLK2,0.9933218,85.41489999999999,1.0,1.8325767312800427
AGT,AGT,0.9814855,87.5033,1.0,1.832529381377646
SLX4IP,SLX4IP,0.9941061,85.2715,1.0,1.8325265837453402
TTF2,TTF2,0.9946261,85.1757,1.0,1.8324856457418164
NIFK,NIFK,0.9860293,86.6894,1.0,1.8324181053883866
B3GALT5,B3GALT5,0.9888828,86.1736,1.0,1.832298612798362
PHLDA2,PHLDA2,0.96985304,89.5309,1.0,1.8322191301228996
EVI2B,EVI2B,0.9951313,85.0499,1.0,1.8320983487803266
OSBPL1A,OSBPL1A,0.94042134,94.71915,1.0,1.8320516184958748
CHTOP,CHTOP,0.94129235,94.56455,1.0,1.8320453465848279
DCTD,DCTD,0.9913103,85.7085,1.0,1.8319176373956783
CD63,CD63,0.9844765,86.91659999999999,1.0,1.8319151741223716
CASP6,CASP6,0.95294046,92.4915,1.0,1.831902348792236
ZNF655,ZNF655,0.9724073,89.04695000000001,1.0,1.831875993657638
MAP4K2,MAP4K2,0.9726229,89.0069,1.0,1.8318555174933615
CENPJ,CENPJ,0.9780204,88.05085,1.0,1.8318376746007616
SPINK6,SPINK6,0.9882013,86.25,1.0,1.8318303063530945
HSF1,HSF1,0.947522,93.43945,1.0,1.831794822809214
CCDC51,CCDC51,0.99206585,85.55895000000001,1.0,1.831748201381557
STK3,STK3,0.99086326,85.7702,1.0,1.8317334585073244
LRRC26,LRRC26,0.99398375,85.21379999999999,1.0,1.831684140225872
ZFP28,ZFP28,0.9837684,87.01545,1.0,1.8316353196461994
CAMK4,CAMK4,0.93420213,95.7717,1.0,1.8315513357650044
MINDY1,MINDY1,0.95141625,92.71995,1.0,1.831466372458221
CFAP100,CFAP100,0.99590605,84.84989999999999,1.0,1.831429234243543
OXER1,OXER1,0.9874473,86.3434,1.0,1.8314063955071047
GLB1,GLB1,0.99279636,85.39495,1.0,1.8313783051130668
PNKD,PNKD,0.9849328,86.77995000000001,1.0,1.8313208452980874
EGFL6,EGFL6,0.9941304,85.1523,1.0,1.8313064244436412
C18H18orf63,C18orf63,0.991833,85.5503,1.0,1.831219143009951
SYT6,SYT6,0.9953108,84.9329,1.0,1.8311929580185469
CKMT2,CKMT2,0.9599797,91.1704,1.0,1.831090602806776
TRPM7,TRPM7,0.98263663,87.1622,1.0,1.8310686239974547
NOL3,NOL3,0.98377925,86.94835,1.0,1.8309431565454561
ARHGEF40,ARHGEF40,0.9808724,87.45645,1.0,1.830880711728796
FSD1L,FSD1L,0.9842444,86.85995,1.0,1.8308778116908808
NFE2L3,NFE2L3,0.98859143,86.0886,1.0,1.8308489149773732
ALPK2,ALPK2,0.9959935,84.77785,1.0,1.8308283328073833
RABGAP1L,RABGAP1L,0.978827,87.80805000000001,1.0,1.8307738688366253
USP40,USP40,0.9680242,89.71199999999999,1.0,1.8307083642838755
TSC22D1,TSC22D1,0.96938545,89.45945,1.0,1.8305824455159623
PLCD1,PLCD1,0.98751485,86.2458,1.0,1.8304968138231152
DEFB128,DEFB128,0.9887806,86.0215,1.0,1.8304915691937151
SULT1B1,SULT1B1,0.987516,86.2448,1.0,1.8304883540811434
PMFBP1,PMFBP1,0.97402185,88.6289,1.0,1.8304682307548106
PSAPL1,PSAPL1,0.9943768,85.0288,1.0,1.8304576229670966
NUFIP1,NUFIP1,0.98836243,86.08905,1.0,1.8304237183975385
TTBK1,TTBK1,0.9761729,88.23715,1.0,1.8303470911899513
DTHD1,DTHD1,0.9886765,86.02525,1.0,1.8303359301539428
PNLIPRP3,PNLIPRP3,0.9917749,85.47659999999999,1.0,1.8303274325264507
LIAS,LIAS,0.93092036,96.2366,1.0,1.8303261923605612
MMD2,MMD2,0.9952431,84.86215,1.0,1.8303145484435817
MARCHF6,MARCHF6,0.9822364,87.15745,1.0,1.8302667036012208
LAT2,LAT2,0.9887302,86.0082,1.0,1.8302557043358654
IL7,IL7,0.9579164,91.4471,1.0,1.8301547869749766
HORMAD2,HORMAD2,0.9889949,85.9507,1.0,1.8301421176961545
AGR2,AGR2,0.98649174,86.39155,1.0,1.830123521430154
EDNRB,EDNRB,0.99611247,84.69005,1.0,1.8301193646342422
RARA,RARA,0.97396606,88.60585,1.0,1.830118710215636
PFKFB2,PFKFB2,0.99540275,84.81395,1.0,1.8301024745063081
GTF2I,GTF2I,0.9977097,84.40190000000001,1.0,1.8300584901867474
ANKRD31,ANKRD31,0.99677545,84.55965,1.0,1.8299794712349755
FUT1,FUT1,0.9819864,87.1688,1.0,1.8299178241499443
KIFC2,KIFC2,0.9947556,84.908,1.0,1.829886089782164
SMYD4,SMYD4,0.9962753,84.62555,1.0,1.829740171737169
SLC46A1,SLC46A1,0.99243504,85.2995,1.0,1.8296862991165679
SEC16A,SEC16A,0.9926315,85.26339999999999,1.0,1.829671830365414
TGFBI,TGFBI,0.9925966,85.2619,1.0,1.8295903728955798
KANK3,KANK3,0.99634564,84.5934,1.0,1.8295308425403354
FUCA2,FUCA2,0.97126836,89.02315,1.0,1.8294847640402445
CD164,CD164,0.97802615,87.8195,1.0,1.8293917639422912
IL33,IL33,0.9845199,86.6667,1.0,1.8293429733255357
MOAP1,MOAP1,0.9887551,85.9177,1.0,1.829341437071223
ELOVL3,ELOVL3,0.9907723,85.5556,1.0,1.8292838315003843
