crab_eating_macaque gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
RSPO4,RSPO4,0.97923875,99.1453,1.0,1.950715562271058
NAMPT,NAMPT,0.99914324,96.26365,1.0,1.9507119825207573
RFX5,RFX5,0.99861485,96.3378,1.0,1.9506821150382374
KYNU,KYNU,0.9747937,99.78495000000001,1.0,1.9506668670668956
TERF2,TERF2,0.9970794,96.55695,1.0,1.9506422673406463
LNPK,LNPK,0.99662143,96.6231,1.0,1.9506404081544901
PIP5K1A,PIP5K1A,0.9905329,97.50444999999999,1.0,1.9506400984382948
IFT70B,IFT70B,0.9948163,96.88380000000001,1.0,1.9506326181006457
ARHGEF26,ARHGEF26,0.9873004,97.9717,1.0,1.950631341150711
RARS1,RARS1,0.9961689,96.68765,1.0,1.9506281765433222
POLDIP3,POLDIP3,0.98754346,97.93615,1.0,1.9506266855607015
DHX9,DHX9,0.9732837,100.0,1.0,1.9506217104733072
ICOSLG,ICOSLG,0.99894744,96.2847,1.0,1.9506188680956407
RBCK1,RBCK1,0.9967723,96.5992,1.0,1.9506141091126858
WDR59,WDR59,0.99890184,96.2904,1.0,1.9506073653838147
RHOA,RHOA,0.9997104,96.17224999999999,1.0,1.9505932841198634
FLVCR2,FLVCR2,0.97325265,100.0,1.0,1.9505643301728646
DRC7,DRC7,0.9971586,96.53885,1.0,1.9505575649060787
FXR1,FXR1,0.99837554,96.3615,1.0,1.9505424240526648
CIAO3,CIAO3,0.98049283,98.9496,1.0,1.9505348007492525
NKAIN2,NKAIN2,0.9732226,100.0,1.0,1.9505087978692153
KLF10,KLF10,0.999366,96.2145,1.0,1.9504961956114997
FSIP1,FSIP1,0.9974718,96.4856,1.0,1.9504565704124435
IL23R,IL23R,0.97867775,99.2051,1.0,1.950442240162712
XAGE2,XAGE2,0.9843269,98.3871,1.0,1.950439300279899
PRMT5,PRMT5,0.9963958,96.63995,1.0,1.9504385509751498
ERGIC2,ERGIC2,0.9921031,97.26125,1.0,1.950437142813193
NDUFB5,NDUFB5,0.97318274,100.0,1.0,1.9504351367170203
FOXP2,FOXP2,0.9809377,98.87565000000001,1.0,1.9504128767305131
TRAV13-1,TRAV13-1,0.9973206,96.5035,1.0,1.950405663886922
DMD,DMD,0.97427833,99.8372,1.0,1.9503814860940274
PAPLN,PAPLN,0.99305797,97.118,1.0,1.9503730164963817
VIPAS39,VIPAS39,0.997985,96.40395,1.0,1.9503626221631882
MADD,MADD,0.994947,96.843,1.0,1.9503533003285656
ZMIZ1,ZMIZ1,0.99898547,96.25645,1.0,1.9503285091925622
SNX3,SNX3,0.97310424,100.0,1.0,1.9502900689687186
MSR1,MSR1,0.979223,99.1131,1.0,1.9502753925792309
MED12,MED12,0.9978916,96.4103,1.0,1.9502710830752008
TRIM6,TRIM6,0.97802985,99.2844,1.0,1.9502572632502453
CSDE1,CSDE1,0.98765665,97.8903,1.0,1.9502505412933746
USP33,USP33,0.99619776,96.65344999999999,1.0,1.9502449140789988
CAPN10,CAPN10,0.99349076,97.04425,1.0,1.9502313218673213
KCNH3,KCNH3,0.9929109,97.12795,1.0,1.9502282528575094
TNFRSF19,TNFRSF19,0.9780372,99.2806,1.0,1.9502223353987025
MS4A18,MS4A18,0.9841939,98.3878,1.0,1.9502024528746547
SLC2A4,SLC2A4,0.99796754,96.38945000000001,1.0,1.9501452497955767
SCIMP,SCIMP,0.9828557,98.57645,1.0,1.950137760925327
SGO2,SGO2,0.9768414,99.4436,1.0,1.9500933514539491
TBX2,TBX2,0.9982112,96.3483,1.0,1.9500702136571513
C18orf21,C18H18orf21,0.97296554,100.0,1.0,1.950033751813439
ANAPC5,ANAPC5,0.99740595,96.4605,1.0,1.950014454359842
WEE1,WEE1,0.9734562,99.9226,1.0,1.9499524050240602
RAB40C,RAB40C,0.99370426,96.98995,1.0,1.9499326778408914
TRIB2,TRIB2,0.9728899,100.0,1.0,1.9498939693359674
ADGRB3,ADGRB3,0.97333175,99.9343,1.0,1.9498717834934385
CEMIP,CEMIP,0.99996245,96.07875000000001,1.0,1.949865454944388
TCOF1,TCOF1,0.9995292,96.1412,1.0,1.9498620442064674
SPOCK3,SPOCK3,0.9984618,96.29455,1.0,1.9498471515868683
NOL11,NOL11,0.99796116,96.36455000000001,1.0,1.94981558730324
ARHGAP28,ARHGAP28,0.99143547,97.3072,1.0,1.9497899603337205
UPF3A,UPF3A,0.9908249,97.39545000000001,1.0,1.9497882244364007
TERF1,TERF1,0.9925663,97.13974999999999,1.0,1.9497420714282385
KDM5C,KDM5C,0.9996032,96.12100000000001,1.0,1.9497409236836387
ZSWIM6,ZSWIM6,0.9943264,96.88465,1.0,1.9497381355329568
GABRR2,GABRR2,0.9918737,97.23939999999999,1.0,1.9497342762378644
C3orf49,C2H3orf49,0.99757993,96.4128,1.0,1.9497270328013498
RNF31,RNF31,0.99509066,96.7714,1.0,1.949704741189227
ELMO1,ELMO1,0.9797627,98.9892,1.0,1.9496910546576371
ZNF595,ZNF595,0.97594386,99.537,1.0,1.9496270405836178
IQGAP2,IQGAP2,0.99471796,96.81909999999999,1.0,1.9496249288248848
IER3,IER3,0.99485636,96.79485,1.0,1.949571117178908
CCDC186,CCDC186,0.99701333,96.48005,1.0,1.949538468273703
GEN1,GEN1,0.9988818,96.20564999999999,1.0,1.9494884168646474
PRKAG2,PRKAG2,0.9726323,100.0,1.0,1.9494179253619226
LCA5,LCA5,0.97560394,99.5696,1.0,1.9494150396377385
EFHC1,EFHC1,0.9968919,96.4872,1.0,1.9494053425993743
KCP,KCP,0.9947094,96.7988,1.0,1.9493499610912992
CCNB1IP1,CCNB1IP1,0.998008,96.32105,1.0,1.9493468284422715
ICMT,ICMT,0.9725768,100.0,1.0,1.9493153615398748
SRSF5,SRSF5,0.97251284,100.0,1.0,1.949197163664953
GIMD1,GIMD1,0.99562496,96.6539,1.0,1.9491921261952239
LTBR,LTBR,0.99590707,96.61185,1.0,1.9491766561742572
USP9X,USP9X,0.9982492,96.2719,1.0,1.9491651185938887
CREBRF,CREBRF,0.9995886,96.07745,1.0,1.9491579856019314
HDAC7,HDAC7,0.9832739,98.4359,1.0,1.9491163382470396
SP1,SP1,0.9982811,96.2633,1.0,1.9491142824809229
SVEP1,SVEP1,0.98340786,98.4157,1.0,1.9491060236119582
EDEM1,EDEM1,0.9734938,99.8478,1.0,1.9490669962896487
XAB2,XAB2,0.99234164,97.11865,1.0,1.9490575388237603
TMEM11,TMEM11,0.99048537,97.38485,1.0,1.9490254549649069
MRTFB,MRTFB,0.99229443,97.12185,1.0,1.94901114595027
EFNA3,EFNA3,0.97240907,100.0,1.0,1.9490053970376757
TMEM248,TMEM248,0.9992555,96.1122,1.0,1.948986034796856
KCNN3,KCNN3,0.9830647,98.45245,1.0,1.9489410138685999
CACNG5,CACNG5,0.97487575,99.6364,1.0,1.9489221126285767
ARNT2,ARNT2,0.9970285,96.42725,1.0,1.9488924599752844
KLK4,KLK4,0.9750548,99.6063,1.0,1.9488687412170878
PCNX4,PCNX4,0.97469354,99.6584,1.0,1.9488662401368797
PCGF6,PCGF6,0.97233045,100.0,1.0,1.9488601075297587
MORN4,MORN4,0.98247087,98.5294,1.0,1.9488259581491487
CNTN2,CNTN2,0.9998231,96.01429999999999,1.0,1.9487851708088022
MGAT4D,MGAT4D,0.97227955,100.0,1.0,1.948766044492962
S1PR2,S1PR2,0.9967732,96.45410000000001,1.0,1.9487634322783833
HROB,HROB,0.99739796,96.3606,1.0,1.9487243699878694
DNAJC7,DNAJC7,0.9966566,96.46635,1.0,1.9487043387976937
GATA4,GATA4,0.9901935,97.40125,1.0,1.9486954417983264
CREB3L4,CREB3L4,0.98829,97.6737,1.0,1.9486558642679757
FNDC1,FNDC1,0.99174446,97.1726,1.0,1.948642675356246
ANKS1A,ANKS1A,0.9983644,96.2142,1.0,1.9486414122365594
ZFP30,ZFP30,0.9761813,99.422,1.0,1.9485977441482778
SCUBE1,SCUBE1,0.9725376,99.9494,1.0,1.948596962756193
FARP1,FARP1,0.9735116,99.8084,1.0,1.9485969120161886
SEMA5A,SEMA5A,0.9993455,96.06665,1.0,1.9485708652703035
MTHFD2,MTHFD2,0.9862227,97.96594999999999,1.0,1.9485663507664914
C19orf44,C19H19orf44,0.99872863,96.1554,1.0,1.9485638699705488
PCOLCE2,PCOLCE2,0.97216326,100.0,1.0,1.948551140945828
HSP90AA1,HSP90AA1,0.9721614,100.0,1.0,1.948547703671792
SLC6A15,SLC6A15,0.9816346,98.62845,1.0,1.9485450016865928
VSIG4,VSIG4,0.99254453,97.0466,1.0,1.948512691854881
IFRD1,IFRD1,0.97902596,99.0005,1.0,1.9484738167883386
CAPS2,CAPS2,0.9764751,99.3695,1.0,1.9484704729828937
PARP16,PARP16,0.9785391,99.0683,1.0,1.9484396328001194
GCA,GCA,0.97210234,100.0,1.0,1.9484385609811588
OPN5,OPN5,0.9992778,96.06295,1.0,1.94839852185487
IL17B,IL17B,0.9855398,98.04615,1.0,1.9483281833255046
ZNF419,ZNF419,0.9754226,99.51034999999999,1.0,1.948323541081387
CFAP58,CFAP58,0.97203857,100.0,1.0,1.9483207142256278
SHOC1,SHOC1,0.98949313,97.4713,1.0,1.9482954154128387
ALKBH6,ALKBH6,0.9772114,99.2481,1.0,1.9482813661177585
SLC25A30,SLC25A30,0.9977818,96.26855,1.0,1.9482585989441885
LRP10,LRP10,0.9927144,97.00105,1.0,1.9482451218322376
GRIPAP1,GRIPAP1,0.99937963,96.03535,1.0,1.9482343630178014
CPED1,CPED1,0.97468215,99.6105,1.0,1.9482337022218021
MVD,MVD,0.99891764,96.1002,1.0,1.9482084791433851
ADA2,ADA2,0.9760293,99.4106,1.0,1.9481713167517134
FAM217A,FAM217A,0.99697536,96.37469999999999,1.0,1.948123406504574
SEC31B,SEC31B,0.9983261,96.17425,1.0,1.9480606340678728
TEAD3,TEAD3,0.98300946,98.3908,1.0,1.948051909416574
RCOR2,RCOR2,0.9992501,96.03875,1.0,1.948038396239204
P2RY13,P2RY13,0.9943703,96.7425,1.0,1.9480045821272365
ZNF550,ZNF550,0.97352123,99.7602,1.0,1.947999389207294
C2CD6,C2CD6,0.9730021,99.8353,1.0,1.9479987618320773
MAB21L4,MAB21L4,0.9873482,97.7583,1.0,1.9479954206579273
DNMT3B,DNMT3B,0.9946265,96.70415,1.0,1.9479884645418495
PBX2,PBX2,0.99199134,97.08405,1.0,1.9479684835132636
DNAH7,DNAH7,0.9723519,99.9254,1.0,1.9479474068380764
NMRAL1,NMRAL1,0.98163074,98.5816,1.0,1.9479397834398382
CDH4,CDH4,0.97255903,99.8908,1.0,1.947888480380265
TRAPPC8,TRAPPC8,0.97178406,100.0,1.0,1.9478503805616754
TRIM68,TRIM68,0.97319925,99.7938,1.0,1.9478333072786238
C3orf52,C2H3orf52,0.9765331,99.3109,1.0,1.9478295718497096
DDX55,DDX55,0.99556595,96.55555,1.0,1.9478275442566715
ZNF174,ZNF174,0.97345006,99.7543,1.0,1.947792548142579
ANKRD53,ANKRD53,0.9986878,96.09965,1.0,1.9477767142852302
DESI2,DESI2,0.99488753,96.6495,1.0,1.9477731877188664
ALG2,ALG2,0.98843455,97.58095,1.0,1.9477389499032305
SNX14,SNX14,0.99898356,96.05295000000001,1.0,1.9477271077309997
RFC1,RFC1,0.9909734,97.21015,1.0,1.9476971205486686
IGF1,IGF1,0.9977964,96.2222,1.0,1.94769387769561
PELP1,PELP1,0.99315524,96.89235,1.0,1.9476721334595295
TRAV16,TRAV16,0.9963562,96.4286,1.0,1.947667285769799
GTF2IRD1,GTF2IRD1,0.9998442,95.9231,1.0,1.947659908469713
OAS3,OAS3,0.98836774,97.5825,1.0,1.947635272467279
LTN1,LTN1,0.9916407,97.10815,1.0,1.9476281614265463
HHLA2,HHLA2,0.99839884,96.12819999999999,1.0,1.9476071851392966
BANK1,BANK1,0.998674,96.08645,1.0,1.9475827013270335
TRAF4,TRAF4,0.97162557,100.0,1.0,1.94755749154985
MDGA1,MDGA1,0.9984825,96.1097,1.0,1.9475256183885368
LTK,LTK,0.9959811,96.4699,1.0,1.9475013361028757
DDX5,DDX5,0.9844851,98.13215,1.0,1.947476973214076
PIGN,PIGN,0.9984093,96.1151,1.0,1.9474592811787867
WDR46,WDR46,0.99757516,96.23535,1.0,1.9474528991896907
ZNF701,ZNF701,0.99589854,96.47765,1.0,1.9474477016367544
RTN4RL1,RTN4RL1,0.9970834,96.30565,1.0,1.947441574904009
TIMM21,TIMM21,0.97154945,100.0,1.0,1.947416822033917
ZSCAN16,ZSCAN16,0.99894917,96.03175,1.0,1.9473929168809763
VPS35L,VPS35L,0.98391163,98.20775,1.0,1.9473823086704578
A2ML1,A2ML1,0.97200435,99.9312,1.0,1.9473791780898804
KLHL3,KLHL3,0.9994663,95.95495,1.0,1.9473681461395635
RHOBTB2,RHOBTB2,0.99909693,96.00735,1.0,1.9473544875917783
TMEM43,TMEM43,0.9930987,96.875,1.0,1.9473461584062397
ATP4B,ATP4B,0.97385705,99.6564,1.0,1.947294877389497
FGG,FGG,0.9971599,96.28255,1.0,1.9472880531044454
DOCK1,DOCK1,0.99694765,96.31205,1.0,1.947272411449547
BBS9,BBS9,0.99732953,96.2562,1.0,1.9472651458934003
HAUS5,HAUS5,0.99497443,96.59595,1.0,1.9472501617644087
LFNG,LFNG,0.9778232,99.0755,1.0,1.9472085667696049
ABHD13,ABHD13,0.997922,96.1644,1.0,1.9471881139094613
VIT,VIT,0.97241855,99.8557,1.0,1.9471807887796468
OARD1,OARD1,0.97141635,100.0,1.0,1.947170853660682
GMCL1,GMCL1,0.9902393,97.27244999999999,1.0,1.9471358250821682
INVS,INVS,0.97269017,99.812,1.0,1.9471248694470094
TEC,TEC,0.9991144,95.9854,1.0,1.9471065593894257
LZTR1,LZTR1,0.9961526,96.41065,1.0,1.9470618847351964
P2RX4,P2RX4,0.97282565,99.7859,1.0,1.9470420446341432
SMOC1,SMOC1,0.99758565,96.2015,1.0,1.9470401571084235
SPRY4,SPRY4,0.996005,96.42855,1.0,1.9470176309981317
COL13A1,COL13A1,0.9985225,96.06094999999999,1.0,1.9469771979671635
FBXO21,FBXO21,0.99429476,96.6719,1.0,1.9469637080454603
POLH,POLH,0.9936186,96.76965,1.0,1.9469620386083855
LIAS,LIAS,0.9768663,99.1936,1.0,1.946947877891449
MCHR1,MCHR1,0.97620595,99.2891,1.0,1.9469467018855382
DRP2,DRP2,0.99941593,95.92914999999999,1.0,1.946945700909016
SERPINA2,SERPINA2,0.99569094,96.46835,1.0,1.9469453341233973
PLPPR2,PLPPR2,0.9973239,96.23105000000001,1.0,1.9469336779099762
STKLD1,STKLD1,0.9994232,95.92609999999999,1.0,1.9469201996837775
TSPO,TSPO,0.97128034,100.0,1.0,1.9469195076167773
TTC21A,TTC21A,0.99344474,96.7911,1.0,1.9469145756148136
SLC7A6,SLC7A6,0.9712756,100.0,1.0,1.9469107481119754
RHPN2,RHPN2,0.9983908,96.07435000000001,1.0,1.9469048805828306
AMHR2,AMHR2,0.995081,96.55015,1.0,1.9468624220560447
FAM216A,FAM216A,0.9968034,96.3006,1.0,1.946859667730397
PTPN11,PTPN11,0.99554265,96.4824,1.0,1.9468506563428323
KDM5D,KDM5D,0.9723617,99.83755,1.0,1.9468440280835666
TOR1AIP2,TOR1AIP2,0.9712282,100.0,1.0,1.9468231530639564
SIRPB2,SIRPB2,0.9947429,96.594,1.0,1.9467974014550498
TRIM65,TRIM65,0.9966812,96.3107,1.0,1.9467627786649921
NAP1L2,NAP1L2,0.99065816,97.1802,1.0,1.9467322176952548
RAB7B,RAB7B,0.9711392,100.0,1.0,1.9466586813493212
EIF3I,EIF3I,0.9732609,99.6923,1.0,1.9466514918757918
EPHB3,EPHB3,0.97113466,100.0,1.0,1.9466502914438784
CSMD2,CSMD2,0.9811926,98.5415,1.0,1.9466181873399688
IWS1,IWS1,0.9997123,95.86,1.0,1.9466106259491267
BPNT2,BPNT2,0.9953924,96.4844,1.0,1.9465985267340473
DENND4B,DENND4B,0.9967712,96.2829,1.0,1.9465742048349086
EIF2AK4,EIF2AK4,0.99368054,96.72885,1.0,1.9465556525767738
PFAS,PFAS,0.97470117,99.4757,1.0,1.946548000423126
CSE1L,CSE1L,0.9810958,98.55,1.0,1.9465478118655537
SLC6A9,SLC6A9,0.98820215,97.52125000000001,1.0,1.946547347950966
SLC16A5,SLC16A5,0.99870443,96.0,1.0,1.9465353190829997
MRPL3,MRPL3,0.995058,96.52405,1.0,1.9464867267113206
PPM1B,PPM1B,0.9875233,97.6143,1.0,1.9464807074152826
FHOD3,FHOD3,0.9829513,98.27355,1.0,1.9464476217308868
UNC119,UNC119,0.9738873,99.58335,1.0,1.9464182262994307
CEP55,CEP55,0.9739804,99.569,1.0,1.9464070833505351
MEX3A,MEX3A,0.99496025,96.5317,1.0,1.9464037445784306
LPXN,LPXN,0.99819946,96.06205,1.0,1.9463942636331462
NMU,NMU,0.9989251,95.9538,1.0,1.9463533294268989
G2E3,G2E3,0.98696864,97.68445,1.0,1.9463512292380705
PIGG,PIGG,0.9889741,97.39,1.0,1.9462983775174278
ADGRG7,ADGRG7,0.9726801,99.7487,1.0,1.9462981751848474
C1orf54,C1H1orf54,0.97880274,98.86070000000001,1.0,1.9462766264727154
INHBB,INHBB,0.9998408,95.8134,1.0,1.9462532000466628
DMBX1,DMBX1,0.99385124,96.6801,1.0,1.9462487653363312
STMN3,STMN3,0.99907315,95.9239,1.0,1.9462452233057528
AMPD2,AMPD2,0.9990878,95.9204,1.0,1.9462276156172222
TMEM132B,TMEM132B,0.99913055,95.91045,1.0,1.9461795962305808
BMX,BMX,0.9988168,95.95115000000001,1.0,1.9461193615941101
INTS4,INTS4,0.9819582,98.3888,1.0,1.9460836523978187
CPNE4,CPNE4,0.9977071,96.10895,1.0,1.946083107208691
SEMA4B,SEMA4B,0.9975655,96.1294,1.0,1.946082494636952
INTS2,INTS2,0.970784,100.0,1.0,1.9460022728882163
NOTCH2,NOTCH2,0.9891754,97.33715000000001,1.0,1.9459956985644755
SPSB3,SPSB3,0.9960752,96.3351,1.0,1.945954381903467
FRY,FRY,0.9819013,98.38145,1.0,1.9458846716129894
GGT5,GGT5,0.9867055,97.68595,1.0,1.9458840962938853
PRPH2,PRPH2,0.996108,96.32345000000001,1.0,1.945866272825687
TIE1,TIE1,0.9919541,96.9244,1.0,1.94586157943992
ST8SIA6,ST8SIA6,0.9985449,95.9697,1.0,1.9458536997261697
C21orf91,C3H21orf91,0.97535163,99.3266,1.0,1.945846644567185
PPFIA4,PPFIA4,0.9706854,100.0,1.0,1.9458200604043623
ARHGAP19,ARHGAP19,0.9944141,96.56425,1.0,1.9458099929560602
ARCN1,ARCN1,0.99760675,96.0978,1.0,1.9457553203352016
RAP1GDS1,RAP1GDS1,0.9993945,95.83855,1.0,1.9457495028391318
NGF,NGF,0.99658203,96.2453,1.0,1.9457446193835812
TMEM196,TMEM196,0.9909453,97.0611,1.0,1.9457424262861638
HSD3B7,HSD3B7,0.9737672,99.5455,1.0,1.9457130904979585
LDHC,LDHC,0.97062504,100.0,1.0,1.9457085153178975
DSCAML1,DSCAML1,0.9810485,98.48485,1.0,1.9456286996665124
CD99L2,CD99L2,0.9809534,98.4976,1.0,1.945615721094252
MAP3K5,MAP3K5,0.99641067,96.25489999999999,1.0,1.9455504998184354
MED12L,MED12L,0.9981558,96.0,1.0,1.9455214526020987
KLHL2,KLHL2,0.99083096,97.057,1.0,1.9454787859183824
MYBBP1A,MYBBP1A,0.99883246,95.8947,1.0,1.9454276630793537
NR2C2AP,NR2C2AP,0.97047204,100.0,1.0,1.9454257718084687
UBN2,UBN2,0.9922817,96.8424,1.0,1.9454201749016073
TACC2,TACC2,0.99918944,95.84145,1.0,1.9454075738853445
HBEGF,HBEGF,0.99727565,96.11685,1.0,1.9453866400344422
SNX9,SNX9,0.9996215,95.77655,1.0,1.9453775089179905
IDS,IDS,0.9963856,96.2419,1.0,1.9453382131273202
CD274,CD274,0.99253494,96.79679999999999,1.0,1.945306034073914
AMOT,AMOT,0.9938456,96.60685000000001,1.0,1.9453032364503953
CIAO2A,CIAO2A,0.9703779,100.0,1.0,1.9452518013903144
MYLK4,MYLK4,0.9954546,96.3687,1.0,1.9452364511722766
TMEM40,TMEM40,0.99727297,96.10390000000001,1.0,1.9452163682892736
CCL13,CCL13,0.97030556,100.0,1.0,1.9451181173022616
KIAA0319,KIAA0319,0.9822515,98.2701,1.0,1.9451103510308687
PIBF1,PIBF1,0.99889314,95.86099999999999,1.0,1.9451095868503694
PGAP1,PGAP1,0.97104293,99.8915,1.0,1.9450956686097212
USP49,USP49,0.99642426,96.21565,1.0,1.945074550371683
PLEKHN1,PLEKHN1,0.9975981,96.04339999999999,1.0,1.9450448672255891
GRK2,GRK2,0.9923813,96.798,1.0,1.9450374269922142
SF3A3,SF3A3,0.9991509,95.81725,1.0,1.9450274159844354
DENND1B,DENND1B,0.9955351,96.33840000000001,1.0,1.9449984064858272
MGAT4C,MGAT4C,0.99489826,96.4295,1.0,1.9449845066837201
NT5C2,NT5C2,0.97264373,99.65095,1.0,1.9449830914665414
EXTL1,EXTL1,0.99391073,96.57169999999999,1.0,1.9449748731727832
SMIM5,SMIM5,0.97628415,99.1228,1.0,1.944968236963095
CHD5,CHD5,0.9997313,95.72545,1.0,1.9449280786791974
MAPK10,MAPK10,0.99760365,96.03175,1.0,1.944906400235182
ATP9A,ATP9A,0.99250853,96.7678,1.0,1.944887015791405
CCDC27,CCDC27,0.97334427,99.5399,1.0,1.9448600278675277
IL18R1,IL18R1,0.9739838,99.4444,1.0,1.9448227285801947
FAT3,FAT3,0.9704389,99.9566,1.0,1.9448104867594167
C1orf116,C1H1orf116,0.99743634,96.04745,1.0,1.944797637380907
RCOR1,RCOR1,0.9991422,95.7967,1.0,1.9447489980426158
OTOG,OTOG,0.9916503,96.881,1.0,1.9447461155786985
GLB1,GLB1,0.99725044,96.07025,1.0,1.9447451585448259
NHERF1,NHERF1,0.99687487,96.12405,1.0,1.944737914753543
CYP17A1,CYP17A1,0.9901439,97.09835000000001,1.0,1.9447369734694482
CATSPER1,CATSPER1,0.996743,96.14015,1.0,1.9446997512875281
SCMH1,SCMH1,0.9991278,95.7949,1.0,1.944699408170272
PPP4R3A,PPP4R3A,0.9938084,96.5632,1.0,1.9446772570456785
MRPL21,MRPL21,0.97997487,98.5646,1.0,1.9446627197587132
MYLK2,MYLK2,0.99883735,95.83065,1.0,1.9446190403831767
ANKRD13C,ANKRD13C,0.99546516,96.3185,1.0,1.9446151150909392
PAXIP1,PAXIP1,0.99547184,96.3138,1.0,1.9445674597222866
TRAIP,TRAIP,0.972935,99.5736,1.0,1.9445339108942128
YAE1,YAE1,0.9721128,99.6914,1.0,1.9445183173977427
ZAR1L,ZAR1L,0.99592865,96.24095,1.0,1.9444816433354668
VWA5B2,VWA5B2,0.9991477,95.77105,1.0,1.94443171528614
BDH1,BDH1,0.99767953,95.97855,1.0,1.9443674774402138
GPR142,GPR142,0.9949524,96.37285,1.0,1.944361365894637
CLK4,CLK4,0.99686736,96.09525,1.0,1.94435637680138
CNTN5,CNTN5,0.9931151,96.63635,1.0,1.9443298704571865
CNOT1,CNOT1,0.9706024,99.89474999999999,1.0,1.9443230599350882
ACSS2,ACSS2,0.96986395,100.0,1.0,1.9443020234382171
ASXL1,ASXL1,0.9801529,98.50495000000001,1.0,1.9442302294282041
PIK3R6,PIK3R6,0.9941255,96.48095,1.0,1.9442132570523496
RSRC2,RSRC2,0.994429,96.4368,1.0,1.9442105071778646
MAP4K5,MAP4K5,0.99805254,95.9121,1.0,1.944208501032362
IL1R2,IL1R2,0.99792147,95.93005,1.0,1.9441954329800333
GOT1,GOT1,0.9969092,96.0673,1.0,1.9440768885525053
ECHS1,ECHS1,0.9965433,96.11670000000001,1.0,1.9440313446894022
CAPSL,CAPSL,0.993251,96.59309999999999,1.0,1.9440288856793433
CEP128,CEP128,0.9927728,96.65795,1.0,1.9439730457769016
TNS3,TNS3,0.9910863,96.9003,1.0,1.9439502283133807
CSN1S1,CSN1S1,0.99413323,96.4585,1.0,1.9439409463838615
ZNF529,ZNF529,0.96965307,100.0,1.0,1.9439123178743718
GLS,GLS,0.99343026,96.55715000000001,1.0,1.9439012215120066
SLAIN2,SLAIN2,0.9855983,97.6899,1.0,1.94388841976514
GPR180,GPR180,0.99316984,96.5909,1.0,1.943850817159163
CDC42BPG,CDC42BPG,0.9923477,96.70955000000001,1.0,1.9438461856040221
TNFRSF10A,TNFRSF10A,0.996745,96.0692,1.0,1.9437977027929756
TTC24,TTC24,0.997474,95.9595,1.0,1.9437444672215958
IRAG1,IRAG1,0.9989731,95.7414,1.0,1.9437305444882043
ABCB8,ABCB8,0.99117005,96.8708,1.0,1.943728402380295
HEXA,HEXA,0.9966026,96.08,1.0,1.9436724203606506
APOC4,APOC4,0.9967198,96.063,1.0,1.9436719843544457
ADAMTS8,ADAMTS8,0.99504244,96.30545000000001,1.0,1.9436673341770918
SLC44A3,SLC44A3,0.9960318,96.15955,1.0,1.9436331154896573
POLR2H,POLR2H,0.9694873,100.0,1.0,1.9436059754458883
ACSBG2,ACSBG2,0.99022555,96.99545,1.0,1.9435742456658662
MAP3K9,MAP3K9,0.9887259,97.21225,1.0,1.9435705562598709
MICU1,MICU1,0.99628335,96.11805000000001,1.0,1.9435681919617789
HNRNPD,HNRNPD,0.9988331,95.7474,1.0,1.9435484206654772
BOP1,BOP1,0.9985467,95.78635,1.0,1.9435163883205342
OGFOD2,OGFOD2,0.9733803,99.4286,1.0,1.9435057604304817
PRRC1,PRRC1,0.9965352,96.07300000000001,1.0,1.943458503693644
TRIM35,TRIM35,0.9721996,99.59389999999999,1.0,1.9434340429331933
EVA1B,EVA1B,0.97976327,98.4975,1.0,1.94341508807475
LYZ,LYZ,0.9740034,99.3243,1.0,1.9433257581541994
JMJD6,JMJD6,0.96933365,100.0,1.0,1.9433220307385437
SREBF1,SREBF1,0.99685365,96.01595,1.0,1.943318700555199
MRPL35,MRPL35,0.973,99.4681,1.0,1.9433072224617167
TBC1D9B,TBC1D9B,0.97041565,99.84045,1.0,1.9432847551919998
GNPTAB,GNPTAB,0.9935265,96.49385000000001,1.0,1.9432709877889776
BCHE,BCHE,0.9935513,96.4902,1.0,1.9432702223746934
DNAJB12,DNAJB12,0.9972158,95.9559,1.0,1.9432213570124444
ATP8A1,ATP8A1,0.98448575,97.79705,1.0,1.9432003029817517
FAAH2,FAAH2,0.9705314,99.812,1.0,1.943135469408778
TRIM69,TRIM69,0.97061276,99.7996,1.0,1.9431275245892494
SPARCL1,SPARCL1,0.99927485,95.6498,1.0,1.9431188160673616
CAT,CAT,0.99656355,96.0408,1.0,1.943099830660417
GAS2,GAS2,0.9879835,97.28094999999999,1.0,1.9430756245302594
PRRT1,PRRT1,0.9891504,97.1098,1.0,1.9430471588366212
TNFRSF21,TNFRSF21,0.9691732,100.0,1.0,1.943025519653002
RNPEP,RNPEP,0.9968772,95.98855,1.0,1.9430124337200698
STAMBP,STAMBP,0.99867934,95.7245,1.0,1.9429719323151535
SEPTIN11,SEPTIN11,0.99993217,95.543,1.0,1.9429701373545316
QTRT2,QTRT2,0.9870535,97.40695,1.0,1.942965497808225
CHAF1A,CHAF1A,0.9957799,96.14314999999999,1.0,1.9429582434397539
CXCL12,CXCL12,0.96913403,100.0,1.0,1.9429531336185948
MRAP,MRAP,0.97715646,98.8372,1.0,1.9429343063750921
MRPL45,MRPL45,0.99326897,96.50455,1.0,1.9429316688903264
KBTBD4,KBTBD4,0.9850036,97.69800000000001,1.0,1.9428928203052738
TMEM168,TMEM168,0.9690978,100.0,1.0,1.942886180694761
