mice gene name,pig gene name,correlation,identical_scores,orthology confidence,combo_score
Fggy,FGGY,0.9173059,79.50055,1.0,1.6427753921002841
Hyal3,HYAL3,0.96615756,70.58275,1.0,1.6426517376481065
Cfap65,CFAP65,0.9918605,65.89295,1.0,1.6426091164667964
Clmn,CLMN,0.9708627,69.69835,1.0,1.6423839343885882
Arl8a,ARL8A,0.9699412,69.85990000000001,1.0,1.6423193049425098
Chrnb2,CHRNB2,0.95132655,73.24415,1.0,1.6422275735402803
Casp7,CASP7,0.9742738,69.0531,1.0,1.6421487768016432
Lysmd3,LYSMD3,0.90416694,81.83324999999999,1.0,1.6421479345709142
Cyb5b,CYB5B,0.9649287,70.7516,1.0,1.6420977773664556
Brix1,BRIX1,0.8468768,92.26894999999999,1.0,1.6420666892555402
Erp29,ERP29,0.8894119,84.5127,1.0,1.64204408625256
Col4a4,COL4A4,0.92753667,77.5441,1.0,1.6418574281582121
Anxa9,ANXA9,0.92228425,78.50075,1.0,1.641848916114368
Capn10,CAPN10,0.9406333,75.15015,1.0,1.641792354572083
Aurkaip1,AURKAIP1,0.97886944,68.17085,1.0,1.6417021189704482
Haspin,HASPIN,0.9902772,66.09110000000001,1.0,1.6417005575561336
Mab21l3,MAB21L3,0.98465025,67.11680000000001,1.0,1.6416998226761392
Il27,IL27,0.98166454,67.66085,1.0,1.6416974686735766
Slc46a1,SLC46A1,0.9017658,82.22475,1.0,1.6416838207981526
Foxh1,FOXH1,0.9763311,68.61025000000001,1.0,1.6414678452787137
F2rl2,F2RL2,0.9751231,68.81855,1.0,1.6413482088494717
Mccc2,MCCC2,0.912939,80.1472,1.0,1.6412749798342725
Ephx3,EPHX3,0.946865,73.96225,1.0,1.6412713690534324
Pcdha12,PCDHA13,0.95772225,71.9748,1.0,1.64118891261703
Arhgap4,ARHGAP4,0.95362914,72.7103,1.0,1.6410818743023572
Dkk3,DKK3,0.9781358,68.2415,1.0,1.6410685981787738
Gm14137,C15orf62,0.98103625,67.7111,1.0,1.641051947579184
Ccn6,CCN6,0.93867856,75.4237,1.0,1.6409609929790987
Cox4i2,COX4I2,0.9397566,75.2193,1.0,1.6408818947322543
Cped1,CPED1,0.9546055,72.51005,1.0,1.64085831937341
Acsl1,ACSL1,0.9131852,80.056,1.0,1.6408098696002487
Csf3,CSF3,0.97946167,67.96754999999999,1.0,1.6407447728600952
Npr1,NPR1,0.85662705,90.35,1.0,1.6406456731258219
Nox4,NOX4,0.8596691,89.7924,1.0,1.6406150967320934
Nars2,NARS2,0.8852707,85.1153,1.0,1.6405144964361424
Rfwd3,RFWD3,0.97675216,68.42580000000001,1.0,1.6403864490840885
Nt5c,NT5C,0.9410029,74.94120000000001,1.0,1.640370741122728
Nsd2,NSD2,0.9624168,71.0363,1.0,1.6403584765369383
Clca2,CLCA2,0.971426,69.38995,1.0,1.640318264749667
Enpp6,ENPP6,0.8845063,85.2273,1.0,1.6402398860664946
Mettl18,METTL18,0.97728074,68.3146,1.0,1.640237415267681
Pgap6,PGAP6,0.9807668,67.67455,1.0,1.6401916908115735
Gfra1,GFRA1,0.89414257,83.46495,1.0,1.6401827307270556
Bad,BAD,0.9708706,69.4678,1.0,1.6400833181150545
Mocs1,MOCS1,0.89305425,83.6478,1.0,1.640026615814103
Glmp,GLMP,0.9305248,76.7906,1.0,1.6397610110776695
Eif2a,EIF2A,0.8705686,87.71969999999999,1.0,1.639753939056328
Angptl8,ANGPTL8,0.9777361,68.1818,1.0,1.6397374521663877
Cd99l2,CD99L2,0.976605,68.38445,1.0,1.6397018493799245
Gpr25,GPR25,0.97230875,69.16275,1.0,1.6396527336204403
Percc1,PERCC1,0.9766691,68.3654,1.0,1.639627895475488
Sema4c,SEMA4C,0.8616647,89.3285,1.0,1.6396098465676572
Dcps,DCPS,0.8689481,88.0002,1.0,1.639604205128851
Ccdc88c,CCDC88C,0.9175032,79.1448,1.0,1.6395642786166684
Macrod1,MACROD1,0.9620697,71.01339999999999,1.0,1.6394931455596953
Rad54b,RAD54B,0.9236032,78.0231,1.0,1.6394669613565496
Gtf3c1,GTF3C1,0.9383061,75.3329,1.0,1.6393674188578125
Cul1,CUL1,0.8125335,98.25225,1.0,1.6392815396635707
Ankle2,ANKLE2,0.9905167,65.8032,1.0,1.6392480113957033
Ccbe1,CCBE1,0.86685514,88.3437,1.0,1.6392222324707872
Pnkd,PNKD,0.92002755,78.649,1.0,1.6392066001126326
Parvg,PARVG,0.9271803,77.3414,1.0,1.6391696588332834
Irak1,IRAK1,0.95410025,72.43235,1.0,1.6391532123410695
Dapk2,DAPK2,0.96387076,70.6418,1.0,1.6390586169073575
Fbxo6,FBXO6,0.96755487,69.95635,1.0,1.638919544449395
Klk12,KLK12,0.961202,71.1114,1.0,1.6388888590483432
Kcnk9,KCNK9,0.96902406,69.67835,1.0,1.6388174035602594
Gli1,GLI1,0.88260466,85.4312,1.0,1.6388063326252218
Psmg1,PSMG1,0.8872796,84.57565,1.0,1.6387729456131335
Setd7,SETD7,0.91580635,79.3642,1.0,1.6386612449096647
Idh3b,IDH3B,0.9452068,74.0029,1.0,1.6386441599884103
Nat10,NAT10,0.83092314,94.82935,1.0,1.6385732761588865
Rnf126,RNF126,0.9649505,70.3922,1.0,1.6385287528736148
Lman1l,LMAN1L,0.96616787,70.16855000000001,1.0,1.6385114037712465
Oxa1l,OXA1L,0.93568003,75.7201,1.0,1.6384483835909318
Slc2a2,SLC2A2,0.93946207,75.02885,1.0,1.6384303347539912
Blnk,BLNK,0.8834655,85.221,1.0,1.6382714006282209
Grpel2,GRPEL2,0.9184071,78.83525,1.0,1.638110542372858
Mc1r,MC1R,0.9534102,72.44545,1.0,1.638021593945731
H2-DMb1,SLA-DMB,0.9779517,67.9568,1.0,1.6378727691485677
4933405L10Rik,C16orf86,0.98199725,67.21600000000001,1.0,1.6378395269134187
Fxn,FXN,0.95879763,71.44315,1.0,1.6378188505004412
Chrna4,CHRNA4,0.9266864,77.29155,1.0,1.6377649853511467
Krt39,KRT39,0.9792978,67.70009999999999,1.0,1.6377591922097556
Mipep,MIPEP,0.96727014,69.88095,1.0,1.6376412031554346
Nat9,NAT9,0.95176953,72.70415,1.0,1.6376160324542797
Atp6v0a2,ATP6V0A2,0.853253,90.6434,1.0,1.6374155355636542
Pradc1,PRADC1,0.8165154,97.3404,1.0,1.6374141779291898
Fam193a,FAM193A,0.9167291,79.06595,1.0,1.6373554837283226
Iqcg,IQCG,0.98499686,66.61824999999999,1.0,1.6373280945825077
Mtpap,MTPAP,0.92606425,77.3594,1.0,1.6373074348989958
Lvrn,LVRN,0.9719904,68.9864,1.0,1.637299155975265
Aff1,AFF1,0.98550326,66.5078,1.0,1.6371459905946457
Polg,POLG,0.87072843,87.4239,1.0,1.6370762257685458
Prx,PRX,0.9526877,72.48275,1.0,1.6370735799172338
Als2cl,ALS2CL,0.91778517,78.8452,1.0,1.6370719893537258
Gkn2,GKN2,0.98155564,67.21209999999999,1.0,1.636991981109564
Ostm1,OSTM1,0.945913,73.70134999999999,1.0,1.636908858761621
Alb,ALB,0.9841651,66.72215,1.0,1.6368488426971899
Atf6b,ATF6B,0.93414664,75.83985,1.0,1.6368439299234283
Adh5,ADH5,0.8528753,90.65055,1.0,1.6367959384692008
Bloc1s6,BLOC1S6,0.8749295,86.6279,1.0,1.6367733756474911
Izumo4,IZUMO4,0.91699314,78.9489,1.0,1.6366634564260658
Iqgap1,IQGAP1,0.83783853,93.3675,1.0,1.6365529305688438
Eng,ENG,0.98338354,66.8209,1.0,1.6364097698669067
Emx2,EMX2,0.80245775,99.80234999999999,1.0,1.6364028929563594
Pfkl,PFKL,0.8933334,83.22675,1.0,1.6363096191513877
Gcm1,GCM1,0.9803521,67.36095,1.0,1.6362835392033415
Gnl2,GNL2,0.8802852,85.5969,1.0,1.6362243569812533
Ddit3,DDIT3,0.86837214,87.76195,1.0,1.6361574911921728
Hmgn3,HMGN3,0.9660975,69.9373,1.0,1.636060482226089
Mixl1,MIXL1,0.98862493,65.8228,1.0,1.6359818691606167
Pbdc1,PBDC1,0.9411171,74.4801,1.0,1.635949633493389
Ncs1,NCS1,0.8010929,100.0,1.0,1.6358891942531
Nkx3-1,NKX3-1,0.98225355,66.9707,1.0,1.635845503479493
Atad5,ATAD5,0.98495144,66.4718,1.0,1.6357743677217227
Ncaph2,NCAPH2,0.9352173,75.53385,1.0,1.635731101634424
Ccm2,CCM2,0.9745037,68.37100000000001,1.0,1.6357202815983243
G6pdx,G6PD,0.9435619,74.00485,1.0,1.635652689398151
Lyve1,LYVE1,0.9831858,66.7805,1.0,1.635642121026697
Fam216a,FAM216A,0.98152244,67.06765,1.0,1.635480706504593
Itgae,ITGAE,0.9664633,69.8073,1.0,1.6354246924788267
Plscr1,PLSCR1,0.9621852,70.57835,1.0,1.6353359998001442
Prr9,PRR9,0.9757572,68.1034,1.0,1.6353277440524603
Nedd1,NEDD1,0.89792585,82.26075,1.0,1.6350161427571157
Cd47,CD47,0.96871716,69.34625,1.0,1.634920815396789
Cfb,CFB,0.9297948,76.43995000000001,1.0,1.634903651773502
Hoatz,HOATZ,0.98011494,67.2619,1.0,1.6348547941219347
Lonrf3,LONRF3,0.91244036,79.59729999999999,1.0,1.6348403564957796
Rbm7,RBM7,0.8853288,84.5283,1.0,1.6347264654918485
Cpz,CPZ,0.9009172,81.67339999999999,1.0,1.6345940222215547
Sipa1l3,SIPA1L3,0.8578925,89.51135,1.0,1.6345407879128968
Rinl,RINL,0.9658751,69.82345000000001,1.0,1.6345101410598484
Ang,ANG,0.9769085,67.81139999999999,1.0,1.634503111919025
Reep3,REEP3,0.8509707,90.76655,1.0,1.63447431508899
Pts,PTS,0.8759386,86.211,1.0,1.6344342524381485
Msmo1,MSMO1,0.87704283,86.0068,1.0,1.6344051042842214
Aagab,AAGAB,0.9432428,73.93875,1.0,1.6344048188617917
Asxl2,ASXL2,0.9447969,73.6549,1.0,1.6343993659146556
Gale,GALE,0.9129859,79.45195,1.0,1.6343794499387914
Cnot6l,CNOT6L,0.86715376,87.785,1.0,1.6341586581140783
Myh9,MYH9,0.8291764,94.70805,1.0,1.6341577635419928
Clec11a,CLEC11A,0.96041,70.7838,1.0,1.6341494639461949
Asb12,ASB12,0.8876459,84.047,1.0,1.63413501039241
Iqub,IQUB,0.97696733,67.76205,1.0,1.6341152523560507
Serpina7,SERPINA7,0.94403565,73.76255,1.0,1.634086841031058
Cxcl10,CXCL10,0.9463672,73.332,1.0,1.6340314454621283
Prrt3,PRRT3,0.9494485,72.7647,1.0,1.63397531471835
Dnajc16,DNAJC16,0.8992474,81.9131,1.0,1.6339443478653735
Ptpn22,PTPN22,0.97257537,68.53945,1.0,1.633881898437616
Lipa,LIPA,0.9740078,68.27205000000001,1.0,1.6338189073254612
Helz,HELZ,0.85100645,90.69290000000001,1.0,1.6338001972419458
Lsm6,LSM6,0.95367366,71.97579999999999,1.0,1.6337878572010869
Cd101,CD101,0.98634285,66.0201,1.0,1.633785631748039
Npc2,NPC2,0.9718304,68.6656,1.0,1.6337849432372225
Rab1b,RAB1B,0.9532207,72.05685,1.0,1.6337725637914349
Siglec1,SIGLEC1,0.9717067,68.67295,1.0,1.6336323110477575
Gpr50,GPR50,0.9683036,69.29225,1.0,1.6336215349204912
Hsf4,HSF4,0.878031,85.74375,1.0,1.633572559165088
Alpk1,ALPK1,0.9631349,70.2277,1.0,1.63355339480806
Apob,APOB,0.97960013,67.2212,1.0,1.6335037242046322
Six5,SIX5,0.88272905,84.8796,1.0,1.6334951186194187
Lect2,LECT2,0.96659565,69.58585000000001,1.0,1.6334432646649861
Nsun2,NSUN2,0.9438404,73.71505,1.0,1.6332524552812964
Gm48552,SMIM44,0.9532282,71.99645000000001,1.0,1.633179783684354
5730455P16Rik,C17orf75,0.9490759,72.73695000000001,1.0,1.6330146035486783
Nap1l4,NAP1L4,0.89372957,82.82135,1.0,1.6329639821531423
Hormad2,HORMAD2,0.91514504,78.91595,1.0,1.63294957074064
Pex1,PEX1,0.91103125,79.6571,1.0,1.6328614116172804
Nuf2,NUF2,0.93611616,75.081,1.0,1.632829186502947
Ccr8,CCR8,0.9651245,69.77459999999999,1.0,1.6326456100711844
Epn2,EPN2,0.9534729,71.8892,1.0,1.6325507608935885
Mtrfr,MTRFR,0.95179206,72.19095,1.0,1.6325039550851401
Rpp40,RPP40,0.90048254,81.5427,1.0,1.6324859311220337
Rin3,RIN3,0.9392478,74.47355,1.0,1.6324620371173817
Bean1,BEAN1,0.9602257,70.6291,1.0,1.632258669276276
Serpinb8,SERPINB8,0.91790503,78.3422,1.0,1.6322405019559034
Rbp2,RBP2,0.95848036,70.93610000000001,1.0,1.6321465118767184
Rlbp1,RLBP1,0.92429054,77.16714999999999,1.0,1.632130105268946
Pla2g2f,PLA2G2F,0.9737753,68.13024999999999,1.0,1.631969416627038
Cmpk2,CMPK2,0.9825582,66.51820000000001,1.0,1.6318593790324158
Cpt1b,CPT1B,0.8823713,84.78175,1.0,1.631857678837377
Rab35,RAB35,0.89756066,82.0127,1.0,1.6318568441565153
Kif22,KIF22,0.8904906,83.29595,1.0,1.631800641055872
Col6a3,COL6A3,0.98148906,66.69055,1.0,1.6316329376424845
Asb14,ASB14,0.8891551,83.5189,1.0,1.6315947196506344
Arhgap29,ARHGAP29,0.9112328,79.4937,1.0,1.631589568534543
Cetn2,CETN2,0.88523394,84.23025000000001,1.0,1.6315599390667845
Galm,GALM,0.96618605,69.47165,1.0,1.6315467322862722
Samhd1,SAMHD1,0.9559508,71.32554999999999,1.0,1.6314267352807943
Plekha4,PLEKHA4,0.93990326,74.2459,1.0,1.631375924361803
Slc39a7,SLC39A7,0.91680336,78.4387,1.0,1.631192862206654
Aco2,ACO2,0.8097742,97.9487,1.0,1.6311824266698451
Ch25h,CH25H,0.9667868,69.32554999999999,1.0,1.6311793585636716
Ptprj,PTPRJ,0.98339266,66.28205,1.0,1.6310155794322658
Slc25a24,SLC25A24,0.8915432,83.02095,1.0,1.6309660410583988
Pmpca,PMPCA,0.9378661,74.55185,1.0,1.6307190358075978
Glt8d1,GLT8D1,0.88160795,84.80675,1.0,1.6307113763731513
Rrad,RRAD,0.8365948,93.00835000000001,1.0,1.6306698159825208
Ncapd3,NCAPD3,0.99044573,64.9602,1.0,1.6306530781724675
Arsa,ARSA,0.8821547,84.69659999999999,1.0,1.6306061470474025
Nxf1,NXF1,0.90412724,80.68655,1.0,1.6305606259403915
Fgf12,FGF12,0.96551406,69.49085,1.0,1.630509426809841
Bod1l,BOD1L1,0.99590945,63.947050000000004,1.0,1.630481035723196
Ankub1,ANKUB1,0.9169388,78.34110000000001,1.0,1.6304607357387322
Dctn4,DCTN4,0.90069044,81.29865000000001,1.0,1.6304158615870445
Ddt,DDT,0.9329073,75.4237,1.0,1.6303964835005282
Nmnat3,NMNAT3,0.9283027,76.2493,1.0,1.6302578863554809
Fam209,FAM209B,0.9625563,70.0,1.0,1.6302077865203743
Neu4,NEU4,0.96486807,69.57155,1.0,1.6301372701524475
Mcoln1,MCOLN1,0.89972126,81.4473,1.0,1.6301344162069515
Hyal1,HYAL1,0.9662954,69.31025,1.0,1.6301261967041736
Eppk1,EPPK1,0.97339904,68.01294999999999,1.0,1.630102785597582
Fam114a1,FAM114A1,0.94220257,73.6982,1.0,1.63008514560242
Hmgb4,HMGB4,0.9733625,68.01214999999999,1.0,1.6300278645133868
Shisal2a,SHISAL2A,0.9601999,70.4045,1.0,1.6299561110547545
Mapkapk3,MAPKAPK3,0.8498889,90.4992,1.0,1.6298094330468125
Pcyox1,PCYOX1,0.94967026,72.3031,1.0,1.6297460789617908
Fut2,FUT2,0.91027653,79.48425,1.0,1.6297441875974745
Amn1,AMN1,0.94567406,73.03065,1.0,1.6297366078041722
Mindy4b-ps,MINDY4B,0.9685858,68.85255000000001,1.0,1.6297228466385856
Naa30,NAA30,0.8762471,85.6808,1.0,1.6296749477434433
Mettl3,METTL3,0.81659627,96.5517,1.0,1.6296424492966177
Pnliprp1,PNLIPRP1,0.91693187,78.2573,1.0,1.6296065688872479
Lsm8,LSM8,0.9799829,66.761,1.0,1.6295832814952047
Layn,LAYN,0.9233991,77.06435,1.0,1.6294660201449394
Capn13,CAPN13,0.9864117,65.56675,1.0,1.6293593311812629
Plin1,PLIN1,0.9487588,72.425,1.0,1.6293016809723493
Marchf1,MARCHF1,0.97181505,68.21655,1.0,1.6292476900200787
Mrps5,MRPS5,0.9276366,76.2662,1.0,1.6292082671998458
Glb1,GLB1,0.95856106,70.62729999999999,1.0,1.6291934080874777
Atg16l2,ATG16L2,0.92340153,77.03540000000001,1.0,1.6291797657091025
Nox1,NOX1,0.89992356,81.30785,1.0,1.6291044409598956
Rnf14,RNF14,0.85393,89.68854999999999,1.0,1.6290666432056198
B4galnt4,B4GALNT4,0.90384305,80.58680000000001,1.0,1.6290387615876647
Fanci,FANCI,0.90803164,79.81945,1.0,1.6290007565351217
Gtpbp8,GTPBP8,0.9739898,67.77475000000001,1.0,1.6287922987787848
Elovl3,ELOVL3,0.9746029,67.65275,1.0,1.6286895333614433
Nkg7,NKG7,0.96666306,69.0909,1.0,1.6285965999740946
Nccrp1,NCCRP1,0.9643559,69.511,1.0,1.6285917082449917
Napa,NAPA,0.8358471,92.9335,1.0,1.6285495134598555
Rnf123,RNF123,0.84244454,91.73060000000001,1.0,1.6285474056986144
Entpd8,ENTPD8,0.9570884,70.83035000000001,1.0,1.6285365834330885
Cdca3,CDCA3,0.97301537,67.9177,1.0,1.6284440062855934
Dnaaf3,DNAAF3,0.96930015,68.5881,1.0,1.628375005505156
Ebpl,EBPL,0.9327921,75.2427,1.0,1.6283680864351449
Dsc2,DSC2,0.9448946,73.02995,1.0,1.6283027477453311
Septin3,SEPTIN3,0.9815468,66.34389999999999,1.0,1.6282577323387906
Aurkb,AURKB,0.9480601,72.44024999999999,1.0,1.6281758177406283
Adam33,ADAM33,0.9679591,68.8104,1.0,1.6281523976128902
Slc26a2,SLC26A2,0.94448245,73.0717,1.0,1.6279675259795825
Sh2b3,SH2B3,0.9400383,73.8802,1.0,1.6279509282523925
Slc24a1,SLC24A1,0.9775827,67.0213,1.0,1.6278034381096418
Klf13,KLF13,0.8391092,92.2572,1.0,1.6277298158624496
Pcdhb15,PCDHB7,0.96490353,69.32215,1.0,1.6276978204323427
Slc16a13,SLC16A13,0.85736895,88.923,1.0,1.6276744685860396
Ikzf4,IKZF4,0.94440705,73.0489,1.0,1.6276005562718596
Lmf1,LMF1,0.92893183,75.86075,1.0,1.6275078914225993
Pnpla7,PNPLA7,0.89649385,81.76105000000001,1.0,1.6273770540860342
Emid1,EMID1,0.95982724,70.21119999999999,1.0,1.6273329127647274
Bex1,BEX1,0.9479541,72.3746,1.0,1.6273225534994968
N4bp3,N4BP3,0.8450986,91.1139,1.0,1.627213143815161
Ccdc125,CCDC125,0.97114825,68.12645,1.0,1.6271223444875407
Ankrd39,ANKRD39,0.86222917,87.9781,1.0,1.6270830318310723
Pcsk4,PCSK4,0.94036704,73.73175,1.0,1.6270620323239235
Dnlz,DNLZ,0.97044605,68.2446,1.0,1.6270233490515915
Mrpl45,MRPL45,0.8858524,83.6601,1.0,1.6269668682576146
Plpp7,PLPP7,0.82859737,94.0959,1.0,1.6269508972779656
Ankrd35,ANKRD35,0.892902,82.3707,1.0,1.6269238630715712
Bend3,BEND3,0.84748584,90.64734999999999,1.0,1.6268981953811272
Dmrta1,DMRTA1,0.9812376,66.26474999999999,1.0,1.6268969420025838
Mfap5,MFAP5,0.9563654,70.7937,1.0,1.6268450821003384
Cspp1,CSPP1,0.9184252,77.70665,1.0,1.626810790737415
Frrs1,FRRS1,0.94895494,72.13585,1.0,1.6267572107661254
Epb42,EPB42,0.9714693,68.02064999999999,1.0,1.6266476434924027
Ing1,ING1,0.92079014,77.2551,1.0,1.6266056444417525
Mdh1b,MDH1B,0.97153765,68.00135,1.0,1.6265789589880244
Arl14,ARL14,0.9602621,70.03775,1.0,1.6263872349541548
Il17c,IL17C,0.966645,68.85925,1.0,1.626237417243479
Pnkp,PNKP,0.9298621,75.56415000000001,1.0,1.6262324644297759
Pla2r1,PLA2R1,0.9534814,71.24705,1.0,1.6261181442306902
Lypd5,LYPD5,0.95935833,70.1757,1.0,1.6261180805503237
Ccl21a,CCL21,0.9744771,67.41669999999999,1.0,1.6260889457051508
Rab22a,RAB22A,0.9391708,73.84625,1.0,1.6260220263737355
Ntn5,NTN5,0.9594371,70.1476,1.0,1.6259801046795004
Melk,MELK,0.8792363,84.7666,1.0,1.6259668135292313
Clhc1,CLHC1,0.95258033,71.39205000000001,1.0,1.6259247251503954
Ctsw,CTSW,0.97849035,66.66865,1.0,1.6259237759197125
Apmap,APMAP,0.95083344,71.7098,1.0,1.6259176769944244
Slc16a7,SLC16A7,0.9570988,70.55955,1.0,1.6258363714360806
Cpm,CPM,0.9763244,67.05305,1.0,1.625818891379223
Map3k21,MAP3K21,0.97410506,67.4556,1.0,1.6257985284149585
Cend1,CEND1,0.9754925,67.1932,1.0,1.6257033891183024
Polk,POLK,0.96333957,69.40764999999999,1.0,1.625693484409283
B3gntl1,B3GNTL1,0.9021655,80.5581,1.0,1.6256797506746803
Il34,IL34,0.96525407,69.057,1.0,1.6256769822690758
Bhlha9,BHLHA9,0.9749952,67.2687,1.0,1.6255511991049705
Bckdk,BCKDK,0.9295834,75.54544999999999,1.0,1.6255345167134607
Gm17455,C10orf105,0.9623086,69.575,1.0,1.6254867069361811
Kcp,KCP,0.9207328,77.13900000000001,1.0,1.6253348583721396
Fhad1,FHAD1,0.97106683,67.96015,1.0,1.6253033936567132
Sdhc,SDHC,0.9271086,75.9733,1.0,1.6253005755815852
Slc22a5,SLC22A5,0.8819591,84.2011,1.0,1.6252725097663876
Polrmt,POLRMT,0.97390276,67.43775,1.0,1.625248969095924
Bcan,BCAN,0.9010299,80.7141,1.0,1.6251674725310847
Ahi1,AHI1,0.93873596,73.83765,1.0,1.6251396780629803
Flvcr1,FLVCR1,0.93198717,75.06710000000001,1.0,1.625131336872649
Slc10a1,SLC10A1,0.9580035,70.3219,1.0,1.6251060864966336
Serpinb7,SERPINB7,0.93226856,75.0,1.0,1.62497264442682
Psd,PSD,0.85478634,89.12465,1.0,1.6249717803618609
Pycard,PYCARD,0.9629155,69.41284999999999,1.0,1.6249694242708705
Mboat7,MBOAT7,0.83747387,92.27525,1.0,1.6249175323459335
Rxfp4,RXFP4,0.9648286,69.05655,1.0,1.6248936246651278
Rbm25,RBM25,0.80465263,98.25489999999999,1.0,1.6248819194616044
Pip5kl1,PIP5KL1,0.9643318,69.1455,1.0,1.624877408661398
Rab5c,RAB5C,0.9545606,70.9241,1.0,1.62485074459642
Dgat2l6,DGAT2L6,0.97735214,66.7656,1.0,1.6248137670138436
Foxred1,FOXRED1,0.90538573,79.88149999999999,1.0,1.6247803959977323
Ccdc85b,CCDC85B,0.8057831,98.0198,1.0,1.6245905209694071
Pde4c,PDE4C,0.9711024,67.88045,1.0,1.6245681949834028
Helq,HELQ,0.93170595,75.05905,1.0,1.6245357186240663
Ms4a15,MS4A15,0.8918518,82.3101,1.0,1.6243929148442726
Ndufb5,NDUFB5,0.9050997,79.8942,1.0,1.6243843348601712
Otud6a,OTUD6A,0.9567621,70.4665,1.0,1.6242856638762357
Mrpl58,MRPL58,0.9321968,74.9396,1.0,1.6242347758951543
Rpp38,RPP38,0.97040796,67.9699,1.0,1.6241952122635093
Gp5,GP5,0.97614086,66.9016,1.0,1.6239621229297145
Krt26,KRT26,0.9766124,66.81365,1.0,1.6239421410911365
Gpr137c,GPR137C,0.84252805,91.253,1.0,1.6239044334207564
Gsto1,GSTO1,0.95531476,70.68635,1.0,1.623843886345095
Gid8,GID8,0.9341353,74.5377,1.0,1.623747577631118
Ribc1,RIBC1,0.9594146,69.9208,1.0,1.623661495840126
Cdk5rap3,CDK5RAP3,0.91664386,77.71685,1.0,1.623652404294205
Dcakd,DCAKD,0.94443744,72.64609999999999,1.0,1.6236114531731454
Irak3,IRAK3,0.9544586,70.8107,1.0,1.6235253188730345
Cyp2j9,CYP2J34,0.97116554,67.7553,1.0,1.6234270761500946
Mtx3,MTX3,0.89661235,81.34215,1.0,1.6233875708441028
Nbn,NBN,0.9745631,67.12015,1.0,1.6232685526563935
Exd1,EXD1,0.9351363,74.2967,1.0,1.6231599343141556
Ccdc82,CCDC82,0.9381606,73.7452,1.0,1.623158119281368
C3,C3,0.92137444,76.80295000000001,1.0,1.6231349444250762
Dydc1,DYDC1,0.9692644,68.06745000000001,1.0,1.6230814349057436
Brms1,BRMS1,0.9149032,77.9697,1.0,1.6230050643088991
Ap1m1,AP1M1,0.83174485,93.12365,1.0,1.6229495890672538
Casd1,CASD1,0.8263722,94.1029,1.0,1.6229479303164678
Slc44a5,SLC44A5,0.9770766,66.62270000000001,1.0,1.6228744442730256
Rarb,RARB,0.804997,97.9871,1.0,1.622823176793764
Mcm4,MCM4,0.8567185,88.54375,1.0,1.6226755404594884
Esm1,ESM1,0.9418613,73.0219,1.0,1.6226693430782224
Mmrn1,MMRN1,0.9922091,63.83925,1.0,1.6226249270082218
Mrps14,MRPS14,0.92466456,76.14975,1.0,1.6225984981179096
Faap100,FAAP100,0.9572319,70.20490000000001,1.0,1.6225187831231405
Dnai4,DNAI4,0.9391017,73.5029,1.0,1.6224477727465976
Pdcd2l,PDCD2L,0.9638724,68.97985,1.0,1.6223730781621464
Gdf3,GDF3,0.97847944,66.31174999999999,1.0,1.6223199783911795
Ift27,IFT27,0.9494654,71.5995,1.0,1.6223058459981607
Ribc2,RIBC2,0.9721631,67.4601,1.0,1.6222888842034928
Arhgef15,ARHGEF15,0.95922786,69.8175,1.0,1.622282369919921
Sec24d,SEC24D,0.85763913,88.3293,1.0,1.6222073797627048
Scpep1,SCPEP1,0.9691965,67.9819,1.0,1.6220980874670983
Nr0b1,NR0B1,0.9620693,69.2797,1.0,1.6220833918745807
Catsper3,CATSPER3,0.98184896,65.663,1.0,1.6219735616460564
Phc2,PHC2,0.87245524,85.58865,1.0,1.621808476649301
Map2k3,MAP2K3,0.945032,72.3493,1.0,1.621719488033183
4921524J17Rik,C16orf87,0.8146966,96.1039,1.0,1.6216684290540546
Inka1,INKA1,0.9427482,72.73625,1.0,1.621424480547363
Pdgfb,PDGFB,0.8443893,90.64484999999999,1.0,1.6212047580631326
Lap3,LAP3,0.87937635,84.2608,1.0,1.621144168371455
Igfbp6,IGFBP6,0.94810784,71.73125,1.0,1.6211437542935543
Opalin,OPALIN,0.9719957,67.3644,1.0,1.6210214766036461
Fastkd1,FASTKD1,0.9764104,66.55330000000001,1.0,1.6209580569838056
Cyp11a1,CYP11A1,0.93871087,73.425,1.0,1.620950107538838
Drc3,DRC3,0.9393472,73.3079,1.0,1.6209390690702636
Plb1,PLB1,0.9842398,65.1241,1.0,1.6209386975799722
Alox15,ALOX15,0.95342135,70.7391,1.0,1.6209076191473462
Hexb,HEXB,0.9839264,65.17715000000001,1.0,1.620897710845458
Cytl1,CYTL1,0.9485546,71.61410000000001,1.0,1.6207851987005815
Cd81,CD81,0.9078956,79.02250000000001,1.0,1.6207491232303026
Birc2,BIRC2,0.8910468,82.09039999999999,1.0,1.620713205139271
Chaf1b,CHAF1B,0.8992754,80.58619999999999,1.0,1.6206714807634057
Il22,IL22,0.9752149,66.72595000000001,1.0,1.6205033213023845
Kcnrg,KCNRG,0.95975584,69.54075,1.0,1.620469860492756
Gins3,GINS3,0.86875623,86.1111,1.0,1.6202835027384799
Cep63,CEP63,0.9101269,78.5675,1.0,1.6202647005453725
Nudcd1,NUDCD1,0.85989016,87.72540000000001,1.0,1.620263887975426
Nmrk1,NMRK1,0.91091377,78.42365000000001,1.0,1.6202606199843557
