microcebus gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
TTC21A,TTC21A,0.9637699,81.8895,1.0,1.748388233768151
APBB1IP,APBB1IP,0.9834937,79.4226,1.0,1.7483836620912534
TFRC,TFRC,0.95422924,83.081,1.0,1.748370755430619
ALG6,ALG6,0.87097424,93.4911,1.0,1.7483590478733646
AMBP,AMBP,0.95882046,82.50375,1.0,1.748336177064954
TIRAP,TIRAP,0.97044164,81.0501,1.0,1.7483316732071308
HROB,HROB,0.97314864,80.711,1.0,1.7483251623206246
ANXA5,ANXA5,0.94744015,83.92515,1.0,1.7483170230101237
KANSL3,KANSL3,0.8501389,96.0923,1.0,1.7483113931687546
CPM,CPM,0.9055194,89.1648,1.0,1.7482881508804122
TPST1,TPST1,0.9257973,86.62315000000001,1.0,1.7482229136720266
CALCA,CALCA,0.9753361,80.42805,1.0,1.7482206446541166
SUSD1,SUSD1,0.94665766,84.01339999999999,1.0,1.748210323027271
HTR3E,HTR3E,0.986407,79.03415000000001,1.0,1.7481154215853163
NXPE1,NXPE1,0.95994467,82.34225,1.0,1.7481037401507815
ERP44,ERP44,0.89482516,90.48500000000001,1.0,1.74809779174721
AGAP1,AGAP1,0.98610353,79.0604,1.0,1.7479854080630557
GNRH1,GNRH1,0.9837569,79.3478,1.0,1.7479181823733085
LDLRAD2,LDLRAD2,0.979067,79.93125,1.0,1.7478845268118994
SHARPIN,SHARPIN,0.9635837,81.86580000000001,1.0,1.7478660994901056
FCRLA,FCRLA,0.9691492,81.16785,1.0,1.747844135016232
AREG,AREG,0.97214323,80.7924,1.0,1.747832551102766
IL15,IL15,0.9884319,78.75455,1.0,1.7478222253625992
HAO2,HAO2,0.9707402,80.96655000000001,1.0,1.7478180948757045
CTDP1,CTDP1,0.9679735,81.30875,1.0,1.7477760916914362
HELB,HELB,0.9834675,79.36945,1.0,1.7477566023917634
SLC6A5,SLC6A5,0.8504958,95.9956,1.0,1.7477327544103707
UNC93A,UNC93A,0.9766524,80.21865,1.0,1.7477228444253432
DAD1,DAD1,0.81843233,100.0,1.0,1.7476751729112037
REPIN1,REPIN1,0.86787367,93.8158,1.0,1.7476585959546749
MFSD2A,MFSD2A,0.9721738,80.77289999999999,1.0,1.747658332359734
SRRD,SRRD,0.98170817,79.58055,1.0,1.747657623641171
ENG,ENG,0.9880673,78.7833,1.0,1.7476350427909337
F13B,F13B,0.96765584,81.33035000000001,1.0,1.7475746836474584
ZNF514,ZNF514,0.9517652,83.31694999999999,1.0,1.747568609041585
CCDC65,CCDC65,0.9305572,85.9687,1.0,1.747564831897572
FGF10,FGF10,0.818319,100.0,1.0,1.7475176802313546
BARD1,BARD1,0.9445082,84.2196,1.0,1.7475147344194144
PRKDC,PRKDC,0.938151,85.0138,1.0,1.7475061030461359
CCL19,CCL19,0.9814742,79.5918,1.0,1.7474574997010943
PIP5K1A,PIP5K1A,0.86273146,94.4294,1.0,1.747331426842817
ZNF81,ZNF81,0.8980024,90.0151,1.0,1.7472911991792341
BPHL,BPHL,0.88708335,91.3804,1.0,1.7472896168722114
DOLPP1,DOLPP1,0.8349453,97.8992,1.0,1.7472769965462305
HLA-DPA1,HLA-DPA1,0.930046,86.00395,1.0,1.7472461556960146
GNG2,GNG2,0.9575103,82.56880000000001,1.0,1.7472383644791813
TBC1D9B,TBC1D9B,0.8780609,92.501,1.0,1.7472043819312009
ARRB1,ARRB1,0.8257421,99.0431,1.0,1.7471995068571058
VSTM4,VSTM4,0.9814235,79.56989999999999,1.0,1.7471436705559142
ALKBH6,ALKBH6,0.861692,94.5378,1.0,1.7470915449382223
PLD3,PLD3,0.8786567,92.40585,1.0,1.7469749632194862
COX19,COX19,0.9295575,86.03625,1.0,1.7469262422583807
DNAJC11,DNAJC11,0.9162546,87.69460000000001,1.0,1.7468684981117408
GINS4,GINS4,0.95281494,83.1192,1.0,1.7468298402863747
CHSY1,CHSY1,0.8612358,94.56915000000001,1.0,1.7468059609904154
QSOX2,QSOX2,0.96835935,81.1703,1.0,1.7467737211345429
GOLGA3,GOLGA3,0.9676099,81.25970000000001,1.0,1.7467257160722875
SORBS2,SORBS2,0.9132377,88.05715000000001,1.0,1.7467049437317037
EXD2,EXD2,0.9535455,83.0147,1.0,1.7466837896353242
PADI6,PADI6,0.99037033,78.40700000000001,1.0,1.7466537425456332
PDCL,PDCL,0.84425396,96.6777,1.0,1.746638681964622
CEP57L1,CEP57L1,0.9360623,85.19345,1.0,1.7465999043355134
RSBN1L,RSBN1L,0.87048066,93.3945,1.0,1.746599623515473
XKR9,XKR9,0.9377082,84.9866,1.0,1.746588481214403
UPRT,UPRT,0.9081999,88.6731,1.0,1.7465489866228823
EVA1C,EVA1C,0.891961,90.7029,1.0,1.7465390180915654
DAB2,DAB2,0.9089443,88.5714,1.0,1.746453285260963
ADAM33,ADAM33,0.9678467,81.1989,1.0,1.7463791291849484
TMEM63A,TMEM63A,0.8913079,90.76259999999999,1.0,1.7462948561158738
CDAN1,CDAN1,0.8799511,92.18244999999999,1.0,1.7462911485114994
TREX2,TREX2,0.9557077,82.70425,1.0,1.746238564162021
OCA2,OCA2,0.91761625,87.4644,1.0,1.7462025718872236
C15orf48,C15orf48,0.95217764,83.1325,1.0,1.7460919972599087
UNC13C,UNC13C,0.8596789,94.6965,1.0,1.7460575911840879
CHDH,CHDH,0.8995403,89.7102,1.0,1.7460400716613125
IHO1,IHO1,0.9831006,79.25825,1.0,1.7460109747977186
GFRA4,GFRA4,0.96820676,81.1122,1.0,1.7459160107077671
GALK2,GALK2,0.8607618,94.5415,1.0,1.7458399802752598
DTD2,DTD2,0.88372624,91.6667,1.0,1.7458059209701633
SPRED3,SPRED3,0.9702256,80.84965,1.0,1.7458038677610035
SH2D1B,SH2D1B,0.98428273,79.0886,1.0,1.7457684582328583
SPATA19,SPATA19,0.96574116,81.4058,1.0,1.745752354439802
EDEM1,EDEM1,0.8722299,93.09545,1.0,1.7457072018245219
OLIG1,OLIG1,0.8407149,97.03139999999999,1.0,1.7456511420811753
ZNF274,ZNF274,0.9757864,80.13835,1.0,1.7456270147187292
DECR2,DECR2,0.88811284,91.0959,1.0,1.7455586639709195
PTGS2,PTGS2,0.88572675,91.3907,1.0,1.7455188367982237
R3HCC1L,R3HCC1L,0.98394585,79.10804999999999,1.0,1.7455164477872582
APBB2,APBB2,0.90430963,89.0646,1.0,1.7454934436534013
SLC8B1,SLC8B1,0.9271809,86.20400000000001,1.0,1.7454877106784115
TYK2,TYK2,0.9327688,85.50280000000001,1.0,1.7454607581972446
FN3K,FN3K,0.95902574,82.2152,1.0,1.7454148270271435
DHRS7,DHRS7,0.93905884,84.7066,1.0,1.7453538327391567
NUP42,NUP42,0.92639804,86.2884,1.0,1.7453377118922173
RNF32,RNF32,0.94848496,83.519,1.0,1.7452554771467872
AMER2,AMER2,0.993355,77.90555,1.0,1.7452289272490524
PPAN,PPAN,0.97074664,80.72865,1.0,1.7451832882414045
AMACR,AMACR,0.95118326,83.16955,1.0,1.745121857628885
NADK,NADK,0.883071,91.68585,1.0,1.745108157443695
ZNF75D,ZNF75D,0.9899994,78.31215,1.0,1.745084210260349
MC1R,MC1R,0.9883767,78.5119,1.0,1.745048972498959
TRPV6,TRPV6,0.9000753,89.5425,1.0,1.7449199202091872
CCBE1,CCBE1,0.9493758,83.37295,1.0,1.7448704242337723
TEKT5,TEKT5,0.97700566,79.9177,1.0,1.7448693397363337
FAM219B,FAM219B,0.89313567,90.404,1.0,1.7448497936518983
PNKP,PNKP,0.89856297,89.72149999999999,1.0,1.7448074692309006
SH2D4A,SH2D4A,0.97592884,80.0454,1.0,1.7447920180551537
TTLL4,TTLL4,0.9304238,85.72655,1.0,1.744688462332845
KIFC2,KIFC2,0.9848537,78.91855000000001,1.0,1.7446721783601302
TNFRSF12A,TNFRSF12A,0.89116687,90.63055,1.0,1.7446314123062259
SMTNL1,SMTNL1,0.99047714,78.2105,1.0,1.7446184918965275
LNP1,LNP1,0.9554955,82.5843,1.0,1.7446106826241603
VASH1,VASH1,0.8974014,89.84825000000001,1.0,1.7446018147420417
CFAP43,CFAP43,0.96895146,80.8997,1.0,1.744589418198504
ACSM5,ACSM5,0.9087178,88.4283,1.0,1.7445482678980624
IGSF6,IGSF6,0.9721012,80.4979,1.0,1.7445013970816259
IZUMO3,IZUMO3,0.9780706,79.7498,1.0,1.7444834138734369
ZNF684,ZNF684,0.91971195,87.037,1.0,1.744365280233283
PPP1R14B,PPP1R14B,0.82692504,98.6395,1.0,1.7443582556571475
NTN5,NTN5,0.89960665,89.54769999999999,1.0,1.744326432682679
ZDHHC7,ZDHHC7,0.9526099,82.90885,1.0,1.7442073037473675
TFF2,TFF2,0.9770596,79.845,1.0,1.744136392194343
RAD21L1,RAD21L1,0.942783,84.12725,1.0,1.744090979488853
BHMT2,BHMT2,0.89510155,90.0826,1.0,1.7440100596461199
SNX16,SNX16,0.86791587,93.469,1.0,1.7438632907908862
DOK2,DOK2,0.95756423,82.25819999999999,1.0,1.7438616468529204
FGF23,FGF23,0.96412337,81.43745,1.0,1.7438558634516
ZDHHC2,ZDHHC2,0.8624416,94.1498,1.0,1.7438214499300118
GAL3ST1,GAL3ST1,0.9109487,88.0757,1.0,1.743730105336918
CDKN1A,CDKN1A,0.954392,82.6374,1.0,1.743667262736527
GLP2R,GLP2R,0.9190294,87.0589,1.0,1.7436601249303958
TDRD15,TDRD15,0.99423426,77.6541,1.0,1.7436564833627661
TRAT1,TRAT1,0.9780019,79.6814,1.0,1.7436278211314236
DNAAF5,DNAAF5,0.9550318,82.5528,1.0,1.743616231014372
CNKSR1,CNKSR1,0.9507362,83.08775,1.0,1.7435915520359735
CD6,CD6,0.9665463,81.10570000000001,1.0,1.7435362652831432
FABP7,FABP7,0.9925606,77.8519,1.0,1.7435287572655234
TUT4,TUT4,0.8773901,92.25354999999999,1.0,1.743522298861231
MXD4,MXD4,0.857531,94.7368,1.0,1.7435205422689861
RECQL,RECQL,0.8925049,90.36245,1.0,1.7435114833126844
TRPM2,TRPM2,0.94486225,83.8063,1.0,1.7434137945500603
TREML1,TREML1,0.9772969,79.74985000000001,1.0,1.7434087724261917
C2orf72,C2orf72,0.961967,81.66290000000001,1.0,1.7433645952446786
SLC25A30,SLC25A30,0.9003233,89.36869999999999,1.0,1.7433331413552884
F12,F12,0.9867727,78.5535,1.0,1.7432822184689543
SKAP1,SKAP1,0.9003946,89.35419999999999,1.0,1.7432710888096488
SSH1,SSH1,0.94007427,84.39155,1.0,1.7432638421612312
SLC47A1,SLC47A1,0.9451399,83.75775,1.0,1.7432601090640039
TACC1,TACC1,0.9515172,82.95975,1.0,1.7432544440723021
PCNX2,PCNX2,0.89932513,89.48615,1.0,1.7432512110687504
CCDC188,CCDC188,0.9894001,78.21975,1.0,1.743224542835825
JPT2,JPT2,0.9674606,80.96225000000001,1.0,1.7432127078239832
FNDC1,FNDC1,0.98714054,78.50095,1.0,1.7432094168632069
COPRS,COPRS,0.9151409,87.5,1.0,1.7431582409707205
PKP2,PKP2,0.88534045,91.2239,1.0,1.7431283727664546
SPPL2C,SPPL2C,0.9872815,78.47225,1.0,1.7430863665597425
F3,F3,0.9712588,80.4756,1.0,1.7430829114103665
OCSTAMP,OCSTAMP,0.98944783,78.1976,1.0,1.7430447218840852
RPS19BP1,RPS19BP1,0.9376235,84.67605,1.0,1.7430196675939262
MLIP,MLIP,0.9587324,82.02885,1.0,1.7429362908782386
PIAS1,PIAS1,0.8272766,98.4665,1.0,1.742924282599183
FMO4,FMO4,0.96892613,80.75200000000001,1.0,1.7429128439095387
PLSCR4,PLSCR4,0.9398738,84.38405,1.0,1.7429019059132855
SLC25A19,SLC25A19,0.9574262,82.1875,1.0,1.7428841478026744
KMT2D,KMT2D,0.86352247,93.9291,1.0,1.7428709011882648
ARSK,ARSK,0.8963551,89.82265,1.0,1.7428633003449427
HERC1,HERC1,0.8294432,98.1879,1.0,1.742839117227915
SKA2,SKA2,0.9008664,89.2562,1.0,1.7428376777769916
ARL13B,ARL13B,0.91734827,87.19454999999999,1.0,1.7428313518836256
KCNMB3,KCNMB3,0.97313714,80.21805,1.0,1.7428310825620883
SYNE2,SYNE2,0.93208706,85.35015,1.0,1.74281697383948
RPRD1B,RPRD1B,0.8149355,100.0,1.0,1.7428156906233978
CAND2,CAND2,0.8961729,89.83995,1.0,1.7428023532263528
ZFYVE16,ZFYVE16,0.9204521,86.7988,1.0,1.742746763434279
NPHP4,NPHP4,0.95589375,82.36495,1.0,1.7427265114419503
SPINK7,SPINK7,0.9653195,81.1765,1.0,1.742618195711907
ROPN1L,ROPN1L,0.98212045,79.0746,1.0,1.7426079958396272
ANKRD33B,ANKRD33B,0.9568496,82.23425,1.0,1.742602384605867
IPO9,IPO9,0.8170551,99.7118,1.0,1.7425585264602006
RBM28,RBM28,0.9509014,82.9687,1.0,1.742498138147183
PKN1,PKN1,0.8781787,92.0604,1.0,1.742471747792603
RAD9B,RAD9B,0.96536255,81.14744999999999,1.0,1.7423551921165954
SPATA1,SPATA1,0.98503095,78.68605,1.0,1.7423347529347704
OR1M1,OR1M1,0.978094,79.5527,1.0,1.7423255821017491
CDON,CDON,0.9579889,82.06645,1.0,1.7423209067976742
PRICKLE3,PRICKLE3,0.9451287,83.67195000000001,1.0,1.7422910587856508
GALT,GALT,0.85669744,94.723,1.0,1.7422088009407972
BYSL,BYSL,0.85474986,94.9657,1.0,1.7421993818008605
CDK9,CDK9,0.82520425,98.6559,1.0,1.7421491558553912
TUFM,TUFM,0.89241946,90.2484,1.0,1.7421253239286392
COL15A1,COL15A1,0.9745118,79.97749999999999,1.0,1.7420682177059947
TINF2,TINF2,0.9526692,82.7051,1.0,1.742025460856535
TAOK3,TAOK3,0.8518686,95.3039,1.0,1.7419537250734554
SLC2A5,SLC2A5,0.91324335,87.6247,1.0,1.7419070267799428
DENND2B,DENND2B,0.8444577,96.2181,1.0,1.74181433222879
ARHGAP31,ARHGAP31,0.9097429,88.05315,1.0,1.741803830944471
DYNLRB2,DYNLRB2,0.95057595,82.94275,1.0,1.7417574866283003
WFDC3,WFDC3,0.97471887,79.92349999999999,1.0,1.7417558832100466
XPO5,XPO5,0.8506589,95.4319,1.0,1.741695076292652
FAM114A2,FAM114A2,0.9038245,88.7826,1.0,1.7416854325715474
KPNA4,KPNA4,0.8156256,99.8081,1.0,1.7416421469721337
BSND,BSND,0.9941611,77.47985,1.0,1.7416183933846519
SMG9,SMG9,0.8248389,98.6538,1.0,1.741618098410152
CCDC63,CCDC63,0.9928889,77.63755,1.0,1.7416029422585964
MYDGF,MYDGF,0.98384434,78.76405,1.0,1.7415525474873803
PECR,PECR,0.95388484,82.5082,1.0,1.741526686327902
CCR2,CCR2,0.9698014,80.51644999999999,1.0,1.7415115501194496
FOCAD,FOCAD,0.87923396,91.8379,1.0,1.7414656060911895
SPACA1,SPACA1,0.98811686,78.22185,1.0,1.741464584159362
ARID5A,ARID5A,0.92414916,86.21870000000001,1.0,1.7414379151308657
NCAPH2,NCAPH2,0.9260803,85.9768,1.0,1.7414333782068412
TEKT2,TEKT2,0.9143586,87.4419,1.0,1.7414254337873238
MMP28,MMP28,0.9597793,81.7619,1.0,1.7414245635376093
CRISP2,CRISP2,0.96301585,81.35665,1.0,1.7414188412640255
PTGIR,PTGIR,0.9320141,85.2332,1.0,1.7414159303120518
MKKS,MKKS,0.90870756,88.1476,1.0,1.7414146497350442
LEPROT,LEPROT,0.9282449,85.70335,1.0,1.7414026648473042
CD82,CD82,0.9037643,88.764,1.0,1.741395073978027
CCDC33,CCDC33,0.98101467,79.0968,1.0,1.7413180192202788
ACSS2,ACSS2,0.8471326,95.8385,1.0,1.741313140558248
HMMR,HMMR,0.9643129,81.1848,1.0,1.741311578618835
TOPBP1,TOPBP1,0.88667405,90.89125,1.0,1.7412849505246353
ENAH,ENAH,0.9629429,81.3527,1.0,1.7412735680402354
RPS6KL1,RPS6KL1,0.91991496,86.72755000000001,1.0,1.7412085162461377
CASP8AP2,CASP8AP2,0.95632946,82.17015,1.0,1.741167219167719
PWWP3B,PWWP3B,0.9833636,78.78935,1.0,1.7411656277634617
TLR6,TLR6,0.95728177,82.04975,1.0,1.7411526356088944
SIM2,SIM2,0.9463411,83.41284999999999,1.0,1.7410965600186237
METAP1,METAP1,0.83439344,97.4093,1.0,1.7410658824426823
NMB,NMB,0.97887963,79.3388,1.0,1.741040311239554
NDST1,NDST1,0.82449776,98.6395,1.0,1.740985107929764
GIGYF2,GIGYF2,0.8473001,95.7875,1.0,1.7409791550046672
LUC7L2,LUC7L2,0.90334594,88.7705,1.0,1.7408859203227598
TRAF3IP1,TRAF3IP1,0.94999987,82.9233,1.0,1.740740772843819
CXCL8,CXCL8,0.97330326,80.008,1.0,1.7407276743223035
MBD4,MBD4,0.95749086,81.98435,1.0,1.740716421341384
GPS1,GPS1,0.8673969,93.24175,1.0,1.7406166835129775
INTS12,INTS12,0.8514224,95.2381,1.0,1.740602420824101
TERF2,TERF2,0.8819905,91.4128,1.0,1.7405722316433692
GPR108,GPR108,0.9039702,88.6637,1.0,1.7405665868138072
ZNF185,ZNF185,0.97807133,79.38965,1.0,1.7404821215280117
ALKBH5,ALKBH5,0.8152446,99.7462,1.0,1.7404247902653573
C9orf152,C9orf152,0.987183,78.2427,1.0,1.740398519298406
CIAPIN1,CIAPIN1,0.9792593,79.22985,1.0,1.740357182659275
CARMIL2,CARMIL2,0.8885375,90.5745,1.0,1.7403545463063996
KIAA1217,KIAA1217,0.97703975,79.5067,1.0,1.7403493168048918
FAM170A,FAM170A,0.9798564,79.1493,1.0,1.7402918187072918
ZNF277,ZNF277,0.864217,93.60235,1.0,1.7402049408072324
NMRK2,NMRK2,0.9520369,82.6087,1.0,1.7400754823663163
ZNF789,ZNF789,0.9263813,85.8158,1.0,1.7400624974812449
DNAI2,DNAI2,0.97877586,79.26165,1.0,1.740038744569122
ZNF582,ZNF582,0.88408756,91.1025,1.0,1.74003814920707
PRPF39,PRPF39,0.8644322,93.55330000000001,1.0,1.739958913225644
EGLN1,EGLN1,0.89726776,89.44715,1.0,1.7399587180176348
STIMATE,STIMATE,0.8154623,99.6599,1.0,1.739768281790476
RMI2,RMI2,0.91302544,87.45865,1.0,1.739758905994488
PKIB,PKIB,0.9745349,79.7619,1.0,1.7397043805913728
JAGN1,JAGN1,0.8257992,98.3607,1.0,1.7396954225582282
SDE2,SDE2,0.985169,78.4265,1.0,1.739642248333075
LRRC26,LRRC26,0.98818004,78.02705,1.0,1.7393875935879077
TBRG4,TBRG4,0.9536502,82.3437,1.0,1.7393725411370755
TBX2,TBX2,0.9063345,88.26005,1.0,1.739366494892801
MAP9,MAP9,0.92960334,85.3397,1.0,1.73924926276525
LYPD4,LYPD4,0.98138624,78.8618,1.0,1.7392228546119863
PI16,PI16,0.9764241,79.4812,1.0,1.7392103803213468
EFHB,EFHB,0.9737651,79.8078,1.0,1.7391446848448622
PRKAB1,PRKAB1,0.818135,99.2593,1.0,1.7390306621594953
CENPQ,CENPQ,0.98825693,77.9851,1.0,1.7390282605747158
ACAD10,ACAD10,0.9035301,88.5741,1.0,1.7389592728780339
CCDC196,CCDC196,0.9386067,84.1751,1.0,1.7388190015772562
RNF216,RNF216,0.870696,92.667,1.0,1.7388142512486395
LGALS3,LGALS3,0.9384834,84.18775,1.0,1.738788231806446
TELO2,TELO2,0.9673428,80.57655,1.0,1.738762762148843
LARGE2,LARGE2,0.89230394,89.9594,1.0,1.7387531630521926
ADAMTS7,ADAMTS7,0.9890843,77.85525,1.0,1.7387350333292435
SSPN,SSPN,0.89682806,89.3798,1.0,1.7385992217250967
OLFML2B,OLFML2B,0.89021313,90.20660000000001,1.0,1.738594707734151
SLC34A1,SLC34A1,0.8812959,91.3214,1.0,1.7385912403970012
PUSL1,PUSL1,0.9619736,81.23095,1.0,1.7385735549352528
CWC25,CWC25,0.83820987,96.7059,1.0,1.7385527013404576
BCL7C,BCL7C,0.98123646,78.81905,1.0,1.7385396320314292
MR1,MR1,0.9711736,80.07455,1.0,1.7385076865344984
BRINP3,BRINP3,0.8316265,97.5196,1.0,1.7384464668785817
FN3KRP,FN3KRP,0.9022958,88.6731,1.0,1.7383441641478306
MTX2,MTX2,0.82687145,98.0989,1.0,1.7382761550365646
PTPN23,PTPN23,0.8628398,93.5992,1.0,1.738256064929553
PPP1R8,PPP1R8,0.834409,97.151,1.0,1.7382170467831939
CLCA1,CLCA1,0.9875125,78.00325,1.0,1.7381954384073248
FBXO33,FBXO33,0.8324317,97.39515,1.0,1.7381824399776962
SRA1,SRA1,0.9160207,86.941,1.0,1.7381687786374376
UNC45A,UNC45A,0.8981931,89.1665,1.0,1.7381258143397162
ODAD2,ODAD2,0.91044503,87.6319,1.0,1.7380982641793663
TMEM143,TMEM143,0.93377984,84.7125,1.0,1.7380832666284212
SCYGR2,SCYGR2,0.9690094,80.3017,1.0,1.7380244290267637
FAN1,FAN1,0.94005203,83.9223,1.0,1.7380182126750094
STIM1,STIM1,0.8938016,89.70555,1.0,1.738013427684698
ATG16L2,ATG16L2,0.9109525,87.5606,1.0,1.7380111372340052
TEX14,TEX14,0.9707607,80.0814,1.0,1.7380100100548508
NOTCH2,NOTCH2,0.8460831,95.6698,1.0,1.7379799248258694
B4GALNT3,B4GALNT3,0.9713394,80.00534999999999,1.0,1.737969083949518
KNCN,KNCN,0.9686112,80.34185,1.0,1.7379172400638643
NOB1,NOB1,0.8685436,92.84864999999999,1.0,1.7378417555611678
SGO1,SGO1,0.9804797,78.85005000000001,1.0,1.7378324757008774
IL17RB,IL17RB,0.9635645,80.96485,1.0,1.737827260648087
SIMC1,SIMC1,0.9824569,78.60215,1.0,1.737825270206074
STAT2,STAT2,0.9102309,87.61905,1.0,1.7376578909192621
RSRC2,RSRC2,0.8338064,97.1711,1.0,1.7376029933700612
CPQ,CPQ,0.9287779,85.2911,1.0,1.7375620771345024
KCP,KCP,0.9741211,79.61675,1.0,1.7375162943372797
SMPDL3B,SMPDL3B,0.97272325,79.78380000000001,1.0,1.7374301351550905
CRY1,CRY1,0.8212787,98.7213,1.0,1.7374206719410228
FBXW11,FBXW11,0.82595927,98.13499999999999,1.0,1.7374096900354403
EFHC2,EFHC2,0.9867772,78.02275,1.0,1.737390306437658
LRRC14B,LRRC14B,0.95035803,82.5707,1.0,1.7373200969035092
CPB1,CPB1,0.92028075,86.3309,1.0,1.7373089208398662
CLEC16A,CLEC16A,0.85164666,94.9122,1.0,1.7372923805662348
NCKAP5,NCKAP5,0.95747226,81.67815,1.0,1.7372878067772846
LPIN1,LPIN1,0.9288928,85.25125,1.0,1.7372789030063993
TEFM,TEFM,0.95127106,82.4519,1.0,1.7372687072509012
KIAA0586,KIAA0586,0.9653165,80.69444999999999,1.0,1.7372570587370393
TRIM59,TRIM59,0.88747615,90.4264,1.0,1.737233788344608
YJEFN3,YJEFN3,0.89834446,89.06264999999999,1.0,1.7371820831558002
PLD4,PLD4,0.9862117,78.07464999999999,1.0,1.7371812000889535
TRIM23,TRIM23,0.8402173,96.32955000000001,1.0,1.737160055402521
BCL2L12,BCL2L12,0.953607,82.14920000000001,1.0,1.7371510500433913
CAPN15,CAPN15,0.92769,85.3884,1.0,1.7371315259628266
ZNF160,ZNF160,0.9736978,79.63225,1.0,1.7371002916491165
COL4A3,COL4A3,0.92173934,86.12450000000001,1.0,1.7370421971521315
PHRF1,PHRF1,0.9918468,77.35624999999999,1.0,1.7370286989228505
CBR4,CBR4,0.89506525,89.4515,1.0,1.7369462702158749
CORT,CORT,0.98586255,78.0952,1.0,1.736924362420591
FAM180B,FAM180B,0.9724018,79.77805000000001,1.0,1.7369195227137002
SLC36A2,SLC36A2,0.9430933,83.4369,1.0,1.7368504152503346
TTC34,TTC34,0.9836018,78.36885000000001,1.0,1.7368236804175985
GZMK,GZMK,0.9819451,78.5759,1.0,1.7368223175490298
TAF2,TAF2,0.8408711,96.20660000000001,1.0,1.736702299954568
DALRD3,DALRD3,0.9162829,86.77335,1.0,1.736670077534912
FGD6,FGD6,0.9228422,85.94605,1.0,1.7365917270626967
PLB1,PLB1,0.96939343,80.1237,1.0,1.736580014505943
DLGAP5,DLGAP5,0.98739004,77.8726,1.0,1.7365733590394736
QPCTL,QPCTL,0.888796,90.1962,1.0,1.736509773405561
BCL7B,BCL7B,0.973722,79.574,1.0,1.7364865961991478
TENM4,TENM4,0.82308453,98.39325,1.0,1.7362846185957124
OTULIN,OTULIN,0.8828961,90.9091,1.0,1.7362331658471046
DPEP3,DPEP3,0.9849336,78.14675,1.0,1.736206286577735
CXCL17,CXCL17,0.91768855,86.5546,1.0,1.7361925398996547
POPDC3,POPDC3,0.9254404,85.58415,1.0,1.7361806448974777
SULT1C4,SULT1C4,0.9739958,79.50659999999999,1.0,1.736118082487474
MAGEE1,MAGEE1,0.98291904,78.38845,1.0,1.736092673637778
STX4,STX4,0.85284406,94.65305000000001,1.0,1.736076480922293
FMNL1,FMNL1,0.9168487,86.64855,1.0,1.736069471212541
TMEM40,TMEM40,0.977789,79.02625,1.0,1.7360513488609306
CCL8,CCL8,0.96353316,80.8081,1.0,1.736041762727874
TUBGCP2,TUBGCP2,0.9213865,86.07015,1.0,1.7359478762037406
FGF5,FGF5,0.9431731,83.3379,1.0,1.735861135920131
ASZ1,ASZ1,0.90692437,87.86959999999999,1.0,1.7358471993752862
GHR,GHR,0.94961214,82.52915,1.0,1.7358218063533695
TFPI,TFPI,0.95875525,81.38409999999999,1.0,1.7358030102193118
HLCS,HLCS,0.93950695,83.78935,1.0,1.7357832661865729
CTTNBP2,CTTNBP2,0.88764924,90.274,1.0,1.7357807242147665
CHGB,CHGB,0.97709095,79.08355,1.0,1.7357180497393523
CWF19L1,CWF19L1,0.85736024,94.052,1.0,1.735673134059277
THPO,THPO,0.9555729,81.76905,1.0,1.735658461628597
TMEM236,TMEM236,0.9906394,77.3828,1.0,1.7356458438670326
SLC43A1,SLC43A1,0.92208046,85.95535000000001,1.0,1.7356365004332963
CDC20B,CDC20B,0.95241797,82.16015,1.0,1.7356203623874868
POLG,POLG,0.8804045,91.16319999999999,1.0,1.735594418744871
CBY1,CBY1,0.9770357,79.06515,1.0,1.735436792650264
SHMT2,SHMT2,0.9075949,87.7419,1.0,1.7353599070893269
EHHADH,EHHADH,0.95488626,81.8209,1.0,1.735280453537901
CD93,CD93,0.9865969,77.85525000000001,1.0,1.735278337910053
THUMPD2,THUMPD2,0.9262411,85.4023,1.0,1.7352724846237373
RNF215,RNF215,0.84554243,95.4907,1.0,1.7352382470289296
DDI1,DDI1,0.97384804,79.44365,1.0,1.735213186716063
FAM162B,FAM162B,0.96737516,80.2469,1.0,1.7351443685512766
NUMA1,NUMA1,0.88423836,90.64275,1.0,1.7351385627640972
BORCS5,BORCS5,0.9739401,79.42445000000001,1.0,1.7351277533959726
FAM89B,FAM89B,0.8413353,96.00614999999999,1.0,1.735119811904899
RAI14,RAI14,0.9010753,88.53495,1.0,1.7351128115104846
NPHP1,NPHP1,0.97593474,79.1719,1.0,1.7350931090263555
KYAT1,KYAT1,0.9729426,79.54565,1.0,1.7350884275285696
FAM81A,FAM81A,0.85556716,94.221,1.0,1.7350594009273852
SIRT2,SIRT2,0.9088991,87.54830000000001,1.0,1.7350208753455307
CHD6,CHD6,0.8578423,93.9318,1.0,1.7350072750396994
MTMR12,MTMR12,0.8371427,96.5194,1.0,1.7349971205079147
CEP68,CEP68,0.966681,80.317,1.0,1.7349587202668388
PISD,PISD,0.871831,92.176,1.0,1.7349351122258678
NPRL3,NPRL3,0.84457433,95.58125,1.0,1.734899167782963
KIFC1,KIFC1,0.9250804,85.5135,1.0,1.7348952337413186
LRTM1,LRTM1,0.9714772,79.7101,1.0,1.7348795018058358
