rhesus_macaque gene name,human gene name,correlation
SLIT2,SLIT2,0.9791094
SNAPC4,SNAPC4,0.9791068
IDE,IDE,0.97910106
KAT6B,KAT6B,0.97909206
ZNF394,ZNF394,0.97908884
TARBP2,TARBP2,0.979086
DDC,DDC,0.979084
RAB7A,RAB7A,0.97907895
ATXN7L1,ATXN7L1,0.97907835
CADPS2,CADPS2,0.97907627
ARL14EP,ARL14EP,0.9790745
CRYL1,CRYL1,0.97906995
IQUB,IQUB,0.97906274
AARS1,AARS1,0.9790626
RUBCNL,RUBCNL,0.97905993
PCSK6,PCSK6,0.9790521
GSE1,GSE1,0.97904104
CWH43,CWH43,0.9790405
PRICKLE1,PRICKLE1,0.979035
STAMBP,STAMBPL1,0.97903216
IGSF6,IGSF6,0.9790181
STXBP5L,STXBP5L,0.9790106
KCNJ10,KCNJ10,0.9790084
CYP26B1,CYP26B1,0.9790019
ALAS1,ALAS1,0.9789931
CLDN11,CLDN11,0.9789828
SMC1A,SMC1A,0.9789711
NAPRT,NAPRT,0.9789625
PPHLN1,PPHLN1,0.97895914
NAV1,NAV1,0.97895354
LYSMD3,LYSMD3,0.978946
KLKB1,KLKB1,0.9789384
SAMD11,SAMD11,0.9789374
STX6,STX6,0.9789365
HDAC9,HDAC9,0.97893566
CYTH2,CYTH2,0.97893274
TRIM32,TRIM32,0.97893256
C3H21orf91,C21orf91,0.97892845
PRSS33,PRSS33,0.97891957
RGS4,RGS4,0.9789118
EBF2,EBF2,0.9788993
USP35,USP35,0.9788951
RNF152,RNF152,0.9788902
TSHB,TSHB,0.97889
ESRRG,ESRRG,0.97887355
UGT8,UGT8,0.97886676
RTEL1,RTEL1,0.97886235
PCSK9,PCSK9,0.97886086
UBE2N,UBE2N,0.97885853
TRIM15,TRIM15,0.97885734
FXYD7,FXYD7,0.97885156
A1BG,A1BG,0.97884876
SNX22,SNX22,0.97884643
CNMD,CNMD,0.9788441
SNX10,SNX10,0.978835
MRM2,MRM2,0.97883326
ZNF346,ZNF346,0.9788232
CRISP1,CRISP1,0.97882104
PLAGL1,PLAGL1,0.9788192
WRAP53,WRAP53,0.9788116
PSMB3,PSMB3,0.9788081
ITIH2,ITIH2,0.9788038
APOL6,APOL6,0.978798
MPIG6B,MPIG6B,0.97879654
TENT4B,TENT4B,0.9787869
NALCN,NALCN,0.9787853
CCDC78,CCDC78,0.9787817
SLC17A1,SLC17A1,0.9787786
KCNIP1,KCNIP1,0.9787773
CEACAM4,CEACAM4,0.9787713
KIAA1549L,KIAA1549L,0.97876704
HSPA13,HSPA13,0.97875667
SSBP3,SSBP3,0.97875243
ZNF565,ZNF565,0.9787499
PDE4A,PDE4A,0.97873443
ZMYM3,ZMYM3,0.9787343
TMEM218,TMEM218,0.97872674
ANKRD9,ANKRD9,0.97872627
ZSWIM8,ZSWIM8,0.9787257
SLC4A1,SLC4A1,0.97872096
ATP5F1D,ATP5F1D,0.9787178
PCED1A,PCED1A,0.9787159
ATOX1,ATOX1,0.97871566
PHF7,PHF7,0.97871464
ASIC1,ASIC1,0.97871023
ERGIC3,ERGIC3,0.97869027
GPR39,GPR39,0.9786894
FLNB,FLNB,0.978671
CHRM1,CHRM1,0.9786541
SLC25A25,SLC25A25,0.9786529
NBL1,NBL1,0.9786502
VPS16,VPS16,0.97863996
ANKRD46,ANKRD46,0.9786305
MICU2,MICU2,0.9786287
TNNT3,TNNT3,0.9786129
AP1AR,AP1AR,0.9786113
KCNJ9,KCNJ9,0.97860295
GPN3,GPN3,0.9785917
PDGFD,PDGFD,0.97858304
MGAM,MGAM,0.9785818
AMBRA1,AMBRA1,0.9785806
TPRA1,TPRA1,0.9785664
STRA6,STRA6,0.9785504
MDM4,MDM4,0.97854227
IL1RAP,IL1RAP,0.97853976
RAC3,RAC3,0.97853726
SEMA4A,SEMA4A,0.97851694
ZFYVE1,ZFYVE1,0.978516
ELMO1,ELMO1,0.9785155
SCNN1B,SCNN1B,0.978513
CA6,CA6,0.97847927
NHEJ1,NHEJ1,0.9784782
PLEKHA6,PLEKHA6,0.9784654
POLDIP3,POLDIP3,0.9784501
CCR2,CCR2,0.9784394
MYLK4,MYLK4,0.9784394
GABRA1,GABRA1,0.97841996
ARHGDIB,ARHGDIB,0.9784181
SCN1B,SCN1B,0.9784172
BRSK2,BRSK2,0.97841245
SLC17A4,SLC17A4,0.9784114
LY6G6C,LY6G6C,0.9784084
PDHX,PDHX,0.9784003
PHF19,PHF19,0.97839624
CHRNA7,CHRFAM7A,0.9783764
TRPM6,TRPM6,0.97836155
PTCHD3,PTCHD3,0.97835124
GLT6D1,GLT6D1,0.97834575
C12H2orf76,C2orf76,0.9783429
MB,MB,0.9783387
GNL1,GNL1,0.9783348
ADPRS,ADPRS,0.978334
ATP9B,ATP9A,0.9783321
BCAS4,BCAS4,0.9783258
LIMD2,LIMD2,0.9783226
WDR93,WDR93,0.97830755
ADAL,ADAL,0.978306
TAFA2,TAFA2,0.97830296
RAC2,RAC2,0.9782993
ZNF527,ZNF354C,0.97829825
DKK2,DKK2,0.97829807
AAMDC,AAMDC,0.97829664
ADAP1,ADAP1,0.9782886
DGKB,DGKB,0.97828317
MTUS2,MTUS2,0.97828317
ABCB9,ABCB9,0.97828084
LYPLAL1,LYPLAL1,0.97828037
FAM83H,FAM83H,0.9782759
FBXL19,FBXL19,0.9782716
LAS1L,LAS1L,0.97826284
LRRC42,LRRC42,0.97825867
MATCAP2,KIAA0895,0.97825557
ZFAT,ZFAT,0.9782473
FGG,FGG,0.97824526
SP1,SP1,0.97824067
CDCA7,CDCA7,0.9782386
SIRPB2,SIRPB2,0.978231
SSPN,SSPN,0.9782276
NQO1,NQO1,0.97821957
SLC2A13,SLC2A13,0.97821957
ZFP42,ZFP42,0.97821724
RND3,RND3,0.978211
CD53,CD53,0.97820383
SMAD9,SMAD9,0.97819877
CPNE9,CPNE9,0.9781873
AIRIM,C1orf109,0.97817117
NCBP2L,NCBP2L,0.9781678
GLO1,GLO1,0.97816676
ALG2,ALG2,0.9781561
RHOH,RHOH,0.97815
CTSF,CTSF,0.9781495
LRSAM1,LRSAM1,0.9781481
DPM2,DPM2,0.97814286
ADAR,ADAR,0.9781377
TEF,TEF,0.97813624
CENPN,CENPN,0.97812915
CCN5,CCN5,0.9781217
ZBTB37,ZBTB37,0.97810763
RRM2,RRM2,0.9781071
AGFG2,AGFG2,0.9780965
DNAAF10,DNAAF10,0.9780838
HSD17B6,HSD17B6,0.9780762
PRR29,PRR29,0.97806466
GPR85,GPR85,0.9780622
SCML4,SCML4,0.97805005
M1AP,M1AP,0.97804755
CLDN23,CLDN23,0.9780402
HHIP,HHIP,0.9780384
C1H1orf162,C1orf162,0.9780382
SLC1A7,SLC1A7,0.9780309
HPS1,HPS1,0.9780253
DEPP1,DEPP1,0.97802037
HPS5,HPS5,0.97800386
SLC9B2,SLC9B2,0.9779954
LDB2,LDB2,0.97798747
CALN1,CALN1,0.9779848
HM13,HM13,0.9779793
SENP7,SENP7,0.9779765
NLK,NLK,0.9779619
KDM4B,KDM4B,0.9779539
TFF1,TFF1,0.977941
RPS20,RPS20,0.97790587
RSPO4,RSPO4,0.9778897
ADAMTS2,ADAMTS2,0.97788745
NTRK1,NTRK1,0.97788304
TMEM26,TMEM26,0.9778796
HDX,HDX,0.9778793
MBTD1,MBTD1,0.97787124
TRMT13,TRMT13,0.97786784
ARHGAP8,PRR5-ARHGAP8,0.9778562
JKAMP,JKAMP,0.9778522
VPS4A,VPS4A,0.9778516
SMC2,SMC2,0.9778445
HLF,HLF,0.9778399
STX18,STX18,0.9778197
PLA1A,PLA1A,0.9778154
FDCSP,FDCSP,0.9778115
OSTM1,OSTM1,0.9778085
ATXN10,ATXN10,0.9777998
CYP21A2,CYP21A2,0.97779834
ZNF174,ZNF174,0.9777964
MAP2K5,MAP2K5,0.9777918
RC3H2,RC3H2,0.9777881
SLC35E1,SLC35E1,0.9777857
ATP1B2,ATP1B2,0.9777813
NFYC,NFYC,0.9777723
TCEA2,TCEA2,0.97776586
PLEKHG4B,PLEKHG4B,0.9777427
CCDC34,CCDC34,0.97772795
DENR,DENR,0.977714
PNPLA4,PNPLA4,0.9777138
CIDEC,CIDEC,0.9777112
COPS2,COPS2,0.97771066
USP54,USP54,0.9777086
CLK1,CLK1,0.97770625
MEN1,MEN1,0.97770226
FBRS,FBRS,0.9776942
YIF1B,YIF1B,0.97768676
INF2,INF2,0.97768486
TFG,TFG,0.97767645
BRINP1,BRINP1,0.9776724
MARVELD2,MARVELD2,0.97766584
TIMM21,TIMM21,0.9776643
AMMECR1L,AMMECR1L,0.9776616
DNMBP,DNMBP,0.9776552
PCDHB5,PCDHB5,0.97764915
STK32A,STK32A,0.97764426
SPINLW1,EPPIN,0.97763884
IQCD,IQCD,0.9776361
FERMT2,FERMT2,0.97763556
SCRIB,SCRIB,0.97763056
SLC4A1AP,SLC4A1AP,0.9776297
LSS,LSS,0.97762954
DCT,DCT,0.9776243
PTBP3,PTBP3,0.97762364
SPINK7,SPINK7,0.97761315
RTTN,RTTN,0.9776087
LAMB1,LAMB1,0.9776026
FNBP1L,FNBP1L,0.97759324
PUS3,PUS3,0.9775916
ANKRD33,ANKRD33,0.9775875
CDH1,CDH1,0.9775852
ECRG4,ECRG4,0.9775787
NAT2,NAT1,0.9775675
SMIM22,SMIM22,0.9775664
SEC11C,SEC11C,0.97756624
MAPKAP1,MAPKAP1,0.97755176
CSNK2B,CSNK2B,0.97754574
MDH1,MDH1,0.9775412
RAB24,RAB24,0.9775238
EHD1,EHD1,0.9775235
FBXO2,FBXO2,0.9775204
CELA3B,CELA3B,0.9775116
AAK1,AAK1,0.9775003
TGFB3,TGFB3,0.97749496
GNAT2,GNAT2,0.9774941
RCSD1,RCSD1,0.9774922
ADAMTS16,ADAMTS16,0.97747463
GTF3C5,GTF3C5,0.97747016
ADCYAP1R1,ADCYAP1R1,0.9774676
PCNP,PCNP,0.97746426
MYDGF,MYDGF,0.9774638
BRIP1,BRIP1,0.9774632
RARA,RARA,0.97746164
TMEM51,TMEM51,0.9774593
ELMO3,ELMO3,0.9774528
GRPEL2,GRPEL2,0.9774363
BEX4,BEX4,0.9774341
ZNF135,ZNF135,0.97743326
MYO1C,MYO1C,0.97743255
TNK2,TNK2,0.97743124
ALG8,ALG8,0.9774302
ZSWIM4,ZSWIM4,0.9774255
DGKG,DGKG,0.9774165
ICAM1,ICAM1,0.9774157
MAPK8,MAPK8,0.9774139
LGR6,LGR6,0.97740346
RPL38,RPL38,0.97740275
TMPRSS6,TMPRSS6,0.9773903
PRICKLE4,PRICKLE4,0.97738755
TMEM182,TMEM182,0.9773751
KRBOX4,KRBOX4,0.97737163
KCNA2,KCNA2,0.9773702
CXCL6,CXCL6,0.9773657
GMPPB,GMPPB,0.9773657
MBIP,MBIP,0.9773621
ST13,ST13,0.97733366
VASH2,VASH2,0.9773117
BCAP31,BCAP31,0.97730434
GPR141,GPR141,0.9773037
ZCCHC14,ZCCHC14,0.9773011
SLC22A6,SLC22A6,0.97730035
DFFA,DFFA,0.97729915
WIPF1,WIPF1,0.97727543
NDST4,NDST4,0.97727334
MOSPD3,MOSPD3,0.9772682
CLEC2A,CLEC2A,0.9772663
BCS1L,BCS1L,0.97726214
CNIH1,CNIH1,0.9772567
TNRC6C,TNRC6C,0.9772537
IMP4,IMP4,0.9772404
C19H19orf47,C19orf47,0.97723687
ADAMTS20,ADAMTS20,0.9772168
SNX33,SNX33,0.9772122
SPRR3,SPRR3,0.9772087
SP110,SP110,0.9772044
IFFO2,IFFO1,0.97719795
SNED1,SNED1,0.97718567
SERPINB8,SERPINB8,0.977171
ZNF541,ZNF541,0.9771605
TANC2,TANC2,0.9771559
MARK2,MARK2,0.97715515
CASP3,CASP3,0.9771541
CBARP,CBARP,0.9771518
LTA4H,LTA4H,0.9771506
CIMIP4,TEX33,0.9771465
ACSM1,ACSM1,0.9771399
SIRPG,SIRPG,0.9771292
SH3KBP1,SH3KBP1,0.9771288
FAM13A,FAM13A,0.9771246
KLRF2,KLRF2,0.97712433
TERF1,TERF1,0.9771232
TMCO2,TMCO2,0.977113
MCL1,MCL1,0.97710943
EMC2,EMC2,0.9771061
DNAI3,DNAI3,0.97710264
CBLN3,CBLN3,0.977099
IP6K3,IP6K3,0.97709894
TMEM68,TMEM68,0.97709817
TRIP10,TRIP10,0.97709304
PITX2,PITX2,0.97709256
RNF11,RNF11,0.9770906
UTP4,UTP4,0.97708803
CDC14C,CDC14C,0.97708714
NRL,NRL,0.97708434
SCRN1,SCRN1,0.97707945
BORA,BORA,0.97707915
KIF2C,KIF2C,0.97707903
FARSA,FARSA,0.97707844
KCNH7,KCNH7,0.9770777
SDC3,SDC3,0.9770749
CTNNAL1,CTNNAL1,0.9770745
LAMB3,LAMB3,0.9770703
CD52,CD52,0.9770502
PIP,PIP,0.97704905
ZNF205,ZNF205,0.97704786
MYNN,MYNN,0.97704244
SHOX,SHOX,0.9770311
CHIC1,CHIC1,0.97702676
TERT,TERT,0.97702646
REG3G,REG3G,0.97701824
MCCC2,MCCC2,0.9770083
PPFIA3,PPFIA3,0.97700363
TBX15,TBX15,0.9770001
CMTM3,CMTM3,0.97699255
ATP10D,ATP10D,0.97699064
ETFDH,ETFDH,0.9769906
TMEM190,TMEM190,0.97698283
SPP2,SPP2,0.97697407
KHNYN,KHNYN,0.97696865
BIN2,BIN2,0.97696835
PIP5KL1,PIP5KL1,0.9769634
C1QTNF1,C1QTNF1,0.9769548
WWC2,WWC2,0.9769475
PSMF1,PSMF1,0.97693276
PSMB7,PSMB7,0.9769294
CLNK,CLNK,0.97692716
NKX3-1,NKX3-1,0.97692084
YBX1,YBX1,0.97691053
AP1M1,AP1M1,0.976905
DHRS1,DHRS1,0.97689885
ZNF268,ZNF41,0.9768879
FABP7,FABP7,0.97688437
FBXO36,FBXO36,0.97688
PUS7,PUS7,0.97687924
CLCN3,CLCN3,0.9768767
DST,DST,0.9768677
SNRPD3,SNRPD3,0.9768671
PHF10,PHF10,0.97686404
TIMM17B,TIMM17B,0.97686076
LANCL1,LANCL1,0.9768607
CSRP1,CSRP1,0.97684795
SAE1,SAE1,0.9768479
DLG2,DLG4,0.97684777
PAK1IP1,PAK1IP1,0.97684664
PLP1,PLP1,0.9768445
ANKRD40CL,ANKRD40CL,0.97683114
PTTG1,PTTG1,0.9768304
PFKFB1,PFKFB1,0.9768257
ATG101,ATG101,0.9768204
DMP1,DMP1,0.97681636
SOCS6,SOCS6,0.97681105
RBIS,RBIS,0.97680545
ELL,ELL,0.97679526
JPH4,JPH4,0.97678953
AKIRIN1,AKIRIN1,0.976789
USP9Y,USP9Y,0.97678614
TRIB3,TRIB3,0.976779
DUSP4,DUSP4,0.97677755
CST5,CST5,0.9767601
STARD7,STARD7,0.9767601
CYP3A43,CYP3A7-CYP3A51P,0.9767484
KDM1B,KDM1B,0.97674716
ADAM30,ADAM30,0.9767452
DEUP1,DEUP1,0.97674507
NPPA,NPPA,0.9767368
PARP15,PARP15,0.9767346
MRPL45,MRPL45,0.97673374
TMEM14B,TMEM14C,0.9767336
PPP2R1B,PPP2R1B,0.97672933
PGRMC1,PGRMC1,0.9767188
ANHX,ANHX,0.97671676
AMFR,AMFR,0.97671497
LBP,LBP,0.976697
ARL2BP,ARL2BP,0.9766671
RUFY3,RUFY3,0.9766633
PPP3CC,PPP3CC,0.97664875
OSTC,OSTC,0.9766334
GRK1,GRK1,0.9766231
SIDT2,SIDT2,0.9766195
STMND1,STMND1,0.9766045
FBRSL1,FBRSL1,0.97659785
GABRA2,GABRA2,0.9765881
CELF4,CELF4,0.9765756
CTSL,CTSL,0.9765574
SLITRK3,SLITRK3,0.9765554
ZNF322,ZNF322,0.9765445
E2F8,E2F8,0.9765423
SLC15A2,SLC15A2,0.9765348
RAB11A,RAB11A,0.97652537
IER3IP1,IER3IP1,0.9765103
ID2,ID2,0.97650313
ADPRM,ADPRM,0.9765017
TDRD3,TDRD3,0.9764915
ADGRG5,ADGRG5,0.9764891
QRSL1,QRSL1,0.9764639
RSF1,RSF1,0.9764639
GALNT17,GALNT17,0.97646385
BRD2,BRD2,0.97646105
RTKN2,RTKN2,0.97646034
TOP2B,TOP2B,0.97645617
ITPRID1,ITPRID1,0.9764531
NIPA1,NIPA1,0.9764516
BEX5,BEX5,0.97645056
ENO2,ENO2,0.9764442
GPR18,GPR18,0.9764335
CUL4B,CUL4B,0.9764208
DUS1L,DUS1L,0.9764143
COL16A1,COL16A1,0.9763831
ADSL,ADSL,0.97637177
HTR3B,HTR3B,0.9763642
ANKRD30BL,ANKRD30BL,0.9763545
PQBP1,PQBP1,0.9763523
ZFY,ZFY,0.97635055
NUDT18,NUDT18,0.9763459
TNFSF15,TNFSF15,0.9763436
PDGFRL,PDGFRL,0.97634
TTLL13,TTLL13P,0.97633934
EIF3B,EIF3B,0.9763283
PYCARD,PYCARD,0.97632813
EIF3J,EIF3J,0.9763261
NET1,NET1,0.97632474
TNFRSF25,TNFRSF25,0.9763122
ZRSR2,ZRSR2,0.9763106
PTPRK,PTPRT,0.9763098
SQLE,SQLE,0.9763098
CPNE4,CPNE4,0.9763021
TTC21A,TTC21A,0.9763003
CFB,CFB,0.9762877
COL25A1,COL25A1,0.9762721
ARHGDIG,ARHGDIG,0.9762615
CBS,CBSL,0.9762596
SDK2,SDK2,0.97625786
GPRC5C,GPRC5C,0.9762384
CERT1,CERT1,0.9762367
ZNF43,ZNF43,0.9762356
ZNF852,ZNF852,0.9762287
ZSCAN32,ZSCAN32,0.97622675
ARR3,ARR3,0.97622365
SLC44A3,SLC44A3,0.9762176
SEMA3D,SEMA3D,0.9762135
RNF38,RNF38,0.9762107
RERGL,RERGL,0.9762071
MIDEAS,MIDEAS,0.97618896
NUSAP1,NUSAP1,0.97618777
SLC49A3,SLC49A3,0.9761722
PROSER2,PROSER2,0.9761696
CRISP3,CRISP3,0.97615516
EIF2B2,EIF2B2,0.97614735
GHV,CSH1,0.97613895
INPP5A,INPP5A,0.97613484
SPN,SPN,0.9761343
LYSMD1,LYSMD1,0.9761197
RGS11,RGS11,0.97611386
KXD1,KXD1,0.9761077
WARS2,WARS2,0.97610575
MRPL47,MRPL47,0.9761026
ACADSB,ACADSB,0.9760993
MEOX1,MEOX1,0.9760987
CYGB,CYGB,0.9760938
CDC7,CDC7,0.976091
FRMD5,FRMD5,0.9760702
KCNC4,KCNC4,0.9760648
SZT2,SZT2,0.9760628
GATD3,GATD3A,0.97606045
F11R,F11R,0.97603667
CES5A,CES5A,0.9760356
NSG1,NSG1,0.97603226
SEPTIN5,SEPTIN5,0.97603035
PAN2,PAN2,0.9760287
MYG1,MYG1,0.9760284
XAGE3,XAGE3,0.9760219
P3H1,P3H1,0.97601736
DSTYK,DSTYK,0.9760159
CDK15,CDK15,0.976012
ALDH3A1,ALDH3A1,0.9760106
OR2D2,OR2D2,0.97601056
ARPC3,ARPC3,0.9759945
TDRKH,TDRKH,0.97599214
VPS72,VPS72,0.97598803
PRAC1,PRAC1,0.97598445
MAX,MAX,0.97597414
SPAG1,SPAG1,0.97596955
ZBED1,ZBED1,0.97596616
MID2,MID2,0.97596383
SLC7A13,SLC7A13,0.97595096
EPHB1,EPHB3,0.97594106
NCAPH,NCAPH,0.97594106
RNASE10,RNASE10,0.97593945
SLC22A12,SLC22A12,0.97593683
OXSR1,OXSR1,0.9759353
CACNA2D3,CACNA2D3,0.9759317
SLC2A6,SLC2A6,0.9759212
DENND11,DENND11,0.97590524
ECE1,ECE1,0.97588825
AADAC,AADAC,0.97587746
VASN,VASN,0.9758673
IL12B,IL12B,0.97586536
KSR1,KSR1,0.97586364
LRRC3B,LRRC3B,0.97585285
GLG1,GLG1,0.9758501
PAQR8,PAQR8,0.97584456
ROBO3,ROBO3,0.9758392
GDF7,GDF7,0.9758388
JPT2,JPT2,0.975823
RAB11FIP1,RAB11FIP1,0.97580016
HECW2,HECW2,0.9757967
TBC1D22A,TBC1D22A,0.9757829
CHGB,CHGB,0.97578084
TBX1,TBX1,0.97577566
NPB,NPB,0.97577375
RPS16,RPS16,0.97577053
CACNA1A,CACNA1A,0.97575694
TEDC2,TEDC2,0.9757495
ERCC2,ERCC2,0.9757426
KRT9,KRT9,0.97573674
STARD8,STARD8,0.97573084
SMG1,SMG1,0.9757267
NMB,NMB,0.9756828
DCAF12,DCAF12,0.97566026
CACTIN,CACTIN,0.9756588
CYP2W1,CYP2W1,0.9756559
ANKRD18B,ANKRD18A,0.97565156
SDCCAG8,SDCCAG8,0.9756412
PRELID2,PRELID2,0.97563803
CEP78,CEP78,0.97563654
IRAK1,IRAK1,0.9756325
ACHE,ACHE,0.9756243
MTCL1,MTCL1,0.9756232
GDI2,GDI2,0.9756145
DLEC1,DLEC1,0.97560143
DBX2,DBX2,0.97559994
KLF6,KLF6,0.9755997
PRIM1,PRIM1,0.97559506
PRELID3A,PRELID3A,0.97558576
THYN1,THYN1,0.97558147
EP400,EP400,0.9755786
MAMU-DOB,TAP2,0.9755786
MSS51,MSS51,0.9755781
CXCL5,CXCL5,0.9755759
DNAJC16,DNAJC16,0.9755668
IGLV8-61,IGLV8-61,0.9755485
TAS1R1,TAS1R1,0.97554487
HSF2,HSF2,0.97552055
CDH17,CDH17,0.97550577
RIMS1,RIMS1,0.9755043
NFIX,NFIX,0.9754949
HSPB6,HSPB6,0.9754948
COL12A1,COL12A1,0.9754925
TADA1,TADA1,0.9754886
CLOCK,CLOCK,0.9754874
CALCB,CALCB,0.97548366
PATE1,PATE1,0.97547287
TELO2,TELO2,0.9754689
COMMD4,COMMD4,0.97546595
PLEKHN1,PLEKHN1,0.97546077
MOCS1,MOCS1,0.9754604
SYT14,SYT14,0.9754595
SLC17A5,SLC17A5,0.9754591
SREBF2,SREBF2,0.9754576
ATP7B,ATP7B,0.9754483
NEK9,NEK9,0.9754452
MPHOSPH10,MPHOSPH10,0.97544456
USP42,USP42,0.97543854
MYO1D,MYO1D,0.9754382
SMYD1,SMYD1,0.9754333
PIWIL4,PIWIL4,0.97542894
ARK2N,C18orf25,0.97542715
KRTAP27-1,KRTAP27-1,0.97542673
OTUD6B,OTUD6B,0.9754144
WDR62,WDR62,0.9754115
PGGHG,PGGHG,0.9754101
RAD9B,RAD9B,0.9754086
TTC3,TTC3,0.975391
ZNF362,ZNF362,0.9753898
CNNM4,CNNM4,0.9753875
RAB13,RAB13,0.97538286
IL2RA,IL2RA,0.975376
OGFRL1,OGFRL1,0.975376
DPH7,DPH7,0.97537476
KIF16B,KIF16B,0.97536963
MFAP5,MFAP5,0.9753658
CCDC168,CCDC168,0.97534615
SLC25A46,SLC25A46,0.9753243
KIAA2013,KIAA2013,0.97531563
SSX2IP,SSX2IP,0.97531414
PMPCA,PMPCA,0.9753106
CYLD,CYLD,0.97530633
CADM1,CADM1,0.9752933
C8H8orf34,C8orf34,0.9752797
ATP2A3,ATP2A3,0.97526646
ADD1,ADD1,0.9752598
LHX2,LHX2,0.9752573
VGLL2,VGLL2,0.9752354
PKN2,PKN2,0.97523504
NIPBL,NIPBL,0.97522223
CYP2B6,CYP2B6,0.97521627
TNFSF11,TNFSF11,0.9752056
TMEM67,TMEM67,0.97519845
RFTN2,RFTN2,0.97519594
RILPL2,RILPL2,0.9751917
FRY,FRYL,0.975188
LDAH,LDAH,0.9751841
BTBD9,BTBD9,0.97518295
MORN3,MORN3,0.975182
MTRFR,MTRFR,0.9751533
TMEM25,TMEM25,0.9751532
CDC45,CDC45,0.9751357
RAPGEF2,RAPGEF6,0.9751257
PTPN13,PTPN13,0.9751165
CLEC4D,CLEC4D,0.9751132
IFI35,IFI35,0.97510946
LRRTM1,LRRTM1,0.97508466
RPS14,RPS14,0.9750773
CT47C1,CT47A1,0.97507006
SLAMF7,SLAMF7,0.97506934
RABGAP1L,RABGAP1L,0.975069
C1H1orf232,C1orf232,0.97506785
ITGAV,ITGAV,0.97505814
IFI16,IFI16,0.9750577
ISL2,ISL1,0.9750392
BASP1,BASP1,0.97503895
DDOST,DDOST,0.97503686
DNAL4,DNAL4,0.9750303
TEX50,TEX50,0.9750286
SERPINF2,SERPINF2,0.9750284
YWHAH,DEPDC5,0.975027
POMP,POMP,0.9750161
MRPS16,MRPS16,0.9750104
ABCB7,ABCB7,0.97500163
GLCCI1,GLCCI1,0.97498906
PRDX2,PRDX2,0.97498524
AASS,AASS,0.9749797
HSPE1,HSPE1-MOB4,0.97496694
PHOSPHO1,PHOSPHO1,0.97495836
DAB1,DAB1,0.9749561
PCSK1,PCSK1,0.9749478
ARSA,ARSA,0.9749421
CD58,CD58,0.9749356
TRIM14,TRIM14,0.97492504
UCN2,UCN2,0.9749223
APOC4,APOC4-APOC2,0.97491795
TYMS,TYMS,0.9749145
EIF3I,EIF3I,0.9749123
CLEC4C,CLEC4C,0.9748988
ITPKA,ITPKA,0.9748932
ZDHHC24,ZDHHC24,0.9748903
MTCH1,MTCH1,0.9748888
POU1F1,POU1F1,0.9748852
FMNL3,FMNL3,0.9748824
PRADC1,PRADC1,0.97487915
UROS,UROS,0.974841
CFAP36,CFAP36,0.97483116
MTDH,MTDH,0.97483003
MSH3,MSH3,0.97482866
COL14A1,COL14A1,0.9748255
ACP3,ACP3,0.97481686
RPL30,RPL30,0.974816
PPP1R9A,PPP1R9A,0.9748111
CEP20,CEP20,0.9748107
ZP3,ZP3,0.9748024
VRK2,VRK2,0.9747832
TMEM225,TMEM225,0.97477764
TIRAP,TIRAP,0.97476923
CEP120,CEP120,0.97476095
SDHC,SDHC,0.97475827
MFSD4A,MFSD4A,0.9747458
PIP4K2C,PIP4K2C,0.97474486
SLC7A5,SLC7A5,0.97474
CFH,CFH,0.9747376
LTBP3,LTBP3,0.97473645
CLEC12B,CLEC12B,0.9747337
ACY3,ACY3,0.97472453
GUCA1C,GUCA1C,0.9747221
RBM45,RBM45,0.9747193
RPL4,RPL4,0.9747148
WDR27,WDR27,0.97471404
CASP10,CASP10,0.974714
ZDHHC3,ZDHHC3,0.97468716
PGK2,PGK2,0.97468656
NPY,NPY,0.97468257
FAM24A,FAM24A,0.97468156
ORM1,ORM1,0.9746795
KIR3DH,KIR3DL1,0.9746775
GOLGA2,GOLGA2,0.9746752
OR1J4,OR1J4,0.97467023
FCRL6,FCRL6,0.97465855
MIX23,MIX23,0.9746567
SNRPB,SNRPB,0.9746567
SCCPDH,SCCPDH,0.9746521
RPN1,RPN1,0.9746511
CADM4,CADM4,0.9746488
ZKSCAN5,ZKSCAN5,0.9746312
ASB11,ASB11,0.9746163
SLC38A7,SLC38A7,0.9746082
JDP2,JDP2,0.97460294
KRTCAP2,KRTCAP2,0.97460157
NGEF,NGEF,0.97459865
ABHD14B,ABHD14B,0.97459424
FAM240A,FAM240A,0.9745936
SNX3,SNX3,0.9745882
TFF2,TFF2,0.9745865
NOL12,NOL12,0.97456396
DNAH2,DNAH2,0.9745609
DTNB,DTNB,0.97454536
DCTN3,DCTN3,0.9745439
ZNF687,ZNF687,0.97453266
ENSA,ENSA,0.97452873
SLC29A3,SLC29A3,0.9745132
NRG1,NRG1,0.97450554
SLC38A1,SLC38A1,0.9745027
NDUFB10,NDUFB10,0.97448075
TSEN54,TSEN54,0.97447944
CANX,CANX,0.9744776
SART3,SART3,0.9744768
MCTP2,MCTP2,0.9744743
NXPH3,NXPH3,0.97447366
VCPIP1,VCPIP1,0.97447306
RAMP3,RAMP3,0.9744523
NLRP4,NLRP4,0.9744496
TBCD,TBCD,0.97442627
DMAC2L,DMAC2L,0.97439355
HYKK,HYKK,0.9743885
TRAV9-1,TRAV9-1,0.9743862
CIMAP2,LEXM,0.9743747
PNPLA7,PNPLA7,0.97435635
GLYATL1B,GLYATL1B,0.97435075
FAM118B,FAM118B,0.9743393
