crab_eating_macaque gene name,rhesus_macaque gene name,correlation
RLF,RLF,0.99704605
CDH19,CDH19,0.9970448
DMAP1,DMAP1,0.9970448
NUMB,NUMB,0.9970366
FARS2,FARS2,0.9970353
MAP4K4,MAP4K4,0.997034
KANSL2,KANSL2,0.9970337
FBXL7,FBXL7,0.99703187
CNOT4,CNOT4,0.99703056
ALS2CL,ALS2CL,0.99702966
GABPB1,GABPB1,0.9970295
ARNT2,ARNT2,0.9970285
IL21R,IL21R,0.9970285
KRT1,KRT2,0.9970285
SHISA2,SHISA2,0.9970275
AFG3L2,AFG3L2,0.9970266
SEC11C,SEC11C,0.99702615
SGMS1,SGMS1,0.99702376
PAK3,PAK3,0.9970199
HARS2,HARS2,0.9970155
CCDC186,CCDC186,0.99701333
COL11A1,COL11A1,0.9970119
SLC25A21,SLC25A21,0.99701136
TRPC6,TRPC6,0.99701136
MON1B,MON1B,0.9970061
WNT16,WNT16,0.99700236
RORC,RORC,0.9970008
FARP2,FARP2,0.996998
CMAS,CMAS,0.99699724
TESK1,TESK1,0.99699724
SEC61A1,SEC61A1,0.9969971
H1-2,H1-2,0.9969952
ANXA7,ANXA7,0.99699223
GRK7,GRK7,0.9969914
TUBB,TUBB,0.99699044
OR10A4,OR10A4,0.9969893
GBX1,GBX1,0.99698883
KLHL4,KLHL4,0.99698615
GOLM2,GOLM2,0.9969785
GARIN2,GARIN2,0.9969759
FAM217A,FAM217A,0.99697536
TGIF1,TGIF1,0.9969735
THBS4,THBS4,0.9969732
CD46,CD46,0.9969708
NPPC,NPPC,0.9969682
GJD4,GJD4,0.99696743
ND4L,ND4L,0.9969672
STXBP5L,STXBP5L,0.9969653
UTP6,UTP6,0.99696517
BRCA2,BRCA2,0.99696374
AKAP4,AKAP4,0.99696225
PLD5,PLD5,0.9969611
SLC27A3,SLC27A3,0.99696064
TPGS2,TPGS2,0.99695975
VAV3,VAV3,0.99695766
COLEC12,COLEC12,0.9969571
LPIN2,LPIN2,0.9969562
METTL14,METTL14,0.9969553
ANO3,ANO3,0.99695325
CBX2,CBX2,0.99695325
CWC25,CWC25,0.9969529
MCM3,MCM3,0.99695265
ZNF821,ZNF821,0.99695194
DOCK1,DOCK1,0.99694765
ZFP64,ZFP64,0.9969453
CYTB,CYTB,0.99693966
SLC1A2,SLC1A2,0.9969392
FXR2,FXR2,0.99693817
CAMKK1,CAMKK1,0.99693704
STK26,STK26,0.9969369
ARHGAP17,ARHGAP17,0.99693686
C14orf93,C7H14orf93,0.9969344
MCAM,MCAM,0.99693286
NUP50,NUP50,0.9969311
CLOCK,CLOCK,0.9969298
LGI1,LGI1,0.9969286
FGGY,FGGY,0.99692696
RNF43,RNF43,0.9969263
C1orf174,C1H1orf174,0.99692595
CCSER2,CCSER2,0.9969242
RGS8,RGS8,0.9969227
CHRNG,CHRNG,0.9969176
LRRC74A,LRRC74A,0.9969165
GOT1,GOT1,0.9969092
RTN4R,RTN4R,0.9969086
TRIML2,TRIML2,0.9969078
VPS26A,VPS26A,0.9969075
MGAT5,MGAT5,0.99690324
NPY1R,NPY1R,0.9969008
IL2RB,IL2RB,0.9969004
CCDC8,CCDC8,0.9968956
BIK,BIK,0.9968921
GRK5,GRK5,0.996892
EFHC1,EFHC1,0.9968919
CAMKK2,CAMKK2,0.99689054
PSMD13,PSMD13,0.99689
SPTY2D1,SPTY2D1,0.9968886
FASTKD3,FASTKD3,0.9968882
ACADVL,ACADVL,0.9968873
ZNF416,ZNF416,0.9968868
HYDIN,HYDIN,0.9968852
LAMP3,LAMP3,0.9968851
HNRNPM,HNRNPM,0.9968817
UTP15,UTP15,0.9968803
ZBTB21,ZBTB21,0.9968797
RNPEP,RNPEP,0.9968772
KIAA1549,KIAA1549,0.99687546
NHERF1,NHERF1,0.99687487
KATNIP,KATNIP,0.99687374
ND3,ND3,0.99687296
NLRX1,NLRX1,0.9968725
LANCL1,LANCL1,0.99687016
CLK4,CLK4,0.9968675
CEP70,CEP70,0.9968632
NAP1L1,NAP1L1,0.9968625
TMEM102,TMEM102,0.9968622
MSL3,MSL3,0.9968578
CFAP68,CFAP68,0.99685645
DCTN1,DCTN1,0.99685526
SREBF1,SREBF1,0.99685365
EMCN,EMCN,0.99685323
IKBKB,IKBKB,0.9968526
CCNG2,CCNG2,0.9968524
UNC45B,UNC45B,0.9968524
COX6C,COX6C,0.99685115
GAPVD1,GAPVD1,0.9968463
SEC24B,SEC24B,0.99684596
CHRM3,CHRM3,0.9968457
TIMM44,TIMM44,0.9968443
DCT,DCT,0.9968438
KCNK18,KCNK18,0.9968416
ENTPD4,ENTPD4,0.9968371
STX11,STX11,0.9968371
ZBBX,ZBBX,0.99683475
WDCP,WDCP,0.9968336
MARCHF10,MARCHF10,0.99683285
PEX5L,PEX5L,0.99682784
DCAF16,DCAF16,0.9968278
NEIL2,NEIL2,0.9968272
GIMAP5,GIMAP5,0.9968238
TRIM15,TRIM15,0.996823
SPTBN1,SPTBN1,0.9968223
MARK3,MARK3,0.99682087
IGKV6D-41,IGKV6D-41,0.9968205
CLCN4,CLCN4,0.9968176
ETV4,ETV4,0.99681604
DHX29,DHX29,0.9968153
SH3PXD2A,SH3PXD2A,0.9968151
CCL15,CCL15,0.99681455
GABRB2,GABRB2,0.9968137
PRPF3,PRPF3,0.9968132
CENPO,CENPO,0.9968125
CENPH,CENPH,0.996812
VTA1,VTA1,0.99680984
NT5C1B,NT5C1B,0.99680823
PM20D1,PM20D1,0.9968072
MOCS2,MOCS2,0.9968066
MSN,MSN,0.9968051
KCNC2,KCNC2,0.99680436
FAM216A,FAM216A,0.9968034
LANCL2,LANCL2,0.9967987
PDE11A,PDE11A,0.99679613
CYP11A1,CYP11A1,0.99679476
TEK,TEK,0.996794
NMNAT2,NMNAT2,0.9967935
FUNDC2,FUNDC2,0.9967932
LONP2,LONP2,0.99679095
ABCB7,ABCB7,0.9967895
SLC9A9,SLC9A9,0.9967891
RBSN,RBSN,0.9967829
FARSA,FARSA,0.99678165
SEC22C,SEC22C,0.9967792
BSCL2,BSCL2,0.9967777
ADCY6,ADCY6,0.9967772
CLPTM1,CLPTM1,0.99677575
PLK2,PLK2,0.9967752
S1PR2,S1PR2,0.9967731
RBCK1,RBCK1,0.9967724
DENND4B,DENND4B,0.9967712
MKS1,MKS1,0.9967697
EIF3E,EIF3E,0.99676824
MFSD11,MFSD11,0.99676806
DOLPP1,DOLPP1,0.9967653
PROP1,PROP1,0.99676335
SUSD4,SUSD4,0.99676204
RBM15,RBM15,0.9967596
VIM,VIM,0.9967582
SLC12A3,SLC12A3,0.9967571
ESAM,ESAM,0.9967566
ITPKC,ITPKC,0.99675554
CHD8,CHD8,0.99675494
ORAI2,ORAI2,0.99675316
AASS,AASS,0.9967521
UGT2A1,UGT2A1,0.9967494
STIM1,STIM1,0.99674803
TNFRSF10A,TNFRSF10A,0.996745
NXPE4,NXPE1,0.99674493
USP25,USP25,0.99674416
ZNF679,ZNF679,0.99674386
ALDH1A1,ALDH1A1,0.9967438
CATSPER1,CATSPER1,0.996743
SLC38A1,SLC38A1,0.9967413
IGHV3-15,IGHV3-15,0.99673945
SNUPN,SNUPN,0.99673903
SPX,SPX,0.9967378
RNGTT,RNGTT,0.99673754
CEACAM20,CEACAM20,0.9967372
SEC24D,SEC24D,0.9967365
RABGGTA,RABGGTA,0.9967355
CADM2,CADM2,0.99673516
CTH,CTH,0.9967349
EBF3,EBF3,0.996734
SENP2,SENP2,0.9967331
POMT1,POMT1,0.9967326
NAV3,NAV3,0.99673146
HPS3,HPS3,0.99673045
EFCAB11,EFCAB11,0.9967301
ERGIC3,ERGIC3,0.9967268
NUDT5,NUDT5,0.9967267
ALDH1L2,ALDH1L2,0.9967253
ADCY8,ADCY8,0.9967247
CHEK1,CHEK1,0.9967221
APOC4,APOC4,0.9967198
PPM1H,PPM1H,0.9967196
PIGW,PIGW,0.9967193
AVL9,AVL9,0.9967192
NMT2,NMT2,0.9967178
ZNF207,ZNF207,0.9967169
PREPL,PREPL,0.9967162
CD84,CD84,0.9967154
FPGS,FPGS,0.9967142
SLC12A5,SLC12A5,0.9967142
SLC5A10,SLC5A10,0.9967135
FBXL15,FBXL15,0.9967133
ZNF287,ZNF287,0.9967072
SH3KBP1,SH3KBP1,0.9967061
WDR31,WDR31,0.99670494
FSHR,FSHR,0.9967024
ELOVL2,ELOVL2,0.9967003
CCDC57,CCDC57,0.9967002
EARS2,EARS2,0.9967001
LGMN,LGMN,0.9966998
ACSL5,ACSL5,0.9966986
SLC18A1,SLC18A1,0.99669623
FBXL14,FBXL14,0.9966955
ZBTB40,ZBTB40,0.996694
ILVBL,ILVBL,0.99669296
ZNF382,ZNF382,0.9966919
RAB11FIP5,RAB11FIP5,0.9966899
MSH6,MSH6,0.99668807
LARGE1,LARGE1,0.9966837
SIGLEC5,SIGLEC5,0.996682
PRICKLE2,PRICKLE2,0.99668133
TRIM65,TRIM65,0.9966813
TRIM16,TRIM16,0.9966811
SATL1,SATL1,0.996681
STRA8,STRA8,0.99667764
TADA2A,TADA2A,0.99667525
RTEL1,RTEL1,0.9966676
HSP90B1,HSP90B1,0.996666
R3HDM1,R3HDM1,0.9966653
SHMT1,SHMT1,0.99666506
IL17REL,IL17REL,0.9966649
GSG1L2,GSG1L2,0.99666345
SULF1,SULF1,0.99666286
EIF2AK2,EIF2AK2,0.99666107
C12orf42,C11H12orf42,0.9966595
ALDH5A1,ALDH5A1,0.99665844
UGT3A1,UGT3A1,0.9966574
DNAJC7,DNAJC7,0.9966566
CTDSPL2,CTDSPL2,0.99665415
RUSC1,RUSC1,0.99665356
SYCP3,SYCP3,0.9966523
GSDME,GSDME,0.9966522
DGKZ,DGKZ,0.99665093
ELP6,ELP6,0.9966495
EIF4A1,EIF4A1,0.99664867
NTMT2,NTMT2,0.9966485
SIL1,SIL1,0.9966484
CPNE3,CPNE3,0.9966482
BMPER,BMPER,0.99664724
OR7E24,OR7E24,0.9966441
DIPK1B,DIPK1B,0.9966429
PDHA1,PDHA1,0.9966426
CDKL2,CDKL2,0.99663967
IL36A,IL36A,0.9966395
DCTN2,DCTN2,0.9966367
GTPBP10,GTPBP10,0.9966345
SELENOO,SELENOO,0.9966344
LCMT1,LCMT1,0.99663097
ARHGEF15,ARHGEF15,0.99662656
OSBP2,OSBP2,0.9966265
SLC36A2,SLC36A2,0.9966264
LNPK,LNPK,0.9966213
MUSK,MUSK,0.99662024
ATOH8,ATOH8,0.99661976
GADL1,GADL1,0.99661976
SLC52A1,SLC52A1,0.9966172
NEBL,NEBL,0.99661463
SLC24A5,SLC24A5,0.9966141
ACAA2,ACAA2,0.99661386
SLC33A1,SLC33A1,0.9966116
OSBPL10,OSBPL10,0.9966113
CAMK2N2,CAMK2N2,0.9966095
DOK4,DOK4,0.9966091
STX5,STX5,0.9966089
ADGRF3,ADGRF3,0.9966069
C1S,C1S,0.99660677
HEXA,HEXA,0.9966026
LARS2,LARS2,0.9965995
HAT1,HAT1,0.99659854
CCDC77,CCDC77,0.99659747
SLC13A5,SLC13A5,0.99659705
MTF2,MTF2,0.9965962
SLC9A4,SLC9A4,0.99659336
GNAI2,GNAI2,0.99658644
PELI1,PELI1,0.99658644
ZNF589,ZNF589,0.99658376
NGF,NGF,0.99658203
WWTR1,WWTR1,0.99658173
AP1M1,AP1M1,0.9965804
PMFBP1,PMFBP1,0.9965804
ARFGEF2,ARFGEF2,0.9965789
NTSR2,NTSR2,0.99657685
LTV1,LTV1,0.9965744
ITGA10,ITGA10,0.9965715
ATG14,ATG14,0.99656767
NAGLU,NAGLU,0.9965649
CEACAM1,CEACAM1,0.9965648
DDX6,DDX6,0.99656457
CAT,CAT,0.99656355
MLF1,MLF1,0.99656296
PSME4,PSME4,0.99656177
AP1S2,AP1S2,0.9965611
ZFP91,ZFP91,0.9965593
ST8SIA4,ST8SIA4,0.9965578
FANCM,FANCM,0.99655753
PAK2,PAK2,0.9965559
ZWILCH,ZWILCH,0.9965549
ALDH4A1,ALDH4A1,0.99655414
TSG101,TSG101,0.9965524
IDH3G,IDH3G,0.9965521
TMBIM1,TMBIM1,0.99655163
ATP6,ATP6,0.9965516
FUZ,FUZ,0.9965508
SH2D1A,SH2D1A,0.9965506
RUSF1,RUSF1,0.9965498
RUFY2,RUFY2,0.99654967
TSPAN3,TSPAN3,0.99654627
HK1,HK1,0.9965456
IFI16,IFI16,0.9965443
ECHS1,ECHS1,0.9965433
ZNF75D,ZNF75D,0.9965385
STX7,STX7,0.9965371
ECM2,ECM2,0.9965369
NOX5,NOX5,0.99653643
WNT8A,WNT8A,0.99653643
PRRC1,PRRC1,0.99653506
TOE1,TOE1,0.99653375
WARS2,WARS2,0.99653304
ZKSCAN3,ZKSCAN3,0.99653304
TMEM145,TMEM145,0.9965322
CERT1,CERT1,0.9965315
RSPRY1,RSPRY1,0.9965296
BMP4,BMP4,0.99652904
FEZF1,FEZF1,0.9965281
DZIP1,DZIP1,0.99652696
TSGA13,TSGA13,0.99652666
YIPF2,YIPF2,0.99652547
NWD2,NWD2,0.9965244
GNB1,GNB1,0.99652326
MDH1,MDH1,0.99652267
F9,F9,0.99652076
SYBU,SYBU,0.99651986
TBC1D17,TBC1D17,0.9965197
APTX,APTX,0.99651927
SYNC,SYNC,0.99651575
TTR,TTR,0.99651223
MIS18A,MIS18A,0.9965113
XRRA1,XRRA1,0.9965092
DUOX2,DUOX2,0.9965079
SCRN3,SCRN3,0.99650633
NPTX2,NPTX2,0.99650604
GLYATL1,GLYATL1B,0.9965047
VWA2,VWA2,0.9965047
PRXL2A,PRXL2A,0.99650407
NPTN,NPTN,0.9965
MAPKAPK3,MAPKAPK3,0.9964973
RABGAP1L,RABGAP1L,0.9964949
GMPR,GMPR,0.9964915
ALAD,ALAD,0.9964905
RNF40,RNF40,0.9964899
FBXO38,FBXO38,0.9964863
RPTOR,RPTOR,0.9964859
TECRL,TECRL,0.99648577
RBM19,RBM19,0.9964857
TTC7A,TTC7A,0.9964856
SMAD4,SMAD4,0.996485
FAM98A,FAM98A,0.9964801
ARMC2,ARMC2,0.9964774
MMP13,MMP13,0.9964728
FAM193A,FAM193A,0.99647206
KLF17,KLF17,0.99646294
KLC4,KLC4,0.9964616
BUD23,BUD23,0.99645597
TRAK1,TRAK1,0.99645394
PIWIL3,PIWIL3,0.9964521
PPIL3,PPIL3,0.99645096
GPR161,GPR161,0.9964503
SLC23A3,SLC23A3,0.9964469
NOL4,NOL4,0.99644613
INPP5A,INPP5A,0.9964445
ATF7IP,ATF7IP,0.9964444
HYOU1,HYOU1,0.9964404
STAU2,STAU2,0.99643713
MASTL,MASTL,0.99643344
RIC1,RIC1,0.9964333
GTDC1,GTDC1,0.9964328
RNF122,RNF122,0.9964325
ECHDC3,ECHDC3,0.996431
DNMT3A,DNMT3A,0.9964296
ZFYVE19,ZFYVE19,0.9964295
GSTO1,GSTO1,0.996429
CD209,CD209,0.9964287
PARVG,PARVG,0.9964286
CBFA2T2,CBFA2T2,0.996428
UBE2D2,UBE2D2,0.9964278
ERCC3,ERCC3,0.99642736
USP49,USP49,0.99642426
CHFR,CHFR,0.9964233
E2F6,E2F6,0.99641687
ZC2HC1B,ZC2HC1B,0.99641407
MICAL1,MICAL1,0.99641377
CCNP,CCNP,0.99641216
MAP3K5,MAP3K5,0.99641067
MYO1C,MYO1C,0.9964103
TRIM28,TRIM28,0.9964084
PPP5C,PPP5C,0.99640805
CFAP69,CFAP69,0.99640614
VPS36,VPS36,0.99640435
CFAP99,CFAP99,0.99640036
HS3ST3A1,HS3ST3A1,0.99640006
RAB6B,RAB6B,0.9963991
OSGEPL1,OSGEPL1,0.99639904
PRMT5,PRMT5,0.9963958
ZKSCAN5,ZKSCAN5,0.99639565
GDAP2,GDAP2,0.9963949
NCL,NCL,0.99639463
SPMIP10,SPMIP10,0.9963937
CDC20B,CDC20B,0.996392
CCNL1,CCNL1,0.99639004
ACTR2,ACTR2,0.9963887
TUBD1,TUBD1,0.9963869
IDS,IDS,0.99638563
SNX10,SNX10,0.9963846
GSPT2,GSPT2,0.99638397
TARS2,TARS2,0.996383
FLCN,FLCN,0.99638003
POLK,POLK,0.99637645
CEP76,CEP76,0.9963763
ANHX,ANHX,0.9963734
EPRS1,EPRS1,0.99637306
CRAMP1,CRAMP1,0.99637026
ANGPTL1,ANGPTL1,0.99636996
TTLL5,TTLL5,0.9963662
KIF21B,KIF21B,0.99636316
RPRD2,RPRD2,0.9963611
CHRM2,CHRM2,0.9963585
TRAV16,TRAV16,0.9963563
BCKDHB,BCKDHB,0.9963537
PLBD2,PLBD2,0.99635226
YY1,YY1,0.99635196
SLC4A1,SLC4A1,0.9963452
ASH2L,ASH2L,0.99634457
ARHGEF7,ARHGEF7,0.9963434
SMARCA1,SMARCA1,0.9963424
ADGRE5,ADGRE5,0.9963421
SRPRA,SRPRA,0.9963405
TRIM17,TRIM17,0.9963385
PCSK5,PCSK5,0.9963339
DLL3,DLL3,0.9963338
ANO10,ANO10,0.9963334
TPP1,TPP1,0.9963287
DBT,DBT,0.9963237
ADRA2B,ADRA2B,0.99632
CDC23,CDC23,0.9963198
LY6L,LY6L,0.99631846
KNSTRN,KNSTRN,0.9963163
ERMARD,ERMARD,0.9963112
NRG4,NRG4,0.9963099
SLC16A4,SLC16A4,0.99630946
PSMD6,PSMD6,0.9963089
PCDHB8,PCDHB8,0.9963085
FRMPD1,FRMPD1,0.9963036
IBTK,IBTK,0.99630255
HAVCR2,HAVCR2,0.996302
CD44,CD44,0.9962989
GPCPD1,GPCPD1,0.9962986
IGFL3,IGFL3,0.99629855
RNF145,RNF145,0.9962971
ZFP82,ZFP82,0.99629444
ARRB2,ARRB2,0.99629235
MPC1,MPC1,0.99629176
GNL2,GNL2,0.99629074
MAN1B1,MAN1B1,0.9962894
KITLG,KITLG,0.99628896
FAM135A,FAM135A,0.9962874
BECN1,BECN1,0.9962856
TCERG1,TCERG1,0.99628407
MICU1,MICU1,0.99628335
STX8,STX8,0.99628323
DPYSL3,DPYSL3,0.99628067
SDCBP2,SDCBP2,0.99628043
AASDH,AASDH,0.9962792
HIPK2,HIPK2,0.9962788
HOXA9,HOXA9,0.99627846
ZNF254,ZNF254,0.9962762
LRRC56,LRRC56,0.99627554
RUBCNL,RUBCNL,0.99627465
DMRTC2,DMRTC2,0.99626887
MTMR9,MTMR9,0.9962671
PDXDC1,PDXDC1,0.9962628
NCAPG,NCAPG,0.9962609
PGLYRP1,PGLYRP1,0.9962602
BLTP3B,BLTP3B,0.99625987
PIGH,PIGH,0.996259
NRSN2,NRSN2,0.99625754
ZNF281,ZNF281,0.9962566
NKAIN4,NKAIN4,0.9962525
ACTR3B,ACTR3B,0.9962514
ALG12,ALG12,0.99624884
SPN,SPN,0.99624866
XK,XK,0.9962474
ARHGAP32,ARHGAP32,0.996245
PLCE1,PLCE1,0.99624413
SESN1,SESN1,0.9962412
TBL1Y,TBL1Y,0.9962365
LIPI,LIPI,0.9962343
CBLB,CBLB,0.996234
UAP1,UAP1,0.99623334
PDLIM3,PDLIM3,0.99622864
KLF6,KLF6,0.9962261
ABCB11,ABCB11,0.9962248
HERPUD2,HERPUD2,0.99622244
SYT14,SYT14,0.99622047
AACS,AACS,0.9962199
FCHO2,FCHO2,0.9962174
DUOX1,DUOX1,0.99621606
RIPOR2,RIPOR2,0.99621344
POC1A,POC1A,0.996213
DOCK11,DOCK11,0.99621123
MFAP3L,MFAP3L,0.9962108
PRND,PRND,0.99621046
RBPJ,RBPJ,0.9962104
PRKAR2B,PRKAR2B,0.99620944
RPS6KL1,RPS6KL1,0.9962083
GARIN5B,GARIN5B,0.99620485
PCDH1,PCDH1,0.99620366
EGFLAM,EGFLAM,0.99620336
USP33,USP33,0.99619776
GLT8D1,GLT8D1,0.996197
DTX3,DTX3,0.9961958
ITCH,ITCH,0.99619544
SLC2A7,SLC2A7,0.9961954
ADGRA3,ADGRA3,0.99619484
CDK4,CDK4,0.99619406
VCAM1,VCAM1,0.99619365
TRAV19,TRAV19,0.99618804
UBE2T,UBE2T,0.99618703
SGCZ,SGCZ,0.9961852
ZNF573,ZNF573,0.9961815
SMIM1,SMIM1,0.99617815
MAPKAPK2,MAPKAPK2,0.9961773
WSCD1,WSCD1,0.996177
ABCG1,ABCG1,0.9961764
NAGS,NAGS,0.99617535
FSD2,FSD2,0.9961717
CHI3L2,CHI3L2,0.9961712
RARS1,RARS1,0.9961689
RELL1,RELL1,0.99616784
SLCO1C1,SLCO1C1,0.9961651
DNAJC3,DNAJC3,0.99616456
KRT80,KRT80,0.9961623
APBA2,APBA2,0.99616176
SHD,SHD,0.9961583
IFT140,IFT140,0.99615693
STX3,STX3,0.9961568
CACNA2D1,CACNA2D1,0.99615675
PRPF31,PRPF31,0.9961556
LIPG,LIPG,0.9961552
FAM13A,FAM13A,0.9961549
LZTR1,LZTR1,0.9961526
HCN1,HCN1,0.9961514
EIF4G3,EIF4G3,0.9961513
CYP4A11,CYP4A45,0.9961498
CCR7,CCR7,0.99614793
SLC4A8,SLC4A8,0.99614596
KSR1,KSR1,0.99614555
PTPA,PTPA,0.9961449
TMEM98,TMEM98,0.9961448
FA2H,FA2H,0.99614453
GALNT17,GALNT17,0.9961436
NME9,NME9,0.99614155
ADAMTS12,ADAMTS12,0.9961399
ZNF446,ZNF446,0.9961387
CDC14A,CDC14A,0.99613374
ARRDC2,ARRDC2,0.99613315
SZT2,SZT2,0.9961319
CD36,CD36,0.9961309
SLC7A7,SLC7A7,0.99612975
ART1,ART1,0.99612874
PI4KA,PI4KA,0.99612826
LAMB1,LAMB1,0.9961251
LSP1,LSP1,0.99612474
NUP35,NUP35,0.99612314
MRGPRD,MRGPRD,0.996123
STIM2,STIM2,0.9961218
C8orf34,C8H8orf34,0.99612075
TNFSF4,TNFSF4,0.99612075
OPRM1,OPRM1,0.9961179
ACER3,ACER3,0.99610937
NHSL2,NHSL2,0.9961086
PRPH2,PRPH2,0.996108
ICA1,ICA1,0.9961065
PRR35,PRR35,0.9961017
DBR1,DBR1,0.996101
ELP3,ELP3,0.99610084
GATA5,GATA5,0.9960991
CEP97,CEP97,0.996099
CTDP1,CTDP1,0.99609834
CHODL,CHODL,0.9960966
EIF4G2,EIF4G2,0.99609315
LRCH3,LRCH3,0.996086
TBC1D14,TBC1D14,0.99608433
ADRA1D,ADRA1D,0.996084
TUBA8,TUBA8,0.99608314
POMGNT1,POMGNT1,0.9960825
SLC25A26,SLC25A26,0.9960821
NPAS2,NPAS2,0.99607915
SPSB3,SPSB3,0.9960753
LNX1,LNX1,0.99607515
CERK,CERK,0.9960729
NELFA,NELFA,0.99606943
ZNF296,ZNF296,0.99606913
TMEM232,TMEM232,0.9960669
ABR,ABR,0.9960649
CHRND,CHRND,0.99606353
NDUFC2,NDUFC2,0.99605757
NR1H3,NR1H3,0.9960574
PRRC2A,PRRC2A,0.9960571
KCNT2,KCNT2,0.996056
RAB18,RAB18,0.9960558
SP6,SP6,0.9960536
CLYBL,CLYBL,0.99605346
USP9Y,USP9Y,0.996052
TREH,TREH,0.9960496
ZNF420,ZNF420,0.9960471
SURF4,SURF4,0.996047
AP2A2,AP2A2,0.9960429
RAD9A,RAD9A,0.9960409
NETO2,NETO2,0.99604
SLC38A7,SLC38A7,0.9960392
CFAP206,CFAP206,0.9960385
HCRTR1,HCRTR1,0.99603707
ASPM,ASPM,0.99603343
OGT,OGT,0.9960322
SLC44A3,SLC44A3,0.9960319
AIFM1,AIFM1,0.9960285
NFX1,NFX1,0.99602675
CPA6,CPA6,0.9960258
WFDC12,WFDC12,0.9960248
IFNGR2,IFNGR2,0.99602085
DHCR7,DHCR7,0.9960189
PLA2G15,PLA2G15,0.9960137
GET4,GET4,0.9960135
ZNF674,ZNF674,0.9960092
RNF167,RNF167,0.99600875
COL19A1,COL19A1,0.9960074
OSCP1,OSCP1,0.9960059
SPRY4,SPRY4,0.996005
SYT3,SYT3,0.9960021
PDCD7,PDCD7,0.9960012
MIDN,MIDN,0.9959998
ACBD5,ACBD5,0.9959991
DCLRE1C,DCLRE1C,0.99599904
SPRY1,SPRY1,0.9959989
DOCK7,DOCK7,0.9959974
ATP5F1B,ATP5F1B,0.99599534
CDCA7,CDCA7,0.99599403
USP39,USP39,0.9959901
ZNF23,ZNF23,0.9959901
E4F1,E4F1,0.99598867
IGSF21,IGSF21,0.99598837
LDLRAP1,LDLRAP1,0.995987
TTYH2,TTYH2,0.9959857
MEIOB,MEIOB,0.99598455
COL9A1,COL9A1,0.99598414
MYB,MYB,0.99598414
STX2,STX2,0.99598336
CCDC170,CCDC170,0.9959828
PSMB9,PSMB9,0.99598175
LTK,LTK,0.9959811
ABAT,ABAT,0.99598104
NEK2,NEK2,0.99597955
KCNB1,KCNB1,0.99597484
GSS,GSS,0.99596804
CLPTM1L,CLPTM1L,0.9959678
SEL1L2,SEL1L2,0.9959678
MAEL,MAEL,0.99596596
NIT1,NIT1,0.9959655
ITSN1,ITSN1,0.9959644
ANTXR2,ANTXR2,0.99596345
POLM,POLM,0.9959624
LGI4,LGI4,0.995962
SS18,SS18,0.9959597
ANKRD55,ANKRD55,0.9959596
HCRT,HCRT,0.99595857
PAX7,PAX7,0.9959576
KPNA7,KPNA7,0.99595696
KLHDC3,KLHDC3,0.99595684
AOC2,AOC2,0.99595404
VAV1,VAV1,0.9959538
ALDH1L1,ALDH1L1,0.99595207
NOSTRIN,NOSTRIN,0.99595183
SNX13,SNX13,0.9959494
DLG2,DLG2,0.9959488
NR5A1,NR5A1,0.99594617
SLIT3,SLIT3,0.9959438
POLR2I,POLR2I,0.99593806
MRPL30,MRPL30,0.99593747
ZNF121,ZNF121,0.9959365
STRA6,STRA6,0.9959332
PCP4,PCP4,0.9959304
SNX4,SNX4,0.9959288
ZAR1L,ZAR1L,0.99592865
CHIT1,CHIT1,0.99592763
RNASEL,RNASEL,0.9959272
CYP1A2,CYP1A2,0.9959243
LMO7,LMO7,0.99592334
SLC17A1,SLC17A1,0.9959232
TRRAP,TRRAP,0.9959225
MROH2B,MROH2B,0.99592173
PRPF40A,PRPF40A,0.99591917
MEGF11,MEGF11,0.9959151
CSTPP1,CSTPP1,0.9959137
AUH,AUH,0.9959129
FAM118B,FAM118B,0.9959122
JAM2,JAM2,0.9959076
LTBR,LTBR,0.99590707
CCN6,CCN6,0.9959033
ZNF644,ZNF644,0.995903
RBL1,RBL1,0.99590296
ZNF701,ZNF701,0.99589854
POLR2G,POLR2G,0.9958979
ZDHHC4,ZDHHC4,0.99589753
CD40LG,CD40LG,0.99589556
CLIP4,CLIP4,0.99589145
PPP1CB,PPP1CB,0.99589133
HAUS6,HAUS6,0.9958882
PRPF40B,PRPF40B,0.99588704
SPTAN1,SPTAN1,0.99588567
ATP5PF,ATP5PF,0.9958853
TTLL4,TTLL4,0.9958816
CHMP4C,CHMP4C,0.9958804
ASL,ASL,0.99587953
CA6,CA6,0.9958788
TRPC4,TRPC4,0.9958781
VPS28,VPS28,0.995877
MRPS30,MRPS30,0.99587667
GPR179,GPR179,0.9958736
AGBL2,AGBL2,0.9958708
LOXL3,LOXL3,0.9958653
RBFOX2,RBFOX2,0.995865
JDP2,JDP2,0.9958643
HSD3B2,HSD3B2,0.9958623
TMEM191C,TMEM191C,0.99585885
NF2,NF2,0.9958579
AGFG1,AGFG1,0.99585724
AMT,AMT,0.9958565
PLEKHG7,PLEKHG7,0.9958545
SIKE1,SIKE1,0.9958525
C2CD2,C2CD2,0.9958504
WSCD2,WSCD2,0.99584925
MAPK8IP1,MAPK8IP1,0.9958482
EPS8L2,EPS8L2,0.99584776
GBE1,GBE1,0.99584746
MAP3K7,MAP3K7,0.9958451
PKIB,PKIB,0.9958442
SEPTIN2,SEPTIN2,0.995844
