gorillas gene name,rhesus_macaques gene name,correlation
MROH9,MROH9,0.9937317
TNIP1,TNIP1,0.9937302
FHOD1,FHOD1,0.9937288
SQLE,SQLE,0.99372876
GTF2H3,GTF2H3,0.9937245
ADIPOR2,ADIPOR2,0.99372303
PREPL,PREPL,0.9937203
DRC7,DRC7,0.9937197
TPR,TPR,0.9937157
GAPT,GAPT,0.99371517
PPP1R7,PPP1R7,0.99371445
FCRL3,FCRL3,0.9937125
PLCD3,PLCD3,0.9937097
EFNA1,EFNA1,0.99370676
VLDLR,VLDLR,0.99370444
ZNF318,ZNF318,0.9937043
VPS45,VPS45,0.99370295
BICD2,BICD2,0.99369854
TMEM135,TMEM135,0.9936951
TAF6,TAF6,0.9936936
CNBP,CNBP,0.99368984
RXRA,RXRA,0.9936892
ME2,ME2,0.9936889
DBR1,DBR1,0.99368757
LRRC34,LRRC34,0.99368495
ARAP3,ARAP3,0.99368316
HIPK2,HIPK2,0.9936824
PLEKHA1,PLEKHA1,0.9936823
CSN2,CSN2,0.99368036
LHFPL1,LHFPL1,0.9936801
UAP1,UAP1,0.9936791
UPP2,UPP2,0.9936776
KLF6,KLF6,0.993675
ZC3H10,ZC3H10,0.99367064
MAP2,MAP2,0.9936694
TTC29,TTC29,0.9936671
KLKB1,KLKB1,0.9936658
FAM162B,FAM162B,0.9936629
CIMAP1B,CIMAP1B,0.99366134
SPATA7,SPATA7,0.99365973
VPS37B,VPS37B,0.99365455
ARFIP1,ARFIP1,0.99365234
FBXW2,FBXW2,0.99365145
PLG,PLG,0.9936493
EXOSC8,EXOSC8,0.99364495
SELENOH,SELENOH,0.9936425
SLC35F4,SLC35F4,0.9936414
MZT1,MZT1,0.99364007
RASSF10,RASSF10,0.9936376
TNNT2,TNNT2,0.9936372
MAPK8IP3,MAPK8IP3,0.99363464
HDLBP,HDLBP,0.99362695
TMEM247,TMEM247,0.9936247
RPS6KC1,RPS6KC1,0.9936242
GEMIN8,GEMIN8,0.9936241
C16orf90,C20H16orf90,0.99362236
ZNF687,ZNF687,0.99361503
TEX13A,TEX13A,0.99361306
PSKH2,PSKH2,0.9936112
DPP6,DPP6,0.99360704
TRMT10C,TRMT10C,0.9936065
EIF3D,EIF3D,0.99360436
CDC42SE2,CDC42SE2,0.9936028
MYO7B,MYO7B,0.9936005
ETS1,ETS1,0.99359727
KCNMB3,KCNMB3,0.9935971
ZFP14,ZFP82,0.99359417
INPP4A,INPP4A,0.99359286
ABCB11,ABCB11,0.9935921
LAD1,LAD1,0.993592
C8orf74,C8H8orf74,0.99358976
FARSA,FARSA,0.99358624
ABCF3,ABCF3,0.99358225
IL7R,IL7R,0.9935794
ZDHHC13,ZDHHC13,0.9935763
CCDC170,CCDC170,0.99357295
RASD2,RASD2,0.99357194
KEL,KEL,0.99356985
EPS15L1,EPS15L1,0.9935694
LDLRAP1,LDLRAP1,0.99356645
TUBA1B,TUBA1A,0.9935652
TEDC2,TEDC2,0.99356127
WDCP,WDCP,0.99356055
NR1H3,NR1H3,0.9935599
LCK,LCK,0.9935592
ARHGAP36,ARHGAP36,0.9935589
AKR1C3,AKR1C1,0.99355465
SMCHD1,SMCHD1,0.9935542
OGFRL1,OGFRL1,0.99354917
PTCHD1,PTCHD1,0.9935491
JHY,JHY,0.9935483
SH3PXD2A,SH3PXD2A,0.9935472
CCT2,CCT2,0.9935424
AMTN,AMTN,0.9935357
ARL13A,ARL13A,0.99353284
PDCD2L,PDCD2L,0.9935247
SAC3D1,SAC3D1,0.9935244
DCP1A,DCP1A,0.99352264
NLRP4,NLRP4,0.9935205
PIGK,PIGK,0.99351746
MAP3K8,MAP3K8,0.9935148
PIK3R4,PIK3R4,0.9935118
HCFC1,HCFC1,0.99351096
IKZF1,IKZF1,0.99350935
CAPN2,CAPN2,0.9935049
TPRKB,TPRKB,0.99350375
ANLN,ANLN,0.99350256
CCDC15,CCDC15,0.99350077
PRODH2,PRODH2,0.9934995
TGDS,TGDS,0.99349546
AWAT2,AWAT2,0.9934905
SMAD9,SMAD9,0.99349004
RPIA,RPIA,0.9934868
SRFBP1,SRFBP1,0.99348605
AIP,AIP,0.99348444
AEBP1,AEBP1,0.9934844
ERGIC3,ERGIC3,0.99348056
OTOF,OTOF,0.9934779
TNFRSF6B,TNFRSF6B,0.9934739
SCAMP1,SCAMP1,0.99347353
OR8H1,OR8H3,0.99347216
ICOS,ICOS,0.9934712
PIGT,PIGT,0.99346817
ARAF,ARAF,0.99346566
SLFN12L,SLFN12L,0.99346393
SLC4A1AP,SLC4A1AP,0.9934619
MACROH2A2,MACROH2A2,0.99345875
VTA1,VTA1,0.9934581
ADAM7,ADAM7,0.993458
TMEM175,TMEM175,0.9934524
OSBPL5,OSBPL5,0.9934482
TFPI,TFPI,0.99344623
MORN1,MORN1,0.9934459
PTGER3,PTGER3,0.9934444
CYP2A6,CYP2A24,0.9934428
ABI3BP,ABI3BP,0.9934414
TNNI1,TNNI1,0.9934406
MRPS30,MRPS30,0.99343956
GRK6,GRK6,0.9934373
CHMP4C,CHMP4C,0.9934334
SPHK2,SPHK2,0.9934319
SIKE1,SIKE1,0.9934315
ZNF135,ZNF135,0.9934305
STAU1,STAU1,0.9934201
GPR32,GPR32,0.9934154
QRFP,QRFP,0.99341404
SLC38A9,SLC38A9,0.99341244
TTC8,TTC8,0.99341226
SPEM2,SPEM2,0.9934104
RTF2,RTF2,0.9934103
LRP2,LRP2,0.99340785
NXF3,NXF3,0.9934075
ICE2,ICE2,0.9934044
CAMKK2,CAMKK2,0.99340427
KIF7,KIF7,0.9934042
NOP14,NOP14,0.99340373
FGF5,FGF5,0.9934029
BST1,BST1,0.9934025
LEMD2,LEMD2,0.99340177
HSD3B2,HSD3B2,0.9933946
SAXO3,SAXO3,0.99339175
XRCC1,XRCC1,0.9933908
QSOX1,QSOX1,0.9933903
GTF3C5,GTF3C5,0.9933894
EIPR1,EIPR1,0.99338865
KIAA0586,KIAA0586,0.9933857
GNPNAT1,GNPNAT1,0.9933833
ALDH3B1,ALDH3B1,0.99338305
GGACT,GGACT,0.9933824
PKMYT1,PKMYT1,0.9933809
PRDM11,PRDM11,0.99337834
GCDH,GCDH,0.993376
OR4E1,OR4E1,0.99337345
MTRFR,MTRFR,0.99337286
SLC12A1,SLC12A1,0.9933718
ABCB10,ABCB10,0.9933698
ASCL4,ASCL4,0.9933688
CD5L,CD5L,0.99336874
SAV1,SAV1,0.993363
HIF3A,HIF3A,0.99335724
SLC4A5,SLC4A5,0.99335486
IL17F,IL17F,0.99335104
VAMP1,VAMP1,0.99335015
CDHR1,CDHR1,0.9933495
COMMD9,COMMD9,0.99334776
NOTO,NOTO,0.99334455
HADHA,HADHA,0.9933445
SLC45A3,SLC45A3,0.99334395
MAGEC2,MAGEC2,0.9933426
CERKL,CERKL,0.9933388
C10orf105,C9H10orf105,0.99333745
SCAMP5,SCAMP5,0.9933359
TNFRSF21,TNFRSF21,0.9933353
CSMD1,CSMD1,0.9933348
ATPAF2,ATPAF2,0.99333405
GPR78,GPR78,0.99333274
C2orf81,C13H2orf81,0.99333215
CYP2J2,CYP2J2,0.993331
B3GALT5,B3GALT5,0.9933303
PTGR3,PTGR3,0.99332964
ICAM4,ICAM4,0.993329
GNG4,GNG4,0.9933278
SYNC,SYNC,0.99332297
PID1,PID1,0.9933162
GZMA,GZMA,0.9933154
ABCC4,ABCC4,0.9933122
HYDIN,HYDIN,0.99331033
CAMK2B,CAMK2B,0.9933102
REG1A,REG1A,0.9933092
NXPE4,NXPE1,0.99330854
LUC7L3,LUC7L3,0.9933051
DNM3,DNM3,0.993302
XAGE5,XAGE5,0.9932992
TMEM30A,TMEM30A,0.99329764
EIF3H,EIF3H,0.99329513
SULT2A1,SULT2A1,0.9932948
MMP26,MMP26,0.9932924
EXTL1,EXTL1,0.99328923
KRT85,KRT85,0.99328315
KIF13B,KIF13B,0.9932814
OSBP2,OSBP2,0.9932769
SNX25,SNX25,0.9932765
ABHD6,ABHD6,0.993276
ZMPSTE24,ZMPSTE24,0.99327135
NDUFA4L2,NDUFA4L2,0.9932707
HMGXB4,HMGXB4,0.99326724
NEMP1,NEMP1,0.99326503
SIDT1,SIDT1,0.9932596
FPR3,FPR3,0.9932579
CDC5L,CDC5L,0.9932568
LMAN1,LMAN1,0.9932563
SALL3,SALL3,0.9932563
RGS21,RGS21,0.9932552
SLC2A6,SLC2A6,0.9932552
CAMK1D,CAMK1D,0.99325323
AHCYL2,AHCYL2,0.99325216
PAFAH2,PAFAH2,0.9932507
PPP4R3B,PPP4R3B,0.9932491
H2AZ1,H2AZ2,0.99324656
NECAP2,NECAP2,0.99324244
GALNT2,GALNT2,0.9932416
PLIN4,PLIN4,0.9932403
EXOC3,EXOC3,0.99323684
TFDP3,TFDP3,0.9932265
AP2A1,AP2A1,0.9932235
SESN1,SESN1,0.99322325
ANKRD44,ANKRD44,0.99321806
CCDC175,CCDC175,0.9932177
PPM1M,PPM1M,0.99321675
EGFR,EGFR,0.9932161
CCDC183,CCDC183,0.99321395
BIK,BIK,0.99321294
LYG2,LYG2,0.9932058
EPO,EPO,0.9932055
GABRB1,GABRB1,0.9932039
EFCAB8,EFCAB8,0.9932038
THRSP,THRSP,0.9932024
LETM1,LETM1,0.9932018
ENOSF1,ENOSF1,0.9931961
BAG1,BAG1,0.9931944
TMPRSS11A,TMPRSS11A,0.99319255
JMY,JMY,0.9931917
CTBS,CTBS,0.9931905
OR2A12,OR2A12,0.9931898
CCDC62,CCDC62,0.9931893
RSPO2,RSPO2,0.9931862
FOXP1,FOXP1,0.9931849
TUBE1,TUBE1,0.99318385
ARHGAP20,ARHGAP20,0.9931821
VPS52,VPS52,0.9931794
CDKN2AIPNL,CDKN2AIPNL,0.99317855
INPP5A,INPP5A,0.9931753
MMP12,MMP12,0.9931753
OR4D6,OR4D6,0.99317163
CES2,CES2,0.99316925
TTC14,TTC14,0.99316853
MROH1,MROH1,0.9931675
CPNE7,CPNE7,0.99316186
CYP4F2,CYP4F8,0.9931596
SMARCE1,SMARCE1,0.9931589
GMPPA,GMPPA,0.9931541
LCMT1,LCMT1,0.99315274
PHLDB3,PHLDB3,0.9931493
ITGB8,ITGB8,0.9931479
FBXO44,FBXO44,0.9931473
GSTO2,GSTO2,0.9931455
ZNF747,ZNF689,0.9931428
SNX12,SNX12,0.9931412
MSL3,MSL3,0.99314034
CLK2,CLK2,0.9931393
GAS6,GAS6,0.9931389
NUP88,NUP88,0.9931377
SCNN1G,SCNN1G,0.9931364
CCDC195,CCDC195,0.9931361
HERPUD2,HERPUD2,0.9931354
GLIS3,GLIS3,0.99313533
FAM217B,FAM217B,0.9931343
SMPD2,SMPD2,0.9931328
TOR1B,TOR1B,0.99313086
SHROOM3,SHROOM3,0.9931278
GINM1,GINM1,0.9931265
EME1,EME1,0.99312615
THADA,THADA,0.9931238
PPP2R5D,PPP2R5D,0.9931214
GAP43,GAP43,0.99311286
PCBP4,PCBP4,0.99310684
RPGRIP1,RPGRIP1,0.9931068
FAHD1,FAHD1,0.9931059
KIRREL3,KIRREL3,0.9931008
SPINK1,SPINK1,0.9930996
KCTD10,KCTD10,0.99309623
ALG12,ALG12,0.9930956
PEPD,PEPD,0.99309427
BACE1,BACE1,0.9930928
C20orf96,C10H20orf96,0.99309015
PPP2R2C,PPP2R2C,0.9930898
IFNK,IFNK,0.9930763
PDSS2,PDSS2,0.9930759
SLFNL1,SLFNL1,0.99307406
AQR,AQR,0.9930721
TNFSF13,TNFSF12,0.9930692
BTBD19,BTBD19,0.9930679
MRPL47,MRPL47,0.9930677
PSMC3,PSMC3,0.9930652
ZRANB3,ZRANB3,0.9930647
ARMCX4,ARMCX4,0.99306446
BPNT1,BPNT1,0.99306446
PTPRT,PTPRT,0.9930618
ITGBL1,ITGBL1,0.9930613
LSR,LSR,0.9930613
OR6F1,OR6F1,0.99305785
PTPN11,PTPN11,0.9930538
ILDR1,ILDR1,0.99305296
DCTN1,DCTN1,0.9930529
LTBP3,LTBP3,0.993049
WDR73,WDR73,0.9930488
TTC22,TTC22,0.9930465
CLNS1A,CLNS1A,0.9930454
SNAPC1,SNAPC1,0.9930443
DCLK1,DCLK1,0.9930393
NRF1,NRF1,0.9930388
ARG2,ARG2,0.9930368
HORMAD2,HORMAD2,0.9930361
CNN1,CNN1,0.99303395
SKIL,SKIL,0.9930335
IQCM,IQCM,0.9930319
BTBD16,BTBD16,0.99302953
SLC25A18,SLC25A18,0.99302834
APCS,APCS,0.99302304
ZDHHC23,ZDHHC23,0.9930204
ALDOC,ALDOC,0.9930187
MICU1,MICU1,0.99301666
C6orf118,C4H6orf118,0.99301434
RBBP8NL,RBBP8NL,0.9930134
TYSND1,TYSND1,0.99301136
CLN3,CLN3,0.9930095
IL5RA,IL5RA,0.9930094
BPIFA1,BPIFA1,0.99300903
GABPB2,GABPB2,0.9930074
GRM4,GRM4,0.9930035
GON7,GON7,0.9930028
CRYM,CRYM,0.99299985
MTX3,MTX3,0.9929969
RSPH1,RSPH1,0.99299455
SGK3,SGK3,0.992994
IGSF21,IGSF21,0.9929901
TBCE,TBCE,0.99298614
C1S,C1S,0.9929819
IL1R2,IL1R2,0.99298084
CCDC83,CCDC83,0.99297863
TYW5,TYW5,0.992978
RANGAP1,RANGAP1,0.9929778
RAB14,RAB14,0.99297774
KASH5,KASH5,0.992968
NRP2,NRP2,0.99296343
IPO5,IPO5,0.9929624
PLSCR3,PLSCR3,0.9929583
WDR1,WDR1,0.99295706
TRBV28,TRBV28,0.99295664
STX6,STX6,0.9929514
CCRL2,CCRL2,0.9929509
GP1BB,GP1BB,0.9929482
CHRNE,CHRNE,0.99294746
SRRD,SRRD,0.9929459
OR9H1P,OR9H1P,0.9929451
DNMBP,DNMBP,0.9929413
BTN3A3,BTN3A3,0.9929411
TXNDC15,TXNDC15,0.99293303
TIRAP,TIRAP,0.992933
CECR2,CECR2,0.9929286
CYB5R3,CYB5R3,0.992921
STAP1,STAP1,0.9929172
KLRB1,KLRB1,0.99291545
NIPSNAP3A,NIPSNAP3B,0.9929091
STX18,STX18,0.992907
RBL1,RBL1,0.99290156
GLOD5,GLOD5,0.9929013
TTLL6,TTLL6,0.99289703
FAM204A,FAM204A,0.99289674
OR1C1,OR1C1,0.99289227
C4orf33,C5H4orf33,0.99288934
CRIM1,CRIM1,0.9928889
OR52E4,OR52E4,0.99288803
MTOR,MTOR,0.9928876
ETNPPL,ETNPPL,0.99288386
AKIP1,AKIP1,0.9928813
POLD2,POLD2,0.99287975
ATP1B2,ATP1B2,0.99287844
COMMD8,COMMD8,0.99287647
SERPINA1,SERPINA1,0.9928757
MACROH2A1,MACROH2A1,0.9928732
SH3KBP1,SH3KBP1,0.99286956
MRGPRX4,MRGPRX4,0.99286836
TERF1,TERF1,0.99286646
CPB1,CPB1,0.99286604
PTPN9,PTPN9,0.9928634
ARHGAP19,ARHGAP19,0.9928596
SVIP,SVIP,0.99285865
GLE1,GLE1,0.9928569
BECN2,BECN2,0.9928541
SLC25A52,SLC25A52,0.99285334
TMEM199,TMEM199,0.992853
NRIP1,NRIP1,0.9928487
SLC4A1,SLC4A1,0.9928475
CCDC25,CCDC25,0.99284303
SEZ6,SEZ6,0.99284303
GAS1,GAS1,0.9928424
RNFT2,RNFT2,0.9928418
SPMIP1,SPMIP1,0.99283797
DELE1,DELE1,0.99283785
STRA6,STRA6,0.9928369
ANKRD60,ANKRD60,0.99283576
FOXRED2,FOXRED2,0.99283314
EIF2D,EIF2D,0.99283195
AKAP1,AKAP1,0.9928297
EVC,EVC,0.9928296
PIH1D2,PIH1D2,0.9928251
MTCP1,MTCP1,0.99282265
CXCL8,CXCL8,0.9928223
LHFPL3,LHFPL3,0.9928218
GRIPAP1,GRIPAP1,0.99281883
FLOT1,FLOT1,0.9928188
DNAJC6,DNAJC6,0.9928158
MAGED1,MAGED1,0.99280983
PDE4D,PDE4D,0.99280864
MUC1,MUC1,0.99280846
DYNLT4,DYNLT4,0.9928083
HMGN5,HMGN5,0.99280643
PSAP,PSAP,0.99280596
SOX30,SOX30,0.9927991
ITLN1,ITLN1,0.99279666
LRIG2,LRIG2,0.9927939
TUB,TUB,0.9927905
ANXA6,ANXA6,0.99278915
REC8,REC8,0.99278855
OPRPN,OPRPN,0.99278486
TRAV20,TRAV20,0.9927831
LAMC2,LAMC2,0.9927732
RTBDN,RTBDN,0.9927721
ZNF71,ZNF71,0.9927714
APOBEC3B,APOBEC3B,0.9927713
WBP1,WBP1,0.99277043
CPZ,CPZ,0.9927699
TTC23,TTC23,0.99276906
ZC3H3,ZC3H3,0.99276894
TFG,TFG,0.9927618
TCTN3,TCTN3,0.9927569
RAP2A,RAP2A,0.9927563
TFB2M,TFB2M,0.99275595
ZNF428,ZNF428,0.99275315
MAST3,MAST3,0.992753
TMEM81,TMEM81,0.9927527
CENPC,CENPC,0.99274796
SLC49A4,SLC49A4,0.9927454
SAG,SAG,0.9927452
PLBD2,PLBD2,0.9927385
ZSCAN4,ZSCAN4,0.99273545
FYTTD1,FYTTD1,0.9927345
CDHR2,CDHR2,0.99273384
KIF13A,KIF13A,0.992719
AGA,AGA,0.99271303
MDH1,MDH1,0.99270743
DNAJC16,DNAJC16,0.9927068
TREML2,TREML2,0.9927063
LYG1,LYG1,0.9926963
CYTH3,CYTH3,0.99268645
CLEC2B,CLEC2B,0.99268585
IQGAP2,IQGAP2,0.99267745
PCF11,PCF11,0.99267447
EIF5,EIF5,0.992673
EMILIN2,EMILIN2,0.9926725
RUBCNL,RUBCNL,0.9926708
MKRN2,MKRN2,0.9926703
WFDC10A,WFDC10A,0.9926692
KPNA4,KPNA4,0.99266577
MAGED2,MAGED2,0.99266416
NUP98,NUP98,0.99265724
FFAR4,FFAR4,0.9926555
SLC25A11,SLC25A11,0.99265456
TMEM106A,TMEM106A,0.99265105
MYG1,MYG1,0.99264926
EDN1,EDN1,0.99264735
CHML,CHM,0.99264723
BMERB1,BMERB1,0.992645
PLOD1,PLOD1,0.99264365
APOF,APOF,0.9926419
UBXN1,UBXN1,0.99263984
USP12,USP12,0.99263877
DLD,DLD,0.9926363
TMEM249,TMEM249,0.9926354
GDE1,GDE1,0.9926299
ADGRB1,ADGRB1,0.99262524
TOX2,TOX2,0.99262464
TSC1,TSC1,0.9926244
STARD7,STARD7,0.9926228
G3BP2,G3BP2,0.9926195
ITGB1BP1,ITGB1BP1,0.99261665
LDB2,LDB2,0.99261457
CERS2,CERS2,0.99261385
FASTKD1,FASTKD1,0.99261296
CMTR1,CMTR1,0.99260944
CFHR5,CFHR5,0.99260336
KSR2,KSR2,0.9925996
MPP2,MPP2,0.99259925
CFAP100,CFAP100,0.9925949
PPP1CC,PPP1CA,0.99259055
HPRT1,HPRT1,0.99258924
SKAP2,SKAP2,0.99258375
ITGB7,ITGB7,0.9925698
PDC,PDC,0.992568
GAL3ST2,GAL3ST2,0.992564
BCL2A1,BCL2A1,0.9925633
HEATR5B,HEATR5B,0.9925627
DNAJC7,DNAJC7,0.99255687
STAT3,STAT3,0.9925516
EQTN,EQTN,0.992548
DNAI3,DNAI3,0.9925465
MBD1,MBD1,0.9925425
TH,TH,0.99253786
COPE,COPE,0.99253654
CARM1,CARM1,0.99253505
CASP4,CASP4,0.99253327
TRAV1-1,TRAV1-1,0.9925332
CNKSR2,CNKSR2,0.9925314
ZNF782,ZNF782,0.99252784
ZNRF3,ZNRF3,0.9925263
KCNIP3,KCNIP3,0.99252397
NUP54,NUP54,0.9925221
MESP1,MESP1,0.9925216
MIER2,MIER2,0.99251896
CTCFL,CTCFL,0.99251884
NUDT1,NUDT1,0.99251866
COG7,COG7,0.99251264
CHI3L1,CHI3L1,0.99251044
TRIM65,TRIM65,0.9925103
SLC8B1,SLC8B1,0.99250907
EDEM2,EDEM2,0.9925086
CFAP57,CFAP57,0.9925067
GPN3,GPN3,0.99250597
ETV2,ETV2,0.99250317
FRMPD2,FRMPD2,0.9925022
GYG1,GYG1,0.99249846
LAPTM5,LAPTM5,0.9924983
TBCD,TBCD,0.9924981
TMEM9,TMEM9,0.99249274
ACKR1,ACKR1,0.9924909
LYN,LYN,0.9924884
CCM2,CCM2,0.9924877
AKR1D1,AKR1D1,0.9924867
RFC2,RFC2,0.99248445
PELP1,PELP1,0.9924836
PALB2,PALB2,0.9924825
CPA3,CPA3,0.99248236
SPINT2,SPINT2,0.99248224
RBM8A,RBM8A,0.99248147
IL9,IL9,0.9924767
CNTN2,CNTN2,0.99247116
PHKG1,PHKG1,0.9924691
SPON2,SPON2,0.992469
AZGP1,AZGP1,0.9924656
LHX3,LHX3,0.9924573
TRAV17,TRAV17,0.9924573
APOB,APOB,0.992456
GPR142,GPR142,0.9924522
RELL1,RELL1,0.992448
TNFSF4,TNFSF4,0.992445
CALCR,CALCR,0.99244475
FLNA,FLNA,0.9924413
KLHL8,KLHL8,0.9924374
DRC3,DRC3,0.9924365
SERPINA9,SERPINA9,0.9924348
ENTPD2,ENTPD2,0.99243444
ZNF433,ZNF433,0.9924333
DNAAF8,DNAAF8,0.99243283
MIA2,MIA2,0.9924327
NUDT5,NUDT5,0.99243224
IFIT1B,IFIT1,0.99243146
CCDC160,CCDC160,0.9924311
PNLIP,PNLIP,0.9924277
RASSF5,RASSF5,0.99242747
CDCA5,CDCA5,0.99242735
DDX11,DDX11,0.9924197
SPAG1,SPAG1,0.99241185
C18orf54,C18H18orf54,0.9924101
IFT81,IFT81,0.9924092
TMEM68,TMEM68,0.9924078
INPPL1,INPPL1,0.9924033
TRAV21,TRAV21,0.9924011
OR10G9,OR10G9,0.992392
SPAAR,SPAAR,0.99239194
ZFP41,ZFP41,0.99239117
CTSO,CTSO,0.9923911
BPIFA2,BPIFA2,0.9923892
SLC5A10,SLC5A10,0.9923879
CCDC91,CCDC91,0.9923831
GPRC5D,GPRC5D,0.9923789
RNF40,RNF40,0.9923768
TBC1D9,TBC1D9,0.99237597
ZNF888,ZNF28,0.9923749
CACNA2D4,CACNA2D4,0.9923722
ARF1,ARF1,0.99237084
CCDC153,DRC12,0.992368
MGLL,MGLL,0.99236715
SELL,SELL,0.99236405
DCT,DCT,0.9923636
CACHD1,CACHD1,0.9923547
CTSG,CTSG,0.9923537
EFEMP1,EFEMP1,0.9923527
PSORS1C2,PSORS1C2,0.99234885
NDOR1,NDOR1,0.9923439
NFATC3,NFATC3,0.99234354
CERT1,CERT1,0.99234015
C1QTNF12,C1QTNF12,0.99233574
SLC25A39,SLC25A39,0.99232787
TMC6,TMC6,0.99232715
TYR,TYR,0.9923264
ADAM29,ADAM29,0.9923214
ZNF556,ZNF556,0.9923199
CELSR2,CELSR2,0.9923186
JOSD2,JOSD2,0.9923186
AKAP9,AKAP9,0.99231297
COQ8B,COQ8B,0.9923114
NUDT21,NUDT21,0.9923053
AFG3L2,AFG3L2,0.9923011
SUPT7L,SUPT7L,0.99230033
COX18,COX18,0.9922976
LRIG3,LRIG3,0.9922961
KREMEN2,KREMEN2,0.99228555
MPPED2,MPPED2,0.9922845
GFI1B,GFI1B,0.9922773
FDXR,FDXR,0.9922728
WASHC3,WASHC3,0.9922724
OR6K2,OR6K2,0.992272
AGTPBP1,AGTPBP1,0.992269
SERINC5,SERINC5,0.9922577
CYTIP,CYTIP,0.9922572
OR8J3,OR8J1,0.9922565
SFTPD,SFTPD,0.9922565
BIRC3,BIRC3,0.9922564
PDIA2,PDIA2,0.99225616
STOML1,STOML1,0.9922554
TTYH3,TTYH3,0.9922548
PDZD11,PDZD11,0.9922518
IFI27L2,IFI27L2,0.9922493
EPHA1,EPHA1,0.99224603
FBXO10,FBXO10,0.99224544
LRP2BP,LRP2BP,0.9922432
MTHFD1L,MTHFD1L,0.99224067
TMF1,TMF1,0.99223745
DEFB136,DEFB136,0.9922374
UNG,UNG,0.99223566
INTS11,INTS11,0.9922351
ACBD7,ACBD7,0.99223214
CDH17,CDH17,0.9922287
MTG2,MTG2,0.9922227
C7orf25,C3H7orf25,0.99222267
SEC63,SEC63,0.9922202
DKK3,DKK3,0.99221957
MOG,MOG,0.99221575
PIGA,PIGA,0.9922144
CATIP,CATIP,0.9922092
HORMAD1,HORMAD1,0.99220514
SPMIP5,SPMIP5,0.9922041
DTHD1,DTHD1,0.9922039
NFIA,NFIA,0.9922022
MCCC2,MCCC2,0.99219054
SLC51B,SLC51B,0.9921888
SMC3,SMC3,0.9921827
ARMC2,ARMC2,0.99218255
LAMP5,LAMP5,0.9921808
PPP4R3A,PPP4R3A,0.99217767
KMT2B,KMT2B,0.99217623
FGD2,FGD2,0.99217576
CD300H,CD300H,0.9921741
ZNF154,ZNF154,0.99217105
ATP8B2,ATP8B2,0.9921679
ZNF221,ZNF221,0.9921661
BCAT2,BCAT2,0.99216574
DIRAS3,DIRAS3,0.99216384
PRL,PRL,0.99216384
ACMSD,ACMSD,0.99216306
FMNL2,FMNL2,0.99215734
RABL3,RABL3,0.9921565
TIPRL,TIPRL,0.9921509
KLHL2,KLHL2,0.9921506
EFNB1,EFNB1,0.9921497
RRP36,RRP36,0.9921491
ADGRG4,ADGRG4,0.9921485
TRAV41,TRAV41,0.9921437
CELA1,CELA1,0.99214303
YIPF2,YIPF2,0.9921402
LDLRAD3,LDLRAD3,0.99213916
ATP7B,ATP7B,0.99213666
IFT46,IFT46,0.9921344
GDPD3,GDPD3,0.99213386
RADX,RADX,0.9921337
REPS1,REPS1,0.9921332
GP2,GP2,0.9921315
TCL1B,TCL1B,0.9921302
SSH1,SSH1,0.99212873
HPSE,HPSE,0.99212766
SPOCK1,SPOCK1,0.99212605
NADK2,NADK2,0.9921253
RECQL5,RECQL5,0.99212474
DROSHA,DROSHA,0.9921233
BSPRY,BSPRY,0.99212277
TSPAN19,TSPAN19,0.99212235
ZNF679,ZNF679,0.99212164
FCER1A,FCER1A,0.99212146
GPAA1,GPAA1,0.9921213
PPM1L,PPM1L,0.9921198
HES7,HES7,0.99211377
PHGDH,PHGDH,0.99211305
RSAD1,RSAD1,0.9921106
SOSTDC1,SOSTDC1,0.9921103
SESN3,SESN3,0.9921102
NRP1,NRP1,0.9920998
CELF6,CELF6,0.9920991
PLEKHA5,PLEKHA5,0.99209434
THTPA,THTPA,0.9920921
PRKAG1,PRKAG1,0.9920919
CCS,CCS,0.99208814
FLNC,FLNC,0.99208343
TBATA,TBATA,0.99208164
GADD45G,GADD45G,0.99207795
CSF3,CSF3,0.99207705
CST6,CST6,0.992074
SYF2,SYF2,0.99207276
CCDC70,CCDC70,0.9920696
APMAP,APMAP,0.9920684
R3HDML,R3HDML,0.99206436
CAP1,CAP1,0.9920572
FRMD7,FRMD7,0.99205536
KRTAP10-8,KRTAP10-8,0.9920508
COL14A1,COL14A1,0.99204636
GFM2,GFM2,0.9920453
CRYBG1,CRYBG1,0.9920441
HDGFL2,HDGFL2,0.9920422
PRR16,PRR16,0.9920413
CENPQ,CENPQ,0.99203765
KIAA1549,KIAA1549,0.99203765
POU2AF2,POU2AF2,0.99203753
CXCL13,CXCL13,0.99203706
GABBR1,GABBR1,0.9920358
LILRA5,LILRA5,0.9920302
SLC24A3,SLC24A3,0.9920302
CMSS1,CMSS1,0.99202895
IL6,IL6,0.9920289
DLGAP1,DLGAP1,0.9920287
ANGEL1,ANGEL1,0.9920258
ZNF511,ZNF511,0.99202454
DYNC1I1,DYNC1I1,0.99202263
MDM2,MDM2,0.9920222
MBNL2,MBNL2,0.99202216
NTRK3,NTRK3,0.9920221
AQP4,AQP4,0.99201727
OTX1,OTX1,0.9920169
TARS3,TARS3,0.9920139
PGGT1B,PGGT1B,0.99201226
RAB8A,RAB8A,0.9920044
SLC6A3,SLC6A3,0.99200356
CSN3,CSN3,0.99199903
ITIH3,ITIH3,0.99199635
CENPO,CENPO,0.9919963
OR5F1,OR5F1,0.99199426
