human gene name,chimpanzees gene name,correlation
DOK6,DOK6,0.98755616
HAS2,HAS2,0.98754746
C1orf105,C1H1orf105,0.98754483
TREM1,TREM1,0.98753375
OR13D1,OR13D1,0.98753333
GLIPR2,GLIPR2,0.98752606
SH2D3C,SH2D3C,0.9875221
BCAS3,BCAS3,0.9875159
MED12L,MED12L,0.9875127
CADM3,CADM3,0.98750365
TIGAR,TIGAR,0.98749524
ERRFI1,ERRFI1,0.98748904
BIRC2,BIRC2,0.9874863
PITX2,PITX2,0.98748404
NFKBID,NFKBID,0.98748225
INTS4,INTS4,0.98748183
TOR1A,TOR1A,0.9874809
COX7A2,COX7A2,0.98747903
CAST,CAST,0.98747027
ETV1,ETV1,0.98746806
TBC1D22A,TBC1D22A,0.987465
ZNF334,ZNF334,0.9874644
GEMIN4,GEMIN4,0.98746395
NAA38,NAA38,0.9874585
ZNF438,ZNF438,0.98745066
COPS2,COPS2,0.9874475
PUDP,PUDP,0.9874468
ANKRD65,ANKRD65,0.98743963
PIP4P2,PIP4P2,0.98743373
VILL,VILL,0.9874302
PARVG,PARVG,0.98742396
PARD3B,PARD3B,0.98741657
ASTN2,ASTN2,0.98741233
FMOD,FMOD,0.9874113
NOBOX,NOBOX,0.9874049
ZNF324,ZNF324B,0.9874013
RAB24,RAB24,0.9874012
PAX6,PAX6,0.9873965
MORN2,MORN2,0.9873889
SYTL1,SYTL1,0.9873882
TAC3,TAC3,0.9873868
SIAH1,SIAH1,0.98738194
CYP2C18,CYP2C9,0.9873806
USF2,USF2,0.9873781
ERBIN,ERBIN,0.98737407
ADNP,ADNP,0.98736674
ESR1,ESR1,0.9873667
GPR107,GPR107,0.98736346
PATJ,PATJ,0.9873565
DNER,DNER,0.98735005
GIMD1,GIMD1,0.9873487
COG5,COG5,0.9873422
SHH,SHH,0.98733836
LILRB2,LILRB2,0.9873357
UBE2E2,UBE2E2,0.98733044
FGF7,FGF7,0.9873221
C9orf72,C9orf72,0.9873175
CNOT4,CNOT4,0.9873171
ZC3HAV1,ZC3HAV1,0.98731625
TMUB1,TMUB1,0.9873119
SYNCRIP,SYNCRIP,0.9873094
IZUMO3,IZUMO3,0.9872969
POLR1B,POLR1B,0.98729604
LMLN,LMLN,0.98729146
GDAP1L1,GDAP1L1,0.9872856
PARP1,PARP1,0.9872826
CREB5,CREB5,0.9872796
EIF1AD,EIF1AD,0.9872787
GSTM5,GSTM5,0.9872748
SAA1,SAA1,0.9872724
CCDC180,CCDC180,0.9872723
PCDHB11,PCDHB4,0.98727226
NEGR1,NEGR1,0.9872713
WSCD2,WSCD2,0.9872691
HPSE,HPSE,0.9872619
CBR1,CBR1,0.98725873
MYOM3,MYOM3,0.987247
FAM229B,FAM229B,0.9872409
ACE2,ACE2,0.9872354
PP2D1,PP2D1,0.9872246
SRPK3,SRPK3,0.98721033
C17orf80,MTNAP1,0.987208
MTA1,MTA1,0.98720026
DLX1,DLX1,0.98720014
WFDC10B,WFDC10B,0.98719937
CROCC,CROCC,0.98719746
ASB13,ASB13,0.9871963
MRPL30,MRPL30,0.98719525
GUCA1A,GUCA1A,0.98719275
RASEF,RASEF,0.9871899
MAPKBP1,MAPKBP1,0.9871854
RCCD1,RCCD1,0.98717713
C10orf71,C10H10orf71,0.9871756
ANGEL2,ANGEL2,0.987172
SLC1A2,SLC1A2,0.9871617
EIF4E2,EIF4E2,0.9871532
RPP30,RPP30,0.9871515
MRPL17,MRPL17,0.9871393
EXPH5,EXPH5,0.9871359
TJP2,TJP2,0.987135
XPO7,XPO7,0.98712444
C2CD3,C2CD3,0.98712415
IQCD,IQCD,0.98710614
DNTTIP2,DNTTIP2,0.9871028
ATP7B,ATP7B,0.9870984
FAM181A,FAM181A,0.98709327
CCN3,CCN3,0.9870872
CNOT10,CNOT10,0.9870849
SPO11,SPO11,0.98707306
FCRLB,FCRLB,0.98707134
RHBDL1,RHBDL1,0.9870706
ZUP1,ZUP1,0.98706883
KDELR1,KDELR1,0.9870634
KIAA0825,KIAA0825,0.9870613
ZGPAT,ZGPAT,0.9870584
NME9,NME9,0.987054
METTL21A,METTL21A,0.9870458
ACVR1,ACVR1,0.98704094
TXNDC8,TXNDC8,0.9870399
PRL,PRL,0.9870377
MTARC2,MTARC2,0.9870337
KCNK10,KCNK10,0.98703325
CADPS2,CADPS2,0.9870254
ECHDC1,ECHDC1,0.98702514
AASDH,AASDH,0.9870232
MRPS18A,MRPS18A,0.98702204
FBXO16,FBXO16,0.9870159
KRT12,KRT12,0.9870157
SLC6A18,SLC6A18,0.98700947
RALB,RALB,0.9870091
HNRNPM,HNRNPM,0.9870061
PPP4R3B,PPP4R3B,0.9869999
TIAM1,TIAM1,0.98698604
NUMB,NUMB,0.98698354
PLA2G6,PLA2G6,0.98697245
SQSTM1,SQSTM1,0.9869633
KYNU,KYNU,0.9869625
CLP1,CLP1,0.98695946
LAMTOR3,LAMTOR3,0.9869574
SLA2,SLA2,0.986954
LSM4,LSM4,0.98695254
CRISPLD1,CRISPLD1,0.98695207
LDAF1,LDAF1,0.9869477
ASL,ASL,0.98694605
IFI27L2,IFI27L2,0.9869364
ADAM33,ADAM33,0.98693544
GPNMB,GPNMB,0.986932
SHOX2,SHOX2,0.9869304
TET1,TET1,0.986928
NAAA,NAAA,0.98692644
TNS2,TNS2,0.98692346
TRIM7,TRIM7,0.9869225
SOCS7,SOCS7,0.9869222
SERPINB13,SERPINB13,0.98692113
ACTN4,ACTN4,0.9869143
SLC34A3,SLC34A3,0.9869096
LY6K,LY6K,0.9869031
PTPN11,PTPN11,0.9869029
CLTA,CLTA,0.9868985
XYLB,XYLB,0.9868976
SNX3,SNX3,0.9868958
RNF170,RNF170,0.9868933
TMEM271,TMEM271,0.986889
PTPN3,PTPN3,0.9868836
TMIGD2,TMIGD2,0.9868793
ST7,ST7,0.9868776
SART3,SART3,0.9868732
ARSL,ARSD,0.98686945
IL1RAPL1,IL1RAPL1,0.98686486
FTH1,FTH1,0.98685974
AMMECR1,AMMECR1,0.98685884
MED24,MED24,0.9868487
EPYC,EPYC,0.98684645
ZNF793,ZNF793,0.9868434
PPP3CB,PPP3CA,0.9868407
VPS33B,VPS33B,0.98683405
BRAF,BRAF,0.986834
DTHD1,DTHD1,0.98682785
TSPO,TSPO,0.9868277
PIGL,PIGL,0.98681974
TMPRSS12,TMPRSS12,0.9868067
PRR5,PRR5,0.98680454
INO80B-WBP1,INO80B,0.9868013
ELAVL4,ELAVL4,0.9867942
CCDC167,CCDC167,0.98679006
FGFRL1,FGFRL1,0.98678464
SLC9A6,SLC9A6,0.9867831
GLIS1,GLIS1,0.98677987
MUC15,MUC15,0.9867772
NLRP7,NLRP7,0.98677415
FAM172A,ARB2A,0.98676527
GNPDA1,GNPDA1,0.9867648
COMT,COMT,0.9867613
ZMIZ1,ZMIZ1,0.986755
ATF7-NPFF,ATF7,0.98675394
EFCAB12,EFCAB12,0.98675364
ARHGAP10,ARHGAP10,0.98674536
KDM6A,KDM6A,0.9867386
NAV2,NAV2,0.9867279
HNRNPC,HNRNPC,0.986726
EMB,EMB,0.98671824
LILRB3,LILRB3,0.98671824
IL1RAPL2,IL1RAPL2,0.98671407
SPCS2,SPCS2,0.9867093
PRR29,PRR29,0.98669875
MOCS1,MOCS1,0.9866924
NDUFA10,NDUFA10,0.9866881
DAO,DAO,0.986688
DEPDC5,DEPDC5,0.98668575
BLCAP,BLCAP,0.98668396
FANCB,FANCB,0.9866776
FST,FST,0.9866774
PABPC5,PABPC5,0.986677
SEPTIN5,SEPTIN5,0.9866726
CRLF1,CRLF1,0.9866698
CRPPA,CRPPA,0.98665756
VAMP7,VAMP7,0.9866558
MARCHF10,MARCHF10,0.9866527
NEIL2,NEIL2,0.986652
RGS1,RGS1,0.9866481
TIMM44,TIMM44,0.98664224
CRB3,CRB3,0.9866286
RGS7,RGS7,0.98662263
TMEM251,LYSET,0.98661864
RCC1,RCC1,0.98661405
TBL1Y,TBL1Y,0.98660773
RTP4,RTP4,0.9866043
PNPT1,PNPT1,0.98659647
MED31,MED31,0.98659307
PNMT,PNMT,0.9865859
DENND5A,DENND5A,0.98658186
TLK1,TLK1,0.9865777
KLHL35,KLHL35,0.98657686
ERGIC1,ERGIC1,0.98657626
VMO1,VMO1,0.986575
SYNPR,SYNPR,0.9865721
RAB8A,RAB8A,0.98657143
ALKBH2,ALKBH2,0.9865688
CYP3A4,CYP3A4,0.98656607
CASR,CASR,0.9865653
NKPD1,NKPD1,0.9865608
FLYWCH2,FLYWCH2,0.9865592
STPG2,STPG2,0.98655856
MTMR4,MTMR4,0.986551
FURIN,FURIN,0.98655
AMZ2,AMZ2,0.98654824
CACNA1B,CACNA1B,0.9865482
MGAT4C,MGAT4C,0.98654556
CETN3,CETN3,0.9865434
SPRR3,SPRR3,0.9865395
WNK3,WNK3,0.98653597
FOXN2,FOXN2,0.9865306
MTMR2,MTMR2,0.9865285
CTAGE8,CTAGE1,0.9865271
ENO2,ENO2,0.9865233
ASB18,ASB18,0.98651946
CPSF7,CPSF7,0.98651445
TBC1D4,TBC1D4,0.9865111
MAMLD1,MAMLD1,0.98650944
ZNF723,ZNF730,0.98650867
TWIST2,TWIST1,0.9865085
ZFP69B,ZFP69B,0.9865079
STC1,STC1,0.9865035
PDLIM2,PDLIM2,0.9864992
SYNRG,SYNRG,0.98649746
CYP39A1,CYP39A1,0.9864949
CTSA,CTSA,0.98649293
LRRFIP1,LRRFIP1,0.9864855
EPHA10,EPHA10,0.9864843
C3orf56,PRR23E,0.9864768
FBN3,FBN3,0.9864703
MON1A,MON1A,0.9864683
NDUFA7,NDUFA7,0.98646337
CST4,CST1,0.9864559
PI4K2B,PI4K2B,0.98644996
LATS1,LATS1,0.9864481
FBXO36,FBXO36,0.9864455
CTSE,CTSE,0.98643476
TCHP,TCHP,0.98643476
TTLL7,TTLL7,0.98643404
AHNAK,AHNAK,0.9864327
PPL,PPL,0.98643124
FER1L5,FER1L5,0.9864212
MAPK8,MAPK8,0.9864061
BPGM,BPGM,0.9864029
CENPJ,CENPJ,0.9863795
MED29,MED29,0.9863787
C1orf43,C1H1orf43,0.98637635
ESD,ESD,0.986365
CTSS,CTSS,0.98635113
ACAT2,ACAT2,0.9863469
FCHO2,FCHO2,0.9863456
ZNF331,ZNF331,0.9863399
MECR,MECR,0.98633206
HEATR9,HEATR9,0.98632574
NPHP1,NPHP1,0.98632455
SLC19A1,SLC19A1,0.9863211
PAAF1,PAAF1,0.98632026
SERPINA9,SERPINA9,0.9863175
UACA,UACA,0.9863158
RNF2,RNF2,0.9863122
TGFBR2,TGFBR2,0.986311
WASHC5,WASHC5,0.98630625
DGLUCY,DGLUCY,0.98630214
FMNL2,FMNL2,0.98629147
PCDH11X,PCDH9,0.9862896
ARHGAP25,ARHGAP25,0.98628634
HSF2BP,HSF2BP,0.98628
C6orf163,C6H6orf163,0.9862687
PDPN,PDPN,0.98625517
CD48,CD48,0.9862443
KAT6A,KAT6A,0.98623264
ZNF805,ZNF805,0.9862226
ASPM,ASPM,0.9862208
COMMD10,COMMD10,0.98622036
GRIK2,GRIK2,0.9862173
PMM1,PMM1,0.9862161
IL16,IL16,0.9862058
AMHR2,AMHR2,0.9862023
BBS12,BBS12,0.9862014
SLC22A7,SLC22A7,0.98620045
PSME1,PSME1,0.9861977
RPL26,RPL26,0.98619366
NFASC,NFASC,0.98619324
CDKN1B,CDKN1B,0.98618686
SARNP,SARNP,0.98618615
NFIA,NFIA,0.9861859
SAP25,SAP25,0.98618543
DMAC2L,DMAC2L,0.98618436
CASZ1,CASZ1,0.9861801
RBM4,RBM4B,0.9861739
S100A7L2,S100A7L2,0.9861695
COLGALT2,COLGALT2,0.9861691
NCOA6,NCOA6,0.98616725
CENPM,CENPM,0.98616344
CHST1,CHST1,0.98616093
TMPRSS9,TMPRSS9,0.98615783
CERKL,CERKL,0.9861539
CEP19,CEP19,0.98615307
MRPS27,MRPS27,0.98614985
GRSF1,GRSF1,0.9861432
SLC5A9,SLC5A9,0.9861402
HACL1,HACL1,0.986132
ZMAT3,ZMAT3,0.9861171
TNFRSF10B,TNFRSF10B,0.9861122
SPINK1,SPINK1,0.9861121
C1orf141,C1H1orf141,0.9861053
ANO3,ANO3,0.98610324
CNIH1,CNIH1,0.986094
OR4K17,OR4K17,0.9860934
DOK2,DOK2,0.98608565
ING5,ING5,0.9860788
VPS37B,VPS37B,0.9860779
CACUL1,CACUL1,0.9860771
IDH3G,IDH3G,0.98605293
PUS1,PUS1,0.9860479
INPP5A,INPP5A,0.98604447
SMC2,SMC2,0.9860404
NKIRAS2,NKIRAS2,0.9860399
ZRSR2,ZRSR2,0.98603755
PLOD2,PLOD2,0.9860347
AGR3,AGR3,0.9860332
CD1E,CD1E,0.98602885
KIR2DS4,KIR2DL3,0.9860153
TNFRSF25,TNFRSF25,0.9860063
MZB1,MZB1,0.9860036
ETV7,ETV7,0.9859981
EIF1,EIF1,0.9859881
SUMF2,SUMF2,0.98598444
PUS7,PUS7,0.9859724
CSE1L,CSE1L,0.9859638
HBS1L,HBS1L,0.9859553
CSF2RB,CSF2RB,0.9859488
KDM4C,KDM4C,0.9859484
CDK11B,CDK11,0.9859431
ISCA2,ISCA2,0.985934
TRIM42,TRIM42,0.98593324
SLC25A28,SLC25A28,0.9859327
ASMT,ASMT,0.985922
TNFSF18,TNFSF18,0.98592186
CLEC10A,CLEC10A,0.98591524
GAD1,GAD1,0.98590124
DYRK1A,DYRK1A,0.9858996
HDX,HDX,0.98589814
ICAM2,ICAM2,0.98588866
PSKH1,PSKH1,0.98588693
NCF4,NCF4,0.9858867
FBXL8,FBXL8,0.98588365
DLX2,DLX2,0.98587894
TROAP,TROAP,0.9858785
RBMS3,RBMS3,0.9858774
ANKMY1,ANKMY1,0.98586035
SSR2,SSR2,0.9858507
PBLD,PBLD,0.9858475
NIPA2,NIPA2,0.98584193
NAPRT,NAPRT,0.9858345
ACTC1,ACTC1,0.98583406
CAPZA1,CAPZA1,0.98583174
IRF3,IRF3,0.9858249
MAPK4,MAPK4,0.9858236
PPHLN1,PPHLN1,0.9858223
MS4A18,MS4A18,0.9858194
DDHD1,DDHD1,0.9858149
ZNF43,ZNF43,0.98581284
EHD4,EHD4,0.98580575
CHCHD5,CHCHD5,0.9858032
VAMP2,VAMP2,0.9858031
KLHL18,KLHL18,0.9858
STX18,STX18,0.9857988
TNNC1,TNNC1,0.9857912
GK3P,GK,0.9857904
CCDC17,CCDC17,0.98578715
EMSY,EMSY,0.9857866
POU3F3,POU3F3,0.9857865
DDX47,DDX47,0.9857791
HELQ,HELQ,0.9857726
NOXRED1,NOXRED1,0.9857675
ATXN7L3,ATXN7L3,0.98576355
EXOSC3,EXOSC3,0.9857603
NELFE,NELFE,0.9857583
ABCG4,ABCG4,0.9857539
WDR83OS,WDR83OS,0.9857481
BCKDHB,BCKDHB,0.9857329
IQUB,IQUB,0.9857299
HYI,HYI,0.9857229
TMPRSS6,TMPRSS6,0.98571837
PGBD2,PGBD2,0.985718
AKAP9,AKAP9,0.9857159
OR8G5,OR8G5,0.98570746
CDCP2,CDCP2,0.9857074
ZDHHC1,ZDHHC1,0.98569155
HSD17B1,HSD17B1,0.9856909
GPM6B,GPM6B,0.98569006
FBP1,FBP1,0.9856898
CCDC7,CCDC7,0.9856891
ASIC1,ASIC1,0.9856792
POLDIP2,POLDIP2,0.98567736
PSMG2,PSMG2,0.98567307
WDR37,WDR37,0.9856668
DNAJC27,DNAJC27,0.9856667
SPTB,SPTB,0.98564935
JMJD4,JMJD4,0.98564655
STMND1,STMND1,0.98564625
ZNF93,ZNF93,0.9856438
AKT1S1,AKT1S1,0.98564273
HAUS2,HAUS2,0.9856367
LYSMD3,LYSMD3,0.9856336
ANXA1,ANXA1,0.985632
CDH18,CDH18,0.9856292
F13B,F13B,0.98562306
CRHR1,CRHR1,0.98561525
MPHOSPH6,MPHOSPH6,0.98561037
KCTD16,KCTD16,0.98561
VSIG10L2,VSIG10L2,0.9856087
WRAP73,WRAP73,0.98560613
CFLAR,CFLAR,0.9855993
RBMX,RBMX,0.9855894
PPDPF,PPDPF,0.9855855
PTPMT1,PTPMT1,0.9855821
OR5AU1,OR5AU1,0.98558134
LONRF2,LONRF2,0.9855778
OR11G2,OR11G2,0.9855722
NONO,NONO,0.98556507
FNDC5,FNDC5,0.98555696
SLC6A4,SLC6A4,0.9855525
RPL9,RPL9,0.98555183
LRRC28,LRRC28,0.9855406
SEC61A1,SEC61A1,0.98553103
NR4A2,NR4A2,0.98553044
PHC3,PHC3,0.9855283
RPL18A,RPL18A,0.985528
MCEMP1,MCEMP1,0.98552495
EEF1E1-BLOC1S5,EEF1E1,0.985522
ALG1,ALG1,0.9855181
PROCA1,PROCA1,0.98551697
CFAP45,CFAP45,0.98551315
ISOC2,ISOC2,0.98551285
DGCR6L,DGCR6L,0.9855111
TSKU,TSKU,0.9855057
MSMO1,MSMO1,0.98549265
AQP2,AQP2,0.98549116
PIGU,PIGU,0.9854884
NCAPH2,NCAPH2,0.98548627
SSB,SSB,0.9854842
HPCAL1,HPCAL1,0.98547906
FAM32A,FAM32A,0.9854785
LILRA2,LILRA2,0.98547316
SYNPO2,SYNPO2,0.98546964
PCTP,PCTP,0.98546135
SMPDL3A,SMPDL3A,0.9854535
SH2D4A,SH2D4A,0.98545295
THAP1,THAP1,0.9854526
TMEM132D,TMEM132D,0.9854514
GEMIN8,GEMIN8,0.9854509
ZBTB32,ZBTB32,0.9854411
THTPA,THTPA,0.9854297
KLHL12,KLHL12,0.9854271
SPPL2A,SPPL2A,0.9854248
OPTN,OPTN,0.9854043
CNST,CNST,0.98539925
SAMD8,SAMD8,0.98539585
PFKL,PFKL,0.9853936
CARD14,CARD14,0.9853923
LSM14B,LSM14B,0.9853863
CMKLR1,CMKLR1,0.98538077
ZNF648,ZNF648,0.98538065
ZNF667,ZNF667,0.9853769
GPC3,GPC3,0.9853693
IL17RB,IL17RB,0.9853668
CACNB1,CACNB1,0.9853571
RRAGD,RRAGD,0.9853495
FPGS,FPGS,0.98533916
GTDC1,GTDC1,0.985334
YARS2,YARS2,0.9853318
CMC2,CMC2,0.98532987
MADD,MADD,0.985322
MDH2,MDH2,0.9853202
H4C7,H4C7,0.98531985
MAP6D1,MAP6D1,0.9853185
AMOT,AMOT,0.98531467
C3orf18,C3H3orf18,0.98531276
GMFG,GMFG,0.985309
ZNF484,ZNF484,0.9853052
MYEF2,MYEF2,0.98530155
SIN3B,SIN3B,0.9852917
GPX8,GPX8,0.98528624
SENP3-EIF4A1,SENP3,0.9852784
FAM124A,FAM124A,0.9852723
ZFTA,ZFTA,0.9852722
ADAM7,ADAM7,0.98527163
PEX1,PEX1,0.9852708
TIMM13,TIMM13,0.98526925
ZNF540,ZNF540,0.9852576
LARGE1,LARGE1,0.9852567
ARMC9,ARMC9,0.98525614
ZNF721,ZNF721,0.98525476
GRPEL2,GRPEL2,0.9852525
TMEM245,TMEM245,0.9852489
CDH24,CDH24,0.98524547
ORMDL1,ORMDL1,0.98524135
DPYD,DPYD,0.9852371
MSLN,MSLN,0.98523694
BCAP31,BCAP31,0.9852309
POLR2K,POLR2K,0.9852305
TMCC3,TMCC3,0.98522407
RPL7A,RPL7A,0.98522294
UBE2L6,UBE2L6,0.98521477
SND1,SND1,0.98521376
FBXW8,FBXW8,0.98521274
ATXN2,ATXN2,0.98520666
SS18L1,SS18L1,0.98520553
COL14A1,COL14A1,0.98520327
PLPP5,PLPP5,0.9852014
DEFB114,DEFB114,0.9851924
HLA-B,PATR-B,0.9851865
AQP1,AQP1,0.98517203
C1QTNF6,C1QTNF6,0.9851651
HOXD3,HOXD3,0.9851561
KLHL14,KLHL14,0.985152
TFR2,TFR2,0.98514163
RFK,RFK,0.98513913
USB1,USB1,0.9851306
YWHAE,YWHAE,0.98512065
PARVA,PARVA,0.9851176
TNFSF10,TNFSF10,0.9851151
PLEKHG6,PLEKHG6,0.98510665
NUFIP2,NUFIP2,0.98510647
ZNF740,ZNF740,0.9851018
GPN3,GPN3,0.98508775
PSG11,PSG2,0.98508483
HERC5,HERC5,0.9850841
DAZAP1,DAZAP1,0.9850737
HAUS8,HAUS8,0.9850708
PDE5A,PDE5A,0.98506707
DLGAP4,DLGAP4,0.98506594
ANKRD50,ANKRD50,0.9850655
N4BP2L1,N4BP2L1,0.9850499
GSDMA,GSDMA,0.9850264
NSD2,NSD2,0.9850249
RGS9,RGS9,0.98502094
KAT7,KAT7,0.98501325
NDUFS1,NDUFS1,0.98500234
PDZRN3,PDZRN3,0.9849866
MAST2,MAST2,0.9849847
ATP6AP2,ATP6AP2,0.9849835
UEVLD,UEVLD,0.9849764
CSGALNACT2,CSGALNACT2,0.9849702
TMEM220,TMEM220,0.9849644
DGUOK,DGUOK,0.9849641
ECI1,ECI1,0.9849609
NLRC3,NLRC3,0.9849597
STK35,STK35,0.9849522
IHO1,IHO1,0.984945
BIN2,BIN2,0.9849414
AZI2,AZI2,0.9849391
PTBP2,PTBP2,0.98493636
MIOX,MIOX,0.9849301
WDR91,WDR91,0.98492926
EPHX3,EPHX3,0.9849195
USF3,USF3,0.9849143
OPRK1,OPRK1,0.98491025
CHST12,CHST12,0.98490703
SLC16A5,SLC16A5,0.98489845
CACNA1D,CACNA1D,0.98489213
FLT4,FLT4,0.98488367
ZMYM2,ZMYM2,0.9848686
RALGAPA2,RALGAPA2,0.98486847
SDHD,SDHD,0.98486257
GCH1,GCH1,0.98486215
KCNIP1,KCNIP1,0.98486155
GFRA1,GFRA1,0.9848554
ADH5,ADH5,0.984855
MICALL2,MICALL2,0.9848501
SPSB3,SPSB3,0.9848354
ELK4,ELK4,0.9848289
RIBC1,RIBC1,0.9848235
ZNF274,ZNF274,0.9848166
PPM1H,PPM1H,0.98479646
DOCK7,DOCK7,0.98478776
OR56A4,OR56A4,0.98477775
DCUN1D1,DCUN1D1,0.9847774
ELOC,ELOC,0.98477525
HELLS,HELLS,0.9847655
LRP8,LRP8,0.98476285
CC2D2A,CC2D2A,0.9847549
FANCL,FANCL,0.984753
ZNF439,ZNF439,0.98475206
BCL2L14,BCL2L14,0.98474723
SEPTIN8,SEPTIN8,0.9847459
MICOS10,MICOS10,0.984742
HHLA2,HHLA2,0.984741
YPEL3,YPEL3,0.98474
CTHRC1,CTHRC1,0.98473287
UBP1,UBP1,0.98472774
SCRN2,SCRN2,0.9847276
NTRK3,NTRK3,0.9847179
MEIS1,MEIS1,0.9847136
MAPKAP1,MAPKAP1,0.984708
CD151,CD151,0.98470604
ZNF875,ZNF875,0.9846992
RALA,RALA,0.9846984
METAP1D,METAP1D,0.9846983
PRAC2,PRAC2,0.98469085
WNT10B,WNT10B,0.98468584
PELO,PELO,0.9846786
LRRC8B,LRRC8B,0.9846767
GLOD4,GLOD4,0.9846756
SAXO2,SAXO2,0.98466516
PPWD1,PPWD1,0.98466283
IL1RL2,IL1RL2,0.98465896
DOCK5,DOCK5,0.9846565
AKR1D1,AKR1D1,0.98465484
KRTAP6-3,KRTAP6-3,0.98465383
CIAO2A,CIAO2A,0.98465043
CYP26B1,CYP26B1,0.98464245
CD68,CD68,0.98464024
RPL23,RPL23,0.9846323
EIF3E,EIF3E,0.9846199
STT3B,STT3B,0.9846182
SUB1,SUB1,0.9846161
ZFHX2,ZFHX2,0.9846154
CEP78,CEP78,0.9846152
GSKIP,GSKIP,0.9846147
DTWD2,DTWD2,0.9846138
ADAMTSL1,ADAMTSL1,0.9846091
ABHD11,ABHD11,0.9846054
PRF1,PRF1,0.9845913
SLC19A2,SLC19A2,0.9845911
KCNJ8,KCNJ8,0.9845883
CSNK2B,CSNK2B,0.9845859
CCL25,CCL25,0.9845825
TEX22,TEX22,0.98458135
TBC1D17,TBC1D17,0.98457986
TTC38,TTC38,0.98457605
LCT,LCT,0.984568
MGRN1,MGRN1,0.984568
PPIL3,PPIL3,0.984558
TSKS,TSKS,0.9845535
KMO,KMO,0.9845375
JAK1,JAK1,0.9845359
MYLIP,MYLIP,0.98453075
MED9,MED9,0.984514
DDB1,DDB1,0.9845076
BRINP1,BRINP1,0.9845073
MLXIPL,MLXIPL,0.9845072
SLC52A3,SLC52A3,0.9844929
LITAF,LITAF,0.9844899
C3orf22,C3H3orf22,0.984489
HEPH,HEPH,0.984486
DHRS7B,DHRS7B,0.9844845
HOXA13,HOXA13,0.98447627
DDX25,DDX25,0.98446906
RHCG,RHCG,0.9844621
KLRD1,KLRD1,0.98445815
YAF2,YAF2,0.9844496
MBIP,MBIP,0.98444605
DCAF10,DCAF10,0.98443866
LSG1,LSG1,0.9844373
KIF21A,KIF21A,0.98443496
LMF2,LMF2,0.98442495
CRTC3,CRTC3,0.9844166
INCENP,INCENP,0.9844107
AURKB,AURKB,0.98440564
MUSK,MUSK,0.98440284
ZNF133,ZNF133,0.98439574
ZNF513,ZNF513,0.98439366
RPS16,RPS16,0.98439103
HPS3,HPS3,0.9843812
NDEL1,NDEL1,0.9843712
IMPDH1,IMPDH1,0.98435766
P3H1,P3H1,0.9843575
SAR1A,SAR1A,0.9843521
IFIH1,IFIH1,0.98435056
ASAP2,ASAP2,0.9843461
RAP2C,RAP2A,0.98434377
PSMB6,PSMB6,0.9843388
DCPS,DCPS,0.9843374
CLDN10,CLDN10,0.984333
VIL1,VIL1,0.9843266
LRP1,LRP1,0.9843114
CEACAM3,CEACAM3,0.9843049
ZNF213,ZNF213,0.9843037
EFHD1,EFHD1,0.9843034
CAMK1D,CAMK1D,0.98429763
KLHL42,KLHL42,0.98427606
CYFIP2,CYFIP1,0.9842703
MRE11,MRE11,0.98426354
TCEA1,TCEA1,0.9842438
CTSK,CTSK,0.98423314
SSBP1,SSBP1,0.98423004
SF3B1,SF3B1,0.98422384
ROR1,ROR1,0.98422307
SERPINI1,SERPINI1,0.9842112
POGLUT3,POGLUT3,0.9842107
ALDH3B1,ALDH3B1,0.9841948
SAMD13,SAMD13,0.98419356
HAAO,HAAO,0.98419243
SRGAP2,SRGAP2,0.9841909
DYRK1B,DYRK1B,0.98418665
THEM4,THEM4,0.9841822
CYLC1,CYLC1,0.9841803
REG3A,REG3A,0.9841797
CTPS1,CTPS1,0.9841761
STARD6,STARD6,0.98417544
CYP1B1,CYP1B1,0.9841671
AADAT,AADAT,0.9841654
ASIC4,ASIC4,0.98416513
DOK5,DOK5,0.9841643
DLG2,DLG2,0.9841604
TRIM13,TRIM13,0.9841526
GRM4,GRM4,0.9841309
POFUT2,POFUT2,0.984121
TPT1,TPT1,0.9841148
MBL2,MBL2,0.9841113
LDLR,LDLR,0.98411006
ITPR1,ITPR1,0.9841083
SLC25A26,SLC25A26,0.9841069
ARID1B,ARID1B,0.98410285
NDUFB4,NDUFB4,0.9840816
PDHX,PDHX,0.9840802
ELOF1,ELOF1,0.98407865
SNX15,SNX15,0.9840599
FAM167A,FAM167A,0.984053
F2,F2,0.9840527
MAGOH,MAGOH,0.9840521
HLA-DMB,PATR-DMB,0.9840417
ZXDC,ZXDC,0.98403883
SLC22A15,SLC22A15,0.98403287
PARP8,PARP8,0.9840304
ANO2,ANO2,0.9840282
PDGFD,PDGFD,0.9840278
PIGN,PIGN,0.98402184
TRAPPC6A,TRAPPC6A,0.98401594
LGSN,LGSN,0.9840107
DMD,DMD,0.9840093
LDHB,LDHB,0.9840092
RAB5IF,RAB5IF,0.9840073
SNX19,SNX19,0.98400533
TMEM223,TMEM223,0.98399884
TJAP1,TJAP1,0.98397845
CCNE1,CCNE1,0.983974
RAB29,RAB29,0.98395663
CDC42,CDC42,0.98395044
ZNF524,ZNF524,0.9839499
ANKRD46,ANKRD46,0.9839448
TRMT10A,TRMT10A,0.9839397
ARRDC2,ARRDC2,0.9839383
DBF4B,DBF4B,0.98393494
PES1,PES1,0.98393464
