chimpanzees gene name,gorillas gene name,correlation
ARGLU1,ARGLU1,0.99904156
LRRC66,LRRC66,0.99904144
ZDHHC24,ZDHHC24,0.9990408
AHCY,AHCY,0.99904054
CPSF3,CPSF3,0.9990402
ZNF821,ZNF821,0.99903935
GLIS2,GLIS2,0.9990392
OCEL1,OCEL1,0.9990391
CYP26C1,CYP26C1,0.9990388
NTHL1,NTHL1,0.9990386
PUS1,PUS1,0.9990386
GPR148,GPR148,0.99903846
PLEKHS1,PLEKHS1,0.99903834
BFSP1,BFSP1,0.9990383
OSBPL2,OSBPL2,0.99903744
FOXA3,FOXA3,0.9990372
HBD,HBD,0.99903715
PARP11,PARP11,0.9990371
DKK2,DKK2,0.99903584
MISP,MISP,0.9990356
ZNF622,ZNF622,0.9990356
CFAP69,CFAP69,0.9990355
KIAA0100,BLTP2,0.9990352
SLC51B,SLC51B,0.9990351
CHRND,CHRND,0.999035
ABCB10,ABCB10,0.99903476
TUT7,TUT7,0.99903375
TAFA2,TAFA2,0.9990337
PDE7B,PDE7B,0.99903333
TMEM69,TMEM69,0.99903333
RPL4,RPL4,0.9990331
KLHL32,KLHL32,0.9990329
DIMT1,DIMT1,0.99903274
NAV3,NAV3,0.9990324
BMP2,BMP2,0.99903214
VSIG10L,VSIG10L,0.9990321
IBSP,IBSP,0.99903166
TAC3,TAC3,0.9990314
GPR150,GPR150,0.99903136
GRHPR,GRHPR,0.99903125
TINAGL1,TINAGL1,0.99903107
SUB1,SUB1,0.9990309
CFAP97D1,CFAP97D1,0.99903077
TEX15,TEX15,0.9990305
RIPK3,RIPK3,0.99903035
ATOH1,ATOH1,0.9990301
RSPO4,RSPO4,0.9990293
OR7D2,OR7D2,0.99902916
PRMT7,PRMT7,0.9990291
FOXH1,FOXH1,0.9990289
CYP2B6,CYP2B6,0.9990286
IVNS1ABP,IVNS1ABP,0.9990286
DPH7,DPH7,0.99902856
GCGR,GCGR,0.99902856
CCDC86,CCDC86,0.9990283
GRPEL2,GRPEL2,0.9990281
NSFL1C,NSFL1C,0.9990281
LEFTY1,LEFTY1,0.9990276
TFF3,TFF3,0.9990275
RNF180,RNF180,0.9990274
TJAP1,TJAP1,0.99902666
SBF2,SBF2,0.9990265
DMPK,DMPK,0.999026
ZCWPW2,ZCWPW2,0.99902546
OR7C2,OR7C2,0.9990243
VPS11,VPS11,0.99902415
MRPS26,MRPS26,0.9990233
CLASRP,CLASRP,0.99902326
GPR31,GPR31,0.99902195
B3GNT6,B3GNT6,0.9990217
TCL1A,TCL1A,0.99902165
PROK2,PROK2,0.9990215
ATOSB,ATOSB,0.9990207
ZNF728,ZNF728,0.99902064
PGBD2,PGBD2,0.9990201
MAPRE3,MAPRE3,0.9990187
GRAP2,GRAP2,0.9990185
C10H10orf105,C10orf105,0.99901724
GGT7,GGT7,0.9990171
RPH3A,RPH3A,0.9990162
DUSP13B,DUSP13B,0.99901605
ZNF33B,ZNF33B,0.999016
BACE1,BACE1,0.99901575
NAA20,NAA20,0.9990148
MFSD3,MFSD3,0.9990147
DCP1B,DCP1B,0.99901414
FANCC,FANCC,0.999014
RBM11,RBM11,0.999014
ZNF284,ZNF284,0.9990137
RASL12,RASL12,0.9990136
MOG,MOG,0.999013
FAM78A,FAM78A,0.9990129
SQOR,SQOR,0.9990128
SPOCD1,SPOCD1,0.99901265
GRIA3,GRIA3,0.9990124
OASL,OASL,0.9990123
WDR59,WDR59,0.999012
C1H1orf54,C1orf54,0.99901193
HMBOX1,HMBOX1,0.9990117
ARL6IP6,ARL6IP6,0.99901104
DDX18,DDX18,0.99901086
SUGT1,SUGT1,0.9990096
ALOX15B,ALOX15B,0.99900943
CFAP96,CFAP96,0.9990093
EVI2A,EVI2A,0.9990092
TUFT1,TUFT1,0.9990091
RBMS1,RBMS1,0.99900895
BSND,BSND,0.9990084
CAPZA3,CAPZA3,0.99900824
KLLN,KLLN,0.9990082
E2F3,E2F3,0.99900806
PPIP5K2,PPIP5K2,0.99900806
FAM240B,FAM240B,0.99900764
HJURP,HJURP,0.9990069
ZNF215,ZNF215,0.99900615
CTNNA3,CTNNA3,0.99900603
UACA,UACA,0.999006
DNAJC21,DNAJC21,0.99900556
EVC,EVC,0.99900556
THAP11,THAP11,0.99900556
ATP5F1D,ATP5F1D,0.99900544
KLF1,KLF1,0.99900544
ANKRD27,ANKRD27,0.9990053
SLC30A2,SLC30A2,0.99900484
MRTO4,MRTO4,0.9990046
HSPA4L,HSPA4L,0.9990038
SERPINI1,SERPINI1,0.9990037
ANKS6,ANKS6,0.99900335
GIGYF2,GIGYF2,0.999003
APBA2,APBA2,0.9990025
PEBP4,PEBP4,0.99900246
NOX1,NOX1,0.9990019
MB,MB,0.99900186
LRRN4,LRRN4,0.9990018
AMPD2,AMPD2,0.9990013
CACNA2D2,CACNA2D2,0.99900067
MT-CO1,COX1,0.9990004
ACTRT2,ACTRT2,0.99900025
HAUS8,HAUS8,0.99900025
NLRP4,NLRP4,0.9990001
OR12D3,OR12D3,0.9989998
OR7D4,OR7D4,0.9989998
TCN2,TCN2,0.9989998
INO80C,INO80C,0.9989996
PRL,PRL,0.9989996
CRYZL1,CRYZL1,0.99899954
SNAPC2,SNAPC2,0.9989995
RRP12,RRP12,0.9989993
PPDPFL,PPDPFL,0.9989992
RNPS1,RNPS1,0.99899894
OR4K15,OR4K15,0.9989979
MIER1,MIER1,0.99899787
TRIM66,TRIM66,0.99899757
SLFN12,SLFN12,0.9989974
TXNRD3,TXNRD3,0.9989972
OR4K1,OR4K1,0.99899656
OR2G3,OR2G3,0.99899584
EVX1,EVX1,0.9989956
LARS2,LARS2,0.9989955
RUFY3,RUFY3,0.9989953
TMC3,TMC3,0.99899405
A1CF,A1CF,0.998994
CARTPT,CARTPT,0.9989938
HOXA7,HOXA7,0.9989937
TTI2,TTI2,0.99899316
PRSS36,PRSS36,0.99899274
FAM76A,FAM76A,0.9989918
PQBP1,PQBP1,0.9989913
ZFPL1,ZFPL1,0.9989908
COQ3,COQ3,0.9989903
RANBP3L,RANBP3L,0.99898964
PTPRN,PTPRN,0.998989
KCP,KCP,0.9989888
OR5W2,OR5W2,0.998988
LEKR1,LEKR1,0.9989878
SYPL2,SYPL2,0.99898773
PLP2,PLP2,0.9989877
TFPI2,TFPI2,0.99898756
CD200R1,CD200R1,0.9989875
SLC25A45,SLC25A45,0.9989869
ABITRAM,ABITRAM,0.99898684
CFAP61,CFAP61,0.9989864
INMT,INMT,0.9989864
ZNF44,ZNF44,0.9989861
ERCC2,ERCC2,0.99898523
ADGRG2,ADGRG2,0.99898475
KRT74,KRT74,0.9989845
GGA1,GGA1,0.9989843
TNFAIP8L2,TNFAIP8L2,0.9989843
CHAC1,CHAC1,0.99898356
GJA10,GJA10,0.99898356
SLC18A1,SLC18A1,0.99898285
AWAT2,AWAT2,0.998982
ATP6V1G3,ATP6V1G3,0.9989814
PALD1,PALD1,0.9989804
ZNF510,ZNF510,0.99898
HSF5,HSF5,0.9989795
C8B,C8B,0.9989792
CD93,CD93,0.998979
FMNL1,FMNL1,0.99897844
SCT,SCT,0.9989784
ARMC10,ARMC10,0.9989782
EDDM3B,EDDM3B,0.99897814
FCRL3,FCRL3,0.9989777
MRPL40,MRPL40,0.9989777
ANKRD35,ANKRD35,0.9989771
C1H1orf52,C1orf52,0.99897623
OR5B17,OR5B17,0.9989749
ARHGAP15,ARHGAP15,0.99897456
KLKB1,KLKB1,0.99897444
SERPINE2,SERPINE2,0.9989743
SLC39A14,SLC39A14,0.9989742
CRYGS,CRYGS,0.9989741
BTC,BTC,0.99897325
HDAC1,HDAC1,0.99897325
PLEKHA4,PLEKHA4,0.998973
SPECC1,SPECC1,0.99897265
NUDT8,NUDT8,0.9989723
BCL2L10,BCL2L10,0.9989721
GBP5,GBP5,0.9989707
RHEBL1,RHEBL1,0.9989691
CD2BP2,CD2BP2,0.99896896
C1H1orf131,C1orf131,0.99896866
LY6L,LY6L,0.9989685
SLC22A18,SLC22A18,0.9989683
ADGRG3,ADGRG3,0.998967
COX6A1,COX6A1,0.9989667
POLD3,POLD3,0.9989665
TRAPPC6A,TRAPPC6A,0.9989659
CIMAP1C,CIMAP1C,0.99896586
SERPINE1,SERPINE1,0.9989653
EDDM3A,EDDM3A,0.998965
TANC2,TANC2,0.9989649
ERCC6L,ERCC6L,0.9989647
LOXHD1,LOXHD1,0.9989647
CHST5,CHST5,0.9989645
CCT8,CCT8,0.99896383
CLCN4,CLCN4,0.9989631
IFI44L,IFI44L,0.99896264
ALYREF,ALYREF,0.99896234
SPOCK1,SPOCK1,0.99896204
ZNF627,ZNF627,0.998962
PM20D2,PM20D2,0.99896175
MAOA,MAOA,0.9989615
RPS23,RPS23,0.99896145
IGFBP6,IGFBP6,0.9989608
HTR7,HTR7,0.99896014
LRRC3,LRRC3,0.9989592
PCDHB15,PCDHB15,0.998959
UTP14A,UTP14A,0.998959
TRIOBP,TRIOBP,0.9989585
SLC25A43,SLC25A43,0.99895847
CCDC180,CCDC180,0.9989574
PIR,PIR,0.99895656
SLC22A9,SLC22A9,0.9989564
SCCPDH,SCCPDH,0.99895597
DLG4,DLG4,0.9989555
AKAP4,AKAP4,0.99895465
RUBCNL,RUBCNL,0.99895453
DAP3,DAP3,0.9989542
DBN1,DBN1,0.99895406
PRR33,PRR33,0.99895406
CBX4,CBX4,0.99895394
FTMT,FTMT,0.99895364
MMP16,MMP16,0.9989535
ITGA8,ITGA8,0.99895275
TRIM2,TRIM2,0.9989527
C4BPB,C4BPB,0.9989524
SEC24B,SEC24B,0.9989514
TICAM1,TICAM1,0.99895084
ZNF350,ZNF350,0.99895084
STBD1,STBD1,0.9989507
C2BH2orf88,C2orf88,0.99895036
WDR5B,WDR5B,0.99894935
DPH2,DPH2,0.99894863
HPGDS,HPGDS,0.9989486
CTBS,CTBS,0.99894816
NOL4L,NOL4L,0.99894774
EFCAB14,EFCAB14,0.99894744
KRTDAP,KRTDAP,0.9989472
ZYX,ZYX,0.998947
RPL14,RPL14,0.9989469
ZSWIM8,ZSWIM8,0.99894685
NKX2-6,NKX2-6,0.99894667
FRAT1,FRAT1,0.9989461
GOLM1,GOLM1,0.998946
CETN3,CETN3,0.9989459
CC2D1A,CC2D1A,0.9989451
ZNF511,ZNF511,0.9989443
ARL15,ARL15,0.99894387
AMPH,AMPH,0.9989437
MEIOB,MEIOB,0.998943
RAMP2,RAMP2,0.9989429
INTS2,INTS2,0.99894273
FHIP2A,FHIP2A,0.9989427
TAS2R5,TAS2R5,0.9989426
CLIP2,CLIP2,0.99894226
RGP1,RGP1,0.9989422
TP63,TP63,0.9989422
GNPDA2,GNPDA2,0.99894184
ZNF37A,ZNF37A,0.9989412
FAAH,FAAH,0.99894106
ACADL,ACADL,0.998941
SAMD12,SAMD12,0.99894017
ZNF681,ZNF681,0.9989401
ZHX1,ZHX1,0.99893856
ACTL7A,ACTL7A,0.9989385
HAPLN3,HAPLN3,0.9989383
TMEM275,TMEM275,0.9989373
PLPP6,PLPP6,0.99893725
GABARAPL1,GABARAPL1,0.9989372
ARID5B,ARID5B,0.998937
ADAM33,ADAM33,0.99893624
SPESP1,SPESP1,0.99893606
BRD7,BRD7,0.9989354
USF2,USF2,0.99893516
PRSS8,PRSS8,0.99893385
CPVL,CPVL,0.9989335
CPA5,CPA5,0.99893284
C2CD6,C2CD6,0.9989328
KRT26,KRT26,0.99893254
FTO,FTO,0.9989304
SUSD6,SUSD6,0.9989297
ZNF75D,ZNF75D,0.9989295
DCAF8L2,DCAF8L2,0.99892914
ETV1,ETV1,0.99892914
FAXDC2,FAXDC2,0.9989289
RBFOX3,RBFOX3,0.99892825
ANKRD13D,ANKRD13D,0.99892765
ARL14,ARL14,0.99892753
BRD10,KIAA2026,0.99892753
TMF1,TMF1,0.9989273
ZNHIT3,ZNHIT3,0.9989273
ABRA,ABRA,0.99892706
LRSAM1,LRSAM1,0.9989251
NCOA2,NCOA2,0.9989242
TEX11,TEX11,0.9989236
ZNF189,ZNF189,0.99892306
ENTPD5,ENTPD5,0.99892193
EP400,EP400,0.99892163
UBE2D3,UBE2D3,0.99892163
COQ8A,COQ8A,0.99892145
BCO1,BCO1,0.99892133
CDC37,CDC37,0.99892086
KIN,KIN,0.99892086
LDHA,LDHA,0.99892074
MYL5,MYL5,0.9989206
FBN3,FBN3,0.99891955
SLC35C1,SLC35C1,0.9989191
HNRNPLL,HNRNPLL,0.99891824
MGME1,MGME1,0.9989182
PARP2,PARP2,0.998918
LY6G6C,LY6G6C,0.99891764
RPS14,RPS14,0.9989175
CCN5,CCN5,0.9989169
SENP8,SENP8,0.9989164
MICALL2,MICALL2,0.9989162
KLHL3,KLHL3,0.99891484
C11H11orf24,C11orf24,0.99891424
IRX3,IRX3,0.99891347
SLC26A5,SLC26A5,0.9989127
SLC13A1,SLC13A1,0.9989124
C1QBP,C1QBP,0.9989121
DPF2,DPF2,0.9989116
PROM2,PROM2,0.9989106
OR6M1,OR6M1,0.99891055
GNL1,GNL1,0.9989102
TXNDC11,TXNDC11,0.99890995
DUSP29,DUSP29,0.9989097
SMTN,SMTN,0.99890965
UBE2O,UBE2O,0.99890894
LEMD1,LEMD1,0.9989084
SLBP,SLBP,0.99890816
TGFBRAP1,TGFBRAP1,0.99890816
ADRA2B,ADRA2B,0.9989079
CUL4A,CUL4A,0.99890786
OR6K3,OR6K3,0.9989075
CRPPA,CRPPA,0.99890745
RDH16,RDH16,0.99890643
TMPRSS12,TMPRSS12,0.9989062
ARID3C,ARID3C,0.9989059
PPP1R13B,PPP1R13B,0.9989059
UAP1L1,UAP1L1,0.9989059
EPB42,EPB42,0.9989054
VIP,VIP,0.9989042
CLBA1,CLBA1,0.99890417
TTC17,TTC17,0.99890405
ME2,ME2,0.99890393
HTRA4,HTRA4,0.9989033
APOB,APOB,0.9989025
HOATZ,HOATZ,0.9989016
SUCLG2,SUCLG2,0.9989013
GEN1,GEN1,0.9989002
ZNF679,ZNF679,0.9989
ATRIP,ATRIP,0.99889976
DPY19L3,DPY19L3,0.9988995
HTR3C,HTR3C,0.9988995
TENT2,TENT2,0.99889916
EFHB,EFHB,0.9988983
SLC8A1,SLC8A1,0.9988982
OR51S1,OR51S1,0.9988979
TSPO,TSPO,0.99889773
RAD9B,RAD9B,0.99889725
RNF175,RNF175,0.9988971
PIN4,PIN4,0.9988966
HRH2,HRH2,0.99889624
ZNF516,ZNF516,0.99889624
TMEM179,TMEM179,0.9988961
FBXL20,FBXL20,0.99889594
PPP2R2C,PPP2R2C,0.9988956
TP73,TP73,0.9988949
OR9G1,OR9G1,0.99889475
LYPD4,LYPD4,0.9988944
VCF1,FAM104A,0.998894
LBHD1,LBHD1,0.99889386
CETN2,CETN2,0.99889344
TMEM41A,TMEM41A,0.9988926
BIRC5,BIRC5,0.9988916
CALCOCO2,CALCOCO2,0.99889094
PYGO1,PYGO1,0.99889046
QPCT,QPCT,0.9988895
RSAD2,RSAD2,0.9988892
KIF26B,KIF26B,0.9988883
TXNIP,TXNIP,0.99888784
NME8,NME8,0.9988871
CLRN2,CLRN2,0.99888664
APOF,APOF,0.99888504
TTC7A,TTC7A,0.9988846
WNT3A,WNT3A,0.9988838
KCNT1,KCNT1,0.9988833
QRICH1,QRICH1,0.9988829
TOP2B,TOP2B,0.9988828
ADAMTSL4,ADAMTSL4,0.9988827
NPC1L1,NPC1L1,0.9988823
COX7A1,COX7A1,0.99888206
VTCN1,VTCN1,0.998882
SYK,SYK,0.99888164
CNTF,CNTF,0.9988815
OLIG3,OLIG3,0.9988814
MED19,MED19,0.9988813
PITPNM3,PITPNM3,0.99888086
DEFB118,DEFB118,0.9988807
E4F1,E4F1,0.9988807
AKIRIN1,AKIRIN1,0.9988798
CD300H,CD300H,0.9988795
SMARCE1,SMARCE1,0.9988794
ALDH18A1,ALDH18A1,0.99887913
TECTA,TECTA,0.99887896
CCDC85A,CCDC85A,0.9988778
H1-1,H1-1,0.99887764
SIL1,SIL1,0.99887735
USP34,USP34,0.99887687
CASP14,CASP14,0.9988764
ADAMDEC1,ADAMDEC1,0.99887544
MFAP1,MFAP1,0.9988749
GLDN,GLDN,0.9988739
LIPH,LIPH,0.99887383
ENPP5,ENPP5,0.99887353
RGS21,RGS21,0.99887234
IL1F10,IL1F10,0.99887174
GTF2B,GTF2B,0.9988715
JAM2,JAM2,0.99887085
CD8A,CD8A,0.99886996
RNPEP,RNPEP,0.99886984
TMEM81,TMEM81,0.99886924
LGALS12,LGALS12,0.9988684
SPA17,SPA17,0.99886817
ANGPTL7,ANGPTL7,0.9988678
MLF1,MLF1,0.99886733
CUTA,CUTA,0.99886715
RGS10,RGS10,0.9988671
CHMP4C,CHMP4C,0.9988669
SURF2,SURF2,0.9988667
LRRTM4,LRRTM4,0.9988666
RITA1,RITA1,0.9988666
SLURP2,SLURP2,0.9988666
ZNF783,ZNF783,0.9988666
CCDC78,CCDC78,0.9988663
HBM,HBM,0.9988663
ABLIM1,ABLIM1,0.9988661
GALK2,GALK2,0.9988661
PAWR,PAWR,0.9988653
PROCR,PROCR,0.998865
CCDC120,CCDC120,0.9988645
PTPN2,PTPN2,0.99886423
STOML3,STOML3,0.9988642
DOCK1,DOCK1,0.9988641
EVL,EVL,0.99886316
DNM2,DNM2,0.9988631
NDUFS8,NDUFS8,0.9988626
DUXB,DUXB,0.99886227
CDKN2B,CDKN2B,0.9988615
HDHD3,HDHD3,0.99886096
ABCD3,ABCD3,0.9988608
CCDC160,CCDC160,0.99886036
LRRC45,LRRC45,0.9988599
DNAI3,DNAI3,0.99885964
ABHD5,ABHD5,0.9988592
ZNF165,ZNF165,0.9988589
GABRB2,GABRB2,0.99885774
TNFRSF9,TNFRSF9,0.9988569
RCAN2,RCAN2,0.9988567
MTNR1B,MTNR1B,0.9988549
RPL34,RPL34,0.9988548
WDR53,WDR53,0.99885476
OR2F1,OR2F1,0.9988543
CDH24,CDH24,0.99885416
PACC1,PACC1,0.99885374
HBZ,HBZ,0.998853
CDSN,CDSN,0.99885297
POU1F1,POU1F1,0.99885297
SREK1IP1,SREK1IP1,0.9988526
VXN,VXN,0.99885255
SLC39A4,SLC39A4,0.99885166
CD86,CD86,0.9988516
GLB1,GLB1,0.9988515
HARS2,HARS2,0.9988514
CERT1,CERT1,0.9988511
OSBP2,OSBP2,0.9988511
CD1B,CD1B,0.99884987
HEMK1,HEMK1,0.9988491
TLDC2,TLDC2,0.99884796
DDX5,DDX5,0.99884707
TCN1,TCN1,0.99884695
ZNF707,ZNF707,0.9988461
BNIP5,BNIP5,0.9988458
REDIC1,C12orf40,0.99884504
R3HDM2,R3HDM2,0.99884486
RAB11FIP2,RAB11FIP2,0.99884486
EPS15,EPS15,0.9988445
RPP40,RPP40,0.9988444
LRRC26,LRRC26,0.99884415
OR11G2,OR11G2,0.9988434
KRBOX1,KRBOX1,0.998843
THOC6,THOC6,0.99884284
TRAV38-2DV8,TRAV38-2DV8,0.9988421
C1QTNF12,C1QTNF12,0.99884194
CHM,CHM,0.9988418
GPR32,GPR32,0.9988417
OAZ3,OAZ3,0.99884117
GCKR,GCKR,0.99884105
ORC6,ORC6,0.99884075
ARHGEF2,ARHGEF2,0.99884063
FOXS1,FOXS1,0.99884045
ELP3,ELP3,0.9988403
ZNF813,ZNF813,0.99884
POLE,POLE,0.99883956
SDS,SDS,0.99883956
TMPRSS3,TMPRSS3,0.9988393
SLC43A2,SLC43A2,0.9988392
MAGEA10,MAGEA10,0.9988391
PEDS1,PEDS1,0.99883896
FAM13C,FAM13C,0.9988389
TRAV38-1,TRAV38-1,0.99883884
SOHLH1,SOHLH1,0.9988381
SLC10A6,SLC10A6,0.99883705
RBP2,RBP2,0.9988359
MICU2,MICU2,0.99883586
RIN1,RIN1,0.99883586
PARP9,PARP9,0.9988343
AGBL5,AGBL5,0.9988339
ZNF280A,ZNF280A,0.9988336
MEAK7,MEAK7,0.99883324
CALML6,CALML6,0.99883294
ATP23,ATP23,0.9988306
NDUFA8,NDUFA8,0.99883026
BTBD17,BTBD17,0.9988299
S100A9,S100A9,0.9988299
TNS2,TNS2,0.9988287
GPN3,GPN3,0.99882853
MYSM1,MYSM1,0.99882776
FCER1A,FCER1A,0.9988275
PATE3,PATE3,0.9988274
IFNA2,IFNA2,0.9988269
YOD1,YOD1,0.9988269
PROKR2,PROKR2,0.9988265
FAM234B,FAM234B,0.9988254
SYCE1,SYCE1,0.9988238
ANXA3,ANXA3,0.9988231
TIMM8B,TIMM8B,0.9988227
DGKI,DGKI,0.9988224
ZNF90,ZNF90,0.9988214
EPHB3,EPHB3,0.9988209
POLDIP3,POLDIP3,0.9988207
AGFG1,AGFG1,0.99882036
SLC27A1,SLC27A1,0.9988199
CREB5,CREB5,0.9988198
NSDHL,NSDHL,0.9988198
IL18RAP,IL18RAP,0.9988195
APOA1,APOA1,0.9988192
MRM2,MRM2,0.9988184
RHBDD1,RHBDD1,0.99881834
FXYD4,FXYD4,0.9988182
PBLD,PBLD,0.9988179
GPNMB,GPNMB,0.99881774
MS4A12,MS4A12,0.9988177
FMNL3,FMNL3,0.99881727
TCHHL1,TCHHL1,0.99881715
UPF3A,UPF3A,0.9988165
ITIH2,ITIH2,0.99881613
PIK3C3,PIK3C3,0.9988159
HORMAD1,HORMAD1,0.9988152
KRT83,KRT83,0.9988143
PHETA1,PHETA1,0.99881405
RLN3,RLN3,0.9988126
ARRB1,ARRB1,0.9988118
HDHD2,HDHD2,0.99881035
LRRK2,LRRK2,0.9988103
ASIC3,ASIC3,0.9988095
OR5M1,OR5M1,0.9988095
MCOLN1,MCOLN1,0.9988084
ZNF480,ZNF480,0.9988084
PPOX,PPOX,0.998808
REX1BD,REX1BD,0.9988078
CUL7,CUL7,0.9988076
KRT81,KRT81,0.9988072
OXSM,OXSM,0.99880576
HDGFL2,HDGFL2,0.99880564
DPH5,DPH5,0.99880546
MRS2,MRS2,0.9988045
CDC5L,CDC5L,0.998804
FOXP4,FOXP4,0.99880356
AAK1,AAK1,0.9988035
SLC26A1,SLC26A1,0.99880326
CCDC89,CCDC89,0.9988032
KAT7,KAT7,0.99880296
C1H1orf167,C1orf167,0.9988026
IL11,IL11,0.99880254
LSM14A,LSM14A,0.9988016
NR3C1,NR3C1,0.99880075
SLCO1B1,SLCO1B1,0.9987999
DNAAF6,DNAAF6,0.99879974
RBBP8NL,RBBP8NL,0.9987987
CFAP251,CFAP251,0.99879855
LCN15,LCN15,0.9987981
GLRA1,GLRA1,0.9987977
HNRNPUL1,HNRNPUL1,0.9987977
TPR,TPR,0.9987975
SLAMF9,SLAMF9,0.9987972
CSMD2,CSMD2,0.9987971
RPS25,RPS25,0.99879664
ZNF30,ZNF30,0.99879646
GMNC,GMNC,0.9987961
DCAF4,DCAF4,0.9987956
SCHIP1,SCHIP1,0.99879557
RNF213,RNF213,0.99879444
CIDEC,CIDEC,0.9987943
LIF,LIF,0.99879414
VSX1,VSX1,0.9987941
ACO2,ACO2,0.9987937
EBF4,EBF4,0.9987935
NCOA3,NCOA3,0.99879336
ADAM7,ADAM7,0.9987928
ZNF747,ZNF747,0.99879223
ARHGEF6,ARHGEF6,0.99879205
BEAN1,BEAN1,0.99879205
ITIH3,ITIH3,0.998792
KRTAP16-1,KRTAP16-1,0.9987916
VAT1,VAT1,0.9987914
GLYAT,GLYAT,0.9987913
CSF1,CSF1,0.9987912
CHIT1,CHIT1,0.9987909
HTD2,HTD2,0.99879086
TIMM29,TIMM29,0.99879026
BMPR1B,BMPR1B,0.99878794
KRT41,GHAA,0.9987877
CLIP1,CLIP1,0.9987874
PRTN3,PRTN3,0.9987871
C12H12orf56,C12orf56,0.9987868
DENND6A,DENND6A,0.9987864
PIK3CA,PIK3CA,0.998786
POLR1E,POLR1E,0.9987859
NUP133,NUP133,0.99878395
ZMYND15,ZMYND15,0.9987839
ELL3,ELL3,0.9987838
ETV7,ETV7,0.9987838
TIFAB,TIFAB,0.9987824
SUOX,SUOX,0.9987822
UBAP1,UBAP1,0.9987822
FGFBP3,FGFBP3,0.9987816
PRMT2,PRMT2,0.99878126
LRTM1,LRTM1,0.99878114
IRX5,IRX5,0.99878097
GNL3L,GNL3L,0.9987807
NMT1,NMT1,0.99877983
ZNF577,ZNF577,0.9987797
MMP1,MMP1,0.99877936
IDH1,IDH1,0.9987792
TBPL2,TBPL2,0.99877894
TAS2R41,TAS2R41,0.9987783
NR0B1,NR0B1,0.9987779
PPIC,PPIC,0.99877703
SLF1,SLF1,0.99877554
MSS51,MSS51,0.99877536
LRIT3,LRIT3,0.9987751
SGSM2,SGSM2,0.99877495
LSMEM2,LSMEM2,0.99877423
MS4A7,MS4A7,0.99877304
ATP2A3,ATP2A3,0.998773
SRGAP1,SRGAP1,0.99877185
AMDHD1,AMDHD1,0.9987716
SMIM8,SMIM8,0.99877155
RGS12,RGS12,0.9987715
PFN3,PFN3,0.99877095
REG1B,REG1B,0.99877006
GDF3,GDF3,0.99877
CAPN13,CAPN13,0.9987696
STAG1,STAG1,0.9987692
DLD,DLD,0.99876916
TFB2M,TFB2M,0.99876916
L3MBTL4,L3MBTL4,0.998769
CATSPER1,CATSPER1,0.99876875
MITD1,MITD1,0.99876857
CRISP1,CRISP1,0.9987675
ENO4,ENO4,0.9987669
CLDN19,CLDN19,0.9987666
VPS53,VPS53,0.99876654
SAA2,SAA2,0.99876606
SLCO6A1,SLCO6A1,0.99876606
TCF4,TCF4,0.998766
GARIN4,GARIN4,0.9987652
SFTA2,SFTA2,0.9987647
OTOF,OTOF,0.9987634
EHD2,EHD2,0.9987632
UTRN,UTRN,0.9987632
ECHDC1,ECHDC1,0.998763
RGS5,RGS5,0.9987617
TMUB2,TMUB2,0.99876136
MAMDC4,MAMDC4,0.9987606
CCDC14,CCDC14,0.99876034
LPCAT2,LPCAT2,0.99876034
DTL,DTL,0.99875927
DNAJC12,DNAJC12,0.99875814
CABS1,CABS1,0.9987581
JAKMIP3,JAKMIP3,0.9987578
NPY,NPY,0.9987576
ACSF3,ACSF3,0.9987573
ZBTB44,ZBTB44,0.9987573
ZNF852,ZNF852,0.9987571
CTSO,CTSO,0.99875665
PCOLCE2,PCOLCE2,0.9987566
TLE4,TLE4,0.99875635
TUB,TUB,0.9987561
LRRC75B,LRRC75B,0.9987557
PIP4K2A,PIP4K2A,0.99875546
OR10R2,OR10R2,0.9987554
ZNHIT6,ZNHIT6,0.99875486
SPAG4,SPAG4,0.9987546
JSRP1,JSRP1,0.9987538
SYTL3,SYTL3,0.9987535
UBASH3B,UBASH3B,0.9987532
NEU2,NEU2,0.998753
METTL6,METTL6,0.99875253
ENTR1,ENTR1,0.99875206
SHISAL2B,SHISAL2B,0.9987518
EPHA8,EPHA8,0.99875176
LPXN,LPXN,0.9987512
TSG101,TSG101,0.9987505
ABI3BP,ABI3BP,0.9987504
GTPBP2,GTPBP2,0.9987497
CD226,CD226,0.99874693
TRAK1,TRAK1,0.9987467
OR7C1,OR7C1,0.9987464
WNK3,WNK3,0.99874616
LVRN,LVRN,0.9987457
CARD10,CARD10,0.99874514
TMEM74B,TMEM74B,0.99874467
MACC1,MACC1,0.998744
STAG3,STAG3,0.9987438
ZNF341,ZNF341,0.9987437
DUS4L,DUS4L,0.9987431
PDE1A,PDE1A,0.9987418
VAMP2,VAMP2,0.9987417
FGL1,FGL1,0.99874157
HHATL,HHATL,0.9987415
VNN2,VNN2,0.9987405
RALGPS2,RALGPS2,0.9987404
SLFN11,SLFN11,0.9987398
BICRAL,BICRAL,0.9987395
LPCAT4,LPCAT4,0.9987395
ZSCAN22,ZSCAN22,0.9987383
TNRC6A,TNRC6A,0.9987381
POC5,POC5,0.9987376
TNFSF15,TNFSF15,0.99873734
ZNF610,ZNF610,0.99873716
GTF3C6,GTF3C6,0.9987359
