mice gene name,pig gene name,correlation
Htr7,HTR7,0.9631136
Fam8a1,FAM8A1,0.9631098
Gm94,C5orf46,0.96309656
Twsg1,TWSG1,0.96309453
Fam98b,FAM98B,0.96308696
Tbx22,TBX22,0.96308154
Hsd17b10,HSD17B10,0.9630676
Pfkfb2,PFKFB2,0.96306545
Mras,MRAS,0.9630614
Tmprss11c,TMPRSS11B,0.9630561
Magi1,MAGI1,0.963055
Fut7,FUT7,0.963049
Ppef2,PPEF2,0.96304405
Sult1c2,SULT1C2,0.96304256
Ppp1r14b,PPP1R14B,0.96304
Pgm2l1,PGM2L1,0.96303916
Acss1,ACSS1,0.96303165
Pla2g4a,PLA2G4A,0.96302533
Wfs1,WFS1,0.96301425
Ccdc28a,CCDC28A,0.9629902
Wwp2,WWP2,0.9629895
Evi5,EVI5,0.9629868
Cwc25,CWC25,0.96296376
Serinc2,SERINC2,0.96296054
Rpl3,RPL3,0.9629472
Ppp1r12b,PPP1R12B,0.9629434
9530077C05Rik,MATCAP2,0.96293825
Olfr632,OR51B5,0.96293306
Crmp1,CRMP1,0.9629318
Zfyve19,ZFYVE19,0.9629289
Ehhadh,EHHADH,0.96292484
Faap24,FAAP24,0.9629222
Pycard,PYCARD,0.9629155
Cyb561a3,CYB561A3,0.9629059
Senp3,SENP3,0.962901
Rptor,RPTOR,0.9628972
Maf1,MAF1,0.9628944
Wasf1,WASF2,0.9628902
N4bp1,N4BP1,0.9628877
Msra,MSRA,0.9628741
Pik3ip1,PIK3IP1,0.9628737
St6galnac1,ST6GALNAC1,0.96287274
Spop,SPOP,0.9628683
Ttr,TTR,0.9628672
Ttf1,TTF1,0.96286684
Tgfbr3l,TGFBR3L,0.9628616
Slc38a10,SLC38A10,0.9628588
Ascc1,ASCC1,0.962854
Macroh2a2,MACROH2A2,0.9628444
Traf4,TRAF4,0.962842
Cpped1,CPPED1,0.96280634
Gsg1,GSG1,0.9627711
mt-Nd6,ND6,0.9627623
Pde7b,PDE7B,0.9627572
Xbp1,XBP1,0.9627451
Narf,NARF,0.9627395
Camsap3,CAMSAP3,0.9627345
Golga1,GOLGA1,0.96273226
Ms4a12,MS4A12,0.96273065
Prex1,PREX1,0.9627295
Setd1b,SETD1B,0.9627112
Oser1,OSER1,0.9627098
Csnk1g1,CSNK1G1,0.9627049
Gpr55,GPR55,0.962695
Isx,ISX,0.96268606
Dpysl5,DPYSL5,0.96268445
Ifit1,IFIT1,0.96268123
Casp9,CASP9,0.96265274
Tsnax,TSNAX,0.96263933
Unkl,UNKL,0.9626379
Zik1,ZNF570,0.9626378
F7,F7,0.96263343
Spaca5,SPACA5,0.96263194
Hace1,HACE1,0.9626265
Ttc23,TTC23,0.9626017
Nipa1,NIPA1,0.96259224
Ska2,SKA2,0.9625884
Neurl3,NEURL3,0.96257704
Hsf1,HSF1,0.9625762
Slc19a3,SLC19A3,0.9625739
Mterf4,MTERF4,0.9625712
Fam209,FAM209B,0.9625563
2300002M23Rik,C6orf15,0.9625547
Olfr212,OR6T1,0.96255064
Ywhah,YWHAH,0.9625431
Olfr453,OR2G3,0.9625396
Cd40lg,CD40LG,0.96253526
Rubcnl,RUBCNL,0.9625336
Laptm5,LAPTM5,0.96252936
Srebf2,SREBF2,0.9625277
Tubd1,TUBD1,0.9625274
Slc10a7,SLC10A7,0.9625077
Cask,CASK,0.9625046
Tfpi,TFPI,0.9624949
Pglyrp4,PGLYRP4,0.9624807
Acnat2,BAAT,0.9624805
Pth2,PTH2,0.9624692
Krtap8-1,KRTAP8-1,0.96246773
Ly6g6c,LY6G6C,0.9624642
Dpysl4,DPYSL4,0.96245474
Myl6,MYL6,0.96244764
Poc5,POC5,0.9624437
Nsd2,NSD2,0.9624168
Srd5a1,SRD5A1,0.96241504
Cpne7,CPNE1,0.9624112
Tepsin,TEPSIN,0.9623956
Fosb,FOSB,0.96239054
Odad4,ODAD4,0.9623873
Gtf3a,GTF3A,0.962382
Mad1l1,MAD1L1,0.962371
Wnk4,WNK4,0.96235424
Cryab,CRYAB,0.96235377
Mroh5,MROH5,0.9623524
Fam32a,FAM32A,0.96235067
Fam3b,FAM3B,0.9623419
Ptges3l,PTGES3L,0.9623362
Trim45,TRIM45,0.9623354
Cyp4b1,CYP4B1,0.9623319
Hdac10,HDAC10,0.96231526
L3hypdh,L3HYPDH,0.9623101
Gm17455,C10orf105,0.9623086
Cuedc2,CUEDC2,0.9623065
Hcfc2,HCFC2,0.9623002
Swsap1,SWSAP1,0.9622946
Cfap221,CFAP221,0.9622867
Cradd,CRADD,0.9622804
Kmt2c,KMT2C,0.9622753
Pxdc1,PXDC1,0.96227473
Tprkb,TPRKB,0.96226794
Pdzk1,PDZK1,0.9622679
Sirt5,SIRT5,0.9622624
Ints13,INTS13,0.9622592
Nbr1,NBR1,0.96225
Nucb1,NUCB1,0.9622407
Cblc,CBLC,0.96224016
Nfatc2ip,NFATC2IP,0.9622278
Irx1,IRX1,0.96221143
Tbc1d23,TBC1D23,0.9622099
Vgf,VGF,0.96220213
Plscr1,PLSCR1,0.9621852
Bfsp1,BFSP1,0.9621815
Serpinh1,SERPINH1,0.96216947
Tesk1,TESK1,0.9621621
Smoc2,SMOC2,0.96214885
Ccdc146,CCDC146,0.96213186
Slc52a3,SLC52A3,0.9621025
Hdac4,HDAC5,0.96209943
Areg,AREG,0.96209437
Hnf4a,HNF4A,0.96208024
Lyzl4,LYZL4,0.9620797
Hsd11b1,HSD11B1,0.9620752
Foxi1,FOXI1,0.96207416
Macrod1,MACROD1,0.9620697
Nr0b1,NR0B1,0.9620693
Ttll7,TTLL7,0.96204364
Ccdc112,CCDC112,0.9620262
Aspa,ASPA,0.9620141
Eef1d,EEF1D,0.9620089
Sdr16c5,SDR16C5,0.96199363
Dyrk1a,DYRK1A,0.9619928
Efr3a,EFR3A,0.96199214
Med28,MED28,0.96199137
Smad2,SMAD2,0.9619869
Itm2a,ITM2A,0.9619842
Ablim3,ABLIM3,0.96198106
Ifne,IFNE,0.9619726
Pklr,PKLR,0.9619695
Nptn,NPTN,0.9619642
Arid3a,ARID3A,0.9619632
Zbtb40,ZBTB40,0.9619593
C1qtnf7,C1QTNF7,0.9619465
Zc3h12d,ZC3H12D,0.9619463
Zfp72,ZNF260,0.96193564
Mif4gd,MIF4GD,0.9619208
Reep1,REEP1,0.9619103
Trim17,TRIM17,0.96190536
Rad23b,RAD23B,0.9619047
Ankrd52,ANKRD52,0.9618903
Mtif2,MTIF2,0.9618876
Cdk19,CDK19,0.96188134
Zfp3,ZNF70,0.9618743
Erc2,ERC2,0.9618678
Echs1,ECHS1,0.9618548
Ilvbl,ILVBL,0.9618544
Ccdc66,CCDC66,0.96185124
Fbxo11,FBXO11,0.96183366
Fignl1,FIGNL1,0.9618336
Serinc1,SERINC1,0.9618281
Col18a1,COL15A1,0.96182483
Olfr1408,OR10R2,0.96182
C2cd2l,C2CD2L,0.9618138
Pgam5,PGAM5,0.96178526
Rnaseh2a,RNASEH2A,0.96178067
Rhbdl3,RHBDL3,0.9617747
Tmem79,TMEM79,0.9617729
Tmem59,TMEM59,0.9617615
Usf3,USF3,0.9617582
Rsph4a,RSPH4A,0.96175617
Srrt,SRRT,0.96174693
Ankra2,ANKRA2,0.9617455
Cdc123,CDC123,0.96172553
Stk35,STK35,0.96170664
Arf4,ARF4,0.96169335
Nit1,NIT1,0.9616772
Sec61a2,SEC61A2,0.96167445
Septin9,SEPTIN9,0.9616705
Fkbp7,FKBP7,0.9616533
Lgals2,LGALS2,0.9616428
Col4a1,COL4A1,0.9616363
Alkal1,ALKAL1,0.9616357
Oaz3,OAZ3,0.9616336
Pstpip2,PSTPIP2,0.9616287
Acadsb,ACADSB,0.96162593
Ndufaf8,NDUFAF8,0.9616171
Slc31a1,SLC31A1,0.9616159
Cdc20,CDC20,0.9616106
Ptrh1,PTRH1,0.96160775
Stat2,STAT2,0.9616057
Pou2af1,POU2AF1,0.961604
Gdf15,GDF15,0.9616009
Dclre1a,DCLRE1A,0.96159714
Cxcl14,CXCL14,0.9615953
Gzmk,GZMK,0.9615952
Il9r,IL9R,0.96159136
4932438H23Rik,EPCIP,0.9615822
Tead2,TEAD2,0.9615703
Pdpn,PDPN,0.96154916
Parp6,PARP6,0.96152866
Bin2,BIN2,0.9615216
Timm13,TIMM13,0.96151394
Msrb3,MSRB3,0.9615056
Kdm5c,KDM5C,0.9614868
Clic1,CLIC2,0.9614828
Med10,MED10,0.9614785
Tmub1,TMUB1,0.9614756
Zfp263,ZNF232,0.9614714
Pdcd7,PDCD7,0.9614559
Smim3,SMIM3,0.9614335
Cbx8,CBX8,0.96140695
Whamm,WHAMM,0.96139723
Usp28,USP28,0.96139634
Svop,SVOP,0.96138567
Lcn8,LCN8,0.9613853
Catsperg2,CATSPERG,0.9613811
Gabrd,GABRD,0.96136403
Tmem120b,TMEM120B,0.9613619
Slc25a45,SLC25A45,0.9613617
Spg11,SPG11,0.96134645
Spidr,SPIDR,0.961344
Piwil4,PIWIL4,0.9613398
Retnlb,RETNLB,0.9613368
Slc22a23,SLC22A23,0.9613344
Lrrc49,LRRC49,0.96133333
Oaz2,OAZ2,0.96133065
Sel1l3,SEL1L3,0.96132934
Pdcd1,PDCD1,0.96132004
Atp6v0e2,ATP6V0E2,0.9613046
Il6,IL6,0.9613017
Cltrn,CLTRN,0.96129614
Yap1,YAP1,0.9612946
Hdhd3,HDHD3,0.9612927
Gskip,GSKIP,0.9612908
Sema4d,SEMA4D,0.9612885
Gm34066,C2orf66,0.9612849
Ddb2,DDB2,0.96127653
Cyfip2,CYFIP2,0.96125716
Tdg,TDG,0.9612542
Elmo2,ELMO2,0.96125346
Luc7l,LUC7L,0.96125
Btnl9,BTNL9,0.96124256
Adcy10,ADCY10,0.96123374
Cryzl1,CRYZL1,0.9612171
Cope,COPE,0.9612139
Eif3i,EIF3I,0.9612131
Zfp273,ZFP62,0.961203
Klk12,KLK12,0.961202
Bcl2l2,BCL2L2,0.9612014
Bst2,BST2,0.9611991
Dmd,DMD,0.96119654
Syp,SYP,0.96117973
Afg1l,AFG1L,0.96116287
Med23,MED23,0.96114826
Ddx31,DDX31,0.96114105
Men1,MEN1,0.9611239
Mthfd1,MTHFD1,0.9611082
Ctbp1,CTBP1,0.96108943
Rnd1,RND1,0.9610789
Med7,MED7,0.9610602
Igfbp3,IGFBP3,0.9610554
Usp34,USP34,0.96105444
Pgf,PGF,0.96102655
Fam168b,FAM168B,0.9610115
Apoo,APOO,0.9609988
Taf9,TAF9,0.9609943
Rab17,RAB17,0.96098524
Klhl17,KLHL17,0.960984
Hmcn1,HMCN1,0.9609811
Esyt2,ESYT2,0.96097845
B3galnt2,B3GALNT2,0.9609745
Enoph1,ENOPH1,0.96097404
Mageb18,MAGEB18,0.96097314
Rnf39,RNF39,0.9609565
Tssk4,TSSK4,0.9609557
Agpat5,AGPAT5,0.9609525
Trib3,TRIB3,0.9609511
Fam210b,FAM210B,0.96094614
Ly6g6d,LY6G6D,0.9609333
Tmem81,TMEM81,0.9609273
Xpa,XPA,0.96091425
Ppp1r3g,PPP1R3G,0.960912
Rnf220,RNF220,0.96090716
Pnisr,PNISR,0.9609047
Cpn2,CPN2,0.9608982
Sox17,SOX17,0.9608972
Clk1,CLK1,0.9608946
Mrpl28,MRPL28,0.96088284
Gpsm1,GPSM1,0.9608725
Chst14,CHST14,0.9608707
BC016579,C3orf52,0.9608459
Cacnb2,CACNB2,0.960836
Vgll4,VGLL4,0.9608327
Adarb2,ADARB2,0.960826
Foxj2,FOXJ2,0.9608096
Ip6k2,IP6K2,0.96080565
Rps6ka2,RPS6KA2,0.9608028
1700016C15Rik,SPMIP3,0.9607948
Cmtm8,CMTM8,0.96079403
Rftn1,RFTN1,0.9607907
Rnaseh1,RNASEH1,0.9607903
Itga7,ITGA7,0.96078926
Tent4b,TENT4B,0.9607803
S100a14,S100A14,0.9607711
Cideb,CIDEB,0.9607667
Bsnd,BSND,0.9607591
Fbxo48,FBXO48,0.9607573
Ncoa5,NCOA5,0.9607434
Rbpms2,RBPMS2,0.9607405
Chd3,CHD3,0.96073663
Klk9,KLK9,0.9607323
Ddx47,DDX47,0.9607292
Rpain,RPAIN,0.9607186
Jakmip1,JAKMIP2,0.9607161
Klrg2,KLRG2,0.96069896
Ralgps2,RALGPS2,0.96069646
Tmem213,TMEM213,0.9606878
Mrps6,MRPS6,0.960676
Dop1a,DOP1A,0.96067387
Ssx2ip,SSX2IP,0.9606702
Tmem202,TMEM202,0.9606648
Ccdc97,CCDC97,0.96066386
Nectin1,NECTIN1,0.9606549
Pars2,PARS2,0.96064293
Gpatch1,GPATCH1,0.96064246
Ccdc90b,CCDC90B,0.96062744
Sprr1a,SPRP,0.9606253
Dusp18,DUSP18,0.96062076
Bri3,BRI3,0.960618
Xcr1,XCR1,0.96061504
Lyplal1,LYPLAL1,0.9606111
Nelfb,NELFB,0.9606035
Yipf3,YIPF3,0.960579
Lbp,LBP,0.96056634
1700017N19Rik,C12orf50,0.9605605
Mcoln2,MCOLN2,0.9605604
Rps3,RPS3,0.96056
B3gnt2,B3GNT2,0.9605589
Plch2,PLCH2,0.9605424
Zfp622,ZNF622,0.9605174
Cdkn2d,CDKN2D,0.9605159
Coro6,CORO6,0.9605144
Dsc3,DSC3,0.9605016
Tgif2,TGIF2,0.960494
Prok2,PROK2,0.9604692
Fcrlb,FCRLB,0.9604567
Usp30,USP30,0.96044457
Rnf20,RNF20,0.9604421
Trappc2,TRAPPC2,0.9604417
Pde3b,PDE3B,0.9604234
Mark3,MARK3,0.9604182
Clec11a,CLEC11A,0.96041
Cldn14,CLDN14,0.96040994
Psmd11,PSMD11,0.9603967
Otx1,OTX1,0.96038365
Abcb5,ABCB5,0.960377
Atp1b1,ATP1B1,0.96037346
Olfr398,OR1K1,0.9603424
Insl3,INSL3,0.96033967
Mgst2,MGST2,0.96033925
Camp,PMAP-36,0.96032315
Cemip2,CEMIP2,0.96030515
Bok,BOK,0.96030134
Mmachc,MMACHC,0.9603009
Sned1,SNED1,0.96028936
Hk3,HK3,0.9602865
Tnfsfm13,TNFSF12,0.96027493
Arl14,ARL14,0.9602621
Ate1,ATE1,0.9602577
Zfp617,ZNF177,0.960237
Chrdl1,CHRDL1,0.9602315
Aven,AVEN,0.9602281
Bean1,BEAN1,0.9602257
Olfr1322,OR11L1,0.9602254
Spag5,SPAG5,0.9602207
Armh1,ARMH1,0.9602174
Cops7b,COPS7B,0.9602125
Scrn2,SCRN2,0.96020746
Akr1b8,AKR1B1,0.96020424
Ucp2,UCP2,0.96020365
Shisal2a,SHISAL2A,0.9601999
Vamp5,VAMP5,0.9601964
Rab29,RAB29,0.96019274
Btnl2,BTNL2,0.9601829
Cyp27a1,CYP27A1,0.9601816
Akr1a1,AKR1A1,0.9601781
Mcrip2,MCRIP2,0.960172
Kdm2b,KDM2A,0.960168
Galns,GALNS,0.9601654
Lrrc34,LRRC34,0.96016264
F11r,F11R,0.9601564
Tigit,TIGIT,0.96014625
Klhl26,KLHL26,0.9601411
Idh3a,IDH3A,0.9601399
Zfp276,ZNF276,0.9601263
Ccdc173,CFAP210,0.9601027
Zcchc4,ZCCHC4,0.96009487
Stk16,STK16,0.96009105
Exosc7,EXOSC7,0.96009
Unc13d,UNC13D,0.9600863
Mxd1,MXD1,0.9600808
Ccpg1os,PIERCE2,0.96007925
Rpl28,RPL28,0.9600765
Gpx4,GPX4,0.9600751
Tas2r119,TAS2R1,0.9600688
Kcnn4,KCNN4,0.9600586
Zranb2,ZRANB2,0.9600472
Cox18,COX18,0.9600309
D930020B18Rik,C12orf56,0.960025
Cd247,CD247,0.96001893
Gpd1l,GPD1L,0.96001595
Casp8ap2,CASP8AP2,0.9600099
Hip1,HIP1,0.960008
Srrd,SRRD,0.96000534
Ctsz,CTSZ,0.9600018
Tmem52,TMEM52,0.959994
Pik3r5,PIK3R5,0.9599638
Pus7,PUS7,0.9599628
Tagln,TAGLN,0.95995134
Cinp,CINP,0.9599448
Sfxn2,SFXN2,0.9599181
Slc10a4,SLC10A4,0.9599077
Slc45a2,SLC45A2,0.9599064
Slc8a3,SLC8A3,0.9598992
Dph6,DPH6,0.959895
Aif1,AIF1,0.9598889
Irf5,IRF5,0.959887
Tff3,TFF3,0.9598865
Piga,PIGA,0.95986634
Mogs,MOGS,0.9598649
Scaf1,SCAF1,0.9598606
Mthfsl,MTHFS,0.9598433
Zcchc14,ZCCHC14,0.9598347
Adgrf1,ADGRF1,0.9598336
Egfr,EGFR,0.9598334
Ddr1,DDR1,0.959828
Ly6d,LY6D,0.959828
Emid1,EMID1,0.95982724
Ccp110,CCP110,0.95982647
Golga5,GOLGA5,0.9598208
Bcas1,BCAS1,0.95980334
Vps37b,VPS37B,0.95979744
Rab3a,RAB3A,0.9597913
Tspan9,TSPAN9,0.95978916
Irf8,IRF8,0.95978445
Rcan2,RCAN2,0.9597736
Iqcm,IQCM,0.9597564
Kcnrg,KCNRG,0.95975584
Pdc,PDC,0.95973694
Bet1l,BET1L,0.95973676
Brcc3,BRCC3,0.9597183
Tjp3,TJP3,0.9597104
Lrpap1,LRPAP1,0.9597065
Gpr15,GPR15,0.9597011
Trf,TF,0.9597005
Mical3,MICAL3,0.9597002
Chid1,CHID1,0.959697
Rps21,RPS21,0.959675
1700102P08Rik,C3orf62,0.9596623
Ftl1,FTL,0.95965743
Rab15,RAB15,0.95965385
Wdr90,WDR90,0.959649
Mpped2,MPPED2,0.95964396
Tmem144,TMEM144,0.95964247
Hspb1,HSPB1,0.95963657
Morf4l1,MORF4L1,0.9596271
Spns1,SPNS1,0.95962644
Nr2e1,NR2E1,0.9596232
Pck2,PCK2,0.9596217
Med31,MED31,0.9596173
Atp6v1f,ATP6V1F,0.95961493
Rnase12,RNASE12,0.9596046
Rbm41,RBM41,0.95960397
Nkain1,NKAIN1,0.95959884
Coprs,COPRS,0.9595954
Slc16a1,SLC16A7,0.9595833
Ing4,ING4,0.9595728
Sinhcaf,SINHCAF,0.95956564
Vegfb,VEGFB,0.9595617
Phox2b,PHOX2B,0.9595486
Tmem106a,TMEM106A,0.9595405
Cpq,CPQ,0.9595392
Rnasel,RNASEL,0.95953345
Yeats4,YEATS4,0.95953315
B3gnt9,B3GNT9,0.95951974
Tspan15,TSPAN15,0.95951396
Ap2b1,AP2B1,0.95951253
Dcaf17,DCAF17,0.95951056
Armc12,ARMC12,0.95950407
Fads3,FADS3,0.9594943
Tmem238l,TMEM238L,0.95948654
Clpb,CLPB,0.9594824
Rab36,RAB36,0.9594676
Mmel1,MMEL1,0.95946646
Mybl2,MYBL2,0.95946085
Fabp6,FABP6,0.9594592
Rbbp8nl,RBBP8NL,0.9594574
Rab2b,RAB2B,0.9594427
Ntn5,NTN5,0.9594371
Tbc1d7,TBC1D7,0.9594196
Trappc8,TRAPPC8,0.9594181
Ribc1,RIBC1,0.9594146
Dync2h1,DYNC2H1,0.959414
Olfr161,OR13H1,0.95941156
Rab3il1,RAB3IL1,0.9594009
Serf1,SERF1A,0.95939255
Gm15737,NREP,0.95938617
Ccl5,CCL5,0.9593812
Gmpr,GMPR2,0.9593692
Lypd5,LYPD5,0.95935833
Slc25a23,SLC25A23,0.95933235
Gps1,GPS1,0.95933133
Clec12b,CLEC12B,0.9593267
Hsd17b12,HSD17B12,0.95932126
Thra,THRA,0.9593112
Ppp4r4,PPP4R4,0.9593046
Gm49416,C11orf98,0.95928425
Heatr5b,HEATR5B,0.9592839
Becn2,BECN2,0.9592716
Mpi,MPI,0.9592371
Arhgef15,ARHGEF15,0.95922786
Smim22,SMIM22,0.95922595
Fam3a,FAM3A,0.9592068
Mrps25,MRPS25,0.9592024
Necab3,NECAB3,0.9591986
Cotl1,COTL1,0.9591936
Tmprss11g,TMPRSS11A,0.95919013
Slc45a4,SLC45A4,0.95918834
H2-Ab1,SLA-DQB1,0.95918506
Sbno2,SBNO2,0.95917684
Vstm4,VSTM4,0.9591715
Serpinb3b,SERPINB10,0.95916545
Snx1,SNX1,0.9591391
Crem,ATF1,0.959131
Clic5,CLIC5,0.95912296
Zfhx4,ZFHX4,0.9591215
Borcs8,BORCS8,0.9591179
Ada,ADA,0.9591031
Gsdmc3,GSDMB,0.9591012
Kctd10,KCTD10,0.9590985
Dsg2,DSG2,0.95909727
Triml2,TRIML2,0.95909643
Slamf1,SLAMF1,0.959096
Mst1r,MST1R,0.9590835
Txndc5,TXNDC5,0.95908046
Sbk2,SBK2,0.95907956
Wnt10a,WNT10A,0.9590602
Pknox1,PKNOX1,0.9590548
Sct,SCT,0.9590451
Hmx1,HMX1,0.9590249
Cyp2w1,CYP2W1,0.959015
Rad21,RAD21,0.95900595
Ggps1,GGPS1,0.9589934
Mat2b,MAT2B,0.95898896
4930558C23Rik,CTXND2,0.9589878
Atp5d,ATP5F1D,0.95898587
Enpp7,ENPP7,0.95898503
Zc2hc1b,ZC2HC1B,0.9589825
Fam160a1,FHIP1A,0.95897985
Efr3b,EFR3B,0.95896196
Traf1,TRAF1,0.95896083
Tmem128,TMEM128,0.9589259
Brdt,BRDT,0.9589241
Dnajc27,DNAJC27,0.95891804
Pdpr,PDPR,0.95890206
Cd27,CD27,0.95887554
Tada2a,TADA2A,0.9588737
Herc4,HERC4,0.9588647
Cidec,CIDEC,0.95886445
Spag7,SPAG7,0.95886284
Papolb,PAPOLG,0.95886207
Zdhhc19,ZDHHC19,0.9588361
Eef1akmt1,EEF1AKMT1,0.95883155
Gss,GSS,0.9588191
Kcnu1,KCNU1,0.9588059
Fxn,FXN,0.95879763
Cttn,CTTN,0.95879465
Tsen34,TSEN34,0.95879096
Proser3,PROSER3,0.9587704
Pnrc1,PNRC1,0.9587683
Apom,APOM,0.9587582
Pink1,PINK1,0.9587535
Stard7,STARD7,0.95871866
Jade3,JADE3,0.9586852
Wdr46,WDR46,0.95866555
Il17a,IL17A,0.9586631
Dennd2a,DENND2A,0.9586551
Pdap1,PDAP1,0.9586518
Csf2,CSF2,0.9586505
Dtl,DTL,0.95864636
Rae1,RAE1,0.95862144
Cysrt1,CYSRT1,0.9586197
Lsm14b,LSM14B,0.9586167
Klk1b1,KLK1,0.9586092
Eif2d,EIF2D,0.9585975
Plek,PLEK,0.95858514
Gon7,GON7,0.9585827
Pigq,PIGQ,0.95858157
Mybbp1a,MYBBP1A,0.9585808
Fam120b,FAM120B,0.9585771
Tmem63c,TMEM63C,0.958576
Ccdc73,CCDC73,0.95857155
Glb1,GLB1,0.95856106
H2-Ea,HLA-DRA,0.9585596
Ttpa,TTPA,0.9585578
Shoc2,SHOC2,0.9585563
Mfn2,MFN2,0.9585545
Npepl1,NPEPL1,0.9585268
Prdx6b,PRDX6,0.9585244
Fads2b,FADS2,0.95852095
Kcnab3,KCNAB3,0.95852
Cybrd1,CYBRD1,0.9585189
Trim37,TRIM37,0.9585138
Qdpr,QDPR,0.95850134
Spg7,SPG7,0.9584984
Pm20d2,PM20D2,0.958498
Ltbp2,LTBP3,0.95849675
Rbp2,RBP2,0.95848036
Yipf7,YIPF7,0.9584639
Zfp106,ZNF106,0.95846355
Ccdc78,CCDC78,0.9584607
Sln,SLN,0.95845854
Arhgef26,ARHGEF26,0.95844936
Defb19,DEFB119,0.9584463
Ndufs5,NDUFS5,0.95844173
Fsip2,FSIP2,0.9584374
Sele,SELP,0.9584312
Manba,MANBA,0.95840335
Diras1,DIRAS1,0.95839304
Agbl1,AGBL1,0.95839006
Wdr38,WDR38,0.9583854
Lrrc31,LRRC31,0.9583847
Hps1,HPS1,0.9583836
Nup93,NUP93,0.9583412
Rnf151,RNF151,0.95833904
Phaf1,PHAF1,0.95833695
Vwf,VWF,0.9583292
C1qtnf2,C1QTNF2,0.9583238
Vat1l,VAT1L,0.958316
Ccdc160,CCDC160,0.95831114
Tspan6,TSPAN6,0.9583106
Arfrp1,ARFRP1,0.9583102
Golga4,GOLGA4,0.9583097
Atp9a,ATP9A,0.9583038
Gm2a,GM2A,0.95830065
Iws1,IWS1,0.9582845
Rnps1,RNPS1,0.9582759
Rwdd3,RWDD3,0.9582731
Noxa1,NOXA1,0.9582692
Heyl,HEYL,0.9582683
Jpt2,JPT2,0.95826566
Slc2a6,SLC2A6,0.9582656
Tob1,TOB2,0.9582624
Nfyb,NFYB,0.9582619
Bet1,BET1,0.9582548
Myl6b,MYL6B,0.95824784
Pogz,POGZ,0.9582434
Pclaf,PCLAF,0.95821404
Zpbp2,ZPBP2,0.9582104
Trak1,TRAK1,0.95821
Lrrc7,LRRC7,0.9582084
Zfp454,ZNF74,0.95819646
Lipg,LIPG,0.95818335
Bsn,BSN,0.9581698
B4galt2,B4GALT2,0.9581634
Sncb,SNCB,0.9581585
Atat1,ATAT1,0.95814973
Snx16,SNX16,0.9581401
Prss57,PRSS57,0.95813596
Cfap77,CFAP77,0.9581343
Cldn24,CLDN25,0.95813006
Inpp5d,INPP5D,0.9581252
G2e3,G2E3,0.9581215
Ccdc71,CCDC71,0.9581169
Mon1b,MON1B,0.9581127
Epm2a,EPM2A,0.9580971
Pcolce,PCOLCE,0.9580912
Tbrg4,TBRG4,0.9580786
Jph3,JPH1,0.95806676
Crp,CRP,0.9580574
Tbxa2r,TBXA2R,0.9580462
Ms4a5,MS4A5,0.9580439
Cyp2s1,CYP2S1,0.9580328
Zfp763,ZNF470,0.95803076
Sorbs1,SORBS1,0.9580285
Mrpl57,MRPL57,0.958018
Hfe,HFE,0.9580147
Serping1,SERPING1,0.9580088
Slc14a2,SLC14A2,0.958008
Rspry1,RSPRY1,0.95800596
Slc10a1,SLC10A1,0.9580035
Nedd9,NEDD9,0.95798707
Lin28b,LIN28B,0.9579811
Mrs2,MRS2,0.95798093
CN725425,REDIC1,0.9579793
Irx6,IRX6,0.957978
Ptpn21,PTPN14,0.9579728
Exosc9,EXOSC9,0.9579608
Fanca,FANCA,0.9579377
Cecr2,CECR2,0.95793456
Ikbke,IKBKE,0.9579285
Gm50092,SRRM5,0.95792145
Crim1,CRIM1,0.9579125
Tmco1,TMCO1,0.9579029
Tesk2,TESK2,0.95789814
Qrfpr,QRFPR,0.95788664
Ksr1,KSR1,0.957878
Ms4a8a,MS4A8,0.95787495
Sp8,SP8,0.95787233
Ttc19,TTC19,0.9578572
Hdac5,HDAC4,0.9578538
Ppp1r3f,PPP1R3F,0.95784837
Smarca1,SMARCA1,0.9578386
Ascl2,ASCL2,0.9578349
Xcl1,XCL1,0.9578228
Efcab12,EFCAB12,0.95781016
Etl4,KIAA1217,0.95780647
Zfp282,ZNF777,0.95780456
Fbh1,FBH1,0.9577967
Spaca3,SPACA3,0.95779103
Hao2,HAO2,0.95778877
Icos,ICOS,0.9577856
Epc2,EPC2,0.9577838
Piezo1,PIEZO1,0.95778006
Usp5,USP5,0.9577684
Ccdc88b,CCDC88B,0.95773804
1700029H14Rik,C13orf46,0.95773685
Tas2r144,TAS2R39,0.95772946
Nps,NPS,0.95772743
B3gnt7,B3GNT7,0.95770925
Rex1bd,REX1BD,0.9577061
Ggnbp2,GGNBP2,0.9577013
Zfp94,ZNF71,0.9576813
Ttc5,TTC5,0.9576789
Armcx4,ARMCX4,0.95767814
Sphk2,SPHK2,0.9576771
Enpp2,ENPP2,0.9576757
Tnfrsf25,TNFRSF25,0.95766604
1700028P14Rik,CFAP95,0.9576537
Duoxa1,DUOXA1,0.95763636
Prkca,PRKCA,0.95763636
Kcnj16,KCNJ16,0.95762926
Ptma,PTMA,0.9576284
Pabpn1,PABPN1,0.95761937
Rab7,RAB7A,0.9575711
Adamts3,ADAMTS3,0.95756567
Ap2a2,AP2A2,0.95755804
Inpp4b,INPP4B,0.95755744
Pmp2,FABP9,0.9575389
Elane,ELANE,0.95752984
Kidins220,KIDINS220,0.9575132
Myl10,MYL10,0.9575081
