Human gene name,Mouse gene name,correlation
CEBPA,Cebpa,0.9495601
RNF144A,Rnf144a,0.94955784
TCN2,Tcn2,0.9495551
MEPE,Mepe,0.9495468
TCP1,Tcp1,0.9495399
UBE2U,Ube2u,0.9495263
SYN1,Syn1,0.94952285
ZBTB8OS,Zbtb8os,0.9495149
HR,Hr,0.94950783
ERAS,Eras,0.94950646
CCDC9B,Ccdc9b,0.9495007
TEX50,Tex50,0.9495005
CLCN5,Clcn3,0.94949263
ENTPD5,Entpd5,0.94948244
NEK4,Nek4,0.949481
LTF,1300017J02Rik,0.9494741
CRISP3,Crisp2,0.94946903
DNTTIP2,Dnttip2,0.94945014
MXRA5,Igsf10,0.94944984
IK,Ik,0.9494059
MYO9A,Myo9a,0.9493935
XKRX,Xkrx,0.94939184
CCDC125,Ccdc125,0.94938624
TBC1D30,Tbc1d30,0.94938457
TOLLIP,Tollip,0.94938195
USP44,Usp44,0.94938016
SLC35F6,Slc35f6,0.94935834
IGKV5-2,Igkv17-127,0.9493578
CDH1,Cdh3,0.94934314
LAT2,Lat2,0.94933975
ATL2,Atl3,0.9493392
TMEM198,Tmem198,0.949331
SPAG1,Spag1,0.94932115
MAP3K13,Ahctf1,0.94931704
ZNF774,9630041A04Rik,0.94929624
RPL13,Rpl13,0.9492945
ATP6AP1,Atp6ap1,0.9492913
COX19,Cox19,0.949291
C5orf49,1700001L19Rik,0.94928944
DOCK5,Dock1,0.9492876
FAM174B,Snhg11,0.9492824
TREM2,Trem2,0.949282
FARP1,Farp1,0.9492685
NEK8,Nek8,0.9492591
PIK3IP1,Pik3ip1,0.9492571
CCDC80,Ccdc80,0.94925106
RYR3,Ryr3,0.9492498
KRT13,Krt13,0.94924587
BSPH1,Bsph1,0.94923204
KRT17,Krt17,0.9492306
TCFL5,Tcfl5,0.9492252
MED28,Med28,0.9492207
WDR83,Wdr83,0.9492122
C18orf32,BC031181,0.9492051
PCDHA11,Pcdha11,0.9491982
HUS1,Hus1,0.94918907
KRTAP13-4,2310057N15Rik,0.9491735
OR51L1,Olfr632,0.949168
DNAJB11,Dnajb11,0.9491679
CABYR,Cabyr,0.94916296
LYL1,Lyl1,0.94915825
CYP2J2,Cyp2j13,0.94914335
CYP3A4,Cyp3a59,0.94914263
ADCK1,Adck1,0.9491402
RANBP17,Ranbp17,0.94913447
PGF,Pgf,0.9491215
NUDT9,Nudt9,0.949119
TRPS1,Trps1,0.9491107
ITFG2,Itfg2,0.9491018
NACC2,Nacc2,0.9490966
PSTPIP1,Pstpip1,0.9490919
CSGALNACT1,Csgalnact1,0.949089
MMGT1,Mmgt1,0.94908834
NISCH,Nisch,0.94908375
STK10,Stk10,0.94906473
STOM,Stom,0.9490478
DPYS,Dpys,0.9490449
PCMTD1,Pcmtd2,0.9490134
PNMA8B,Pnmal2,0.94901097
PRSS8,Prss30,0.94899577
RAD23B,Rad23b,0.9489817
PGPEP1,Pgpep1,0.948981
KLHL21,Klhl21,0.9489743
MOGS,Mogs,0.94897145
SLX9,Fam207a,0.94896823
AGBL3,Agbl2,0.9489657
TRABD,Trabd,0.9489639
C4orf47,1700029J07Rik,0.9489553
IRF8,Irf8,0.94895524
CXCL16,Cxcl16,0.94893444
DNASE1,Dnase1l2,0.94893366
AURKB,Aurkb,0.9489327
REG3A,Reg3b,0.9489316
TRAPPC8,Trappc8,0.94893014
PDXP,Pdxp,0.9489127
ANP32A,Anp32a,0.9489085
PIK3R1,Pik3r3,0.94890136
GLE1,Gle1,0.9488944
TRIM60,Trim60,0.9488892
KIF14,Kif14,0.94888854
NUDT1,Nudt1,0.9488883
SDHAF2,Sdhaf2,0.9488809
BSCL2,Bscl2,0.9488787
CLDN15,Cldn15,0.94887745
GRTP1,Grtp1,0.9488749
OR2AE1,Olfr360,0.9488736
LOXHD1,Loxhd1,0.94886994
GPX2,Gpx2,0.9488671
KIAA1143,1110059G10Rik,0.9488657
ERBB3,Erbb3,0.948864
PXDC1,Pxdc1,0.94884413
ITGB3BP,Itgb3bp,0.94884384
COX17,Cox17,0.94883716
MPRIP,Mprip,0.94882417
AKTIP,Aktip,0.94881845
TAS1R1,Tas1r1,0.948818
CD247,Cd247,0.94881344
ABCA10,Abca8a,0.9488097
PABIR2,Fam122b,0.94880795
ZNF639,Zfp639,0.9488041
RGMB,Rgma,0.94877404
DTWD2,Dtwd2,0.94876534
KLHL14,Klhl14,0.9487592
SKP1,Skp1,0.94875884
KIAA0895,9530077C05Rik,0.94875723
CKS1B,Cks1brt,0.9487526
CYB5R2,Cyb5r2,0.9487523
OPTC,Optc,0.9487504
ZNF383,Zfp120,0.9487432
ANKRD33,Ankrd33,0.94874054
KIF19,Kif19a,0.94874
EFHD1,Efhd2,0.9487385
CPED1,Cped1,0.9487312
LRRC74B,Lrrc74b,0.94872737
MRPL55,Mrpl55,0.9487242
UBR2,Ubr2,0.9487127
FGF5,Fgf5,0.9486999
LYPD1,Lypd1,0.948686
TRAV5,Trav3-4,0.94867796
PRODH,Prodh,0.9486475
CCDC61,Ccdc61,0.94862586
LRRC26,Lrrc26,0.9486181
BTNL9,Btnl9,0.94861734
PSMG1,Psmg1,0.94860506
TMEM247,Tmem247,0.948596
SBK2,Sbk2,0.94859564
LAMB1,Lamb1,0.948591
TRAPPC1,Trappc1,0.94859046
TEX43,Cdrt4,0.9485868
RADIL,Radil,0.9485837
TRGJP1,Trgj1,0.9485808
LYZ,Lyz2,0.94858044
N4BP2L2,N4bp2l2,0.9485662
MAGOHB,Magohb,0.9485505
FBLIM1,Fblim1,0.94855
TRAJ42,Traj42,0.94853485
EML5,Eml5,0.94853103
C17orf114,Gm40193,0.9485223
ERF,Erf,0.94851667
TAF9B,Taf9b,0.9485053
YBX1,Ybx1,0.948502
DIPK1A,Dipk1a,0.9484877
DFFA,Dffa,0.9484815
APH1A,Aph1c,0.94846934
TMEM248,Tmem248,0.9484678
MGST2,Mgst2,0.9484564
PKP1,Pkp1,0.948456
AXIN1,Axin1,0.9484403
TRPM4,Trpm4,0.94843864
CCDC92,Ccdc92,0.9484226
NLRP14,Nlrp14,0.94842035
ZNF74,Zfp629,0.94841564
UNC13D,Unc13d,0.94841355
SMIM19,Smim19,0.9484073
ADSL,Adsl,0.9484052
C1orf131,2810004N23Rik,0.9484011
SOHLH1,Sohlh1,0.94839495
TIAF1,4930447A16Rik,0.94838804
KIF21B,Kif21b,0.9483668
CYB5A,Cyb5a,0.9483599
ACP2,Acp2,0.9483455
ZCRB1,Zcrb1,0.9483388
MRPS10,Mrps10,0.94833004
TPPP2,Tppp2,0.9483249
IMPG1,Impg1,0.9483186
MAZ,Maz,0.9483023
DUSP8,Dusp8,0.9482961
OLIG2,Olig2,0.9482752
EMCN,Emcn,0.9482667
LIPT1,Lipt1,0.9482629
MEDAG,Medag,0.948261
ALKBH8,Alkbh8,0.9482513
POR,Por,0.94824743
NLRP1,Nlrp1a,0.9482251
PPP1R15B,Ppp1r15b,0.94822353
ZNF138,Gm10130,0.94820184
COQ9,Coq9,0.94816923
GSR,Gsr,0.94816846
PALMD,Palmd,0.94815844
KDM5B,Kdm5d,0.9481529
AKR1C3,Akr1cl,0.94815046
TMEM88,Tmem88,0.94814485
DDX46,Ddx46,0.9481413
RBMX,Gm7324,0.9481408
NTN3,Ntn3,0.94813484
PRPS2,Prps2,0.9481228
TOX3,Tox3,0.94812113
EFR3A,Efr3a,0.94812053
FLVCR1,Flvcr2,0.94811743
EVL,Evl,0.94809365
FAM120AOS,Gm10188,0.9480935
AHNAK,Ahnak,0.9480861
RHOT1,Rhot1,0.9480845
CEP290,Cep290,0.948081
HRNR,Hrnr,0.94807404
RBM45,Rbm45,0.94807196
GNL3L,Gnl3l,0.9480715
CD8B2,Cd8b1,0.94805753
HLA-DMB,H2-DMb1,0.9480427
CABP1,Cabp1,0.94803506
CIZ1,Ciz1,0.9480018
IRF2,Irf1,0.9479974
ZNF222,Zfp493,0.9479915
UBA1,Uba1,0.9479893
HNRNPU,Hnrnpu,0.9479806
EXTL2,Extl2,0.9479752
KIFBP,Kifbp,0.9479355
CRAMP1,Cramp1,0.94792396
RNF181,Rnf181,0.9479168
WASF1,Wasf2,0.9479095
TOGARAM1,Togaram1,0.947906
SYNGR1,Syngr1,0.94790184
ATP8A2,Atp8a1,0.9479007
ELL2,Ell2,0.9478844
TAF11,Taf11,0.9478833
PHF2,Phf2,0.9478832
DOP1A,Dop1a,0.9478775
ADCY6,Adcy7,0.94786865
JOSD2,Josd2,0.9478514
STK36,Stk36,0.94785005
TRBV12-3,Trbv15,0.94784737
CNN3,Cnn1,0.947842
DEF6,Def6,0.9478371
HADH,Hadh,0.9478316
MCM9,Mcm9,0.9478283
MAGIX,Magix,0.94781923
MAST4,Mast2,0.94778806
CUL3,Cul3,0.947768
ATP7A,Atp7a,0.9477662
CD59,Cd59b,0.9477432
VARS2,Vars2,0.94772923
INTS9,Ints9,0.9477271
ARHGAP23,Arhgap23,0.94771403
AMACR,Amacr,0.9476954
NEDD1,Nedd1,0.9476942
SHLD2,Shld2,0.9476912
SLC2A14,Slc2a3,0.9476832
CRIP2,Crip2,0.94767255
ELAPOR2,Elapor2,0.9476668
JMJD7-PLA2G4B,Gm28042,0.94766104
NPM2,Npm2,0.94765145
POLI,Poli,0.94763
MAP3K12,Map3k12,0.9476267
MAP4K3,Map4k3,0.9476096
BRCA2,Brca2,0.9475987
IGHV1-58,Ighv1-81,0.94758433
LEF1,Lef1,0.94758284
STRAP,Strap,0.94757634
CLEC3B,Clec3b,0.9475671
MDK,Mdk,0.9475651
HOXD12,Hoxd12,0.9475621
ZNF345,Zfp260,0.9475621
APOL3,Unc5cl,0.9475571
ZNF616,Gm14419,0.9475567
ZFP42,Zfp42,0.9475543
ZNF691,Zfp691,0.9475519
CNOT10,Cnot10,0.9475444
CD83,Cd83,0.94754374
ARHGDIA,Arhgdia,0.94753236
SF3B4,Sf3b4,0.947532
KIFC2,Kifc2,0.94752383
SEPTIN11,Septin10,0.9475231
CASP9,Casp9,0.94751847
GM2A,Gm2a,0.94751203
RCOR2,Rcor2,0.9475025
TRBV13,Trbv12-2,0.947501
RNF225,Rnf225,0.9474988
ITK,Itk,0.94749284
IRAG1,Irag1,0.9474872
DEPTOR,Deptor,0.94745964
C10orf82,1700019N19Rik,0.94744974
SNAPC4,Snapc4,0.947448
THAP3,Thap3,0.9474431
SCNM1,Scnm1,0.9474314
UBL4A,Ubl4a,0.947422
LDHC,Ldhc,0.9474192
UNC80,Unc80,0.9474062
GABBR2,Gabbr2,0.94740576
HSPBAP1,Hspbap1,0.947404
APELA,Apela,0.9474001
LENG8,Leng8,0.9473991
SULF1,Sulf1,0.94737345
NAA35,Naa35,0.94736844
TRBC2,Trbc2,0.94736516
ACSF3,Acsf3,0.94735855
CSF1,Csf1,0.94735813
PIK3R5,Pik3r5,0.9473383
C17orf107,4930544D05Rik,0.94731194
NEDD4,Nedd4,0.9473025
TRAV12-3,Trav7d-4,0.947302
INTS3,Ints3,0.94728863
BET1,Bet1,0.9472837
FGGY,Fggy,0.9472833
ING3,Ing3,0.94728124
ARHGAP4,Arhgap4,0.9472668
TRAJ7,Traj7,0.94726247
RNF180,Rnf180,0.94723856
LRAT,Lrat,0.94723785
PLEKHG4,Psd4,0.94721663
PRAMEF27,Pramel13,0.9472149
CLEC6A,Clec4b2,0.9472142
REG3G,Reg3g,0.94717723
LRP1B,Lrp1b,0.94716954
METRN,Metrn,0.9471631
TCF19,Tcf19,0.94716305
LMOD1,Lmod1,0.94716215
AIPL1,Aipl1,0.94716036
SERPINB5,Serpinb5,0.94715405
AP5S1,Ap5s1,0.94714665
BTLA,Btla,0.9471414
ABCF3,Abcf3,0.9471358
P3H3,P3h3,0.9471297
STRADB,Stradb,0.9471249
PWWP3A,Pwwp3a,0.947124
IGKV1-16,Igkv14-100,0.9470998
USP42,Usp42,0.9470868
ZHX1,Zhx1,0.94707084
PAF1,Paf1,0.9470658
FUZ,Fuz,0.9470544
SLC48A1,Slc48a1,0.9470499
PANK2,Pank2,0.947038
C11orf91,A930018P22Rik,0.9470285
SBNO1,Sbno1,0.9470274
SPRR4,Sprr4,0.94702053
PYCARD,Pycard,0.94701326
TNFSF15,Tnfsf15,0.94700086
KRBOX4,Gm28041,0.9469933
PHAF1,Phaf1,0.9469929
BCAT1,Bcat1,0.9469833
GPN3,Gpn3,0.946958
TAPBPL,Tapbpl,0.9469497
IL10,Il10,0.9469453
TENM3,Tenm3,0.9469449
ITGA5,Itga5,0.9469391
TFCP2,Tfcp2,0.9469335
FOXR1,Foxr1,0.94693184
ASGR1,Asgr1,0.9469275
TEX9,Tex9,0.9469259
ZC3H11A,Zc3h11a,0.9469194
HTRA2,Htra2,0.9469183
CATSPER4,Catsper4,0.9469062
MECR,Mecr,0.94690067
FETUB,Fetub,0.94689935
GMPR2,Gmpr2,0.9468982
KCNT2,Kcnt2,0.94688684
RER1,Rer1,0.9468769
TMEM132A,Tmem132a,0.94685847
TATDN1,Tatdn1,0.94685787
HSD17B3,Hsd17b3,0.9468492
MCOLN2,Mcoln2,0.9468418
STAG3,Stag3,0.9468391
MBD1,Mbd1,0.9468214
OAZ1,Oaz1,0.9468205
CARD11,Card11,0.946789
TRAJ44,Traj44,0.94678724
XRCC1,Xrcc1,0.94677305
ADAMTSL1,Adamtsl1,0.94676703
RAB1B,Rab1b,0.94676596
TFDP1,Tfdp1,0.9467654
GRB7,Grb7,0.9467522
USP4,Usp4,0.94673795
CARD19,Card19,0.9467365
ZMYM2,Zmym2,0.9467228
WNK4,Wnk4,0.94671005
GAB3,Gab3,0.9467067
RNH1,Rnh1,0.9467027
SEM1,Sem1,0.9467025
CYBRD1,Cybrd1,0.94670135
SSH1,Ssh2,0.94669795
TRAJ49,Traj49,0.9466829
SKAP1,Skap1,0.9466774
ZNF160,Zfp850,0.946673
SLC29A3,Slc29a3,0.94666654
IP6K3,Ip6k3,0.94665813
KALRN,Trio,0.94665486
ADAM33,Adam33,0.9466426
SEC31A,Sec31a,0.9466303
APH1B,Aph1a,0.9466189
C12orf40,CN725425,0.9466164
SERP1,Serp1,0.94661564
CENPC,Cenpc1,0.9465942
MRPS14,Mrps14,0.9465913
PTH1R,Pth1r,0.94659007
RBM22,Rbm22,0.94658166
AVPI1,Avpi1,0.94658095
DLX5,Dlx5,0.94657665
AP1S1,Ap1s1,0.94654435
NTM,Ntm,0.94653857
NOSTRIN,Nostrin,0.94653225
HAMP,Hamp,0.94652885
INPP5D,Inpp5d,0.946509
MBD4,Mbd4,0.9465079
SLAIN2,Slain2,0.94650775
ATG10,Atg10,0.94649994
LUC7L,Luc7l,0.9464971
CITED1,Cited1,0.9464812
TPP2,Tpp2,0.9464715
FADS1,Fads1,0.9464557
KRTAP9-1,Gm11559,0.946449
PPP1R12B,Ppp1r12b,0.9464356
LUC7L2,Luc7l2,0.9464275
MCCC2,Mccc2,0.94642735
LIPT2,Lipt2,0.9464185
HHLA1,Hhla1,0.94640875
HTR2B,Htr2b,0.94640535
CCDC28A,Ccdc28a,0.9464027
SAYSD1,Saysd1,0.94639647
PRG2,Prg2,0.9463944
DLC1,Dlc1,0.94639283
ZBTB38,Zbtb38,0.9463783
GLYAT,Keg1,0.9463756
PPP1R1A,Ppp1r1a,0.9463755
TTC22,Ttc22,0.9463686
ANKHD1-EIF4EBP3,Maskbp3,0.94636846
RGR,Rgr,0.9463537
FLOT2,Flot2,0.94633657
FARP2,Farp2,0.94633186
DERA,Dera,0.946314
CAPN13,Capn13,0.9463132
PRIMPOL,Primpol,0.9462941
MSRB3,Msrb3,0.94628835
OTUB2,Otub2,0.9462849
JAK1,Jak2,0.9462832
NOTCH3,Notch3,0.9462569
TEX26,Tex26,0.9462559
TRAV13-2,Trav10,0.946249
CFI,Cfi,0.946246
LAMA2,Lama2,0.94623953
RBBP6,Rbbp6,0.9462326
CAPRIN2,Caprin2,0.94623137
RIPOR1,Ripor1,0.94621986
VCAN,Vcan,0.9462102
POLR3F,Polr3f,0.94620866
ZNF580,Zfp580,0.94619733
SKP2,Skp2,0.9461828
IPO8,Ipo8,0.9461814
BATF2,Batf2,0.9461809
ZCCHC12,Zcchc12,0.94617075
PTF1A,Nupr1,0.94616294
TYR,Tyr,0.9461629
ARHGAP17,Arhgap17,0.946141
CPA6,Cpa6,0.9461285
PLA2G2C,Pla2g2c,0.94612664
DENND4A,Dennd4c,0.946126
RNF40,Rnf40,0.9461162
ZSCAN18,Zscan20,0.9461091
GPX5,Gpx5,0.9461052
STARD9,Stard9,0.94610167
RLN3,Rln3,0.94608694
ZNF713,Zfp952,0.9460795
HELZ,Helz,0.9460736
MICALL1,Micall1,0.9460732
TTC26,Ttc26,0.9460695
NPC1L1,Npc1l1,0.94606394
RASD1,Rasd1,0.9460509
SFMBT2,Sfmbt2,0.94604766
CORO6,Coro6,0.9460329
ZNF564,Kcnq1,0.94602674
PRDX5,Prdx5,0.94601107
ANKRD12,Ankrd12,0.94600475
GSTT2,Gstt1,0.9459927
ZDHHC8,Zdhhc8,0.9459851
C19orf18,2900092C05Rik,0.9459799
KIF7,Kif12,0.94597673
MAN2A1,Man2a1,0.94597113
MIS18BP1,Mis18bp1,0.9459645
OSBPL10,Osbpl10,0.94595647
NPR1,Npr2,0.9459551
GATAD2A,Gatad2a,0.94595414
OPALIN,Opalin,0.9459493
TEX33,Tex33,0.9459465
CXCL9,Cxcl9,0.945917
SPC24,Spc24,0.9459031
DHCR7,Dhcr7,0.9458898
CCDC120,Ccdc120,0.94587934
MLH3,Mlh3,0.9458791
CENPM,Cenpm,0.9458711
GPR37L1,Gpr37l1,0.94586825
FAM86B1,Gm826,0.94585913
SLCO1B3,Slco1a1,0.9458571
ZNF625-ZNF20,Gm14288,0.94585437
DACT2,Dact2,0.945852
SLC7A2,Slc7a2,0.9458449
GPD2,Gpd2,0.9458345
SCTR,Sctr,0.9458267
RNF121,Rnf121,0.94581914
DOCK3,Dock4,0.9458169
ZDHHC23,Zdhhc23,0.9458117
SLC25A47,Slc25a47,0.9457853
HS3ST2,Hs3st6,0.94577116
ZSCAN30,Zfp24,0.9457413
AURKA,Aurka,0.9457377
HAND2,Hand2,0.9457254
TMEM45B,Tmem45b,0.9457199
PSMA6,Psma6,0.9457089
DNASE1L1,Dnase1l1,0.9457036
ANTKMT,Antkmt,0.94569063
TAF10,Taf10,0.9456889
PLAAT2,Plaat3,0.9456705
UFSP2,Ufsp2,0.945669
ITPR2,Itpr2,0.94566435
SFXN5,Sfxn5,0.9456632
C12orf73,1190007I07Rik,0.9456567
CCDC160,Ccdc160,0.94565296
ABHD5,Abhd4,0.94564617
HMGCLL1,Hmgcll1,0.9456428
TRAJ37,Traj37,0.94563586
GLOD4,Glod4,0.94562954
FANCI,Fanci,0.9456182
CYP2C8,Cyp2c66,0.94561213
CALM2,Calm3,0.9456014
PISD,Pisd,0.945579
TMEM39A,Tmem39b,0.945578
BTNL2,Btnl2,0.9455741
EPHA6,Epha6,0.94556856
CLTB,Cltb,0.94555056
SUSD1,Susd1,0.9455358
CLCNKA,Clcnkb,0.9455269
CFAP47,Cfap47,0.94551677
ATCAY,Atcay,0.9455145
PUDP,Pudp,0.9455064
ABCG1,Abcg1,0.9454946
ZYG11A,Zyg11a,0.9454836
ATP13A5,Atp13a5,0.9454763
TSPAN11,Tspan11,0.94546664
ACY1,Acy1,0.94546545
TRMT2B,Trmt2b,0.94546145
SELENOP,Selenop,0.94544965
BPIFA3,Bpifa3,0.94544786
LATS1,Lats1,0.9454438
TBX4,Tbx5,0.9454417
AVP,Avp,0.94543785
ADAMTSL5,Adamtsl5,0.94543725
PTMA,Ptma,0.9454129
TRAJ45,Traj45,0.9454098
CORO7-PAM16,Coro7,0.94540614
PCDHB12,Pcdhb9,0.9454041
VPS26C,Vps26c,0.945402
PCNX1,Pcnx,0.94539595
SLCO1B1,Gm5724,0.94539165
CASP5,Casp12,0.94538224
THOC2,Thoc2,0.94537145
C19orf12,1600014C10Rik,0.9453649
DNAJC19,Dnajc19,0.9453625
MERTK,Mertk,0.94535005
INKA2,Inka2,0.945345
CNOT9,Cnot9,0.94532716
BSN,Bsn,0.9453137
LSM12,Lsm12,0.9453106
FBXO48,Fbxo48,0.94528383
CPSF3,Cpsf2,0.94528055
BUB1,Bub1,0.94528025
HAPLN3,Hapln3,0.9452656
LMOD2,Lmod2,0.94524735
PXK,Pxk,0.9452456
C4orf17,4930579F01Rik,0.9452447
NDUFC1,Ndufc1,0.9452426
DNAJC5B,Dnajc5b,0.94524115
EXOC2,Exoc2,0.94522303
GRM7,Grm7,0.9452123
CTC1,Ctc1,0.9451936
WDR91,Wdr91,0.9451869
NR2C2,Nr2c1,0.9451842
PTCD2,Ptcd2,0.9451746
TRAPPC2L,Trappc2l,0.9451727
CCAR1,Ccar1,0.94516206
RTL3,Rtl3,0.94514763
ASZ1,Asz1,0.9451283
FAM183A,Fam183b,0.9451252
CRHR1,Crhr2,0.9451224
NSD1,Nsd1,0.9451042
SURF6,Surf6,0.9450951
CHP2,Chp2,0.9450909
DAGLA,Dagla,0.9450844
HSPB2,Hspb2,0.9450768
ZNF322,Zfp322a,0.94507587
TLE5,Tle5,0.94507426
TRAJ57,Traj57,0.9450575
TECR,Tecr,0.9450541
ACTL10,Actl10,0.94505334
SATB2,Satb2,0.94502205
HMGCR,Hmgcr,0.94502026
QRFP,Qrfp,0.9450128
LYRM1,Lyrm1,0.94499326
CD68,Cd68,0.94498026
MYO1E,Myo1f,0.94497406
SLC50A1,Slc50a1,0.9449424
LUC7L3,Luc7l3,0.9449369
KLC4,Klc4,0.9449241
EVX1,Evx1,0.94491845
PRDM9,Prdm9,0.9449107
TRAJ13,Traj56,0.9449084
SRPX2,Srpx2,0.9449078
GRK2,Grk3,0.94490653
EMX2,Emx2,0.944897
MROH9,Mroh9,0.9448883
TMEM250,Tmem250-ps,0.9448834
BRICD5,Bricd5,0.9448776
IZUMO1R,Izumo1r,0.9448706
ANKRD55,Ankrd55,0.94486725
CD274,Cd274,0.9448625
TEPP,Tepp,0.9448592
MRNIP,Mrnip,0.9448562
MPPE1,Mppe1,0.9448486
PMFBP1,Pmfbp1,0.9448471
PPP3R2,Ppp3r2,0.9448397
PRKN,Prkn,0.94483775
BTBD8,Btbd8,0.94483733
CA5B,Car5b,0.94481266
CFAP43,Cfap43,0.94480044
CCDC82,Ccdc82,0.9447971
BCAS3,Bcas3,0.9447874
EI24,Ei24,0.94478285
SBNO2,Sbno2,0.9447808
BEND7,Bend7,0.94476515
MIB2,Mib2,0.94476485
FOXR2,Foxr2,0.9447631
LRRC4C,Lrrc4c,0.94476104
SETDB1,Setdb1,0.94473463
CPA2,Cpa2,0.9447293
LRP4,Lrp4,0.9447286
S100G,S100g,0.94471985
ZNF527,1700020N01Rik,0.9447148
KBTBD12,Kbtbd12,0.9447046
NUP93,Nup93,0.94470286
PNMA6F,Gm18336,0.9446983
CFAP61,Cfap61,0.94469005
EEF2K,Eef2k,0.94468975
IMPA2,Impa2,0.9446895
FBXO16,Fbxo16,0.94467145
SLC25A10,Slc25a10,0.9446678
GLT8D1,Glt8d2,0.9446607
IGHV4-28,Ighv12-3,0.9446581
RRAS2,Rras2,0.9446437
ZNF207,Zfp207,0.9446323
ATXN1L,Atxn1,0.94461715
MITD1,Mitd1,0.9446092
SLC39A4,Slc39a4,0.9446071
CPNE6,Cpne6,0.9445989
PDIA4,Pdia4,0.9445931
PDZK1,Pdzk1,0.9445904
SLFN13,Slfn9,0.94458884
TPRKB,Tprkb,0.94457954
FDX1,Fdx1,0.94457644
PRR18,Prr18,0.9445754
DUSP11,Dusp11,0.9445562
GPC2,Gpc2,0.94455445
CKAP2L,Ckap2l,0.94455314
CNKSR1,Cnksr1,0.9445455
NAB1,Nab1,0.9445267
SOBP,Sobp,0.94452053
FGF12,Fgf12,0.94450116
TTC39B,Ttc39b,0.94448954
LDLRAD1,Ldlrad1,0.9444802
TRIP10,Trip10,0.9444557
DDX59,Ddx59,0.9444507
FAM241B,Fam241b,0.94443375
MPV17,Mpv17,0.9444308
C1R,C1rb,0.9444301
ZDHHC5,Zdhhc5,0.9444301
C12orf29,Mctp2,0.9444237
RFC5,Rfc5,0.9444143
TENT4B,Tent4a,0.9444092
PA2G4,Pa2g4,0.94439715
INMT,Inmt,0.94439024
NUP155,Nup155,0.9443882
YAP1,Yap1,0.9443786
MIER3,Mier3,0.9443771
GOLGA5,Golga5,0.94437265
MRPL16,Mrpl16,0.94436896
TRIM62,Trim62,0.94435436
QRICH2,Qrich2,0.9443433
DUSP21,Dusp21,0.94433177
KCTD3,Kctd3,0.94433147
ARR3,Arr3,0.94431823
NEK11,Nek11,0.94431806
HDAC11,Hdac11,0.94430095
HPD,Hpd,0.94429797
PRSS23,Skiv2l,0.94429684
CCNT2,Ccnt1,0.94429606
FREM1,Frem1,0.94429475
CYB5R3,Cyb5r1,0.9442791
PHETA1,Pheta1,0.9442601
DHX9,Dhx9,0.94425225
CCDC167,Ccdc167,0.94424385
PTBP2,Ptbp2,0.9442403
STEAP1,Steap1,0.94423664
RFX1,Rfx1,0.94423246
SLC7A8,Slc7a8,0.9442075
SEC16B,Sec16b,0.94418955
DFFB,Dffb,0.94418865
FAM187B,Fam187b,0.9441868
PPP1R1B,Ppp1r1b,0.9441854
GPR12,Gpr12,0.94417876
RABL6,Rabl6,0.9441611
LILRA1,Gp6,0.9441525
FOXN3,Foxn2,0.94414717
DCST1,Dcst1,0.94414485
GID4,Gid4,0.9441439
ORC2,Orc2,0.94413584
SPAG4,Sun5,0.94413114
ZNF682,Zfp69,0.9441145
COX6A2,Cox6a2,0.9440936
AHCYL1,Ahcyl1,0.9440922
KIF27,Kif27,0.94408816
HDAC10,Hdac10,0.9440865
SENP1,Senp1,0.9440831
ART3,Art3,0.94408226
AQR,Aqr,0.9440718
IGHV1-69-2,Ighv14-1,0.94406563
ICAM5,Icam5,0.9440634
GLOD5,Glod5,0.9440594
KPNA1,Kpna1,0.9440583
MRPL36,Mrpl36,0.9440458
PRICKLE4,Prickle4,0.9440334
CYP11A1,Cyp11a1,0.94403267
PDCD7,Pdcd7,0.94403255
P2RY2,P2ry2,0.94401395
LGALS8,Lgals8,0.9440053
MTHFSD,Mthfsd,0.9440018
CBX6,Cbx6,0.94399285
KDM7A,Kdm7a,0.94398826
DRG1,Drg1,0.94397855
LARP1B,Larp1,0.9439636
ZNF695,6720489N17Rik,0.9439478
SCFD1,Scfd1,0.9439385
EXOSC4,Exosc4,0.9439335
RPS12,Rps12,0.94392806
IGKV1D-42,Gm42543,0.9439265
RABGGTB,Rabggtb,0.9439184
DNAL1,Dnal1,0.94389296
FBXW10,Fbxw10,0.94389254
CALN1,Caln1,0.94389075
LIPC,Lipc,0.943886
ZRSR2,Zrsr1,0.9438825
CRISPLD2,Crispld2,0.94387454
KIR2DS3,Pirb,0.94386923
SIGLEC6,Siglecf,0.9438403
LSM4,Lsm4,0.94383854
ZNF696,Zfp467,0.94383687
BIRC7,Birc7,0.9438302
SLC38A3,Slc38a3,0.94382554
C8orf82,C030006K11Rik,0.9438224
MMUT,Mmut,0.9438218
CTSA,Ctsa,0.94381416
NLRP7,Nlrp1b,0.9438129
JMJD4,Jmjd4,0.9438073
CDH4,Cdh13,0.94380605
EPHA8,Epha10,0.9437792
CD2BP2,Cd2bp2,0.94375443
CHTF18,Chtf18,0.94373184
ARHGEF3,Arhgef3,0.9437251
IYD,Iyd,0.94372386
ZNF772,Zfp266,0.94372004
TRIM38,Trim38,0.9437175
RFTN2,Rftn1,0.9437106
FNDC4,Fndc4,0.94370896
LMNB1,Lmnb1,0.94370615
VWDE,Vwde,0.94370264
TATDN3,Tatdn3,0.94369996
NDUFB5,Ndufb5,0.94369835
