crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
NANP,NANP,NANP,Nanp,NANP
NANS,NANS,NANS,Nans,NANS
NAP1L1,NAP1L1,NAP1L1,Nap1l1,NAP1L1
NAP1L2,NAP1L2,NAP1L2,Nap1l2,NAP1L2
NAP1L4,NAP1L4,NAP1L4,Nap1l4,NAP1L4
NAPG,NAPG,NAPA,Napa,NAPB
NAPA,NAPA,NAPB,Napb,NAPA
NAPEPLD,NAPEPLD,NAPEPLD,Napepld,NAPEPLD
NAPRT,NAPRT,NAPRT,Naprt,NAPRT
NARF,NARF,NARF,Narf,NARF
NARS1,NARS1,NARS1,Nars,NARS1
NARS2,NARS2,NARS2,Nars2,NARS2
NAT9,NAT9,NAT9,Nat9,NAT9
NATD1,NATD1,NATD1,Natd1,NATD1
NAV1,NAV1,NAV1,Nav1,NAV1
NAV2,NAV2,NAV2,Nav2,NAV2
NAV3,NAV3,NAV3,Nav3,NAV3
NAXD,NAXD,NAXD,Naxd,NAXD
NAXE,NAXE,NAXE,Naxe,NAXE
NBEAL2,NBEAL2,NBEAL2,Nbeal2,NBEAL2
NBL1,NBL1,NBL1,Nbl1,NBL1
NBN,NBN,NBN,Nbn,NBN
NBR1,NBR1,NBR1,Nbr1,NBR1
NCALD,NCALD,NCALD,Ncald,NCALD
NCAM1,NCAM1,NCAM1,Ncam1,NCAM1
NCAM2,NCAM2,NCAM2,Ncam2,NCAM2
NCAN,NCAN,NCAN,Ncan,NCAN
NCAPG2,NCAPG2,NCAPG2,Ncapd3,NCAPD3
NCAPG,NCAPG,NCAPG,Ncapg,NCAPG
AHSP,AHSP,AHSP,Ncapg2,AHSP
NCAPH2,NCAPH2,NCAPH2,Ncaph2,NCAPH2
NCBP2L,NCBP2L,NCBP2L,Ncbp2,NCBP2
FBXO27,NCCRP1,NCCRP1,Nccrp1,NCCRP1
NCDN,NCDN,NCDN,Ncdn,NCDN
NCF2,NCF2,NCF2,Ncf2,NCF2
NCF4,NCF4,NCF4,Ncf4,NCF4
NCK1,NCK1,NCK1,Nck1,NCK1
NCKAP1,NCKAP1,NCKAP1,Nckap1,NCKAP1
NCKAP1L,NCKAP1L,NCKAP1L,Nckap1l,NCKAP1L
NCKAP5,NCKAP5,NCKAP5,Nckap5,NCKAP5
NCKAP5L,NCKAP5L,NCKAP5L,Nckap5l,NCKAP5L
NCL,NCL,NCL,Ncl,NCL
NCLN,NCLN,NCLN,Ncln,NCLN
NCMAP,NCMAP,NCMAP,Ncmap,RCAN3
NCOA1,NCOA1,NCOA1,Ncoa1,NCOA1
NCOA3,NCOA3,NCOA3,Ncoa3,NCOA3
NCOA4,NCOA4,NCOA4,Ncoa4,NCOA4
NCOA5,NCOA5,NCOA5,Ncoa5,NCOA5
NCR1,NCR1,NCR1,Ncr1,NCR1
NDE1,NDE1,NDE1,Nde1,NDE1
NDFIP1,NDFIP1,NDFIP1,Ndfip1,NDFIP1
NDFIP2,NDFIP2,NDFIP2,Ndfip2,NDFIP2
NDNF,NDNF,NDNF,Ndnf,NDNF
NDOR1,NDOR1,NDOR1,Ndor1,NDOR1
NDP,NDP,NDP,Ndp,NDP
NDRG2,NDRG2,NDRG2,Ndrg2,NDRG2
NDRG4,NDRG4,NDRG4,Ndrg4,NDRG4
NDST2,NDST2,NDST2,Ndst2,NDST2
NDST3,NDST3,NDST3,Ndst3,NDST3
NDST4,NDST4,NDST4,Ndst4,NDST4
NDUFA1,NDUFA1,NDUFA1,Ndufa1,NDUFA1
ROMO1,NDUFA11,NDUFA11,Ndufa11,NDUFA11
NDUFA2,NDUFA2,NDUFA2,Ndufa2,NDUFA2
NDUFA4L2,NDUFA4L2,NDUFA4L2,Ndufa4l2,NDUFA4L2
NDUFA5,NDUFA5,NDUFA5,Ndufa5,NDUFA5
NDUFA9,NDUFA9,NDUFA9,Ndufa9,NDUFA9
NDUFAF1,NDUFAF1,NDUFAF1,Ndufaf1,NDUFAF1
NDUFAF2,NDUFAF2,NDUFAF2,Ndufaf2,NDUFAF2
NDUFAF4,NDUFAF4,NDUFAF4,Ndufaf4,NDUFAF4
NDUFAF5,NDUFAF5,NDUFAF5,Ndufaf5,NDUFAF5
NDUFAF6,NDUFAF6,NDUFAF6,Ndufaf6,NDUFAF6
NDUFAF7,NDUFAF7,NDUFAF7,Ndufaf7,NDUFAF7
NDUFAF8,NDUFAF8,NDUFAF8,Ndufaf8,NDUFAF8
NDUFB10,NDUFB10,NDUFB10,Ndufb10,NDUFB10
NDUFB2,NDUFB2,NDUFB2,Ndufb2,NDUFB2
NDUFB5,NDUFB5,NDUFB5,Ndufb5,NDUFB5
NDUFB9,NDUFB9,NDUFB9,Ndufb9,NDUFB9
SMDT1,SMDT1,NDUFC1,Ndufc1,NDUFC1
NDUFC2,NDUFC2,NDUFC2,Ndufc2,NDUFC2
NDUFS3,NDUFS3,NDUFS3,Ndufs3,NDUFS3
NDUFS6,NDUFS6,NDUFS6,Ndufs6,NDUFS6
NDUFV1,NDUFV1,NDUFV1,Ndufv1,NDUFV1
NEBL,NEBL,NEB,Neb,NEB
NECAB1,NECAB1,NECAB1,Necab1,NECAB1
NECAB3,NECAB3,NECAB3,Necab3,NECAB3
NECAP1,NECAP2,NECAP2,Necap2,NECAP2
NECTIN1,NECTIN1,NECTIN1,Nectin1,NECTIN1
NECTIN3,NECTIN3,NECTIN3,Nectin3,NECTIN3
PVRL4,NECTIN4,NECTIN4,Nectin4,NECTIN4
NEDD1,NEDD1,NEDD1,Nedd1,NEDD1
NEDD4,NEDD4,NEDD4,Nedd4,NEDD4
NEDD4L,NEDD4L,NEDD4L,Nedd4l,NEDD4L
NEFL,NEFL,NEFL,Nefl,NEFL
NEGR1,NEGR1,NEGR1,Negr1,NEGR1
NEIL2,NEIL2,NEIL2,Neil2,NEIL2
NEK1,NEK1,NEK1,Nek1,NEK1
NEK10,NEK10,NEK10,Nek10,NEK10
NEK2,NEK2,NEK2,Nek2,NEK2
NEK4,NEK4,NEK4,Nek4,NEK4
NEK6,NEK6,NEK6,Nek7,NEK7
NEK8,NEK8,NEK8,Nek8,NEK8
NEK9,NEK9,NEK9,Nek9,NEK9
NELFA,NELFA,NELFA,Nelfa,NELFA
NELFCD,NELFCD,NELFCD,Nelfcd,NELFCD
NELFE,NELFE,NELFE,Nelfe,NELFE
NELL1,NELL1,NELL1,Nell2,NELL2
NEMF,NEMF,NEMF,Nemf,NEMF
NEMP1,NEMP1,NEMP1,Nemp1,NEMP1
NEO1,NEO1,NEO1,Neo1,NEO1
TLR3,TLR3,TLR3,Nepn,TLR3
NES,NES,NES,Nes,NES
NETO2,NETO2,NETO2,Neto2,NETO2
NEU1,NEU1,NEU1,Neu1,NEU1
NEU2,NEU2,NEU2,Neu2,NEU2
NEU4,NEU4,NEU4,Neu4,NEU4
NEURL1,NEURL1,NEURL1,Neurl1a,NEURL1
NEURL2,NEURL2,NEURL2,Neurl2,NEURL2
NEURL4,NEURL4,NEURL4,Neurl4,NEURL4
NEUROD1,NEUROD1,NEUROD1,Neurod1,NEUROD1
NEUROD4,NEUROD4,NEUROD4,Neurod4,NEUROD4
NEUROD6,NEUROD6,NEUROD6,Neurod6,NEUROD6
NEUROG1,NEUROG1,NEUROG1,Neurog1,NEUROG1
NEUROG2,NEUROG2,NEUROG2,Neurog2,NEUROG2
NEXMIF,NEXMIF,NEXMIF,Nexmif,NEXMIF
NEXN,NEXN,NEXN,Nexn,NEXN
NF1,NF1,NF1,Nf1,NF1
NF2,NF2,NF2,Nf2,NF2
NFASC,NFASC,NFASC,Nfasc,NRCAM
NFATC1,NFATC1,NFATC1,Nfatc1,NFATC1
NFATC2,NFATC2,NFATC2,Nfatc2,NFATC2
NFATC2IP,NFATC2IP,NFATC2IP,Nfatc2ip,NFATC2IP
NFATC4,NFATC4,NFATC4,Nfatc4,NFATC4
NFE2,NFE2,NFE2,Nfe2,NFE2
NFE2L2,NFE2L2,NFE2L2,Nfe2l2,NFE2L2
NFIA,NFIA,NFIA,Nfia,NFIA
NFIB,NFIB,NFIB,Nfib,NFIB
NFIC,NFIC,NFIC,Nfic,NFIC
NFIL3,NFIL3,NFIL3,Nfil3,NFIL3
NFIX,NFIX,NFIX,Nfix,NFIX
NFKB1,NFKB1,NFKB1,Nfkb1,NFKB1
NFKB2,NFKB2,NFKB2,Nfkb2,NFKB2
NFKBIA,NFKBIA,NFKBIA,Nfkbia,NFKBIA
NFKBIB,NFKBIB,NFKBIB,Nfkbib,NFKBIB
NFKBID,NFKBID,NFKBID,Nfkbid,NFKBID
NFKBIE,NFKBIE,NFKBIE,Nfkbie,NFKBIE
NFKBIL1,NFKBIL1,NFKBIL1,Nfkbil1,NFKBIL1
NFRKB,NFRKB,NFRKB,Nfrkb,NFRKB
GCAT,GCAT,GCAT,Nfs1,NFS1
NFU1,NFU1,NFU1,Nfu1,NFU1
NFX1,NFX1,NFX1,Nfx1,NFX1
NFXL1,NFXL1,NFXL1,Nfxl1,NFXL1
NFYA,NFYA,NFYA,Nfya,NFYA
NFYB,NFYB,NFYB,Nfyb,NFYB
NFYC,NFYC,NFYC,Nfyc,NFYC
NGB,NGB,NGB,Ngb,NGB
NGEF,NGEF,NGEF,Ngef,NGEF
NGF,NGF,NGF,Ngf,NGF
NGLY1,NGLY1,NGLY1,Ngly1,NGLY1
NGRN,NGRN,NGRN,Ngrn,NGRN
NHEJ1,NHEJ1,NHEJ1,Nhej1,NHEJ1
FERD3L,NHLH2,NHLH2,Nhlh2,NHLH2
NHLRC2,NHLRC2,NHLRC2,Nhlrc2,NHLRC2
NHLRC3,NHLRC3,NHLRC3,Nhlrc3,NHLRC3
NHS,NHS,NHS,Nhs,NHS
NHSL2,NHSL2,NHSL2,Nhsl1,NHSL1
NIBAN1,NIBAN1,NIBAN1,Niban1,NIBAN1
NIBAN2,NIBAN2,NIBAN2,Niban2,NIBAN2
NICN1,NICN1,NICN1,Nicn1,NICN1
NID1,NID1,NID1,Nid1,NID1
NID2,NID2,NID2,Nid2,NID2
NIF3L1,NIF3L1,NIF3L1,Nif3l1,NIF3L1
NIFK,NIFK,NIFK,Nifk,NIFK
NIM1K,NIM1K,NIM1K,Nim1k,NIM1K
NIN,NIN,NIN,Nin,NIN
NINJ1,NINJ1,NINJ1,Ninj1,NINJ1
NINL,NINL,NINL,Ninl,CCDC69
NIP7,NIP7,NIP7,Nip7,NIP7
NIPA1,NIPA1,NIPA1,Nipa1,NIPA1
NIPA2,NIPA2,NIPA2,Nipa2,NIPA2
NIPAL3,NIPAL3,NIPAL3,Nipal3,NIPAL3
NIPAL1,NIPAL1,NIPAL1,Nipal4,NIPAL4
NIPBL,NIPBL,NIPBL,Nipbl,NIPBL
NIPSNAP1,NIPSNAP1,NIPSNAP1,Nipsnap2,NIPSNAP1
NISCH,NISCH,NISCH,Nisch,NISCH
NIT1,NIT1,NIT1,Nit1,NIT1
NKAIN2,NKAIN2,NKAIN1,Nkain1,NKAIN1
NKAIN3,NKAIN3,NKAIN3,Nkain3,NKAIN3
NKAIN4,NKAIN4,NKAIN4,Nkain4,NKAIN4
NKAP,NKAP,NKAP,Nkap,NKAP
NKAPD1,NKAPD1,NKAPD1,Nkapd1,NKAPD1
NKAPL,NKAPL,NKAPL,Nkapl,NKAPL
NKD1,NKD1,NKD1,Nkd1,NKD2
NKG7,NKG7,NKG7,Nkg7,NKG7
NKIRAS1,NKIRAS1,NKIRAS1,Nkiras2,NKIRAS1
NKPD1,NKPD1,NKPD1,Nkpd1,NKPD1
NKX1-1,NKX1-1,NKX1-1,Nkx1-1,NKX1-1
NKX1-2,NKX1-2,NKX1-2,Nkx1-2,NKX1-2
NKX2-1,NKX2-1,NKX2-1,Nkx2-1,NKX2-1
NKX2-3,NKX2-3,NKX2-3,Nkx2-3,NKX2-3
NKX2-6,NKX2-6,NKX2-6,Nkx2-6,NKX2-6
NKX2-8,NKX2-8,NKX2-8,Nkx2-9,NKX2-8
NKX3-1,NKX3-1,NKX3-1,Nkx3-1,NKX3-1
NKX3-2,NKX3-2,NKX3-2,Nkx3-2,NKX3-2
NLGN3,NLGN3,NLGN3,Nlgn3,NLGN3
NLN,NLN,NLN,Nln,NLN
NLRC3,NLRC3,NLRC3,Nlrc3,NLRC3
NLRP10,NLRP10,NLRP10,Nlrp10,NLRP4
NLRP12,NLRP12,NLRP12,Nlrp12,NLRP12
NLRP7,NLRP7,NLRP7,Nlrp1b,NLRP8
NLRP3,NLRP3,NLRP3,Nlrp3,NLRP3
NLRP6,NLRP6,NLRP6,Nlrp6,NLRP6
NLRP13,NLRP13,NLRP13,Nlrp9a,NLRP11
NLRX1,NLRX1,NLRX1,Nlrx1,MYO19
NME5,NME5,NME5,Nme5,NME5
NME6,NME6,NME6,Nme6,NME6
NME7,NME7,NME7,Nme7,NME7
NME8,NME8,NME8,Nme8,NME8
NME9,NME9,NME9,Nme9,NME9
NMNAT1,NMNAT1,NMNAT1,Nmnat1,NMNAT1
NMNAT2,NMNAT2,NMNAT2,Nmnat2,NMNAT2
NMNAT3,RBP1,NMNAT3,Nmnat3,NMNAT3
NMRAL1,NMRAL1,NMRAL1,Nmral1,NMRAL1
NMRK1,NMRK1,NMRK1,Nmrk1,NMRK1
NMRK2,NMRK2,NMRK2,Nmrk2,NMRK2
NMT1,NMT1,NMT1,Nmt1,NMT1
NMT2,NMT2,NMT2,Nmt2,NMT2
NMU,NMU,NMU,Nmu,NMU
NMUR1,NMUR1,NMUR1,Nmur1,NMUR1
NMUR2,NMUR2,NMUR2,Nmur2,NMUR2
NNMT,NNMT,NNMT,Nnmt,NNMT
NNT,NNT,NNT,Nnt,NNT
NOA1,NOA1,NOA1,Noa1,NOA1
NOB1,NOB1,NOB1,Nob1,NOB1
NOBOX,NOBOX,NOBOX,Nobox,NOBOX
NOC2L,NOC2L,NOC2L,Noc2l,NOC2L
NOC3L,NOC3L,NOC3L,Noc3l,NOC3L
NOCT,NOCT,NOCT,Noct,NOCT
NOD2,NOD2,NOD2,Nod2,NOD2
NODAL,NODAL,NODAL,Nodal,NODAL
NOL10,NOL10,NOL10,Nol10,NOL10
NOL11,NOL11,NOL11,Nol11,NOL11
NOL4,NOL4,NOL4,Nol4,NOL4
NOL6,NOL6,NOL6,Nol6,NOL6
NOL7,NOL7,NOL7,Nol7,NOL7
NOL8,NOL8,NOL8,Nol8,NOL8
NOL9,NOL9,NOL9,Nol9,NOL9
NOLC1,NOLC1,NOLC1,Nolc1,NOLC1
NONO,NONO,NONO,Nono,NONO
NOP10,NOP10,NOP10,Nop10,NOP10
NOP2,NOP2,NOP2,Nop2,NOP2
NOP53,NOP53,NOP53,Nop53,NOP53
NOP58,NOP58,NOP58,Nop58,NOP58
NOP9,NOP9,NOP9,Nop9,NOP9
NOPCHAP1,NOPCHAP1,NOPCHAP1,Nopchap1,NOPCHAP1
NOS1,NOS1,NOS1,Nos1,NOS1
NOS2,NOS2,NOS2,Nos2,NOS2
NOS3,NOS3,NOS3,Nos3,NOS3
NOSIP,NOSIP,NOSIP,Nosip,NOSIP
NOSTRIN,NOSTRIN,NOSTRIN,Nostrin,NOSTRIN
NOTCH1,NOTCH1,NOTCH1,Notch2,NOTCH2
NOTO,NOTO,NOTO,Noto,NOTO
NOTUM,NOTUM,NOTUM,Notum,NOTUM
NOVA1,NOVA1,NOVA1,Nova1,NOVA1
NOVA2,NOVA2,NOVA2,Nova2,NOVA2
NOX1,NOX1,NOX1,Nox1,NOX1
NOX3,NOX3,NOX3,Nox3,NOX3
NOX4,NOX4,NOX4,Nox4,NOX4
NOXA1,NOXA1,NOXA1,Noxa1,NOXA1
NOXO1,NOXO1,NOXO1,Noxo1,NOXO1
NOXRED1,NOXRED1,NOXRED1,Noxred1,NOXRED1
NPAS2,NPAS2,NPAS2,Npas2,NPAS2
NPAS3,NPAS3,NPAS3,Npas3,NPAS3
NPAS4,NPAS4,NPAS4,Npas4,NPAS4
NPB,NPB,NPB,Npb,NPB
NPC1,NPC1,NPC1,Npc1,NPC1
NPC1L1,NPC1L1,NPC1L1,Npc1l1,NPC1L1
NPC2,NPC2,NPC2,Npc2,NPC2
NPDC1,NPDC1,NPDC1,Npdc1,NPDC1
NPEPL1,NPEPL1,NPEPL1,Npepl1,NPEPL1
NPEPPS,NPEPPS,NPEPPS,Npepps,NPEPPS
NPFFR1,NPFFR1,NPFFR1,Npffr1,NPFFR1
NPFFR2,NPFFR2,NPFFR2,Npffr2,NPFFR2
NPHP1,NPHP1,NPHP1,Nphp1,NPHP1
NPHP3,NPHP3,NPHP3-ACAD11,Nphp3,NPHP3
NPHS2,NPHS2,NPHS2,Nphs2,NPHS2
NPL,NPL,NPL,Npl,NPL
NPM3,NPM3,NPM3,Npm3,NPM3
NPNT,NPNT,NPNT,Npnt,NPNT
NPPA,NPPA,NPPA,Nppa,NPPA
NPPB,NPPB,NPPB,Nppb,NPPB
NPPC,NPPC,NPPC,Nppc,NPPC
NPR1,NPR1,NPR1,Npr2,NPR2
NPR3,NPR3,NPR3,Npr3,NPR3
NPRL2,NPRL2,NPRL2,Nprl2,NPRL2
NPS,NPS,NPS,Nps,NPS
NPSR1,NPSR1,NPSR1,Npsr1,NPSR1
NPTN,NPTN,NPTN,Nptn,NPTN
NPTX1,NPTX1,NPTX1,Nptx1,NPTX1
NPTX2,NPTX2,NPTX2,Nptx2,NPTX2
NPTXR,NPTXR,NPTXR,Nptxr,NPTXR
NPVF,NPVF,NPVF,Npvf,NPVF
NPY,NPY,NPY,Npy,NPY
NPY2R,NPY2R,NPY2R,Npy2r,NPY2R
NPY5R,NPY5R,NPY5R,Npy5r,NPY5R
NQO1,NQO1,NQO1,Nqo1,NQO1
NQO2,NQO2,NQO2,Nqo2,NQO2
NR0B1,NR0B1,NR0B1,Nr0b1,NR0B1
NR0B2,NR0B2,NR0B2,Nr0b2,NR0B2
NR1D1,NR1D1,NR1D1,Nr1d1,NR1D1
NR1H2,NR1H2,NR1H2,Nr1h2,NR1H2
RARB,RARB,RARB,Nr1h4,NR1H4
NR1I2,NR1I2,NR1I2,Nr1i2,NR1I2
NR1I3,NR1I3,NR1I3,Nr1i3,NR1I3
NR2C2,NR2C2,NR2C2,Nr2c1,NR2C1
NR2C2AP,NR2C2AP,NR2C2AP,Nr2c2ap,NR2C2AP
NR2E3,NR2E3,NR2E3,Nr2e3,NR2E3
NR2F1,NR2F1,NR2F1,Nr2f2,NR2F2
NR3C1,NR3C1,NR3C1,Nr3c1,NR3C1
NR3C2,NR3C2,NR3C2,Nr3c2,NR3C2
NR4A1,NR4A1,NR4A1,Nr4a1,NR4A1
NR4A2,NR4A2,NR4A2,Nr4a2,NR4A2
NR4A3,NR4A3,NR4A3,Nr4a3,NR4A3
NR5A1,NR5A1,NR5A1,Nr5a1,NR5A1
NR6A1,NR6A1,NR6A1,Nr6a1,NR6A1
NRAP,NRAP,NRAP,Nrap,NRAP
HRAS,HRAS,HRAS,Nras,NRAS
NRBF2,NRBF2,NRBF2,Nrbf2,NRBF2
NRBP1,NRBP1,NRBP1,Nrbp1,NRBP1
NRBP2,NRBP2,NRBP2,Nrbp2,NRBP2
NRCAM,NRCAM,NRCAM,Nrcam,NFASC
NRDC,NRDC,NRDC,Nrd1,NRDC
NRF1,NRF1,NRF1,Nrf1,NRF1
NRG1,NRG1,NRG1,Nrg1,NRG1
NRG2,NRG2,NRG2,Nrg2,NRG2
NRG3,NRG3,NRG3,Nrg3,NRG3
NRGN,NRGN,NRGN,Nrgn,NRGN
NRL,NRL,NRL,Nrl,NRL
NRM,NRM,NRM,Nrm,NRM
NRN1,NRN1,NRN1,Nrn1,NRN1
NRN1L,NRN1L,NRN1L,Nrn1l,NRN1L
NRP1,NRP1,NRP1,Nrp1,NRP1
NRP2,NRP2,NRP2,Nrp2,NRP2
NRROS,NRROS,NRROS,Nrros,NRROS
NRSN1,NRSN1,NRSN1,Nrsn1,NRSN1
NRSN2,NRSN2,NRSN2,Nrsn2,NRSN2
NRTN,NRTN,NRTN,Nrtn,NRTN
NRXN2,NRXN2,NRXN2,Nrxn2,NRXN1
NRXN3,NRXN1,NRXN3,Nrxn3,NRXN3
NSD2,NSD2,NSD2,Nsd2,NSD2
NSDHL,NSDHL,NSDHL,Nsdhl,NSDHL
NSF,NSF,NSF,Nsf,NSF
NSFL1C,NSFL1C,NSFL1C,Nsfl1c,NSFL1C
NSG2,NSG2,NSG2,Nsg1,NSG2
NSL1,NSL1,NSL1,Nsl1,NSL1
NSMCE2,NSMCE2,NSMCE2,Nsmce2,NSMCE2
NSUN2,NSUN2,NSUN2,Nsun2,NSUN2
NT5C1A,NT5C1A,NT5C1A,Nt5c1a,NT5C1A
NT5C2,NT5C2,NT5C2,Nt5c2,NT5C2
NT5C3A,NT5C3A,NT5C3A,Nt5c3,NT5C3A
NT5DC1,NT5DC1,NT5DC1,Nt5dc1,NT5DC1
NT5E,NT5E,NT5E,Nt5e,NT5E
NT5M,NT5M,NT5M,Nt5m,NT5M
NTF3,NTF3,NTF3,Ntf3,NTF3
NTHL1,NTHL1,NTHL1,Nthl1,NTHL1
NTM,NTM,NTM,Ntm,NTM
NTMT1,NTMT1,NTMT1,Ntmt1,NTMT1
NTN1,NTN1,NTN1,Ntn1,NTN1
NTN4,NTN4,NTN4,Ntn4,NTN4
NTNG1,NTNG1,NTNG1,Ntng1,NTNG1
NTNG2,NTNG2,NTNG2,Ntng2,NTNG2
NTPCR,NTPCR,NTPCR,Ntpcr,NTPCR
NTRK1,NTRK1,NTRK1,Ntrk1,NTRK1
NTRK2,NTRK2,NTRK2,Ntrk2,NTRK2
NTS,NTS,NTS,Nts,NTS
NTSR2,NTSR2,NTSR2,Ntsr2,NTSR2
NUAK1,NUAK1,NUAK1,Nuak1,NUAK1
NUAK2,NUAK2,NUAK2,Nuak2,NUAK2
NUB1,NUB1,NUB1,Nub1,NUB1
NUBP1,NUBP1,NUBP1,Nubp1,NUBP1
NUBP2,NUBP2,NUBP2,Nubp2,NUBP2
NUCB1,NUCB1,NUCB1,Nucb1,NUCB1
NUDC,NUDC,NUDC,Nudc,NUDC
NUDCD1,NUDCD1,NUDCD1,Nudcd1,NUDCD1
NUDT12,NUDT12,NUDT12,Nudt12,NUDT12
NUDT13,NUDT13,NUDT13,Nudt13,NUDT13
NUDT15,NUDT15,NUDT15,Nudt15,NUDT15
NUDT16L1,NUDT16,NUDT16,Nudt16,NUDT16
NUDT17,NUDT17,NUDT17,Nudt17,NUDT17
NUDT19,TDRD12,NUDT19,Nudt19,NUDT19
NUDT2,NUDT2,NUDT2,Nudt2,NUDT2
NUDT21,NUDT21,NUDT21,Nudt21,NUDT21
NUDT22,NUDT22,NUDT22,Nudt22,NUDT22
NUDT3,NUDT4,NUDT4B,Nudt4,NUDT3
NUDT5,NUDT5,NUDT5,Nudt5,NUDT5
NUDT7,NUDT7,NUDT7,Nudt7,NUDT7
NUDT9,NUDT9,NUDT9,Nudt9,NUDT9
NUF2,NUF2,NUF2,Nuf2,NUF2
NUFIP1,NUFIP1,NUFIP1,Nufip1,NUFIP1
NUFIP2,NUFIP2,NUFIP2,Nufip2,NUFIP2
NUMB,NUMB,NUMB,Numb,NUMB
NUMBL,NUMBL,NUMBL,Numbl,NUMBL
NUP107,NUP107,NUP107,Nup107,NUP107
NUP133,NUP133,NUP133,Nup133,NUP133
NUP153,NUP153,NUP153,Nup153,NUP153
NUP155,NUP155,NUP155,Nup155,NUP155
NUP160,NUP160,NUP160,Nup160,NUP160
RTTN,RTTN,RTTN,Nup205,NUP205
NUP210,NUP210,NUP210,Nup210,NUP210
NUP210L,NUP210L,NUP210L,Nup210l,NUP210L
NUP35,NUP35,NUP35,Nup35,NUP35
NUP37,NUP37,NUP37,Nup37,NUP37
NUP62,NUP62,NUP62,Nup62,NUP62
NUP62CL,NUP62CL,NUP62CL,Nup62cl,NUP62CL
NUP98,NUP98,NUP98,Nup98,NUP98
NUP42,NUP42,NUP42,Nupl2,NUP42
NHLH1,NUPR2,NUPR2,Nupr1l,NUPR2
NUS1,NUS1,NUS1,Nus1,NUS1
NUSAP1,NUSAP1,NUSAP1,Nusap1,NUSAP1
NUTF2,NUTF2,NUTF2,Nutf2-ps1,NUTF2
NUTM1,NUTM1,NUTM1,Nutm1,NUTM1
NVL,NVL,NVL,Nvl,NVL
NWD1,NWD1,NWD1,Nwd1,NWD1
NXF1,NXF1,NXF1,Nxf1,NXF1
NXN,NXN,NXN,Nxn,NXN
NXNL2,NXNL2,NXNL2,Nxnl2,NXNL2
NXPH2,NXPH2,NXPH2,Nxph2,NXPH2
NXPH3,NXPH3,NXPH3,Nxph3,NXPH3
NXT1,NXT1,NXT1,Nxt1,NXT1
NXT2,NXT2,NXT2,Nxt2,NXT2
NYAP1,NYAP1,NYAP1,Nyap1,NYAP1
NYNRIN,NYNRIN,NYNRIN,Nynrin,NYNRIN
OAF,OAF,OAF,Oaf,OAF
OARD1,OARD1,OARD1,Oard1,OARD1
OAS2,OAS2,OAS2,Oas2,OAS2
OAZ1,OAZ1,OAZ1,Oaz1,OAZ1
OAZ3,OAZ3,OAZ3,Oaz3,OAZ3
OBI1,OBI1,OBI1,Obi1,OBI1
DUXB,DUXB,DUXB,Obox3,DPRX
OC90,OC90,OC90,Oc90,OC90
OCIAD1,OCIAD1,OCIAD1,Ociad1,OCIAD1
OCLN,OCLN,OCLN,Ocln,OCLN
DCST2,DCST2,OCSTAMP,Ocstamp,OCSTAMP
ODAD2,ODAD2,ODAD2,Odad2,ODAD2
ODAD3,ODAD3,ODAD3,Odad3,ODAD3
ODAD4,ODAD4,ODAD4,Odad4,ODAD4
ODAM,ODAM,ODAM,Odam,ODAM
ODF1,ODF1,ODF1,Odf1,ODF1
ODF2,ODF2,ODF2,Odf2,ODF2
ODF2L,ODF2L,ODF2L,Odf2l,ODF2L
CIMAP1C,CIMAP1C,ODF3L1,Odf3l1,CIMAP1C
ODR4,ODR4,ODR4,Odr4,ODR4
OGA,OGA,OGA,Oga,OGA
OGDH,OGDH,OGDH,Ogdh,OGDH
OGDHL,OGDHL,OGDHL,Ogdhl,OGDHL
OGFOD1,OGFOD1,OGFOD1,Ogfod1,OGFOD1
OGFOD3,OGFOD3,OGFOD3,Ogfod3,OGFOD3
OGFRL1,OGFRL1,OGFRL1,Ogfrl1,OGFRL1
OGN,OGN,OGN,Ogn,OGN
OGT,OGT,OGT,Ogt,OGT
OIP5,OIP5,OIP5,Oip5,OIP5
OIT3,OIT3,OIT3,Oit3,OIT3
OLA1,OLA1,OLA1,Ola1,OLA1
OLFM2,OLFM2,OLFM2,Olfm2,OLFM2
OLFM3,OLFM3,OLFM3,Olfm3,OLFM3
OLFM4,OLFM4,OLFM4,Olfm4,OLFM4
OLFML1,OLFML1,OLFML3,Olfm5,OLFML3
OLFML2A,OLFML2A,OLFML2A,Olfml2a,OLFML2A
OLFML2B,OLFML2B,OLFML2B,Olfml2b,OLFML2B
OR5AP2,OR5AP2,OR5AP2,Olfr1020,OR5AP2
OR8K1,OR8K1,OR8K1,Olfr1046,OR8K1
OR12D3,OR12D3,OR12D3,Olfr109,OR12D3
OR5V1,OR5V1,OR5V1,Olfr110,OR13C4
OR5D14,OR5D14,OR5D14,Olfr1162,OR5D14
OR5D3P,OR5D3P,OR5D3P,Olfr1175,OR5D18
OR11L1,OR11L1,OR11L1,Olfr1322,OR11L1
OR1I1,OR1I1,OR1I1,Olfr1357,OR1I1
OR4D9,OR4D9,OR4D9,Olfr1423,OR4D11
OR5B21,OR5B21,OR5B21,Olfr1444,OR5B21
OR8B8,OR8B8,OR8B8,Olfr145,OR8B8
OR9Q2,OR9Q2,OR9Q2,Olfr1497,OR9Q2
