human gene name,mice gene name,pig gene name
LRTM2,Lrtm2,LRTM2
LSAMP,Lsamp,LSAMP
LSG1,Lsg1,LSG1
LSM1,Lsm1,LSM1
LSM10,Lsm10,LSM10
LSM11,Lsm11,LSM11
LSM12,Lsm12,LSM12
UBAP2,Lsm14a,LSM14A
LSM14B,Lsm14b,LSM14B
LSM2,Lsm2,LSM2
LSM3,Lsm3,LSM3
LSM4,Lsm4,LSM4
LSM5,Lsm5,LSM5
LSM6,Lsm6,LSM6
LSM7,Lsm7,LSM7
LSM8,Lsm8,LSM8
LSMEM2,Lsmem2,LSMEM2
LSP1,Lsp1,LSP1
LSR,Lsr,LSR
LTA,Lta,LTA
LTA4H,Lta4h,LTA4H
LTB,Ltb,LTB
LTB4R,Ltb4r1,LTB4R
LTB4R2,Ltb4r2,LTB4R2
LTBP1,Ltbp1,LTBP1
LTBP2,Ltbp2,LTBP3
LTBP4,Ltbp4,LTBP4
LTBR,Ltbr,LTBR
LTN1,Ltn1,LTN1
LTV1,Ltv1,LTV1
LUC7L,Luc7l,LUC7L
LUC7L3,Luc7l3,LUC7L3
LUM,Lum,LUM
LURAP1,Lurap1,LURAP1
LURAP1L,Lurap1l,LURAP1L
LUZP1,Luzp1,LUZP1
LUZP2,Luzp2,LUZP2
LVRN,Lvrn,LVRN
LXN,Lxn,LXN
LY6D,Ly6d,LY6D
LY6E,Ly6e,LY6E
LY6G5B,Ly6g5b,LY6G5B
LY6G5C,Ly6g5c,LY6G5C
LY6G6C,Ly6g6c,LY6G6C
LY6G6F,Ly6g6f,LY6G6F
LY6H,Ly6h,LY6H
LY6L,Ly6l,LY6L
LY75,Ly75,LY75
LY96,Ly96,LY96
LYAR,Lyar,LYAR
LYG2,Lyg2,LYG2
LYN,Lyn,LYN
LYNX1,Lynx1,LYNX1
LYPD1,Lypd1,LYPD1
LYPD2,Lypd2,LYPD2
LYPD3,Lypd3,LYPD3
LYPD4,Lypd4,LYPD4
LYPD5,Lypd5,LYPD5
LYPD6,Lypd6,LYPD6
LYPD6B,Lypd6b,LYPD6B
LYPD8,Lypd8,LYPD8
LYPLA1,Lypla1,LYPLA1
LYPLAL1,Lyplal1,LYPLAL1
LYRM1,Lyrm1,LYRM1
LYRM2,Lyrm2,LYRM2
LYRM4,Lyrm4,LYRM4
LYRM7,Lyrm7,LYRM7
LYRM9,Lyrm9,LYRM9
LYSMD1,Lysmd1,LYSMD1
LYSMD2,Lysmd2,LYSMD2
LYSMD3,Lysmd3,LYSMD3
LYZL4,Lyzl4,LYZL4
LYZL6,Lyzl6,LYZL6
LZIC,Lzic,LZIC
LZTFL1,Lztfl1,LZTFL1
RABEPK,Lztr1,LZTR1
LZTS1,Lzts1,LZTS1
LZTS3,Lzts3,LZTS3
M6PR,M6pr,M6PR
MAB21L1,Mab21l1,MAB21L1
MAB21L2,Mab21l2,MAB21L2
MAB21L3,Mab21l3,MAB21L3
MAB21L4,Mab21l4,MAB21L4
MACC1,Macc1,MACC1
MACF1,Macf1,MACF1
MACIR,Macir,MACIR
MACO1,Maco1,MACO1
MACROD1,Macrod1,MACROD1
MACROH2A1,Macroh2a1,MACROH2A1
MAD1L1,Mad1l1,MAD1L1
MAD2L1,Mad2l1,MAD2L1
MAD2L1BP,Mad2l1bp,MAD2L1BP
MAD2L2,Mad2l2,MAD2L2
MADCAM1,Madcam1,ICAM3
MADD,Madd,MADD
MAEL,Mael,MAEL
MAF,Maf,MAF
MAF1,Maf1,MAF1
MAFA,Mafa,MAFA
MAFB,Mafb,MAFB
MAFF,Maff,MAFF
MAFG,Mafg,MAFG
MAFK,Mafk,MAFK
MAG,Mag,MAG
MAGEA9,Magea10,MAGEA10
MAGEB18,Mageb18,MAGEB18
MAGEB17,Mageb3,MAGEB3
MAGED1,Maged1,MAGED1
MAGEE2,Magee2,MAGEE2
MAGEH1,Mageh1,MAGEH1
MAGI1,Magi1,MAGI1
MAGI2,Magi2,MAGI2
MAGI3,Magi3,MAGI3
MAGIX,Magix,MAGIX
MAGT1,Magt1,MAGT1
MAIP1,Maip1,MAIP1
MAK,Mak,MAK
MAK16,Mak16,MAK16
MAL2,Mal2,MAL2
MALRD1,Malrd1,MALRD1
MALSU1,Malsu1,ATPAF2
MALT1,Malt1,MALT1
MAMDC2,Mamdc2,MAMDC2
MAMDC4,Mamdc4,MAMDC4
MAML1,Maml1,MAML1
MAML3,Maml3,MAML3
MAMLD1,Mamld1,MAMLD1
MAMSTR,Mamstr,MAMSTR
MAN1A1,Man1a,MAN1A1
MAN1C1,Man1c1,MAN1C1
MAN2A1,Man2a1,MAN2A1
KCNAB3,Man2b1,ITGAD
MAN2B2,Man2b2,MAN2B2
MANBA,Manba,MANBA
ST6GALNAC1,Manea,MANEA
MANEAL,Maneal,MANEAL
MANF,Manf,MANF
MANSC1,Mansc1,MANSC1
MANSC4,Mansc4,MANSC4
MAOB,Maoa,MAOB
MAP10,Map10,MAP10
MAP1A,Map1a,MAP1A
MAP1LC3A,Map1lc3a,MAP1LC3A
MAP1LC3B,Map1lc3b,MAP1LC3C
MAP2,Map2,MAP2
MAP2K1,Map2k1,MAP2K1
MAP2K5,Map2k5,MAP2K5
MAP2K6,Map2k6,MAP2K6
MAP2K7,Map2k7,MAP2K7
MAP3K1,Map3k1,MAP3K1
MAP3K11,Map3k11,MAP3K11
MAP3K14,Map3k14,MAP3K14
MAP3K5,Map3k15,MAP3K15
MAP3K19,Map3k19,MAP3K19
MAP3K2,Map3k2,MAP3K2
MAP3K20,Map3k20,MAP3K20
MAP3K21,Map3k21,MAP3K21
MAP3K3,Map3k3,MAP3K3
TBK1,Map3k5,MAP3K5
MAP3K7,Map3k7,MAP3K7
MAP3K7CL,Map3k7cl,MAP3K7CL
MAP3K8,Map3k8,MAP3K8
MAP3K9,Map3k9,MAP3K9
MAP4K1,Map4k1,MAP4K1
MAP4K3,Map4k3,MAP4K3
MAP4K4,Map4k4,MAP4K4
MAP4K5,Map4k5,MAP4K5
MAP6,Map6,MAP6
MAP6D1,Map6d1,MAP6D1
MAP7D1,Map7d1,MAP7D1
MAP7D2,Map7d2,MAP7D2
MAP9,Map9,MAP9
MAPK10,Mapk10,MAPK10
MAPK11,Mapk11,MAPK11
MAPK12,Mapk12,MAPK12
MAPK13,Mapk13,MAPK13
MAPK14,Mapk14,MAPK14
MAPK1IP1L,Mapk1ip1l,MAPK1IP1L
MAPK3,Mapk3,MAPK3
MAPK6,Mapk6,MAPK6
MAPK7,Mapk7,MAPK7
MAPK8,Mapk8,MAPK8
MAPK8IP1,Mapk8ip1,MAPK8IP1
MAPK8IP2,Mapk8ip2,MAPK8IP2
MAPK8IP3,Mapk8ip3,MAPK8IP3
MAPKAP1,Mapkap1,MAPKAP1
MAPKAPK2,Mapkapk2,MAPKAPK2
MAPKBP1,Mapkbp1,MAPKBP1
MAPRE1,Mapre1,MAPRE1
MAPRE2,Mapre2,MAPRE2
MAPRE3,Mapre3,MAPRE3
MAPT,Mapt,MAPT
MARCHF1,Marchf1,MARCHF1
MARCHF10,Marchf10,MARCHF10
MARCHF11,Marchf11,MARCHF11
MARCHF3,Marchf3,MARCHF3
MARCHF4,Marchf4,MARCHF4
MARCHF5,Marchf5,MARCHF5
MARCHF6,Marchf6,MARCHF6
MARCHF7,Marchf7,MARCHF7
MARCHF8,Marchf8,MARCHF8
MARCHF9,Marchf9,MARCHF9
MARCKS,Marcks,MARCKS
MARCKSL1,Marcksl1,MARCKSL1
MARF1,Marf1,MARF1
MARK2,Mark2,MARK2
MARK1,Mark3,MARK3
MARS1,Mars1,LARS2
MARS2,Mars2,MARS2
MARVELD1,Marveld1,MARVELD1
MARVELD2,Marveld2,MARVELD2
MARVELD3,Marveld3,MARVELD3
MASP1,Masp1,MASP1
MASP2,Masp2,MASP2
MAST2,Mast1,MAST1
MAST4,Mast2,MAST2
MAST3,Mast4,MAST4
MASTL,Mastl,MASTL
MAT1A,Mat1a,MAT1A
MAT2A,Mat2a,MAT2A
MAT2B,Mat2b,MAT2B
MATK,Matk,MATK
MATN1,Matn1,MATN1
MATN2,Matn2,MATN2
MATN3,Matn3,MATN3
MATN4,Matn4,MATN4
MATR3,Matr3,MATR3
MAU2,Mau2,MAU2
MAVS,Mavs,MAVS
MAX,Max,MAX
MAZ,Maz,MAZ
MB21D2,Mb21d2,MB21D2
MBD1,Mbd1,MBD1
MBD4,Mbd4,MBD4
MBD5,Mbd5,MBD5
MBD6,Mbd6,MBD6
MBIP,Mbip,MBIP
MBL2,Mbl2,MBL2
MBLAC1,Mblac1,MBLAC1
MBLAC2,Mblac2,MBLAC2
MBNL1,Mbnl2,MBNL2
MBNL3,Mbnl3,MBNL3
MBOAT1,Mboat1,MBOAT1
MBOAT2,Mboat2,MBOAT2
MBOAT4,Mboat4,MBOAT4
MBP,Mbp,MBP
MBTD1,Mbtd1,MBTD1
MC1R,Mc1r,MC1R
MC2R,Mc2r,MC2R
MC3R,Mc3r,MC3R
MC4R,Mc4r,MC4R
MCAT,Mcat,MCAT
MCC,Mcc,MCC
MCCC1,Mccc1,MCCC1
MCCC2,Mccc2,MCCC2
MCF2,Mcf2,MCF2
MCF2L,Mcf2l,MCF2L
MCFD2,Mcfd2,MCFD2
MCHR1,Mchr1,MCHR1
MCIDAS,Mcidas,MCIDAS
MCL1,Mcl1,MCL1
MCM10,Mcm10,MCM10
MCM3,Mcm3,MCM3
BUB1B,Mcm3ap,ZNF292
MCM4,Mcm4,MCM4
MCM5,Mcm5,MCM5
MCM6,Mcm6,MCM6
MCM7,Mcm7,MCM7
MCM8,Mcm8,MCM8
MCM9,Mcm9,MCM9
MCMBP,Mcmbp,MCMBP
MCOLN1,Mcoln1,MCOLN1
MCOLN2,Mcoln2,MCOLN2
MCOLN3,Mcoln3,MCOLN3
MCPH1,Mcph1,MCPH1
MCRIP1,Mcrip1,MCRIP1
MCRIP2,Mcrip2,MCRIP2
MCRS1,Mcrs1,MCRS1
MCTP1,Mctp1,MCTP1
C12orf29,Mctp2,PEX11A
MCTS1,Mcts1,MCTS1
MCU,Mcu,MCU
PKD2L1,Mcub,NDUFAF3
MCUR1,Mcur1,MCUR1
MDFI,Mdfi,MDFI
MDFIC,Mdfic,MDFIC
MDFIC2,Mdfic2,MDFIC2
MDGA1,Mdga1,MDGA1
MDGA2,Mdga2,MDGA2
MDH1,Mdh1,MDH1
MDH1B,Mdh1b,MDH1B
MDH2,Mdh2,MDH2
MDK,Mdk,MDK
MDM1,Mdm1,MDM1
MDM2,Mdm2,MDM2
MDM4,Mdm4,MDM4
MDN1,Mdn1,MDN1
MDP1,Mdp1,MDP1
ME1,Me1,ME1
ME2,Me2,ME2
MEA1,Mea1,MEA1
MEAF6,Meaf6,MEAF6
MEAK7,Meak7,MEAK7
MECOM,Mecom,MECOM
MECR,Mecr,MECR
MED10,Med10,MED10
MED11,Med11,MED11
MED12L,Med12l,MED12L
MED13,Med13,MED13
MED13L,Med13l,MED13L
MED14,Med14,MED14
MED15,Med15,MED15
MED16,Med16,MED16
MED17,Med17,MED17
MED18,Med18,MED18
MED19,Med19,MED19
MED21,Med21,MED21
MED22,Med22,MED22
MED23,Med23,MED23
MED24,Med24,MED24
MED25,Med25,MED25
MED27,Med27,MED27
MED28,Med28,MED28
MED29,Med29,MED8
MED30,Med30,MED30
MED31,Med31,MED31
MED4,Med4,MED4
MED6,Med6,MED6
MED7,Med7,MED7
MED9,Med9,MED9
MEDAG,Medag,MEDAG
MEF2A,Mef2a,MEF2A
MEF2B,Mef2b,MEF2B
MEF2C,Mef2c,MEF2C
MEF2D,Mef2d,MEF2D
MEFV,Mefv,ZKSCAN2
MEGF10,Megf10,MEGF10
MEGF11,Megf11,MEGF11
MEGF6,Megf6,MEGF6
MEGF9,Megf9,MEGF9
MEI1,Mei1,MEI1
MEI4,Mei4,MEI4
MEIG1,Meig1,MEIG1
MEIKIN,Meikin,MEIKIN
MEIOB,Meiob,MEIOB
MEIS1,Meis1,MEIS1
MEIS3,Meis3,MEIS3
MELK,Melk,MELK
MELTF,Meltf,MELTF
MEMO1,Memo1,MEMO1
MEN1,Men1,MEN1
MEOX1,Meox1,MEOX1
MEOX2,Meox2,MEOX2
MEP1A,Mep1a,MEP1B
MEPCE,Mepce,MEPCE
MEPE,Mepe,MEPE
MERTK,Mertk,MERTK
MESD,Mesd,MESD
MESP1,Mesp1,MESP1
MESP2,Mesp2,MESP2
MEST,Mest,MEST
MET,Met,MET
METAP1,Metap1,METAP1
METAP1D,Metap1d,METAP1D
METAP2,Metap2,METAP2
METRN,Metrn,METRN
METRNL,Metrnl,METRNL
METTL1,Mettl1,METTL1
METTL14,Mettl14,METTL14
METTL16,Mettl16,METTL16
METTL18,Mettl18,METTL18
METTL2A,Mettl2,METTL8
METTL21C,Mettl21c,METTL21C
METTL23,Mettl21e,METTL21EP
METTL24,Mettl24,METTL24
METTL26,Mettl26,METTL26
METTL27,Mettl27,METTL27
METTL4,Mettl4,METTL4
METTL5,Mettl5,METTL5
METTL6,Mettl6,METTL6
METTL7B,Mettl7b,TMT1B
METTL8,Mettl8,NTMT2
METTL9,Mettl9,METTL9
MEX3A,Mex3a,MEX3A
MEX3B,Mex3b,MEX3B
MEX3C,Mex3c,MEX3C
MEX3D,Mex3d,MEX3D
MFAP1,Mfap1a,MFAP1
MFAP2,Mfap2,MFAP2
MFAP3,Mfap3,MFAP3
MFAP3L,Mfap3l,MFAP3L
MFAP4,Mfap4,MFAP4
MFAP5,Mfap5,MFAP5
MFF,Mff,MFF
MFGE8,Mfge8,MFGE8
MFHAS1,Mfhas1,MFHAS1
MFN1,Mfn1,MFN1
MFN2,Mfn2,MFN2
MFNG,Mfng,MFNG
MFRP,Mfrp,MFRP
MFSD1,Mfsd1,MFSD1
MFSD10,Mfsd10,MFSD10
MFSD11,Mfsd11,MFSD11
MFSD12,Mfsd12,MFSD12
SLC19A1,Mfsd13a,MFSD13A
MFSD14A,Mfsd14a,MFSD14A
MFSD14B,Mfsd14b,MFSD14B
MFSD2A,Mfsd2a,MFSD2A
MFSD2B,Mfsd2b,MFSD2B
MFSD3,Mfsd3,MFSD3
MFSD4A,Mfsd4a,MFSD4A
MFSD4B,Mfsd4b4,MFSD4B
MFSD5,Mfsd5,MFSD5
MFSD6,Mfsd6,MFSD6
SLC49A3,Mfsd7a,SLC49A3
MGA,Mga,MGA
MGAM,Mgam,MGAM
MGAM2,Mgam2-ps,MGAM2
MGARP,Mgarp,MGARP
MGAT2,Mgat2,MGAT2
MGAT4A,Mgat4a,MGAT4A
MGAT4B,Mgat4b,MGAT4B
MGAT4C,Mgat4c,MGAT4C
MGAT4D,Mgat4d,MGAT4D
MGAT5,Mgat5,MGAT5
MGAT5B,Mgat5b,MGAT5B
MGLL,Mgll,MGLL
MGME1,Mgme1,MGME1
MGMT,Mgmt,MGMT
MGP,Mgp,MGP
MGRN1,Mgrn1,MGRN1
MGST1,Mgst1,MGST1
MGST2,Mgst2,MGST2
MGST3,Mgst3,MGST3
MIA3,Mia3,MIA3
MIB1,Mib1,MIB1
MIB2,Mib2,MIB2
MICAL1,Mical1,MICAL1
MICAL3,Mical3,MICAL3
MICALL1,Micall1,MICALL1
MICALL2,Micall2,MICALL2
MICOS13,Micos13,MICOS13
MICU1,Micu1,MICU1
MICU2,Micu2,MICU2
MICU3,Micu3,MICU3
MID1IP1,Mid1ip1,MID1IP1
MID2,Mid2,MID2
MIDEAS,Mideas,MIDEAS
CHFR,Midn,MIDN
OAS3,Mief2,MIEF2
MIEN1,Mien1,MIEN1
MIER3,Mier3,MIER3
MIF,Mif,MIF
MIF4GD,Mif4gd,MIF4GD
MIGA1,Miga1,MIGA1
MIGA2,Miga2,MIGA2
MIIP,Miip,MIIP
MILR1,Milr1,MILR1
MINAR1,Minar1,MINAR1
MINAR2,Minar2,MINAR2
MINDY1,Mindy1,MINDY1
MINDY2,Mindy2,MINDY2
MINDY3,Mindy3,MINDY3
MINDY4,Mindy4,MINDY4
MINDY4B,Mindy4b-ps,MINDY4B
MINPP1,Minpp1,MINPP1
MIOX,Miox,MIOX
MIP,Mip,MIP
MIPEP,Mipep,MIPEP
MIPOL1,Mipol1,MIPOL1
MIS18A,Mis18a,MIS18A
MIS18BP1,Mis18bp1,MIS18BP1
MISP,Misp,MISP
MITD1,Mitd1,MITD1
MITF,Mitf,MITF
MIXL1,Mixl1,MIXL1
MKKS,Mkks,MKKS
MKLN1,Mkln1,MKLN1
MKNK1,Mknk1,MKNK1
MKNK2,Mknk2,MKNK2
MKRN1,Mkrn1,MKRN1
MKRN2,Mkrn2,MKRN2
MKRN2OS,Mkrn2os,MKRN2OS
MLC1,Mlc1,MLC1
MLEC,Mlec,MLEC
MLF1,Mlf1,MLF1
MLF2,Mlf2,MLF2
MLH3,Mlh3,MLH3
MLIP,Mlip,MLIP
MLKL,Mlkl,MLKL
MLLT1,Mllt1,MLLT1
MLLT11,Mllt11,MLLT11
MLLT3,Mllt3,MLLT3
MLLT6,Mllt6,MLLT6
MLPH,Mlph,MLPH
MLST8,Mlst8,MLST8
MLX,Mlx,MLX
MLXIP,Mlxip,MLXIP
MLXIPL,Mlxipl,MLXIPL
MLYCD,Mlycd,MLYCD
MMAA,Mmaa,MMAA
MMAB,Mmab,MMAB
MMACHC,Mmachc,MMACHC
MMD,Mmd,MMD
MMD2,Mmd2,MMD2
MME,Mme,MME
MMEL1,Mmel1,MMEL1
MMGT1,Mmgt1,MMGT1
MMP9,Mmp10,MMP9
MMP2,Mmp12,MMP12
MMP13,Mmp13,MMP13
MMP15,Mmp15,MMP15
MMP16,Mmp16,MMP16
MMP17,Mmp17,MMP17
MMP1,Mmp1a,MMP1
MMP20,Mmp20,MMP20
MMP24,Mmp24,MMP24
MMP27,Mmp27,MMP27
MMP28,Mmp28,MMP28
MMP10,Mmp3,MMP3
MMP7,Mmp7,MMP7
MMP12,Mmp8,MMP8
MMRN1,Mmrn1,MMRN1
MMRN2,Mmrn2,MMRN2
MMS19,Mms19,MMS19
MMS22L,Mms22l,MMS22L
MMUT,Mmut,MMUT
MNAT1,Mnat1,MNAT1
MND1,Mnd1,MND1
MNS1,Mns1,MNS1
MNT,Mnt,MNT
MOB1B,Mob1a,MOB3B
MOB1A,Mob1b,MOB1A
MOB2,Mob2,MOB2
MOB3B,Mob3b,MOB3A
MOB4,Mob4,MOBKL3
MOBP,Mobp,C9orf85
MOCOS,Mocos,MOCOS
MOCS1,Mocs1,LYPLA2
MOCS2,Mocs2,MOCS2
MOCS3,Mocs3,MOCS3
MOG,Mog,MOG
MOGAT2,Mogat2,MOGAT1
MOGS,Mogs,MOGS
MOK,Mok,MOK
MON1A,Mon1a,MON1A
MON1B,Mon1b,MON1B
MON2,Mon2,MON2
MORC1,Morc1,MORC1
MORC4,Morc4,MORC4
MORF4L1,Morf4l1,MORF4L1
MORF4L2,Morf4l2,MORF4L2
MORN2,Morn2,MORN2
MORN3,Morn3,MORN3
MORN4,Morn4,MORN4
MORN5,Morn5,MORN5
MOS,Mos,MOS
MOSMO,Mosmo,MOSMO
MOSPD1,Mospd1,MOSPD1
MOSPD2,Mospd2,MOSPD2
MOSPD3,Mospd3,MOSPD3
MOV10,Mov10,MOV10
MOXD1,Moxd1,MOXD1
MPC1,Mpc1,MPC1L
MPC2,Mpc2,MPC2
MPDU1,Mpdu1,MPDU1
PATJ,Mpdz,MPDZ
MPEG1,Mpeg1,MPEG1
MPHOSPH10,Mphosph10,MPHOSPH10
MPI,Mpi,MPI
MPIG6B,Mpig6b,MPIG6B
CSF2RB,Mpl,MPL
MPND,Mpnd,MPND
LPO,Mpo,MPO
MPP1,Mpp1,F8
MPP2,Mpp2,MPP2
MPP3,Mpp3,MPP3
MPP4,Mpp4,MPP4
MPP7,Mpp7,MPP7
MPPE1,Mppe1,MPPE1
MPPED1,Mpped1,MPPED1
MPPED2,Mpped2,MPPED2
MPRIP,Mprip,RBSN
MPST,Mpst,MPST
MPV17,Mpv17,MPV17
MPV17L,Mpv17l,MPV17L
MPV17L2,Mpv17l2,MPV17L2
MPZ,Mpz,MPZ
MPZL3,Mpzl1,MPZL1
MPZL2,Mpzl2,MPZL2
MRAP2,Mrap2,MRAP2
MRAS,Mras,MRAS
MRC1,Mrc1,MRC1
MRC2,Mrc2,MRC2
MRE11,Mre11a,MRE11
MREG,Mreg,MREG
MRGBP,Mrgbp,MRGBP
MRGPRD,Mrgprd,MRGPRF
MAS1,Mrgprh,MAS1
MRI1,Mri1,MRI1
MRM1,Mrm1,MRM1
MRM2,Mrm2,MRM2
MRM3,Mrm3,MRM3
MRO,Mro,MRO
MROH1,Mroh2a,MROH2A
MROH2B,Mroh2b,MROH2B
MROH9,Mroh9,MROH9
MRPL1,Mrpl1,MRPS9
MRPL10,Mrpl10,MRPL10
MRPL11,Mrpl11,MRPL11
MRPL12,Mrpl12,MRPL12
MRPL16,Mrpl16,MRPL16
MRPL17,Mrpl17,MRPL17
MRPL18,Mrpl18,MRPL18
MRPL19,Mrpl19,MRPL19
MRPL2,Mrpl2,MRPL2
MRPL20,Mrpl20,MRPL20
MRPL21,Mrpl21,MRPL35
MRPL22,Mrpl22,MRPL22
MRPL24,Mrpl24,MRPL24
MRPL28,Mrpl28,MRPL28
GUF1,Mrpl3,MRPL3
MRPL30,Mrpl30,MRPL30
MRPL33,Mrpl33,MRPL33
MRPL34,Mrpl34,MRPL34
MRPL36,Mrpl36,MRPL36
MRPL37,Mrpl37,MRPL37
MRPL38,Mrpl38,MRPL38
MRPL39,Mrpl39,MRPL39
MRPL4,Mrpl4,MRPL4
MRPL40,Mrpl40,MRPL40
MRPL41,Mrpl41,MRPL41
MRPL42,Mrpl42,MRPL42
MRPL43,Mrpl43,MRPL43
MRPL44,Mrpl44,MRPL44
MRPL45,Mrpl45,MRPL45
MRPL46,Mrpl46,MRPL46
MRPL47,Mrpl47,MRPL47
MRPL48,Mrpl48,MRPL48
XPNPEP3,Mrpl49,MRPL49
MRPL50,Mrpl50,MRPL50
MRPL51,Mrpl51,MRPL51
MRPL52,Mrpl52,MRPL52
MRPL55,Mrpl55,MRPL55
MRPL57,Mrpl57,MRPL57
MRPL58,Mrpl58,MRPL58
MRPL9,Mrpl9,MRPL9
MRPS10,Mrps10,MRPS10
DLST,Mrps11,MRPS11
MRPS12,Mrps12,MRPS12
MRPS14,Mrps14,MRPS14
MRPS15,Mrps15,MRPS15
MRPS18A,Mrps18a,MRPS18A
MRPS18B,Mrps18b,MRPS18B
MRPS18C,Mrps18c,MRPS18C
MRPS2,Mrps2,MRPS2
MRPS22,Mrps22,MRPS22
MRPS23,Mrps23,MRPS23
MRPS24,Mrps24,MRPS24
MRPS25,Mrps25,MRPS25
MRPS26,Mrps26,MRPS26
MRPS27,Mrps27,MRPS27
MRPS28,Mrps28,MRPS28
MRPS30,Mrps30,MRPS30
MRPS31,Mrps31,MRPS31
MRPS33,Mrps33,MRPS33
MRPS35,Mrps35,MRPS35
MRPS36,Mrps36,KGD4
MRPS5,Mrps5,MRPS5
MRPS6,Mrps6,MRPS6
MRPS7,Mrps7,MRPS7
MRRF,Mrrf,MRRF
MRS2,Mrs2,MRS2
MRTFA,Mrtfa,MRTFA
MRTO4,Mrto4,MRTO4
MS4A10,Ms4a10,MS4A10
MS4A15,Ms4a15,MS4A15
MS4A2,Ms4a2,MS4A2
MS4A12,Ms4a8a,MS4A8
MSANTD1,Msantd1,MSANTD1
MSANTD2,Msantd2,MSANTD2
MSANTD3,Msantd3,MSANTD3
MSANTD4,Msantd4,MSANTD4
MSANTD5,Msantd5,MSANTD5
MSGN1,Msgn1,MSGN1
MSH4,Msh4,MSH3
MSH6,Msh6,MSH6
MSI1,Msi1,MSI2
MSL1,Msl1,MSL1
MSLNL,Mslnl,MSLNL
MSMB,Msmb,MSMB
MSMO1,Msmo1,MSMO1
MSMP,Msmp,MSMP
MSR1,Msr1,MSR1
MSRA,Msra,MSRA
MSRB2,Msrb2,MSRB2
MSRB3,Msrb3,MSRB3
MSS51,Mss51,MSS51
MST1,Mst1,MST1
MST1R,Mst1r,MST1R
MSTN,Mstn,MSTN
MSTO1,Msto1,MSTO1
MSX1,Msx1,MSX1
MT1B,Mt2,MT1A
MT3,Mt3,MT3
MT4,Mt4,MT4
MTA1,Mta1,MTA1
MTA2,Mta2,MTA2
MTA3,Mta3,MTA3
MTAP,Mtap,MTAP
MTARC1,Mtarc1,MTARC1
MTARC2,Mtarc2,MTARC2
MTBP,Mtbp,MTBP
MTCH1,Mtch1,MTCH1
MTCL1,Mtcl1,MTCL1
MTCP1,Mtcp1,MTCP1
MTDH,Mtdh,MTDH
MTERF1,Mterf1b,MTERF1
MTERF4,Mterf4,MTERF4
TOX4,Mtf1,MTF1
MTF2,Mtf2,MTF2
MTFMT,Mtfmt,MTFMT
MTFR1L,Mtfr1l,MTFR1L
MTFR2,Mtfr2,MTFR2
MTG2,Mtg2,MTG2
MTHFD1,Mthfd1,MTHFD1
MTHFD1L,Mthfd1l,MTHFD1L
MTHFR,Mthfr,MTHFR
MTHFSD,Mthfsd,MTHFSD
ST20-MTHFS,Mthfsl,MTHFS
TUFM,Mtif2,MTIF2
MTIF3,Mtif3,MTIF3
MTLN,Mtln,MTLN
MTM1,Mtm1,MTM1
MTMR1,Mtmr1,MTMR1
MTMR11,Mtmr11,MTMR11
MTMR3,Mtmr3,MTMR3
MTMR4,Mtmr4,MTMR4
MTMR6,Mtmr6,MTMR6
MTMR7,Mtmr7,MTMR7
MTNR1A,Mtnr1b,MTNR1B
MTO1,Mto1,MTO1
MTPAP,Mtpap,MTPAP
MTPN,Mtpn,MTPN
MTR,Mtr,MTR
MTRES1,Mtres1,MTRES1
MTRF1,Mtrf1,MTRF1
MTRF1L,Mtrf1l,MTRF1L
MTRFR,Mtrfr,MTRFR
MTRR,Mtrr,MTRR
MTSS1,Mtss1,MTSS1
MTSS2,Mtss2,MTSS2
MTTP,Mttp,MTTP
MTURN,Mturn,MTURN
MTUS1,Mtus1,MTUS1
MTUS2,Mtus2,MTUS2
MTX1,Mtx1,MTX1
MTX3,Mtx2,MTX2
MUC15,Muc15,MUC15
MUC2,Muc2,MUC2
KLF18,Muc21,MUC13
MUL1,Mul1,MUL1
PAEP,Mup13,PAEP
MUS81,Mus81,MUS81
MUSK,Musk,MUSK
MVB12A,Mvb12a,MVB12A
MVB12B,Mvb12b,MVB12B
MVK,Mvk,MVK
MVP,Mvp,MVP
MX1,Mx2,MX1
MXD1,Mxd1,MXD1
MXD3,Mxd3,MXD3
MXD4,Mxd4,MXD4
MXI1,Mxi1,MXI1
MXRA8,Mxra8,MXRA8
MYADM,Myadm,MYADM
MYADML2,Myadml2,MYADML2
MYBL2,Myb,MYB
MYBBP1A,Mybbp1a,MYBBP1A
MYBL1,Mybl1,MYBL1
MYBPC1,Mybpc1,MYBPC1
MYBPC3,Mybpc3,MYBPC3
MYBPH,Mybph,MYBPH
MYBPHL,Mybphl,MYBPHL
MYC,Myc,MYC
MYCBP,Mycbp,MYCBP
MYCBP2,Mycbp2,MYCBP2
MYCBPAP,Mycbpap,MYCBPAP
MYCN,Mycn,MYCN
MYCT1,Myct1,MYCT1
MYD88,Myd88,MYD88
MYDGF,Mydgf,MYDGF
MYEF2,Myef2,MYEF2
MYF5,Myf5,MYF5
MYF6,Myf6,MYF6
MYG1,Myg1,MYG1
MYH10,Myh10,MYH11
MYH13,Myh13,MYH13
MYH14,Myh14,MYH14
MYH15,Myh15,MYH15
MYH1,Myh2,MYH8
MYH3,Myh3,MYH3
MYH4,Myh4,MYH4
MYH9,Myh6,MYH7
MYH2,Myh8,MYH9
MYL1,Myl1,MYL1
MYL10,Myl10,MYL10
MYL9,Myl12a,MYL5
MYL12B,Myl12b,MYL12B
