Gene name,Macaque gene name
COA7,COA7
SLC25A25,SLC25A25
RPTOR,RPTOR
MIER1,MIER1
SHOC2,SHOC2
PSKH1,PSKH1
ZNF550,ZNF550
PUDP,PUDP
ZNF613,ZNF613
PUM2,PUM2
RSPH14,RSPH14
GPR17,GPR17
MGRN1,MGRN1
Y_RNA,Y_RNA
ABI3,ABI3
DCT,DCT
RETREG3,RETREG3
SRMS,SRMS
ELMO3,ELMO3
CTDP1,CTDP1
ATF7IP2,ATF7IP2
TMEM220,TMEM220
GAS2,GAS2
CCL1,CCL1
MTCL3,SOGA3
ATG7,ATG7
ABCC12,ABCC12
ARHGAP19,ARHGAP19
Y_RNA,Y_RNA
FAM8A1,FAM8A1
ADAMTS13,ADAMTS13
KIF18B,KIF18B
HPS1,HPS1
MPZL2,MPZL2
TBC1D25,TBC1D25
GMCL1,GMCL1
MVP,MVP
ITGA2,ITGA2
NDUFB9,NDUFB9
ZNF12,ZNF12
CNOT8,CNOT8
ORMDL1,ORMDL1
RRP7A,RRP7A
COL12A1,COL12A1
LRIG3,LRIG3
RNF103,RNF103
TGFB1,TGFB1
ELMO2,ELMO2
AP2M1,AP2M1
RHOT1,RHOT1
TMEM61,TMEM61
NPPC,NPPC
PTPRD,PTPRD
Y_RNA,Y_RNA
LY6K,LY6K
DCAF6,DCAF6
ARMC10,ARMC10
SRD5A2,SRD5A2
PCYOX1,PCYOX1
RAPGEF5,RAPGEF5
CEACAM16,CEACAM16
CD81,CD81
CCDC110,CCDC110
TOR1AIP1,TOR1AIP1
SP9,SP9
ROM1,ROM1
ATP5F1C,ATP5F1C
SYS1,SYS1
GYS2,GYS2
LIN37,LIN37
WWTR1,WWTR1
CBS,CBS
GCM2,GCM2
COX8A,COX8A
CYB561D2,CYB561D2
ELOVL7,ELOVL7
GRM5,GRM5
CALB1,CALB1
SUSD2,SUSD2
EIF4EBP2,EIF4EBP2
Y_RNA,Y_RNA
DDX6,DDX6
SGCA,SGCA
PER2,PER2
LIMD1,LIMD1
GGA1,GGA1
ABCG5,ABCG5
PTPRT,PTPRT
SHROOM2,SHROOM2
NFATC1,NFATC1
TSBP1,TSBP1
TGM1,TGM1
RGL2,RGL2
Y_RNA,Y_RNA
BMT2,BMT2
TGFB1I1,TGFB1I1
ICAM4,ICAM4
POU6F1,POU6F1
PREP,PREP
DNAJC15,DNAJC15
SDF2L1,SDF2L1
DCHS1,DCHS1
LY6D,LY6D
MINDY1,MINDY1
RYK,RYK
COG4,COG4
CCDC43,CCDC43
B4GALNT2,B4GALNT2
GHSR,GHSR
ETHE1,ETHE1
GOLM2,GOLM2
ARMH3,ARMH3
WDR64,WDR64
DDAH2,DDAH2
CREB3,CREB3
OR10W1,OR10W1
ATP8A2,ATP8A2
VGLL3,VGLL3
CAPN5,CAPN5
Y_RNA,Y_RNA
DLGAP4,DLGAP4
PXN,PXN
CAMKK2,CAMKK2
HOXB1,HOXB1
C12orf57,C11H12orf57
PIK3C2G,PIK3C2G
MRPL30,MRPL30
AVP,AVP
C21orf91,C3H21orf91
RBM39,RBM39
LRRC3C,LRRC3C
METTL16,METTL16
MRPL17,MRPL17
LRP5,LRP5
SLC5A11,SLC5A11
Y_RNA,Y_RNA
REG3G,REG3G
KMO,KMO
RNF17,RNF17
FMR1,FMR1
C1QBP,C1QBP
MMGT1,MMGT1
ADAMTS6,ADAMTS6
SRSF12,SRSF12
HDAC2,HDAC2
PITHD1,PITHD1
CENATAC,CENATAC
TAF1D,TAF1D
SPATA18,SPATA18
Y_RNA,Y_RNA
UAP1,UAP1
WSCD1,WSCD1
TMEM187,TMEM187
IRF4,IRF4
DSCAM,DSCAM
CRYGC,CRYGC
ENAM,RUFY3
QSOX1,QSOX1
PLD5,PLD5
SCAMP5,SCAMP5
ABCC9,ABCC9
CD79A,CD79A
NAA25,NAA25
Y_RNA,Y_RNA
AQR,AQR
SLC35F4,SLC35F4
SFXN1,SFXN1
SLC26A2,SLC26A2
SLC39A5,SLC39A5
SGSM2,SGSM2
OSBPL11,OSBPL11
SREK1,SREK1
VSX1,VSX1
TESMIN,TESMIN
IRF9,IRF9
PSTPIP2,PSTPIP2
DLEU7,DLEU7
SYDE2,SYDE2
LRRC17,LRRC17
PHF20L1,PHF20L1
SH3TC2,SH3TC2
CR2,CR2
AMIGO3,AMIGO3
FAM168B,FAM168B
ANTXR1,ANTXR1
TMEM255B,TMEM255B
DNAJB2,DNAJB2
ZC3HAV1,ZC3HAV1
MEF2A,MEF2A
GADD45B,GADD45B
CPVL,CPVL
RGS10,RGS10
LYG2,LYG2
SULF1,SULF1
TGDS,TGDS
POLE,POLE
EVI2B,EVI2B
BRWD1,BRWD1
IQGAP1,IQGAP1
TMEM9,TMEM9
TMEM98,TMEM98
PPP2R2B,PPP2R2B
MEIOB,MEIOB
MYBPH,MYBPH
SYT4,SYT4
HERC3,HERC3
C12orf42,C11H12orf42
TMC5,TMC5
ELP6,ELP6
RPN1,RPN1
TMEM74,TMEM74
ITGB2,ITGB2
SLC38A11,SLC38A11
FBXW5,FBXW5
AP2A2,AP2A2
LCORL,LCORL
LGALS3,LGALS3
SEMA4G,SEMA4G
GTF3C3,GTF3C3
MCM5,MCM5
LY6G5C,LY6G5C
EFNA5,EFNA5
GABPB1,GABPB1
FH,FH
SMOC2,SMOC2
GPRC5A,GPRC5A
TACR2,TACR2
CXCR3,CXCR3
CYP26C1,CYP26C1
SPIB,SPIB
CRTAC1,CRTAC1
LARGE2,LARGE2
CA12,CA12
U1,U1
FAM168A,FAM168A
PLET1,PLET1
RELCH,RELCH
ABCA12,ABCA12
RUNX1,RUNX1
DHRS9,DHRS9
RAB18,RAB18
COQ5,COQ5
PRPF4,PRPF4
GLMN,GLMN
FCRLA,FCRLA
KIF24,KIF24
AJM1,AJM1
CLDN14,CLDN14
AQP8,AQP8
Y_RNA,Y_RNA
GIT2,GIT2
KCND2,KCND2
ZNF560,ZNF560
PTGDR,PTGDR
SIGMAR1,SIGMAR1
ASTL,ASTL
ARSK,ARSK
MAP2,MAP2
ARSJ,ARSJ
RNF150,RNF150
GAS2L2,GAS2L2
DSP,DSP
SERPINA3,SERPINA3
CSTB,CSTB
SART3,SART3
SLC12A7,SLC12A7
SUPT3H,SUPT3H
U1,U1
BAG4,BAG4
MANSC1,MANSC1
TMEM79,TMEM79
CLGN,CLGN
Y_RNA,Y_RNA
RAMP3,RAMP3
YIPF2,YIPF2
BRD9,BRD9
CEP20,CEP20
MCHR1,MCHR1
AFF2,AFF2
SLC30A7,SLC30A7
CYP4V2,CYP4V2
QPRT,QPRT
SPACA9,SPACA9
NMU,NMU
ZNF778,ZNF778
CREG1,CREG1
ZAR1,ZAR1
WNT4,WNT4
C6orf15,C4H6orf15
SLC35G1,SLC35G1
PPP1R2,PPP1R2
DDX4,DDX4
JAKMIP1,JAKMIP1
MARS1,MARS1
WDR70,WDR70
BIRC3,BIRC3
Y_RNA,Y_RNA
POLR3G,POLR3G
NDRG3,NDRG3
SEMG2,SEMG2
ACACB,ACACB
EHMT1,EHMT1
RHOF,RHOF
RTKN,RTKN
SMC4,SMC4
CDKL2,CDKL2
PCSK5,PCSK5
U1,U1
CCDC120,CCDC120
TMEM184C,TMEM184C
ZNF154,ZNF154
MTIF3,MTIF3
MAP3K4,MAP3K4
FAM210B,FAM210B
CEBPZOS,CEBPZOS
URM1,URM1
U1,U1
GPT,GPT
Y_RNA,Y_RNA
RWDD1,RWDD1
IRS4,IRS4
FDFT1,FDFT1
CAMK2G,CAMK2G
NUMBL,NUMBL
UNC5B,UNC5B
BPIFB3,BPIFB3
TERB1,TERB1
GPN2,GPN2
MORN3,MORN3
CNGA1,CNGA1
B4GALT1,B4GALT1
PSMA7,PSMA7
CDC26,CDC26
MBD4,MBD4
Y_RNA,Y_RNA
HOMER1,HOMER1
BUD31,BUD31
AP3B2,AP3B2
OR8B4,OR8B4
HCFC1,HCFC1
FXR2,FXR2
SNX19,SNX19
NT5DC2,NT5DC2
MED11,MED11
PKMYT1,PKMYT1
SPACA1,SPACA1
NRIP1,NRIP1
SDHAF2,SDHAF2
TRPV1,TRPV1
PPIE,PPIE
KCNV1,KCNV1
PTRHD1,PTRHD1
KCNA7,KCNA7
Y_RNA,Y_RNA
PHF3,PHF3
NCKAP5,NCKAP5
EPC1,EPC1
CRISP3,CRISP3
DONSON,DONSON
HPCAL1,HPCAL1
KLHL33,KLHL33
Y_RNA,Y_RNA
CYP26A1,CYP26A1
LIMD2,LIMD2
IGFBP3,IGFBP3
TMEM132C,TMEM132C
CFAP300,CFAP300
ATP8B3,ATP8B3
TUSC3,TUSC3
IQGAP3,IQGAP3
ANKRD45,ANKRD45
NLE1,NLE1
U1,U1
GUCY1B1,GUCY1B1
SDCBP2,SDCBP2
PPP6R3,PPP6R3
ZSWIM2,ZSWIM2
IL4I1,IL4I1
PPP4R3A,PPP4R3A
NCAPG,NCAPG
TAPT1,TAPT1
NEFL,NEFL
HS3ST4,HS3ST4
MARCHF3,MARCHF3
DEFB136,DEFB136
SPOCK3,SPOCK3
ZBTB10,ZBTB10
HMOX2,HMOX2
Y_RNA,Y_RNA
IQSEC3,IQSEC3
ATP5ME,ATP5ME
CCNH,CCNH
TBC1D24,TBC1D24
SLC22A18,SLC22A18
NDUFS8,NDUFS8
PHF21B,PHF21B
RMDN1,RMDN1
IL1RL1,IL1RL1
FGF9,FGF9
CD300H,CD300H
ASB7,ASB7
TUBB6,TUBB6
FAM135A,FAM135A
LEP,LEP
AMOTL1,AMOTL1
Y_RNA,Y_RNA
U1,U1
GCFC2,GCFC2
RFX6,RFX6
OMG,OMG
RAX2,RAX2
RTF2,RTF2
PHF23,PHF23
MTERF4,MTERF4
RUNDC3B,RUNDC3B
TMEM41B,TMEM41B
CPS1,CPS1
MEIS1,MEIS1
MAN1B1,MAN1B1
NUSAP1,NUSAP1
LDB2,LDB2
ST8SIA6,ST8SIA6
U1,U1
NEDD9,NEDD9
DLG1,DLG1
SEC24D,SEC24D
SLC25A30,SLC25A30
RPAP3,RPAP3
MCM6,MCM6
ZNF75D,ZNF75D
F2RL2,F2RL2
TOMM34,TOMM34
PER1,PER1
NEFH,NEFH
RD3,RD3
ZC3H10,ZC3H10
ADAM8,ADAM8
AP1AR,AP1AR
CAMLG,CAMLG
SRP54,SRP54
ZNF131,ZNF131
COQ7,COQ7
NME7,NME7
BRMS1L,BRMS1L
GDAP1L1,GDAP1L1
UBE3D,UBE3D
TRIOBP,TRIOBP
RILPL2,RILPL2
KRTAP24-1,KRTAP24-1
SLIT2,SLIT2
Y_RNA,Y_RNA
ZNF32,ZNF32
FAM174A,FAM174A
MMEL1,MMEL1
WWC1,WWC1
LRRC53,LRRC53
DBF4B,DBF4B
HIVEP2,HIVEP2
NR2C2AP,NR2C2AP
MUL1,MUL1
GPATCH2L,GPATCH2L
SCMH1,SCMH1
HYAL2,HYAL2
B2M,B2M
RACGAP1,RACGAP1
TRUB2,TRUB2
U1,U1
TMT1B,TMT1B
CERS6,CERS6
KDM4C,KDM4C
SLC5A5,SLC5A5
RTBDN,RTBDN
CPT1B,CPT1B
LYZL6,LYZL6
ATM,ATM
JAGN1,JAGN1
CDK12,CDK12
SULT2A1,SULT2A1
Y_RNA,Y_RNA
RET,RET
KRT222,KRT222
IPMK,IPMK
UBAP1,UBAP1
PHPT1,PHPT1
TMEM186,TMEM186
ARHGAP45,ARHGAP45
SLC43A2,SLC43A2
IL27,IL27
TTC21B,TTC21B
ARHGAP9,ARHGAP9
PCNX4,PCNX4
CST9L,CST9L
SFRP5,SFRP5
SUMF1,SUMF1
PDHB,PDHB
ZNF280A,ZNF280A
KPNA4,KPNA4
HECW1,HECW1
MRPL19,MRPL19
SERTAD2,SERTAD2
NIPSNAP1,NIPSNAP1
NDUFS4,NDUFS4
MPLKIP,MPLKIP
THYN1,THYN1
PI4KB,PI4KB
SEMA3E,SEMA3E
DDX51,DDX51
SLC39A9,SLC39A9
UBXN6,UBXN6
PDE8A,PDE8A
Y_RNA,Y_RNA
PTK2B,PTK2B
TMEM65,TMEM65
TTC36,TTC36
CHADL,CHADL
DSG1,DSG1
SHC4,SHC4
PDCL,PDCL
KIF3A,KIF3A
Y_RNA,Y_RNA
C18orf63,C18H18orf63
PDLIM7,PDLIM7
PRTG,PRTG
BMP2,BMP2
PADI4,PADI4
BCL9L,BCL9L
RBM34,RBM34
SLC35F3,SLC35F3
ROGDI,ROGDI
RASEF,RASEF
LAS1L,LAS1L
MTMR9,MTMR9
TMCO5A,TMCO5A
KIRREL1,KIRREL1
SLC35A1,SLC35A1
NLRP13,NLRP13
SLC1A6,SLC1A6
SFTA2,SFTA2
DCP1B,DCP1B
ALG1,ALG1
SYNM,SYNM
SBF2,SBF2
LPL,LPL
CCDC166,CCDC166
PABPC3,PABPC3
RIMKLA,RIMKLA
ODF1,ODF1
CARS2,CARS2
ZC3H6,ZC3H6
FMN1,FMN1
TMEM255A,TMEM255A
RLBP1,RLBP1
PRICKLE1,PRICKLE1
ACOT13,ACOT13
EDARADD,EDARADD
AADAT,AADAT
CYBC1,CYBC1
ZRSR2,ZRSR2
JADE1,JADE1
RBM26,RBM26
PASK,PASK
POU2AF1,POU2AF1
CHODL,CHODL
SLC25A21,SLC25A21
KCNE2,KCNE2
NDUFA5,NDUFA5
DISP1,DISP1
APPL1,APPL1
NKX6-3,NKX6-3
MYOZ2,MYOZ2
GAS1,GAS1
SPSB3,SPSB3
RBM43,RBM43
ASB16,ASB16
ARHGEF7,ARHGEF7
PLCZ1,PLCZ1
CETN1,CETN1
CNN3,CNN3
MINDY2,MINDY2
DEFB128,DEFB128
SYTL4,TSPAN6
KLRB1,KLRB1
XPO5,XPO5
ZNF70,ZNF70
MAP3K19,MAP3K19
E2F1,E2F1
XRCC5,XRCC5
ABCB7,ABCB7
CMTM2,CMTM2
PITPNB,PITPNB
MMP17,MMP17
DTX1,DTX1
Y_RNA,Y_RNA
MAP3K15,MAP3K15
PIM3,PIM3
MMD,MMD
GUCA2B,GUCA2B
KLF6,KLF6
PAX5,PAX5
TBC1D10B,TBC1D10B
ASCC3,ASCC3
DLK1,DLK1
TOX3,TOX3
CEP135,CEP135
AKR1A1,AKR1A1
DAZAP1,DAZAP1
ZNF549,ZNF549
ATRIP,ATRIP
FUT11,FUT11
ANKRD42,ANKRD42
ECHDC1,ECHDC1
XRN1,XRN1
DOK3,DOK3
ATPAF2,ATPAF2
TTYH2,TTYH2
TBK1,TBK1
NDUFA10,NDUFA10
MRPS11,MRPS11
PF4V1,PF4V1
CHORDC1,CHORDC1
ATP6AP2,ATP6AP2
GZF1,GZF1
ZFAND1,ZFAND1
ALG9,ALG9
RHEB,RHEB
KLF9,KLF9
RPUSD2,RPUSD2
Y_RNA,Y_RNA
H1-0,H1-0
TTI1,TTI1
LRRC25,LRRC25
IRF6,IRF6
GNAT2,GNAT2
CLDN8,CLDN8
PROKR2,PROKR2
RGP1,RGP1
VEZT,VEZT
CAV1,CAV1
PRRG3,PRRG3
CRYGA,CRYGA
VSNL1,VSNL1
TLCD1,TLCD1
FNBP1L,FNBP1L
TLCD3B,TLCD3B
ANKLE1,ANKLE1
ATP12A,ATP12A
SPTBN2,SPTBN2
ZNF558,ZNF558
C4orf46,C5H4orf46
ALDH4A1,ALDH4A1
MEIOC,MEIOC
SIAH2,SIAH2
DCAF15,DCAF15
COL26A1,COL26A1
RTN3,RTN3
Y_RNA,Y_RNA
CLCA1,CLCA1
TBC1D8B,TBC1D8B
NLN,NLN
DNAJC16,DNAJC16
SGK3,SGK3
RAPGEFL1,RAPGEFL1
COL22A1,COL22A1
FIG4,FIG4
NPHS1,NPHS1
ELAC2,ELAC2
CCDC93,CCDC93
U6,U6
ESPL1,ESPL1
MIR346,MIR346
ARID3B,ARID3B
SLC26A6,SLC26A6
ITSN1,ITSN1
GRIA2,GRIA2
BMP2K,BMP2K
NEIL2,NEIL2
JMJD6,JMJD6
MRPL28,MRPL28
RYBP,RYBP
C1QB,C1QB
MYF5,MYF5
LIN28B,LIN28B
TRMT10A,TRMT10A
FAM117A,SLC35B1
COL3A1,COL3A1
ANKMY1,ANKMY1
FKBP6,FKBP6
PDZRN4,PDZRN4
PALLD,PALLD
DSN1,DSN1
KDM3B,KDM3B
E2F7,E2F7
UPF1,UPF1
IL4,IL4
GPR180,GPR180
SLC41A3,SLC41A3
CDCA2,CDCA2
SCLT1,SCLT1
RHOQ,RHOQ
ZNF682,ZNF682
SEMA3C,SEMA3C
CDH3,CDH3
PPP1R12C,PPP1R12C
ASB11,ASB11
INPP5D,INPP5D
SGK2,SGK2
THBS4,THBS4
NTRK2,NTRK2
AP5Z1,AP5Z1
ATP6V1B1,ATP6V1B1
ATPSCKMT,ATPSCKMT
GPS1,GPS1
ADM5,ADM5
TRIP12,TRIP12
NAPSA,NAPSA
APP,APP
PPP4R4,PPP4R4
OSBPL8,OSBPL8
NR5A2,NR5A2
TEX26,TEX26
ADIRF,ADIRF
GTSE1,GTSE1
SGO2,SGO2
KCNJ15,KCNJ15
C6orf89,C4H6orf89
POC1A,POC1A
BIRC7,BIRC7
Metazoa_SRP,Metazoa_SRP
IFT22,IFT22
OCIAD2,OCIAD2
TSPAN5,TSPAN5
PRRT1B,PRRT1B
ADCY5,ADCY5
PRICKLE3,PRICKLE3
SHC1,SHC1
KLK12,KLK12
PRIM2,PRIM2
PCMTD1,PCMTD1
NPC1,NPC1
Metazoa_SRP,Metazoa_SRP
C12orf56,C11H12orf56
PRKAR1B,PRKAR1B
FAM47E,FAM47E
NXNL2,NXNL2
SPR,SPR
OTX2,OTX2
RTP2,RTP2
HNRNPM,HNRNPM
NSUN2,NSUN2
C21orf140,C21orf140
ZNF511,ZNF511
ZUP1,ZUP1
IL10RA,IL10RA
MTSS2,MTSS2
NDUFS7,NDUFS7
B4GAT1,B4GAT1
TDO2,TDO2
CBX4,CBX4
ZNF706,ZNF706
QSER1,QSER1
NCMAP,NCMAP
ATG101,ATG101
CLPTM1,CLPTM1
Metazoa_SRP,Metazoa_SRP
INTS6L,INTS6L
LRCH2,LRCH2
CLCN4,CLCN4
MFNG,MFNG
PZP,PZP
CEACAM7,CEACAM7
UBE3C,UBE3C
PSMC5,PSMC5
HECTD1,HECTD1
DROSHA,DROSHA
NR2C1,NR2C1
DNAAF1,DNAAF1
ANKRD39,ANKRD39
SOBP,SOBP
MMAA,MMAA
GCLM,GCLM
DNMT1,DNMT1
EPPIN,SPINLW1
GRN,GRN
AUH,AUH
U1,U1
VSIG10L,VSIG10L
PLAG1,PLAG1
S100A9,S100A9
VNN2,VNN2
MS4A7,MS4A7
ATIC,ATIC
SLC45A1,SLC45A1
PREX2,PREX2
BCR,BCR
EIF5B,EIF5B
IKZF3,IKZF3
MED4,MED4
FRS3,FRS3
ELAVL1,ELAVL1
TRIM39,RPP21
ZSWIM9,ZSWIM9
RGS7BP,RGS7BP
SYT11,SYT11
LRBA,LRBA
BUB3,BUB3
DOCK1,DOCK1
NKX3-2,NKX3-2
JSRP1,JSRP1
A4GALT,A4GALT
TP63,TP63
STS,STS
RHOD,RHOD
CSNK1G1,CSNK1G1
CD3E,CD3E
FGF16,FGF16
XPO7,XPO7
C8G,C8G
LCE1C,LCE1C
NR3C1,NR3C1
MMAB,MMAB
SCGB1D4,SCGB1D4
NVL,NVL
TYR,TYR
ENTREP3,ENTREP3
SFTPB,SFTPB
ACO2,ACO2
GLB1L2,GLB1L2
FHOD3,FHOD3
ERRFI1,ERRFI1
USP22,USP22
GPR50,GPR50
MTA1,MTA1
LRFN3,LRFN3
AFF3,AFF3
SORT1,SORT1
SNAP23,SNAP23
PRR5L,PRR5L
ZNF358,ZNF358
ESS2,ESS2
NUDT12,NUDT12
SFPQ,SFPQ
SLC26A8,SLC26A8
MYRFL,MYRFL
ZNF300,ZNF300
CELF1,CELF1
GFPT2,GFPT2
DUS3L,DUS3L
FN3K,FN3K
U1,U1
NOTCH4,NOTCH4
PSMB4,PSMB4
LIPJ,LIPJ
ZNHIT1,ZNHIT1
ARHGAP30,ARHGAP30
ACSBG1,ACSBG1
MARCHF1,MARCHF1
ADAMTS20,ADAMTS20
CX3CL1,CX3CL1
SBNO2,SBNO2
U1,U1
ARL4D,ARL4D
ADAM9,ADAM9
NUDT11,NUDT11
IL20,IL20
YWHAG,YWHAG
SYT13,SYT13
PRR14L,PRR14L
GJB2,GJB2
ASXL3,ASXL3
ATP6V0D2,ATP6V0D2
SYCP2L,SYCP2L
AVPR1B,AVPR1B
C17orf75,C16H17orf75
NSUN3,NSUN3
KCNK17,KCNK17
CD320,CD320
NHEJ1,NHEJ1
DLGAP2,DLGAP2
CKS2,CKS2
SHCBP1,SHCBP1
GJA3,GJA3
GRP,GRP
HERC4,HERC4
PABIR2,PABIR2
UBE2L5,UBE2L5
FAIM2,FAIM2
AGRN,AGRN
CHRNB2,CHRNB2
PLA2G12B,PLA2G12B
ZNF652,ZNF652
TRMT61B,TRMT61B
LBHD2,LBHD2
FGF5,FGF5
MIGA2,MIGA2
MYT1L,MYT1L
GAB2,GAB2
C1orf43,C1H1orf43
ALK,ALK
PRKDC,PRKDC
BPIFB4,BPIFB4
CD83,CD83
CELF2,CELF2
EXOSC3,EXOSC3
KDM6B,KDM6B
ITIH3,ITIH3
ANKRD30A,ANKRD30A
SLC9A5,SLC9A5
TRMT6,TRMT6
DMBX1,DMBX1
CHST3,CHST3
OXLD1,OXLD1
DDX31,DDX31
GNG11,GNG11
KRT81,KRT81
UBR2,UBR2
EIF2AK3,EIF2AK3
DCAF12,DCAF12
TMED6,TMED6
TVP23A,TVP23A
CRYBG2,CRYBG2
ADK,ADK
KBTBD7,KBTBD7
ERAP2,ERAP2
ABL2,ABL2
MTOR,MTOR
GRAMD1B,GRAMD1B
NAGK,NAGK
CASP3,CASP3
TMEM212,TMEM212
CES2,CES2
PAFAH1B2,PAFAH1B2
PROC,PROC
CENPO,CENPO
KLHDC8A,KLHDC8A
PPM1A,PPM1A
DLGAP3,DLGAP3
C16orf86,C20H16orf86
KRT12,KRT12
IL13RA1,IL13RA1
ZFAND4,ZFAND4
C1orf131,C1H1orf131
HORMAD1,HORMAD1
SFMBT1,SFMBT1
INTS13,INTS13
SLC1A2,SLC1A2
TRIML1,TRIML1
ZNF395,ZNF395
CENPB,CENPB
DENND2C,DENND2C
ERLIN2,ERLIN2
EPHA8,EPHA8
SYCP2,SYCP2
PLCB1,PLCB1
TEP1,TEP1
LYL1,LYL1
FAM124B,FAM124B
CD109,CD109
CNOT6,CNOT6
RAB21,RAB21
PLXNA4,PLXNA4
SERPINA11,SERPINA11
ZNF473,ZNF473
RBM20,RBM20
SEMA3B,SEMA3B
GAREM1,GAREM1
MAB21L1,MAB21L1
AMPD2,AMPD2
ARAF,ARAF
CPLX1,CPLX1
PDGFRL,PDGFRL
PTCD3,PTCD3
FLRT3,FLRT3
PROCR,PROCR
GPATCH1,GPATCH1
MKNK2,MKNK2
CLEC11A,CLEC11A
FGFR4,ZNF346
CAMK1D,CAMK1D
TDRD1,TDRD1
ZNF571,ZNF571
ART3,ART3
UMODL1,UMODL1
DSG3,DSG3
USP53,USP53
DSC1,DSC1
TLCD3A,TLCD3A
CTHRC1,CTHRC1
COL4A2,COL4A2
LRRC41,LRRC41
USP47,USP47
TMEM51,TMEM51
NUP210,NUP210
U1,U1
LUZP1,LUZP1
AWAT2,AWAT2
KIF5A,KIF5A
PHB1,PHB1
KPNA3,KPNA3
TLCD5,TLCD5
CPPED1,CPPED1
STIL,STIL
PRNP,PRNP
DEFB135,DEFB135
C8orf74,C8H8orf74
MSMP,MSMP
PRDM15,PRDM15
SPRED2,SPRED2
COMMD2,COMMD2
KRT36,KRT36
IL5,IL5
SFI1,SFI1
OTUD7A,OTUD7A
ASB2,ASB2
GSX2,GSX2
ADGRB3,ADGRB3
ZNF121,ZNF121
KCNK4,KCNK4
THBS2,THBS2
U1,U1
UFL1,UFL1
SMC2,SMC2
SERINC5,SERINC5
ALDH16A1,ALDH16A1
SLC37A2,SLC37A2
PRND,PRND
PYROXD2,PYROXD2
TARS1,TARS1
ABHD16B,ABHD16B
RASSF9,RASSF9
ATP8B4,ATP8B4
NCEH1,NCEH1
SNAPC4,SNAPC4
CCDC167,CCDC167
MMRN2,MMRN2
KCNJ4,KCNJ4
SLC25A43,SLC25A43
TSPOAP1,TSPOAP1
RPA2,RPA2
TLE7,TLE7
CDKN3,CDKN3
NECTIN2,NECTIN2
ZCCHC7,ZCCHC7
ZNF484,ZNF484
SP2,SP2
HMGCR,HMGCR
SLC24A4,SLC24A4
HHAT,HHAT
NUP214,NUP214
TWNK,TWNK
OR5I1,OR5I1
CAP2,CAP2
RASGRP2,RASGRP2
SMYD2,SMYD2
UCP2,UCP2
GYG1,GYG1
CENPH,CENPH
MTMR2,MTMR2
ABO,ABO
SMIM1,SMIM1
RMDN3,RMDN3
SLC38A6,SLC38A6
GSR,GSR
SNTB2,VPS4A
CELA2B,CELA2B
F3,F3
PIEZO1,PIEZO1
GINS4,GINS4
CLEC5A,CLEC5A
LEPR,LEPR
KLF11,KLF11
PELI2,PELI2
PHACTR4,PHACTR4
GIGYF1,GIGYF1
HSDL2,HSDL2
ABCG8,ABCG8
EGR4,EGR4
CCL18,CCL18
HMOX1,HMOX1
AADACL2,AADACL2
C6orf52,C4H6orf52
GJB6,GJB6
CORO2B,CORO2B
TNFRSF9,TNFRSF9
NKX1-2,NKX1-2
AIM2,AIM2
THEM6,THEM6
CHSY1,CHSY1
DDX52,DDX52
CASKIN2,CASKIN2
CD14,CD14
TDRD9,TDRD9
TOR2A,TOR2A
FAM227B,FAM227B
PDK4,PDK4
EDDM3B,EDDM3B
IFT20,IFT20
GPI,GPI
RECK,RECK
MYO3B,MYO3B
SYNPR,SYNPR
CDH22,CDH22
GPD1L,GPD1L
OGFR,OGFR
THOC7,THOC7
NT5C1A,NT5C1A
TKFC,TKFC
ZBTB40,ZBTB40
NAT1,NAT1
PREPL,PREPL
BIK,BIK
DDHD1,DDHD1
TFPI2,TFPI2
PTPRR,PTPRR
NIBAN2,NIBAN2
LAMA3,LAMA3
CENPW,CENPW
PNCK,PNCK
SPDL1,SPDL1
DUXB,DUXB
TMEM175,TMEM175
GABPB2,GABPB2
C2orf73,C13H2orf73
RXRA,RXRA
PGGHG,PGGHG
SOX21,SOX21
ZMYND8,ZMYND8
LRRC45,LRRC45
PLAGL1,PLAGL1
FMO1,FMO1
TRAFD1,TRAFD1
SMG7,SMG7
AREG,AREG
HACD2,HACD2
PAIP2,PAIP2
PEPD,PEPD
ABCD1,ABCD1
GDPD3,GDPD3
GTF2H3,GTF2H3
PIWIL1,PIWIL1
SH3RF1,SH3RF1
CCDC81,CCDC81
SYNJ1,SYNJ1
ABLIM3,ABLIM3
AKT3,AKT3
HDLBP,HDLBP
SCPEP1,SCPEP1
EGR3,EGR3
SMIM28,SMIM28
WDR11,WDR11
CTSH,CTSH
ITIH4,ITIH4
APEX1,APEX1
ARHGAP15,ARHGAP15
SYTL1,SYTL1
FOXF2,FOXF2
PSMB9,PSMB9
MC3R,MC3R
EPHB3,EPHB3
COL4A5,COL4A5
SLC39A3,DIRAS1
FAN1,FAN1
SLC38A1,SLC38A1
RNASE4,RNASE4
ANKRD2,ANKRD2
FAM98A,FAM98A
TRIM65,TRIM65
SH2B3,SH2B3
ABCC3,ABCC3
RFC4,RFC4
NIPSNAP2,NIPSNAP2
MPPED1,MPPED1
IL2RA,IL2RA
MPND,MPND
BNC1,BNC1
CAV3,CAV3
SF3B1,SF3B1
ACTBL2,ACTBL2
RTL10,GNB1L
BICDL2,BICDL2
VPS33A,VPS33A
SOHLH2,SOHLH2
PNISR,PNISR
PHF1,PHF1
ASNSD1,ASNSD1
