Gene name,Pig gene name
Gkn3,GKN3
Col6a2,COL6A2
Lcorl,LCORL
Zfp574,ZNF574
Bmp10,BMP10
Arhgap25,ARHGAP25
Mir219a-1,ssc-mir-219a
Hsd17b8,HSD17B8
Hmgxb3,HMGXB3
Pgm2l1,PGM2L1
Plxna2,PLXNA2
Syn1,SYN1
Dut,DUT
Slc26a2,SLC26A2
Tmem245,TMEM245
Pde6a,PDE6A
Smg1,SMG1
Fbn1,FBN1
Slc39a7,SLC39A7
Psmd2,PSMD2
Asap2,ASAP2
Timp1,TIMP1
Ccdc181,CCDC181
Neurl3,NEURL3
Col6a1,COL6A1
Cfp,CFP
Frrs1l,FRRS1L
Blzf1,BLZF1
Epb41l4b,EPB41L4B
Pdlim7,PDLIM7
Rxrb,RXRB
Elk1,ELK1
Slc6a11,SLC6A11
Sirt4,SIRT4
Uxt,UXT
C1qtnf6,C1QTNF6
Lrrc45,LRRC45
Gm24265,U4
Gm24407,U4
Prkag2,PRKAG2
Hrh1,HRH1
Pcbp3,PCBP3
Mir183,ssc-mir-183
Ube2h,UBE2H
Klhl32,KLHL32
Rac3,RAC3
Zfp182,ZNF182
Senp1,SENP1
Cep152,CEP152
Eif4g1,EIF4G1
Zc3hc1,ZC3HC1
Spaca5,SPACA5
Dcxr,DCXR
Fam83d,FAM83D
Agtr2,AGTR2
Shc4,SHC4
P4ha3,P4HA3
Gpkow,GPKOW
Dnajc13,DNAJC13
Ndufaf4,NDUFAF4
Col11a2,COL11A2
Cbr2,CBR2
Odf2l,ODF2L
Ptpn3,PTPN3
Pfkm,PFKM
Acbd5,ACBD5
Wdr45,WDR45
Col18a1,COL18A1
Dok3,DOK3
Atg7,ATG7
Ddx41,DDX41
Ppme1,PPME1
Itgb1bp1,ITGB1BP1
Gpr63,GPR63
Fhl5,FHL5
Cpsf3,CPSF3
Ccdc184,CCDC184
Fam193b,FAM193B
Sidt2,SIDT2
Galntl5,GALNTL5
Ufl1,UFL1
H1f7,H1-7
Zfp641,ZNF641
Syt17,SYT17
Tomm22,TOMM22
Tmed9,TMED9
Pxn,PXN
Itpripl2,ITPRIPL2
Josd1,JOSD1
B4galt7,B4GALT7
Iah1,IAH1
Cd34,CD34
Gtpbp1,GTPBP1
Coq7,COQ7
Mipol1,MIPOL1
Caml,CAMLG
B230219D22Rik,C5orf24
Dcst1,DCST1
Txndc15,TXNDC15
Pakap,PALM2AKAP2
Tbca,TBCA
Rbm44,RBM44
Tacc2,TACC2
Sun2,SUN2
Otp,OTP
Zbtb7b,ZBTB7B
Poc5,POC5
Gm22004,U6
Vash1,VASH1
Ramp1,RAMP1
Angel1,ANGEL1
Nme7,NME7
Rsrc1,RSRC1
Ankdd1b,ANKDD1B
D630039A03Rik,C9orf152
Fut9,FUT9
Lrrc74a,LRRC74A
Manea,MANEA
Galnt11,GALNT11
Pcnx4,PCNX4
Acp3,ACP3
E2f6,E2F6
Epha7,EPHA7
Rfng,RFNG
Polk,POLK
Rock2,ROCK2
Zfp207,ZNF207
Adarb1,ADARB1
Mir29b-2,ssc-mir-29b-2
Mir29c,ssc-mir-29c
Atp1b1,ATP1B1
Mastl,MASTL
Nrp2,NRP2
Swsap1,SWSAP1
Epor,EPOR
Or2t1,OR2T1
Or2t6,OR2T6
Dnal4,DNAL4
Psmd6,PSMD6
Pafah1b2,PAFAH1B2
Lenep,LENEP
Alb,ALB
Cept1,CEPT1
Atxn7,ATXN7
Dhx35,DHX35
Afp,AFP
Klhdc10,KLHDC10
Tmc7,TMC7
Cbx6,CBX6
Mlf1,MLF1
Cpne4,CPNE4
Afm,AFM
Thoc7,THOC7
Slc66a3,SLC66A3
Flad1,FLAD1
Slx9,SLX9
Map3k7,MAP3K7
Gcn1,GCN1
Pdia6,PDIA6
C2cd3,C2CD3
Rgl3,RGL3
Cks1b,CKS1B
Gfm1,GFM1
Nxph2,NXPH2
Ndel1,NDEL1
Gm11100,C3orf49
Mafb,MAFB
Ccdc120,CCDC120
Spopl,SPOPL
Vgll4,VGLL4
Atp6v1c2,ATP6V1C2
Cfap20dc,CFAP20DC
Lxn,LXN
Tamm41,TAMM41
Rarres1,RARRES1
Tfe3,TFE3
Znhit6,ZNHIT6
Odad3,ODAD3
Rnf222,RNF222
Cert1,CERT1
Pparg,PPARG
Hmgcr,HMGCR
Acox2,ACOX2
Gps1,GPS1
Hnmt,HNMT
Rab35,RAB35
Mrpl3,MRPL3
Ube2g2,UBE2G2
Slit2,SLIT2
Tspear,TSPEAR
Tbpl2,TBPL2
Kctd6,KCTD6
Bach2,BACH2
Mfsd1,MFSD1
Pdhb,PDHB
Tsen2,TSEN2
Ankrd31,ANKRD31
Plcg1,PLCG1
Otub2,OTUB2
Ucp3,UCP3
Gcnt4,GCNT4
Cbx7,CBX7
Gja10,GJA10
Pxk,PXK
Mkrn2os,MKRN2OS
Casp8ap2,CASP8AP2
Smarcc1,SMARCC1
Mkrn2,MKRN2
Ccn1,CCN1
Tmem209,TMEM209
Lrrc3,LRRC3
Dram2,DRAM2
Trpm2,TRPM2
Dpt,DPT
Arhgef15,ARHGEF15
Ddx24,DDX24
Xcl1,XCL1
Ecpas,ECPAS
Ucp2,UCP2
Pdgfb,PDGFB
Ifi27,ISG12(A)
Gtf2e2,GTF2E2
Slc25a35,SLC25A35
Nptxr,NPTXR
Rangrf,RANGRF
Iqcj,IQCJ
Abcc8,ABCC8
Ddah1,DDAH1
Smim18,SMIM18
Psmd11,PSMD11
Nrp1,NRP1
Tbx19,TBX19
Rpl3,RPL3
Bcl10,BCL10
Lrif1,LRIF1
Zhx3,ZHX3
Arid5a,ARID5A
Gripap1,GRIPAP1
Rbpms,RBPMS
Snord83b,SNORD83B
Gm55357,SNORD83A
Gm24204,U6
Syngr1,SYNGR1
Cfap410,CFAP410
Lpin3,LPIN3
H2-Oa,SLA-DOA
2410004B18Rik,C1orf52
Brd2,BRD2
Pfkl,PFKL
Cd53,CD53
Ocln,OCLN
Tab1,TAB1
Syde2,SYDE2
Dnajb13,DNAJB13
Nudcd1,NUDCD1
Prima1,PRIMA1
Dnai3,DNAI3
Abhd6,ABHD6
Aire,AIRE
Asb2,ASB2
Coa4,COA4
Marveld2,MARVELD2
Shc1,SHC1
Zfp606,ZNF606
Emilin3,EMILIN3
Eny2,ENY2
Chd6,CHD6
Dnase1l3,DNASE1L3
Cdk5r1,CDK5R1
Tmc5,TMC5
Ppp1r3b,PPP1R3B
Flnb,FLNB
Eri1,ERI1
Pkhd1l1,PKHD1L1
Rad17,RAD17
Ssmem1,SSMEM1
Mfhas1,MFHAS1
Mir218-1,ssc-mir-218-1
Rassf6,RASSF6
Cpa2,CPA2
Cldn23,CLDN23
Lonrf1,LONRF1
Fnbp1,FNBP1
Cpa4,CPA4
Dus1l,DUS1L
Sik3,SIK3
Gm26150,U1
Trmt9b,TRMT9B
Cxcl5,AMCF-II
Ppbp,PPBP
Bicdl1,BICDL1
Rab12,RAB12
Ccdc125,CCDC125
Raf1,RAF1
Fndc1,FNDC1
Sft2d2,SFT2D2
Schip1,SCHIP1
Dlc1,DLC1
Fam131a,FAM131A
Kcnd1,KCND1
Cdk7,CDK7
Tiprl,TIPRL
Otud5,OTUD5
Gpr161,GPR161
Rubcn,RUBCN
Scly,SCLY
Mdn1,MDN1
5730480H06Rik,PACRGL
Mrpl48,MRPL48
Mrps36,KGD4
Myo1d,MYO1D
Mcoln3,MCOLN3
Cpa5,CPA5
Cenph,CENPH
Ppif,PPIF
Apoa1,APOA1
Rab6a,RAB6A
Ccnb1,CCNB1
Pbxip1,PBXIP1
Zcchc24,ZCCHC24
Kmt2c,KMT2C
Espnl,ESPNL
Cspg5,CSPG5
Anxa11,ANXA11
AI429214,C8orf48
Dcaf6,DCAF6
Pim2,PIM2
Sgcz,SGCZ
Sybu,SYBU
Pmvk,PMVK
Cpa1,CPA1
Akap17a,AKAP17A
Asmt,ASMT
Msr1,MSR1
Atp11c,ATP11C
Apoc3,APOC3
Plac9,PLAC9
Tmem98,TMEM98
Tmem254,TMEM254
Klhl30,KLHL30
Lyrm2,LYRM2
Tmem40,TMEM40
Kcnn3,KCNN3
Apoa4,APOA4
Slc30a5,SLC30A5
Shoc1,SHOC1
Fgf20,FGF20
Nek11,NEK11
Spaca3,SPACA3
Mcoln2,MCOLN2
Micu3,MICU3
Ugcg,UGCG
Asic2,ASIC2
Slmap,SLMAP
Zfp213,ZNF213
Zfp13,ZNF205
Susd1,SUSD1
Apoa5,APOA5
Pstk,PSTK
Paip1,PAIP1
Lrch3,LRCH3
Ebag9,EBAG9
Cand2,CAND2
Zscan10,ZSCAN10
Prkcsh,PRKCSH
Tmem68,TMEM68
Ikzf5,IKZF5
Ccl8,CCL8
Mpc2,MPC2
Slc22a4,SLC22A4
Cep41,CEP41
Erfe,ERFE
Ccl1,CCL1
Bop1,BOP1
Mir505,ssc-mir-505
Lpar3,LPAR3
Atp2b3,ATP2B3
Gm22078,U6
Ssx2ip,SSX2IP
Kansl3,KANSL3
Acadsb,ACADSB
Pdlim4,PDLIM4
Tgs1,TGS1
Scx,SCX
Mmp25,MMP25
Vps37a,VPS37A
Hsf1,HSF1
Mthfd2l,MTHFD2L
Tmem132e,TMEM132E
Ankrd6,ANKRD6
Bicdl2,BICDL2
4833420G17Rik,C5orf34
Cct8l1,CCT8L2
Epgn,EPGN
Hmx3,HMX3
Hmx2,HMX2
Ereg,EREG
Fasn,FASN
Pou2f2,POU2F2
Xrcc2,XRCC2
Areg,AREG
Thoc6,THOC6
Dusp9,DUSP9
Btc,BTC
Aste1,ASTE1
Pnck,PNCK
Mbd4,MBD4
Parm1,PARM1
Tmem267,TMEM267
Kcnip4,KCNIP4
Ctbs,CTBS
Mest,MEST
Fer1l5,FER1L5
Spata1,SPATA1
Elavl3,ELAVL3
Hcfc1r1,HCFC1R1
Snrnp48,SNRNP48
Tnfrsf12a,TNFRSF12A
Dgat1,DGAT1
Zfp653,ZNF653
Mtmr7,MTMR7
Cldn6,CLDN6
Ilkap,ILKAP
Setd4,SETD4
Cldn9,CLDN9
Dtnbp1,DTNBP1
Zpr1,ZPR1
Slc6a8,SLC6A8
Rpf1,RPF1
Fbxl6,FBXL6
Lyn,LYN
Eps8l3,EPS8L3
Adgra3,ADGRA3
Adck5,ADCK5
Hes6,HES6
Uox,UOX
Wnk2,WNK2
Cbfb,CBFB
Slc27a2,SLC27A2
Lman2l,LMAN2L
Ecsit,ECSIT
Cbr3,CBR3
Dop1b,DOP1B
Cct6b,CCT6B
Dnase2b,DNASE2B
Cry2,CRY2
Samd13,SAMD13
Dlg5,DLG5
Bud13,BUD13
Mir335,MIR335
Ift122,IFT122
Gstm5,GSTM3
Per2,PER2
Gm24016,SNORD54
Mos,MOS
Plag1,PLAG1
Zfp830,ZNF830
Ccdc57,CCDC57
Ube2j1,UBE2J1
Ppargc1a,PPARGC1A
Slc7a2,SLC7A2
P4ha2,P4HA2
Slc35c1,SLC35C1
Gm22805,U6
Traf3ip1,TRAF3IP1
Cnn1,CNN1
Hectd2,HECTD2
Gabrr2,GABRR2
Chst1,CHST1
Syt13,SYT13
Dnmt3l,DNMT3L
Asb1,ASB1
Bcap31,BCAP31
Megf11,MEGF11
Gpr107,GPR107
Abcd1,ABCD1
Dhx15,DHX15
Twist2,TWIST2
Plxnb3,PLXNB3
Adcy10,ADCY10
Pdgfrl,PDGFRL
Polr3a,POLR3A
Phaf1,PHAF1
Gatd3a,GATD3
Morc3,MORC3
Prdm11,PRDM11
Pwp2,PWP2
Slc39a4,SLC39A4
Gabrr1,GABRR1
Fgfbp3,FGFBP3
Ncs1,NCS1
Uba52rt,UBA52
Pm20d2,PM20D2
Csf2,CSF2
Sdr16c5,SDR16C5
Trappc10,TRAPPC10
Prkacb,PRKACB
Higd1b,HIGD1B
Vps28,VPS28
Chaf1b,CHAF1B
Srsf12,SRSF12
Ptprt,PTPRT
B3gnt9,B3GNT9
Pnrc1,PNRC1
Tradd,TRADD
Eftud2,EFTUD2
Tonsl,TONSL
Copg2,COPG2
Gm55985,U6
Sod3,SOD3
Ddx46,DDX46
Or11h6,OR11H6
Fbxl8,FBXL8
Ccdc149,CCDC149
Idh3g,IDH3G
Agpat3,AGPAT3
Ptbp3,PTBP3
Mtus1,MTUS1
Lgi2,LGI2
Ttc5,TTC5
Cldn14,CLDN14
Dtx4,DTX4
Rab11a,RAB11A
Vps8,VPS8
Zfp598,ZNF598
Kifc2,KIFC2
Ccnb1ip1,CCNB1IP1
Dpp6,DPP6
Parp2,PARP2
Acp5,ACP5
Ssr4,SSR4
Syngr3,SYNGR3
Dennd4a,DENND4A
Noxo1,NOXO1
Pdzd4,PDZD4
Tep1,TEP1
Mpzl1,MPZL1
Foxh1,FOXH1
L1cam,L1CAM
Dedd2,DEDD2
Tbl3,TBL3
Rho,RHO
Slc24a1,SLC24A1
Rrp1,RRP1
Zfp526,ZNF526
Bub3,BUB3
Ints14,INTS14
Trp53i11,TP53I11
Hdac4,HDAC4
Tsga13,TSGA13
H1f8,H1-8
Rnf151,RNF151
Gpr26,GPR26
Ush1c,USH1C
Srsf6,SRSF6
Hacd3,HACD3
Plxnd1,PLXND1
Fgl1,FGL1
Cstb,CSTB
Dpp8,DPP8
Pdxk,PDXK
Mfsd3,MFSD3
Ndufb10,NDUFB10
Klhl33,KLHL33
Hsf4,HSF4
Hmcn2,HMCN2
Osgep,OSGEP
Recql4,RECQL4
Ttll7,TTLL7
Rpl3l,RPL3L
Rcsd1,RCSD1
Ilvbl,ILVBL
Msrb1,MSRB1
Fam187a,FAM187A
Tmcc1,TMCC1
Hs3st6,HS3ST6
Gfap,GFAP
Ndufa10,NDUFA10
Arhgap4,ARHGAP4
Atp2c1,ATP2C1
Lrrc14,LRRC14
Penk,PENK
Gm55634,U6
Apex1,APEX1
Bpnt2,BPNT2
Creg1,CREG1
Capn11,CAPN11
Mkln1,MKLN1
Tspan18,TSPAN18
Sepsecs,SEPSECS
Rngtt,RNGTT
Kif18b,KIF18B
Tnik,TNIK
Fcho2,FCHO2
Tmem63b,TMEM63B
Lrrc24,LRRC24
Pip4p1,PIP4P1
C030006K11Rik,C8orf82
Paxip1,PAXIP1
C1ql1,C1QL1
Dcakd,DCAKD
Arhgap39,ARHGAP39
L3mbtl1,L3MBTL1
Fam110b,FAM110B
Otos,OTOS
Rffl,RFFL
Pi4k2b,PI4K2B
Gpc1,GPC1
Cnr1,CNR1
Rnase10,RNASE10
Hsdl2,HSDL2
Rnase12,RNASE12
Mir149,ssc-mir-149
Ankmy1,ANKMY1
Or6s1,OR6S1
Ass1,ASS1
Peli2,PELI2
Plxna4,PLXNA4
Pou1f1,POU1F1
Spaca1,SPACA1
Ccdc60,CCDC60
Matcap1,MATCAP1
E130308A19Rik,KIAA1958
Cd247,CD247
Sgk2,SGK2
Syde1,SYDE1
Gbe1,GBE1
Exoc3l,EXOC3L1
Zcchc4,ZCCHC4
Cyp7a1,CYP7A1
Zfp251,ZNF251
H2-Ea,HLA-DRA
Or1i2,OR1I1
Ccr6,CCR6
Fezf2,FEZF2
Inip,INIP
Casp14,CASP14
E2f4,E2F4
Zfp647,ZNF250
Snx30,SNX30
Cep15,CEP15
Hes1,HES1
Tbcd,TBCD
Elmo3,ELMO3
Cpn2,CPN2
Lrrc15,LRRC15
Tektl1,TEKTL1
Col8a1,COL8A1
Slc46a2,SLC46A2
Ift52,IFT52
Slc1a6,SLC1A6
Hspb8,HSPB8
Dcbld2,DCBLD2
Rala,RALA
Tmem276,TMEM276
Cpxm2,CPXM2
Dusp28,DUSP28
Klhl12,KLHL12
Rad51d,RAD51D
Gsk3a,GSK3A
Rabif,RABIF
Fndc8,FNDC8
Akirin2,AKIRIN2
Phf21b,PHF21B
Rnpepl1,RNPEPL1
B3gntl1,B3GNTL1
Chst15,CHST15
Chchd3,CHCHD3
Fubp3,FUBP3
Yae1d1,YAE1
Rcbtb1,RCBTB1
Osbpl11,OSBPL11
Tcf19,TCF19
Sdcbp,SDCBP
Pou6f2,POU6F2
Sipa1,SIPA1
Mir328,ssc-mir-328
Cchcr1,CCHCR1
Erf,ERF
Capn10,CAPN10
Rbfox1,RBFOX1
Igdcc3,IGDCC3
Plekhb1,PLEKHB1
Elmo1,ELMO1
Shh,SHH
Nup50,NUP50
Srrm4,SRRM4
Nle1,NLE1
Ptprg,PTPRG
5031439G07Rik,KIAA0930
Plpp2,PLPP2
Suds3,SUDS3
Psors1c2,PSORS1C2
Gpr35,GPR35
Fhod1,FHOD1
Cdsn,CDSN
Prdm12,PRDM12
2300002M23Rik,C6orf15
Bbs9,BBS9
Cacnb3,CACNB3
Vars2,VARS2
Tmem131,TMEM131
Mybl2,MYBL2
Metrnl,METRNL
Hmgcs1,HMGCS1
Pwwp3a,PWWP3A
Slc9a5,SLC9A5
Ptchd3,PTCHD3
Gtsf1l,GTSF1L
Ccdc141,CCDC141
Uqcrfs1,UQCRFS1
Unc45b,UNC45B
Plekhg4,PLEKHG4
Dusp22,DUSP22
Ddx23,DDX23
Rnd1,RND1
Irf4,IRF4
Anapc4,ANAPC4
Kctd19,KCTD19
4931414P19Rik,C14orf93
Ccdc65,CCDC65
Kdm5b,KDM5B
Marchf8,MARCHF8
Fkbp11,FKBP11
Avpr2,AVPR2
Tox2,TOX2
Psmb11,PSMB11
Cdh24,CDH24
Orc3,ORC3
Arf3,ARF3
Naa10,NAA10
Exoc2,EXOC2
Exosc2,EXOSC2
Gtf2h4,GTF2H4
Wnt10b,WNT10B
Gamt,GAMT
Lrrc36,LRRC36
Dazap1,DAZAP1
Wnt1,WNT1
Oser1,OSER1
Ddn,DDN
Prkag1,PRKAG1
Qtrt2,QTRT2
Sestd1,SESTD1
Syt2,SYT2
Ddr1,DDR1
Ccdc191,CCDC191
Cd82,CD82
Alox5,ALOX5
Naaa,NAAA
Klf7,KLF7
Parp16,PARP16
Tppp3,TPPP3
Nkx1-2,NKX1-2
Renbp,RENBP
Acsl6,ACSL6
Otog,OTOG
Zdhhc1,ZDHHC1
Ppp1r12b,PPP1R12B
Nsmaf,NSMAF
Gm25313,U5
Rnu5g,U5
Cilp,CILP
Lsamp,LSAMP
Bmper,BMPER
Hsd11b2,HSD11B2
Atp6v0d1,ATP6V0D1
Pcnx3,PCNX3
Pak1ip1,PAK1IP1
Slc34a2,SLC34A2
Homer3,HOMER3
Gap43,GAP43
Pik3r4,PIK3R4
Apc2,APC2
Lhpp,LHPP
Sdad1,SDAD1
Or13a1,OR13A1
Mak,MAK
Liph,LIPH
Rhebl1,RHEBL1
Ube2t,UBE2T
Myod1,MYOD1
Kcnc1,KCNC1
Rars2,RARS2
Lgr6,LGR6
Sergef,SERGEF
Ddx49,DDX49
Zfp422,ZNF22
Hcfc1,HCFC1
2310011J03Rik,C19orf25
Pcsk4,PCSK4
Dhh,DHH
Lmbr1l,LMBR1L
Cope,COPE
Gpr139,GPR139
Gdap1l1,GDAP1L1
Creb1,CREB1
Fam53b,FAM53B
Sel1l3,SEL1L3
Car8,CA8
Senp2,SENP2
Fitm2,FITM2
Rab2a,RAB2A
R3hdml,R3HDML
Clpx,CLPX
Abl1,ABL1
Upf1,UPF1
Rassf4,RASSF4
Slc35a1,SLC35A1
Tuba1b,TUBA1B
Npsr1,NPSR1
Chd7,CHD7
Fam168a,FAM168A
Cxcl9,CXCL9
Tuba1a,TUBA1A
Irak1,IRAK1
Lmbr1,LMBR1
Nxnl2,NXNL2
Adamtsl5,ADAMTSL5
Pdcd7,PDCD7
Igf2bp2,IGF2BP2
Prph,PRPH
Enc1,ENC1
Bpgm,BPGM
Ubap1l,UBAP1L
Map3k11,MAP3K11
Qrfp,QRFP
Depp1,DEPP1
Zfp385b,ZNF385B
Kbtbd13,KBTBD13
Rasl12,RASL12
Tmem72,TMEM72
Cfap206,CFAP206
Comp,COMP
Kcnk7,KCNK7
Cxcl12,CXCL12
Slc51b,SLC51B
Mtfmt,MTFMT
Ehbp1l1,EHBP1L1
Troap,TROAP
Mettl21a,METTL21A
Crtc1,CRTC1
Col6a6,COL6A6
Zfp637,ZNF32
Ccnyl1,CCNYL1
Eef1akmt2,EEF1AKMT2
Fibcd1,FIBCD1
C1ql4,C1QL4
Tra2b,TRA2B
Gm136,C6orf163
Dnajc22,DNAJC22
Zfp239,ZNF239
Klhl26,KLHL26
Mex3d,MEX3D
Clvs1,CLVS1
Zfp7,ZNF7
Hnf4a,HNF4A
Tph1,TPH1
Fzd5,FZD5
Mbd3,MBD3
Plekhm3,PLEKHM3
Tmem59l,TMEM59L
1700123O20Rik,C14orf119
Commd5,COMMD5
Cyth4,CYTH4
Ube3c,UBE3C
Crlf1,CRLF1
Cebpe,CEBPE
Smim8,SMIM8
Slc7a8,SLC7A8
Rex1bd,REX1BD
Kif1a,KIF1A
Usp25,USP25
Slc2a2,SLC2A2
Dpy19l1,DPY19L1
Gp2,GP2
Taok3,TAOK3
Ttpal,TTPAL
Homez,HOMEZ
Zfp292,ZNF292
Cald1,CALD1
Ampd2,AMPD2
Ppp1r3e,PPP1R3E
Uqcr11,UQCR11
Lamc3,LAMC3
Bcl2l2,BCL2L2
Tcf3,TCF3
Slc49a4,SLC49A4
Cga,CGA
Fkbp8,FKBP8
Pabpn1,PABPN1
Elfn2,ELFN2
Mfng,MFNG
Dpy19l2,DPY19L2
Abraxas2,ABRAXAS2
Mob3b,MOB3B
Hspbap1,HSPBAP1
Ifnk,IFNK
Card10,CARD10
Parp14,PARP14
C9orf72,C9orf72
Gpatch11,GPATCH11
Pth1r,PTH1R
Serinc3,SERINC3
Eif2ak2,EIF2AK2
Relt,RELT
Ell,ELL
Cdc42ep1,CDC42EP1
Lgals2,LGALS2
Dtx3l,DTX3L
Eif5a2,EIF5A2
Isyna1,ISYNA1
Gga1,GGA1
Sult6b1,SULT6B1
Lingo2,LINGO2
Parp9,PARP9
Fam89b,FAM89B
Cebpzos,CEBPZOS
Saal1,SAAL1
Spg21,SPG21
Pkig,PKIG
Gm56187,U6
Slc22a17,SLC22A17
Ssbp4,SSBP4
Znrd2,ZNRD2
Cebpz,CEBPZ
Gnat2,GNAT2
Aco1,ACO1
Ltbp3,LTBP3
Sh3bp1,SH3BP1
Ada,ADA
Ankdd1a,ANKDD1A
Ndufaf7,NDUFAF7
Tbx20,TBX20
Ccn5,CCN5
Rigi,RIGI
Lrrc25,LRRC25
Zranb1,ZRANB1
Gdf15,GDF15
Efs,EFS
Kcnk15,KCNK15
Pgpep1,PGPEP1
Rims4,RIMS4
Prkd3,PRKD3
Ywhab,YWHAB
Il25,IL25
Cmtm5,CMTM5
Vsig10,VSIG10
Plekho2,PLEKHO2
Cic,CIC
Lsm4,LSM4
Pdxp,PDXP
Scyl1,SCYL1
Lgals1,LGALS1
Gnai3,GNAI3
Myh6,MYH6
Myl3,MYL3
Pabpc1l,PABPC1L
Atf1,ATF1
Art3,ART3
Pde4c,PDE4C
Tomm34,TOMM34
Gpr61,GPR61
Tmprss12,TMPRSS12
Amigo1,AMIGO1
Meikin,MEIKIN
Cyb561d1,CYB561D1
Ube2e3,UBE2E3
Rasgef1a,RASGEF1A
Topors,TOPORS
Atxn7l2,ATXN7L2
Dnah2,DNAH2
Stk4,STK4
Ndufb6,NDUFB6
Higd1c,HIGD1C
Qpct,QPCT
Prss50,PRSS50
Agxt,AGXT
Slc11a2,SLC11A2
Asph,ASPH
Csgalnact2,CSGALNACT2
Mpv17l2,MPV17L2
Kcns1,KCNS1
Tmie,TMIE
Mir208a,MIR208A
Myh7,MYH7
Wfdc5,WFDC5
Pik3r2,PIK3R2
Mecp2,MECP2
Npw,NPW
Mab21l4,MAB21L4
Meiob,MEIOB
Eepd1,EEPD1
Agbl3,AGBL3
Gpha2,GPHA2
Crocc2,CROCC2
Ppp2r5b,PPP2R5B
Pif1,PIF1
Sypl2,SYPL2
Hsd17b12,HSD17B12
Mast3,MAST3
Psma5,PSMA5
Wsb2,WSB2
Fnip1,FNIP1
Atg2a,ATG2A
Umod,UMOD
Tex28,TEX28
Pth2r,PTH2R
Mecom,MECOM
Tktl1,TKTL1
Letmd1,LETMD1
Mir129b,MIR129-2
Cxcl10,CXCL10
Itga4,ITGA4
Nup54,NUP54
Flna,FLNA
Fam78b,FAM78B
B3gat1,B3GAT1
Gm24198,U6
Igfals,IGFALS
Il12rb1,IL12RB1
Nubp2,NUBP2
Lyzl6,LYZL6
Uck2,UCK2
Mir208b,ssc-mir-208b
Bmp4,BMP4
Rprml,RPRML
Rbpj,RBPJ
Gosr2,GOSR2
Pdilt,PDILT
Csrnp2,CSRNP2
Rbpms2,RBPMS2
Ret,RET
Tfcp2,TFCP2
Gja3,GJA3
Gjb2,GJB2
Pafah1b3,PAFAH1B3
Gjb6,GJB6
Wnt9b,WNT9B
Arrdc2,ARRDC2
Mir194-2,ssc-mir-194a
Mir192,ssc-mir-192
Wnt3,WNT3
Ehd1,EHD1
Cryl1,CRYL1
Nsf,NSF
Als2cl,ALS2CL
Tmco1,TMCO1
Spsb3,SPSB3
Ccdc124,CCDC124
Slc5a5,SLC5A5
Prr19,PRR19
Cdc42bpg,CDC42BPG
Slpi,SLPI
Rnase4,RNASE4
Cerkl,CERKL
Eddm3b,EDDM3B
Rnase6,RNASE6
Snora68,SNORA68
Map1s,MAP1S
Rnase1,RNASE1
Lrp10,LRP10
Men1,MEN1
Dazap2,DAZAP2
Mgst3,MGST3
Haus8,HAUS8
Smagp,SMAGP
Bms1,BMS1
Lrrc52,LRRC52
Eme2,EME2
Rxrg,RXRG
Rem2,REM2
Gm22606,U6
Neurod1,NEUROD1
P2ry6,P2RY6
Bin2,BIN2
Ttc17,TTC17
Prmt5,PRMT5
P2ry2,P2RY2
Fam240a,FAM240A
Mrps34,MRPS34
Crhr1,CRHR1
Zfp248,ZNF248
Nme3,NME3
Tmem145,TMEM145
Use1,USE1
Gpr160,GPR160
Sppl2c,SPPL2C
Zfp609,ZNF609
Rapgef6,RAPGEF6
Zfp9,ZNF25
Cela1,CELA1
Cramp1,CRAMP1
Lrrc2,LRRC2
Lmx1a,LMX1A
Haus4,HAUS4
Elapor1,ELAPOR1
Glb1l2,GLB1L2
Mgat4a,MGAT4A
Ajuba,AJUBA
Galnt6,GALNT6
Scarb2,SCARB2
Matn4,MATN4
Lpar6,LPAR6
Itm2b,ITM2B
Chrm2,CHRM2
Mir490,ssc-mir-490-1
Cnfn,CNFN
Ptn,PTN
Nudt12,NUDT12
Cckar,CCKAR
Dgki,DGKI
Med4,MED4
Ocel1,OCEL1
Fam47e,FAM47E
Nr2f6,NR2F6
Grhl2,GRHL2
Nudt15,NUDT15
Cfap276,CFAP276
Sucla2,SUCLA2
Map4k2,MAP4K2
Ushbp1,USHBP1
Taf13,TAF13
Api5,API5
Emd,EMD
Gemin6,GEMIN6
Tbc1d19,TBC1D19
Wdr47,WDR47
Dhx57,DHX57
Babam1,BABAM1
Ncald,NCALD
Mzt1,MZT1
Clcc1,CLCC1
Ankle1,ANKLE1
Ltf,LTF
Rbpjl,RBPJL
Bora,BORA
Cracdl,CRACDL
Gm56224,U6
Onecut3,ONECUT3
Abhd8,ABHD8
Pbx1,PBX1
Atp8b3,ATP8B3
Ccdc158,CCDC158
Creb3l2,CREB3L2
Mrpl34,MRPL34
Dis3,DIS3
Dda1,DDA1
Gpsm2,GPSM2
Lrrc4c,LRRC4C
Dnase1l1,DNASE1L1
Akr1d1,AKR1D1
Fchsd2,FCHSD2
Glb1l3,GLB1L3
Trim24,TRIM24
Snrnp200,SNRNP200
Cdc42se2,CDC42SE2
Tamalin,TAMALIN
Ano8,ANO8
Nr4a1,NR4A1
Morn2,MORN2
Arhgef33,ARHGEF33
Lyrm7,LYRM7
Map2,MAP2
Phc3,PHC3
Rexo1,REXO1
Atg101,ATG101
