Gene name,Mouse gene name
HEY1,Hey1
DLGAP2,Dlgap2
PFKM,Pfkm
HEBP1,Hebp1
PLA2G3,Pla2g3
PDYN,Pdyn
CLN8,Cln8
MRPS28,Mrps28
HCK,Hck
LIMA1,Lima1
CCND2,Ccnd2
FAM234B,Fam234b
INPP5J,Inpp5j
STX16,Stx16
FBXO7,Fbxo7
VPREB3,Vpreb3
HDAC3,Hdac3
ENTPD6,Entpd6
TM9SF4,Tm9sf4
SELENOM,Selenom
C22orf15,Gm867
FAM186A,Fam186a
NPEPL1,Npepl1
FGF23,Fgf23
BPIFC,Bpifc
CD69,Cd69
CHCHD10,Chchd10
RELL2,Rell2
FGF6,Fgf6
MMP11,Mmp11
PLAGL2,Plagl2
RTCB,Rtcb
FCHSD1,Fchsd1
ASB8,Asb8
SMTN,Smtn
SMARCB1,Smarcb1
POFUT1,Pofut1
ARHGEF10,Arhgef10
LARP4,Larp4
FERRY3,D6Wsu163e
VSX1,Vsx1
NAP1L1,Nap1l1
ARHGAP21,Arhgap21
CCDC184,Ccdc184
H1-7,H1f7
KIF3B,Kif3b
DERL3,Derl3
ARAP3,Arap3
RNU6-700P,Gm25828
PCMTD1,Pcmtd1
ACSS1,Acss1
GRIN2B,Grin2b
BBS10,Bbs10
ASXL1,Asxl1
DIP2B,Dip2b
OR8S1,Or8s16
APMAP,Apmap
RNU6-1257P,Gm55405
OR5BS1P,Or5bs2
OSBPL8,Osbpl8
DYRK4,Dyrk4
CST7,Cst7
LALBA,Lalba
ST18,St18
SYNDIG1,Syndig1
PCDH1,Pcdh1
KANSL2,Kansl2
ATF7IP,Atf7ip
OSBP2,Osbp2
SNORA2C,Snora34
ATF1,Atf1
NOL4L,Nol4l
SNORA2B,Snora2b
DELE1,Dele1
TMPRSS12,Tmprss12
ZDHHC17,Zdhhc17
CCNT1,Ccnt1
ALKAL1,Alkal1
DUSP18,Dusp18
AKAP3,Akap3
HIGD1C,Higd1c
MYOM2,Myom2
CSRP2,Csrp2
TCN2,Tcn2
SPMIP11,Spmip11
ENKUR,Enkur
PLCE1,Plce1
NDUFA9,Ndufa9
SLC35E4,Slc35e4
E2F7,E2f7
PES1,Pes1
XPNPEP3,Xpnpep3
ADCY6,Adcy6
PLBD1,Plbd1
COMMD7,Commd7
RB1CC1,Rb1cc1
CST8,Cst8
SLC11A2,Slc11a2
GAL3ST1,Gal3st1
THNSL1,Thnsl1
KCNA1,Kcna1
GPR158,Gpr158
DNAJB7,Dnajb7
GUCY2C,Gucy2c
CST11,Cst11
SEC14L4,Sec14l4
CSTL1,Cstl1
NAPB,Napb
NTF3,Ntf3
CACNB3,Cacnb3
MYO3A,Myo3a
H2AJ,H2aj
SEC14L3,Sec14l3
SETD3,Setd3
LETMD1,Letmd1
SLC25A17,Slc25a17
GZF1,Gzf1
NOC3L,Noc3l
CCNK,Ccnk
OPRK1,Oprk1
GAD2,Gad2
NXT1,Nxt1
SMCO3,Smco3
DDX23,Ddx23
ANO2,Ano2
ART4,Art4
CSRNP2,Csrnp2
ATP6V1H,Atp6v1h
MCHR1,Mchr1
MTFP1,Mtfp1
RND1,Rnd1
CD93,Cd93
MGP,Mgp
NAV3,Nav3
KLRG1,Klrg1
SSTR4,Sstr4
RNF215,Rnf215
ARHGDIB,Arhgdib
TFCP2,Tfcp2
CCDC65,Ccdc65
FOXA2,Foxa2
M6PR,M6pr
ERP27,Erp27
RGS20,Rgs20
HELLS,Hells
PDE6H,Pde6h
MRTFA,Mrtfa
APBB1IP,Apbb1ip
POU6F1,Pou6f1
RERG,Rerg
PAX1,Pax1
SEC14L2,Sec14l2
CYP46A1,Cyp46a1
ARF3,Arf3
NKX2-2,Nkx2-2
TCEA1,Tcea1
PHC1,Phc1
VWF,Vwf
XRN2,Xrn2
WNT10B,Wnt10b
EML1,Eml1
WNT1,Wnt1
MAPRE1,Mapre1
CCDC157,Ccdc157
CD9,Cd9
CYP2C18,Cyp2c55
SMAGP,Smagp
DDN,Ddn
PDSS1,Pdss1
MRPL15,Mrpl15
EFCAB8,Efcab8
SF3A1,Sf3a1
PLEKHG6,Plekhg6
RNU105C,Gm22053
PRKAG1,Prkag1
SUN5,Sun5
SOX17,Sox17
SGSM3,Sgsm3
BPIFB2,Bpifb2
RP1,Rp1
KIZ,Kiz
BIN2,Bin2
BPIFB6,Bpifb6
TNFRSF1A,Tnfrsf1a
BPIFB3,Bpifb3
TBC1D10A,Tbc1d10a
XKR4,Xkr4
ABI1,Abi1
SYT1,Syt1
RHEBL1,Rhebl1
ADSL,Adsl
TMEM68,Tmem68
EVL,Evl
SCNN1A,Scnn1a
OSM,Osm
LMBR1L,Lmbr1l
TGS1,Tgs1
PAWR,Pawr
LIF,Lif
TNRC6B,Tnrc6b
MFAP5,Mfap5
DHH,Dhh
PDLIM1,Pdlim1
LYN,Lyn
HORMAD2,Hormad2
LTBR,Ltbr
CELA1,Cela1
RNU6-946P,Gm26111
FAM83F,Fam83f
PPP1R12A,Ppp1r12a
MIR342,Mir342
TUBA1B,Tuba1b
GALNT6,Galnt6
VAMP1,Vamp1
RALGAPA2,Ralgapa2
GRAP2,Grap2
MTMR3,Mtmr3
WARS1,Wars1
ENTHD1,Enthd1
SLC4A8,Slc4a8
TAPBPL,Tapbpl
SNORD54,Gm24016
POC1B,Poc1b
MOS,Mos
SORBS1,Sorbs1
CACNA1I,Cacna1i
DEGS2,Degs2
PLAG1,Plag1
SRSF6,Srsf6
OTOGL,Otogl
PRPH,Prph
NCAPD2,Ncapd2
TSN,Tsn
YY1,Yy1
ATP2B1,Atp2b1
SLC25A29,Slc25a29
L3MBTL1,L3mbtl1
SDR16C5,Sdr16c5
TROAP,Troap
SCARNA10,Scarna10
SCN8A,Scn8a
ATF4,Atf4
NIFK,Nifk
SLC25A47,Slc25a47
RPS19BP1,Rps19bp1
MIEF1,Mief1
C1QL4,C1ql4
WDR25,Wdr25
DNAJC22,Dnajc22
MGAT3,Mgat3
SPATS2,Spats2
EPYC,Epyc
NF2,Nf2
SGK2,Sgk2
IFFO1,Iffo1
ANKRD33,Ankrd33
BEGAIN,Begain
KERA,Kera
TAB1,Tab1
CFAP61,Cfap61
PTPRQ,Ptprq
LUM,Lum
KCNH3,Kcnh3
ACVRL1,Acvrl1
CLASP1,Clasp1
DLK1,Dlk1
DCN,Dcn
CRNKL1,Crnkl1
MYF6,Myf6
OR6C2,Or6c2
ACVR1B,Acvr1b
MYF5,Myf5
LIN7A,Lin7a
MED7,Med7
RNU6-574P,Gm25618
GARIN3,Garin3
TAMALIN,Tamalin
BTG1,Btg1
IFT52,Ift52
ITK,Itk
MIR770,Mir770
ACSS3,Acss3
RIN2,Rin2
MIR337,Mir337
OR10P1,Or10p1
NR4A1,Nr4a1
CYFIP2,Cyfip2
TMT1B,Tmt1b
RPL3,Rpl3
MIR431,Mir431
FNDC9,Fndc9
YME1L1,Yme1l1
MIR433,Mir433
NIPAL4,Nipal4
NOP2,Nop2
MIR127,Mir127
ATG101,Atg101
MYBL2,Mybl2
TFCP2L1,Tfcp2l1
NIPSNAP1,Nipsnap1
ALDH18A1,Aldh18a1
SNORD113-3,Gm24564
SNORD83A,Gm55357
SNORD113-4,Gm55109
KRT80,Krt80
SNORD83B,Snord83b
SNORD113-9,Gm55110
PDGFB,Pdgfb
TCTN3,Tctn3
ITGA7,Itga7
NFYB,Nfyb
HAT1,Hat1
EEA1,Eea1
CHD4,Chd4
KRT7,Krt7
SOX30,Sox30
GLI2,Gli2
CBX7,Cbx7
THOC5,Thoc5
MASTL,Mastl
SNORD114-7,Gm22205
SLC24A3,Slc24a3
INHBB,Inhbb
APOBEC3H,Apobec3
TOX2,Tox2
SNORD114-14,Gm23787
METAP1D,Metap1d
PPFIA2,Ppfia2
RALB,Ralb
THG1L,Thg1l
INPP5F,Inpp5f
DLX1,Dlx1
JPH2,Jph2
LSM11,Lsm11
NEFH,Nefh
LPAR5,Lpar5
DLX2,Dlx2
SCP2D1,Scp2d1
U6,Gm23851
OSER1,Oser1
TMEM185B,Tmem185b
ACRBP,Acrbp
CLINT1,Clint1
ACBD5,Acbd5
SNORD114-30,Gm25224
BRI3BP,Bri3bp
EPB41L5,Epb41l5
GDAP1L1,Gdap1l1
TXNRD1,Txnrd1
KRT85,Krt85
UBE2N,Ube2n
CC2D2B,Cc2d2b
FITM2,Fitm2
AP1B1,Ap1b1
SMIM26,Smim26
LYPD6,Lypd6
ING4,Ing4
R3HDML,R3hdml
AACS,Aacs
EBF1,Ebf1
MCMBP,Mcmbp
KRT84,Krt84
SEC23B,Sec23b
ITGA6,Itga6
MRPL42,Mrpl42
BLOC1S1,Bloc1s1
MMADHC,Mmadhc
SNORD125,Gm24958
HNF4A,Hnf4a
KRT82,Krt82
RASL10A,Rasl10a
PTPRO,Ptpro
PTPN4,Ptpn4
RNF145,Rnf145
RBBP9,Rbbp9
RDH5,Rdh5
PTCHD3,Ptchd3
NPTXR,Nptxr
GAS2L1,Gas2l1
SEC23IP,Sec23ip
SHMT2,Shmt2
POLR3F,Polr3f
ZNF384,Zfp384
TMEM132B,Tmem132b
SOCS2,Socs2
CD63,Cd63
U6,Gm26441
RND3,Rnd3
UBLCP1,Ublcp1
TTPAL,Ttpal
IL12B,Il12b
RBM43,Rbm43
CRADD,Cradd
NDUFA4L2,Ndufa4l2
NMI,Nmi
PIANP,Pianp
SUN2,Sun2
RAB18,Rab18
KRT75,Krt75
TNFAIP6,Tnfaip6
SARNP,Sarnp
SERINC3,Serinc3
PDK1,Pdk1
ADRA1B,Adra1b
COPS7A,Cops7a
DZANK1,Dzank1
EWSR1,Ewsr1
ORMDL2,Ormdl2
CCDC59,Ccdc59
PKIG,Pkig
TMEM132C,Tmem132c
WDR11,Wdr11
TTC1,Ttc1
TMEM177,Tmem177
DNAJC14,Dnajc14
MLF2,Mlf2
METTL25,Mettl25
SLC15A4,Slc15a4
R3HDM2,R3hdm2
RIF1,Rif1
PWWP2A,Pwwp2a
MKX,Mkx
MIR1251,Mir1251
MMP19,Mmp19
GTPBP1,Gtpbp1
CCNJ,Ccnj
CHST11,Chst11
CFAP221,Cfap221
MIR135A2,Mir135a-2
CEP83,Cep83
CCN5,Ccn5
ODAD2,Odad2
FABP6,Fabp6
GLT1D1,Glt1d1
SLC41A2,Slc41a2
PYM1,Pym1
TMTC2,Tmtc2
CD4,Cd4
RIMS4,Rims4
CCNJL,Ccnjl
NOPCHAP1,Nopchap1
EPS8,Eps8
SCTR,Sctr
RAPGEF4,Rapgef4
BLNK,Blnk
TMCC3,Tmcc3
GPR162,Gpr162
NUDT5,Nudt5
RHBDD3,Rhbdd3
DGKA,Dgka
SLU7,Slu7
YWHAB,Ywhab
KRT71,Krt71
ALDH1L2,Aldh1l2
TMEM132D,Tmem132d
PTTG1,Pttg1
MPP7,Mpp7
FGFR2,Fgfr2
GNB3,Gnb3
NDUFA12,Ndufa12
PMEL,Pmel
DNTT,Dntt
CDC123,Cdc123
ATP10B,Atp10b
EMID1,Emid1
PABPC1L,Pabpc1l
CDCA3,Cdca3
SLC6A15,Slc6a15
JOSD1,Josd1
INHBE,Inhbe
CAMK1D,Camk1d
STRAP,Strap
PIWIL1,Piwil1
PET117,Pet117
NR2C1,Nr2c1
OPALIN,Opalin
CDK2,Cdk2
USP5,Usp5
TOMM34,Tomm34
GLI1,Gli1
WASHC4,Washc4
TOMM22,Tomm22
KAT14,Kat14
DERA,Dera
RAB5B,Rab5b
SLC25A3,Slc25a3
TLL2,Tll2
STK4,Stk4
SPSB2,Spsb2
ARHGAP9,Arhgap9
SUOX,Suox
KREMEN1,Kremen1
TMEM37,Tmem37
SLC15A5,Slc15a5
ACSL5,Acsl5
KCNS1,Kcns1
GABRB2,Gabrb2
IKZF4,Ikzf4
TM9SF3,Tm9sf3
LRRC23,Lrrc23
SNORA53,Gm24119
WFDC5,Wfdc5
OVOL2,Ovol2
MGST1,Mgst1
WFDC12,Wfdc12
MARS1,Mars1
LRRIQ1,Lrriq1
FAM227A,Fam227a
RIMBP2,Rimbp2
GABRA6,Gabra6
ZNRF3,Znrf3
MGME1,Mgme1
PIK3AP1,Pik3ap1
IKBIP,Ikbip
CCDC3,Ccdc3
SLPI,Slpi
FGD6,Fgd6
APPL2,Appl2
ENO2,Eno2
ERBB3,Erbb3
DMC1,Dmc1
MAP3K20,Map3k20
LMO3,Lmo3
GABRA1,Gabra1
MATN4,Matn4
ZDHHC6,Zdhhc6
WIF1,Wif1
OPTN,Optn
STEAP3,Steap3
ATE1,Ate1
DDIT3,Ddit3
RBPJL,Rbpjl
APAF1,Apaf1
SNX5,Snx5
VTI1A,Vti1a
ATN1,Atn1
C1QL2,C1ql2
SGPP2,Sgpp2
MBD6,Mbd6
LCOR,Lcor
NEB,Neb
CDCA7,Cdca7
GABRG2,Gabrg2
CCDC117,Ccdc117
LEMD3,Lemd3
SDC4,Sdc4
MCM10,Mcm10
MARCO,Marco
C12orf57,Grcc10
DDX17,Ddx17
ALX1,Alx1
VEZT,Vezt
RASSF9,Rassf9
DCTN2,Dctn2
NSMCE4A,Nsmce4a
ZC3H10,Zc3h10
NTS,Nts
MSRB3,Msrb3
UCMA,Ucma
MGAT4C,Mgat4c
FARSB,Farsb
RERGL,Rergl
PTPN6,Ptpn6
EN1,En1
NUAK1,Nuak1
SLIT1,Slit1
MIR331,Mir331
CCNG1,Ccng1
STX2,Stx2
PHYH,Phyh
CKAP4,Ckap4
PIGT,Pigt
KIF5A,Kif5a
TCF7L2,Tcf7l2
TCP11L2,Tcp11l2
MOGAT1,Mogat1
INSIG2,Insig2
SP3,Sp3
METAP2,Metap2
NUDCD2,Nudcd2
SEPHS1,Sephs1
SNORD17,Snord17
ESYT1,Esyt1
PIK3C2G,Pik3c2g
HMMR,Hmmr
TACC2,Tacc2
ANKS1B,Anks1b
KDELR3,Kdelr3
SCARNA12,Gm23547
MAT2B,Mat2b
ACSL3,Acsl3
CCDC93,Ccdc93
C12orf50,1700017N19Rik
EMG1,Emg1
BANF2,Banf2
TP53TG5,Trp53tg5
LPCAT3,Lpcat3
PRPF18,Prpf18
OLA1,Ola1
POLR3B,Polr3b
WFDC2,Wfdc2
LLPH,Llph
USP44,Usp44
ADGRD1,Adgrd1
SPINT3,Spint3
ARHGAP19,Arhgap19
CSNK1E,Csnk1e
KCNE4,Kcne4
TMBIM4,Tmbim4
PIP4K2C,Pip4k2c
RLIG1,Rlig1
MYL6B,Myl6b
SCG2,Scg2
RRBP1,Rrbp1
NTN4,Ntn4
EPPIN,Eppin
DDX18,Ddx18
AP1S3,Ap1s3
DTX3,Dtx3
IRAK3,Irak3
WFDC8,Wfdc8
SP9,Sp9
WDFY1,Wdfy1
WFDC9,Wfdc9
RRP12,Rrp12
ARHGEF25,Arhgef25
CEP290,Cep290
MRPL44,Mrpl44
TENM2,Tenm2
WFDC10A,Wfdc10
AMDHD1,Amdhd1
SFSWAP,Sfswap
GPR155,Gpr155
HELB,Helb
WFDC11,Wfdc11
PLCZ1,Plcz1
DPP10,Dpp10
C1RL,C1rl
SERPINE2,Serpine2
PLA2G6,Pla2g6
FAM107B,Fam107b
ZRANB3,Zranb3
HABP2,Habp2
WFDC13,Wfdc13
BLTP3B,Bltp3b
PGAM1,Pgam1
SPINT4,Spint4
FAM124B,Fam124b
MMP17,Mmp17
SMARCC2,Smarcc2
CCDC38,Ccdc38
BTBD16,Btbd16
WFDC3,Wfdc3
CUL3,Cul3
EXOSC1,Exosc1
SCRN3,Scrn3
BFSP1,Bfsp1
ACTR6,Actr6
U6,Gm26017
CAPZA3,Capza3
HAL,Hal
RNF41,Rnf41
GRIP1,Grip1
RIC8B,Ric8b
DNTTIP1,Dnttip1
TMTC3,Tmtc3
MAL,Mal
HSPA14,Hspa14
CLSTN3,Clstn3
CCDC195,Gm45261
PLEKHA1,Plekha1
PUS1,Pus1
ZDHHC16,Zdhhc16
NABP2,Nabp2
NRAP,Nrap
PCSK2,Pcsk2
SLC39A5,Slc39a5
MRPS5,Mrps5
ACTR3,Actr3
B4GALNT1,B4galnt1
MAFF,Maff
ANKRD52,Ankrd52
WIPF1,Wipf1
PEX5,Pex5
SCYL2,Scyl2
LTA4H,Lta4h
HTRA1,Htra1
SUV39H2,Suv39h2
SNORA49,Gm26079
KITLG,Kitl
OTOR,Otor
DDX51,Ddx51
BPIFB4,Bpifb4
SLC16A8,Slc16a8
SNRPB2,Snrpb2
TNNC2,Tnnc2
CAND1,Cand1
SLC35F5,Slc35f5
MTERF2,Mterf2
CHRNA1,Chrna1
DCLRE1C,Dclre1c
DYRK2,Dyrk2
CRY1,Cry1
DUSP6,Dusp6
ZNF2,Zfp661
DOCK10,Dock10
GALNT9,Galnt9
PLEKHA5,Plekha5
DMBT1,Dmbt1
PICK1,Pick1
BPIFA2,Bpifa2
COQ10A,Coq10a
IFNG,Ifng
MMS19,Mms19
BPIFA3,Bpifa3
TACR1,Tacr1
MEIG1,Meig1
ZSWIM3,Zswim3
CACNB4,Cacnb4
OS9,Os9
POLE4,Pole4
WWC1,Wwc1
PAN2,Pan2
ELK3,Elk3
SLC17A8,Slc17a8
ABTB3,Abtb3
GPR39,Gpr39
PROM2,Prom2
HK2,Hk2
ACOT8,Acot8
CHN1,Chn1
CDK17,Cdk17
BPIFB1,Bpifb1
IL23A,Il23a
ZSWIM1,Zswim1
MDM1,Mdm1
POLR2F,Polr2f
SPATA25,Spata25
NEURL2,Neurl2
C10orf120,4933402N03Rik
R3HDM1,R3hdm1
CDK4,Cdk4
CTSA,Ctsa
LYPD1,Lypd1
STAT2,Stat2
CDK5RAP1,Cdk5rap1
RARS1,Rars1
CFAP54,Cfap54
AGAP2,Agap2
CUZD1,Cuzd1
NR1H4,Nr1h4
UBTD1,Ubtd1
SEMA4F,Sema4f
PWP1,Pwp1
SNTA1,Snta1
SOX10,Sox10
FBLL1,Fbll1
ANKRD2,Ankrd2
APOF,Apof
PLTP,Pltp
PRDM4,Prdm4
NMT2,Nmt2
C22orf23,1700088E04Rik
NEDD1,Nedd1
PANK3,Pank3
TSPAN31,Tspan31
CASP7,Casp7
C10orf88,2310057M21Rik
TIMELESS,Timeless
FAHD2A,Fahd2a
GAS2L3,Gas2l3
HOGA1,Hoga1
MARCHF9,Marchf9
STAM2,Stam2
WSCD2,Wscd2
MIP,Mip
PCIF1,Pcif1
CYP27B1,Cyp27b1
SLIT3,Slit3
NCKAP5,Nckap5
PSTK,Pstk
SPRYD4,Spryd4
M1AP,M1ap
DCLRE1A,Dclre1a
CMKLR1,Cmklr1
MORN4,Morn4
METTL1,Mettl1
CBFA2T2,Cbfa2t2
GLS2,Gls2
FICD,Ficd
ATF2,Atf2
IKZF5,Ikzf5
EEF1AKMT3,Eef1akmt3
FMNL2,Fmnl2
PI4K2A,Pi4k2a
GPAT2,Gpat2
DOK1,Dok1
ZNF335,Zfp335
SART3,Sart3
EIF3L,Eif3l
AVPI1,Avpi1
P2RX2,P2rx2
PLEKHS1,Plekhs1
MIR218-2,Mir218-2
FAM171A1,Fam171a1
NUP107,Nup107
TSFM,Tsfm
ADRA2B,Adra2b
AEBP2,Aebp2
ACADSB,Acadsb
MMP9,Mmp9
ASTL,Astl
ANO4,Ano4
RBMS2,Rbms2
DUSP2,Dusp2
ZFYVE27,Zfyve27
ISCU,Iscu
ITGA8,Itga8
PAPSS2,Papss2
STARD7,Stard7
NHLRC2,Nhlrc2
PRPF40A,Prpf40a
ATP5MC3,Atp5mc3
AVIL,Avil
LOXL3,Loxl3
NECAB3,Necab3
SLC12A5,Slc12a5
U6,Gm56390
TMEM127,Tmem127
CORO1C,Coro1c
ATAD1,Atad1
CTDSP2,Ctdsp2
SLC35E3,Slc35e3
PDE3A,Pde3a
BAZ2A,Baz2a
MIR26A2,Mir26a-2
LNPK,Lnpk
CCDC186,Ccdc186
ATP23,Atp23
TMEM119,Tmem119
MIR128-1,Mir128-1
ARL6IP6,Arl6ip6
SFRP5,Sfrp5
SNRNP200,Snrnp200
BUB3,Bub3
MGAT5,Mgat5
SELPLG,Selplg
LRIG3,Lrig3
ATP5F1B,Atp5f1b
C20orf144,1700003F12Rik
HTRA2,Htra2
SLCO1C1,Slco1c1
SNORD59A,Snord59a
GOLGA7B,Golga7b
RNLS,Rnls
RPRM,Rprm
TDRD1,Tdrd1
E2F1,E2f1
MDM2,Mdm2
NCOA5,Ncoa5
TMEM163,Tmem163
HOXD13,Hoxd13
UBXN4,Ubxn4
ANKRD54,Ankrd54
SSH1,Ssh1
DQX1,Dqx1
MINDY3,Mindy3
HOXD12,Hoxd12
SLC16A7,Slc16a7
SLC5A8,Slc5a8
CRTAC1,Crtac1
VWA2,Vwa2
GPR26,Gpr26
HOXD10,Hoxd10
CD40,Cd40
LIPF,Lipf
TLX2,Tlx2
LCT,Lct
GALNT13,Galnt13
HOXD9,Hoxd9
ACMSD,Acmsd
CIAO1,Ciao1
PCGF1,Pcgf1
CPXM2,Cpxm2
HOXD8,Hoxd8
LIPK,Lipk
TAFA2,Tafa2
LBX2,Lbx2
CPM,Cpm
MIR10B,Mir10b
MCM6,Mcm6
SLCO1B3,Slco1b2
DAO,Dao
LIPN,Lipn
HOXD4,Hoxd4
CDH22,Cdh22
PTER,Pter
HOXD3,Hoxd3
DARS1,Dars1
NCAPH,Ncaph
R3HCC1L,R3hcc1l
HOXD1,Hoxd1
CCDC142,Ccdc142
LIPM,Lipm
SLC35C2,Slc35c2
RNU6-1001P,Gm23428
POLE,Pole
CHST15,Chst15
CXCR4,Cxcr4
YEATS4,Yeats4
MTX2,Mtx2
IRS1,Irs1
UTP20,Utp20
MRPL53,Mrpl53
C1QL3,C1ql3
SVOP,Svop
CCNT2,Ccnt2
ANKRD22,Ankrd22
PRIM1,Prim1
USP15,Usp15
MOGS,Mogs
LOXL4,Loxl4
RSU1,Rsu1
RALY,Raly
NR4A2,Nr4a2
RHBDD1,Rhbdd1
NKX1-2,Nkx1-2
INO80B,Ino80b
FRS2,Frs2
PYROXD2,Pyroxd2
ELMO2,Elmo2
USP30,Usp30
ABLIM1,Ablim1
WBP1,Wbp1
CCT2,Cct2
NEURL3,Neurl3
LHPP,Lhpp
IAPP,Iapp
THSD7B,Thsd7b
CUBN,Cubn
STAMBPL1,Stambpl1
HNRNPA3,Hnrnpa3
MAP3K19,Map3k19
COL4A4,Col4a4
ARID5A,Arid5a
ALKBH2,Alkbh2
GPD2,Gpd2
ANKRD53,Ankrd53
RTKN,Rtkn
EIF2S2,Eif2s2
HPS1,Hps1
UNG,Ung
PYROXD1,Pyroxd1
ATP6V1B1,Atp6v1b1
KANSL3,Kansl3
BEST3,Best3
HSD17B6,Hsd17b6
MON2,Mon2
FAM53B,Fam53b
WDR54,Wdr54
PXMP2,Pxmp2
NFE2L2,Nfe2l2
SDR9C7,Sdr9c7
VAX2,Vax2
GALNT5,Galnt5
ABRAXAS2,Abraxas2
ACTA2,Acta2
CD207,Cd207
PGAM5,Pgam5
RASSF8,Rassf8
CLEC4F,Clec4f
RECQL,Recql
RAB3IP,Rab3ip
RNU6-399P,Gm25797
TRDMT1,Trdmt1
FIGLA,Figla
RAB3GAP1,Rab3gap1
ZRANB1,Zranb1
GPR182,Gpr182
BHLHE41,Bhlhe41
PPM1H,Ppm1h
COL4A3,Col4a3
AGPS,Agps
ANKLE2,Ankle2
ADD2,Add2
ITCH,Itch
ZBTB39,Zbtb39
SSPN,Sspn
FHIP2A,Fhip2a
CH25H,Ch25h
LMAN2L,Lman2l
MIRLET7I,Mirlet7i
TAC3,Tac2
ERMN,Ermn
CTBP2,Ctbp2
LIPA,Lipa
VIM,Vim
HPSE2,Hpse2
TRUB1,Trub1
SPOPL,Spopl
GOLT1B,Golt1b
DCTN1,Dctn1
GOLGA3,Golga3
FOXN4,Foxn4
NXPH2,Nxph2
CNNM4,Cnnm4
ST8SIA6,St8sia6
ARL1,Arl1
ITPR2,Itpr2
MYO1A,Myo1a
RXYLT1,Rxylt1
CHFR,Chfr
SPX,Spx
CYTIP,Cytip
IFIT2,Ifit2
TEX36,Tex36
PDE11A,Pde11a
HACD1,Hacd1
MYRFL,Myrfl
ATRNL1,Atrnl1
INTS13,Ints13
GYS2,Gys2
ZNF605,Zfp605
SRGAP1,Srgap1
ANKRD23,Ankrd23
FGFR1OP2,Fgfr1op2
EDRF1,Edrf1
LRP1B,Lrp1b
NEMP1,Nemp1
ACVR1C,Acvr1c
STAM,Stam
PCYOX1,Pcyox1
TM7SF3,Tm7sf3
MMP21,Mmp21
MYO1H,Myo1h
SLC16A12,Slc16a12
RBM45,Rbm45
NAB2,Nab2
MFF,Mff
GOT1,Got1
KICS2,Kics2
PANK1,Pank1
ANKRD39,Ankrd39
ACVR1,Acvr1
DYNLRB1,Dynlrb1
KCNJ8,Kcnj8
ITGB6,Itgb6
NKX2-3,Nkx2-3
SEMA4C,Sema4c
C12orf56,D930020B18Rik
MED21,Med21
UROS,Uros
TM4SF20,Tm4sf20
MAP1LC3A,Map1lc3a
GFRA1,Gfra1
SLC25A28,Slc25a28
TIA1,Tia1
STAT6,Stat6
UPP2,Upp2
KIF20B,Kif20b
ABCC9,Abcc9
ENTPD7,Entpd7
FAM178B,Fam178b
MRC1,Mrc1
CCDC172,Ccdc172
C12orf71,1700034J05Rik
PIGU,Pigu
AGFG1,Agfg1
CCDC148,Ccdc148
COX15,Cox15
RBMS1,Rbms1
KYNU,Kynu
STK38L,Stk38l
TP53INP2,Trp53inp2
CNOT2,Cnot2
PNLIP,Pnlip
HTR7,Htr7
XPOT,Xpot
PNLIPRP1,Pnliprp1
ACTR1B,Actr1b
CUTC,Cutc
DHX32,Dhx32
KCNMB4,Kcnmb4
PNLIPRP2,Pnliprp2
ARHGAP15,Arhgap15
C2orf42,C87436
RPP30,Rpp30
FANK1,Fank1
SPMIP5,Spmip5
PCBP1,Pcbp1
TANK,Tank
C2orf92,4933424G06Rik
CMAS,Cmas
SLC4A5,Slc4a5
NCOA6,Ncoa6
PKP4,Pkp4
BMAL2,Bmal2
OSBPL6,Osbpl6
RNU1-149P,Gm23435
ADAM12,Adam12
TBK1,Tbk1
ASPRV1,Asprv1
ST8SIA1,St8sia1
HSPA12A,Hspa12a
KCTD10,Kctd10
ANKRD1,Ankrd1
MXD1,Mxd1
SLC19A3,Slc19a3
ZAP70,Zap70
LRP1,Lrp1
PSMD14,Psmd14
C2CD5,C2cd5
MTHFD2,Mthfd2
C10orf90,D7Ertd443e
PCGF5,Pcgf5
MYBPC1,Mybpc1
GTDC1,Gtdc1
MOB1A,Mob1a
CACNB2,Cacnb2
ENO4,Eno4
UBE3B,Ube3b
ETNK1,Etnk1
DAPL1,Dapl1
SMCO2,Smco2
HECTD2,Hectd2
TMEM131,Tmem131
GNS,Gns
BOLA3,Bola3
PTPRB,Ptprb
RNU2-21P,Gm26105
GGT7,Ggt7
DAW1,Daw1
SLC4A10,Slc4a10
TET3,Tet3
SHTN1,Shtn1
DOCK1,Dock1
PPP1R3C,Ppp1r3c
TBC1D30,Tbc1d30
SOX5,Sox5
TNKS2,Tnks2
ANXA4,Anxa4
DGUOK,Dguok
VAX1,Vax1
TANC1,Tanc1
PPFIBP1,Ppfibp1
AAK1,Aak1
KCNK18,Kcnk18
SLC18A2,Slc18a2
SPHKAP,Sphkap
ACTG2,Actg2
MMAB,Mmab
HTR2B,Htr2b
PDZD8,Pdzd8
RNU1-93P,Gm24004
NFU1,Nfu1
DPP4,Dpp4
EMX2,Emx2
ACSS2,Acss2
ZEB2,Zeb2
BCAT1,Bcat1
NSUN6,Nsun6
BTAF1,Btaf1
GFPT1,Gfpt1
FBXO11,Fbxo11
GCG,Gcg
STAMBP,Stambp
RAB11FIP2,Rab11fip2
ARL5B,Arl5b
PID1,Pid1
ARMC9,Armc9
