Gene name,Gorilla gene name
SNRNP70,SNRNP70
MRPL11,MRPL11
MVB12B,MVB12B
IL17RC,IL17RC
SHTN1,SHTN1
RNASEH2A,RNASEH2A
TRIB1,TRIB1
SOS1,SOS1
RYBP,RYBP
CREB3L1,CREB3L1
TINCR,TINCR
DBX2,DBX2
OCA2,OCA2
KYAT3,KYAT3
ACE,ACE
HAX1,HAX1
CCDC97,CCDC97
CDK13,CDK13
POLD4,POLD4
RBM19,RBM19
RBM43,RBM43
FETUB,FETUB
HARBI1,HARBI1
BCKDK,BCKDK
ARSI,ARSI
OCRL,OCRL
REV3L,REV3L
PARD3B,PARD3B
CCL7,CCL7
EYA1,EYA1
TMEM128,TMEM128
CDCA8,CDCA8
HSPA12A,HSPA12A
ZNF563,ZNF563
CBLL1,CBLL1
PLEKHG4B,PLEKHG4B
PLA1A,PLA1A
TMEM61,TMEM61
RCAN3,RCAN3
SLC45A1,SLC45A1
GFRAL,GFRAL
PLXDC1,PLXDC1
RAB6A,RAB6A
HSCB,HSCB
DIP2B,DIP2B
ZNF619,ZNF619
TBX5,TBX5
FASTKD1,FASTKD1
SPRY4,SPRY4
LATS1,LATS1
CLTB,CLTB
INTS10,INTS10
ERGIC3,ERGIC3
IL17RE,IL17RE
ZNF677,ZNF677
PCDHB10,PCDHB10
RUNX3,RUNX3
RIN2,RIN2
GPR83,GPR83
PARP15,PARP15
PITHD1,PITHD1
KCTD8,KCTD8
PAK4,PAK4
HTR7,HTR7
TBC1D17,TBC1D17
VSX1,VSX1
SPATA2,SPATA2
AUNIP,AUNIP
GALNT2,GALNT2
NRTN,NRTN
SCYL1,SCYL1
ANKMY2,ANKMY2
ATP6V1H,ATP6V1H
KCNH7,KCNH7
GPS2,GPS2
KCNH8,KCNH8
GMPPB,GMPPB
COMMD1,COMMD1
MRPS30,MRPS30
FBXW2,FBXW2
MMP23B,MMP23B
CCDC183,CCDC183
TIA1,TIA1
NHERF1,NHERF1
TINAGL1,TINAGL1
MAD1L1,MAD1L1
RECQL,RECQL
MTM1,MTM1
MED17,MED17
RSL1D1,RSL1D1
FAM174A,FAM174A
NMI,NMI
CD3E,CD3E
TDG,TDG
SUPT20H,SUPT20H
EFHB,EFHB
OS9,OS9
LBP,LBP
HMCES,HMCES
DCDC2,DCDC2
PIGR,PIGR
QSOX1,QSOX1
SEPSECS,SEPSECS
FKBP5,FKBP5
STAU1,STAU1
RNF167,RNF167
NIT2,NIT2
INSYN1,INSYN1
LAMC3,LAMC3
IFI16,IFI16
KCNV1,KCNV1
NLRC4,NLRC4
ABCC12,ABCC12
NUP88,NUP88
MOB1B,MOB1B
USP37,USP37
RAB40C,RAB40C
MPO,MPO
TGFBR2,TGFBR2
CLEC2D,CLEC2D
SEMA6A,SEMA6A
LIX1,LIX1
HAGH,HAGH
RALYL,RALYL
POMK,POMK
RAD51AP1,RAD51AP1
SPATA17,SPATA17
SLC17A1,SLC17A1
RCE1,RCE1
TBXT,TBXT
RPS3A,RPS3A
SP4,SP4
SPESP1,SPESP1
FAM76A,FAM76A
GRK2,GRK2
FABP2,FABP2
FLT3,FLT3
PPP6R3,PPP6R3
LARP6,LARP6
STK16,STK16
KCNK4,KCNK4
AIG1,AIG1
SNX25,SNX25
LIMA1,LIMA1
MARCHF2,MARCHF2
TENM1,TENM1
FRMD3,FRMD3
RS1,RS1
DCAF17,DCAF17
NR1I2,NR1I2
ARNT,ARNT
PARP8,PARP8
DACH2,DACH2
TMEM151B,TMEM151B
LST1,LST1
EFCAB9,EFCAB9
GP2,GP2
TMEM94,TMEM94
C1orf43,C1orf43
PRKCH,PRKCH
IRAK1BP1,IRAK1BP1
SLAIN1,SLAIN1
ZNF665,ZNF665
KBTBD8,KBTBD8
ZNF423,ZNF423
TMEM109,TMEM109
ALDH5A1,ALDH5A1
SNED1,SNED1
COG2,COG2
INTS14,INTS14
TULP2,TULP2
CROT,CROT
SORL1,SORL1
PBX2,PBX2
PGBD1,PGBD1
RTN4IP1,RTN4IP1
PGS1,PGS1
DNAJB11,DNAJB11
KNTC1,KNTC1
EFCAB12,EFCAB12
MBTD1,MBTD1
PDIA2,PDIA2
CA4,CA4
P3H3,P3H3
PSMG1,PSMG1
ABCC11,ABCC11
RGS8,RGS8
MAPK9,MAPK9
VAMP1,VAMP1
ZSCAN5A,ZSCAN5A
COMT,COMT
FAM180B,FAM180B
TMEM190,TMEM190
EDC4,EDC4
APOL5,APOL5
TIAL1,TIAL1
GTPBP2,GTPBP2
KY,KY
NCOA6,NCOA6
KRT12,KRT12
HIRA,HIRA
SPEM3,SPEM3
SPACA6,SPACA6
VSIG2,VSIG2
DPH5,DPH5
OLFM1,OLFM1
TLCD1,TLCD1
COPZ2,COPZ2
IPO8,IPO8
DPYSL2,DPYSL2
KLF5,KLF5
ODAM,ODAM
RSPO2,RSPO2
CEP83,CEP83
MACO1,MACO1
BTBD10,BTBD10
GDAP1,GDAP1
KIAA1217,KIAA1217
DOK2,DOK2
MCMBP,MCMBP
FBRSL1,FBRSL1
PHF10,PHF10
LY6L,LY6L
GANC,GANC
RDH12,RDH12
C1orf198,C1orf198
SMR3A,SMR3A
NCKAP5,NCKAP5
ABHD4,ABHD4
DUSP12,DUSP12
HAMP,HAMP
PLPPR4,PLPPR4
ORMDL3,ORMDL3
GABPB2,GABPB2
CXorf66,CXorf66
PGLYRP3,PGLYRP3
RIDA,RIDA
MYL4,MYL4
ZNF470,ZNF470
IGFBP4,IGFBP4
ZCCHC4,ZCCHC4
KLF18,KLF18
HYKK,HYKK
PPP1R1C,PPP1R1C
PNPLA6,PNPLA6
HYPK,HYPK
ARAP2,ARAP2
CLEC3B,CLEC3B
RAB38,RAB38
SIGLEC10,SIGLEC10
CUX2,CUX2
CDH5,CDH5
FBXO3,FBXO3
ZPBP2,ZPBP2
PFN4,PFN4
RNF135,RNF135
AQP6,AQP6
PLEKHM3,PLEKHM3
VPS45,VPS45
ADGRA3,ADGRA3
NDST3,NDST3
MS4A12,MS4A12
KAT7,KAT7
CREBZF,CREBZF
CLN3,CLN3
TP53I13,TP53I13
THRAP3,THRAP3
TRAPPC6B,TRAPPC6B
GGT6,GGT6
NFKBIL1,NFKBIL1
APOBEC3B,APOBEC3B
BTAF1,BTAF1
RAB25,RAB25
ARL13B,ARL13B
PAFAH2,PAFAH2
CPEB2,CPEB2
CARD9,CARD9
VIL1,VIL1
SRGAP1,SRGAP1
KIAA1210,KIAA1210
MTCP1,MTCP1
HDDC2,HDDC2
LMOD1,LMOD1
COL9A1,COL9A1
TBCK,TBCK
VAC14,VAC14
MDP1,MDP1
CEACAM4,CEACAM4
DUSP22,DUSP22
ZSCAN20,ZSCAN20
GLB1L3,GLB1L3
TFRC,TFRC
NAA15,NAA15
NDUFV1,NDUFV1
SLC23A1,SLC23A1
SKOR2,SKOR2
LYPD3,LYPD3
SLC6A11,SLC6A11
ADSS2,ADSS2
ATP6V1C2,ATP6V1C2
SYT1,SYT1
PRAMEF12,PRAMEF12
TSPAN32,TSPAN32
MYH6,MYH6
LYZL6,LYZL6
FBXL19,FBXL19
PRRX1,PRRX1
NELFA,NELFA
ANKRD16,ANKRD16
HLA-DRA,HLA-DRA
CD99L2,CD99L2
RBM24,RBM24
SLC17A2,SLC17A2
TMEM45B,TMEM45B
CASZ1,CASZ1
QSER1,QSER1
SLC25A23,SLC25A23
GATAD2B,GATAD2B
DNAJB12,DNAJB12
KLHL9,KLHL9
SERPINA11,SERPINA11
TM9SF4,TM9SF4
BNIP1,BNIP1
DUSP16,DUSP16
ATP6V0D1,ATP6V0D1
DHRS11,DHRS11
DNAH9,DNAH9
SQLE,SQLE
TEFM,TEFM
AIM2,AIM2
PACS2,PACS2
LANCL2,LANCL2
ALDH1L2,ALDH1L2
ELF5,ELF5
GOLPH3,GOLPH3
DPEP3,DPEP3
RABL3,RABL3
TOPBP1,TOPBP1
MRPL32,MRPL32
PIP4P2,PIP4P2
HSPA2,HSPA2
MIS18A,MIS18A
DMGDH,DMGDH
OPRD1,OPRD1
VAMP3,VAMP3
FGB,FGB
GUCY2D,GUCY2D
TP53,TP53
SFSWAP,SFSWAP
TMEM31,TMEM31
CLN8,CLN8
CACNA1B,CACNA1B
BOK,BOK
TP53RK,TP53RK
SH3PXD2A,SH3PXD2A
ARID5B,ARID5B
MIXL1,MIXL1
SUPT7L,SUPT7L
SPINT1,SPINT1
IWS1,IWS1
PLCD3,PLCD3
NBEAL2,NBEAL2
DBR1,DBR1
LTK,LTK
LMF2,LMF2
GARIN3,GARIN3
GRAMD1B,GRAMD1B
ARTN,ARTN
CHAF1B,CHAF1B
SNAPC3,SNAPC3
HMX2,HMX2
PPP1R8,PPP1R8
AP3B2,AP3B2
LAMA1,LAMA1
TUBB,TUBB
SIGLEC1,SIGLEC1
AGPAT2,AGPAT2
CENPW,CENPW
PTER,PTER
ARRB2,ARRB2
PARD6B,PARD6B
NTN3,NTN3
ICOS,ICOS
ANKLE2,ANKLE2
HYCC1,HYCC1
CSRNP1,CSRNP1
VPS26B,VPS26B
AFMID,AFMID
GALK1,GALK1
PTTG1IP,PTTG1IP
EFR3A,EFR3A
SNAPC2,SNAPC2
KLHDC9,KLHDC9
KMT2A,KMT2A
BIN1,BIN1
CCDC93,CCDC93
SYNE4,SYNE4
HAS3,HAS3
UGGT2,UGGT2
MAP3K20,MAP3K20
HYOU1,HYOU1
ENTREP3,ENTREP3
ASGR1,ASGR1
KCTD3,KCTD3
ITIH3,ITIH3
PKD1L3,PKD1L3
HIP1R,HIP1R
SZT2,SZT2
ERLIN2,ERLIN2
RANBP3,RANBP3
HSDL2,HSDL2
PRKAR1A,PRKAR1A
FGF22,FGF22
MRAP,MRAP
MTMR2,MTMR2
TEX48,TEX48
FGD4,FGD4
POC1A,POC1A
RPS7,RPS7
PARD3,PARD3
GRK7,GRK7
GSDMB,GSDMB
STRN3,STRN3
CPHXL,CPHXL
CHST15,CHST15
PYGO2,PYGO2
PARP11,PARP11
MYO1C,MYO1C
TNFRSF10A,TNFRSF10A
DYRK3,DYRK3
ALDH4A1,ALDH4A1
KLRF2,KLRF2
ZNF853,ZNF853
SEC23A,SEC23A
NDUFAF8,NDUFAF8
OAS1,OAS1
CPN1,CPN1
ARHGAP20,ARHGAP20
NFATC2,NFATC2
DENND4A,DENND4A
ENPP2,ENPP2
ZNF608,ZNF608
SOAT1,SOAT1
FMO2,FMO2
RETSAT,RETSAT
SH3BGRL,SH3BGRL
ACSM1,ACSM1
GRIN2D,GRIN2D
TMEM212,TMEM212
IDO2,IDO2
CHRNB3,CHRNB3
CCL13,CCL13
SLC35E3,SLC35E3
EIF4A1,EIF4A1
RPS25,RPS25
KCNJ16,KCNJ16
PUSL1,PUSL1
FERMT3,FERMT3
INAVA,INAVA
CERKL,CERKL
SPATA31G1,SPATA31G1
NHS,NHS
FKBP4,FKBP4
MTNAP1,C17orf80
TRMU,TRMU
ACSL3,ACSL3
ADAM15,ADAM15
TCN1,TCN1
ARFIP2,ARFIP2
TTLL10,TTLL10
ZBTB4,ZBTB4
IRF6,IRF6
TTPAL,TTPAL
CEP295NL,CEP295NL
PLAGL1,PLAGL1
SPOPL,SPOPL
SLC2A10,SLC2A10
ARHGEF33,ARHGEF33
HMOX2,HMOX2
MPZL3,MPZL3
PDE7A,PDE7A
COTL1,COTL1
DGKA,DGKA
SMARCE1,SMARCE1
WARS1,WARS1
AMBN,AMBN
RBM33,RBM33
RAD23B,RAD23B
L3MBTL2,L3MBTL2
SDK1,SDK1
MAFG,MAFG
PHF14,PHF14
KLF13,KLF13
CLTRN,CLTRN
MB21D2,MB21D2
RIMS1,RIMS1
RAB40B,RAB40B
CFAP36,CFAP36
ZNF223,ZNF223
NKX2-8,NKX2-8
FBXO8,FBXO8
ZNF229,ZNF229
CYTL1,CYTL1
PRSS53,PRSS53
LXN,LXN
PLA2G3,PLA2G3
PER3,PER3
CCDC86,CCDC86
DCUN1D1,DCUN1D1
TTLL11,TTLL11
PROKR2,PROKR2
TBC1D7,TBC1D7
DNAAF8,DNAAF8
CA8,CA8
FUCA1,FUCA1
ARPC1B,ARPC1B
ZNF728,ZNF728
BLTP1,BLTP1
ETV3,ETV3
CYP2W1,CYP2W1
CD200R1,CD200R1
DOCK2,DOCK2
RRAGC,RRAGC
ZNF236,ZNF236
DDRGK1,DDRGK1
PEA15,PEA15
HSPA12B,HSPA12B
TRIM13,TRIM13
CADM2,CADM2
HBEGF,HBEGF
CDKL2,CDKL2
SELENOO,SELENOO
GLYATL3,GLYATL3
USP28,USP28
RBM15,RBM15
GEMIN6,GEMIN6
THBS2,THBS2
EXOC1,EXOC1
SCAF1,SCAF1
CRY2,CRY2
CDK2AP2,CDK2AP2
SOST,SOST
FA2H,FA2H
DUSP6,DUSP6
PCK1,PCK1
WNT4,WNT4
ARF4,ARF4
RGS5,RGS5
INPP5D,INPP5D
KSR2,KSR2
PPP2R2C,PPP2R2C
GLIS3,GLIS3
CNDP1,CNDP1
ZNF37A,ZNF37A
SYBU,SYBU
SMURF2,SMURF2
ORAI3,ORAI3
PLD3,PLD3
IL10RA,IL10RA
OR2T6,OR2T6
SERPINH1,SERPINH1
METTL21EP,METTL21EP
PXDNL,PXDNL
TRAF1,TRAF1
FAM3D,FAM3D
BAG3,BAG3
PIK3CG,PIK3CG
ELAC2,ELAC2
TMEM147,TMEM147
C18orf21,C18orf21
SMIM2,SMIM2
ZNF683,ZNF683
KPNA5,KPNA5
ERICH6B,ERICH6B
MTX3,MTX3
DNAL1,DNAL1
HPSE,HPSE
KLF3,KLF3
PAPPA2,PAPPA2
UBR2,UBR2
QDPR,QDPR
OTOR,OTOR
CCNH,CCNH
CTNNA2,CTNNA2
SLC6A1,SLC6A1
TDRKH,TDRKH
RASD2,RASD2
TANC1,TANC1
CBY2,CBY2
MRNIP,MRNIP
DCBLD2,DCBLD2
TMTC4,TMTC4
AFG3L2,AFG3L2
NLRP5,NLRP5
ACACB,ACACB
BFAR,BFAR
COQ10A,COQ10A
CD82,CD82
MYBPH,MYBPH
SDC4,SDC4
CTNNBL1,CTNNBL1
SMIM33,SMIM33
SLC22A4,SLC22A4
BCAT1,BCAT1
PTK7,PTK7
CISD1,CISD1
DEFB115,DEFB115
TMEM41A,TMEM41A
OGFRL1,OGFRL1
CCDC120,CCDC120
APBA1,APBA1
ADAT1,ADAT1
CSAD,CSAD
TELO2,TELO2
SELENOM,SELENOM
CAV3,CAV3
NR2E3,NR2E3
ASS1,ASS1
NDUFS8,NDUFS8
COLEC12,COLEC12
NCOR2,NCOR2
RNF19A,RNF19A
PRH2,PRH2
ENPP4,ENPP4
RNF40,RNF40
M1AP,M1AP
ZNF18,ZNF18
RAD17,RAD17
MYL1,MYL1
KRBOX1,KRBOX1
SLFN5,SLFN5
PRMT9,PRMT9
RBL1,RBL1
TRAIP,TRAIP
NR1D1,NR1D1
NUP153,NUP153
ZNF655,ZNF655
GJC3,GJC3
CHTF8,CHTF8
CDC25A,CDC25A
SLAMF6,SLAMF6
USP24,USP24
RARS2,RARS2
F11R,F11R
CREB3L4,CREB3L4
LIPA,LIPA
ZNF202,ZNF202
AMOT,AMOT
PSKH1,PSKH1
ELF1,ELF1
TSPEAR,TSPEAR
EIF3J,EIF3J
CFAP52,CFAP52
ISL2,ISL2
ERLEC1,ERLEC1
LYG1,LYG1
PHTF1,PHTF1
CLPS,CLPS
SLC10A2,SLC10A2
GLT8D1,GLT8D1
KDM5C,KDM5C
PLCG2,PLCG2
STAT5B,STAT5B
EIF2AK2,EIF2AK2
TRIM71,TRIM71
SPAG17,SPAG17
KCNK17,KCNK17
NDUFA10,NDUFA10
DCLK1,DCLK1
PIAS2,PIAS2
MFSD4A,MFSD4A
SNX24,SNX24
CELSR3,CELSR3
EIPR1,EIPR1
PPP2R5B,PPP2R5B
SIX5,SIX5
GNG4,GNG4
GPD2,GPD2
ASIP,ASIP
PARP6,PARP6
ALDH3A1,ALDH3A1
PATJ,PATJ
NR6A1,NR6A1
MCAM,MCAM
KRT85,KRT85
SPATA20,SPATA20
RBMS3,RBMS3
C9orf43,C9orf43
LRRC8E,LRRC8E
CAD,CAD
HNRNPA3,HNRNPA3
DDC,DDC
SERINC3,SERINC3
MYCBP2,MYCBP2
IFT172,IFT172
C2orf68,C2orf68
FAM149A,FAM149A
GUCA1C,GUCA1C
MPHOSPH10,MPHOSPH10
PPP1R17,PPP1R17
THSD7B,THSD7B
CD300E,CD300E
CCDC14,CCDC14
RAPGEF1,RAPGEF1
LIMD1,LIMD1
ZBP1,ZBP1
AFP,AFP
SLC16A14,SLC16A14
ZNF362,ZNF362
COLGALT2,COLGALT2
TAOK2,TAOK2
LIG1,LIG1
SDR42E1,SDR42E1
DNAJC22,DNAJC22
SEPTIN9,SEPTIN9
MAPK7,MAPK7
UBASH3B,UBASH3B
CARNS1,CARNS1
FGF19,FGF19
ZNF771,ZNF771
ARHGAP42,ARHGAP42
F2RL2,F2RL2
HIBCH,HIBCH
MCRIP2,MCRIP2
PSD2,PSD2
MEPE,MEPE
PIBF1,PIBF1
CCSAP,CCSAP
APCS,APCS
RP2,RP2
ZNF496,ZNF496
HEPH,HEPH
FAAH2,FAAH2
CABP4,CABP4
MON1A,MON1A
ARRDC1,ARRDC1
JRK,JRK
PKNOX1,PKNOX1
VIP,VIP
PPM1L,PPM1L
SLC25A46,SLC25A46
MAPK11,MAPK11
MRTFA,MRTFA
RASSF9,RASSF9
PRMT2,PRMT2
HIRIP3,HIRIP3
ZNF607,ZNF607
RPA2,RPA2
ZBTB3,ZBTB3
MATCAP1,MATCAP1
SLC36A4,SLC36A4
CAMKK1,CAMKK1
TMUB1,TMUB1
STX17,STX17
UFSP2,UFSP2
CHRNA6,CHRNA6
QSOX2,QSOX2
CELF1,CELF1
MTFP1,MTFP1
OTX1,OTX1
EDARADD,EDARADD
ABCB11,ABCB11
PGAP1,PGAP1
ZER1,ZER1
SETDB2,SETDB2
SHOX,SHOX
MDM1,MDM1
MCM9,MCM9
FMO5,FMO5
SAMD7,SAMD7
PPIL6,PPIL6
SHOC2,SHOC2
SLC51A,SLC51A
CORO1B,CORO1B
MSLN,MSLN
ELP6,ELP6
FCRLA,FCRLA
STPG4,STPG4
NOS2,NOS2
ZNF747,ZNF747
UBTD2,UBTD2
LACRT,LACRT
CINP,CINP
TAF5L,TAF5L
SLC28A2,SLC28A2
ANKRD30A,ANKRD30A
CAPNS1,CAPNS1
RPL26L1,RPL26L1
ADAM9,ADAM9
GINM1,GINM1
RP1,RP1
STT3B,STT3B
TMEM63A,TMEM63A
CDC40,CDC40
RALBP1,RALBP1
LRP12,LRP12
YIF1A,YIF1A
ARF1,ARF1
CYB561A3,CYB561A3
TTF2,TTF2
MAGI1,MAGI1
SIAH3,SIAH3
ZNF618,ZNF618
MOCS2,MOCS2
AZIN2,AZIN2
SCRG1,SCRG1
CFL2,CFL2
DAOA,DAOA
RNF2,RNF2
TMEM233,TMEM233
ZNF530,ZNF530
BMPR2,BMPR2
HELB,HELB
RBBP6,RBBP6
AQP8,AQP8
FEM1C,FEM1C
WRN,WRN
UQCC4,UQCC4
SPMIP9,SPMIP9
MAP6,MAP6
ZNF512B,ZNF512B
CTSO,CTSO
GPHA2,GPHA2
RNF41,RNF41
JDP2,JDP2
GPSM3,GPSM3
HFE,HFE
HTR2A,HTR2A
SATB2,SATB2
MTG2,MTG2
PI15,PI15
UNK,UNK
ZNF799,ZNF799
CRYGC,CRYGC
A2M,A2M
DSCAML1,DSCAML1
RPS19BP1,RPS19BP1
ZNF106,ZNF106
UTP4,UTP4
TKFC,TKFC
CIDEA,CIDEA
CNBP,CNBP
DMRTC2,DMRTC2
GMIP,GMIP
SLC26A8,SLC26A8
R3HDM1,R3HDM1
SLC5A7,SLC5A7
BMI1,BMI1
PRKCB,PRKCB
KHNYN,KHNYN
ABHD18,ABHD18
GRB10,GRB10
ENTPD6,ENTPD6
DNAJC4,DNAJC4
RXFP1,RXFP1
ERMP1,ERMP1
GPATCH2,GPATCH2
DFFA,DFFA
ANXA6,ANXA6
MAP3K21,MAP3K21
STK10,STK10
ITGA1,ITGA1
B3GAT2,B3GAT2
ZNF74,ZNF74
POGLUT2,POGLUT2
EMP2,EMP2
MAP2K6,MAP2K6
IQCF1,IQCF1
GNRHR,GNRHR
SLC16A6,SLC16A6
NKX3-2,NKX3-2
PLPP5,PLPP5
ACO1,ACO1
PRDM4,PRDM4
CFAP70,CFAP70
DKK4,DKK4
LAX1,LAX1
TRA2B,TRA2B
TM6SF1,TM6SF1
CSTL1,CSTL1
PRKCSH,PRKCSH
NIPA1,NIPA1
ESYT3,ESYT3
GJB6,GJB6
CD1E,CD1E
RAB2B,RAB2B
TNFRSF1A,TNFRSF1A
SPATA32,SPATA32
TRERF1,TRERF1
CAMK4,CAMK4
PYCR1,PYCR1
POLDIP2,POLDIP2
RHBDF2,RHBDF2
DAB2IP,DAB2IP
TNK2,TNK2
SDR16C5,SDR16C5
CSRNP2,CSRNP2
TBC1D20,TBC1D20
ZC2HC1A,ZC2HC1A
DIXDC1,DIXDC1
GMEB1,GMEB1
ITM2B,ITM2B
PWWP2A,PWWP2A
SAMD4A,SAMD4A
DPH2,DPH2
LAD1,LAD1
ITGA2,ITGA2
CENPE,CENPE
EME2,EME2
ZNF232,ZNF232
TTC34,TTC34
TRAC,TRAC
EHD1,EHD1
OIT3,OIT3
ETNK2,ETNK2
RHOT1,RHOT1
CPXM1,CPXM1
CDR2L,CDR2L
GCLC,GCLC
UBALD1,UBALD1
PPP1CB,PPP1CB
TMEM106A,TMEM106A
TMEM186,TMEM186
SCAPER,SCAPER
ADISSP,ADISSP
GTF2H4,GTF2H4
SEMA5A,SEMA5A
CELSR1,CELSR1
SNTB2,SNTB2
ANKRD62,ANKRD62
CCDC15,CCDC15
KLHL20,KLHL20
DMWD,DMWD
ANAPC10,ANAPC10
CRISPLD1,CRISPLD1
CHMP7,CHMP7
GALNT18,GALNT18
C2orf69,C2orf69
NUCKS1,NUCKS1
DNAJC5B,DNAJC5B
MYL12A,MYL12A
UMAD1,UMAD1
TBC1D13,TBC1D13
KRT18,KRT18
TSNAX,TSNAX
MROH7,MROH7
SYS1,SYS1
C20orf141,C20orf141
CYP2C8,CYP2C8
CLIP1,CLIP1
MSS51,MSS51
BPHL,BPHL
CREG1,CREG1
LPXN,LPXN
CDK17,CDK17
GPX3,GPX3
THAP1,THAP1
MAFF,MAFF
NUP54,NUP54
TEX261,TEX261
CCNE1,CCNE1
LRRC14B,LRRC14B
MILR1,MILR1
SUN5,SUN5
DYDC1,DYDC1
PTPN22,PTPN22
PCDHAC2,PCDHAC2
PPIL3,PPIL3
KIF7,KIF7
MFSD4B,MFSD4B
TMTC2,TMTC2
PCDH8,PCDH8
ZPLD1,ZPLD1
PENK,PENK
NTHL1,NTHL1
TAF4B,TAF4B
CNOT7,CNOT7
SAXO3,SAXO3
UIMC1,UIMC1
HYDIN,HYDIN
PRKCI,PRKCI
EPHB3,EPHB3
DMP1,DMP1
NXPH2,NXPH2
ARHGAP44,ARHGAP44
TBCE,TBCE
TMEM198,TMEM198
PHF19,PHF19
ERLIN1,ERLIN1
FZD2,FZD2
ATXN7L2,ATXN7L2
MYB,MYB
NT5DC4,NT5DC4
KIF19,KIF19
THOC7,THOC7
EPN3,EPN3
PABPC4L,PABPC4L
FLVCR2,FLVCR2
GAL3ST3,GAL3ST3
SPRYD4,SPRYD4
RAD52,RAD52
TMEM225,TMEM225
AVEN,AVEN
PAH,PAH
TRIM3,TRIM3
DHX34,DHX34
TMEM74B,TMEM74B
SRSF4,SRSF4
BMPR1B,BMPR1B
DAAM1,DAAM1
CRYBA1,CRYBA1
IL21R,IL21R
CD8A,CD8A
C19orf44,C19orf44
LRPAP1,LRPAP1
MTMR10,MTMR10
CCDC192,CCDC192
PLTP,PLTP
MED12,MED12
NEK2,NEK2
SFTPD,SFTPD
UNC119,UNC119
KANK2,KANK2
C19orf33,C19orf33
TRIM39,TRIM39
CYLC2,CYLC2
NELFE,NELFE
SLC15A5,SLC15A5
SAA2,SAA2
ZNF593OS,ZNF593OS
DEFB116,DEFB116
DNAI2,DNAI2
CLSPN,CLSPN
MICU1,MICU1
SHC4,SHC4
FAM135B,FAM135B
HGD,HGD
TCHP,TCHP
TRAF6,TRAF6
SLC35B2,SLC35B2
CPE,CPE
SNX5,SNX5
SECISBP2L,SECISBP2L
RBM44,RBM44
C18orf54,C18orf54
PATE1,PATE1
TCEA3,TCEA3
ATP23,ATP23
NDUFA8,NDUFA8
DSG1,DSG1
HSPA4L,HSPA4L
RUFY3,RUFY3
C19orf85,C19orf85
RPLP2,RPLP2
TBXA2R,TBXA2R
CPQ,CPQ
TMEM88B,TMEM88B
MAP6D1,MAP6D1
WSCD1,WSCD1
KLHL15,KLHL15
ROBO4,ROBO4
BEND5,BEND5
SUGT1,SUGT1
POC5,POC5
CCDC63,CCDC63
THSD7A,THSD7A
IL33,IL33
CHRNE,CHRNE
DDX21,DDX21
NAPSA,NAPSA
ZBBX,ZBBX
KRT39,KRT39
TATDN2,TATDN2
MR1,MR1
FUT6,FUT6
ANKRD46,ANKRD46
SPON1,SPON1
MYF6,MYF6
ALDH3B1,ALDH3B1
PREX2,PREX2
CASP12,CASP12
SLC9B2,SLC9B2
PRICKLE3,PRICKLE3
NEK4,NEK4
CCDC190,CCDC190
NOD2,NOD2
CNGA3,CNGA3
XRN1,XRN1
RDH13,RDH13
BTG3,BTG3
TNFRSF4,TNFRSF4
P2RX5,P2RX5
THTPA,THTPA
RGSL1,RGSL1
CPLANE2,CPLANE2
CTH,CTH
MROH2B,MROH2B
ATAD2B,ATAD2B
SLC6A15,SLC6A15
ZNF599,ZNF599
FAM227B,FAM227B
DLC1,DLC1
DPY19L4,DPY19L4
STXBP5L,STXBP5L
ARMC5,ARMC5
C14orf39,C14orf39
STIL,STIL
EPC1,EPC1
C4orf50,C4orf50
SENP2,SENP2
HRH3,HRH3
STAMBP,STAMBP
CLEC11A,CLEC11A
PPL,PPL
VTN,VTN
ZNF226,ZNF226
DAAM2,DAAM2
COX16,COX16
ZMAT4,ZMAT4
ZNF775,ZNF775
HCN4,HCN4
S100A16,S100A16
MTFMT,MTFMT
CYP2R1,CYP2R1
NCOA7,NCOA7
POMT1,POMT1
ZC3H13,ZC3H13
NFE2L2,NFE2L2
NABP1,NABP1
THOC2,THOC2
FCGBP,FCGBP
MMACHC,MMACHC
AMPD1,AMPD1
CBX7,CBX7
TCF25,TCF25
RAP1GDS1,RAP1GDS1
SEPTIN6,SEPTIN6
AGTPBP1,AGTPBP1
COMTD1,COMTD1
DNASE1,DNASE1
RASAL1,RASAL1
PTGES,PTGES
APH1B,APH1B
RAB4A,RAB4A
BCL6B,BCL6B
KRTAP4-1,KRTAP4-1
CELF3,CELF3
TUBA3E,TUBA3E
MPP4,MPP4
MYO18B,MYO18B
PRPF3,PRPF3
SUSD1,SUSD1
STON2,STON2
CCR7,CCR7
ADAM7,ADAM7
TPRKB,TPRKB
ACAP2,ACAP2
FCGR2A,FCGR2A
TP53BP2,TP53BP2
GPCPD1,GPCPD1
BSND,BSND
NUSAP1,NUSAP1
ARPP19,ARPP19
CLSTN3,CLSTN3
SUPT16H,SUPT16H
MCRIP1,MCRIP1
ITGB2,ITGB2
ZCRB1,ZCRB1
CYP1B1,CYP1B1
NUDT21,NUDT21
BMP10,BMP10
MLST8,MLST8
DNM3,DNM3
DEFB118,DEFB118
NTRK2,NTRK2
FBP2,FBP2
TBC1D25,TBC1D25
PPP1R16A,PPP1R16A
LINC03040,LINC03040
LSM8,LSM8
PLPBP,PROSC
PVALEF,PVALEF
PTPRU,PTPRU
ZFHX3,ZFHX3
ZDHHC8,ZDHHC8
ESPNL,ESPNL
