Gene name,Pig gene name
RNU6-369P,U6
TMEM53,TMEM53
ADAMTS19,ADAMTS19
ZHX1,ZHX1
RFX2,RFX2
ELMO1,ELMO1
CADM2,CADM2
OPTN,OPTN
FAM83A,FAM83A
ARMH1,ARMH1
IFT172,IFT172
PLK2,PLK2
PHF1,PHF1
NLRP6,NLRP6
PGGHG,PGGHG
DNAI7,DNAI7
MTUS1,MTUS1
CASKIN2,CASKIN2
MBNL3,MBNL3
KIF2C,KIF2C
COPB2,COPB2
IFITM5,IFITM5
C4orf54,C4orf54
B4GALNT4,B4GALNT4
GREM1,GREM1
TSEN54,TSEN54
ACER1,ACER1
ANO9,ANO9
CLDN4,CLDN4
ALKBH7,ALKBH7
GIN1,GIN1
SLC24A5,SLC24A5
CUTA,CUTA
GTF2F1,GTF2F1
LRRD1,LRRD1
ATXN7L1,ATXN7L1
RSPRY1,RSPRY1
MCM10,MCM10
LLGL2,LLGL2
QARS1,QARS1
CTXN2,CTXN2
CERT1,CERT1
P2RY2,P2RY2
SLC12A1,SLC12A1
P2RY6,P2RY6
EMP2,EMP2
NAPEPLD,NAPEPLD
C16orf82,C16orf82
ZNF319,ZNF319
ZNF688,ZNF688
SLC25A41,SLC25A41
ETFRF1,ETFRF1
CENPN,CENPN
WAS,WAS
TRIML2,TRIML2
SLC25A23,SLC25A23
LANCL2,LANCL2
EEF1D,EEF1D
RNU4-67P,U4
MANSC4,MANSC4
SYNGAP1,SYNGAP1
UCMA,UCMA
SNORD46,SNORD46
SNORD38A,SNORD38A
SNORD38B,SNORD38B
RNU5E-6P,U5
EIF2B3,EIF2B3
PHYH,PHYH
SCN3B,SCN3B
ADGRL3,ADGRL3
KMT2C,KMT2C
KCTD10,KCTD10
FBN3,FBN3
ACE2,ACE2
CNEP1R1,CNEP1R1
ZNF202,ZNF202
HECTD3,HECTD3
ZNF438,ZNF438
TBC1D25,TBC1D25
UBE3B,UBE3B
SUV39H2,SUV39H2
STAT5A,STAT5A
UROD,UROD
TFE3,TFE3
ITPRIPL2,ITPRIPL2
PRDM7,PRDM7
PLEKHG4,PLEKHG4
TMEM126B,TMEM126B
HDAC6,HDAC6
MEIG1,MEIG1
FAS,FAS
TMEM126A,TMEM126A
UBAP1L,UBAP1L
NIFK,NIFK
CCDC89,CCDC89
TSN,TSN
ZBTB9,ZBTB9
NOL9,NOL9
NUP43,NUP43
HERC2,HERC2
RNU6-126P,U6
TAS1R1,TAS1R1
GNPTG,GNPTG
ACVR2A,ACVR2A
THRSP,THRSP
NDUFC2,NDUFC2
ZBTB48,ZBTB48
RRP8,RRP8
LRP11,LRP11
KCTD11,KCTD11
ILK,ILK
SMIM5,SMIM5
LRRC8C,LRRC8C
RNF227,RNF227
RNU6-1275P,U6
EPHA8,EPHA8
SNX14,SNX14
SEPTIN9,SEPTIN9
ORC4,ORC4
IGFBP1,IGFBP1
HEATR1,HEATR1
TLNRD1,TLNRD1
MEGF11,MEGF11
IGFBP3,IGFBP3
ANKDD1B,ANKDD1B
AKAP8L,AKAP8L
FKBP9,FKBP9
DNAH5,DNAH5
MBD5,MBD5
INAFM2,INAFM2
MRPL17,MRPL17
DISP2,DISP2
ACSM3,ACSM3
DCHS1,DCHS1
RNU6-949P,U6
STX12,STX12
BAHD1,BAHD1
RP9,RP9
MMAB,MMAB
PPP1R8,PPP1R8
CHST14,CHST14
ALG8,ALG8
IVD,IVD
GARIN1A,GARIN1A
THEMIS2,THEMIS2
SGMS2,SGMS2
ERCC8,ERCC8
LHFPL3,LHFPL3
THUMPD1,THUMPD1
IL2RA,IL2RA
RSRC2,RSRC2
SLC25A40,SLC25A40
RPA2,RPA2
REXO5,REXO5
BLTP1,BLTP1
MYO5A,MYO5A
RBM17,RBM17
DBF4,DBF4
MALL,MALL
RNU1-2,U1
MFAP2,MFAP2
SRI,SRI
NPHP1,NPHP1
PFKFB3,PFKFB3
KNTC1,KNTC1
ATP13A2,ATP13A2
YJU2B,YJU2B
CARTPT,CARTPT
STEAP4,STEAP4
HSD17B4,HSD17B4
LAMB2,LAMB2
STPG3,STPG3
LRRC32,LRRC32
ADAM22,ADAM22
MRI1,MRI1
ABAT,ABAT
CHMP6,CHMP6
C19orf53,C19orf53
TSKU,TSKU
NXNL2,NXNL2
ACER3,ACER3
AATK,AATK
OSR2,OSR2
CC2D1A,CC2D1A
UNC13B,UNC13B
TLE3,TLE3
PADI2,PADI2
PFKFB1,PFKFB1
HCAR1,HCAR1
CCDC71,CCDC71
CCDC62,CCDC62
KLHDC8B,KLHDC8B
CCAR2,CCAR2
CIMIP7,CIMIP7
OTOP1,OTOP1
PADI1,PADI1
CLRN1,CLRN1
TMEM128,TMEM128
PALD1,PALD1
ZBTB49,ZBTB49
TEPSIN,TEPSIN
PADI3,PADI3
LCLAT1,LCLAT1
ACAD11,ACAD11
HIP1R,HIP1R
BEX4,BEX4
WWC3,WWC3
STX18,STX18
TMEM186,TMEM186
CCN1,CCN1
CCL25,CCL25
CARHSP1,CARHSP1
GZMB,GZMB
GALK1,GALK1
GRIK2,GRIK2
B3GNT6,B3GNT6
CAPN5,CAPN5
ACSBG2,ACSBG2
HHIPL2,HHIPL2
NOSTRIN,NOSTRIN
SYNE2,SYNE2
KANTR,KANTR
TIMM22,TIMM22
SNORD50B,SNORD50B
ATXN1,ATXN1
BHLHA9,BHLHA9
TRARG1,TRARG1
TAF1A,TAF1A
SEMA4G,SEMA4G
KLHL13,KLHL13
NSG1,NSG1
VPS37B,VPS37B
ACKR4,ACKR4
ABR,ABR
STMN4,STMN4
RNU2-11P,U2
MIA3,MIA3
TMEM40,TMEM40
MRPL28,MRPL28
SNRNP48,SNRNP48
CCND3,CCND3
ACVR1B,ACVR1B
GATA1,GATA1
KIT,KIT
C2CD3,C2CD3
PGAP6,PGAP6
IL2RB,IL2RB
CYP17A1,CYP17A1
OGT,OGT
SPINT2,SPINT2
TAMALIN,TAMALIN
EHBP1,EHBP1
NME4,NME4
BORCS7,BORCS7
RPS6KA6,RPS6KA6
AIDA,AIDA
PMP2,PMP2
ZBED4,ZBED4
ECM2,ECM2
MAN2B2,MAN2B2
ALG12,ALG12
NR4A1,NR4A1
AS3MT,AS3MT
FABP9,FABP9
ANKRD66,ANKRD66
FABP4,FABP4
PPP1R14A,PPP1R14A
HS3ST5,HS3ST5
BROX,BROX
RNF39,RNF39
NT5C2,NT5C2
LHX6,LHX6
IMPA1,IMPA1
SH3KBP1,SH3KBP1
YIF1B,YIF1B
CRELD2,CRELD2
CCDC82,CCDC82
UNC5B,UNC5B
DDR1,DDR1
GSK3B,GSK3B
DECR2,DECR2
BLOC1S4,BLOC1S4
ERMAP,ERMAP
VRK2,VRK2
RETREG1,RETREG1
NFKB2,NFKB2
NICOL1,NICOL1
NEK1,NEK1
ERP44,ERP44
KIF5A,KIF5A
C17orf67,C17orf67
DGKE,DGKE
ZNF691,ZNF691
TMEM45B,TMEM45B
GSAP,GSAP
TNPO1,TNPO1
TLE7,TLE7
PRDM10,PRDM10
DISP1,DISP1
ZFAND1,ZFAND1
TRIM25,TRIM25
HPF1,HPF1
BRD1,BRD1
PPP1R26,PPP1R26
RDH5,RDH5
PIERCE1,PIERCE1
RAB6B,RAB6B
CD63,CD63
ZNF697,ZNF697
ZNF750,ZNF750
CHST4,CHST4
TAT,TAT
METRNL,METRNL
SLK,SLK
REG4,REG4
PTPN12,PTPN12
FUT1,FUT1
C3orf62,C3orf62
PDK2,PDK2
MARVELD3,MARVELD3
TRMT1,TRMT1
NUP214,NUP214
USP4,USP4
PHLPP2,PHLPP2
ADAM30,ADAM30
CCDC158,CCDC158
PHGDH,PHGDH
STON1,STON1
ATF4,ATF4
CERS6,CERS6
COL17A1,COL17A1
TIGD2,TIGD2
RBPJ,RBPJ
CLIP3,CLIP3
SAMD14,SAMD14
AP1G1,AP1G1
CHMP4C,CHMP4C
THAP8,THAP8
PPP1R9B,PPP1R9B
GINS4,GINS4
POLR2I,POLR2I
COL1A1,COL1A1
ST14,ST14
SRA1,SRA1
TBCB,TBCB
FERD3L,FERD3L
TMEM44,TMEM44
GPAT4,GPAT4
JADE2,JADE2
TMEM140,TMEM140
STN1,STN1
WDR91,WDR91
ZBTB43,ZBTB43
CLP1,CLP1
SPRING1,SPRING1
CAPNS1,CAPNS1
AKIP1,AKIP1
ANGPTL2,ANGPTL2
WDR55,WDR55
GOLGA7,GOLGA7
HRK,HRK
SCNN1A,SCNN1A
GPR151,GPR151
TMEM92,TMEM92
C4orf3,C4orf3
FABP2,FABP2
XYLT2,XYLT2
PCDHGB1,PCDHGB1
INSRR,INSRR
USP53,USP53
ECE2,ECE2
PDLIM1,PDLIM1
PCDHGA4,PCDHGA4
ARHGEF5,ARHGEF5
PCDHGA6,PCDHGA6
LRRC47,LRRC47
VSTM4,VSTM4
TMEM9B,TMEM9B
SNORD71,SNORD71
FAM170B,FAM170B
LRRC18,LRRC18
TBCE,TBCE
RFC1,RFC1
SLC6A2,SLC6A2
LTBR,LTBR
EME1,EME1
LPCAT4,LPCAT4
PNLIPRP1,PNLIPRP1
WDR62,WDR62
LRRC59,LRRC59
NOBOX,NOBOX
SGCA,SGCA
ARNT2,ARNT2
TAPBPL,TAPBPL
DYNC1I2,DYNC1I2
PCBP4,PCBP4
COL25A1,COL25A1
CD9,CD9
EFCAB3,EFCAB3
SHH,SHH
HDAC3,HDAC3
ARHGAP39,ARHGAP39
SNRPA1,SNRPA1
DENND5A,DENND5A
MCF2,MCF2
DLG5,DLG5
DMTN,DMTN
MRC2,MRC2
BRF1,BRF1
RASGEF1B,RASGEF1B
CLEC3A,CLEC3A
PRPF31,PRPF31
ERCC4,ERCC4
CYP1A1,CYP1A1
RELL2,RELL2
ABCC6,ABCC6
LMBR1,LMBR1
ARAP2,ARAP2
AHRR,AHRR
NKX2-4,NKX2-4
TLK2,TLK2
TGM5,TGM5
RNU6-343P,U6
NKX2-2,NKX2-2
PAM,PAM
POLR3A,POLR3A
SNORD59A,SNORD59A
PTGES3,PTGES3
LENG1,LENG1
TMC4,TMC4
ECT2,ECT2
SPATA2,SPATA2
ZNF131,ZNF131
RNF114,RNF114
AMBN,AMBN
NOM1,NOM1
SNAI1,SNAI1
RPS24,RPS24
MBOAT7,MBOAT7
MNX1,MNX1
PPL,PPL
KNSTRN,KNSTRN
GCK,GCK
GRSF1,GRSF1
C5orf63,C5orf63
NID2,NID2
TENT5D,TENT5D
ARHGEF28,ARHGEF28
HSD17B6,HSD17B6
TMEM41B,TMEM41B
HELLS,HELLS
MAFF,MAFF
CCDC134,CCDC134
TSEN34,TSEN34
SEC14L5,SEC14L5
TEX28,TEX28
ZFHX2,ZFHX2
MAGIX,MAGIX
CD93,CD93
IPO7,IPO7
JPH4,JPH4
BCL2L13,BCL2L13
DENND4B,DENND4B
IRAK1,IRAK1
RPS9,RPS9
LYSMD4,LYSMD4
CLNK,CLNK
CCDC78,CCDC78
CCDC88C,CCDC88C
CD5,CD5
EZH2,EZH2
MCTP2,MCTP2
VPS37C,VPS37C
IDO2,IDO2
CRTC2,CRTC2
ANKRD17,ANKRD17
SLC4A1,SLC4A1
EXTL3,EXTL3
GMPR2,GMPR2
ZSCAN31,ZSCAN31
MTA3,MTA3
MAPK6,MAPK6
NR0B1,NR0B1
ERN2,ERN2
TXLNG,TXLNG
RNY4,Y_RNA
RNU6-650P,U6
CREB3L4,CREB3L4
CCDC146,CCDC146
TMEM249,TMEM249
XRN1,XRN1
METTL24,METTL24
RBBP7,RBBP7
CARD9,CARD9
MAP7,MAP7
SHF,SHF
UBE2V2,UBE2V2
DMXL1,DMXL1
DDB1,DDB1
RUNDC3A,RUNDC3A
FANCC,FANCC
MFSD5,MFSD5
CHP2,CHP2
ESPL1,ESPL1
LRATD2,LRATD2
ZNF853,ZNF853
NR2E3,NR2E3
ZNF316,ZNF316
PRKCB,PRKCB
AGO2,AGO2
RNU12,U12
REPS2,REPS2
ZNF12,ZNF12
TFAP2C,TFAP2C
CRTC3,CRTC3
SLC25A39,SLC25A39
LBP,LBP
PFDN5,PFDN5
CACNG3,CACNG3
MIR151A,MIR151A
TRIM56,TRIM56
RBBP6,RBBP6
RAB13,RAB13
FGF20,FGF20
HOXA1,HOXA1
CTHRC1,CTHRC1
HOXA2,HOXA2
IDH1,IDH1
HOXA5,HOXA5
TASOR2,TASOR2
PRELID2,PRELID2
HOXA7,HOXA7
PDIA3,PDIA3
HOXA9,HOXA9
PTK2,PTK2
MOSPD1,MOSPD1
ARID3C,ARID3C
POPDC2,POPDC2
C1orf52,C1orf52
MIR196B,ssc-mir-196b-1
HOXA11,HOXA11
NEK6,NEK6
PYROXD2,PYROXD2
MYG1,MYG1
RNU6-616P,U6
SMIM10,SMIM10
HOXA13,HOXA13
ARHGEF18,ARHGEF18
MCCC2,MCCC2
CEP104,CEP104
EVX1,EVX1
IL20RA,IL20RA
COX17,COX17
MAML3,MAML3
NSUN5,NSUN5
HPS1,HPS1
ZCCHC4,ZCCHC4
ARIH2,ARIH2
ARHGAP4,ARHGAP4
FAM171A2,FAM171A2
AAAS,AAAS
GNL1,GNL1
MARCHF2,MARCHF2
ITGA2B,ITGA2B
INTS12,INTS12
TRIM7,TRIM7
TRIM50,TRIM50
HAPSTR1,HAPSTR1
SNORA71,SNORA71
MANEA,MANEA
EIPR1,EIPR1
PSMB7,PSMB7
FKBP6,FKBP6
LSM14A,LSM14A
NT5E,NT5E
HNF1B,HNF1B
PFKP,PFKP
TRIM41,TRIM41
HERC6,HERC6
NR5A1,NR5A1
NMBR,NMBR
SWI5,SWI5
PGBD1,PGBD1
RTBDN,RTBDN
RACK1,RACK1
SEMA3D,SEMA3D
MYO3B,MYO3B
NRM,NRM
ERAL1,ERAL1
FANCG,FANCG
BBS2,BBS2
ENOPH1,ENOPH1
DFFB,DFFB
CASTOR2,CASTOR2
CDH24,CDH24
RCC1L,RCC1L
MRFAP1,MRFAP1
GBA3,GBA3
ISL2,ISL2
BTN1A1,BTN1A1
ANAPC13,ANAPC13
MIR451A,ssc-mir-451
MIR144,ssc-mir-144
DHRS13,DHRS13
HPN,HPN
CENPE,CENPE
MBIP,MBIP
OTUD7A,OTUD7A
ACP6,ACP6
AMOTL2,AMOTL2
SP7,SP7
PRPF18,PRPF18
THSD4,THSD4
NAA10,NAA10
SP1,SP1
PHF12,PHF12
FZD9,FZD9
RBAK,RBAK
PRR19,PRR19
ABCB5,ABCB5
C6orf52,C6orf52
AMHR2,AMHR2
ATXN3,ATXN3
TIAM2,TIAM2
MIR190A,ssc-mir-190a
SCG5,SCG5
TMEM108,TMEM108
MIR31,ssc-mir-31
IFNE,IFNE
CCDC180,CCDC180
HSPA6,HSPA6
PNLIP,PNLIP
PROK1,PROK1
PRR13,PRR13
KCNA10,KCNA10
LYAR,LYAR
KCNA2,KCNA2
INTS14,INTS14
SLC12A8,SLC12A8
SNRPD2,SNRPD2
PNLIPRP2,PNLIPRP2
HELT,HELT
SFXN3,SFXN3
GFY,GFY
FDXR,FDXR
MEPE,MEPE
FDPS,FDPS
OR1I1,OR1I1
TFPT,TFPT
GPM6A,GPM6A
SCART1,SCART1
CBX5,CBX5
CFAP36,CFAP36
SNORD95,SNORD95
TRIM52,TRIM52
CIMAP1D,CIMAP1D
TIFAB,TIFAB
NFE2,NFE2
PDCD6,PDCD6
NPM3,NPM3
ATP6V0E2,ATP6V0E2
CDKN2A,CDKN2A
TKFC,TKFC
NKX2-3,NKX2-3
COPZ1,COPZ1
RTF1,RTF1
ENTPD7,ENTPD7
TOMM40,TOMM40
TAX1BP1,TAX1BP1
CUTC,CUTC
OPA1,OPA1
VSX1,VSX1
RUSC2,RUSC2
MESP1,MESP1
COX15,COX15
PITX2,PITX2
SEMA4B,SEMA4B
CCDC150,CCDC150
CIMIP2B,CIMIP2B
CCDC6,CCDC6
GPSM2,GPSM2
CYB561A3,CYB561A3
CDK1,CDK1
FGFR4,FGFR4
MRPS2,MRPS2
APOE,APOE
ENTPD6,ENTPD6
SLC10A7,SLC10A7
PLGRKT,PLGRKT
RNU2-72P,U2
SLC25A28,SLC25A28
UFL1,UFL1
CD274,CD274
APOC4,APOC4
FHL5,FHL5
MMGT1,MMGT1
ZC4H2,ZC4H2
SERAC1,SERAC1
NKX6-2,NKX6-2
GTF3C3,GTF3C3
CFAP46,CFAP46
CCDC9B,CCDC9B
CLPTM1,CLPTM1
MIR148B,MIR148B
GPR84,GPR84
CPSF7,CPSF7
PDCD1LG2,PDCD1LG2
DMD,DMD
MRPL51,MRPL51
LCTL,LCTL
MOB3B,MOB3B
IFNK,IFNK
FADS6,FADS6
ATXN1L,ATXN1L
REELD1,REELD1
C9orf72,C9orf72
DTX2,DTX2
CNOT6L,CNOT6L
USH1G,USH1G
IST1,IST1
OTOP2,OTOP2
NCAPD2,NCAPD2
OTOP3,OTOP3
HID1,HID1
HGFAC,HGFAC
MFGE8,MFGE8
GTF2H5,GTF2H5
C2orf66,C2orf66
PGAP1,PGAP1
KCNQ5,KCNQ5
FRMD4A,FRMD4A
MIR876,MIR876
DYNLT4,DYNLT4
CDR2L,CDR2L
LINGO2,LINGO2
MRPL58,MRPL58
ZBTB34,ZBTB34
KCNK2,KCNK2
LRPAP1,LRPAP1
S1PR3,S1PR3
SHC3,SHC3
RNU6-362P,U6
C8orf88,C8orf88
PIP4P2,PIP4P2
CKS2,CKS2
ALG2,ALG2
MTMR4,MTMR4
OTUD6B,OTUD6B
SEC61B,SEC61B
IPMK,IPMK
IL1R1,IL1R1
LY86,LY86
RGS12,RGS12
FAM120A,FAM120A
SCARNA10,SCARNA10
GAPDH,GAPDH
GATA3,GATA3
TNPO3,TNPO3
LRRC69,LRRC69
SYCE2,SYCE2
MIR371A,ssc-mir-371
PRKCG,PRKCG
RO60,RO60
CIB1,CIB1
SLC26A7,SLC26A7
PRELID1,PRELID1
EHD4,EHD4
BRIP1,BRIP1
HK1,HK1
PLA2G4D,PLA2G4D
EYA2,EYA2
PLA2G4E,PLA2G4E
RGS14,RGS14
OR13C3,OR13C3
APBA1,APBA1
CACNG7,CACNG7
LACTB,LACTB
LRRC10B,LRRC10B
TUT1,TUT1
BRD9,BRD9
CACNG8,CACNG8
CACNG6,CACNG6
RPS27L,RPS27L
MTA2,MTA2
ZNF821,ZNF821
PTAR1,PTAR1
IL1RL2,IL1RL2
VSTM1,VSTM1
SYT6,SYT6
RNU6-861P,U6
MEX3B,MEX3B
ARHGAP18,ARHGAP18
H2BK1,H2BK1
TNRC18,TNRC18
SLC44A1,SLC44A1
ZMYND8,ZMYND8
IL1RL1,IL1RL1
SPATA22,SPATA22
ELF2,ELF2
TSACC,TSACC
YAF2,YAF2
PDE10A,PDE10A
EML3,EML3
TRIP13,TRIP13
ARRDC2,ARRDC2
EFL1,EFL1
CFAP57,CFAP57
ZCWPW1,ZCWPW1
PPHLN1,PPHLN1
SLC9A4,SLC9A4
TICRR,TICRR
NKD2,NKD2
MCM4,MCM4
FZR1,FZR1
MITD1,MITD1
CSN2,CSN2
ASPA,ASPA
EBNA1BP2,EBNA1BP2
DHODH,DHODH
ODAM,ODAM
SLC12A7,SLC12A7
PTPA,PTPA
HLA-DQB1,SLA-DQB1
ALOX12,ALOX12
KIF7,KIF7
MRPL30,MRPL30
WARS2,WARS2
DHX38,DHX38
PACC1,PACC1
RNASEK,RNASEK
UMAD1,UMAD1
TXNDC9,TXNDC9
FAM76A,FAM76A
SPAM1,SPAM1
UQCRQ,UQCRQ
FANCI,FANCI
C17orf49,C17orf49
FDCSP,FDCSP
LEAP2,LEAP2
CDX1,CDX1
HOXA3,HOXA3
CFAP97,CFAP97
FBXL17,FBXL17
AMZ1,AMZ1
C2orf69,C2orf69
SNX25,SNX25
TYW5,TYW5
MIR195,ssc-mir-195
MIR497,ssc-mir-497
BCL6B,BCL6B
ARL15,ARL15
ROM1,ROM1
HMG20B,HMG20B
B3GAT3,B3GAT3
DHX29,DHX29
CDH16,CDH16
SLC16A13,SLC16A13
TFCP2L1,TFCP2L1
CLEC10A,CLEC10A
TNFRSF25,TNFRSF25
REPIN1,REPIN1
GANAB,GANAB
GIPC3,GIPC3
CCDC124,CCDC124
REEP2,REEP2
ASGR1,ASGR1
CYP4V2,CYP4V2
GIMAP8,GIMAP8
TEKTIP1,TEKTIP1
NEUROD6,NEUROD6
FKBP8,FKBP8
AKNA,AKNA
FAM53A,FAM53A
ZMYND11,ZMYND11
CLK4,CLK4
ZCRB1,ZCRB1
MYO6,MYO6
RIPK2,RIPK2
MARCHF1,MARCHF1
DVL2,DVL2
TRA2A,TRA2A
IFFO1,IFFO1
CIAO2B,CIAO2B
OSGIN2,OSGIN2
NEUROG2,NEUROG2
LARP7,LARP7
CCDC126,CCDC126
DENND1A,DENND1A
DECR1,DECR1
FAM221A,FAM221A
PHF23,PHF23
GPR156,GPR156
KXD1,KXD1
SDHA,SDHA
CGGBP1,CGGBP1
FOXP3,FOXP3
LCORL,LCORL
TOR1B,TOR1B
SOD3,SOD3
ZNF654,ZNF654
CCDC149,CCDC149
TOR1A,TOR1A
CES3,CES3
TMEM233,TMEM233
TP63,TP63
C9orf78,C9orf78
PRKAB1,PRKAB1
GABARAP,GABARAP
CFAP210,CFAP210
SCARB2,SCARB2
NBN,NBN
USP20,USP20
PHOSPHO2,PHOSPHO2
CRLF1,CRLF1
CTDNEP1,CTDNEP1
CBFB,CBFB
KLHL23,KLHL23
CCNJL,CCNJL
REX1BD,REX1BD
MLF2,MLF2
SSB,SSB
HSF4,HSF4
HSPA4,HSPA4
TMEM59L,TMEM59L
INTS5,INTS5
CYP51A1,CYP51A1
METTL5,METTL5
RCOR3,RCOR3
C11orf98,C11orf98
PGK1,PGK1
SNORA57,SNORA57
UBXN1,UBXN1
IL13,IL13
GSN,GSN
KRIT1,KRIT1
BDP1,BDP1
CLDN7,CLDN7
ZBTB33,ZBTB33
TMEM255A,TMEM255A
NME3,NME3
CFI,CFI
SLC2A4,SLC2A4
TMEM271,TMEM271
PDE6B,PDE6B
HSPD1,HSPD1
PHB2,PHB2
POGK,POGK
KLC3,KLC3
RNU6-1078P,U6
PIN4,PIN4
FER,FER
PAQR6,PAQR6
SPMIP8,SPMIP8
YBX2,YBX2
ERCC6L,ERCC6L
HNRNPUL2,HNRNPUL2
LVRN,LVRN
SOCS1,SOCS1
NFYB,NFYB
ATXN2L,ATXN2L
CITED1,CITED1
RN7SL259P,Metazoa_SRP
QRICH2,QRICH2
IFTAP,IFTAP
MDC1,MDC1
PPP1R13L,PPP1R13L
RNFT2,RNFT2
RHOV,RHOV
VPS18,VPS18
ATP5ME,ATP5ME
RASL10B,RASL10B
HUWE1,HUWE1
GAS2L2,GAS2L2
DLL4,DLL4
MMP28,MMP28
SLC49A3,SLC49A3
AGER,AGER
CHAC1,CHAC1
RGL1,RGL1
DIAPH1,DIAPH1
INO80,INO80
MASP1,MASP1
POLR1G,POLR1G
PIH1D2,PIH1D2
GFAP,GFAP
ERCC2,ERCC2
CPLX1,CPLX1
MYL5,MYL5
TCF7L2,TCF7L2
CNOT2,CNOT2
WDR74,WDR74
RNU6-1209P,U6
CEBPD,CEBPD
PRKDC,PRKDC
KCNC4,KCNC4
RASSF6,RASSF6
UBR3,UBR3
MEAF6,MEAF6
FNIP1,FNIP1
TF,TF
DEUP1,DEUP1
EVC,EVC
GCG,GCG
RCN2,RCN2
FUBP3,FUBP3
OR51L1,OR51L1
PPT1,PPT1
OR8D4,OR8D4
SLCO2A1,SLCO2A1
DPP4,DPP4
PSMC3,PSMC3
TLR10,TLR10
PTPDC1,PTPDC1
RNU6-226P,U6
ABHD15,ABHD15
HRH2,HRH2
BTF3,BTF3
TSPAN3,TSPAN3
TP53I13,TP53I13
TLR6,TLR6
FAM114A1,FAM114A1
MDFIC2,MDFIC2
CPB1,CPB1
SASH1,SASH1
MAST4,MAST4
SNORD79,SNORD79
IRF2,IRF2
EME2,EME2
MIRLET7A1,ssc-let-7a-2
MIRLET7F1,ssc-let-7f-2
MIRLET7D,ssc-let-7d
DAB2IP,DAB2IP
ZNF649,ZNF649
PSTPIP1,PSTPIP1
RCAN2,RCAN2
GIT1,GIT1
DDX1,DDX1
ZNF613,ZNF613
KCNG4,KCNG4
USP31,USP31
PHF24,PHF24
PALM2AKAP2,PALM2AKAP2
AGTR1,AGTR1
ZNF317,ZNF317
PLEKHG5,PLEKHG5
TUSC3,TUSC3
DNASE1L3,DNASE1L3
OR7D2,OR7D2
CIC,CIC
ABHD6,ABHD6
BAZ1B,BAZ1B
OR8D1,OR8D1
OR5B3,OR5B3
MAP6,MAP6
CCPG1,CCPG1
MAB21L2,MAB21L2
OR8B8,OR8B8
BCL7B,BCL7B
DBN1,DBN1
LRBA,LRBA
CCN6,CCN6
PXK,PXK
HNRNPA1,HNRNPA1
ANKRD13B,ANKRD13B
RNU6-607P,U6
ZNF703,ZNF703
ERLIN2,ERLIN2
GTF2IRD1,GTF2IRD1
PRL,PRL
TLR4,TLR4
MTMR1,MTMR1
FAM163B,FAM163B
PLEKHF1,PLEKHF1
FAM222B,FAM222B
DBH,DBH
RAB27A,RAB27A
DMPK,DMPK
MYMK,MYMK
MCTP1,MCTP1
ADAMTS13,ADAMTS13
CENATAC,CENATAC
SIN3B,SIN3B
RPS25,RPS25
TRAPPC4,TRAPPC4
FAM98B,FAM98B
USP9X,USP9X
RASGRP1,RASGRP1
ADGRA2,ADGRA2
F2RL3,F2RL3
C2CD2L,C2CD2L
CPAMD8,CPAMD8
LGALS8,LGALS8
HIP1,HIP1
HAUS8,HAUS8
NCL,NCL
PDE6A,PDE6A
GOT1L1,GOT1L1
BNC2,BNC2
HINFP,HINFP
ADRB3,ADRB3
KICS2,KICS2
EIF4EBP1,EIF4EBP1
C12orf56,C12orf56
STAR,STAR
ATP5F1D,ATP5F1D
SLC26A2,SLC26A2
SLC22A5,SLC22A5
ABCG4,ABCG4
LSM1,LSM1
XPOT,XPOT
BAG4,BAG4
CCL26,CCL26
DDHD2,DDHD2
BICD2,BICD2
SCN1B,SCN1B
RHBDD2,RHBDD2
GDF9,GDF9
GRIPAP1,GRIPAP1
DIRAS2,DIRAS2
NHERF4,NHERF4
COPS9,COPS9
TDRD7,TDRD7
SNCA,SNCA
OTOS,OTOS
ANP32B,ANP32B
DCTN2,DCTN2
NDUFA10,NDUFA10
TMEM120A,TMEM120A
NANS,NANS
SHISA7,SHISA7
FXYD3,FXYD3
TRIM14,TRIM14
PDHB,PDHB
PCDHB7,PCDHB7
BAIAP2,BAIAP2
CORO2A,CORO2A
GTF2E2,GTF2E2
TBC1D2,TBC1D2
MCAM,MCAM
HELZ2,HELZ2
TAF7,TAF7
TAF9,TAF9
CHRNA2,CHRNA2
MYOT,MYOT
STYXL1,STYXL1
PIP5K1B,PIP5K1B
PEX5L,PEX5L
PKD2L2,PKD2L2
CLU,CLU
GRK2,GRK2
MRPL20,MRPL20
USP5,USP5
VWA1,VWA1
MDH2,MDH2
WDR37,WDR37
PABIR1,PABIR1
MMRN1,MMRN1
IK,IK
PODNL1,PODNL1
ABCB10,ABCB10
FNBP1,FNBP1
MTHFD2L,MTHFD2L
URB2,URB2
MRPS24,MRPS24
C19orf85,C19orf85
ANKRD13D,ANKRD13D
EREG,EREG
OTUD3,OTUD3
TTLL13,TTLL13
SLC7A8,SLC7A8
URGCP,URGCP
AREG,AREG
PLA2G2E,PLA2G2E
MEX3D,MEX3D
KNCN,KNCN
CERS1,CERS1
SPPL2A,SPPL2A
MSMO1,MSMO1
PTPRB,PTPRB
MKNK1,MKNK1
CACNB2,CACNB2
CPE,CPE
UBE2D4,UBE2D4
SCARA3,SCARA3
SSH3,SSH3
ALPK1,ALPK1
SMOC2,SMOC2
CCDC25,CCDC25
RHAG,RHAG
UPK3B,UPK3B
