Gene name,Mouse gene name
LLGL2,Llgl2
QARS1,Qars1
CTXN2,Ctxn2
CERT1,Cert1
P2RY2,P2ry2
SLC12A1,Slc12a1
P2RY6,P2ry6
EMP2,Emp2
NAPEPLD,Napepld
ZNF319,Zfp319
ZNF688,Zfp688
SLC25A41,Slc25a41
CXCL13,Cxcl13
ETFRF1,Etfrf1
CENPN,Cenpn
WAS,Was
TRIML2,Triml2
SLC25A23,Slc25a23
RPS8,Rps8
LANCL2,Lancl2
EEF1D,Eef1d
RNU4-67P,Gm25995
MANSC4,Mansc4
SYNGAP1,Syngap1
RNU6-6P,Gm22360
UCMA,Ucma
FOXN4,Foxn4
SNORD55,Snord55
SNORD38A,Snord38a
SNORD38B,Gm22980
EIF2B3,Eif2b3
PHYH,Phyh
SCN3B,Scn3b
ADGRL3,Adgrl3
KMT2C,Kmt2c
KCTD10,Kctd10
ACE2,Ace2
CNEP1R1,Cnep1r1
ZNF202,Zfp202
HECTD3,Hectd3
ZNF438,Zfp438
TBC1D25,Tbc1d25
UBE3B,Ube3b
SUV39H2,Suv39h2
STAT5A,Stat5a
UROD,Urod
TFE3,Tfe3
ITPRIPL2,Itpripl2
PRDM7,Prdm9
PLEKHG4,Plekhg4
TMEM126B,Tmem126b
HDAC6,Hdac6
MEIG1,Meig1
FAS,Fas
TMEM126A,Tmem126a
UBAP1L,Ubap1l
NIFK,Nifk
CCDC89,Ccdc89
TSN,Tsn
ZBTB9,Zbtb9
NOL9,Nol9
NUP43,Nup43
HERC2,Herc2
KCTD14,Kctd14
TAS1R1,Tas1r1
GNPTG,Gnptg
ACVR2A,Acvr2a
THRSP,Thrsp
NDUFC2,Ndufc2
ZBTB48,Zbtb48
RRP8,Rrp8
LRP11,Lrp11
KCTD11,Kctd11
SMG8,Smg8
ILK,Ilk
SMIM5,Smim5
LRRC8C,Lrrc8c
RNF227,Rnf227
EPHA8,Epha8
SNX14,Snx14
SEPTIN9,Septin9
ORC4,Orc4
IGFBP1,Igfbp1
HEATR1,Heatr1
TLNRD1,Tlnrd1
MEGF11,Megf11
IGFBP3,Igfbp3
ANKDD1B,Ankdd1b
AKAP8L,Akap8l
FKBP9,Fkbp9
DNAH5,Dnah5
MBD5,Mbd5
INAFM2,Inafm2
MRPL17,Mrpl17
DISP2,Disp2
ACSM3,Acsm3
DCHS1,Dchs1
STX12,Stx12
BAHD1,Bahd1
RP9,Rp9
MMAB,Mmab
PPP1R8,Ppp1r8
CHST14,Chst14
ALG8,Alg8
IVD,Ivd
GARIN1A,Garin1a
THEMIS2,Themis2
SGMS2,Sgms2
ERCC8,Ercc8
LHFPL3,Lhfpl3
THUMPD1,Thumpd1
IL2RA,Il2ra
RSRC2,Rsrc2
SLC25A40,Slc25a40
RPA2,Rpa2
REXO5,Rexo5
BLTP1,Bltp1
MYO5A,Myo5a
RBM17,Rbm17
DBF4,Dbf4
MALL,Mall
MFAP2,Mfap2
SRI,Sri
NPHP1,Nphp1
PFKFB3,Pfkfb3
KNTC1,Kntc1
ATP13A2,Atp13a2
YJU2B,Yju2b
ACSM1,Acsm1
CARTPT,Cartpt
STEAP4,Steap4
HSD17B4,Hsd17b4
LAMB2,Lamb2
STPG3,Stpg3
LRRC32,Lrrc32
ADAM22,Adam22
MRI1,Mri1
ABAT,Abat
CHMP6,Chmp6
C19orf53,D8Ertd738e
TSKU,Tsku
NXNL2,Nxnl2
ACER3,Acer3
AATK,Aatk
OSR2,Osr2
CC2D1A,Cc2d1a
UNC13B,Unc13b
TLE3,Tle3
PADI2,Padi2
PFKFB1,Pfkfb1
HCAR1,Hcar1
CCDC71,Ccdc71
CCDC62,Ccdc62
KLHDC8B,Klhdc8b
CCAR2,Ccar2
CIMIP7,BC048562
OTOP1,Otop1
PADI1,Padi1
CLRN1,Clrn1
TMEM128,Tmem128
PALD1,Pald1
ZBTB49,Zbtb49
TEPSIN,Tepsin
PADI3,Padi3
LCLAT1,Lclat1
ACAD11,Acad11
HIP1R,Hip1r
STX18,Stx18
TMEM186,Tmem186
CCN1,Ccn1
CARHSP1,Carhsp1
GALK1,Galk1
GRIK2,Grik2
B3GNT6,B3gnt6
CAPN5,Capn5
ACSBG2,Acsbg2
HHIPL2,Hhipl2
NOSTRIN,Nostrin
SYNE2,Syne2
KANTR,Kantr
TIMM22,Timm22
ATXN1,Atxn1
BHLHA9,Bhlha9
TRARG1,Trarg1
TAF1A,Taf1a
YWHAE,Ywhae
SEMA4G,Sema4g
KLHL13,Klhl13
NSG1,Nsg1
VPS37B,Vps37b
ACKR4,Ackr4
ABR,Abr
STMN4,Stmn4
RNU2-11P,Gm26256
MIA3,Mia3
TMEM40,Tmem40
RNU6-430P,Gm56216
MRPL28,Mrpl28
SNRNP48,Snrnp48
ANKRD33,Ankrd33
CCND3,Ccnd3
ACVR1B,Acvr1b
GATA1,Gata1
KIT,Kit
OMP,Omp
C2CD3,C2cd3
TRPC5OS,Trpc5os
PGAP6,Pgap6
IL2RB,Il2rb
CYP17A1,Cyp17a1
OGT,Ogt
SPINT2,Spint2
RNU6-574P,Gm25618
TAMALIN,Tamalin
EHBP1,Ehbp1
NME4,Nme4
BORCS7,Borcs7
RPS6KA6,Rps6ka6
AIDA,Aida
PMP2,Pmp2
ZBED4,Zbed4
ECM2,Ecm2
MAN2B2,Man2b2
ALG12,Alg12
NR4A1,Nr4a1
AS3MT,As3mt
FABP9,Fabp9
ANKRD66,Ankrd66
FABP4,Fabp4
PPP1R14A,Ppp1r14a
HS3ST5,Hs3st5
BROX,Brox
RNF39,Rnf39
NT5C2,Nt5c2
LHX6,Lhx6
IMPA1,Impa1
SH3KBP1,Sh3kbp1
YIF1B,Yif1b
CRELD2,Creld2
CCDC82,Ccdc82
UNC5B,Unc5b
DDR1,Ddr1
GSK3B,Gsk3b
DECR2,Decr2
SLC29A3,Slc29a3
STAB2,Stab2
BLOC1S4,Bloc1s4
KIAA0232,D5Ertd579e
ERMAP,Ermap
VRK2,Vrk2
RETREG1,Retreg1
NFKB2,Nfkb2
NICOL1,Nicol1
NEK1,Nek1
ERP44,Erp44
KIF5A,Kif5a
C17orf67,Gm525
DGKE,Dgke
ZNF691,Zfp691
TMEM45B,Tmem45b
GSAP,Gsap
TNPO1,Tnpo1
TLE7,Tle7
PRDM10,Prdm10
SLC10A5,Slc10a5
DISP1,Disp1
ZFAND1,Zfand1
TRIM25,Trim25
HPF1,Hpf1
BRD1,Brd1
PPP1R26,Ppp1r26
RDH5,Rdh5
PIERCE1,Pierce1
RAB6B,Rab6b
CD63,Cd63
LCN1,Lcn4
ZNF697,Zfp697
HMGCS2,Hmgcs2
ZNF750,Zfp750
CHST4,Chst4
RNU6-1061P,Gm22591
TAT,Tat
C19orf33,2200002D01Rik
METRNL,Metrnl
SLK,Slk
REG4,Reg4
PTPN12,Ptpn12
FUT1,Fut1
C3orf62,1700102P08Rik
PDK2,Pdk2
MARVELD3,Marveld3
TRMT1,Trmt1
NUP214,Nup214
USP4,Usp4
PHLPP2,Phlpp2
UGT2A2,Ugt2a2
ADAM30,Adam30
CCDC158,Ccdc158
PHGDH,Phgdh
STON1,Ston1
ATF4,Atf4
CERS6,Cers6
COL17A1,Col17a1
TIGD2,Tigd2
RBPJ,Rbpj
UBE2F,Ube2f
CLIP3,Clip3
SAMD14,Samd14
AP1G1,Ap1g1
CHMP4C,Chmp4c
PPP1R9B,Ppp1r9b
GINS4,Gins4
POLR2I,Polr2i
COL1A1,Col1a1
ST14,St14
SRA1,Sra1
TBCB,Tbcb
OR6B1,Or6b1
FERD3L,Ferd3l
CYREN,Cyren
TMEM44,Tmem44
GPAT4,Gpat4
JADE2,Jade2
TMEM140,Tmem140
STN1,Stn1
WDR91,Wdr91
ZBTB43,Zbtb43
CLP1,Clp1
SPRING1,Spring1
CAPNS1,Capns1
AKIP1,Akip1
ANGPTL2,Angptl2
WDR55,Wdr55
GOLGA7,Golga7
HRK,Hrk
OR6C68,Or6c68
SCNN1A,Scnn1a
OR2Y1,Or2y1d
GPR151,Gpr151
PCDHGA1,Pcdhga1
PCDHGA2,Pcdhga2
TMEM92,Tmem92
C4orf3,1810037I17Rik
FABP2,Fabp2
PCDHGA3,Pcdhga3
XYLT2,Xylt2
PCDHGB1,Pcdhgb1
INSRR,Insrr
USP53,Usp53
ECE2,Ece2
PDLIM1,Pdlim1
PCDHGA4,Pcdhga4
PCDHGB2,Pcdhgb2
PCDHGA5,Pcdhga5
ARHGEF5,Arhgef5
RN7SKP270,Gm55798
PCDHGA6,Pcdhga6
LRRC47,Lrrc47
C11orf16,BC051019
PCDHGA7,Pcdhga7
VSTM4,Vstm4
PCDHGB4,Pcdhgb4
MRPL27,Mrpl27
PCDHGA8,Pcdhga8
TMEM9B,Tmem9b
SNORD71,Snord71
FAM170B,Fam170b
LRRC18,Lrrc18
CYP2C18,Cyp2c55
PCDHGA9,Pcdhga9
TBCE,Tbce
RFC1,Rfc1
PCDHGA10,Pcdhga10
SLC6A2,Slc6a2
PCDHGB7,Pcdhgb7
LTBR,Ltbr
EME1,Eme1
LPCAT4,Lpcat4
PNLIPRP1,Pnliprp1
WDR62,Wdr62
PCDHGA11,Pcdhga11
LRRC59,Lrrc59
SCUBE2,Scube2
PCDHGA12,Pcdhga12
NOBOX,Nobox
SGCA,Sgca
ARNT2,Arnt2
OR2A5,Or2a5
OR2A25,Or2a25
PCDHGC3,Pcdhgc3
OR2A12,Or2a12
RBM33,Rbm33
TAPBPL,Tapbpl
DYNC1I2,Dync1i2
PCBP4,Pcbp4
COL25A1,Col25a1
CD9,Cd9
PCDHGC4,Pcdhgc4
SHH,Shh
PCDHGC5,Pcdhgc5
RNF32,Rnf32
HDAC3,Hdac3
ARHGAP39,Arhgap39
SNRPA1,Snrpa1
DENND5A,Dennd5a
NDUFA3,Ndufa3
MCF2,Mcf2
SPMIP5,Spmip5
RNU6-1266P,Gm23326
DLG5,Dlg5
DMTN,Dmtn
MRC2,Mrc2
BRF1,Brf1
RASGEF1B,Rasgef1b
CLEC3A,Clec3a
PRPF31,Prpf31
ERCC4,Ercc4
CYP1A1,Cyp1a1
RELL2,Rell2
ABCC6,Abcc6
PCDHGB5,Pcdhgb5
RNU6-446P,Gm22127
LMBR1,Lmbr1
ARAP2,Arap2
AHRR,Ahrr
NKX2-4,Nkx2-4
TLK2,Tlk2
TGM5,Tgm5
RNU6-343P,Gm24410
ATP5F1B,Atp5f1b
NKX2-2,Nkx2-2
PAM,Pam
POLR3A,Polr3a
SNORD59A,Snord59a
ATP10A,Atp10a
LENG1,Leng1
TMC4,Tmc4
ECT2,Ect2
SPATA2,Spata2
ZNF131,Zfp131
RNF114,Rnf114
AMBN,Ambn
NOM1,Nom1
SNAI1,Snai1
MBOAT7,Mboat7
MNX1,Mnx1
PPL,Ppl
KNSTRN,Knstrn
GCK,Gck
GRSF1,Grsf1
C5orf63,C330018D20Rik
NID2,Nid2
MAGEB16,Mageb16
TENT5D,Tent5d
ARHGEF28,Arhgef28
HSD17B6,Hsd17b6
TMEM41B,Tmem41b
HELLS,Hells
MAFF,Maff
CCDC134,Ccdc134
TSEN34,Tsen34
SEC14L5,Sec14l5
TEX28,Tex28
ZFHX2,Zfhx2
NACA,Naca
MAGIX,Magix
CD93,Cd93
IPO7,Ipo7
JPH4,Jph4
BCL2L13,Bcl2l13
DENND4B,Dennd4b
IRAK1,Irak1
RPS9,Rps9
LYSMD4,Lysmd4
CLNK,Clnk
CCDC78,Ccdc78
CCDC88C,Ccdc88c
SNORA23,Snora23
CD5,Cd5
EZH2,Ezh2
MCTP2,Mctp2
VPS37C,Vps37c
IDO2,Ido2
CRTC2,Crtc2
ANKRD17,Ankrd17
SLC4A1,Slc4a1
EXTL3,Extl3
GMPR2,Gmpr2
OR10C1,Or10c1
MTA3,Mta3
MAPK6,Mapk6
NR0B1,Nr0b1
ERN2,Ern2
TXLNG,Txlng
RNU6-650P,Gm55662
CREB3L4,Creb3l4
CCDC146,Ccdc146
TMEM249,Tmem249
XRN1,Xrn1
METTL24,Mettl24
RBBP7,Rbbp7
CARD9,Card9
MAP7,Map7
SHF,Shf
RNU6-519P,Gm22549
UBE2V2,Ube2v2
DMXL1,Dmxl1
DDB1,Ddb1
RUNDC3A,Rundc3a
FANCC,Fancc
MFSD5,Mfsd5
CHP2,Chp2
ESPL1,Espl1
LRATD2,Lratd2
ZNF853,Zfp853
NR2E3,Nr2e3
ZNF316,Zfp316
PRKCB,Prkcb
AGO2,Ago2
RNU12,Rnu12
REPS2,Reps2
ZNF12,Zfp12
TFAP2C,Tfap2c
MUC3A,Muc3a
CRTC3,Crtc3
JTB,Jtb
SLC25A39,Slc25a39
LBP,Lbp
MUC17,Muc17
PABIR3,Pabir3
PFDN5,Pfdn5
CACNG3,Cacng3
MIR151A,Mir151
TRIM56,Trim56
RBBP6,Rbbp6
RAB13,Rab13
FGF20,Fgf20
HOXA1,Hoxa1
CTHRC1,Cthrc1
HOXA2,Hoxa2
IDH1,Idh1
HOXA5,Hoxa5
HOXA6,Hoxa6
TASOR2,Tasor2
PRELID2,Prelid2
HOXA7,Hoxa7
PDIA3,Pdia3
HOXA9,Hoxa9
PTK2,Ptk2
MOSPD1,Mospd1
ARID3C,Arid3c
POPDC2,Popdc2
C1orf52,2410004B18Rik
MIR196B,Mir196b
HOXA11,Hoxa11
NEK6,Nek6
PYROXD2,Pyroxd2
MYG1,Myg1
TCEAL8,Tceal8
HOXA13,Hoxa13
ARHGEF18,Arhgef18
MCCC2,Mccc2
CEP104,Cep104
EVX1,Evx1
IL20RA,Il20ra
COX17,Cox17
MAML3,Maml3
NSUN5,Nsun5
HPS1,Hps1
ZCCHC4,Zcchc4
ARIH2,Arih2
ARHGAP4,Arhgap4
FAM171A2,Fam171a2
AAAS,Aaas
GNL1,Gnl1
MARCHF2,Marchf2
ITGA2B,Itga2b
INTS12,Ints12
TRIM7,Trim7
TRIM50,Trim50
HAPSTR1,Hapstr1
PMM2,Pmm2
SNORA71A,Gm26003
SNORA71C,Gm23925
MANEA,Manea
EIPR1,Eipr1
PSMB7,Psmb7
FKBP6,Fkbp6
LSM14A,Lsm14a
NT5E,Nt5e
HNF1B,Hnf1b
PFKP,Pfkp
TRIM41,Trim41
HERC6,Herc6
NR5A1,Nr5a1
NMBR,Nmbr
SWI5,Swi5
PGBD1,Pgbd1
NUDT21,Nudt21
RTBDN,Rtbdn
RACK1,Rack1
SEMA3D,Sema3d
MYO3B,Myo3b
NRM,Nrm
ERAL1,Eral1
FANCG,Fancg
BBS2,Bbs2
ENOPH1,Enoph1
DFFB,Dffb
CASTOR2,Castor2
CDH24,Cdh24
RCC1L,Rcc1l
ISL2,Isl2
BTN1A1,Btn1a1
ANAPC13,Anapc13
MIR144,Mir144
DHRS13,Dhrs13
HPN,Hpn
AK9,Ak9
CENPE,Cenpe
MBIP,Mbip
OTUD7A,Otud7a
ACP6,Acp6
AMOTL2,Amotl2
SP7,Sp7
PRPF18,Prpf18
THSD4,Thsd4
NAA10,Naa10
SP1,Sp1
PHF12,Phf12
FZD9,Fzd9
RBAK,Rbak
PRR19,Prr19
ABCB5,Abcb5
TAAR1,Taar1
AMHR2,Amhr2
ATXN3,Atxn3
TIAM2,Tiam2
MIR190A,Mir190a
SCG5,Scg5
C1orf21,1700025G04Rik
TMEM108,Tmem108
MIR31,Mir31
IFNE,Ifne
CCDC180,Ccdc180
PNLIP,Pnlip
PROK1,Prok1
KCNA10,Kcna10
LYAR,Lyar
KCNA2,Kcna2
INTS14,Ints14
SLC12A8,Slc12a8
SNRPD2,Snrpd2
RPGR,Rpgr
PNLIPRP2,Pnliprp2
HELT,Helt
SFXN3,Sfxn3
GFY,Gfy
DAND5,Dand5
MEPE,Mepe
FDPS,Fdps
OR1I1,Or1i2
TFPT,Tfpt
GPM6A,Gpm6a
SCART1,Scart1
CBX5,Cbx5
CFAP36,Cfap36
SNORD96A,Snord96a
TRIM52,Trim52
CIMAP1D,Cimap1d
NECTIN2,Nectin2
TIFAB,Tifab
NFE2,Nfe2
PDCD6,Pdcd6
NPM3,Npm3
ATP6V0E2,Atp6v0e2
CDKN2A,Cdkn2a
TKFC,Tkfc
NKX2-3,Nkx2-3
COPZ1,Copz1
RTF1,Rtf1
ENTPD7,Entpd7
TOMM40,Tomm40
TAX1BP1,Tax1bp1
CUTC,Cutc
OPA1,Opa1
VSX1,Vsx1
RUSC2,Rusc2
MESP1,Mesp1
COX15,Cox15
PITX2,Pitx2
SEMA4B,Sema4b
CCDC150,Ccdc150
CIMIP2B,Cimip2b
CCDC6,Ccdc6
GPSM2,Gpsm2
CYB561A3,Cyb561a3
CDK1,Cdk1
FGFR4,Fgfr4
MRPS2,Mrps2
APOE,Apoe
ENTPD6,Entpd6
SLC10A7,Slc10a7
APOC1,Apoc1
PLGRKT,Plgrkt
GPR6,Gpr6
SLC25A28,Slc25a28
UFL1,Ufl1
CD274,Cd274
APOC4,Apoc4
FHL5,Fhl5
MMGT1,Mmgt1
ZC4H2,Zc4h2
SERAC1,Serac1
NKX6-2,Nkx6-2
APOC2,Apoc2
GTF3C3,Gtf3c3
CFAP46,Cfap46
CCDC9B,Ccdc9b
CLPTM1,Clptm1
MIR148B,Mir148b
CPSF7,Cpsf7
PDCD1LG2,Pdcd1lg2
DMD,Dmd
MRPL51,Mrpl51
LCTL,Lctl
MOB3B,Mob3b
IFNK,Ifnk
FADS6,Fads6
ATXN1L,Atxn1l
C9orf72,C9orf72
DTX2,Dtx2
CNOT6L,Cnot6l
USH1G,Ush1g
IST1,Ist1
OTOP2,Otop2
NCAPD2,Ncapd2
OTOP3,Otop3
HID1,Hid1
HGFAC,Hgfac
MFGE8,Mfge8
GTF2H5,Gtf2h5
C2orf66,Gm34066
PGAP1,Pgap1
KCNQ5,Kcnq5
DOK7,Dok7
FRMD4A,Frmd4a
MIR876,Mir876
MIR873,Mir873b
DYNLT4,Dynlt4
CDR2L,Cdr2l
LINGO2,Lingo2
MRPL58,Mrpl58
ZBTB34,Zbtb34
KCNK2,Kcnk2
LRPAP1,Lrpap1
S1PR3,S1pr3
SHC3,Shc3
ATP5PD,Atp5pd
C8orf88,Gm11837
PIP4P2,Pip4p2
CKS2,Cks2
OR1D2,Or1d2
RAB24,Rab24
ALG2,Alg2
MTMR4,Mtmr4
OTUD6B,Otud6b
SEC61B,Sec61b
IPMK,Ipmk
H2BC14,H2bc9
IL1R1,Il1r1
LY86,Ly86
RGS12,Rgs12
FAM120A,Fam120a
SCARNA10,Scarna10
CISD1,Cisd1
ZNF709,Zfp617
GATA3,Gata3
TNPO3,Tnpo3
LRRC69,Lrrc69
SYCE2,Syce2
PRKCG,Prkcg
RO60,Ro60
CIB1,Cib1
SLC26A7,Slc26a7
PRELID1,Prelid1
EHD4,Ehd4
BRIP1,Brip1
HK1,Hk1
SAXO4,Saxo4
RN7SKP33,Gm54559
PLA2G4D,Pla2g4d
EYA2,Eya2
PLA2G4E,Pla2g4e
RGS14,Rgs14
OR13C3,Or13c3
OR13D1,Or13d1
APBA1,Apba1
CACNG7,Cacng7
LACTB,Lactb
LRRC10B,Lrrc10b
TUT1,Tut1
BRD9,Brd9
CACNG8,Cacng8
CACNG6,Cacng6
RPS27L,Rps27l
MTA2,Mta2
ZNF821,Zfp821
PTAR1,Ptar1
IL1RL2,Il1rl2
SYT6,Syt6
RNU6-861P,Gm56474
MEX3B,Mex3b
ARHGAP18,Arhgap18
TNRC18,Tnrc18
RN7SKP191,Gm55666
SLC44A1,Slc44a1
ZMYND8,Zmynd8
IL1RL1,Il1rl1
SPATA22,Spata22
ELF2,Elf2
TSACC,Tsacc
YAF2,Yaf2
PDE10A,Pde10a
EML3,Eml3
TRIP13,Trip13
ARRDC2,Arrdc2
EFL1,Efl1
CFAP57,Cfap57
ZCWPW1,Zcwpw1
PPHLN1,Pphln1
SLC9A4,Slc9a4
TICRR,Ticrr
RNU1-61P,Gm55057
NKD2,Nkd2
LIPT1,Lipt1
MCM4,Mcm4
FZR1,Fzr1
MITD1,Mitd1
CSN2,Csn2
ASPA,Aspa
EBNA1BP2,Ebna1bp2
DHODH,Dhodh
ODAM,Odam
SLC12A7,Slc12a7
PTPA,Ptpa
ALOX12,Alox12
KIF7,Kif7
MRPL30,Mrpl30
WARS2,Wars2
DHX38,Dhx38
PACC1,Pacc1
LYG1,Lyg1
RNASEK,Rnasek
UMAD1,Umad1
TXNDC9,Txndc9
FAM76A,Fam76a
UQCRQ,Uqcrq
FANCI,Fanci
C17orf49,0610010K14Rik
FDCSP,BC037156
LEAP2,Leap2
LAMA2,Lama2
CDX1,Cdx1
HOXA3,Hoxa3
CFAP97,Cfap97
FBXL17,Fbxl17
AMZ1,Amz1
C2orf69,1700066M21Rik
SNX25,Snx25
TYW5,Tyw5
MIR195,Mir195a
MIR497,Mir497
BCL6B,Bcl6b
ARL15,Arl15
ROM1,Rom1
HMG20B,Hmg20b
B3GAT3,B3gat3
DHX29,Dhx29
CDH16,Cdh16
SLC16A13,Slc16a13
TFCP2L1,Tfcp2l1
TNFRSF25,Tnfrsf25
REPIN1,Repin1
GANAB,Ganab
GIPC3,Gipc3
SF3B1,Sf3b1
CCDC124,Ccdc124
REEP2,Reep2
ASGR1,Asgr1
CYP4V2,Cyp4v3
GIMAP8,Gimap8
TEKTIP1,Tektip1
NEUROD6,Neurod6
FKBP8,Fkbp8
PPP1R17,Ppp1r17
AKNA,Akna
SMIM20,Smim20
FAM53A,Fam53a
ZMYND11,Zmynd11
CLK4,Clk4
ZCRB1,Zcrb1
MYO6,Myo6
RIPK2,Ripk2
MARCHF1,Marchf1
DVL2,Dvl2
TRA2A,Tra2a
SNORA74,Gm55013
IFFO1,Iffo1
CIAO2B,Ciao2b
OSGIN2,Osgin2
NEUROG2,Neurog2
MOB4,Mob4
CCDC126,Ccdc126
DENND1A,Dennd1a
DECR1,Decr1
FAM221A,Fam221a
PHF23,Phf23
GPR156,Gpr156
KXD1,Kxd1
SDHA,Sdha
CGGBP1,Cggbp1
FOXP3,Foxp3
LCORL,Lcorl
TOR1B,Tor1b
SOD3,Sod3
ZNF654,Zfp654
CCDC149,Ccdc149
TOR1A,Tor1a
TMEM233,Tmem233
TP63,Trp63
C9orf78,BC005624
PRKAB1,Prkab1
GABARAP,Gabarap
CFAP210,Cfap210
SCARB2,Scarb2
NBN,Nbn
USP20,Usp20
PHOSPHO2,Phospho2
CRLF1,Crlf1
CTDNEP1,Ctdnep1
CBFB,Cbfb
KLHL23,Klhl23
CCNJL,Ccnjl
REX1BD,Rex1bd
MLF2,Mlf2
SSB,Ssb
HSF4,Hsf4
HSPA4,Hspa4
TMEM59L,Tmem59l
INTS5,Ints5
CYP51A1,Cyp51
METTL5,Mettl5
RCOR3,Rcor3
C11orf98,1810009A15Rik
PGK1,Pgk1
UBXN1,Ubxn1
IL13,Il13
RHOXF1,Rhox13
GSN,Gsn
KRIT1,Krit1
BDP1,Bdp1
CLDN7,Cldn7
ZBTB33,Zbtb33
TMEM255A,Tmem255a
NME3,Nme3
CFI,Cfi
SLC2A4,Slc2a4
TMEM271,Tmem217rt
PDE6B,Pde6b
RNU6-1006P,Gm22929
HSPD1,Hspd1
PHB2,Phb2
POGK,Pogk
KLC3,Klc3
PIN4,Pin4
FER,Fer
PAQR6,Paqr6
LRRN4CL,Lrrn4cl
SPMIP8,Spmip8
YBX2,Ybx2
ERCC6L,Ercc6l
HNRNPUL2,Hnrnpul2
LVRN,Lvrn
SOCS1,Socs1
NFYB,Nfyb
ATXN2L,Atxn2l
CHRM1,Chrm1
CITED1,Cited1
QRICH2,Qrich2
IFTAP,Iftap
MDC1,Mdc1
PPP1R13L,Ppp1r13l
EID3,Eid3
RNFT2,Rnft2
RHOV,Rhov
VPS18,Vps18
ATP5ME,Atp5me
RASL10B,Rasl10b
HUWE1,Huwe1
GAS2L2,Gas2l2
DLL4,Dll4
MMP28,Mmp28
SLC49A3,Slc49a3
HMGA2,Hmga2
AGER,Ager
CHAC1,Chac1
RGL1,Rgl1
DIAPH1,Diaph1
C17orf50,1700020L24Rik
INO80,Ino80
MASP1,Masp1
POLR1G,Polr1g
PIH1D2,Pih1d2
GFAP,Gfap
ERCC2,Ercc2
CPLX1,Cplx1
TCF7L2,Tcf7l2
CNOT2,Cnot2
WDR74,Wdr74
CEBPD,Cebpd
PRKDC,Prkdc
KCNC4,Kcnc4
RASSF6,Rassf6
UBR3,Ubr3
MEAF6,Meaf6
FNIP1,Fnip1
TF,Trf
DEUP1,Deup1
EVC,Evc
GCG,Gcg
RCN2,Rcn2
FUBP3,Fubp3
OR51L1,Or51l1-ps1
PPT1,Ppt1
OR8D4,Or8d4
SLCO2A1,Slco2a1
DPP4,Dpp4
PSMC3,Psmc3
PTPDC1,Ptpdc1
ABHD15,Abhd15
HRH2,Hrh2
BTF3,Btf3
TSPAN3,Tspan3
TP53I13,Trp53i13
TLR6,Tlr6
FAM114A1,Fam114a1
MDFIC2,Mdfic2
CPB1,Cpb1
SASH1,Sash1
MAST4,Mast4
SNORD79,Gm50452
IRF2,Irf2
EME2,Eme2
MIRLET7A1,Mirlet7a-1
MIRLET7D,Mirlet7d
DAB2IP,Dab2ip
TEX44,Tex44
PSTPIP1,Pstpip1
RCAN2,Rcan2
GIT1,Git1
DDX1,Ddx1
RREB1,Rreb1
KCNG4,Kcng4
USP31,Usp31
PHF24,Phf24
PALM2AKAP2,Pakap
PKD1L3,Pkd1l3
OR1M1,Or1m1
RNU6-144P,Gm25739
ZNF317,Zfp317
PLEKHG5,Plekhg5
TUSC3,Tusc3
DNASE1L3,Dnase1l3
CIC,Cic
ABHD6,Abhd6
BAZ1B,Baz1b
VAMP1,Vamp1
OR52N5,Or52n5
MAP6,Map6
RPP14,Rpp14
OR5A2,Or5a21
CCPG1,Ccpg1
OR52N1,Or52n1
OR5B2,Or5b99
MAB21L2,Mab21l2
OR8B8,Or8b8
RNU6-1198P,Gm23207
BCL7B,Bcl7b
DBN1,Dbn1
LRBA,Lrba
CCN6,Ccn6
PXK,Pxk
HNRNPA1,Hnrnpa1
ANKRD13B,Ankrd13b
ZNF703,Zfp703
ERLIN2,Erlin2
GTF2IRD1,Gtf2ird1
PRL,Prl
TLR4,Tlr4
MTMR1,Mtmr1
FAM163B,Fam163b
PLEKHF1,Plekhf1
FAM222B,Fam222b
DBH,Dbh
RAB27A,Rab27a
DMPK,Dmpk
PCDHGB6,Pcdhgb6
MYMK,Mymk
MCTP1,Mctp1
ADAMTS13,Adamts13
CENATAC,Cenatac
PIPOX,Pipox
SIN3B,Sin3b
RPS25,Rps25
PLPBP,Plpbp
HMGB3,Hmgb3
TRAPPC4,Trappc4
FAM98B,Fam98b
USP9X,Usp9x
RASGRP1,Rasgrp1
ADGRA2,Adgra2
F2RL3,F2rl3
C2CD2L,C2cd2l
LGALS8,Lgals8
RAB11FIP1,Rab11fip1
HIP1,Hip1
HAUS8,Haus8
NCL,Ncl
PDE6A,Pde6a
GOT1L1,Got1l1
BNC2,Bnc2
HINFP,Hinfp
ADRB3,Adrb3
KICS2,Kics2
EIF4EBP1,Eif4ebp1
C12orf56,D930020B18Rik
STAR,Star
ATP5F1D,Atp5f1d
SLC26A2,Slc26a2
ABCG4,Abcg4
LSM1,Lsm1
XPOT,Xpot
BAG4,Bag4
DDHD2,Ddhd2
BICD2,Bicd2
SCN1B,Scn1b
CCL24,Ccl24
RHBDD2,Rhbdd2
GDF9,Gdf9
GRIPAP1,Gripap1
DIRAS2,Diras2
NHERF4,Nherf4
TDRD7,Tdrd7
SNCA,Snca
OTOS,Otos
KRT34,Krt34
ANP32B,Anp32b
DCTN2,Dctn2
NDUFA10,Ndufa10
TMEM120A,Tmem120a
NANS,Nans
PCDHB2,Pcdhb2
