Gene name,Macaque gene name
FAM131B,FAM131B
CCDC7,CCDC7
EBAG9,EBAG9
CALB1,CALB1
DPCD,DPCD
SGK3,SGK3
FBXO38,FBXO38
Metazoa_SRP,Metazoa_SRP
RPL30,RPL30
UBR5,UBR5
Metazoa_SRP,Metazoa_SRP
FBXW4,FBXW4
ZYX,ZYX
TMEM64,TMEM64
RNU6-1165P,U6
HKDC1,HKDC1
ZCCHC24,ZCCHC24
NRBP2,NRBP2
Y_RNA,Y_RNA
SYBU,SYBU
SORCS3,SORCS3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
NECAB1,NECAB1
CCDC196,CCDC196
Metazoa_SRP,Metazoa_SRP
MCMDC2,MCMDC2
Metazoa_SRP,Metazoa_SRP
PPIF,PPIF
FGF8,FGF8
SUPV3L1,SUPV3L1
C8orf88,C8H8orf88
Metazoa_SRP,Metazoa_SRP
HTR4,HTR4
PIP4P2,PIP4P2
SNORA72,SNORA72
NEO1,NEO1
SNORD87,SNORD87
U2,U2
TCF24,TCF24
NPM3,NPM3
KCNV1,KCNV1
VPS26A,VPS26A
PPP1R42,PPP1R42
ZMIZ1,ZMIZ1
ADRB2,ADRB2
ADK,ADK
U2,U2
RNU6ATAC8P,RNU6ATAC8P
RNU6-1224P,U6
GPHN,GPHN
Metazoa_SRP,Metazoa_SRP
U6,U6
OGA,OGA
ODF1,ODF1
RNU4-37P,U4
COPS5,COPS5
POP1,POP1
SH3TC2,SH3TC2
Metazoa_SRP,Metazoa_SRP
KLF10,KLF10
GRINA,GRINA
Y_RNA,Y_RNA
SRGN,SRGN
RNU6-914P,U6
ITGB1,ITGB1
SPATC1,SPATC1
DLC1,DLC1
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ADAMTSL3,ADAMTSL3
NIPAL2,NIPAL2
Metazoa_SRP,Metazoa_SRP
AP3M1,AP3M1
SNORA71,SNORA71
CSMD3,CSMD3
KCNIP2,KCNIP2
Metazoa_SRP,Metazoa_SRP
AZIN1,AZIN1
SORCS1,SORCS1
RNU6-732P,U6
SLC26A7,SLC26A7
CSPP1,CSPP1
MIR584,mml-mir-584
Y_RNA,Y_RNA
KCNS2,KCNS2
GARIN2,GARIN2
Metazoa_SRP,Metazoa_SRP
DDX21,KIFBP
VCL,VCL
GPAA1,GPAA1
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ARMH3,ARMH3
SGCZ,SGCZ
STK3,STK3
PALS1,PALS1
Metazoa_SRP,Metazoa_SRP
NRP1,NRP1
Metazoa_SRP,Metazoa_SRP
CYC1,CYC1
DDX50,DDX50
PLAU,PLAU
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
AFAP1L1,AFAP1L1
SHARPIN,SHARPIN
RNU6-571P,U6
RNU7-153P,U7
Y_RNA,Y_RNA
LDB1,LDB1
ATP6V1C1,ATP6V1C1
Metazoa_SRP,Metazoa_SRP
MIR383,MIR383
MAF1,MAF1
ATP6V1D,ATP6V1D
STOX1,STOX1
Metazoa_SRP,Metazoa_SRP
U2,U2
RN7SL398P,Metazoa_SRP
RNU6-697P,U6
Y_RNA,Y_RNA
POLR3A,POLR3A
TUSC3,TUSC3
HCN4,HCN4
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
REC114,REC114
Metazoa_SRP,Metazoa_SRP
NOLC1,NOLC1
CCAR1,CCAR1
BAALC,BAALC
Y_RNA,Y_RNA
ELOVL3,ELOVL3
EIF2S1,EIF2S1
FZD6,FZD6
NPTN,NPTN
MSR1,MSR1
PITX3,PITX3
Metazoa_SRP,Metazoa_SRP
PLEK2,PLEK2
RNU6-1339P,U6
DLG5,DLG5
TRPS1,TRPS1
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
RNU6-401P,U6
CAMK2G,CAMK2G
SNORD98,SNORD98
TMEM229B,TMEM229B
CTHRC1,CTHRC1
GRPEL2,GRPEL2
Y_RNA,Y_RNA
ARFGEF1,ARFGEF1
RNU6-839P,U6
FGF20,FGF20
CDC45,CDC45
GBF1,GBF1
CHKB,CHKB
TET1,TET1
MICU3,MICU3
U6,U6
SH3GL3,SH3GL3
PCYOX1L,PCYOX1L
PIGH,PIGH
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
XPNPEP1,XPNPEP1
IL17B,IL17B
CD276,CD276
DNA2,DNA2
ZDHHC2,ZDHHC2
UFD1,UFD1
NFKB2,NFKB2
5S_rRNA,5S_rRNA
PARD3,PARD3
SLC25A32,SLC25A32
CPT1B,CPT1B
MIR143,mml-mir-143
PLEKHH1,PLEKHH1
CPA6,CPA6
MIR145,mml-mir-145
MROH1,MROH1
BNC1,BNC1
PSD,PSD
EIF3H,EIF3H
RUFY2,RUFY2
FBXL15,FBXL15
UTP23,UTP23
PREX2,PREX2
Metazoa_SRP,Metazoa_SRP
VPS37A,VPS37A
ADD3,ADD3
HNRNPH3,HNRNPH3
Y_RNA,Y_RNA
RN7SL284P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
U6,U6
TM6SF1,TM6SF1
SYCE3,SYCE3
RAD21,RAD21
MFSD13A,MFSD13A
MTMR7,MTMR7
NDST2,NDST2
Metazoa_SRP,Metazoa_SRP
PBLD,PBLD
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ACTR1A,ACTR1A
INSYN1,INSYN1
SLC7A2,SLC7A2
C8orf34,C8H8orf34
MXI1,MXI1
HDGFL3,HDGFL3
MIR3610,MIR3610
TBC1D21,TBC1D21
MYPN,MYPN
U7,U7
RNU6-889P,U6
AARD,AARD
RN7SL228P,Metazoa_SRP
RNU6-576P,U6
ARHGEF37,ARHGEF37
BTBD1,BTBD1
PDGFRL,PDGFRL
SLC30A8,SLC30A8
LOXL1,LOXL1
ZSWIM8,ZSWIM8
SUFU,SUFU
STOML1,STOML1
DUSP5,DUSP5
RN7SL826P,Metazoa_SRP
PITRM1,PITRM1
PML,PML
HOMER2,HOMER2
SMC3,SMC3
MTUS1,MTUS1
HERC4,HERC4
Metazoa_SRP,Metazoa_SRP
RIMS2,RIMS2
MED30,MED30
Metazoa_SRP,Metazoa_SRP
EXT1,EXT1
HIRA,HIRA
RBM20,RBM20
SLC2A11,MIF
NCAPH2,NCAPH2
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
RNU6-43P,U6
ISLR2,ISLR2
RNU6-847P,U6
RNU6-193P,U6
WHAMM,WHAMM
SAMD12,SAMD12
TRIM8,TRIM8
ISLR,ISLR
MIOX,MIOX
FSD2,FSD2
Metazoa_SRP,Metazoa_SRP
ADM2,ADM2
FGL1,FGL1
GPAM,GPAM
KCNMA1,KCNMA1
TNFRSF11B,TNFRSF11B
SCARNA15,SCARNA15
RN7SL220P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ARL3,ARL3
CUL2,CUL2
CHCHD1,CHCHD1
SIRT1,SIRT1
DDTL,DDTL
COLEC10,COLEC10
FUT11,FUT11
MAL2,MAL2
TECTB,TECTB
WBP1L,SFXN2
DNAJC12,DNAJC12
STRA6,STRA6
RTL6,RTL6
RN7SL394P,Metazoa_SRP
RNU6-1250P,U6
CCN3,CCN3
CYP17A1,CYP17A1
CTNNA3,CTNNA3
MACROD2,MACROD2
Metazoa_SRP,Metazoa_SRP
KLF6,KLF6
PPP6R2,PPP6R2
TDRD9,TDRD9
PARVG,PARVG
AP3B2,AP3B2
PCM1,PCM1
CREM,CREM
Y_RNA,Y_RNA
SYNPO2L,SYNPO2L
RD3L,RD3L
Metazoa_SRP,Metazoa_SRP
RNU6-163P,U6
LRRTM3,LRRTM3
BORCS7,BORCS7
MYOZ1,MYOZ1
ENPP2,ENPP2
U6,U6
RN7SL634P,Metazoa_SRP
DENND6B,DENND6B
AS3MT,AS3MT
U6,U6
AKR1E2,AKR1E2
USP54,USP54
U6,U6
U3,U3
RNU6-115P,U6
RNU6-1159P,U6
DCSTAMP,DCSTAMP
RNU6-883P,U6
ASPG,ASPG
U6,U6
RNU7-77P,U7
FLRT3,FLRT3
CABIN1,CABIN1
RNU6-1167P,U6
DPYS,DPYS
PARVB,PARVB
PPP3CB,PPP3CB
NT5C2,NT5C2
PLXNB2,PLXNB2
DNAJC18,DNAJC18
SEL1L2,SEL1L2
CCNY,CCNY
LRP12,LRP12
MIR203B,mml-mir-203
RNU5B-4P,U5
Metazoa_SRP,Metazoa_SRP
SNORD39,SNORD39
MRPL40,MRPL40
INA,INA
CCDC33,CCDC33
MSS51,MSS51
ZFPM2,ZFPM2
MAPK11,MAPK11
RNU6-278P,U6
RN7SL168P,Metazoa_SRP
ANXA7,ANXA7
TAF2,TAF2
Y_RNA,Y_RNA
PCGF6,PCGF6
NDUFAF5,NDUFAF5
SAMM50,SAMM50
RNU6-684P,U6
CFAP70,CFAP70
CYP11A1,CYP11A1
GJD4,GJD4
STING1,STING1
MAPK12,MAPK12
Y_RNA,Y_RNA
ESF1,ESF1
RNU6-833P,U6
PDE8A,PDE8A
PNPLA3,PNPLA3
TMEM179,TMEM179
MRPS16,MRPS16
SEMA7A,SEMA7A
Y_RNA,Y_RNA
PNPLA5,PNPLA5
UBE2D2,UBE2D2
DNAJC9,DNAJC9
Metazoa_SRP,Metazoa_SRP
OXR1,OXR1
HDAC10,HDAC10
CXXC5,CXXC5
SUSD2,SUSD2
FAM149B1,FAM149B1
DSCC1,DSCC1
ADSS1,ADSS1
TASP1,TASP1
Y_RNA,Y_RNA
PSD2,PSD2
GGT5,GGT5
SIVA1,SIVA1
ARID3B,ARID3B
DEPTOR,DEPTOR
ECD,ECD
CLTCL1,CLTCL1
U6,U6
AKT1,AKT1
CLK3,CLK3
EFCAB6,EFCAB6
RNU6-796P,U6
SELENOO,SELENOO
ZBTB42,ZBTB42
RNU6-339P,U6
EDC3,EDC3
NRG2,NRG2
U8,U8
Metazoa_SRP,Metazoa_SRP
LRMDA,LRMDA
Metazoa_SRP,Metazoa_SRP
ISM1,ISM1
AKR1C8,AKR1C8
CXCL12,CXCL12
LRRC75B,LRRC75B
CYP1A1,CYP1A1
P4HA1,P4HA1
PLD4,PLD4
Metazoa_SRP,Metazoa_SRP
RNU6-673P,U6
RN7SL518P,Metazoa_SRP
TRABD,TRABD
RNU7-84P,U7
ABRA,ABRA
CYP1A2,CYP1A2
SNRPD3,SNRPD3
TMEM72,TMEM72
UCN3,UCN3
SPTLC3,SPTLC3
COL14A1,COL14A1
METTL17,METTL17
Y_RNA,Y_RNA
TUBAL3,TUBAL3
Metazoa_SRP,Metazoa_SRP
SLC39A2,SLC39A2
COX5A,COX5A
ASAH1,ASAH1
RASSF4,RASSF4
GUCD1,GUCD1
SEC11A,SEC11A
NET1,NET1
ANGPT1,ANGPT1
CYSTM1,CYSTM1
DEPP1,DEPP1
NUDT13,NUDT13
CLBA1,CLBA1
SCUBE1,SCUBE1
CALML5,CALML5
MOV10L1,MOV10L1
PFDN1,PFDN1
CALML3,CALML3
NDRG2,NDRG2
SNORA11F,SNORA11F
UPB1,UPB1
RN7SL445P,Metazoa_SRP
CDCA4,CDCA4
Metazoa_SRP,Metazoa_SRP
HBEGF,HBEGF
ZNF248,ZNF248
PLA2G12B,PLA2G12B
MRPL13,MRPL13
PRNP,PRNP
OIT3,OIT3
U6,U6
ASB13,ASB13
BTBD3,BTBD3
SLC4A9,SLC4A9
MTBP,MTBP
TTLL12,TTLL12
C15orf39,C7H15orf39
MCU,MCU
TPPP2,TPPP2
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
ADRA1D,ADRA1D
TSPO,TSPO
Metazoa_SRP,Metazoa_SRP
SNTB1,SNTB1
RNASE7,RNASE7
Metazoa_SRP,Metazoa_SRP
U4,U4
MCAT,MCAT
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
SMOX,SMOX
HAS2,HAS2
BIK,BIK
SPECC1L,SPECC1L
COMMD4,COMMD4
ZHX2,ZHX2
NAT1,NAT1
ALOX5,ALOX5
ARHGEF40,ARHGEF40
Metazoa_SRP,Metazoa_SRP
TTLL1,TTLL1
ADGRA3,ADGRA3
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
MLC1,MLC1
BRF1,BRF1
SLC25A1,SLC25A1
RNF24,RNF24
NAT2,NAT2
MICU1,MICU1
JAG1,JAG1
TASOR2,TASOR2
NEIL1,NEIL1
MIR631,mml-mir-631
ANKRD30BL,ANKRD30BL
RN7SL840P,Metazoa_SRP
RNU6-805P,U6
GBA3,GBA3
Metazoa_SRP,Metazoa_SRP
MAN2C1,MAN2C1
PSD3,PSD3
MARCHF8,MARCHF8
U6,U6
ANKHD1,EIF4EBP3
DNAJB12,DNAJB12
BTBD6,BTBD6
Metazoa_SRP,Metazoa_SRP
PANK2,PANK2
Y_RNA,Y_RNA
TTLL8,TTLL8
PACS2,PACS2
Metazoa_SRP,Metazoa_SRP
SIN3A,SIN3A
Metazoa_SRP,Metazoa_SRP
ARFGAP3,ARFGAP3
PPARGC1A,PPARGC1A
TEX22,TEX22
DDIT4,DDIT4
Metazoa_SRP,Metazoa_SRP
IL17REL,IL17REL
ANAPC16,ANAPC16
BCR,BCR
Y_RNA,Y_RNA
TMEM253,TMEM253
SNORA62,SNORA62
USP18,USP18
ZFAND4,ZFAND4
Metazoa_SRP,Metazoa_SRP
ZNF33B,ZNF33B
MIR103A2,mml-mir-103-2
U6,U6
MTA1,MTA1
RN7SL263P,Metazoa_SRP
SH2D4A,SH2D4A
ASCC1,ASCC1
MAVS,MAVS
U6,U6
Metazoa_SRP,Metazoa_SRP
AP5S1,AP5S1
CRELD2,CRELD2
DHX15,DHX15
U6,U6
TUBA8,TUBA8
CSGALNACT1,CSGALNACT1
RAB36,RAB36
CYB5R3,CYB5R3
SLX4IP,SLX4IP
ALG12,ALG12
RN7SL16P,Metazoa_SRP
SOD3,SOD3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
SPOCK2,SPOCK2
CRIP2,CRIP2
GDI2,GDI2
PEX26,PEX26
RSPH14,RSPH14
Metazoa_SRP,Metazoa_SRP
MKKS,MKKS
ZBED4,ZBED4
CRIP1,CRIP1
U7,U7
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
TRIOBP,TRIOBP
A4GALT,A4GALT
INTS10,INTS10
CCDC149,CCDC149
GNAZ,GNAZ
CDC25B,CDC25B
RNU12,U12
Metazoa_SRP,Metazoa_SRP
ANKRD16,ANKRD16
CHST3,CHST3
BRD1,BRD1
TEDC1,TEDC1
IGLV4-69,IGLV4-69
POLDIP3,POLDIP3
NOL12,NOL12
Metazoa_SRP,Metazoa_SRP
FBH1,FBH1
U6,U6
IGLV10-54,IGLV10-54
LGI2,LGI2
IGLV11-55,IGLV11-55
SNAP25,SNAP25
Metazoa_SRP,Metazoa_SRP
SEPSECS,SEPSECS
PSAP,PSAP
U7,U7
VPREB1,VPREB1
PI4K2B,PI4K2B
SH3BP1,SH3BP1
LPL,LPL
U2,U2
IL15RA,IL15RA
TOP3B,TOP3B
ANKEF1,ANKEF1
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
IGLV4-3,IGLV4-3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
RNU6-513P,U6
Metazoa_SRP,Metazoa_SRP
IGLV3-9,IGLV3-9
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
RNU7-38P,U7
PAK5,PAK5
PPM1F,PPM1F
IL2RA,IL2RA
GGA1,GGA1
RRP7A,RRP7A
ANAPC4,ANAPC4
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
APBB3,APBB3
HSPA12B,HSPA12B
IGHE,IGHE
VSIR,VSIR
BCL2L13,BCL2L13
SLC18A1,SLC18A1
Metazoa_SRP,Metazoa_SRP
MAPK1,MAPK1
RBM17,RBM17
LAMP5,LAMP5
SLC34A2,SLC34A2
ZNF33A,ZNF33A
SLC35A4,SLC35A4
LGALS2,LGALS2
TBC1D22A,TBC1D22A
CDC42EP1,CDC42EP1
YPEL1,YPEL1
SEL1L3,SEL1L3
U6,U6
Metazoa_SRP,Metazoa_SRP
CD14,CD14
Metazoa_SRP,Metazoa_SRP
CHD8,CHD8
ADISSP,ADISSP
NFAM1,NFAM1
TMCO6,TMCO6
ATP6V1B2,ATP6V1B2
CARD10,CARD10
U6,U6
IGHM,IGHM
PFKFB3,PFKFB3
BID,BID
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
TCF20,TCF20
PRAME,PRAME
IK,IK
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
SKIDA1,SKIDA1
ZNF280A,ZNF280A
SIGLEC1,SIGLEC1
Metazoa_SRP,Metazoa_SRP
PLCB4,PLCB4
ZNF280B,ZNF280B
PPIL2,PPIL2
CERK,CERK
MFNG,MFNG
U6,U6
RBPJ,RBPJ
LZTS1,LZTS1
Metazoa_SRP,Metazoa_SRP
SNORD8,SNORD8
RNU7-102P,U7
Metazoa_SRP,Metazoa_SRP
MIR301B,mml-mir-301b
ELFN2,ELFN2
U3,U3
ATP6V1E1,ATP6V1E1
NDUFA2,NDUFA2
SDF2L1,SDF2L1
RN7SL650P,Metazoa_SRP
Y_RNA,Y_RNA
WDR55,WDR55
IGHV3-15,IGHV3-15
CCDC116,CCDC116
ADAM33,ADAM33
Metazoa_SRP,Metazoa_SRP
SULF1,SULF1
DND1,DND1
CYP2D6,CYP2D6
GRAMD4,GRAMD4
CYTH4,CYTH4
RAB2B,RAB2B
MSMB,MSMB
GFRA2,GFRA2
CCKAR,CCKAR
TTC28,TTC28
SLC25A18,SLC25A18
GFRA4,GFRA4
RET,RET
RAC2,RAC2
HIC2,HIC2
NCOA4,NCOA4
TBC1D19,TBC1D19
TOX4,TOX4
HARS1,HARS1
DOK2,DOK2
SLCO5A1,SLCO5A1
TMEM191C,TMEM191C
RN7SL757P,Metazoa_SRP
METTL3,METTL3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
IGLV9-49,IGLV9-49
C1QTNF6,C1QTNF6
XPO7,XPO7
TIMM23,TIMM23
RN7SL675P,Metazoa_SRP
SNORA74,SNORA74
ATRN,ATRN
IL2RB,IL2RB
CSGALNACT2,CSGALNACT2
SALL2,SALL2
PITPNB,PITPNB
PI4KA,PI4KA
NDUFA6,NDUFA6
RNU6-917P,U6
PARG,PARG
SIRPB2,SIRPB2
MLLT10,MLLT10
CELSR1,CELSR1
STIM2,STIM2
Metazoa_SRP,Metazoa_SRP
PRDM14,PRDM14
SMDT1,SMDT1
PRKCQ,PRKCQ
Y_RNA,Y_RNA
PHETA2,PHETA2
TMPRSS6,TMPRSS6
RNU1-101P,U1
RASGEF1A,RASGEF1A
TRAV1-1,TRAV1-1
Metazoa_SRP,Metazoa_SRP
HARS2,HARS2
RN7SL101P,Metazoa_SRP
SNORD13P1,SNORD13P1
Metazoa_SRP,Metazoa_SRP
OR10G2,OR10G2
CECR2,CECR2
OR4E2,OR4E2
SERPIND1,SERPIND1
OR4E1,OR4E1
NAGA,NAGA
OGDHL,OGDHL
NCOA2,NCOA2
RNU6-1066P,U6
TRAV2,TRAV2
NSFL1C,NSFL1C
TRAV3,TRAV3
PCDH7,PCDH7
U6,U6
TRAV5,TRAV5
WBP2NL,WBP2NL
Metazoa_SRP,Metazoa_SRP
RNY3P14,Y_RNA
FXYD4,FXYD4
RN7SL203P,Metazoa_SRP
TRMU,TRMU
ACSM4,ACSM4
TRAV9-1,TRAV9-1
CRYBA4,CRYBA4
SFMBT2,SFMBT2
TRAV10,TRAV10
DMTN,DMTN
CRYBB1,CRYBB1
U3,U3
TRAM1,TRAM1
PLCB1,PLCB1
C10orf53,C9H10orf53
TRAV13-1,TRAV13-1
GTSE1,GTSE1
TRAV12-2,TRAV12-2
TRAV8-3,TRAV8-3
CHAT,CHAT
CD163L1,CD163L1
AIFM3,AIFM3
RNU6-535P,U6
LACTB2,LACTB2
KCTD17,KCTD17
ZMAT2,ZMAT2
TFIP11,TFIP11
SLC18A3,SLC18A3
RN7SL19P,Metazoa_SRP
CD163,CD163
VTRNA1-1,Vault
TTC38,TTC38
HNRNPF,HNRNPF
VTRNA1-3,Vault
TRAV9-2,TRAV9-2
NFATC2,NFATC2
DNAAF9,DNAAF9
XKR9,XKR9
REEP4,REEP4
APOBEC1,APOBEC1
TRAV12-3,TRAV12-3
FKBP1A,FKBP1A
SRRD,SRRD
TRAV8-6,TRAV8-6
GDF3,GDF3
TRAV16,TRAV16
ERCC6,ERCC6
PKDREJ,PKDREJ
FHIP2B,FHIP2B
TRAV17,TRAV17
ITIH5,ITIH5
TRAV19,TRAV19
CDPF1,CDPF1
LZTR1,LZTR1
ATP9A,ATP9A
HPS4,HPS4
CLEC4C,CLEC4C
MPST,MPST
SNORD3J,U3
NUDT18,NUDT18
SDCBP2,SDCBP2
Metazoa_SRP,Metazoa_SRP
PPARA,PPARA
TST,TST
Metazoa_SRP,Metazoa_SRP
NANOG,NANOG
Metazoa_SRP,Metazoa_SRP
ZNF487,ZNF487
Metazoa_SRP,Metazoa_SRP
THAP7,THAP7
EYA1,EYA1
HR,HR
ASPHD2,ASPHD2
CENPM,CENPM
Metazoa_SRP,Metazoa_SRP
MIRLET7A3,MIRLET7A3
CIMIP4,CIMIP4
RNU7-193P,U7
Metazoa_SRP,Metazoa_SRP
P2RX6,P2RX6
RNU6-573P,U6
ADA2,ADA2
RAD21L1,RAD21L1
SALL4,SALL4
SLC7A4,SLC7A4
WNT7B,WNT7B
CSF2RB,CSF2RB
TNFRSF13C,TNFRSF13C
PCDHAC2,PCDHAC2
Metazoa_SRP,Metazoa_SRP
ZNF239,ZNF239
RNU6-347P,U6
LGI3,LGI3
Metazoa_SRP,Metazoa_SRP
DRGX,DRGX
RNU7-6P,U7
SLC2A14,SLC2A14
C20orf202,C10H20orf202
SEZ6L,SEZ6L
SHISA8,SHISA8
C10orf71,C9H10orf71
TMEM74B,TMEM74B
U6,U6
NCF4,NCF4
ITIH2,ITIH2
ARAP2,ARAP2
TRAV29DV5,TRAV29DV5
ZFP64,ZFP64
PSMF1,PSMF1
TMEM273,TMEM273
TRAV30,TRAV30
ATXN10,ATXN10
PVALB,PVALB
TRAV34,TRAV34
ZNF485,ZNF485
SLC4A11,SLC4A11
SREBF2,SREBF2
TRAV36DV7,TRAV36DV7
Metazoa_SRP,Metazoa_SRP
U8,U8
ZNF32,ZNF32
TRAV38-1,TRAV38-1
ITPA,ITPA
MSC,MSC
IFT27,IFT27
Metazoa_SRP,Metazoa_SRP
TRAV39,TRAV39
RSPO4,RSPO4
VSTM4,VSTM4
TRAV41,TRAV41
HDHD5,HDHD5
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
TSHZ2,TSHZ2
MED15,MED15
TRPA1,TRPA1
RNU6-306P,U6
ANGPT4,ANGPT4
SFTPC,SFTPC
Metazoa_SRP,Metazoa_SRP
RNU6-1141P,U6
SCAF11,SCAF11
CACNG2,CACNG2
DDRGK1,DDRGK1
Y_RNA,Y_RNA
KIN,KIN
FAM110A,FAM110A
DNAJC1,DNAJC1
MIR33A,mml-mir-33a
MYO18B,MYO18B
WDFY4,WDFY4
SLC52A3,SLC52A3
PCDHB1,PCDHB1
ZNF217,ZNF217
KCNB2,KCNB2
RN7SL812P,Metazoa_SRP
Y_RNA,Y_RNA
U7,U7
ATP5F1C,ATP5F1C
LZTS3,LZTS3
RNY1P9,Y_RNA
TRDV3,TRDV3
Metazoa_SRP,Metazoa_SRP
BMI1,COMMD3
PCDHB3,PCDHB3
BMP1,BMP1
CCDC134,CCDC134
FBLN1,FBLN1
LRRC18,LRRC18
PCDHB4,PCDHB4
TAF3,TAF3
UBOX5,UBOX5
SCARF2,SCARF2
Metazoa_SRP,Metazoa_SRP
RNU105B,SNORA73
TERF1,TERF1
FASTKD5,FASTKD5
EIF3D,EIF3D
SRXN1,SRXN1
DTHD1,DTHD1
RNU6-225P,U6
Metazoa_SRP,Metazoa_SRP
TAS2R13,TAS2R13
TCF15,TCF15
GATA3,GATA3
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
U7,U7
PCDHB8,PCDHB8
SLC38A1,SLC38A1
BCAS1,BCAS1
GRK3,GRK3
SPAG6,SPAG6
PHYHIP,PHYHIP
MAPK8,MAPK8
AVP,AVP
MEI1,MEI1
Metazoa_SRP,Metazoa_SRP
MIR320A,mml-mir-320a
PCDHB10,PCDHB10
NWD2,NWD2
TAS2R10,TAS2R10
TAS2R9,TAS2R9
TMX4,TMX4
OXT,OXT
Y_RNA,Y_RNA
POLR3D,POLR3D
GAB4,GAB4
TAS2R8,TAS2R8
Metazoa_SRP,Metazoa_SRP
RIBC2,RIBC2
RNU6-285P,U6
Metazoa_SRP,Metazoa_SRP
TAS2R7,TAS2R7
AICDA,AICDA
C4orf19,C5H4orf19
FOXRED2,FOXRED2
MRPS26,MRPS26
Metazoa_SRP,Metazoa_SRP
SLC38A2,SLC38A2
Metazoa_SRP,Metazoa_SRP
CYP24A1,CYP24A1
GNRH2,GNRH2
Y_RNA,Y_RNA
RELL1,RELL1
PIWIL3,PIWIL3
YBX3,YBX3
PIP4K2A,PIP4K2A
TXN2,TXN2
PIWIL2,PIWIL2
CLEC4E,CLEC4E
SMC1B,SMC1B
HAO1,HAO1
SLC25A2,SLC25A2
SBSPON,SBSPON
SNU13,SNU13
PFDN4,PFDN4
SLC38A4,SLC38A4
TAF7,TAF7
RTN4R,RTN4R
Y_RNA,Y_RNA
RN7SL547P,Metazoa_SRP
RNU6-413P,U6
DOK5,DOK5
STYK1,STYK1
CLEC4D,CLEC4D
FRMPD2,FRMPD2
PGM2,PGM2
RNU6-476P,U6
MYH9,MYH9
AMIGO2,AMIGO2
CCDC188,CCDC188
MAGOHB,MAGOHB
CLEC6A,CLEC6A
SLC39A14,SLC39A14
MCRS1,MCRS1
CBLN4,CBLN4
PTPRA,PTPRA
XRCC6,XRCC6
CELF2,CELF2
PCED1B,PCED1B
RDH10,RDH10
MC3R,MC3R
BMP2,BMP2
Metazoa_SRP,Metazoa_SRP
TBC1D20,TBC1D20
ARMC3,ARMC3
FAM210B,FAM210B
Y_RNA,Y_RNA
SGSM1,SGSM1
Metazoa_SRP,Metazoa_SRP
FERMT1,FERMT1
RNU6-336P,U6
CLEC4A,CLEC4A
RNU1-124P,U1
SLC5A1,SLC5A1
Y_RNA,Y_RNA
PPP3CC,PPP3CC
AURKA,AURKA
FAM186B,FAM186B
OR52E4,OR52E4
Metazoa_SRP,Metazoa_SRP
FAM118A,FAM118A
RPAP3,RPAP3
Metazoa_SRP,Metazoa_SRP
LRRN4,LRRN4
RNU6-834P,U6
RBCK1,RBCK1
U3,U3
KLF3,KLF3
RN7SL305P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
CSTF1,CSTF1
NECAP1,NECAP1
RANBP1,RANBP1
UPK3A,UPK3A
TLR10,TLR10
STAU2,STAU2
PMM1,PMM1
ENDOU,ENDOU
CASS4,CASS4
TLR1,TLR1
C3AR1,C3AR1
CSDC2,CSDC2
Metazoa_SRP,Metazoa_SRP
MSRB2,MSRB2
TRMT2A,TRMT2A
TLR6,TLR6
KIAA0930,KIAA0930
TRIB3,TRIB3
Metazoa_SRP,Metazoa_SRP
PRPF40B,PRPF40B
VPS16,VPS16
FOXJ2,FOXJ2
RTF2,RTF2
APOL2,APOL2
U6,U6
SPIDR,SPIDR
