Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
SPRN	SPRN	ortholog_one2one	87.3239	82.1192	100	100.00	1
GRIN2C	GRIN2C	ortholog_one2one	91.7542	92.0519	100	100.00	1
ZNF746	ZNF746	ortholog_one2one	95.5485	91.0606	100	100.00	1
ZNF688	ZNF688	ortholog_one2one	86.5942	86.5942	100	100.00	1
PSMG3	PSMG3	ortholog_one2one	92.6229	92.6229	100	100.00	1
	ZNF738	ortholog_many2many	28.6486	42.4	0	12.86	0
	ZNF724	ortholog_many2many	61.6216	55.2504	25	0.00	0
	ZNF682	ortholog_many2many	50.991	56.8273	0	0.00	0
	ZNF85	ortholog_many2many	62.3423	58.1513	0	94.06	1
	ZNF681	ortholog_many2many	61.2613	52.7132	25	2.04	0
	ZNF695	ortholog_many2many	48.2883	52.0388	0	81.85	0
							
SLC7A4	SLC7A4	ortholog_one2one	85.0394	85.0394	0	100.00	1
PHOX2A	PHOX2A	ortholog_one2one	98.5916	98.5916	100	100.00	1
SMIM47	SMIM47	ortholog_one2one	89.2857	89.2857	100	100.00	1
ARHGAP39	ARHGAP39	ortholog_one2one	92.9982	92.9982	75	100.00	1
LGALS8	LGALS8	ortholog_one2one	75.4875	85.489	100	100.00	1
ALAD	ALAD	ortholog_one2one	92.284	90.6061	100	100.00	1
	SLC25A16	ortholog_one2many	87.2204	82.2289	0	0.00	0
SHROOM4	SHROOM4	ortholog_one2one	82.7874	86.3362	50	100.00	1
OGG1	OGG1	ortholog_one2one	91.6418	88.9855	100	100.00	1
AKAP9	AKAP9	ortholog_one2one	88.9774	88.6358	100	100.00	1
CYP11B1	CYP11B1	ortholog_many2many	76.6497	60.0398	0	51.75	0
CYP11B1	CYP11B2	ortholog_many2many	76.9036	60.2386	0	89.17	1
CFAP54	CFAP54	ortholog_one2one	80.3305	80.0711	100	100.00	1
AIP	AIP	ortholog_one2one	94.5455	94.5455	100	100.00	1
							
MTMR4	MTMR4	ortholog_one2one	88.8889	93.962	100	100.00	1
FAM168A	FAM168A	ortholog_one2one	96.3115	100	100	100.00	1
CIMIP2B	CIMIP2B	ortholog_one2one	81.1388	82.9091	100	100.00	1
BMP4	BMP4	ortholog_one2one	98.533	98.7745	100	100.00	1
EPHA10	EPHA10	ortholog_one2one	92.6214	94.6429	100	100.00	1
ADAM18	ADAM18	ortholog_one2one	80.6383	51.2855	75	88.57	1
PHLDB1	PHLDB1	ortholog_one2one	92.2438	96.732	100	100.00	1
PIWIL1	PIWIL1	ortholog_one2one	95.9397	96.0511	100	100.00	1
RAB1A	RAB1A	ortholog_one2one	100	100	100	100.00	1
NAA35	NAA35	ortholog_one2one	99.7241	99.7241	100	100.00	1
DNAJC10	DNAJC10	ortholog_one2one	96.0908	96.0908	100	100.00	1
ESX1	ESX1	ortholog_one2one	56.0714	38.67	50	100.00	0
PRCP	PRCP	ortholog_one2one	84.4	85.0806	100	100.00	1
CUL1	CUL1	ortholog_one2one	100	100	100	100.00	1
	AKR1B10	ortholog_one2many	80.0633	80.0633	100	100.00	1
PXN	PXN	ortholog_one2one	86.6853	86.124	100	100.00	1
TTLL7	TTLL7	ortholog_one2one	93.0101	93.0101	100	100.00	1
PLEKHS1	PLEKHS1	ortholog_one2one	68.6695	68.3761	100	100.00	1
PSMA2	PSMA2	ortholog_one2one	95.4733	99.1453	100	100.00	1
TPI1	TPI1	ortholog_one2many	84.965	97.5904	100	100.00	1
PSTK	PSTK	ortholog_one2one	84.5118	70.1117	50	100.00	1
EIF2S3B	EIF2S3B	ortholog_one2one	98.3051	98.3051	0	99.35	1
	GCNT1	ortholog_one2many	88.0668	86.215	0	0.00	0
MTCL1	MTCL1	ortholog_one2one	88.9607	88.9607	100	100.00	1
CHAF1B	CHAF1B	ortholog_one2one	92.8444	92.8444	100	100.00	1
TRPV6	TRPV6	ortholog_one2one	89.5425	89.5425	100	100.00	1
SMOX	SMOX	ortholog_one2one	91.1111	96.036	100	100.00	1
SYT13	SYT13	ortholog_one2one	93.8967	93.8967	100	100.00	1
							
GTDC1	GTDC1	ortholog_one2one	81.854	90.6114	50	100.00	1
MDK	MDK	ortholog_one2one	96.5035	96.5035	100	100.00	1
SNX12	SNX12	ortholog_one2one	91.954	98.7654	100	100.00	1
	CCT7	ortholog_one2many	95.7031	90.2394	0	0.00	0
CIMAP1D	CIMAP1D	ortholog_one2one	79.798	82.0069	100	100.00	1
	SENP3	ortholog_one2many	75.8333	63.4146	0	3.05	0
ODAD2	ODAD2	ortholog_one2one	87.7159	87.5479	100	100.00	1
EGR2	EGR2	ortholog_one2one	96.6903	85.9244	100	100.00	1
PTMS	PTMS	ortholog_one2one	100	100	100	100.00	1
TFF1	TFF1	ortholog_one2one	65.4762	65.4762	75	100.00	1
SOBP	SOBP	ortholog_one2one	98.1609	97.8236	100	100.00	1
NMRK1	NMRK1	ortholog_one2one	80.7882	82.4121	100	100.00	1
PAQR5	PAQR5	ortholog_one2one	90.303	90.303	100	100.00	1
BTN3A3	BTN3A3	ortholog_one2many	74.2701	69.6918	75	100.00	1
BTN3A3	BTN3A2	ortholog_one2many	40.8759	67.0659	50	100.00	0
MMP25	MMP25	ortholog_one2one	88.5918	88.4342	100	100.00	1
MAFF	MAFF	ortholog_one2one	95.1219	95.1219	100	100.00	1
ANKRD50	ANKRD50	ortholog_one2one	98.1106	98.1106	100	100.00	1
ONECUT1	ONECUT1	ortholog_one2one	99.3548	99.3548	50	100.00	1
DTWD1	DTWD1	ortholog_one2one	94.4079	94.4079	75	100.00	1
	ANP32D	ortholog_many2many	58.1633	87.0229	0	28.14	0
	ANP32A	ortholog_many2many	90.8163	71.4859	0	0.00	0
LRTM1	LRTM1	ortholog_one2one	79.7101	79.7101	100	100.00	1
UNC79	UNC79	ortholog_one2one	97.2892	95.4562	100	100.00	1
RGS2	RGS2	ortholog_one2one	94.3128	94.3128	100	100.00	1
							
CBY1	CBY1	ortholog_one2one	66.8605	91.2698	100	100.00	1
	FBXW11	ortholog_one2many	92.0998	78.6856	0	0.00	0
TCP11L2	TCP11L2	ortholog_one2one	94.2197	94.2197	100	100.00	1
NCAPD3	NCAPD3	ortholog_one2one	86.5546	82.51	100	99.78	1
TNS3	TNS3	ortholog_one2one	84.6203	91.0035	100	100.00	1
							
NT5DC2	NT5DC2	ortholog_one2one	95.6522	94.7935	100	100.00	1
IRF6	IRF6	ortholog_one2one	98.5011	98.5011	100	100.00	1
VPS28	VPS28	ortholog_one2one	98.6425	98.6425	100	100.00	1
STOX2	STOX2	ortholog_one2one	96.6523	96.6523	100	100.00	1
IL1RAPL1	IL1RAPL1	ortholog_one2one	99.569	99.569	50	100.00	1
							
FSD1L	FSD1L	ortholog_one2one	96.0227	95.6604	100	100.00	1
LY6G6C	LY6G6C	ortholog_one2one	88	88	100	100.00	1
SRBD1	SRBD1	ortholog_one2one	92.1608	92.1608	100	100.00	1
CAPN1	CAPN1	ortholog_one2one	93.9394	95.5182	100	100.00	1
GNPAT	GNPAT	ortholog_one2one	91.3235	91.3235	100	100.00	1
IL1F10	IL1F10	ortholog_one2one	90.1316	90.1316	100	100.00	1
DCAF7	DCAF7	ortholog_one2one	100	100	100	100.00	1
HOXA7	HOXA7	ortholog_one2one	95.1542	93.913	100	100.00	1
ABTB2	ABTB2	ortholog_one2one	91.9742	97.2683	100	100.00	1
MAPKAPK5	MAPKAPK5	ortholog_one2one	96.4286	97.4522	50	100.00	1
							
FBXO24	FBXO24	ortholog_one2one	85.2751	90.8621	100	100.00	1
RNF125	RNF125	ortholog_one2one	91.8103	91.8103	100	100.00	1
KIF13B	KIF13B	ortholog_one2one	87.9176	86.4732	50	100.00	1
RALGAPB	RALGAPB	ortholog_one2one	97.8766	98.7282	100	100.00	1
CTTNBP2NL	CTTNBP2NL	ortholog_one2one	95.7747	95.7747	100	100.00	1
PHTF2	PHTF2	ortholog_one2one	97.3333	97.2037	100	100.00	1
							
DEFB124	DEFB124	ortholog_one2one	73.2394	73.2394	100	100.00	1
HRH4	HRH4	ortholog_one2one	74.677	74.1026	100	100.00	1
SOD1	SOD1	ortholog_one2one	85.6209	85.0649	100	100.00	1
KIF7	KIF7	ortholog_one2one	92.8412	92.7029	100	100.00	1
							
DMRTB1	DMRTB1	ortholog_one2one	77.8481	71.9298	100	100.00	1
PIGK	PIGK	ortholog_one2many	95.6853	95.443	100	100.00	1
CMYA5	CMYA5	ortholog_one2one	77.6672	74.785	100	100.00	1
MAP3K7CL	MAP3K7CL	ortholog_one2one	95.0704	95.0704	100	100.00	1
B3GALT9	B3GALT9	ortholog_one2one	91.8699	91.8699	100	100.00	1
SMARCC1	SMARCC1	ortholog_one2one	96.3788	93.9367	100	100.00	1
SYPL1	SYPL1	ortholog_one2one	80.2326	85.8921	100	100.00	1
ACVR1B	ACVR1B	ortholog_one2one	91.3919	98.8119	100	100.00	1
PLBD2	PLBD2	ortholog_one2one	85.9083	85.9083	100	100.00	1
POC1B	POC1B	ortholog_one2one	90.3766	90.3766	100	100.00	1
PICK1	PICK1	ortholog_one2one	97.1223	97.5904	100	100.00	1
ANKRD17	ANKRD17	ortholog_one2one	97.6372	93.6612	100	100.00	1
BTBD1	BTBD1	ortholog_one2one	98.9648	99.1701	100	100.00	1
IPCEF1	IPCEF1	ortholog_one2one	88.3827	88.5845	100	100.00	1
CST11	CST11	ortholog_one2one	55.7971	55.7971	100	100.00	1
NIF3L1	NIF3L1	ortholog_one2many	92.8382	92.8382	100	100.00	1
MMP17	MMP17	ortholog_one2one	83.6806	79.9337	75	100.00	1
EFNB1	EFNB1	ortholog_one2one	91.0663	91.3295	100	100.00	1
NUP160	NUP160	ortholog_one2one	94.097	95.5064	75	100.00	1
SUDS3	SUDS3	ortholog_one2many	99.3902	99.3902	100	100.00	1
							
NT5E	NT5E	ortholog_one2one	94.4251	94.4251	50	100.00	1
	COX6C	ortholog_one2many	71.4286	66.6667	0	0.00	0
CHST12	CHST12	ortholog_one2one	83.5821	81.1594	100	100.00	1
PARP2	PARP2	ortholog_one2one	92.6445	92.807	100	100.00	1
TSPAN18	TSPAN18	ortholog_one2one	97.5806	97.5806	100	100.00	1
WDR87	WDR87	ortholog_one2one	66.9545	69.2308	75	100.00	1
CD180	CD180	ortholog_one2one	84.115	84.115	100	100.00	1
SAMD15							
TRMT1L	TRMT1L	ortholog_one2one	96.0437	96.0437	100	100.00	1
FSTL3	FSTL3	ortholog_one2one	89.7338	89.7338	75	100.00	1
TRAPPC8	TRAPPC8	ortholog_one2one	96.3964	96.9338	100	100.00	1
LCN6	LCN6	ortholog_one2one	65.0485	41.1043	50	100.00	0
GALM	GALM	ortholog_one2one	90.3509	90.3509	100	100.00	1
STUM	STUM	ortholog_one2one	99.2908	99.2908	100	100.00	1
PTPRF	PTPRF	ortholog_one2one	96.4379	96.5391	100	100.00	1
	MRPL23	ortholog_one2many	75.641	77.1242	50	99.60	1
		ortholog_one2many	75.641	77.1242	0	99.60	1
RSKR	RSKR	ortholog_one2one	92.6108	91.7073	0	100.00	1
ANKRD2	ANKRD2	ortholog_one2one	85	91.8919	100	100.00	1
LY6D	LY6D	ortholog_one2one	73.4375	73.4375	50	100.00	1
							
RPL31							
	TXNDC9	ortholog_one2many	93.3702	74.7788	0	0.00	0
							
GHRL	GHRL	ortholog_one2one	85.4701	85.4701	75	100.00	1
TGM1	TGM1	ortholog_one2one	91.8367	93.6353	100	100.00	1
NDUFAF6	NDUFAF6	ortholog_one2one	90.3904	90.3904	100	100.00	1
SEC11A	SEC11A	ortholog_one2one	100	100	100	100.00	1
MLC1	MLC1	ortholog_one2one	83.0688	83.2891	100	100.00	1
MGAT4D	MGAT4D	ortholog_one2one	72.8723	73.262	100	100.00	1
ALDH6A1	ALDH6A1	ortholog_one2one	95.3096	94.9533	100	100.00	1
							
CALHM5	CALHM5	ortholog_one2one	88.5993	88.0259	100	100.00	1
AANAT	AANAT	ortholog_one2one	86.4734	86.4734	100	100.00	1
SEPTIN8	SEPTIN8	ortholog_one2one	90.8142	90.0621	100	100.00	1
TCF7L1	TCF7L1	ortholog_one2one	91.2	77.551	75	89.40	1
C1orf21	C1orf21	ortholog_one2one	99.1736	99.1736	100	100.00	1
KCNIP2	KCNIP2	ortholog_one2one	92.6316	97.7778	100	100.00	1
CPT1C	CPT1C	ortholog_one2one	93.2826	91.6563	100	100.00	1
							
FAM13C	FAM13C	ortholog_one2one	92.0319	78.9744	100	100.00	1
MEIOSIN	MEIOSIN	ortholog_one2one	68.7601	66.9279	100	100.00	1
NUDT21	NUDT21	ortholog_one2one	99.5595	99.5595	100	100.00	1
INTS13	INTS13	ortholog_one2one	99.0085	99.0085	75	100.00	1
SLC18A1	SLC18A1	ortholog_one2one	87.5954	87.4286	100	100.00	1
TMEM205	TMEM205	ortholog_one2one	90.625	61.3757	100	100.00	1
REV3L	REV3L	ortholog_one2one	94.0217	93.9617	100	100.00	1
C6orf62	C6orf62	ortholog_one2one	99.1266	99.1266	100	100.00	1
							
VMP1	VMP1	ortholog_one2one	97.2906	97.2906	100	100.00	1
FBXO8	FBXO8	ortholog_one2one	99.0596	99.0596	100	100.00	1
BICC1	BICC1	ortholog_one2one	98.5597	98.3573	100	100.00	1
SASH3	SASH3	ortholog_one2one	96.0526	96.0526	100	100.00	1
SYCP1	SYCP1	ortholog_one2one	85.0563	85.1434	100	100.00	1
							
C18orf63	C18orf63	ortholog_one2one	81.203	78.8321	50	100.00	1
RCOR2	RCOR2	ortholog_one2one	98.8528	98.8528	100	100.00	1
PEPD	PEPD	ortholog_one2one	92.638	91.8864	100	100.00	1
TNFRSF8	TNFRSF8	ortholog_one2one	70.1571	67.563	100	100.00	1
	KRTAP10-9	ortholog_one2many	58.6466	53.4247	25	99.59	1
	KRTAP10-6	ortholog_one2many	56.015	40.8219	25	0.00	0
TRIM45	TRIM45	ortholog_one2one	91.4676	92.4138	100	100.00	1
C20orf204	C20orf204	ortholog_one2one	79.3651	79.3651	100	100.00	1
MGAM	MGAM	ortholog_one2one	88.0809	58.518	100	100.00	1
CFAP97	CFAP97	ortholog_one2one	79.3169	78.5714	100	100.00	1
ZNHIT6	ZNHIT6	ortholog_one2one	84.6316	85.5319	100	100.00	1
PLEKHB2	PLEKHB2	ortholog_one2one	88.1356	93.6937	50	100.00	1
	SRPK1	ortholog_one2many	94.8718	90.3817	0	4.89	0
							
CNOT2	CNOT2	ortholog_one2one	98.5401	100	100	100.00	1
NINL	NINL	ortholog_one2one	71.0063	73.0101	75	100.00	1
KIAA2013	KIAA2013	ortholog_one2one	86.1194	91.0095	100	100.00	1
STK17B	STK17B	ortholog_one2one	95.1613	95.1613	100	100.00	1
CD300LD	CD300LD	ortholog_one2one	60.4167	59.7938	75	100.00	1
ASF1B	ASF1B	ortholog_one2one	94.0594	94.0594	100	100.00	1
SSRP1	SSRP1	ortholog_one2one	99.4366	99.5769	100	100.00	1
PLXNB2	PLXNB2	ortholog_one2one	90.5486	90.6964	100	100.00	1
RASA4B	RASA4	ortholog_one2many	76.4643	89.4147	0	95.56	1
RASA4B	RASA4B	ortholog_one2many	76.2513	89.1656	50	95.56	1
HROB	HROB	ortholog_one2one	80.1527	81.2693	100	100.00	1
MOSPD2	MOSPD2	ortholog_one2one	96.124	95.7529	100	100.00	1
TINAGL1	TINAGL1	ortholog_one2one	87.4747	92.7195	100	100.00	1
ADGRF2							
PRR36	PRR36	ortholog_one2one	73.5189	60.847	100	100.00	1
SLC44A1	SLC44A1	ortholog_one2one	88.7006	95.586	100	100.00	1
BET1	BET1	ortholog_one2one	97.4359	96.6102	100	100.00	1
	MDM2	ortholog_one2many	91.7127	33.4004	50	100.00	0
GTF2A1	GTF2A1	ortholog_one2one	96.2162	94.6809	100	100.00	1
LEPR	LEPR	ortholog_one2one	87.9177	88.0687	100	100.00	1
SHC1	SHC1	ortholog_one2one	97.5945	97.2603	100	100.00	1
TRBV15	TRBV15	ortholog_one2one	71.7172	62.2807	75	100.00	1
CDC16	CDC16	ortholog_one2many	95.9114	90.8064	75	100.00	1
WFDC13	WFDC13	ortholog_one2one	67.3913	66.6667	100	100.00	1
							
INO80B	INO80B	ortholog_one2one	96.9101	96.9101	100	100.00	1
EEF2	EEF2	ortholog_one2one	99.3007	99.3007	100	100.00	1
TBC1D12	TBC1D12	ortholog_one2one	92.8385	92	100	100.00	1
STOML3	STOML3	ortholog_one2one	91.6944	94.8454	100	100.00	1
TAF4	TAF4	ortholog_one2one	80.5236	70.8756	100	100.00	1
							
DNALI1	DNALI1	ortholog_one2one	96.5116	96.5116	100	100.00	1
CCDC68	CCDC68	ortholog_one2one	87.2404	87.7612	100	100.00	1
KCNK9	KCNK9	ortholog_one2one	83.4239	82.0856	100	100.00	1
GPI	GPI	ortholog_one2many	91.0394	91.0394	100	100.00	1
KRT85	KRT85	ortholog_one2one	95.2663	95.2663	100	100.00	1
FABP2	FABP2	ortholog_one2one	59.2308	58.3333	75	100.00	1
TCAF2	TCAF2C	ortholog_one2many	80	84.2697	100	98.08	1
TCAF2	TCAF2	ortholog_one2many	84.6667	69.0968	0	100.00	1
HCFC1	HCFC1	ortholog_one2one	92.4628	94.6437	100	100.00	1
AKAP17A	AKAP17A	ortholog_one2one	88.3824	86.4748	100	100.00	1
							
							
MTMR12	MTMR12	ortholog_one2one	96.5194	96.5194	100	100.00	1
RAB40B	RAB40B	ortholog_one2one	89.8734	76.6187	100	100.00	1
IL23A	IL23A	ortholog_one2one	92.6316	93.1217	100	100.00	1
PLEKHA4	PLEKHA4	ortholog_one2one	90.7336	90.5006	100	100.00	1
SLC30A7	SLC30A7	ortholog_one2one	98.4043	98.4043	100	100.00	1
TLX3	TLX3	ortholog_one2one	99.3127	99.3127	75	100.00	1
SFXN3	SFXN3	ortholog_one2one	95.3846	96.5732	100	100.00	1
BOLA2B	BOLA2	ortholog_one2many	52.7027	90.6977	25	100.00	1
BOLA2B	BOLA2B	ortholog_one2many	52.7027	90.6977	75	100.00	1
UTS2	UTS2	ortholog_one2one	69.6	70.1613	100	100.00	1
FBXO43	FBXO43	ortholog_one2one	83.2624	82.9096	100	100.00	1
TMEM145	TMEM145	ortholog_one2one	78.3557	94.7262	100	100.00	1
	ZNF383	ortholog_one2one	93.8947	93.8947	0	64.98	0
SLC52A3	SLC52A3	ortholog_one2one	80.6452	79.9574	100	100.00	1
ZWILCH	ZWILCH	ortholog_one2one	93.039	92.7242	100	100.00	1
AEN	AEN	ortholog_one2one	86.3354	85.5385	100	100.00	1
SFTPD	SFTPD	ortholog_one2one	83.6898	83.4667	50	100.00	1
PHF11	PHF11	ortholog_one2one	63.8889	69.4864	100	100.00	1
ASB8	ASB8	ortholog_one2one	98.2639	98.2639	75	100.00	1
NLRP9	NLRP9	ortholog_one2one	68.4211	68.2139	0	100.00	1
	RUVBL1	ortholog_one2one	87.0748	84.2105	0	65.47	0
SLC25A10	SLC25A10	ortholog_one2one	91.2892	91.2892	100	100.00	1
SIRT5	SIRT5	ortholog_one2one	90.9677	90.9677	100	100.00	1
CDC34	CDC34	ortholog_one2one	98.2979	97.8814	100	100.00	1
	MND1	ortholog_one2one	81.0345	68.7805	0	4.52	0
PRSS8	PRSS8	ortholog_one2one	78.0059	77.551	100	100.00	1
	AK3	ortholog_one2many	88.6139	78.8546	0	0.00	0
HS3ST4	HS3ST4	ortholog_one2one	95.8333	95.8333	100	100.00	1
DSPP	DSPP	ortholog_one2one	75.8818	61.1837	100	100.00	1
CDH23	CDH23	ortholog_one2one	95.8321	95.975	100	100.00	1
PROS1	PROS1	ortholog_one2one	85.6296	85.503	75	100.00	1
SMG9	SMG9	ortholog_one2one	98.6538	98.6538	100	100.00	1
KRT27	KRT27	ortholog_one2one	94.5534	94.5534	100	100.00	1
L2HGDH	L2HGDH	ortholog_one2one	91.0675	90.2808	100	100.00	1
SMPX	SMPX	ortholog_one2one	96.5909	96.5909	100	100.00	1
FANCM	FANCM	ortholog_one2one	83.366	82.959	100	100.00	1
C7orf57	C7orf57	ortholog_one2one	59.3052	81.017	100	100.00	1
SPATC1	SPATC1	ortholog_one2one	74.424	54.6531	100	100.00	1
	NUCKS1	ortholog_one2one	91.4798	83.9506	0	0.00	0
SREBF1	SREBF1	ortholog_one2one	87.6897	90.6713	100	100.00	1
PTPN3	PTPN3	ortholog_one2one	94.9672	95.0712	100	100.00	1
DPEP1	DPEP1	ortholog_one2one	84.3902	84.1849	100	100.00	1
NAF1	NAF1	ortholog_one2one	86.0887	86.4372	100	100.00	1
CFAP90	CFAP90	ortholog_one2one	78.2313	78.2313	75	100.00	1
NASP	NASP	ortholog_one2one	87.6344	82.7411	100	100.00	1
ADGRG5	ADGRG5	ortholog_one2one	67.033	57.7652	25	93.05	1
U1							
MAP3K10	MAP3K10	ortholog_one2one	93.9267	94.0252	100	100.00	1
SS18L1	SS18L1	ortholog_one2one	91.5423	92.9293	100	100.00	1
							
							
CCDC61	CCDC61	ortholog_one2one	89.5753	90.625	100	100.00	1
SLC25A29	SLC25A29	ortholog_one2one	93.0693	93.0693	100	100.00	1
YTHDF1	YTHDF1	ortholog_one2one	94.8122	94.8122	100	100.00	1
POLB	POLB	ortholog_one2one	83.2884	92.2388	100	100.00	1
GIPC1	GIPC1	ortholog_one2one	98.1982	98.1982	100	100.00	1
MACO1	MACO1	ortholog_one2one	99.8494	99.8494	100	100.00	1
GPCPD1	GPCPD1	ortholog_one2one	95.0893	95.0893	100	100.00	1
OTOP3	OTOP3	ortholog_one2one	84.4857	86.6782	100	100.00	1
RBBP8NL	RBBP8NL	ortholog_one2one	72.9521	71.0843	100	100.00	1
TNRC6C	TNRC6C	ortholog_one2one	94.6392	94.8347	100	100.00	1
JMJD4	JMJD4	ortholog_one2one	78.3186	84.8921	75	100.00	1
KCND1	KCND1	ortholog_one2one	96.9088	96.9088	100	100.00	1
TARBP1	TARBP1	ortholog_one2one	83.9355	80.2591	100	100.00	1
OR4Q2	OR4Q2	ortholog_one2one	58.9577	57.6433	25	100.00	1
IL15	IL15	ortholog_one2one	74.1758	83.3333	100	100.00	1
MFSD6	MFSD6	ortholog_one2one	92.9825	93.8053	100	100.00	1
TMEM98	TMEM98	ortholog_one2one	99.5575	99.5575	100	100.00	1
EIF3F	EIF3F	ortholog_one2one	94.1504	94.6779	100	100.00	1
RUSF1	RUSF1	ortholog_one2one	90.3846	90.3846	75	100.00	1
ZNF558	ZNF558	ortholog_one2one	82.9157	90.5473	0	100.00	1
TMUB1	TMUB1	ortholog_one2one	93.0894	93.0894	100	100.00	1
							
TMEM9B	TMEM9B	ortholog_one2one	97.4747	97.4747	100	100.00	1
AIF1	AIF1	ortholog_one2one	89.7959	89.7959	100	100.00	1
CORT	CORT	ortholog_one2one	78.0952	78.0952	100	100.00	1
TRPM4	TRPM4	ortholog_one2one	73.5484	84.514	100	100.00	1
FKBP1A	FKBP1C	ortholog_many2many	93.5185	93.5185	0	0.00	0
FKBP1A	FKBP1A	ortholog_many2many	98.1481	98.1481	100	100.00	1
							
FAM229B	FAM229B	ortholog_one2one	91.25	91.25	100	100.00	1
							
							
DEFB119							
ENTHD1	ENTHD1	ortholog_one2one	74.4681	74.9588	100	100.00	1
MACC1	MACC1	ortholog_one2one	86.6197	86.6197	100	100.00	1
							
	IGLV3-32	ortholog_one2many	67.3469	57.8947	0	0.00	0
							
FBXO48	FBXO48	ortholog_one2one	74.359	74.8387	100	100.00	1
CD244	CD244	ortholog_one2one	64.6739	65.2055	100	100.00	1
STRADA	STRADA	ortholog_one2one	95.8237	95.8237	75	100.00	1
WDR12	WDR12	ortholog_one2many	96.6903	96.6903	50	100.00	1
CD99L2	CD99L2	ortholog_one2one	84.3318	69.8473	50	100.00	1
NUDT2	NUDT2	ortholog_one2one	93.8775	93.8775	100	100.00	1
GMFG	GMFG	ortholog_one2one	93.8775	97.1831	100	100.00	1
TBC1D20	TBC1D20	ortholog_one2one	96.0298	96.0298	100	100.00	1
LCA5	LCA5	ortholog_one2one	83.4049	83.6442	0	100.00	1
SNX20	SNX20	ortholog_one2one	80.3797	80.3797	50	100.00	1
SPATA6L	SPATA6L	ortholog_one2one	79.064	81.8878	100	100.00	1
PRKN	PRKN	ortholog_one2one	92.4051	62.7957	100	100.00	1
SSX2IP	SSX2IP	ortholog_one2one	96.0912	96.0912	100	100.00	1
FAM120A	FAM120A	ortholog_one2many	98.6559	98.4794	50	100.00	1
RBM6	RBM6	ortholog_one2one	93.8503	93.7667	100	100.00	1
	CALM2	ortholog_one2many	90.5405	44.9664	0	0.00	0
TNFAIP2	TNFAIP2	ortholog_one2one	77.9562	81.6514	100	100.00	1
PGLYRP1	PGLYRP1	ortholog_one2one	69.898	69.898	100	100.00	1
GALNT5	GALNT5	ortholog_one2one	85.7447	85.7447	100	100.00	1
ZG16B	ZG16B	ortholog_one2one	52.381	51.1628	75	0.00	1
STX16	STX16	ortholog_one2one	95.7055	96	100	100.00	1
SNTA1	SNTA1	ortholog_one2one	93.1907	94.8515	100	100.00	1
							
IL26	IL26	ortholog_one2one	87.1345	87.1345	100	100.00	1
IRF4	IRF4	ortholog_one2one	96.2306	96.2306	75	100.00	1
TNFAIP1	TNFAIP1	ortholog_one2one	98.4177	98.4177	100	100.00	1
TEX261	TEX261	ortholog_one2one	98.9796	98.9796	100	100.00	1
SPINT2	SPINT2	ortholog_one2one	80.9524	80.9524	100	100.00	1
	AK3	ortholog_one2many	80	75.7709	0	0.00	0
HAL	HAL	ortholog_one2one	94.6728	94.6728	100	100.00	1
							
NOS3	NOS3	ortholog_one2one	95.7393	95.2618	100	100.00	1
LAIR1	LAIR1	ortholog_one2one	50.1684	51.9164	75	98.63	1
	RIDA	ortholog_one2many	87.9699	85.4015	0	0.00	0
EXOSC10	EXOSC10	ortholog_one2one	91.7514	91.7514	75	100.00	1
	BMAL1	ortholog_one2many	76.2887	70.9265	0	0.00	0
	CTNNA2	ortholog_one2many	88.6161	41.6579	0	0.00	0
	MTDH	ortholog_one2many	87.0968	74.2268	0	0.00	0
B4GALNT1	B4GALNT1	ortholog_one2one	88.2867	94.7467	100	100.00	1
MAPKAP1	MAPKAP1	ortholog_one2one	99.0421	99.0421	100	100.00	1
APBA2	APBA2	ortholog_one2one	95.3333	95.4606	50	100.00	1
							
	MRTO4	ortholog_one2many	88.7179	72.3849	0	0.00	0
C1QTNF3	C1QTNF3	ortholog_one2one	95.6113	95.6113	100	100.00	1
KIAA1143	KIAA1143	ortholog_one2one	90.4762	74.026	100	100.00	1
INTS1	INTS1	ortholog_one2one	92.7074	92.8767	100	100.00	1
LMTK2	LMTK2	ortholog_one2one	86.3333	86.161	50	100.00	1
MSX2	MSX2	ortholog_one2one	97.6744	78.6517	50	100.00	1
CSF2RB	CSF2RB	ortholog_one2one	73.1982	72.4638	100	100.00	1
	DHFR2	ortholog_many2many	84.9315	66.3102	0	0.00	0
	DHFR	ortholog_many2many	86.9863	67.9144	0	0.00	0
C1orf127	C1orf127	ortholog_one2one	66.0025	64.3985	100	100.00	1
RBM42	RBM42	ortholog_one2one	99.3711	98.75	100	100.00	1
SYT4	SYT4	ortholog_one2one	96	96	100	100.00	1
C8orf88	C8orf88	ortholog_one2one	95.7265	95.7265	100	100.00	1
THOC7	THOC7	ortholog_one2one	96.0784	96.0784	75	100.00	1
HOXA4							
	TM9SF1	ortholog_one2many	93.3333	85.4785	0	0.00	0
MPC2	MPC2	ortholog_one2one	96.8504	96.8504	100	100.00	1
F2	F2	ortholog_one2one	85.209	85.209	100	100.00	1
GATAD2A	GATAD2A	ortholog_one2one	95.0872	94.6372	100	100.00	1
DHX8	DHX8	ortholog_one2one	99.3453	99.5082	100	100.00	1
							
