Gene name	Gorilla gene name	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	Gorilla orthology confidence [0 low, 1 high]
		ortholog_one2one	95.4248	99.3197	100	100.00	1
SPATA19	SPATA19	ortholog_one2one	98.8024	98.8024	100	100.00	1
PROK1	PROK1	ortholog_one2one	100	100	100	100.00	1
SETBP1	SETBP1	ortholog_one2one	99.4361	99.4361	100	100.00	1
GNAT2	GNAT2	ortholog_one2one	99.7175	99.7175	100	100.00	1
LOXL1	LOXL1	ortholog_one2one	98.6135	99.1289	100	100.00	1
FABP6		ortholog_one2one	100	100	100	100.00	1
PXMP2	PXMP2	ortholog_one2one	82.5641	89.9441	100	100.00	1
MACC1	MACC1	ortholog_one2many	97.6526	97.3099	25	100.00	1
SCARF1	SCARF1	ortholog_one2one	95.5422	96.3548	100	100.00	1
NUCB1	NUCB1	ortholog_one2one	99.1323	98.9177	100	100.00	1
B3GNT3	B3GNT3	ortholog_one2one	98.9247	98.9247	100	100.00	1
PAXIP1	PAXIP1	ortholog_one2many	91.3777	99.3884	100	100.00	1
		ortholog_one2one	93.75	97.4026	100	100.00	1
STN1	STN1	ortholog_one2one	100	100	100	100.00	1
							
YWHAB	YWHAB	ortholog_one2one	100	100	100	100.00	1
RTEL1	RTEL1	ortholog_one2many	93.921	95.0038	100	83.61	1
		ortholog_one2one	92.1053	92.1053	100	100.00	1
CCNG2	CCNG2	ortholog_one2one	99.4186	99.4186	100	100.00	1
MRPS18B	MRPS18B	ortholog_one2one	91.8605	95.5645	100	100.00	1
MCM3	MCM3	ortholog_one2one	99.6483	99.6483	100	100.00	1
FHIP1B	FHIP1B	ortholog_one2one	99.7972	99.7972	100	100.00	1
ERRFI1	ERRFI1	ortholog_one2one	99.5671	99.5671	100	100.00	1
CALCRL	CALCRL	ortholog_one2one	93.3054	96.7462	100	100.00	1
CYREN	CYREN	ortholog_one2one	98.0892	98.0892	100	100.00	1
MIDN	MIDN	ortholog_one2one	99.7863	99.7863	100	100.00	1
LCTL	LCTL	ortholog_one2one	98.9418	98.9418	100	100.00	1
COX5B	COX5B	ortholog_one2many	97.6744	97.6744	0	0.00	0
S100A14	S100A14	ortholog_one2one	99.0385	99.0385	100	100.00	1
C11orf65							
EPPIN	EPPIN	ortholog_one2one	96.9925	96.9925	100	99.21	1
OR52I2		ortholog_one2many	92.6829	86.8571	100	100.00	1
USF3	USF3	ortholog_one2one	99.0625	99.1954	100	100.00	1
RBM5	RBM5	ortholog_one2one	98.0559	99.0184	100	100.00	1
CER1	CER1	ortholog_one2one	99.2509	99.2509	100	100.00	1
PRR27	PRR27	ortholog_one2one	95.8904	91.3043	100	100.00	1
		ortholog_one2one	95.0324	90.7216	100	100.00	1
	XRCC2	ortholog_one2many	94.9458	92.9329	50	100.00	1
							
FCAR	FCAR	ortholog_one2many	97.5524	97.2125	100	100.00	1
LRIG3	LRIG3	ortholog_one2one	99.1063	99.1063	100	100.00	1
		ortholog_one2one	100	100	100	100.00	1
AK5	AK5	ortholog_one2one	99.6441	99.6441	100	100.00	1
FADS1	FADS1	ortholog_one2one	99.002	99.002	100	100.00	1
PSD4	PSD4	ortholog_one2one	97.822	97.822	75	100.00	1
		ortholog_one2one	98.1481	98.1481	50	100.00	1
CTSW	CTSW	ortholog_one2one	97.8723	97.8723	100	100.00	1
ZNF805	ZNF805	ortholog_one2one	99.0431	99.0431	100	100.00	1
NSMCE1	NSMCE1	ortholog_one2one	99.6241	99.6241	100	100.00	1
		ortholog_one2one	81.7814	60.119	0	0.00	0
HEATR3	HEATR3	ortholog_one2one	98.9751	99.4118	100	100.00	1
RCBTB2	RCBTB2	ortholog_one2one	100	100	100	100.00	1
NOB1	NOB1	ortholog_one2one	98.7864	98.7864	100	100.00	1
NDUFA3							
FDPS	FDPS	ortholog_one2one	100	100	100	100.00	1
CNOT3	CNOT3	ortholog_one2many	100	96.4149	100	100.00	1
							
DVL1	DVL1	ortholog_one2one	92.5976	98.9928	100	100.00	1
DNAH1	DNAH1	ortholog_one2one	98.4291	98.3829	100	100.00	1
							
		ortholog_many2many	68.0511	76.8953	0	0.00	0
		ortholog_many2many	71.885	79.5053	0	0.00	0
		ortholog_many2many	69.3291	78.6232	0	0.00	0
		ortholog_many2many	67.7316	85.1406	0	0.00	0
		ortholog_many2many	63.2588	77.6471	0	0.00	0
TM4SF1	TM4SF1	ortholog_one2one	98.0198	98.0198	100	100.00	1
NKX6-1	NKX6-1	ortholog_one2one	89.9183	89.9183	100	100.00	1
PCIF1	PCIF1	ortholog_one2one	85.2761	98.7216	100	100.00	1
							
IFITM5		ortholog_one2one	67.4242	83.1776	25	0.00	0
							
		ortholog_one2many	91.6667	91.6667	50	100.00	1
		ortholog_one2one	95.5882	95.5882	100	100.00	1
							
ESRRB	ESRRB	ortholog_one2one	99.6063	99.6063	75	100.00	1
CD1C	CD1C	ortholog_one2one	97.8979	97.8979	100	100.00	1
BCL9	BCL9	ortholog_one2one	99.6494	99.6494	100	100.00	1
							
SCG3	SCG3	ortholog_one2one	94.8718	98.4479	100	100.00	1
	PYDC2	ortholog_one2many	56.1404	65.9794	0	0.00	0
PASD1	PASD1	ortholog_one2many	91.9643	93.6364	75	100.00	1
SOHLH1	SOHLH1	ortholog_one2one	96.124	96.124	100	100.00	1
OTUD5		ortholog_one2one	34.1137	100	0	82.92	0
EVA1C	EVA1C	ortholog_one2one	94.2922	96.4953	100	100.00	1
DACT3		ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	89.1608	94.7955	0	0.00	0
SHMT1	SHMT1	ortholog_one2one	93.9959	95.9831	50	90.49	1
MEP1A	MEP1A	ortholog_one2one	98.8048	96.749	100	100.00	1
		ortholog_one2one	97.8261	97.8261	100	100.00	1
HOXA3	HOXA3	ortholog_one2many	99.0971	99.0971	100	100.00	1
		ortholog_one2one	73.1707	69.7674	0	0.00	0
P4HA1	P4HA1	ortholog_one2one	98.0072	97.3022	75	100.00	1
DEPTOR	DEPTOR	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	94.8052	94.8052	100	100.00	1
CDC42SE1	CDC42SE1	ortholog_one2one	98.7342	98.7342	100	100.00	1
PITRM1		ortholog_one2one	53.6162	98.5816	0	67.82	0
AP1G1	AP1G1	ortholog_one2one	100	100	100	100.00	1
PRSS56	PRSS56	ortholog_one2one	97.686	98.0099	100	100.00	1
ALPK2	ALPK2	ortholog_one2one	97.789	97.8341	100	100.00	1
MDC1	MDC1	ortholog_one2one	95.6938	95.7396	100	100.00	1
TDRD7	TDRD7	ortholog_one2one	99.3625	99.3625	100	100.00	1
							
ADCY4	ADCY4	ortholog_one2one	99.5357	99.5357	100	100.00	1
							
							
							
NUGGC	NUGGC	ortholog_one2one	98.8693	98.8693	100	100.00	1
GTF2E1	GTF2E1	ortholog_one2one	99.7722	99.7722	100	100.00	1
RNF214	RNF214	ortholog_one2one	100	100	100	100.00	1
DYRK1B	DYRK1B	ortholog_one2one	95.5485	90.9228	50	100.00	1
MS4A1	MS4A1	ortholog_one2one	98.3165	98.3165	100	100.00	1
SLC6A3	SLC6A3	ortholog_one2one	90.8064	93.99	75	100.00	1
ALK	ALK	ortholog_one2one	99.0741	99.1965	75	100.00	1
TNFSF18	TNFSF18	ortholog_one2one	99.4975	99.4975	100	100.00	1
ARMC6	ARMC6	ortholog_one2one	98.8048	98.8048	100	100.00	1
ATP6V1E1	ATP6V1E1	ortholog_one2one	95.8115	80.9734	100	100.00	1
							
DDX23	DDX23	ortholog_one2one	99.8781	99.8781	50	100.00	1
ADAM33	ADAM33	ortholog_one2one	98.647	98.7685	100	100.00	1
NLRP4	NLRP4	ortholog_one2one	97.3843	97.5806	100	100.00	1
RPUSD1	RPUSD1	ortholog_one2one	99.359	99.359	100	18.08	1
ALKBH8	ALKBH8	ortholog_one2one	98.3508	98.7952	100	100.00	1
DGAT2	DGAT2	ortholog_one2one	100	100	100	100.00	1
AKR1B1	AKR1B1	ortholog_one2one	99.0506	99.0506	100	100.00	1
TOE1	TOE1	ortholog_one2one	99.2352	99.2352	100	100.00	1
DMC1	DMC1	ortholog_one2one	100	100	100	100.00	1
LRRC28	LRRC28	ortholog_one2one	99.7275	99.7275	100	100.00	1
HCFC1	HCFC1	ortholog_one2many	99.7543	99.7543	50	99.98	1
							
							
EPHB6	EPHB6	ortholog_one2one	99.6078	99.7056	100	100.00	1
MCPH1	MCPH1	ortholog_one2one	88.9542	96.4331	75	93.46	1
ANKRD55	ANKRD55	ortholog_one2one	99.5114	99.5114	100	100.00	1
KCNRG	KCNRG	ortholog_one2one	98.5294	98.5294	100	100.00	1
							
		ortholog_one2one	94.382	92.3077	100	100.00	1
		ortholog_one2one	94.7218	96.793	100	100.00	1
GPR107	GPR107	ortholog_one2one	99.6667	99.6667	100	100.00	1
RABL6	RABL6	ortholog_one2one	98.6264	98.4911	100	100.00	1
RCC1L	RCC1L	ortholog_one2many	86.5145	91.4474	25	87.40	1
CCDC136	CCDC136	ortholog_one2one	98.6038	98.5179	100	100.00	1
CATSPERG	CATSPERG	ortholog_one2one	98.7921	98.7921	50	100.00	1
		ortholog_one2many	96.2815	96.4096	100	100.00	1
WNT2	WNT2	ortholog_one2one	100	100	100	100.00	1
SMC5		ortholog_one2one	99.9092	99.9092	100	100.00	1
SLC4A11	SLC4A11	ortholog_one2one	94.6623	98.8623	100	100.00	1
ANKRD13B	ANKRD13B	ortholog_one2one	93.9297	100	100	100.00	1
		ortholog_one2one	96.5517	88.4211	100	100.00	1
SP140L	SP140L	ortholog_one2one	97.4138	97.4138	100	81.15	1
EXOG	EXOG	ortholog_one2one	98.3696	98.103	100	100.00	1
DCDC2B	DCDC2B	ortholog_one2one	99.1404	99.1404	100	100.00	1
		ortholog_one2one	98.7952	98.7952	100	100.00	1
DNAJA1							
ZNF384	ZNF384	ortholog_one2one	100	99.8221	100	100.00	1
							
MUC15	MUC15	ortholog_one2one	95.0138	95.0138	100	100.00	1
		ortholog_one2one	15.8898	94.9367	100	100.00	0
		ortholog_one2one	89.8936	80.0948	100	100.00	1
C6orf62	C6orf62	ortholog_one2one	100	100	100	100.00	1
DNAJB5	DNAJB5	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	79.7235	78.6364	100	0.00	0
		ortholog_one2one	70.4918	54.7074	0	0.00	0
NUDT11	NUDT11	ortholog_one2many	98.1818	98.7805	50	100.00	1
		ortholog_one2one	94.8052	94.8052	100	100.00	1
		ortholog_one2one	94.7531	95.0464	100	0.00	1
IRF7	IRF7	ortholog_one2one	96.5116	96.5116	100	100.00	1
VPS13A	VPS13A	ortholog_one2one	99.3069	99.3382	100	100.00	1
CDK5RAP1		ortholog_one2one	67.3333	99.7531	100	100.00	0
ATF5		ortholog_one2many	97.8723	97.8723	0	100.00	1
ATF5		ortholog_one2many	97.8723	97.8723	100	100.00	1
		ortholog_one2one	86.1592	91.5441	100	100.00	1
							
RNASEH2C							
MROH9	MROH9	ortholog_one2one	96.9803	96.9803	100	100.00	1
PRICKLE4	PRICKLE4	ortholog_one2many	97.6501	97.1429	100	100.00	1
SAE1	SAE1	ortholog_one2many	100	100	100	100.00	1
CCNT1	CCNT1	ortholog_one2one	83.7241	99.3453	100	100.00	1
SPINK13	SPINK13	ortholog_one2one	96.8421	97.8723	100	100.00	1
NEK11	NEK11	ortholog_one2one	99.0698	99.0698	100	99.74	1
		ortholog_one2one	98.9362	98.9362	100	100.00	1
SPATA8		ortholog_one2one	98.0952	98.0952	100	100.00	1
ATP2B4		ortholog_one2many	44.6473	97.1119	0	98.64	0
ATP2B4		ortholog_one2many	97.4274	95.8367	100	99.88	1
LNPK	LNPK	ortholog_one2one	99.3464	99.3464	100	100.00	1
FATE1	FATE1	ortholog_one2many	98.3607	98.3607	100	100.00	1
ACP3	ACP3	ortholog_one2one	98.8038	98.8038	100	100.00	1
PSG7							
HSPA5	HSPA5	ortholog_one2one	100	100	100	100.00	1
PRMT3	PRMT3	ortholog_one2one	85.4991	90.4382	100	100.00	1
CNRIP1	CNRIP1	ortholog_one2one	100	100	100	100.00	1
EIF2AK3	EIF2AK3	ortholog_one2one	98.9247	98.9247	100	100.00	1
TOM1L2	TOM1L2	ortholog_one2one	99.8028	99.8028	100	100.00	1
SCN8A	SCN8A	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	94.5578	87.6972	100	100.00	1
NCR2	NCR2	ortholog_one2many	94.9275	94.9275	100	100.00	1
AMMECR1L	AMMECR1L	ortholog_one2one	100	100	100	100.00	1
MRAS	MRAS	ortholog_one2one	100	100	100	100.00	1
GLCE	GLCE	ortholog_one2one	99.5138	99.5138	100	100.00	1
MTERF3	MTERF3	ortholog_one2one	99.5204	99.5204	100	100.00	1
		ortholog_one2one	87.0293	89.8488	100	100.00	1
CYP19A1	CYP19A1	ortholog_one2one	99.6024	99.6024	100	100.00	1
SP2	SP2	ortholog_one2one	99.8369	99.8369	100	100.00	1
ZNF418	ZNF418	ortholog_one2one	98.3558	98.3558	100	100.00	1
CLCC1	CLCC1	ortholog_one2one	98.9111	98.9111	100	100.00	1
SPSB3	SPSB3	ortholog_one2one	99.1549	99.1549	100	100.00	1
SNX18		ortholog_one2one	60.7445	83.4884	100	100.00	0
CNGA1	CNGA1	ortholog_one2many	99.4048	91.7582	75	100.00	1
		ortholog_one2many	31.5914	82.866	0	0.00	0
KRTAP4-11	KRTAP4-11	ortholog_one2one	89.7959	95.1351	50	100.00	1
SH3RF3	SH3RF3	ortholog_one2one	86.7347	99.2218	50	99.94	1
	MGAM2	ortholog_one2many	94.0358	96.0601	100	100.00	1
	PRICKLE4	ortholog_one2many	97.9221	97.9221	75	100.00	1
		ortholog_one2many	84.8485	84.8485	0	0.00	0
STMP1	STMP1	ortholog_one2one	100	100	100	100.00	1
SNTB1	SNTB1	ortholog_one2one	98.6989	98.6989	100	100.00	1
TBC1D31	TBC1D31	ortholog_one2one	99.3433	99.2502	100	100.00	1
		ortholog_one2one	92.674	94.052	100	100.00	1
VSTM4	VSTM4	ortholog_one2one	94.375	94.375	75	100.00	1
PROCR	PROCR	ortholog_one2one	98.3193	98.3193	100	0.00	1
LPAR3	LPAR3	ortholog_one2one	98.8669	98.8669	100	100.00	1
FOSL1	FOSL1	ortholog_one2one	100	100	100	100.00	1
CRTC2	CRTC2	ortholog_one2one	99.2867	98.8636	100	100.00	1
RAB21	RAB21	ortholog_one2one	95.9821	90.7173	100	100.00	1
							
DNAAF3		ortholog_one2one	86.8583	97.6905	100	100.00	1
		ortholog_one2many	91.8033	91.8033	100	100.00	1
MAL2		ortholog_one2one	79.5455	99.2908	100	100.00	0
REDIC1	REDIC1	ortholog_one2one	97.2393	97.2393	100	100.00	1
PLPP2	PLPP2	ortholog_one2one	88.0259	92.2034	50	78.57	1
EXOC1L	EXOC1L	ortholog_one2one	100	100	100	100.00	1
CPLX2	CPLX2	ortholog_one2one	100	100	50	100.00	1
INTS12	INTS12	ortholog_one2one	99.3506	99.3506	100	100.00	1
TMEM40	TMEM40	ortholog_one2one	97.4359	97.8541	100	100.00	1
LARP7		ortholog_one2many	85.0594	93.9962	0	100.00	1
LARP7		ortholog_one2many	99.4907	99.4907	100	100.00	1
		ortholog_one2one	86.6379	91.7808	100	100.00	1
	TRAV29DV5	ortholog_one2many	97.1831	97.1831	0	0.00	0
PCLO	PCLO	ortholog_one2one	97.6744	99.4326	100	100.00	1
PPFIA1	PPFIA1	ortholog_one2one	99.6054	99.6054	100	100.00	1
HDAC5	HDAC5	ortholog_one2one	97.2197	96.6132	100	100.00	1
NUP133	NUP133	ortholog_one2one	99.1349	99.1349	100	100.00	1
		ortholog_one2one	91.5916	96.3665	100	100.00	1
FTO	FTO	ortholog_one2one	99.4633	99.4633	100	100.00	1
							
PLEKHO1	PLEKHO1	ortholog_one2one	99.7555	99.7555	100	100.00	1
POLRMT		ortholog_one2many	74.6094	93.9036	100	31.44	0
PLXNA3	PLXNA3	ortholog_one2one	99.6259	99.6259	100	100.00	1
		ortholog_one2one	92.7313	89.9573	100	100.00	1
PAGR1	PAGR1	ortholog_one2one	98.0315	98.0315	100	100.00	1
SEC13	SEC13	ortholog_one2one	99.1848	99.1848	100	100.00	1
PORCN	PORCN	ortholog_one2one	99.7831	99.7831	100	100.00	1
VGLL4	VGLL4	ortholog_one2one	100	100	100	100.00	1
GPM6B	GPM6B	ortholog_one2one	100	100	100	100.00	1
PATR-H		ortholog_one2one	88.2022	86.0274	100	0.00	1
SLC36A3	SLC36A3	ortholog_one2one	93.1507	98.9605	100	100.00	1
		ortholog_one2one	97.5207	73.75	100	100.00	0
CHD2	CHD2	ortholog_one2one	98.4136	99.889	100	100.00	1
MTMR7	MTMR7	ortholog_one2one	99.5455	99.5455	100	100.00	1
UTP15	UTP15	ortholog_one2one	99.434	99.434	100	100.00	1
STAT5A	STAT5A	ortholog_one2one	77.3946	92.9448	100	100.00	0
TEKT2	TEKT2	ortholog_one2one	89.3023	88.8889	100	100.00	1
		ortholog_one2one	91.3386	82.5623	100	100.00	1
		ortholog_one2one	83.8384	86.4583	100	100.00	1
BARHL2		ortholog_one2one	72.8682	89.8089	100	100.00	0
CRTC3	CRTC3	ortholog_one2one	92.084	95.6376	100	100.00	1
CUL4A	CUL4A	ortholog_one2many	99.3447	99.8682	50	100.00	1
HOXB3	HOXB3	ortholog_one2one	96.9838	97.8923	100	100.00	1
CDC37	CDC37	ortholog_one2one	99.7355	99.7355	100	100.00	1
TEX53	TEX53	ortholog_one2one	98.5714	98.5714	100	100.00	1
RPS12	RPS12	ortholog_one2many	99.2424	99.2424	100	100.00	1
HES7	HES7	ortholog_one2one	83.3977	93.913	100	100.00	1
ETFA	ETFA	ortholog_one2one	84.0841	99.2908	100	100.00	1
PDPK1		ortholog_one2one	56.8266	88.7608	100	69.94	0
ACTR1A	ACTR1A	ortholog_one2one	97.7208	91.2234	100	99.56	1
AP3M1	AP3M1	ortholog_one2one	100	100	75	100.00	1
SPRED1	SPRED1	ortholog_one2one	100	100	100	100.00	1
PLA2G2C	PLA2G2C	ortholog_one2one	80.3797	84.6667	100	100.00	1
GAB4	GAB4	ortholog_one2one	81.1679	96.6957	50	97.87	1
FBXL14	FBXL14	ortholog_one2one	87.3206	100	100	100.00	1
ZFP30	ZFP30	ortholog_one2one	99.8073	99.8073	100	100.00	1
PIGH		ortholog_one2many	99.4681	99.4681	100	100.00	1
PIGH		ortholog_one2many	92.0213	97.191	0	0.00	0
DDIT4L	DDIT4L	ortholog_one2one	99.4819	99.4819	100	100.00	1
							
TBX15	TBX15	ortholog_one2one	99.8339	99.8339	100	100.00	1
PLEKHG5	PLEKHG5	ortholog_one2one	90.1109	91.7215	100	100.00	1
STRIP1	STRIP1	ortholog_one2one	99.2018	99.7706	100	100.00	1
PXN	PXN	ortholog_one2many	98.8868	98.6124	25	99.88	1
		ortholog_one2many	78.6325	85.9813	0	0.00	0
		ortholog_one2many	95.8333	95.8333	75	100.00	1
GPAT4	GPAT4	ortholog_one2one	100	100	100	100.00	1
CCDC175	CCDC175	ortholog_one2one	98.43	98.43	100	100.00	1
WWTR1	WWTR1	ortholog_one2one	100	100	100	100.00	1
LRP5L		ortholog_one2one	73.8095	80.8696	50	0.00	0
							
							
SLC38A10	SLC38A10	ortholog_one2one	98.3036	98.3036	100	100.00	1
ARL3	ARL3	ortholog_one2one	92.053	76.3736	100	100.00	0
VWF		ortholog_one2one	70.7074	98.8077	100	98.88	0
SLC35G1	SLC35G1	ortholog_one2one	99.1781	99.1781	50	100.00	1
SKIDA1							
							
		ortholog_one2one	96.2963	87.6404	100	100.00	1
TSACC							
TNP2	TNP2	ortholog_one2one	96.3768	96.3768	100	100.00	1
MNDA	MNDA	ortholog_one2one	97.7887	97.7887	100	100.00	1
SSX1							
DEPDC5	DEPDC5	ortholog_one2many	99.7508	99.5028	100	100.00	1
	OR10G2	ortholog_one2many	59.6491	46.1017	75	100.00	0
CCT6A		ortholog_many2many	96.9858	97.1581	0	0.00	0
CCT6A		ortholog_many2many	96.9858	97.1581	0	0.00	0
CCT6A		ortholog_many2many	94.1489	100	100	100.00	1
ZBTB48	ZBTB48	ortholog_one2one	99.564	99.564	100	100.00	1
LIFR	LIFR	ortholog_one2one	99.2707	99.2707	100	100.00	1
CATSPERD	CATSPERD	ortholog_one2one	97.2431	97.2431	100	100.00	1
		ortholog_one2many	100	100	0	0.00	0
TGFBR1	TGFBR1	ortholog_one2one	99.6032	99.6032	100	100.00	1
BCLAF3	BCLAF3	ortholog_one2one	98.827	94.7961	100	100.00	1
		ortholog_one2one	83.4951	83.9024	100	100.00	1
MZT2A							
CTSF	CTSF	ortholog_one2one	88.866	90.5462	100	100.00	1
PPA2	PPA2	ortholog_one2one	99.7006	99.7006	100	100.00	1
		ortholog_one2one	89.808	84.6797	50	100.00	1
ABHD14A							
							
HOXC9	HOXC9	ortholog_one2one	100	100	100	100.00	1
SCAMP2	SCAMP2	ortholog_one2one	99.696	88.172	100	100.00	1
MLXIPL	MLXIPL	ortholog_one2many	88.8498	99.0838	50	97.51	1
CLEC4F	CLEC4F	ortholog_one2one	96.2649	96.2649	100	100.00	1
		ortholog_one2one	94.7059	94.7059	100	100.00	1
PROKR1	PROKR1	ortholog_one2one	100	100	75	100.00	1
							
C1QTNF6	C1QTNF6	ortholog_one2one	99.6403	99.6403	100	100.00	1
							
KATNA1	KATNA1	ortholog_one2one	84.5214	100	100	100.00	1
JPT1		ortholog_one2one	98.895	98.895	100	100.00	1
GSG1	GSG1	ortholog_one2one	99.41	93.0939	100	98.56	1
PLEKHH2	PLEKHH2	ortholog_one2one	99.3137	96.919	100	100.00	1
P2RY10							
BRD9	BRD9	ortholog_one2many	94.3333	95.2862	100	40.57	1
LPP	LPP	ortholog_one2one	99.8366	99.8366	100	100.00	1
		ortholog_one2one	94.4882	94.4882	75	100.00	1
TRAM2	TRAM2	ortholog_one2one	99.7297	99.7297	100	100.00	1
							
RANGAP1	RANGAP1	ortholog_one2one	92.1311	89.4904	100	100.00	1
SLC66A1L		ortholog_one2one	91.791	91.1111	100	100.00	1
LAMB3	LAMB3	ortholog_one2one	98.4629	98.4629	100	100.00	1
		ortholog_one2many	95.4023	83.4171	50	100.00	1
		ortholog_one2one	63.0177	75.5319	100	100.00	0
ZNF25	ZNF25	ortholog_one2one	99.1228	99.1228	100	22.78	1
SMPDL3B	SMPDL3B	ortholog_one2one	98.4615	98.4615	100	100.00	1
		ortholog_one2many	94.9721	89.0052	0	0.00	0
CDH3	CDH3	ortholog_one2one	98.9144	98.9144	75	100.00	1
							
RBIS	RBIS	ortholog_one2one	100	100	100	100.00	1
CTLA4	CTLA4	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	94.6429	94.6429	100	100.00	1
		ortholog_one2many	98.5507	98.5507	0	100.00	1
		ortholog_one2many	84.1837	79.7101	0	0.00	0
C1orf105	C1orf105	ortholog_one2one	94.5652	95.082	100	100.00	1
LMO1	LMO1	ortholog_one2one	100	100	100	100.00	1
PCSK9	PCSK9	ortholog_one2one	83.7638	98.6957	100	100.00	1
ZNF708	ZNF708	ortholog_one2one	98.2238	98.2238	75	0.00	1
ID3	ID3	ortholog_one2one	100	100	100	100.00	1
BNIP3	BNIP3	ortholog_one2one	74.5174	99.4845	100	100.00	0
IQCH	IQCH	ortholog_one2one	97.8578	97.8578	50	100.00	1
SEC23IP	SEC23IP	ortholog_one2one	99.3171	99.3171	100	100.00	1
EXO1	EXO1	ortholog_one2one	99.5272	99.5272	100	100.00	1
INMT	INMT	ortholog_one2one	99.2395	99.2395	100	100.00	1
FLAD1	FLAD1	ortholog_one2one	82.7939	99.1837	100	100.00	1
		ortholog_one2one	96.1905	96.1905	0	0.00	0
		ortholog_one2one	98.6667	98.6667	100	100.00	1
ZNF43	ZNF43	ortholog_one2one	98.6553	98.6553	75	100.00	1
TRAP1	TRAP1	ortholog_one2one	95.7265	93.5933	100	100.00	1
FGF1	FGF1	ortholog_one2one	100	100	100	100.00	1
POLR2H	POLR2H	ortholog_one2one	63.7755	100	50	100.00	0
DDX54	DDX54	ortholog_one2one	99.093	99.093	100	100.00	1
CD72	CD72	ortholog_one2one	96.9359	96.9359	50	99.15	1
SYT16	SYT16	ortholog_one2one	98.7597	98.7597	100	100.00	1
UBAP1L	UBAP1L	ortholog_one2one	98.4252	98.4252	100	100.00	1
CYB5D1	CYB5D1	ortholog_one2one	100	100	100	100.00	1
S100A9	S100A9	ortholog_one2one	99.1228	99.1228	100	100.00	1
UBE2S							
CYP4A22		ortholog_one2one	60.1093	48.6726	100	100.00	0
SNX21	SNX21	ortholog_one2one	96.7568	98.3516	100	100.00	1
PRRT2	PRRT2	ortholog_one2one	97.9695	97.9695	100	100.00	1
KCNIP1	KCNIP1	ortholog_one2one	99.5851	99.5851	100	100.00	1
ELF3	ELF3	ortholog_one2one	99.7333	99.7333	100	100.00	1
GAS8	GAS8	ortholog_one2one	70.2048	95.443	75	100.00	0
VXN	VXN	ortholog_one2one	99.5169	99.5169	100	100.00	1
CARD14	CARD14	ortholog_one2one	98.1076	98.1076	100	100.00	1
HAUS2	HAUS2	ortholog_one2one	98.7234	98.7234	100	100.00	1
ZIC3	ZIC3	ortholog_one2one	100	100	100	100.00	1
EBF1	EBF1	ortholog_one2one	100	100	100	100.00	1
GPR37L1	GPR37L1	ortholog_one2one	99.7921	99.7921	100	100.00	1
ZDHHC19	ZDHHC19	ortholog_one2one	97.0874	85.4701	50	100.00	1
EEF1G		ortholog_one2one	99.7712	99.7712	100	100.00	1
USP35	USP35	ortholog_one2one	89.8821	99.2408	100	100.00	1
REST	REST	ortholog_one2one	96.9918	98.4274	100	100.00	1
CABP7	CABP7	ortholog_one2one	83.7209	97.8261	100	100.00	1
		ortholog_one2one	100	100	100	100.00	1
							
CCNC	CCNC	ortholog_one2one	100	100	100	100.00	1
LGALS16	LGALS16	ortholog_one2one	97.1831	91.3907	25	0.00	0
SLC6A17	SLC6A17	ortholog_one2one	99.5873	99.5873	100	100.00	1
							
CDCA3	CDCA3	ortholog_one2one	98.5075	98.5075	75	100.00	1
							
LRRC27	LRRC27	ortholog_one2one	89.8113	94.2574	100	100.00	1
	PLEKHN1	ortholog_one2many	96.9231	57.0997	100	100.00	0
ART3	ART3	ortholog_one2one	98.2005	98.2005	100	100.00	1
ELMOD3	ELMOD3	ortholog_one2one	98.4655	98.4655	75	100.00	1
		ortholog_one2one	93.1141	95.6705	100	100.00	1
OSBPL9	OSBPL9	ortholog_one2one	98.6595	100	100	100.00	1
RAB19	RAB19	ortholog_one2many	100	100	50	99.99	1
LHFPL5	LHFPL5	ortholog_one2one	100	100	100	100.00	1
PXMP4	PXMP4	ortholog_one2many	99.0566	99.0566	100	100.00	1
CLYBL	CLYBL	ortholog_one2one	82.0588	92.0792	100	100.00	1
FYTTD1	FYTTD1	ortholog_one2one	99.3711	99.3711	100	100.00	1
							
SENP5	SENP5	ortholog_one2one	99.2053	99.2053	50	100.00	1
OLFM2	OLFM2	ortholog_one2one	99.5816	99.5816	100	100.00	1
							
IFTAP	IFTAP	ortholog_one2one	86.7347	76.9231	100	100.00	0
ARRDC5	ARRDC5	ortholog_one2one	97.9532	97.9532	100	100.00	1
KHDRBS2	KHDRBS2	ortholog_one2one	100	100	100	100.00	1
							
CCDC169							
CLPTM1	CLPTM1	ortholog_one2one	96.4126	98.4733	100	100.00	1
SEMA3D	SEMA3D	ortholog_one2many	99.8713	99.8713	100	100.00	1
		ortholog_one2many	91.6084	92.4706	0	0.00	0
ST8SIA4	ST8SIA4	ortholog_one2one	100	100	100	100.00	1
BIRC6	BIRC6	ortholog_one2one	98.9804	99.4061	100	99.68	1
