Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
CENPO	CENPO	ortholog_one2one	85.5799	91	100	100.00	1
Metazoa_SRP	RN7SL606P	ortholog_one2one	90.4762	90.785		100.00	1
CTNNA1	CTNNA1	ortholog_one2one	99.4481	99.4481	100	100.00	1
NAPA	NAPA	ortholog_one2one	77.5401	98.3051	100	100.00	1
							
							
Metazoa_SRP							
ACSM4	ACSM4	ortholog_one2one	95.5172	95.5172	100	100.00	1
							
WRAP53	WRAP53	ortholog_one2one	96.8978	96.8978	100	100.00	1
STMN3	STMN3	ortholog_one2one	95.1087	97.2222	100	100.00	1
U6	RNU6-1290P	ortholog_one2one	95.4128	95.4128		100.00	1
CENPC	CENPC	ortholog_one2one	87.4737	88.123	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.2617	96.2617		100.00	1
							
CRAMP1	CRAMP1	ortholog_one2one	97.6359	97.6359	100	100.00	1
	RPS20	ortholog_one2one	98.3193	98.3193	0	0.00	0
LONRF1	LONRF1	ortholog_one2one	98.3182	98.3182	50	100.00	1
U6	RNU6-633P	ortholog_one2one	89.7196	93.2039		100.00	1
SCN4B	SCN4B	ortholog_one2one	71.2025	98.6842	100	100.00	1
TIMM22	TIMM22	ortholog_one2one	52.809	72.6804	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.5752	95.5752		100.00	1
Metazoa_SRP	RN7SL153P	ortholog_one2one	92.3875	91.4384		100.00	1
GABRA3	GABRA3	ortholog_one2one	99.5935	99.5935	100	100.00	1
							
		ortholog_one2one	95.8333	95.8333		100.00	1
EIF1AX	EIF1AX	ortholog_one2one	100	100	100	100.00	1
SNORD115	SNORD115-14	ortholog_one2one	97.5309	97.5309		100.00	1
PPFIA2	PPFIA2	ortholog_one2one	99.8409	99.8409	100	100.00	1
	OR10H3	ortholog_many2many	91.1392	91.1392	75	100.00	1
	OR10H4	ortholog_many2many	91.1392	91.1392	0	0.00	0
							
							
Metazoa_SRP							
MIR363	MIR363	ortholog_one2one	87.0588	98.6667		100.00	1
							
							
PIEZO2	PIEZO2	ortholog_one2one	98.547	94.6946	50	100.00	1
ADCY2	ADCY2	ortholog_one2one	99.2667	99.2667	100	100.00	1
KLRD1	KLRD1	ortholog_one2one	92.1788	92.1788	100	100.00	1
FAM13B	FAM13B	ortholog_one2one	98.6141	98.7193	100	100.00	1
PTCD2	PTCD2	ortholog_one2one	92.5824	86.8557	100	100.00	1
Metazoa_SRP	RN7SL448P	ortholog_one2one	91.9732	93.2203		100.00	1
XRCC4	XRCC4	ortholog_one2one	94.6108	94.6108	100	100.00	1
Metazoa_SRP	RN7SL91P	ortholog_one2one	95.4225	93.1272		100.00	1
							
Metazoa_SRP							
mml-mir-92a-2	MIR92A2	ortholog_one2one	97.4026	100		100.00	1
							
TNP2	TNP2	ortholog_one2one	86.5248	88.4058	75	100.00	1
Metazoa_SRP							
STARD4	STARD4	ortholog_one2one	99.5122	99.5122	100	100.00	1
CYP4F2	CYP4F12	ortholog_one2one	43.1818	14.5038	0	100.00	0
COMMD5	COMMD5	ortholog_one2one	72.2408	96.4286	100	100.00	1
CHD1	CHD1	ortholog_one2one	98.31	98.655	75	100.00	1
							
							
							
Metazoa_SRP							
mml-mir-19b-2	MIR19B2	ortholog_one2one	98.9691	100		100.00	1
MS4A14	MS4A14	ortholog_one2one	66.5529	86.1561	100	100.00	1
SNORA35B	SNORA35B	ortholog_one2one	99.2248	99.2248		100.00	1
							
							
Metazoa_SRP							
DQX1	DQX1	ortholog_one2one	94.0541	97.0711	100	100.00	1
							
		ortholog_one2one	91.1765	90.5109		100.00	1
							
mml-mir-223	MIR223	ortholog_one2one	97.2727	97.2727		100.00	1
MAP1LC3B	MAP1LC3B2	ortholog_one2many	99.2	99.2	0	0.00	0
MAP1LC3B	MAP1LC3B	ortholog_one2many	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	89.7959	93.617		100.00	1
mml-mir-20b	MIR20B	ortholog_one2one	98.5507	98.5507		100.00	1
Metazoa_SRP							
							
							
Metazoa_SRP							
ATF2	ATF2	ortholog_one2one	100	100	100	100.00	1
U3							
KLHL4	KLHL4	ortholog_one2one	98.8858	98.8858	100	100.00	1
U7	RNU7-20P	ortholog_one2one	83.8235	91.9355		100.00	1
SNORD115							
RRAD	RRAD	ortholog_one2one	98.3766	98.3766	100	100.00	1
							
							
OR10H5	OR10H5	ortholog_one2one	91.8239	92.6984	75	100.00	1
							
							
							
VSIG4	VSIG4	ortholog_one2one	92.5743	93.7343	100	100.00	1
	MCEE	ortholog_one2many	49.3213	61.9318	0	0.00	0
TBX2	TBX2	ortholog_one2one	99.5787	99.5787	100	100.00	1
GAL3ST2	GAL3ST2	ortholog_one2one	87.6238	88.9447	100	100.00	1
KCNK12	KCNK12	ortholog_one2one	99.7674	99.7674	100	100.00	1
							
							
PRC1	PRC1	ortholog_one2one	97.4359	98.0645	100	100.00	1
COQ7	COQ7	ortholog_one2one	90.7216	81.106	0	0.00	0
EMP2	EMP2	ortholog_one2one	93.4132	93.4132	100	100.00	1
mml-mir-106a							
LUZP4							
HNRNPA3	HNRNPA3	ortholog_one2one	99.7355	99.7355	100	100.00	1
Metazoa_SRP	RN7SL569P	ortholog_one2one	81.7891	88.8889		100.00	1
							
							
OR10H1	OR10H1	ortholog_one2one	94.0063	93.7107	100	100.00	1
							
							
							
AIP	AIP	ortholog_one2one	98.1818	98.1818	100	100.00	1
CTRB2	CTRB2	ortholog_many2many	63.142	79.4677	100	100.00	1
CTRB2	CTRB1	ortholog_many2many	62.5378	78.7072	0	100.00	1
Y_RNA							
TERT	TERT	ortholog_one2one	95.8407	95.6714	100	100.00	1
C4H6orf89	C6orf89	ortholog_one2one	91.8539	94.2363	100	100.00	1
PELO	PELO	ortholog_one2one	99.4805	99.4805	100	100.00	1
		ortholog_one2one	94.3548	94.3548		100.00	1
CCDC160	CCDC160	ortholog_one2one	92.6154	92.6154	100	100.00	1
U7							
Metazoa_SRP	RN7SL797P	ortholog_one2one	94.9664	95.2862		100.00	1
							
LSM11	LSM11	ortholog_one2one	98.324	97.7778	100	100.00	1
MS4A7	MS4A7	ortholog_one2one	93.3333	93.3333	50	100.00	1
FAM217B	FAM217B	ortholog_one2one	95.5614	95.5614	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
mml-mir-601							
Metazoa_SRP	RN7SL680P	ortholog_one2one	91.5789	87.291		100.00	1
ZNF250	ZNF250	ortholog_one2one	98.556	98.3784	100	100.00	1
VRK1	VRK1	ortholog_one2one	90.0463	98.2323	100	100.00	1
							
							
SNORA74	SNORA74C-2	ortholog_one2many	95.0249	95.0249		100.00	1
SNORA74	SNORA74C-1	ortholog_one2many	93.0348	93.0348		100.00	1
POP5	POP5	ortholog_one2one	100	100	100	100.00	1
							
Y_RNA	RNY4	ortholog_one2many	100	100		100.00	1
Metazoa_SRP							
							
							
							
							
							
MIR3926-2	MIR3926-2	ortholog_one2one	100	100		100.00	1
TRARG1	TRARG1	ortholog_one2one	65.4008	87.5706	75	100.00	1
CD248	CD248	ortholog_one2one	96.6975	96.6975	100	100.00	1
CIAO2B	CIAO2B	ortholog_one2one	98.7805	99.3865	100	100.00	1
SNORD115	SNORD115-9	ortholog_one2one	100	100		100.00	1
YAP1	YAP1	ortholog_one2one	98.8189	99.6032	100	100.00	1
CRB2	CRB2	ortholog_one2one	95.0272	95.1751	100	100.00	1
FUT9	FUT9	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	95.7143	95.7143		100.00	1
ZNF366	ZNF366	ortholog_one2one	97.7151	97.7151	100	100.00	1
SH3RF1	SH3RF1	ortholog_one2one	98.6487	98.6487	100	100.00	1
							
ZNF286A	ZNF286A	ortholog_one2one	97.3231	97.6967	75	100.00	1
HNRNPL	HNRNPL	ortholog_one2one	94.0895	100	100	100.00	1
AKR1A1	AKR1A1	ortholog_one2one	99.3846	99.3846	100	100.00	1
							
TMEM151A	TMEM151A	ortholog_one2one	98.1013	99.359	100	100.00	1
		ortholog_one2one	92.5	92.5		100.00	1
							
ZBTB1	ZBTB1	ortholog_one2one	82.1012	88.7798	75	100.00	1
Metazoa_SRP							
							
		ortholog_one2one	49.6183	80.2469		100.00	0
							
MAGEB18	MAGEB18	ortholog_one2one	94.186	94.4606	100	100.00	1
							
COQ10B	COQ10B	ortholog_one2one	95.0413	96.6387	75	100.00	1
MAP3K2	MAP3K2	ortholog_one2one	99.6774	99.8384	100	100.00	1
CD163	CD163	ortholog_one2one	93.3333	96.1641	75	100.00	1
ANKRD29	ANKRD29	ortholog_one2one	99.3355	99.3355	100	100.00	1
U6	RNU6-664P	ortholog_one2one	97.1963	97.1963		100.00	1
Metazoa_SRP							
	TSR2	ortholog_one2many	94.2408	94.2408	0	0.00	0
TAS2R50	TAS2R50	ortholog_one2one	88.6288	88.6288	50	100.00	1
Metazoa_SRP	RN7SL795P	ortholog_one2one	80.4124	82.9787		100.00	1
							
YWHAE	YWHAE	ortholog_one2many	100	100	100	100.00	1
							
AAMP	AAMP	ortholog_one2one	99.7696	99.7696	100	100.00	1
PARG	PARG	ortholog_one2one	98.0533	98.0533	50	100.00	1
							
PLEC	PLEC	ortholog_one2one	91.629	97.9767	100	100.00	1
MAGEB6B	MAGEB6B	ortholog_one2one	87.7451	87.9607	100	100.00	1
RBMXL2	RBMXL2	ortholog_one2one	95.6853	96.1735	100	100.00	1
PHF6	PHF6	ortholog_one2one	100	100	100	100.00	1
NEU4	NEU4	ortholog_one2one	93.0894	94.6281	100	100.00	1
C5H4orf17	C4orf17	ortholog_one2one	92.2438	92.7577	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94	94		100.00	1
TRMT9B	TRMT9B	ortholog_one2one	90.2954	94.2731	50	100.00	1
							
Metazoa_SRP							
Metazoa_SRP							
	VCY	ortholog_many2many	73.2824	76.8	0	0.00	0
	VCX3B	ortholog_many2many	74.8092	39.8374	0	0.00	0
	VCX	ortholog_many2many	73.2824	46.6019	0	0.00	0
	VCX2	ortholog_many2many	70.9924	66.9065	0	0.00	0
	VCY1B	ortholog_many2many	73.2824	76.8	0	0.00	0
	VCX3A	ortholog_many2many	74.0458	52.1505	100	100.00	1
							
GTSF1	GTSF1	ortholog_one2one	88.0435	97.006	100	100.00	1
U6	RNU6-1140P	ortholog_one2one	86.7924	86.7924		100.00	1
FAM81B							
							
GLCE	GLCE	ortholog_one2one	99.1909	99.3517	100	100.00	1
							
YIF1A	YIF1A	ortholog_one2one	98.6348	98.6348	100	100.00	1
TEKT5	TEKT5	ortholog_one2one	96.4948	96.4948	100	100.00	1
ZDHHC9	ZDHHC9	ortholog_one2one	75.6501	87.9121	100	100.00	1
SPRED1	SPRED1	ortholog_one2one	99.3243	99.3243	100	100.00	1
PLS3	PLS3	ortholog_one2one	98.5871	99.6825	100	100.00	1
NHP2	NHP2	ortholog_one2one	100	100	100	100.00	1
MSTN	MSTN	ortholog_one2one	99.7333	99.7333	100	100.00	1
MSH2	MSH2	ortholog_one2one	99.4641	99.3576	100	100.00	1
NFE2L2	NFE2L2	ortholog_one2one	98.8449	99.0083	100	100.00	1
CLINT1	CLINT1	ortholog_one2one	95.5178	98.88	100	100.00	1
NDST2	NDST2	ortholog_one2one	99.4337	99.4337	100	100.00	1
PPP1R3D	PPP1R3D	ortholog_one2one	96.3211	96.3211	100	100.00	1
Metazoa_SRP							
FLII	FLII	ortholog_one2one	98.6604	98.6604	100	100.00	1
SCN2B	SCN2B	ortholog_one2one	98.6047	98.6047	100	100.00	1
OBP2B							
PRLH	PRLH	ortholog_one2one	94.1176	91.954	100	100.00	1
RPRD1B	RPRD1B	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91.1765	91.1765		100.00	1
CDKN2AIPNL	CDKN2AIPNL	ortholog_one2one	99.1379	99.1379	100	100.00	1
PDCD2L	PDCD2L	ortholog_one2one	92.9919	96.3687	100	100.00	1
CYP4F11	CYP4F11	ortholog_one2many	84.2756	91.0305	100	100.00	1
TBX4	TBX4	ortholog_one2one	98.8971	98.5348	100	100.00	1
ARL1	ARL1	ortholog_one2one	100	100	100	100.00	1
Y_RNA	RNY3	ortholog_one2many	99.0196	99.0196		100.00	1
SNORD115							
CCNYL1	CCNYL1	ortholog_one2one	99.1643	99.1643	100	100.00	1
STMN4	STMN4	ortholog_one2one	66.9231	80.5556	100	100.00	1
							
VCAN	VCAN	ortholog_one2one	94.1419	94.1696	100	100.00	1
Y_RNA	RNY1	ortholog_one2many	100	100		100.00	1
							
GLIS2	GLIS2	ortholog_one2one	99.4275	99.4275	100	100.00	1
TBC1D10B	TBC1D10B	ortholog_one2one	59.9546	98.0198	50	100.00	1
Metazoa_SRP							
OSBPL11	OSBPL11	ortholog_one2one	94.2105	95.8501	100	100.00	1
Metazoa_SRP							
							
							
FKBP15	FKBP15	ortholog_one2one	92.1394	93.2732	100	100.00	1
NLRP14	NLRP14	ortholog_one2one	94.4139	94.3275	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.5455	94.5455		100.00	1
ZCCHC14	ZCCHC14	ortholog_one2one	99.3554	99.3554	100	100.00	1
mml-mir-1243							
GOLT1B	GOLT1B	ortholog_one2one	88.3871	99.2754	100	100.00	1
							
C12H2orf88	C2orf88	ortholog_one2one	96.8421	96.8421	75	100.00	1
							
							
Y_RNA							
RGS22	RGS22	ortholog_one2one	66.0141	96.0443	100	100.00	1
U6							
							
GIT2	GIT2	ortholog_one2one	97.5676	95.1252	100	100.00	1
CCL27	CCL27	ortholog_one2one	96.4286	96.4286	100	100.00	1
MS4A6E	MS4A6E	ortholog_one2one	51.2605	82.9932	100	92.98	1
							
Y_RNA	Y_RNA	ortholog_one2one	96.3964	96.3964		100.00	1
							
Metazoa_SRP							
CDH26	CDH26	ortholog_one2one	89.3513	87.7404	100	100.00	1
TLX2	TLX2	ortholog_one2one	98.9437	98.9437	100	100.00	1
							
IRAG1	IRAG1	ortholog_one2one	94.2438	91.557	100	100.00	1
PDIA4	PDIA4	ortholog_one2one	97.8261	97.6744	100	100.00	1
CES2	CES2	ortholog_one2one	73.5821	88.1932	100	94.58	1
SNUPN	SNUPN	ortholog_one2one	80.7339	97.7778	100	100.00	1
MANEA	MANEA	ortholog_one2one	97.619	97.619	100	100.00	1
Metazoa_SRP							
RPS6KA3	RPS6KA3	ortholog_one2one	94.0397	95.9459	100	100.00	1
ELOVL6	ELOVL6	ortholog_one2one	98.1132	98.1132	100	100.00	1
Metazoa_SRP	RN7SL258P	ortholog_one2one	93.0233	93.3333		100.00	1
							
							
							
		ortholog_one2one	97.037	97.037		100.00	1
PAQR5	PAQR5	ortholog_one2one	96.9697	96.9697	100	100.00	1
RTEL1	RTEL1	ortholog_one2one	91.6731	91.4615	100	99.61	1
							
							
							
							
U6	RNU6-764P	ortholog_one2one	96.1905	96.1905		100.00	1
H2AL3P							
	NDUFS5	ortholog_one2many	91.5094	91.5094	0	0.00	0
U6	RNU6-456P	ortholog_one2one	92.5234	92.5234		100.00	1
SOCS6	SOCS6	ortholog_one2one	98.6916	98.6916	100	100.00	1
ARSB	ARSB	ortholog_one2one	97.0037	97.1857	100	100.00	1
							
ADRB3	ADRB3	ortholog_one2one	86.1244	88.2353	100	100.00	1
OGDH	OGDH	ortholog_one2one	98.5549	100	100	100.00	1
SNORD115							
RAB17	RAB17	ortholog_one2one	62.605	70.283	100	100.00	1
							
Metazoa_SRP							
U6	RNU6-604P	ortholog_one2one	90.6542	97		100.00	1
							
ABCA3	ABCA3	ortholog_one2one	98.5329	98.5329	100	100.00	1
Metazoa_SRP							
ESRP2	ESRP2	ortholog_one2one	98.4615	98.1869	100	100.00	1
PDCD1	PDCD1	ortholog_one2one	96.1806	96.1806	100	100.00	1
							
TCP11L1	TCP11L1	ortholog_one2one	99.0177	99.0177	100	100.00	1
CABP1	CABP1	ortholog_one2one	50.565	96.7568	100	100.00	1
EIF4EBP1	EIF4EBP1	ortholog_one2one	97.4576	97.4576	100	100.00	1
IL13RA1	IL13RA1	ortholog_one2one	93.8215	96.0187	100	100.00	1
Metazoa_SRP	RN7SL184P	ortholog_one2one	93.311	93.9394		100.00	1
PUDP	PUDP	ortholog_one2one	96.9432	97.3684	100	100.00	1
	CTRB2	ortholog_many2many	87.7049	81.3688	0	100.00	1
	CTRB1	ortholog_many2many	89.3443	82.8897	100	100.00	1
PRDX1	PRDX1	ortholog_one2one	99.4975	99.4975	100	100.00	1
SIM1	SIM1	ortholog_one2one	99.4778	99.4778	100	100.00	1
U6	RNU6-840P	ortholog_one2one	96.9231	96.9231		100.00	1
mml-mir-105-1	MIR105-1	ortholog_one2one	100	100		100.00	1
PCGF1	PCGF1	ortholog_one2one	99.6139	99.6139	100	100.00	1
							
							
MAGEB5	MAGEB5	ortholog_one2one	60.8187	75.6364	100	100.00	1
TNPO1	TNPO1	ortholog_one2one	100	100	100	100.00	1
GALNTL5	GALNTL5	ortholog_one2one	93.0023	93.0023	100	100.00	1
ZNF16	ZNF16	ortholog_one2one	95.0147	95.0147	75	100.00	1
JADE2	JADE2	ortholog_one2one	90.9989	99.4005	100	100.00	1
							
TBC1D26	TBC1D26	ortholog_one2many	41.1921	66.453	50	90.18	0
TBC1D26	TBC1D28	ortholog_one2many	20.9272	75.2381	0	0.00	0
							
U1	RNU1-138P	ortholog_one2one	92.0732	92.0732		100.00	1
Vault	Vault	ortholog_one2one	92.8571	92.8571		100.00	1
RNF180	RNF180	ortholog_one2one	97.2973	97.2973	100	100.00	1
SIGMAR1	SIGMAR1	ortholog_one2one	100	100	75	100.00	1
FZD2	FZD2	ortholog_one2one	100	100	100	100.00	1
mml-mir-767	MIR767	ortholog_one2one	98.1818	99.0826		100.00	1
NUBP1	NUBP1	ortholog_one2one	97.5	97.5	100	100.00	1
HEPH	HEPH	ortholog_one2one	92.4918	96.8048	100	100.00	1
IPO11	IPO11	ortholog_one2one	98.0827	99.6923	100	100.00	1
CCM2L	CCM2L	ortholog_one2one	97.9021	98.0736	100	100.00	1
CORO7	CORO7	ortholog_one2one	85.3053	96.6487	100	100.00	1
HIBCH	HIBCH	ortholog_one2one	93.5897	94.5596	75	100.00	1
							
Metazoa_SRP							
ATM	ATM	ortholog_one2one	97.873	97.873	100	100.00	1
U6							
ASH2L	ASH2L	ortholog_one2one	97.9528	99.0446	100	100.00	1
NREP	NREP	ortholog_one2one	58.0357	95.5882	100	100.00	1
STS	STS	ortholog_one2one	95.0847	97.0588	100	100.00	1
							
							
							
FNDC8	FNDC8	ortholog_one2one	93.8272	93.8272	100	100.00	1
HSPD1	HSPD1	ortholog_one2many	99.1274	99.1274	75	100.00	1
MS4A4A	MS4A4A	ortholog_one2one	89.5455	82.4268	100	97.61	1
Metazoa_SRP							
							
							
U6	RNU6-1260P	ortholog_one2one	95.3271	95.3271		100.00	1
							
SRPX	SRPX	ortholog_one2one	91.6493	94.6121	100	100.00	1
SNORD115	SNORD115-6	ortholog_one2one	96.3415	96.3415		100.00	1
TAS2R16	TAS2R16	ortholog_one2one	89.6907	89.6907	100	100.00	1
U1	RNU1-142P	ortholog_one2one	95.1389	94.4828		100.00	1
FMN1	FMN1	ortholog_one2one	94.6667	95.0669	100	100.00	1
Metazoa_SRP	RN7SL334P	ortholog_one2one	82.9182	83.5125		100.00	1
mml-mir-105-2	MIR105-2	ortholog_one2one	100	100		100.00	1
UBA2	UBA2	ortholog_one2one	99.5312	99.5312	100	100.00	1
CRK	CRK	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP							
SKIC3	SKIC3	ortholog_one2one	97.3785	97.3785	100	100.00	1
Metazoa_SRP							
Metazoa_SRP	RN7SL690P	ortholog_one2one	63.0225	81.6667		0.00	0
							
PTRHD1	PTRHD1	ortholog_one2one	98.5714	98.5714	100	100.00	1
CER1	CER1	ortholog_one2one	94.382	94.382	100	100.00	1
U6	RNU6-1068P	ortholog_one2one	97.0874	97.0874		100.00	1
RGS7BP	RGS7BP	ortholog_one2one	79.7508	99.6109	100	100.00	1
							
GMCL2	GMCL2	ortholog_one2one	92.3518	91.8251	100	100.00	1
							
							
U2							
Y_RNA	Y_RNA	ortholog_one2one	93.2203	94.0171		100.00	1
							
							
RHBDL3	RHBDL3	ortholog_one2one	98.5149	98.5149	50	100.00	1
							
							
U5	RNU5E-5P	ortholog_one2one	92.2414	92.2414		100.00	1
GABRQ	GABRQ	ortholog_one2one	97.1519	97.1519	100	100.00	1
	ARF4	ortholog_one2many	99.3464	84.4444	0	0.00	0
CNIH2	CNIH2	ortholog_one2one	100	100	100	100.00	1
							
ZNF252							
NCKAP1L	NCKAP1L	ortholog_one2one	98.3245	98.9352	100	100.00	1
DEPDC7	DEPDC7	ortholog_one2one	93.3723	93.7378	100	100.00	1
							
JAML	JAML	ortholog_one2one	80.8126	90.8629	75	100.00	1
ZBED3	ZBED3	ortholog_one2one	93.5065	92.3077	100	100.00	1
RALGDS	RALGDS	ortholog_one2one	81.1949	90.7002	75	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.5357	95.5357		100.00	1
HNRNPAB	HNRNPAB	ortholog_one2one	99.0964	99.0964	100	100.00	1
PPP4R3C							
MEIOC	MEIOC	ortholog_one2one	96.6492	96.9538	100	100.00	1
U4	RNU4-8P	ortholog_one2one	94.3262	94.3262		100.00	1
							
GMNN	GMNN	ortholog_one2one	94.2584	94.2584	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.7692	84.5878		100.00	1
CLPTM1L	CLPTM1L	ortholog_one2one	94.0035	99.0706	100	100.00	1
HPRT1	HPRT1	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	90.3846	90.3846		100.00	1
							
							
SPIC							
U6	RNU6-260P	ortholog_one2one	93.4579	93.4579		100.00	1
SNORD115	SNORD115-7	ortholog_one2one	93.9024	93.9024		100.00	1
							
ACBD5	ACBD5	ortholog_one2one	95.7009	97.5238	100	100.00	1
BCAR1	BCAR1	ortholog_one2one	89.9465	96.6667	100	100.00	1
							
MS4A6A	MS4A6A	ortholog_one2one	82.6613	91.1111	100	100.00	1
U6	RNU6-949P	ortholog_one2one	85.8696	73.8318		0.00	0
							
C13H2orf92	C2orf92	ortholog_one2one	88.3019	88.3019	100	100.00	1
RTTN	RTTN	ortholog_one2one	95.8073	96.496	100	100.00	1
BRD7	BRD7	ortholog_one2one	99.0783	99.0783	100	100.00	1
TRIM35	TRIM35	ortholog_one2one	99.7972	99.7972	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	91.5094	91.5094		100.00	1
							
							
NLE1	NLE1	ortholog_one2one	98.3505	98.3505	100	100.00	1
ZNF613	ZNF613	ortholog_one2one	96.4344	96.4344	100	100.00	1
							
ZDHHC21	ZDHHC21	ortholog_one2one	98.8679	98.8679	100	100.00	1
U6	RNU6-205P	ortholog_one2one	95.3271	95.3271		100.00	1
							
DDHD1	DDHD1	ortholog_one2one	94.2553	98.4444	100	100.00	1
POLR2I	POLR2I	ortholog_one2one	100	100	100	100.00	1
							
							
Metazoa_SRP							
Metazoa_SRP							
SNORA47	SNORA47	ortholog_one2one	96.3768	96.3768		100.00	1
AGPS	AGPS	ortholog_one2one	98.7879	99.0881	100	100.00	1
Metazoa_SRP							
							
TRMT10A	TRMT10A	ortholog_one2one	95.8944	96.4602	100	100.00	1
TGM2	TGM2	ortholog_one2one	98.9811	98.9811	100	100.00	1
KMT5A	KMT5A	ortholog_one2one	99.1477	99.1477	100	100.00	1
NUMBL	NUMBL	ortholog_one2one	79.0026	98.8506	100	100.00	1
Metazoa_SRP							
C8H8orf33	C8orf33	ortholog_one2one	82.3529	91.7031	50	100.00	1
ZCCHC12	ZCCHC12	ortholog_one2one	97.0149	97.0149	100	100.00	1
Metazoa_SRP							
FZD5	FZD5	ortholog_one2one	99.4872	99.4872	100	100.00	1
							
		ortholog_one2many	91.25	91.25		100.00	1
		ortholog_one2many	90	90		100.00	1
ARFGEF1	ARFGEF1	ortholog_one2one	99.4592	99.4592	100	100.00	1
STRBP	STRBP	ortholog_one2one	99.8512	99.8512	100	100.00	1
	SDHC	ortholog_one2many	56.6667	50.2959	0	0.00	0
MAP1A	MAP1A	ortholog_one2one	88.8114	95.4335	100	100.00	1
MMACHC	MMACHC	ortholog_one2one	96.0993	96.0993	100	100.00	1
	ZNF624	ortholog_one2one	47.0968	92.8324	50	78.84	0
ZSWIM8	ZSWIM8	ortholog_one2one	99.0228	99.4547	100	100.00	1
PPIL1	PPIL1	ortholog_one2one	100	100	100	100.00	1
PLA2G15	PLA2G15	ortholog_one2one	98.7864	98.7864	100	100.00	1
GALK1	GALK1	ortholog_one2one	68.62	92.602	100	100.00	1
SPX	SPX	ortholog_one2one	59.4937	81.0345	100	100.00	1
							
RAD51C	RAD51C	ortholog_one2one	98.3651	96.0106	100	100.00	1
GALNT11	GALNT11	ortholog_one2one	89.2537	98.3553	75	100.00	1
							
							
HSPE1	MOB4	ortholog_one2one	80.4598	93.3333	100	100.00	1
SNORD115	SNORD115-4	ortholog_one2one	100	100		100.00	1
							
OSGIN1	OSGIN1	ortholog_one2one	86.1163	96.2264	100	100.00	1
KRT19	KRT19	ortholog_one2one	98.5	98.5	75	100.00	1
U2	RNU2-48P	ortholog_one2one	95.7895	95.288		100.00	1
IMP3	IMP3	ortholog_one2one	100	100	100	100.00	1
NCOA1	NCOA1	ortholog_one2one	99.2366	99.2366	100	100.00	1
CCDC43	CCDC43	ortholog_one2one	97.7876	98.6607	100	100.00	1
RMC1	RMC1	ortholog_one2one	86.6402	99.6956	75	100.00	1
U6							
Metazoa_SRP							
Metazoa_SRP	RN7SL712P	ortholog_one2one	88.5906	85.7143		100.00	1
JPT2	JPT2	ortholog_one2one	93.6842	93.6842	100	100.00	1
FAM98B	FAM98B	ortholog_one2one	98.1352	97.2286	100	100.00	1
Metazoa_SRP							
NUDT4	NUDT4B	ortholog_one2many	99.4444	98.895	0	95.32	1
NUDT4	NUDT4	ortholog_one2many	99.4444	99.4444	100	100.00	1
U1	RNU1-19P	ortholog_one2one	92.1212	92.1212		100.00	1
U6	RNU6-1147P	ortholog_one2one	91.5094	90.6542		100.00	1
							
KIF23	KIF23	ortholog_one2one	99.1786	99.1786	100	100.00	1
							
							
Metazoa_SRP	RN7SL557P	ortholog_one2many	72.2973	37.4126		0.00	0
SNX4	SNX4	ortholog_one2one	98.4444	98.4444	100	100.00	1
WDR41	WDR41	ortholog_one2one	78.5064	93.8998	75	100.00	1
							
							
AGTR2	AGTR2	ortholog_one2one	98.3562	98.8981	100	100.00	1
U7							
							
LBX2	LBX2	ortholog_one2one	94.9239	94.4444	100	100.00	1
TMEM134	TMEM134	ortholog_one2one	75.8794	77.4359	100	100.00	1
ANKRD62	ANKRD62	ortholog_one2one	85.4962	85.4962	50	100.00	1
ARID3C	ARID3C	ortholog_one2one	94.1606	93.932	100	100.00	1
PLEKHG3	PLEKHG3	ortholog_one2one	85.9662	95.9803	100	100.00	1
SNX33	SNX33	ortholog_one2one	99.3031	99.3031	100	100.00	1
							
DCAF8L1	DCAF8L2	ortholog_one2one	93.2907	92.5515	100	100.00	1
CAMK2D							
Metazoa_SRP	RN7SL32P	ortholog_one2one	68.8312	37.7224		0.00	0
ZAP70	ZAP70	ortholog_one2one	97.5767	97.5767	100	100.00	1
Metazoa_SRP							
							
RTP5	RTP5	ortholog_one2one	90.1042	90.7343	75	100.00	1
ENPEP	ENPEP	ortholog_one2one	97.4922	97.4922	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
TVP23A	TVP23A	ortholog_one2one	95.7747	95.7747	100	100.00	1
