Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
FOXO4	FOXO4	ortholog_one2one	95.2475	94.8718	100	100.00	1
C9orf152	C9orf152	ortholog_one2one	78.2427	78.2427	100	100.00	1
NPIPB13							
TXN	TXN	ortholog_one2one	95.2381	95.2381	100	100.00	1
							
							
OR2U2P							
MICD							
							
UQCRHP1							
HLA-DPA3							
							
HLA-A							
GPR53P							
NRM							
U1							
							
RNU1-116P							
HLA-DRB1							
LRFN2	LRFN2	ortholog_one2one	95.8175	96.4286	100	100.00	1
							
NUDT10							
C4B-AS1							
RNU6-250P	U6	ortholog_one2one	78.6408	76.4151		0.00	0
HLA-B							
							
							
							
BCLAF1P2							
TXNDC8	TXNDC8	ortholog_one2one	74.8031	74.8031	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2many	86.0215	78.4314		0.00	0
CNNM4	CNNM4	ortholog_one2one	92.6452	92.6452	100	100.00	1
LYRM2		ortholog_one2one	72.7273	79.0123	0	0.00	0
MIR193B	MIR193B	ortholog_one2one	97.5904	97.5904		100.00	1
ZNF888		ortholog_one2many	9.7493	66.0377	50	0.63	0
MIR365A	MIR365A	ortholog_one2one	100	100		100.00	1
LINC03107							
OSCAR	OSCAR	ortholog_one2one	87.4525	86.4662	75	100.00	1
PARN	PARN	ortholog_one2one	96.4006	96.5517	100	100.00	1
							
EZHIP	EZHIP	ortholog_one2one	51.4911	52.7495	0	100.00	1
NUDT11	NUDT11	ortholog_one2one	96.9512	96.9512	0	100.00	1
LINC01496							
CENPVL3		ortholog_many2many	76.8382	77.1218	25	100.00	1
CENPVL3		ortholog_many2many	80.8824	80.8824	25	0.00	0
MIR3127							
CNNM3	CNNM3	ortholog_one2one	92.5035	93.4286	100	100.00	1
CENPVL2		ortholog_many2many	76.1029	76.3838	25	0.00	0
CENPVL2		ortholog_many2many	80.8824	80.8824	25	100.00	1
CENPVL1		ortholog_many2many	76.1029	76.3838	0	0.00	0
CENPVL1		ortholog_many2many	80.8824	80.8824	0	100.00	1
MAGED1	MAGED1	ortholog_one2one	92.6735	88.6839	25	100.00	1
HAVCR1	HAVCR1	ortholog_one2one	45.6044	55.3333	100	100.00	0
RNU6-1039P							
MIR4665							
RANBP6							
CANT1P1							
UBE2D3P5							
							
NUDCD3	NUDCD3	ortholog_one2one	93.9058	93.6464	100	100.00	1
							
KATNBL1P5							
RPL21P68							
							
OR1B1							
HNRNPA3P17							
							
Y_RNA							
RNU6-987P	U6	ortholog_one2one	76.9231	76.9231		0.00	0
STXBP1	STXBP1	ortholog_one2one	97.6431	96.1857	75	100.00	1
CARMIL1	CARMIL1	ortholog_one2one	96.2801	92.0502	100	100.00	1
EHMT2							
ANKRD23	ANKRD23	ortholog_one2one	87.2131	86.9281	100	100.00	1
TNF							
MIR6734							
MED8	MED8	ortholog_one2one	97.7612	89.1156	100	100.00	1
RPL32P18							
TRIM60P16							
							
APOOP2							
POU1F1	POU1F1	ortholog_one2one	99.6564	91.4827	100	100.00	1
							
							
CICP28							
							
SEPTIN7P5							
MICG							
UBQLN1P1							
PHKG1P2							
LTB							
SLC29A4P2							
MIR4283-2							
							
CICP24							
							
							
GABPAP							
NMD3P1							
SLC25A1P3							
VN1R34P							
ARAFP1							
VN1R35P							
VN1R36P							
							
							
							
							
							
CDK13	CDK13	ortholog_one2one	97.8836	97.8836	50	100.00	1
							
KLHL35	KLHL35	ortholog_one2one	93.6535	94.1379	100	100.00	1
AMPD2	AMPD2	ortholog_one2one	97.9394	91.2994	100	100.00	1
FAM98C	FAM98C	ortholog_one2one	84.5272	83.5694	100	100.00	1
EHMT2							
							
MIR548I1							
RPS3AP14							
ANKRD39	ANKRD39	ortholog_one2one	93.4426	93.4426	100	100.00	1
							
SNRPCP11							
ENPP7P4							
TTC23L	TTC23L	ortholog_one2one	84.2105	84.2105	100	100.00	1
FBRSL1P1							
ROPN1B	ROPN1	ortholog_one2many	83.9623	83.9623	0	100.00	1
CDON	CDON	ortholog_one2one	82.3576	81.7753	100	100.00	1
RNA5SP437							
							
							
WDR45BP1							
SEMA4C	SEMA4C	ortholog_one2one	93.6375	93.6375	100	100.00	1
ARGFXP2							
							
							
LINC02887							
U6							
SCGB1C2	SCGB1C1	ortholog_one2many	70.5263	70.5263	0	100.00	1
DOC2B	DOC2B	ortholog_one2one	96.3592	96.3592	50	99.98	1
SPC24	SPC24	ortholog_one2one	81.7259	81.7259	100	100.00	1
ARPC1AP1							
RPH3AL	RPH3AL	ortholog_one2one	82.5397	74.4986	75	100.00	1
							
POLQ	POLQ	ortholog_one2one	86.1776	84.0361	100	100.00	1
KLK4	KLK4	ortholog_one2one	42.9134	79.562	100	100.00	0
SKIC3	SKIC3	ortholog_one2one	92.9028	92.9028	100	100.00	1
MDN1	MDN1	ortholog_one2one	90.6898	90.706	100	100.00	1
							
Metazoa_SRP							
							
RAMP1	RAMP1	ortholog_one2one	73.6487	73.6487	100	100.00	1
RPL7AP11							
ARGFX							
							
FBXO40	FBXO40	ortholog_one2one	85.0494	84.9296	100	100.00	1
SNORD39							
MOGAT1	MOGAT1	ortholog_one2one	81.194	81.194	100	100.00	1
							
PAK4	PAK4	ortholog_one2one	95.4315	95.9184	100	100.00	1
							
RRAS2P2							
							
ATG12P2							
PGAM1P4							
THUMPD3	THUMPD3	ortholog_one2one	90.1381	86.064	100	100.00	1
ACSL3-AS1							
							
ACSL3	ACSL3	ortholog_one2one	96.1111	96.1111	100	100.00	1
ASPM	ASPM	ortholog_one2one	73.9431	84.2122	100	100.00	1
							
							
							
RNU1-88P							
Y_RNA							
PANDAR							
LAP3P2							
KMT2E	KMT2E	ortholog_one2one	95.3714	95.9394	100	100.00	1
CPNE5	CPNE5	ortholog_one2one	99.3255	96.5574	100	100.00	1
							
ZFAT-AS1							
							
							
							
							
							
							
MIR30B	MIR30B	ortholog_one2one	93.1818	98.7952		100.00	1
MIR30D	MIR30D	ortholog_one2one	98.5714	98.5714		100.00	1
RPL23AP56							
							
LINC01591							
IPO7P1							
UQCR10P1							
GTPBP6	GTPBP6	ortholog_one2one	59.1085	69.161	50	89.09	1
TBC1D30	TBC1D30	ortholog_one2one	87.385	81.7958	100	100.00	1
LY6G5B							
ENPP7P1							
GSDMC							
LAIR2							
HLA-S							
KIFC1							
LHFPL4	LHFPL4	ortholog_one2one	98.3806	98.3806	100	100.00	1
POU5F1B		ortholog_many2many	67.4095	76.3407	0	0.00	0
POU5F1B		ortholog_many2many	35.9331	91.4894	0	0.00	0
POU5F1B	POU5F1	ortholog_many2many	88.0223	88.0223	0	0.00	0
POU5F1B		ortholog_many2many	79.6657	81.7143	0	100.00	1
POU5F1B		ortholog_many2many	69.3593	63.198	0	0.00	0
TRMT9B	TRMT9B	ortholog_one2one	84.141	84.141	75	100.00	1
							
							
							
DUSP5P2							
							
LILRA2		ortholog_many2many	26.9151	51.5873	50	100.00	0
LILRA2		ortholog_many2many	29.6066	35.6608	50	100.00	0
RASSF1	RASSF1	ortholog_one2one	95.5882	95.5882	100	100.00	1
							
							
RPL36AP37							
							
RPS13	RPS13	ortholog_one2one	100	100	100	100.00	1
OTUD5	OTUD5	ortholog_one2one	91.3428	89.2919	100	100.00	1
							
OR1G1							
TRPV1	TRPV1	ortholog_one2one	89.6305	88.3666	100	100.00	1
CLLU1							
							
							
							
MIR492							
							
PPT2							
NR2C1	NR2C1	ortholog_one2one	95.6882	95.3719	100	100.00	1
							
RNU6-842P							
RN7SL234P	Metazoa_SRP	ortholog_one2many	45.0847	57.8261		0.00	0
FABP12P1							
SUMO4							
DLC1	DLC1	ortholog_one2one	69.4372	94.3111	75	100.00	1
ZC3H12D	ZC3H12D	ortholog_one2one	81.2144	81.0606	100	100.00	1
SNORD14A	SNORD14	ortholog_one2one	91.2088	92.2222		100.00	1
SNORD14B	SNORD14	ortholog_one2many	96.6667	95.6044		100.00	1
RNU6-593P							
RPL34P24							
PIK3C2A	PIK3C2A	ortholog_one2one	94.5433	94.4313	100	100.00	1
							
							
RNU7-3P							
TAB2	TAB2	ortholog_one2one	97.4026	97.4026	100	100.00	1
ECHDC1	ECHDC1	ortholog_one2many	89.701	87.9479	100	100.00	1
ECHDC1		ortholog_one2many	79.0698	85.6115	0	0.00	0
RXRB							
							
							
							
							
LILRA1		ortholog_many2many	27.1984	52.7778	50	100.00	0
LILRA1		ortholog_many2many	28.4254	34.6633	50	100.00	0
FTH1P14							
							
GPX1P1							
							
							
							
							
							
GOT2P6							
							
RN7SKP176							
							
SDR42E1	SDR42E1	ortholog_one2one	87.2774	87.5	75	100.00	1
DNAJC4	DNAJC4	ortholog_one2one	75.1037	71.5415	100	100.00	1
							
LILRB1		ortholog_many2many	19.4785	50.3968	50	100.00	0
LILRB1		ortholog_many2many	34.6626	56.3591	50	100.00	0
MCF2L2	MCF2L2	ortholog_one2one	82.1364	85.514	100	100.00	1
HSD17B2	HSD17B2	ortholog_one2one	67.4419	68.5039	100	100.00	1
FCF1P7							
MICB							
MIR4677							
							
FABP7P1							
							
AKT3-IT1							
AKT3	AKT3	ortholog_one2one	100	100	100	100.00	1
MTCYBP28							
TTC3P1							
							
							
							
							
							
UQCRBP1							
MPHOSPH6	MPHOSPH6	ortholog_one2one	91.25	91.25	100	100.00	1
							
NLRP3P1							
							
							
							
MED19	MED19	ortholog_one2one	97.1311	90.8046	100	100.00	1
NDUFA12		ortholog_one2many	84.1379	84.7222	0	0.00	0
NDUFA12	NDUFA12	ortholog_one2many	88.9655	88.9655	100	100.00	1
OR2AF1P							
							
CCHCR1							
ATP6V1G2							
RN7SKP190							
ASS1P5							
ACTR3BP3							
							
TTC36	TTC36	ortholog_one2one	94.709	95.7219	100	100.00	1
MCRIP2P1							
PABPC1P13							
FIRRE							
							
							
CLCN3	CLCN3	ortholog_one2one	97.6773	92.2633	100	100.00	1
ABCD1P3							
MRPS18B							
FAM153DP							
							
VOPP1-DT							
							
							
TMEM25	TMEM25	ortholog_one2one	87.9781	86.3271	100	100.00	1
							
							
CDC42P2							
TUBBP6							
							
RNU6-389P	U6	ortholog_one2many	65.7143	64.486		0.00	0
							
Metazoa_SRP							
ABHD17AP7							
SUMO2P3							
CICP11							
RNF10	RNF10	ortholog_one2one	95.3144	95.4321	100	100.00	1
							
							
							
							
RNU6-1126P	U6	ortholog_one2many	83.1776	83.1776		0.00	0
							
SEPTIN14	SEPTIN14	ortholog_one2one	68.9815	83.9437	25	73.51	0
KRT18P26							
Y_RNA							
							
							
							
MTND4P7							
RNA5SP255							
C8orf48							
LOXL3	LOXL3	ortholog_one2one	95.8831	95.8831	100	100.00	1
							
MIR8061							
VN1R105P							
							
							
							
							
							
KIR3DL3							
IGHV2OR16-5							
							
							
BCAP31P2							
RUNX1T1	RUNX1T1	ortholog_one2one	96.0265	88.2801	100	100.00	1
							
							
							
							
LRRC9	LRRC9	ortholog_one2one	86.2115	88.5223	100	100.00	1
							
CICP12							
							
IGHV3OR16-15							
							
IGHV3OR16-6							
							
							
ZDHHC20P2							
RPL23AP1							
							
HLA-DQB3							
							
RING1							
		ortholog_one2one	70.1389	71.6312		100.00	1
COBL	COBL	ortholog_one2one	69.7859	66.365	100	100.00	1
							
IGHV1OR16-2							
IGHV3OR16-10							
PPP1R10							
NAP1L4P2							
							
							
IGHV1OR16-4							
							
							
USP6NL-AS1							
MIR2277							
ECHDC3	ECHDC3	ortholog_one2one	65.3465	72.5275	100	100.00	1
NPM1P27							
KIR2DL3							
POU5F2							
NUS1P1							
							
IFRD2	IFRD2	ortholog_one2one	94.1176	94.3311	100	100.00	1
IGHV3OR16-8							
RHOG2P							
							
							
							
NR2F1	NR2F1	ortholog_one2one	99.7636	100	100	100.00	1
							
HCG9P5							
							
OR2AD1P							
CCHCR1							
KCTD13	KCTD13	ortholog_one2one	97.5684	97.5684	100	100.00	1
KIR2DP1							
TEX28P2							
KIR2DL1							
							
							
							
							
GUCA1ANB-GUCA1A							
							
							
GUCA1A	GUCA1A	ortholog_one2one	92.5373	90.2913	100	100.00	1
							
							
							
ELOVL2	ELOVL2	ortholog_one2one	96.2838	96.2838	100	100.00	1
							
SOCS5P4							
							
RANP4							
							
CNEP1R1P1							
PROSER2	PROSER2	ortholog_one2one	66.2069	61.2766	100	100.00	1
							
							
PAGE4P1							
S100A11P6							
							
SCGN	SCGN	ortholog_one2one	91.6667	91.6667	50	100.00	1
SSX18P							
							
							
ZNF354A	ZNF354A	ortholog_one2one	89.2562	89.404	50	100.00	1
PPIAP89							
							
UPF2	UPF2	ortholog_one2one	93.6321	98.2673	75	99.81	1
							
IKBKGP1							
							
							
							
							
RN7SKP21	7SK	ortholog_one2many	55.9091	51.6807		0.00	0
DEGS2	DEGS2	ortholog_one2one	91.6409	91.6409	100	100.00	1
							
EIF5	EIF5	ortholog_one2one	97.6798	98.1352	100	100.00	1
							
							
ZFP57							
RPSAP14							
H2AC1	H2AC1	ortholog_one2one	96.9466	96.9466	75	100.00	1
AARSD1P1							
H2BC1	H2BC1	ortholog_one2one	91.3386	91.3386	0	100.00	1
							
GLP1R	GLP1R	ortholog_one2one	94.6004	94.6004	100	100.00	1
JPX							
RN7SKP142							
PTGES3P3							
							
RSL1D1	RSL1D1	ortholog_one2one	68.5714	68.8525	100	100.00	1
							
							
							
							
							
							
HCG4P8							
ZNF354B	ZNF354B	ortholog_one2one	87.9085	79.822	0	100.00	1
TAP2							
KIR3DP1							
RNU6-222P							
FCAR	FCAR	ortholog_one2one	62.3693	62.5874	50	100.00	1
SAYSD1	SAYSD1	ortholog_one2one	85.2459	85.2459	100	100.00	1
CRMP1	CRMP1	ortholog_one2one	78.4257	94.0559	100	100.00	1
RNU1-39P	U1	ortholog_one2one	87.8788	86.8263		0.00	0
ANKRD18EP							
KCNK5	KCNK5	ortholog_one2one	92.7856	92.7856	100	100.00	1
AMACR	AMACR	ortholog_one2one	84.0314	82.3077	100	100.00	1
HLA-DRA							
MLN	MLN	ortholog_one2one	82.6087	81.1966	100	100.00	1
MBNL1	MBNL1	ortholog_one2one	99.7382	95.4887	100	100.00	1
							
							
CTNS	CTNS	ortholog_one2one	89.6458	87.2679	100	100.00	1
HLA-G							
							
ANKRD36P2							
MIR7159							
MIR1275							
LINC01015							
SLC25A3	SLC25A3	ortholog_one2one	91.6898	91.4365	100	100.00	1
RPL17P23							
KIAA0408	KIAA0408	ortholog_one2one	82.7089	83.068	100	100.00	1
RNU6-1095P							
DHTKD1	DHTKD1	ortholog_one2one	91.0773	90.9783	50	100.00	1
							
							
HLA-W							
COL11A2							
C6orf58							
TOR1BP1							
TVP23BP2							
RPL7L1P2							
CICP17							
							
							
							
							
CYP3A7-CYP3A51P							
GRM4	GRM4	ortholog_one2one	97.5877	97.5877	100	100.00	1
ANXA6	ANXA6	ortholog_one2one	94.7994	94.3787	100	100.00	1
							
GSPT1	GSPT1	ortholog_one2one	96.8603	96.5571	100	100.00	1
SHPK	SHPK	ortholog_one2one	89.1213	89.3082	100	100.00	1
RNU6-88P							
DCTN1	DCTN1	ortholog_one2one	97.8091	90.7771	100	100.00	1
SEC61A2		ortholog_one2many	84.4538	94.1452	0	0.00	0
SEC61A2	SEC61A2	ortholog_one2many	99.5798	99.1632	50	100.00	1
C1orf174	C1orf174	ortholog_one2one	74.0741	77.2532	50	100.00	1
							
							
							
							
CARMIL3	CARMIL3	ortholog_one2one	97.1574	94.808	100	100.00	1
CTNS-AS1							
TAX1BP3	TAX1BP3	ortholog_one2one	100	100	100	100.00	1
VN1R110P							
							
P2RX5-TAX1BP3							
FTHL18P							
FTHL18P							
AKAP17BP							
							
RPL21P125							
MEMO1P4							
							
							
RHOXF1P2							
							
EMC6	EMC6	ortholog_one2one	99.0909	99.0909	100	100.00	1
IQGAP3	IQGAP3	ortholog_one2one	94.0527	93.9951	100	100.00	1
P2RX5	P2RX5	ortholog_one2one	75.5924	78.1863	75	100.00	1
EEF1A1P30							
							
							
DUS4L-BCAP29							
							
LILRB4							
							
WDR46							
BCAP29	BCAP29	ortholog_one2one	84.6473	84.6473	100	100.00	1
IFT46	IFT46	ortholog_one2one	96.7105	83.2861	100	100.00	1
PPP1R18							
H2BW3P							
							
FAM3C2P							
							
HMGB1P15							
							
							
							
TMEM164	TMEM164	ortholog_one2one	98.6532	98.6532	50	100.00	1
ATAT1							
PRRT1							
							
TMPRSS11GP							
IGHD3-10							
IGHD3-9							
ADAM6							
DACT1	DACT1	ortholog_one2one	89.7372	85.9712	100	100.00	1
RNU6-95P	U6	ortholog_one2many	76.6355	78.8462		0.00	0
POLR2MP1							
MTND2P41							
							
TMPRSS11F	TMPRSS11F	ortholog_one2one	87.2146	87.2146	100	100.00	1
GEMIN8	GEMIN8	ortholog_one2one	83.8843	84.2324	100	100.00	1
TRIM39							
TMPRSS11BNL							
PRRG1	PRRG1	ortholog_one2one	95.4128	94.5455	50	100.00	1
TMPRSS11B	TMPRSS11B	ortholog_one2one	72.8365	73.7226	100	100.00	1
DIO3							
							
CREBL2	CREBL2	ortholog_one2one	90.8333	75.6944	100	100.00	1
PSORS1C1							
VRK1		ortholog_one2many	65.9091	78.6145	0	0.00	0
VRK1	VRK1	ortholog_one2many	87.6263	86.5337	100	100.00	1
							
RPL21P136							
							
GPR19							
							
							
APOOP4							
YTHDC1	YTHDC1	ortholog_one2one	98.3494	97.0149	100	100.00	1
MYL12BP3							
HCG4P8							
TSBP1							
APOLD1	APOLD1	ortholog_one2one	87.5	77.7778	100	100.00	1
FTH1P28							
							
FTH1P19							
FTH1P27							
FAM47DP							
LANCL3	LANCL3	ortholog_one2one	99.0476	98.8124	50	100.00	1
							
COX6CP1							
							
							
TNFRSF17	TNFRSF17	ortholog_one2one	79.8913	80.3279	100	100.00	1
MIR613							
STX8P1							
DDX47		ortholog_one2many	37.8022	84.3137	0	42.45	0
DDX47	DDX47	ortholog_one2many	78.6813	97.2826	100	100.00	1
NAXE	NAXE	ortholog_one2one	92.0139	92.3345	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	69.4737	65.3465		0.00	0
NLRP8	NLRP8	ortholog_one2one	63.8359	65.0146	50	82.65	1
							
							
H2AL1MP							
UBL5P4							
							
							
MIR548AK							
RPS23P6							
NUDT5	NUDT5	ortholog_one2one	91.7808	89.3333	75	100.00	1
							
							
DNAH3	DNAH3	ortholog_one2one	90	89.4287	100	100.00	1
PPP1R11P2							
FAAH2							
NLRP5	NLRP5	ortholog_one2one	57.1667	58.9347	50	96.58	1
PSORS1C3							
KIFC1							
		ortholog_one2one	77.931	83.7037		100.00	1
NECAP1P1							
ZSCAN5B							
GPR141							
TEDC1	C3H14orf80	ortholog_one2one	68.2828	71.6102	100	99.96	1
MTHFD1P1							
ZXDB							
							
NLRP2B							
HLA-C							
MED14	MED14	ortholog_one2one	98.8308	98.7629	100	100.00	1
CEACAM18	CEACAM18	ortholog_one2one	59.375	63.5098	25	86.64	1
							
							
EPDR1	EPDR1	ortholog_one2one	88.8393	87.6652	100	100.00	1
MIR5196							
FFAR1							
							
C3	C3	ortholog_one2one	76.7288	76.1337	100	100.00	1
HLA-DQA1							
GPR141BP							
CDCA3P1							
NME8	NME8	ortholog_one2one	69.0476	68.9304	100	100.00	1
MT2P1							
							
RPL5P30							
TMPRSS11E	TMPRSS11E	ortholog_one2one	84.1608	84.3602	100	100.00	1
RNU6-1157P							
							
MIR6716							
SLC22A24	SLC22A24	ortholog_one2one	71.0145	71.0145	75	100.00	1
FAM86B3P							
HAPLN2	HAPLN2	ortholog_one2one	95.5882	95.3079	100	100.00	1
CDC123	CDC123	ortholog_one2one	90.4762	91.2913	100	100.00	1
XKR5							
KRT18P9							
MIR6835							
SMIM29	SMIM29	ortholog_one2one	96.0784	96.0784	100	100.00	1
CD3E	CD3E	ortholog_one2one	67.6329	71.066	100	100.00	1
U6							
Metazoa_SRP							
SNORD32B							
							
Y_RNA							
Metazoa_SRP							
							
7SK							
SLC6A19	SLC6A19	ortholog_one2one	87.3817	87.3817	100	100.00	1
Y_RNA							
Y_RNA							
							
							
							
Y_RNA							
U6							
							
U6							
U6							
CLIC1P1							
SNORD48							
DEFB1	DEFB1	ortholog_one2one	51.4706	51.4706	50	100.00	1
SNORD52							
5S_rRNA							
RPL12P33							
SNORA38							
SNORD117							
SNORD84							
ATP2A2	ATP2A2	ortholog_one2one	98.2726	98.2726	50	100.00	1
Y_RNA							
U6							
Y_RNA							
Y_RNA							
HLA-J							
RPL23AP96							
DEFA6		ortholog_one2many	52	55.3191	0	0.00	0
BCAN-AS1							
ACSL1	ACSL1	ortholog_one2one	90.5444	90.5444	100	100.00	1
							
BCAN	BCAN	ortholog_one2one	92.2064	89.0774	100	100.00	1
DEFA4		ortholog_one2many	54.6392	56.383	0	0.00	0
RETNLB	RETNLB	ortholog_one2one	67.5676	67.5676	100	100.00	1
							
HCG22							
SLC22A14							
DEFA9P							
HLA-DPB2							
DEFA10P							
							
DEFA1		ortholog_one2many	48.9362	48.9362	0	0.00	0
DEFB109B							
HLA-V							
DEFB108C		ortholog_one2many	53.012	58.6667	0	100.00	1
SLC6A18	SLC6A18	ortholog_one2one	75	76.5854	100	100.00	1
DEFB105B		ortholog_one2many	69.2308	68.3544	75	100.00	1
HLA-V							
PRAG1	PRAG1	ortholog_one2one	84.7795	86.1272	50	100.00	1
HLA-L							
ENG	ENG	ortholog_one2one	78.7234	78.8432	100	100.00	1
HLA-L							
PHF21A	PHF21A	ortholog_one2one	98.9721	99.2636	100	100.00	1
PPP1R2P1							
MIR6133							
							
							
COX5BP3							
U1							
RPS3AP27							
HLA-DRB3							
PILRA							
LINC02949							
TERT	TERT	ortholog_one2one	73.7633	75.9782	100	100.00	1
							
RN7SL178P							
CLDN23							
MFHAS1	MFHAS1	ortholog_one2one	96.0076	96.0076	50	100.00	1
RPL35P2							
NUDT3	NUDT3	ortholog_one2one	97.6744	97.6744	100	100.00	1
RNU6-682P							
							
MED14OS							
SNORA70							
ERI1	ERI1	ortholog_one2many	91.6905	92.219	75	100.00	1
ERI1		ortholog_one2many	64.7564	74.3421	0	0.00	0
HAUS5	HAUS5	ortholog_one2one	83.7283	84.127	100	100.00	1
HMGA1	HMGA1	ortholog_one2one	99.0654	99.0654	100	100.00	1
DPRXP6							
CLDN7P1							
							
TNIP2P1							
	MKRN1	ortholog_one2many	74.7573	75.4902	0	90.30	1
							
RN7SL198P							
							
							
ZPLD1	ZPLD1	ortholog_one2one	96.3855	96.3855	100	100.00	1
							
RSU1	RSU1	ortholog_one2one	97.4729	97.4729	100	100.00	1
							
		ortholog_one2one	46.5116	73.1707	75	100.00	0
MIR222HG							
							
HLA-DRB9							
TRIM10							
ITGAE	ITGAE	ortholog_one2one	78.9652	79.4369	100	100.00	1
U1							
HLA-DRB2							
U1							
HLA-DRB1							
MIR221	MIR221	ortholog_one2one	92.7273	94.4444		100.00	1
MIR222	MIR222	ortholog_one2one	93.6364	93.6364		100.00	1
							
MIR4660							
RNU7-55P	U7	ortholog_one2one	82.2581	80.9524		0.00	0
							
Metazoa_SRP							
PPP1R3B							
							
							
							
		ortholog_one2many	82.3529	82.3529		0.00	0
		ortholog_one2many	91.1765	91.1765		0.00	0
SRSF6P1							
							
SKP2P1							
DIAPH2	DIAPH2	ortholog_one2one	93.9146	93.7443	50	100.00	1
							
MMP15	MMP15	ortholog_one2one	94.0209	93.0473	100	100.00	1
RNU6-1151P	U6	ortholog_one2many	71.9626	71.9626		0.00	0
RNU6-526P							
PTCD1	PTCD1	ortholog_one2one	78.8571	78.7447	100	99.96	1
							
TNKS	TNKS	ortholog_one2one	98.945	98.945	50	97.67	1
Y_RNA	Y_RNA	ortholog_one2many	76.9231	76.9231		0.00	0
							
MTCL3	SOGA3	ortholog_one2one	95.9873	95.8861	100	100.00	1
NES	NES	ortholog_one2one	79.7656	79.5203	100	100.00	1
MKRN2OS	MKRN2OS	ortholog_one2one	77.5785	76.2115	100	100.00	1
							
CRABP2	CRABP2	ortholog_one2one	95.6522	95.6522	100	100.00	1
PSMB8-AS1							
TADA3	TADA3	ortholog_one2one	86.3426	92.3267	100	100.00	1
TTBK1	TTBK1	ortholog_one2one	92.2029	92.4128	100	100.00	1
Y_RNA	Y_RNA	ortholog_many2many	87.1287	86.2745		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	89.1089	87.3786		0.00	0
TIPINP2							
ATP5MF-PTCD1							
USB1	USB1	ortholog_one2one	89.8113	89.8113	100	100.00	1
							
OR2U2P							
HCG4P8							
MAS1L							
							
CXCL12	CXCL12	ortholog_one2one	88.764	56.4286	50	100.00	1
MICB							
METTL25B	RRNAD1	ortholog_one2one	45.6842	78.3393	100	100.00	0
Y_RNA							
RPA4							
NDUFB5P2							
Metazoa_SRP							
RN7SL74P	Metazoa_SRP	ortholog_one2one	74.2475	75		0.00	0
RN7SL769P							
DIAPH2-AS1							
PYM1	PYM1	ortholog_one2one	94.1176	94.1176	100	100.00	1
RBM42	RBM42	ortholog_one2one	98.75	99.3711	100	100.00	1
H3P28							
							
							
DNAAF5	DNAAF5	ortholog_one2one	82.4561	82.6495	100	100.00	1
MIR4466							
							
XIST							
							
							
							
							
HIVEP2	HIVEP2	ortholog_one2one	94.4808	94.4808	100	100.00	1
							
							
PMEL	PMEL	ortholog_one2one	83.8124	82.6866	100	100.00	1
							
C10orf53	C10orf53	ortholog_one2one	65.5914	50	50	93.98	1
							
HTATSF1P1							
MICA							
HASPIN	HASPIN	ortholog_one2one	75.8145	77.3657	100	100.00	1
RUFY2	RUFY2	ortholog_one2one	84.3234	92.9091	50	96.99	1
MIR4457							
CLPTM1L	CLPTM1L	ortholog_one2one	95.1673	94.9907	100	100.00	1
SOCS3	SOCS3	ortholog_one2one	98.6667	98.2301	100	100.00	1
OR4E1							
ADSS1	ADSSL1	ortholog_one2one	92.9978	86.9121	100	100.00	1
RN7SL236P							
PGS1	PGS1	ortholog_one2one	88.8489	90.4762	100	100.00	1
GADL1	GADL1	ortholog_one2one	58.7332	95.625	0	84.04	1
PRKAR1B	PRKAR1B	ortholog_one2one	94.7507	86.5707	100	100.00	1
MRPL24	MRPL24	ortholog_one2one	89.8148	89.8148	100	100.00	1
HLA-C							
ETF1P1							
LY6G6C							
							
HIVEP2-DT							
BECN1P2							
U3	U3	ortholog_one2one	73.2394	71.5596		0.00	0
KAAG1							
RPS10-NUDT3							
MAS1L							
HLA-DMB							
ITPR1	ITPR1	ortholog_one2one	86.802	91.374	75	100.00	1
NPIPB11							
							
							
							
RPS10	RPS10	ortholog_one2one	100	100	100	100.00	1
PRCC	PRCC	ortholog_one2one	97.7597	98.1595	100	100.00	1
ACD	ACD	ortholog_one2one	70.3057	63.2613	100	100.00	1
DDAH2							
SMTNL1	SMTNL1	ortholog_one2one	76.9231	79.4979	100	100.00	1
		ortholog_one2many	65.8915	75.2212		0.00	0
		ortholog_one2many	83.7209	83.7209		0.00	0
		ortholog_one2many	62.7907	71.0526		0.00	0
		ortholog_one2many	86.8217	86.8217		0.00	0
		ortholog_one2many	72.093	78.1513		0.00	0
MMP26	MMP26	ortholog_one2one	72.7969	72.7969	0	100.00	1
TMEM235	TMEM235	ortholog_one2one	75.7848	79.3427	100	100.00	1
DNA2	DNA2	ortholog_one2one	87.0755	90.7571	50	100.00	1
ETV2	ETV2	ortholog_one2one	39.7661	88.8889	100	100.00	0
MDGA2	MDGA2	ortholog_one2one	86.2439	99.4376	50	96.69	1
NXF4							
							
OR51S1							
							
TMA16P1							
NEK4P2							
RNASEH1P2							
							
GLYATL2	GLYATL2	ortholog_one2one	75.1701	75.1701	100	100.00	1
MIR4421							
