Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
POLR3G	POLR3G	ortholog_one2one	98.6547	98.6547	100	100.00	1
NDRG3	NDRG3	ortholog_one2one	91.4894	86	100	0.00	1
SEMG2	SEMG2	ortholog_one2one	76.7157	50.2408	100	100.00	1
APOC3							
							
ACACB	ACACB	ortholog_one2one	98.2099	97.1038	100	100.00	1
EHMT1	EHMT1	ortholog_one2one	99.2254	98.6903	75	100.00	1
	CBY1	ortholog_one2one	86.9822	54.8507	100	100.00	1
RHOF	RHOF	ortholog_one2one	98.5782	98.5782	100	100.00	1
							
RTKN	RTKN	ortholog_one2one	85.968	79.4745	75	100.00	1
ZNF285							
SMC4	SMC4	ortholog_one2one	98.2919	98.3683	100	99.51	1
CDKL2	CDKL2	ortholog_one2one	96.0396	85.0877	100	100.00	1
PCSK5	PCSK5	ortholog_one2one	95.9452	92.7928	100	99.88	1
U1	U1	ortholog_one2one	92.5466	91.411		100.00	1
							
	LYRM2	ortholog_one2one	77.907	76.1364	0	0.00	0
PLEKHA8	PLEKHA8	ortholog_one2many	94.1284	98.8439	100	100.00	1
CCDC120	CCDC120	ortholog_one2one	93.8218	98.7897	100	100.00	1
PKIA							
		ortholog_one2one	86.0294	53.917	75	100.00	1
							
TMEM184C	TMEM184C	ortholog_one2one	98.6301	98.6301	100	100.00	1
ZNF154	ZNF154	ortholog_one2one	94.0503	96.934	75	100.00	1
MTIF3	MTIF3	ortholog_one2one	78.7781	88.1295	100	100.00	1
MAP3K4	MAP3K4	ortholog_one2one	97.8856	85.2654	100	100.00	1
FAM210B	FAM210B	ortholog_one2one	95.8333	95.8333	100	0.00	1
CEBPZOS	CEBPZOS	ortholog_one2one	96.25	96.25	100	100.00	1
							
URM1	URM1	ortholog_one2one	93.1507	93.7931	100	100.00	1
U1	U1	ortholog_one2one	79.0419	79.5181		100.00	1
							
GPT	GPT	ortholog_one2one	97.5806	97.5806	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.098	95.098		100.00	1
RWDD1	RWDD1	ortholog_one2one	99.5885	99.5885	100	100.00	1
IRS4	IRS4	ortholog_one2one	89.075	94.8217	0	0.00	0
FDFT1	FDFT1	ortholog_one2one	98.5043	98.5043	100	100.00	1
							
							
CAMK2G	CAMK2G	ortholog_one2one	99.4382	72.2449	100	100.00	1
NUMBL	NUMBL	ortholog_one2one	97.2268	78.2152	100	100.00	1
		ortholog_one2many	84.4828	87.5	0	0.00	0
UNC5B	UNC5B	ortholog_one2one	98.4127	98.4127	100	100.00	1
		ortholog_one2one	39.0533	64.0777	0	0.00	0
BPIFB3	BPIFB3	ortholog_one2one	92.8721	93.0672	100	100.00	1
TERB1	TERB1	ortholog_one2one	96.5612	95.1219	100	100.00	1
GPN2	GPN2	ortholog_one2one	99.6774	99.6774	100	100.00	1
MORN3	MORN3	ortholog_one2one	97.9167	97.9167	100	100.00	1
							
CNGA1	CNGA1	ortholog_one2one	96.7033	92.7536	100	100.00	1
B4GALT1	B4GALT1	ortholog_one2one	95.4774	95.4774	100	100.00	1
PSMA7	PSMA7	ortholog_one2one	100	100	100	100.00	1
CDC26	CDC26	ortholog_one2one	98.8235	98.8235	100	100.00	1
	CYB5A	ortholog_one2one	41.6667	12.8205	100	100.00	0
MBD4	MBD4	ortholog_one2one	91.5517	92.8322	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.1176	94.1176		100.00	1
	ANP32E	ortholog_one2many	95.9108	96.6292	0	0.00	0
MIR4705							
HOMER1	HOMER1	ortholog_one2one	88.2514	86.3636	100	100.00	1
							
BUD31	BUD31	ortholog_one2one	100	100	100	100.00	1
							
AP3B2	AP3B2	ortholog_one2one	87.8292	86.9604	75	100.00	1
SEH1L							
	SC5D	ortholog_one2many	95.6522	95.6522	0	100.00	1
OR8B4	OR8B4	ortholog_one2one	92.9054	88.9968	100	100.00	1
HCFC1	HCFC1	ortholog_one2one	95.7248	99.0844	100	100.00	1
FXR2	FXR2	ortholog_one2one	95.3938	94.6903	100	100.00	1
CPSF1							
							
SNX19	SNX19	ortholog_one2one	93.5484	93.6428	100	100.00	1
NT5DC2	NT5DC2	ortholog_one2one	92.5	86.3555	100	100.00	1
MED11	MED11	ortholog_one2one	94.0171	53.3981	100	100.00	1
		ortholog_one2many	92.1569	74.6032	0	0.00	0
							
							
CISD1							
PKMYT1	PKMYT1	ortholog_one2one	82.5088	93.5872	100	100.00	1
SPACA1	SPACA1	ortholog_one2one	91.8367	91.8367	100	100.00	1
NRIP1	NRIP1	ortholog_one2one	91.9689	87.5822	100	100.00	1
MAP10							
SDHAF2	SDHAF2	ortholog_one2one	89.5954	93.3735	100	100.00	1
TRPV1	TRPV1	ortholog_one2one	95.7647	97.0203	100	100.00	1
PPIE	PPIE	ortholog_one2one	90.4153	76.6938	100	0.00	1
KCNV1	KCNV1	ortholog_one2one	99.6016	100	75	100.00	1
PTRHD1	PTRHD1	ortholog_one2one	96.8254	87.1429	100	100.00	1
KCNA7	KCNA7	ortholog_one2one	98.913	63.9719	100	0.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	96.1165	96.1165		100.00	1
	IGLL1	ortholog_one2many	92.4528	46.0094	50	0.00	0
	ZNF500	ortholog_one2one	96.6346	41.875	0	0.00	0
PHF3	PHF3	ortholog_one2one	97.1078	96.3053	75	100.00	1
NCKAP5	NCKAP5	ortholog_one2one	90.3091	86.5462	100	100.00	1
EPC1	EPC1	ortholog_one2one	99.6412	99.6412	75	100.00	1
CRISP3	CRISP3	ortholog_one2one	84.3284	76.6102	100	100.00	1
DONSON	DONSON	ortholog_one2one	96.2897	96.6312	0	100.00	1
HPCAL1	HPCAL1	ortholog_one2one	100	81.0924	100	100.00	1
KLHL33	KLHL33	ortholog_one2one	96.2359	96.1153	75	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	92.381	88.9908		100.00	1
CYP26A1	CYP26A1	ortholog_one2one	89.336	80	100	100.00	1
LIMD2	LIMD2	ortholog_one2one	99.2126	99.2126	100	100.00	1
							
IGFBP3	IGFBP3	ortholog_one2one	97.9381	97.9381	100	100.00	1
TMEM132C	TMEM132C	ortholog_one2one	96.1191	96.1191	100	100.00	1
CFAP300	CFAP300	ortholog_one2one	76.03	73.5507	100	100.00	1
ATP8B3	ATP8B3	ortholog_one2one	87.7404	83.7796	100	100.00	1
TUSC3	TUSC3	ortholog_one2one	100	100	100	100.00	1
							
							
		ortholog_one2one	80	96.5517	100	100.00	1
IQGAP3	IQGAP3	ortholog_one2one	97.4265	97.4862	100	100.00	1
ANKRD45	ANKRD45	ortholog_one2one	97.3585	96.9925	100	100.00	1
NLE1	NLE1	ortholog_one2one	98.1443	98.1443	100	100.00	1
U1	U1	ortholog_one2one	88.4146	88.9571		100.00	1
							
GUCY1B1	GUCY1B1	ortholog_one2one	96.2617	99.8384	100	100.00	1
	RTCA	ortholog_one2many	97.541	94.1953	0	0.00	0
							
							
SDCBP2	SDCBP2	ortholog_one2one	96.9178	96.9178	100	100.00	1
	IGHV7-4-1	ortholog_one2one	80.5085	89.6226	0	0.00	0
PPP6R3	PPP6R3	ortholog_one2one	98.2935	91.8172	100	100.00	1
ZSWIM2	ZSWIM2	ortholog_one2one	95.2607	95.2607	100	100.00	1
	RPL36AL	ortholog_one2many	98.1132	98.1132	0	0.00	0
IL4I1	IL4I1	ortholog_one2one	96.4346	96.4346	75	100.00	1
	PPP1R14C	ortholog_one2one	98.2906	69.697	50	100.00	1
PPP4R3A	PPP4R3A	ortholog_one2one	99.8781	90.7982	100	100.00	1
							
		ortholog_one2one	94.8529	78.1818	0	0.00	0
NCAPG	NCAPG	ortholog_one2one	93.6493	97.5321	100	100.00	1
TAPT1	TAPT1	ortholog_one2one	98.2993	73.1646	100	100.00	1
							
NEFL	NEFL	ortholog_one2one	99.6317	99.6317	100	100.00	1
HS3ST4	HS3ST4	ortholog_one2one	99.0868	95.1754	100	98.44	1
							
							
							
MARCHF3	MARCHF3	ortholog_one2one	99.6047	99.6047	100	100.00	1
DEFB136	DEFB136	ortholog_one2one	89.7436	89.7436	100	100.00	1
SPOCK3	SPOCK3	ortholog_one2one	98.6239	98.6239	100	100.00	1
PPP1R16A							
ZBTB10	ZBTB10	ortholog_one2one	99.4259	99.1982	100	100.00	1
KBTBD6							
							
		ortholog_one2many	22.3404	15.7895	0	0.00	0
AMACR							
ZNF764							
							
		ortholog_many2many	95.5224	26.1224	25	100.00	0
		ortholog_many2many	95.5224	26.1224	25	100.00	0
HMOX2	HMOX2	ortholog_one2one	84.2391	98.1013	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.098	95.098		0.00	0
IQSEC3	IQSEC3	ortholog_one2one	95.4545	95.535	50	99.06	1
							
ATP5ME	ATP5ME	ortholog_one2one	94.2029	29.4118	100	100.00	0
GPR132							
CCNH	CCNH	ortholog_one2one	94.5289	93.9577	100	100.00	1
BAIAP3							
TBC1D24	TBC1D24	ortholog_one2one	98.5689	98.5689	100	100.00	1
							
SLC22A18	SLC22A18	ortholog_one2one	93.1604	72.4771	100	97.57	1
NDUFS8	NDUFS8	ortholog_one2one	94.7619	94.7619	100	100.00	1
PHF21B	PHF21B	ortholog_one2one	97.8218	93.9164	100	100.00	1
							
RMDN1	RMDN1	ortholog_one2one	96.4968	96.4968	100	100.00	1
IL1RL1	IL1RL1	ortholog_one2one	92.9856	92.9856	100	100.00	1
		ortholog_one2one	91.4286	91.4286	25	0.00	0
MRPL3	MRPL3	ortholog_one2many	89.0667	95.977	100	100.00	1
FGF9	FGF9	ortholog_one2one	100	100	100	100.00	1
CD300H	CD300H	ortholog_one2one	92.0398	93.9086	100	100.00	1
ASB7	ASB7	ortholog_one2one	100	100	100	100.00	1
TUBB6	TUBB6	ortholog_one2one	99.7758	99.7758	100	100.00	1
							
	TLN1	ortholog_one2one	99.6169	10.1642	50	89.14	0
FAM135A	FAM135A	ortholog_one2one	96.8264	97.0779	100	100.00	1
	AAGAB	ortholog_one2one	97.2222	55.7325	50	89.48	1
LEP	LEP	ortholog_one2one	89.2216	89.2216	100	100.00	1
AMOTL1	AMOTL1	ortholog_one2one	97.0864	94.6247	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	92.1569	92.1569		100.00	1
U1	U1	ortholog_one2one	89.5062	88.4146		100.00	1
GCFC2	GCFC2	ortholog_one2one	94.851	90.0901	100	100.00	1
RFX6	RFX6	ortholog_one2one	97.5983	96.3362	100	100.00	1
OMG	OMG	ortholog_one2one	98.6364	98.6364	0	0.00	0
		ortholog_many2many	88.6792	88.6792	0	0.00	0
		ortholog_many2many	89.6226	89.6226	0	0.00	0
							
RAX2	RAX2	ortholog_one2one	98.913	98.913	100	100.00	1
							
							
		ortholog_one2many	82.3529	15.4696	0	0.00	0
		ortholog_one2many	88.2353	57.1429	0	0.00	0
		ortholog_one2many	91.9643	91.9643	0	0.00	0
							
RTF2	RTF2	ortholog_one2one	88.4273	88.1657	100	100.00	1
KCTD3		ortholog_one2many	93.1818	93.0643	0	0.00	0
KCTD3	KCTD3	ortholog_one2many	97.096	94.3558	0	99.73	1
PHF23	PHF23	ortholog_one2one	99.5037	99.5037	100	100.00	1
MTERF4	MTERF4	ortholog_one2one	92.1569	82.8715	100	100.00	1
RUNDC3B	RUNDC3B	ortholog_one2one	99.5772	99.5772	100	100.00	1
							
		ortholog_one2one	55.2	71.875	100	100.00	1
TMEM41B	TMEM41B	ortholog_one2one	97.9381	92.233	100	86.16	1
CPS1	CPS1	ortholog_one2one	98.5401	97.1223	100	100.00	1
Y_RNA							
MEIS1	MEIS1	ortholog_one2one	99.568	99.1398	100	100.00	1
MAN1B1	MAN1B1	ortholog_one2one	97.2818	97.2818	100	100.00	1
CTNNBIP1							
NUSAP1	NUSAP1	ortholog_one2one	90.3465	86.2884	100	100.00	1
		ortholog_one2many	78.0645	60.804	0	0.00	0
CPHXL2							
LDB2	LDB2	ortholog_one2one	94.9062	94.6524	100	100.00	1
ST8SIA6	ST8SIA6	ortholog_one2one	89.2857	88.3152	100	100.00	1
U1	U1	ortholog_one2one	93.2927	93.2927		100.00	1
NEDD9	NEDD9	ortholog_one2one	98.3313	98.3313	75	100.00	1
							
DLG1	DLG1	ortholog_one2one	99.676	99.676	75	96.22	1
SEC24D	SEC24D	ortholog_one2one	97.5799	96.5517	100	100.00	1
SLC25A30	SLC25A30	ortholog_one2one	95.5326	93.6027	0	72.68	0
RPAP3	RPAP3	ortholog_one2one	94.7531	92.3308	100	100.00	1
MCM6	MCM6	ortholog_one2one	99.8782	99.8782	100	100.00	1
ZNF75D	ZNF75D	ortholog_one2one	95.098	95.2849	75	0.00	1
F2RL2	F2RL2	ortholog_one2one	97.861	97.861	100	100.00	1
TOMM34	TOMM34	ortholog_one2one	97.0874	97.0874	100	100.00	1
	FILIP1L	ortholog_one2many	97.9744	75.8877	0	0.00	0
PER1	PER1	ortholog_one2one	97.8295	92.1841	100	100.00	1
							
NEFH	NEFH	ortholog_one2one	96.659	82.4975	100	100.00	1
RD3	RD3	ortholog_one2one	96.4103	96.4103	100	99.96	1
ZC3H10	ZC3H10	ortholog_one2one	99.5392	82.1293	25	0.00	0
ADAM8	ADAM8	ortholog_one2one	89.9272	90.0365	100	0.00	1
AP1AR	AP1AR	ortholog_one2one	99.0066	99.0066	100	100.00	1
CAMLG	CAMLG	ortholog_one2one	97.973	97.973	100	100.00	1
SRP54	SRP54	ortholog_one2one	100	100	100	100.00	1
ZNF131	ZNF131	ortholog_one2one	98.7159	92.7602	100	88.87	1
COQ7	COQ7	ortholog_one2one	82.0276	91.7526	0	0.00	0
							
NME7	NME7	ortholog_one2one	91.4894	90.5263	100	100.00	1
							
		ortholog_one2one	86.9159	76.2295	0	0.00	0
Y_RNA							
		ortholog_many2many	88.6792	88.8469	0	0.00	0
		ortholog_many2many	88.6792	88.8469	0	0.00	0
		ortholog_many2many	88.6792	88.8469	0	0.00	0
BRMS1L	BRMS1L	ortholog_one2one	100	100	75	100.00	1
GDAP1L1	GDAP1L1	ortholog_one2one	87.1935	83.9895	100	100.00	1
UBE3D	UBE3D	ortholog_one2one	94.8586	85.023	100	100.00	1
TRIOBP	TRIOBP	ortholog_one2one	90.4304	86.3199	100	100.00	1
	NHERF2	ortholog_one2one	96.9697	66.4688	100	100.00	1
RILPL2	RILPL2	ortholog_one2one	91.4692	72.0149	100	100.00	1
SCYGR5							
KRTAP24-1	KRTAP24-1	ortholog_one2one	87.4016	88.0952	75	100.00	1
SLIT2	SLIT2	ortholog_one2one	98.7678	99.6076	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91.1765	85.3211		100.00	1
ZNF32	ZNF32	ortholog_one2one	99.6337	99.6337	75	100.00	1
							
FAM174A	FAM174A	ortholog_one2one	93.8462	96.3158	100	100.00	1
GCSH	GCSH	ortholog_one2many	79.7688	70.0508	75	100.00	1
MMEL1	MMEL1	ortholog_one2one	96.7908	96.7908	75	100.00	1
NOM1							
	GGT1	ortholog_many2many	89.1266	87.8735	50	100.00	1
		ortholog_many2many	88.7701	88.2979	0	98.34	1
WWC1	WWC1	ortholog_one2one	90.2592	98.6328	100	100.00	1
LRRC53	LRRC53	ortholog_one2one	93.6648	93.5897	100	100.00	1
DBF4B	DBF4B	ortholog_one2one	60.6504	54.5322	100	100.00	1
HIVEP2	HIVEP2	ortholog_one2one	98.4464	98.4464	100	100.00	1
NR2C2AP	NR2C2AP	ortholog_one2one	96.4072	96.4072	100	100.00	1
MUL1	MUL1	ortholog_one2one	99.7159	99.7159	100	100.00	1
GPATCH2L	GPATCH2L	ortholog_one2one	99.1718	99.3776	100	100.00	1
SCMH1	SCMH1	ortholog_one2one	95.9091	94.4776	100	100.00	1
HYAL2	HYAL2	ortholog_one2one	98.5201	98.5201	100	100.00	1
							
	EEF1G	ortholog_many2many	99.5423	99.5423	100	100.00	1
		ortholog_many2many	99.0847	99.0847	0	0.00	0
B2M	B2M	ortholog_one2one	92.437	92.437	100	100.00	1
RACGAP1	RACGAP1	ortholog_one2one	99.0506	99.0506	100	100.00	1
TRUB2	TRUB2	ortholog_one2one	92.7492	92.7492	100	100.00	1
U1	U1	ortholog_one2one	92.1212	90.4762		100.00	1
Y_RNA							
TMT1B	TMT1B	ortholog_one2one	95.9016	95.9016	75	100.00	1
CERS6	CERS6	ortholog_one2one	99.4898	99.4898	100	100.00	1
KDM4C	KDM4C	ortholog_one2one	97.7273	94.6789	75	100.00	1
SLC5A5	SLC5A5	ortholog_one2one	97.8227	97.8227	75	100.00	1
RTBDN	RTBDN	ortholog_one2one	93.1034	87.0968	100	100.00	1
CPT1B	CPT1B	ortholog_one2one	88.7306	78.1964	100	100.00	1
		ortholog_one2one	81.8565	61.3924	25	100.00	1
KRTAP7-1							
LYZL6	LYZL6	ortholog_one2one	93.9189	93.9189	100	100.00	1
							
							
ATM	ATM	ortholog_one2one	97.5521	96.4987	100	100.00	1
	SSX7	ortholog_one2one	85.6383	85.6383	25	0.00	0
	KRTAP15-1	ortholog_one2many	85.4015	85.4015	75	100.00	1
		ortholog_one2many	56.0582	73.2067	0	0.00	0
		ortholog_one2many	66.8821	76.2431	0	0.00	0
		ortholog_one2many	55.5735	70.4918	0	0.00	0
RPA1	RPA1	ortholog_one2many	97.7778	92.8571	100	57.59	1
RPA1		ortholog_one2many	69.7436	93.3638	0	0.00	0
JAGN1	JAGN1	ortholog_one2one	100	100	100	100.00	1
TRAPPC6A							
CDK12	CDK12	ortholog_one2one	97.8523	98.447	100	100.00	1
GGN							
SULT2A1	SULT2A1	ortholog_one2one	91.2281	91.2281	100	100.00	1
Y_RNA							
Y_RNA	Y_RNA	ortholog_one2one	92.7083	87.2549		0.00	0
RET	RET	ortholog_one2one	98.9228	98.8341	50	100.00	1
KRT222	KRT222	ortholog_one2one	97.6271	97.6271	100	100.00	1
		ortholog_one2one	87.5	82.3529	0	0.00	0
	ZNF208	ortholog_one2one	76.0915	43.5714	0	0.00	0
IPMK	IPMK	ortholog_one2one	97.1014	96.6346	100	98.30	1
UBAP1	UBAP1	ortholog_one2one	96.8379	85.6643	100	95.83	1
							
PHPT1	PHPT1	ortholog_one2one	99.2	99.2	100	100.00	1
Y_RNA							
MIR4659A							
TMEM186	TMEM186	ortholog_one2one	89.2019	89.2019	100	100.00	1
U1							
ARHGAP45	ARHGAP45	ortholog_one2one	92.5347	86.0371	100	100.00	1
SLC43A2	SLC43A2	ortholog_one2one	98.7784	98.7784	100	40.56	1
	INTS4	ortholog_one2many	81.5574	20.6432	100	100.00	0
IL27	IL27	ortholog_one2one	88.9344	85.4331	100	100.00	1
							
TTC21B	TTC21B	ortholog_one2one	98.0243	98.0243	100	100.00	1
ARHGAP9	ARHGAP9	ortholog_one2one	93.4487	91.7476	100	100.00	1
PCNX4	PCNX4	ortholog_one2one	96.4164	96.4987	100	100.00	1
CST9L	CST9L	ortholog_one2one	90.411	89.7959	0	100.00	1
SFRP5	SFRP5	ortholog_one2one	97.1609	68.5969	75	100.00	1
							
SUMF1	SUMF1	ortholog_one2one	95.1872	91.0486	100	100.00	1
PDHB	PDHB	ortholog_one2one	89.415	85.1459	100	100.00	1
ZNF280A	ZNF280A	ortholog_one2one	89.2989	89.2989	75	0.00	1
KPNA4	KPNA4	ortholog_one2one	94.165	85.4015	100	100.00	1
HECW1	HECW1	ortholog_one2one	97.0159	95.1432	100	100.00	1
							
MRPL19	MRPL19	ortholog_one2one	93.1507	85.8044	100	100.00	1
SERTAD2	SERTAD2	ortholog_one2one	93.5385	95	0	100.00	1
	CDK5RAP1	ortholog_one2one	97.037	66.9506	100	100.00	1
CUEDC2	CUEDC2	ortholog_one2many	43.9024	42.2819	50	100.00	0
CUEDC2	CUEDC2	ortholog_one2many	84.3206	57.0755	50	100.00	1
NIPSNAP1	NIPSNAP1	ortholog_one2one	99.6479	83.2353	100	100.00	1
NDUFS4	NDUFS4	ortholog_one2one	96	96.5517	100	100.00	1
MPLKIP	MPLKIP	ortholog_one2one	99.4413	99.4413	100	100.00	1
THYN1	THYN1	ortholog_one2one	91.5556	74.9091	100	100.00	1
							
PI4KB	PI4KB	ortholog_one2one	97.3494	96.8825	100	100.00	1
SEMA3E	SEMA3E	ortholog_one2one	99.0968	99.0968	100	100.00	1
DDX51	DDX51	ortholog_one2one	92.8455	84.3427	100	100.00	1
							
							
KRTAP20-3							
SLC39A9	SLC39A9	ortholog_one2one	98.3713	98.3713	100	100.00	1
	RBMS1	ortholog_one2many	92.3267	85.1598	0	0.00	0
UBXN6	UBXN6	ortholog_one2one	92.2432	96.7033	100	100.00	1
		ortholog_one2many	93.299	93.299	0	0.00	0
							
							
PDE8A	PDE8A	ortholog_one2one	98.3112	98.3112	50	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.098	95.098		100.00	1
	IL37	ortholog_one2many	95.4128	95.8525	100	70.55	1
PTK2B	PTK2B	ortholog_one2one	98.2161	97.3477	100	100.00	1
TMEM65	TMEM65	ortholog_one2one	97.0833	77.6667	100	100.00	1
							
TTC36	TTC36	ortholog_one2one	98.4127	98.4127	100	100.00	1
CHADL	CHADL	ortholog_one2one	94.6194	87.6063	100	100.00	1
DSG1	DSG1	ortholog_one2one	92.0952	91.9202	100	100.00	1
SHC4	SHC4	ortholog_one2one	97.3016	97.3016	100	100.00	1
PDCL	PDCL	ortholog_one2one	99.3355	99.3355	100	100.00	1
KIF3A	KIF3A	ortholog_one2one	99.8623	99.8623	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	90.5263	90.5263		100.00	1
							
CRCP							
C18orf63	C18H18orf63	ortholog_one2one	93.2847	94.387	100	100.00	1
MCRIP2							
							
							
PDLIM7	PDLIM7	ortholog_one2one	92.7984	88.7795	100	100.00	1
PRTG	PRTG	ortholog_one2one	97.8261	97.8261	100	100.00	1
							
BMP2	BMP2	ortholog_one2one	98.9899	98.9899	100	100.00	1
U1	U1	ortholog_one2many	75	71.3415		0.00	0
	ZFAND6	ortholog_one2one	79.6703	69.7115	0	0.00	0
ATP5F1B		ortholog_one2many	89.9811	99.1667	0	0.00	0
ATP5F1B	ATP5F1B	ortholog_one2many	99.6219	99.6219	100	100.00	1
MOSPD1	MOSPD1	ortholog_one2many	99.061	99.061	75	100.00	1
MOSPD1		ortholog_one2many	97.1831	97.1831	0	0.00	0
MYH8							
	GRIFIN	ortholog_one2one	80.4124	54.5455	75	100.00	1
PADI4	PADI4	ortholog_one2one	93.9668	93.9668	100	100.00	1
PRSS57							
BCL9L	BCL9L	ortholog_one2one	98.9993	98.9333	100	100.00	1
RBM34	RBM34	ortholog_one2one	93.0233	93.6768	100	100.00	1
SLC35F3	SLC35F3	ortholog_one2one	99.5918	99.5918	100	100.00	1
ROGDI	ROGDI	ortholog_one2one	90.5229	96.5157	100	100.00	1
RNASEH2B		ortholog_one2one	30.4487	81.1966	0	0.00	0
Y_RNA							
RASEF	RASEF	ortholog_one2one	95.5405	95.5405	100	100.00	1
							
LAS1L	LAS1L	ortholog_one2one	97.2789	96.7524	100	100.00	1
							
MTMR9	MTMR9	ortholog_one2one	98.5428	98.5428	100	100.00	1
TMCO5A	TMCO5A	ortholog_one2one	95.8333	95.8333	100	100.00	1
							
KIRREL1	KIRREL1	ortholog_one2one	98.6649	97.4934	100	100.00	1
SLC35A1	SLC35A1	ortholog_one2one	98.2196	95.389	100	100.00	1
NLRP13	NLRP13	ortholog_one2one	88.8031	88.1226	100	100.00	1
		ortholog_one2many	71.2531	86.0534	25	0.00	0
		ortholog_one2many	22.3587	45.2736	75	0.00	0
SLC1A6	SLC1A6	ortholog_one2one	94.8052	90.6028	100	100.00	1
							
							
SFTA2	SFTA2	ortholog_one2one	98.7179	98.7179	100	100.00	1
DCP1B	DCP1B	ortholog_one2one	95.6381	95.9481	100	100.00	1
ALG1	ALG1	ortholog_one2one	75.6824	61.245	100	100.00	1
SYNM	SYNM	ortholog_one2one	93.6743	88.9457	100	100.00	1
DEFB126							
SBF2	SBF2	ortholog_one2one	99.0265	99.0265	100	100.00	1
LPL	LPL	ortholog_one2one	99.3684	94.7791	100	100.00	1
	SLC2A13	ortholog_one2one	91.6667	73.1066	100	98.01	1
CCDC166	CCDC166	ortholog_one2one	93.6219	93.6219	75	100.00	1
PABPC3	PABPC3	ortholog_one2one	93.9778	93.0926	100	0.00	1
RIMKLA	RIMKLA	ortholog_one2one	99.4885	99.4885	100	100.00	1
ODF1	ODF1	ortholog_one2one	99.2095	99.2095	100	100.00	1
							
CARS2	CARS2	ortholog_one2one	93.7943	93.9609	100	100.00	1
ZC3H6	ZC3H6	ortholog_one2one	98.2338	98.3165	100	100.00	1
Y_RNA							
FMN1	FMN1	ortholog_one2one	95.0877	95.0877	100	100.00	1
TMEM255A	TMEM255A	ortholog_one2one	98.8539	98.8539	100	100.00	1
RLBP1	RLBP1	ortholog_one2one	98.7382	98.7382	100	100.00	1
PRICKLE1	PRICKLE1	ortholog_one2one	99.3983	97.4057	100	100.00	1
ACOT13	ACOT13	ortholog_one2one	92.1429	41.2141	100	100.00	0
							
EDARADD	EDARADD	ortholog_one2one	96.2791	96.2791	100	100.00	1
KRTAP20-1							
AADAT	AADAT	ortholog_one2one	97.4118	96.729	100	100.00	1
		ortholog_one2many	98.75	98.75	0	0.00	0
		ortholog_one2many	98.75	98.75	0	0.00	0
	SETD6	ortholog_one2one	95.4054	57.8689	100	100.00	1
CYBC1	CYBC1	ortholog_one2one	91.4438	72.4576	100	100.00	1
ZRSR2	ZRSR2	ortholog_one2one	99.3724	99.1649	100	100.00	1
NCBP2AS2							
JADE1	JADE1	ortholog_one2one	99.4062	97.5524	100	100.00	1
RBM26	RBM26	ortholog_one2one	99.3062	99.5035	100	100.00	1
KRTAP13-1		ortholog_many2many	88.8235	84.8315	0	100.00	1
KRTAP13-1		ortholog_many2many	91.1765	90.1163	100	100.00	1
PASK	PASK	ortholog_one2one	93.2678	93.3384	100	100.00	1
POU2AF1	POU2AF1	ortholog_one2one	97.2656	90.5455	100	100.00	1
CHODL	CHODL	ortholog_one2one	98.9011	98.9011	100	100.00	1
SLC25A21	SLC25A21	ortholog_one2one	98.9051	87.987	100	100.00	1
KCNE2	KCNE2	ortholog_one2one	93.4959	93.4959	75	100.00	1
NDUFA5	NDUFA5	ortholog_one2one	90.5172	90.5172	100	100.00	1
DISP1	DISP1	ortholog_one2one	97.5082	97.6362	100	100.00	1
							
APPL1	APPL1	ortholog_one2one	96.7492	73.8771	100	100.00	1
							
NKX6-3	NKX6-3	ortholog_one2one	72.0755	77.3279	100	100.00	1
MYOZ2	MYOZ2	ortholog_one2one	89.7727	85.5596	100	100.00	1
GAS1	GAS1	ortholog_one2one	96.5217	89.5161	50	100.00	1
	IFNL3	ortholog_many2many	95.098	48.5	25	100.00	0
		ortholog_many2many	92.1569	47.7157	100	100.00	0
RECQL4							
SPSB3	SPSB3	ortholog_one2one	99.1549	92.1466	100	100.00	1
RBM43	RBM43	ortholog_one2one	93.4844	93.4844	100	100.00	1
ASB16	ASB16	ortholog_one2one	97.0721	95.1435	100	100.00	1
ARHGEF7	ARHGEF7	ortholog_one2one	95.6413	89.0951	100	100.00	1
PLCZ1	PLCZ1	ortholog_one2one	90.4688	95.2303	100	100.00	1
CETN1	CETN1	ortholog_one2one	95.9302	91.1602	100	100.00	1
CNN3	CNN3	ortholog_one2one	96.0486	70.2222	100	94.08	1
Y_RNA							
FUNDC2							
MINDY2	MINDY2	ortholog_one2one	95.9933	88.5978	100	100.00	1
DEFB128	DEFB128	ortholog_one2one	86.9565	86.0215	75	0.00	1
