Gene name	Pig gene name	Pig homology type	%id. target Pig gene identical to query gene	%id. query gene identical to target Pig gene	Pig Gene-order conservation score	Pig Whole-genome alignment coverage	Pig orthology confidence [0 low, 1 high]
RNA5SP474							
PFDN4		ortholog_one2one	50.7463	74.7253	0	0.00	0
RPL31P24							
RNU6-818P							
RNU6ATAC31P							
							
							
RNU6-1298P							
MIR4274							
AFAP1-AS1							
KIR3DL2							
AFAP1	AFAP1	ortholog_one2one	89.1892	87.5754	75	100.00	1
							
RNF123	RNF123	ortholog_one2one	94.2922	91.8458	100	100.00	1
LILRA3							
MIR3690							
RNA5SP498							
MOSPD2	MOSPD2	ortholog_one2one	90.3475	90.3475	100	100.00	1
							
RN7SL836P							
GIPR	GIPR	ortholog_one2one	86.0515	86.0515	100	100.00	1
CSMD1	CSMD1	ortholog_one2one	82.2671	89.0915	100	96.86	1
							
							
							
LILRA5							
							
							
FAM217B	FAM217B	ortholog_one2one	62.9243	63.4211	100	100.00	1
							
							
ATP6V0A2	ATP6V0A2	ortholog_one2one	94.3925	94.6136	100	100.00	1
							
SNORA3C		ortholog_one2many	80.8	78.2946		99.21	1
PRSS21	PRSS21	ortholog_one2one	61.7834	54.1899	100	20.06	1
PPP1R3D	PPP1R3D	ortholog_one2one	87.9599	87.9599	100	100.00	1
SERBP1P5							
							
							
							
							
							
MICOS10P4							
							
LARP4B		ortholog_one2one	78.4553	43.3383	100	100.00	0
ANXA3							
CDH26							
LILRA3							
CERCAM	CERCAM	ortholog_one2one	91.5966	91.5966	100	100.00	1
CUX1	CUX1	ortholog_one2one	92.0266	84.3484	100	100.00	1
							
TPT1P14							
FANCB	FANCB	ortholog_one2one	72.2934	72.5467	100	100.00	1
RNU6-466P							
							
							
							
LILRA4							
MIR211							
TMEM202	TMEM202	ortholog_one2one	68.8645	68.8645	75	100.00	1
IHH	IHH	ortholog_one2one	93.4307	84.5815	100	100.00	1
LILRA5							
MIR3131							
							
RN7SL764P	Metazoa_SRP	ortholog_one2many	75.8741	75.0865		0.00	0
SLC23A3	SLC23A3	ortholog_one2one	80.8197	81.0855	100	100.00	1
PHB1P20							
							
							
HEXA	HEXA	ortholog_one2one	83.5539	81.1009	100	100.00	1
							
LAIR1							
CEP170							
MYADML2	MYADML2	ortholog_one2one	93.1596	82.659	100	100.00	1
U6							
FCAR							
NOTUM	NOTUM	ortholog_one2one	94.7581	94.3775	100	100.00	1
BTN3A3							
							
EIF1P4							
MIR646							
MTCO2P1							
MIR4533							
MIR548AG2							
C16orf89	C16orf89	ortholog_one2one	74.7922	74.7922	100	100.00	1
							
							
RPL27P12							
KCNK15	KCNK15	ortholog_one2one	80.9091	73.3516	100	100.00	1
							
LILRA4							
DNAH10	DNAH10	ortholog_one2one	86.7073	91.3872	100	99.72	1
							
RIMS4	RIMS4	ortholog_one2one	99.2565	98.8889	100	100.00	1
NPM1P9							
GRPEL2P2							
BLOC1S2P1							
ZC3H12B	ZC3H12B	ortholog_one2one	93.3014	93.3014	100	100.00	1
							
EPC1-AS2							
EPC1-AS1							
RNU6-1244P							
C1DP1							
CASP7	CASP7	ortholog_one2one	81.8482	65.7825	100	100.00	1
LAIR1							
							
CCT4P2							
PGBD4P2							
NANOGP9							
							
SIRPG		ortholog_many2many	63.0491	55.8352	100	14.24	1
SIRPG		ortholog_many2many	61.4987	44.6529	0	81.28	0
SIRPG		ortholog_many2many	62.7907	54.2411	100	21.57	1
RTL9	RTL9	ortholog_one2one	71.0375	71.6049	100	100.00	1
CNPPD1	CNPPD1	ortholog_one2one	90.4878	90.2676	100	100.00	1
RBM3	RBM3	ortholog_one2one	92.9936	94.1936	100	100.00	1
ACTG1	ACTG1	ortholog_one2one	99.4667	97.9003	100	99.98	1
DEF8	DEF8	ortholog_one2one	87.1397	82.563	100	96.10	1
RABL2B		ortholog_one2many	72.4891	71.5517	50	95.08	1
MFSD14B	MFSD14B	ortholog_one2one	91.502	87.0301	0	100.00	1
MIR642A							
MIR642B							
QPCTL	QPCTL	ortholog_one2one	90.3141	90.0783	100	100.00	1
TECTA	TECTA	ortholog_one2one	95.3596	95.3596	100	100.00	1
FBXO46	FBXO46	ortholog_one2one	95.3566	94.8845	100	100.00	1
PRAMEF34P							
SIRPG-AS1							
RN7SL561P							
							
							
PRAMEF35P							
							
CKAP2LP1							
PRAMEF36P							
							
							
							
SIRPA		ortholog_many2many	52.381	60.4119	0	0.00	0
SIRPA		ortholog_many2many	73.0159	69.0432	100	100.00	1
SIRPA		ortholog_many2many	51.7857	58.2589	0	0.00	0
SIT1	SIT1	ortholog_one2one	78.0612	82.2581	100	100.00	1
							
MRPL32P1							
PRAMEF18							
PRAMEF31P							
WDR13	WDR13	ortholog_one2one	99.5876	82.2828	100	100.00	1
ZNF121							
PRAMEF32P							
RNU6-771P							
PRAMEF28P							
PRAMEF27							
ARHGAP5	ARHGAP5	ortholog_one2one	98.1358	98.0705	100	100.00	1
FRAS1	FRAS1	ortholog_one2one	88.1356	88.1136	50	100.00	1
KANK2	KANK2	ortholog_one2one	89.5417	88.6047	100	100.00	1
CDC23	CDC23	ortholog_one2one	97.6549	98.1481	100	100.00	1
HNRNPCL3							
PRAMEF25							
CD72	CD72	ortholog_one2one	54.5961	50.5155	100	100.00	1
HNRNPCL2							
NCR1							
							
PRAMEF26							
SNX19	SNX19	ortholog_one2one	82.1573	81.3373	100	100.00	1
PDYN	PDYN	ortholog_one2one	75.9843	75.3906	75	100.00	1
ASF1A	ASF1A	ortholog_one2one	99.5098	99.5098	100	100.00	1
RETREG2	RETREG2	ortholog_one2one	90.7919	90.9594	100	100.00	1
HNRNPCL4							
PRAMEF9							
							
AKT3							
MIR4483							
		ortholog_one2many	82.5758	83.2061		96.96	1
MCM9	MCM9	ortholog_one2one	79.5276	80.3004	100	100.00	1
DCLRE1A	DCLRE1A	ortholog_one2one	72.6923	72.7623	100	100.00	1
PRAMEF5							
RPS27AP18							
NDRG2	NDRG2	ortholog_one2one	96.2264	96.2264	100	100.00	1
							
							
TFDP1P2							
CDC25C	CDC25C	ortholog_one2one	80.9725	76.4471	100	98.01	1
							
FAM47C							
PRAMEF8							
FTH1P29							
HNRNPA1P28							
NUDT19P6							
PGRMC1	PGRMC1	ortholog_one2one	95.8974	96.3918	100	100.00	1
PRSS57	PRSS57	ortholog_one2one	72.3404	73.1183	100	100.00	1
LINC01730							
PRAMEF33							
AP5S1	AP5S1	ortholog_one2one	87.5	82.1596	100	100.00	1
LINC03098							
							
MRPS17P9							
SLC25A43	SLC25A43	ortholog_one2one	90.9091	90.9091	100	100.00	1
							
NIBAN3	NIBAN3	ortholog_one2one	79.5161	80.0325	100	100.00	1
NTRK2	NTRK2	ortholog_one2one	96.8974	96.8974	100	100.00	1
LINC01751							
LINC01706							
MIR8062							
							
SNAP25	SNAP25	ortholog_one2one	95.6311	95.6311	100	100.00	1
							
RNU1-67P							
PLEKHS1	PLEKHS1	ortholog_one2one	69.6581	69.6581	100	100.00	1
RN7SL118P							
DNAH10OS							
RNY3P16							
SLC25A5	SLC25A5	ortholog_one2one	97.9866	97.9866	100	100.00	1
							
ZFAND2B	ZFAND2B	ortholog_one2one	91.4397	90.3846	100	100.00	1
							
HSPB8	HSPB8	ortholog_one2one	83.6735	76.6355	100	99.59	1
COPS5P1							
EPHA7	EPHA7	ortholog_one2one	99.5992	99.5992	100	100.00	1
UBE2A	UBE2A	ortholog_one2one	100	69.7248	100	100.00	1
TONSL	TONSL	ortholog_one2one	75.254	75.3634	100	100.00	1
AMIGO3	AMIGO3	ortholog_one2one	83.1349	82.4803	100	100.00	1
RARS1P1							
GMPPB	GMPPB	ortholog_one2one	67.5	94.9219	100	100.00	1
PPFIBP1	PPFIBP1	ortholog_one2one	90.9453	89.1707	100	100.00	1
FAM168A	FAM168A	ortholog_one2one	99.1489	93.9516	100	100.00	1
NLRP7							
CENPB	CENPB	ortholog_one2one	95.3255	94.2244	100	100.00	1
LINC01347							
							
F13B							
CDC25B	CDC25B	ortholog_one2one	87.5862	80.5071	100	100.00	1
SDCCAG8							
KCNT2							
							
TTYH1							
GDF6	GDF6	ortholog_one2one	92.7473	91.939	100	100.00	1
TDRD1	TDRD1	ortholog_one2one	79.7458	79.949	100	100.00	1
DSPP		ortholog_one2one	27.671	60	100	98.82	0
C8orf58	C8orf58	ortholog_one2one	67.9452	68.1319	100	100.00	1
							
MIR4735							
CFHR5							
Y_RNA							
RNU6-733P							
CYP2U1	CYP2U1	ortholog_one2one	84.0074	84.1621	100	100.00	1
CABP4	CABP4	ortholog_one2one	76	67.2026	100	99.84	1
CFHR2							
SLC39A8	SLC39A8	ortholog_one2one	91.5217	91.3232	100	100.00	1
VEGFB	VEGFB	ortholog_one2one	94.2029	94.2029	100	100.00	1
LZTS2	LZTS2	ortholog_one2one	95.6652	95.2381	100	100.00	1
AQP3	AQP3	ortholog_one2one	93.4931	94.1379	100	100.00	1
LILRB1							
RPS27P15							
							
							
LILRP2							
							
							
							
MTO1	MTO1	ortholog_one2one	89.4509	89.5803	75	100.00	1
LILRB4							
LILRP2							
MIR6851							
LINC01347							
PAEP							
MIR6503							
CIBAR1		ortholog_one2one	46.0208	72.2826	100	86.08	0
MS4A12	MS4A12	ortholog_one2one	58.8015	60.8527	100	100.00	1
RNU6-747P							
COX6CP14							
FAM53C	FAM53C	ortholog_one2one	90.5612	95.6873	100	100.00	1
CIDEC	CIDEC	ortholog_one2one	83.6134	79.2829	100	100.00	1
AKR1E2	AKR1E2	ortholog_one2one	70.9375	75.4153	100	100.00	1
							
MS4A13	MS4A13	ortholog_one2one	59.2105	52.3256	100	100.00	1
STEEP1	STEEP1	ortholog_one2one	100	100	100	100.00	1
ABCB6	ABCB6	ortholog_one2one	88.9549	88.8493	100	100.00	1
							
							
							
LENG8-AS1							
LENG8							
							
							
EGR1	EGR1	ortholog_one2one	95.396	95.572	100	100.00	1
RN7SL728P							
							
							
							
RPL7P19							
MANBA	MANBA	ortholog_one2one	79.5222	79.7035	100	100.00	1
CPLANE1	CPLANE1	ortholog_one2one	74.1926	77.0853	100	100.00	1
							
LILRP1							
RPL38P1							
							
HMGB1P30							
RPS21P1							
SNORD13P3							
B3GALNT2							
KLHL18	KLHL18	ortholog_one2one	97.9094	91.0859	100	100.00	1
LILRP2							
PPARA	PPARA	ortholog_one2one	94.2308	94.4325	100	100.00	1
MS4A4A		ortholog_one2many	55.2301	50.9653	25	98.22	1
LILRP2							
							
P4HB	P4HB	ortholog_one2one	87.9921	71.865	100	100.00	1
							
EXOC3L2	EXOC3L2	ortholog_one2one	90.7731	90.8864	100	100.00	1
LINC01502							
PDHA1	PDHA1	ortholog_one2one	97.9487	96.4646	100	100.00	1
							
GLT6D1	GLT6D1	ortholog_one2one	63.7681	56.9579	75	100.00	1
							
PPIAL4F							
							
RNU6-1105P							
GPS2P2							
							
		ortholog_one2one	69.6133	67.3797	50	100.00	1
U1							
							
RNVU1-26							
RNVU1-2A							
SREBF2-AS1							
EIF4A2	EIF4A2	ortholog_one2one	88.6978	99.7238	100	100.00	1
LCN9		ortholog_one2one	59.8726	49.7355	100	100.00	0
							
TAF1C	TAF1C	ortholog_one2one	72.242	70.5678	100	99.55	1
PRMT1	PRMT1	ortholog_one2one	94.3396	91.3838	100	100.00	1
MED18							
WBP2NL		ortholog_one2one	46.9256	58.2329	75	96.83	0
AJM1	AJM1	ortholog_one2one	89.8566	89.9487	100	100.00	1
SET		ortholog_one2one	79.0614	84.8837	0	0.00	0
LENG9							
ATP5IF1							
CDC42EP5							
LAIR2							
							
							
OR1L8		ortholog_one2one	82.5243	82.2581	0	0.00	0
							
SESN2							
ZNF618	ZNF618	ortholog_one2one	98.5325	98.6359	100	100.00	1
TUBGCP6	TUBGCP6	ortholog_one2one	70.3134	74.5773	100	98.39	1
KIR3DL3							
U8							
AKR1C1							
TUBG1	TUBG1	ortholog_one2one	88.2483	85.5914	100	100.00	1
MAP3K15	MAP3K15	ortholog_one2one	90.6321	89.8792	100	100.00	1
							
KIR3DX1							
							
MTCYBP14							
MTND6P14							
MTND5P19							
MMP10							
MTND4P10							
ATG9A	ATG9A	ortholog_one2one	98.3313	94.7187	100	100.00	1
MTND4LP21							
MTND3P8							
MTCO3P46							
							
RRM2B	RRM2B	ortholog_one2one	94.5869	89.4879	100	100.00	1
CCR10	CCR10	ortholog_one2one	92.5414	92.2865	100	100.00	1
CNTNAP1	CNTNAP1	ortholog_one2one	96.1705	96.1705	100	100.00	1
KIR2DS2							
CNTNAP3		ortholog_one2many	43.6335	75.8435	0	81.42	0
							
							
LILRA2							
VAV3-AS1							
							
KAT5	KAT5	ortholog_one2one	75.0916	74.4102	100	100.00	1
ZNF710	ZNF710	ortholog_one2one	97.4398	97.4398	100	100.00	1
FBXW11	FBXW11	ortholog_one2one	100	100	100	100.00	1
							
							
ST13P21							
RPL7L1P21							
SLC25A24							
Y_RNA	Y_RNA	ortholog_one2many	75.4902	79.3814		0.00	0
EIF5P2							
IKBKG	IKBKG	ortholog_one2one	87.8282	82.8829	100	100.00	1
MIR3174							
							
ZNF710-AS1							
U7							
IDH2	IDH2	ortholog_one2one	96.6814	96.6814	100	100.00	1
DNAJC9P1							
							
JAG1	JAG1	ortholog_one2one	96.8801	96.8801	100	100.00	1
USP18	USP18	ortholog_one2one	66.129	76.6355	50	100.00	1
							
RPL31P12							
EZH1	EZH1	ortholog_one2one	97.3226	96.8043	100	100.00	1
ANKRD16	ANKRD16	ortholog_one2one	80.3324	79.8898	100	100.00	1
STEAP1B	STEAP1	ortholog_one2many	84.8485	66.2722	0	86.14	1
Y_RNA							
OR2AS2P							
IL5	IL5	ortholog_one2one	69.403	69.403	75	100.00	1
OR2T6							
OR2T2							
OR2T4							
OR2T7							
OR2T1							
OR2T3							
OR2T5							
							
KIR3DP1							
							
DCAF13P1							
NBPF6							
RNU6-392P							
RPL21P49							
LARP1BP2							
LRRC37A15P							
LINC01861							
							
							
							
							
KRT8P46							
NAMPT	NAMPT	ortholog_one2one	97.1487	91.0305	100	100.00	1
							
							
							
							
							
FAM114A2	FAM114A2	ortholog_one2one	82.5743	86.3354	100	100.00	1
							
UBE2D3		ortholog_one2one	72.7891	71.8121	0	0.00	0
FBH1	FBH1	ortholog_one2one	80.9204	88.2845	100	100.00	1
CRB2	CRB2	ortholog_one2one	84.4358	84.5674	100	100.00	1
GABARAPL3							
ZNF774							
GGA1	GGA1	ortholog_one2one	92.6448	87.7037	100	99.65	1
NLRP7							
							
C12orf71BP							
							
REP15	MRPS35	ortholog_one2one	75.4237	35.1779	100	71.84	0
							
							
							
HMGB1P49							
							
							
NDUFA3P4							
MRPS35							
IQGAP1	IQGAP1	ortholog_one2one	96.1979	93.2709	50	98.76	1
							
LILRA1							
MIR6870							
LINC01752							
MIR601							
							
MIR7150							
							
							
							
							
PIGFP2							
LHX2	LHX2	ortholog_one2one	99.7537	99.7537	100	100.00	1
NLRP2							
PAFAH1B3	PAFAH1B3	ortholog_one2one	96.5368	83.209	0	100.00	1
Y_RNA							
KLHL42	KLHL42	ortholog_one2one	95.6436	95.6436	100	100.00	1
RAD21	RAD21	ortholog_one2one	98.4152	98.4152	100	100.00	1
							
							
GP6							
FAT1P1							
RN7SKP15							
LINC02871							
							
							
							
PTHLH	PTHLH	ortholog_one2one	89.8305	76.0766	100	100.00	1
							
DOCK8	DOCK8	ortholog_one2one	93.7589	93.8036	75	100.00	1
Y_RNA							
OR14I1							
OR2T4							
							
NPHS1	NPHS1	ortholog_one2one	86.0596	86.1985	100	100.00	1
OR2T6							
LINC01722							
OR2T1							
OR2T7							
RNU6-27P							
							
							
RNU1-131P	U1	ortholog_many2many	82.6087	81.5951		0.00	0
RNU1-131P	U1	ortholog_many2many	72.6708	80.137		0.00	0
ZNF133-AS1							
OR2T2							
							
OR2T3							
Y_RNA							
LILRB1							
							
PCMTD2							
CST12P							
LDAF1	LDAF1	ortholog_one2one	70.1863	55.9406	100	100.00	1
OR2T5							
							
OR2AS2P							
OR2G6							
CST8		ortholog_one2one	54.9296	28.4672	75	100.00	0
							
MIR490	ssc-mir-490-1	ortholog_one2one	59.375	93.8272		100.00	1
KRT8P51							
OR2AS1P							
CHRM2	CHRM2	ortholog_one2one	97.2103	84.5149	100	100.00	1
OR2T29							
C8orf89	C8orf89	ortholog_one2one	75.7764	50.4132	100	96.51	1
OR2T34							
OR2T10							
							
OR2T11							
OR2T35							
G6PD	G6PD	ortholog_one2one	82.5243	65.4854	100	100.00	1
OR2T27							
RDH13							
PLEC	PLEC	ortholog_one2one	91.5549	79.265	100	97.21	1
CFTRP1							
							
BSNDP3							
NCOR1P1							
							
							
MIR663A							
							
SNORD2							
							
SNORA63B	SNORA63	ortholog_one2one	82.9268	80.315		100.00	1
MIR1248							
SNORA81							
RN7SKP185							
SNORA63	SNORA63	ortholog_one2one	93.9394	94.6565		100.00	1
SNORA4	SNORA4	ortholog_one2one	86.2319	83.8028		100.00	1
TTI1	TTI1	ortholog_one2one	87.4197	87.5805	100	100.00	1
							
MCF2L2P1							
OPRL1							
ATP5MC1P3							
FOXL2							
CEP290	CEP290	ortholog_one2one	89.4312	80.5011	100	99.94	1
FOXL2NB							
NPBWR2							
RNU6-1272P	U6	ortholog_one2many	73.8318	74.5283		0.00	0
RNU6-1272P	U6	ortholog_one2many	69.1589	77.8947		0.00	0
RNU6-1272P	U6	ortholog_one2many	80.3738	80.3738		0.00	0
							
ZC3HAV1L	ZC3HAV1L	ortholog_one2one	84.6667	84.9498	100	100.00	1
MYT1							
PRR23A		ortholog_many2many	45.8647	46.5649	100	0.00	0
PRR23A		ortholog_many2many	40.9774	41.9231	100	0.00	0
PRR23A		ortholog_many2many	42.8571	42.0664	0	0.00	0
PRR23A		ortholog_many2many	42.8571	42.6966	0	0.00	0
PRR23A		ortholog_many2many	42.8571	42.3792	0	0.00	0
PRR23A		ortholog_many2many	42.8571	42.6966	0	0.00	0
PRR23A		ortholog_many2many	42.8571	42.0664	0	0.00	0
PRR23A		ortholog_many2many	44.3609	42.2939	0	0.00	0
PRR23A		ortholog_many2many	44.3609	42.2939	0	0.00	0
PRR23A		ortholog_many2many	46.6165	53.6797	100	0.00	0
PRR23B		ortholog_many2many	46.4151	46.9466	75	0.00	0
PRR23B		ortholog_many2many	42.2642	43.0769	75	0.00	0
PRR23B		ortholog_many2many	44.5283	43.5424	0	0.00	0
PRR23B		ortholog_many2many	44.5283	44.1948	0	0.00	0
PRR23B		ortholog_many2many	44.5283	43.8662	0	0.00	0
PRR23B		ortholog_many2many	44.5283	44.1948	0	0.00	0
PRR23B		ortholog_many2many	44.5283	43.5424	0	0.00	0
PRR23B		ortholog_many2many	45.6604	43.3692	0	0.00	0
PRR23B		ortholog_many2many	45.6604	43.3692	0	0.00	0
PRR23B		ortholog_many2many	47.5472	54.5455	75	100.00	0
KCNQ2-AS1							
ZC3HAV1	ZC3HAV1	ortholog_one2one	63.5255	64.094	100	100.00	1
PRR23C		ortholog_many2many	45.4198	45.4198	75	100.00	0
PRR23C		ortholog_many2many	41.2214	41.5385	75	0.00	0
PRR23C		ortholog_many2many	42.3664	40.9594	0	0.00	0
PRR23C		ortholog_many2many	42.3664	41.573	0	0.00	0
PRR23C		ortholog_many2many	42.3664	41.2639	0	0.00	0
PRR23C		ortholog_many2many	42.3664	41.573	0	0.00	0
PRR23C		ortholog_many2many	42.3664	40.9594	0	0.00	0
PRR23C		ortholog_many2many	43.8931	41.2186	0	0.00	0
PRR23C		ortholog_many2many	43.8931	41.2186	0	0.00	0
PRR23C		ortholog_many2many	48.4733	54.9784	75	0.00	0
KCNQ2							
RPL7L1P7							
BPESC1							
PISRT1							
							
AMDHD2	AMDHD2	ortholog_one2one	91.4425	65.7293	100	100.00	1
							
							
U6							
RBP2	RBP2	ortholog_one2one	80.597	58.6957	100	100.00	1
							
Y_RNA							
PTOV1P1							
LRRC58	LRRC58	ortholog_one2one	95.6873	95.6873	100	100.00	1
RNASEH2C	RNASEH2C	ortholog_one2one	77.439	76.0479	100	100.00	1
RPRD1B	RPRD1B	ortholog_one2one	100	100	100	100.00	1
PPDPFP1							
MIR198							
RPL30P4							
CNOT10-AS1							
SUGT1P2							
RPL23AP43							
TRIM71	TRIM71	ortholog_one2one	98.1567	98.0437	100	100.00	1
ACTG1P12							
ANKZF1	ANKZF1	ortholog_one2one	81.2672	82.4022	100	100.00	1
TIMP4	TIMP4	ortholog_one2one	88.3929	88.3929	100	100.00	1
RN7SL237P							
							
TGM2	TGM2	ortholog_one2one	88.7918	88.7918	100	100.00	1
KIF26B							
MIR6780A							
							
							
HMGN2P15							
MFAP3	MFAP3	ortholog_one2one	88.1215	88.1215	100	100.00	1
TAF4							
RAMP2	RAMP2	ortholog_one2one	76	73.0769	100	100.00	1
ZNF146	ZNF146	ortholog_one2one	98.9726	98.9726	75	100.00	1
							
KRT8P26							
							
AP5B1	AP5B1	ortholog_one2one	86.1048	86.203	75	100.00	1
RPL17P28							
IFT56	IFT56	ortholog_one2one	96.2094	96.2094	100	100.00	1
OVOL1	OVOL1	ortholog_one2one	95.5056	95.5056	100	100.00	1
MTCO1P5							
PRKD2	PRKD2	ortholog_one2one	96.2415	95.0506	100	100.00	1
GSTM5P1							
CDH4							
PFDN1P1							
VPS25	VPS25	ortholog_one2one	98.8636	86.1386	100	100.00	1
RNA5SP123							
RNU6-377P	U6	ortholog_one2one	83.3333	79.4393		0.00	0
Metazoa_SRP							
CFL1							
PDCD10	PDCD10	ortholog_one2one	99.5283	99.5283	100	100.00	1
IRF1	IRF1	ortholog_one2one	89.8462	90.6832	75	100.00	1
							
KIAA1755	KIAA1755	ortholog_one2one	75.0833	75.0208	100	100.00	1
							
							
RPS4XP17							
TLCD3A	TLCD3A	ortholog_one2one	83.2685	82.9457	100	100.00	1
							
GEMIN4	GEMIN4	ortholog_one2one	84.4045	84.3248	100	100.00	1
FBXL19	FBXL19	ortholog_one2one	99.7033	96.83	100	100.00	1
							
BPI	BPI	ortholog_one2one	63.9752	63.5802	100	100.00	1
MRM3	MRM3	ortholog_one2one	82.8571	82.4645	100	100.00	1
							
							
							
							
HSPE1P3							
SPINT1	SPINT1	ortholog_one2one	79.922	77.2128	100	100.00	1
							
IL15RA							
							
SNX32	SNX32	ortholog_one2one	85.8561	76.8889	100	100.00	1
RFFL	RFFL	ortholog_one2one	90.6336	89.6458	100	100.00	1
GLB1L	GLB1L	ortholog_one2one	87.4618	87.8648	100	99.88	1
PRAMEF5							
BCL7C	BCL7C	ortholog_one2one	97.6959	97.6959	100	100.00	1
							
HMGA2-AS1							
FTCD							
PAXBP1							
							
MUS81	MUS81	ortholog_one2one	87.1143	86.9565	100	100.00	1
PRAMEF22							
PRAMEF18							
							
MIR6074							
RPL21P18							
RNA5SP362							
RN7SL69P							
Y_RNA							
							
ATP5MFP5							
							
RN7SL391P							
EPCIP							
							
							
							
HSPE1P1							
							
VWF	VWF	ortholog_one2one	84.2872	84.4674	100	100.00	1
							
							
LINC03079							
PRAMEF8							
BTG3-AS1							
ZFP64	ZFP64	ortholog_one2one	95.5947	95.8763	100	99.97	1
BTG3							
EPCIP-AS1							
HNRNPCL2							
							
PRAMEF25							
							
							
							
RNF40	RNF40	ortholog_one2one	93.7063	93.5194	100	100.00	1
							
							
HNRNPCL4							
FTCD-AS1							
LSS							
ZNF692	ZNF692	ortholog_one2one	85.1638	84.8369	75	100.00	1
PRAMEF33							
							
							
PRAMEF9							
RNA5SP199							
							
							
							
RNU6-556P							
PPP1R2B		ortholog_one2many	82.9268	80.1887	0	81.83	1
SGCD	SGCD	ortholog_one2one	96.8966	96.8966	75	100.00	1
U6							
							
							
LILRB1-AS1							
SLC7A3	SLC7A3	ortholog_one2one	89.0145	89.0145	100	100.00	1
LILRB4							
RNU6-840P	U6	ortholog_one2many	83.0769	55.6701		0.00	0
RNU6-840P	U6	ortholog_one2many	87.6923	45.9677		0.00	0
Vault							
FNDC8	FNDC8	ortholog_one2one	76.8519	77.8125	100	100.00	1
EP300	EP300	ortholog_one2one	95.9403	95.7025	100	100.00	1
CLK3	CLK3	ortholog_one2one	98.5714	97.5758	100	100.00	1
OR7A5		ortholog_one2many	69.279	68.6335	0	0.00	0
CGB2							
NLE1	NLE1	ortholog_one2one	96.0825	96.0825	100	100.00	1
MSL3P2							
							
MZT1P2							
UBN2	UBN2	ortholog_one2one	92.5019	93.4734	100	99.70	1
NTN5	NTN5	ortholog_one2one	86.7076	84.9699	100	100.00	1
RPS23P8							
IL2RG	IL2RG	ortholog_one2one	82.3848	82.6087	100	100.00	1
SPATA31C2		ortholog_one2many	40.2116	34.6768	0	0.00	0
SPTLC1	SPTLC1	ortholog_one2one	94.2918	94.2918	50	100.00	1
STK16	STK16	ortholog_one2one	95.082	95.3947	100	100.00	1
MAP4K1	MAP4K1	ortholog_one2one	93.6663	94.0098	100	100.00	1
DIMT1	DIMT1	ortholog_one2one	96.4856	96.4856	100	100.00	1
							
ERP29P1							
							
RNU6-206P	U6	ortholog_one2many	69.2308	69.2308		0.00	0
RNU6-206P	U6	ortholog_one2many	70.1923	70.1923		0.00	0
RNU6-206P	U6	ortholog_one2many	75	72.8972		0.00	0
RNU6-206P	U6	ortholog_one2many	74.0385	71.9626		0.00	0
RNU6-206P	U6	ortholog_one2many	74.0385	74.0385		0.00	0
RNU6-206P	U6	ortholog_one2many	74.0385	71.9626		0.00	0
							
RNU7-154P							
							
							
MRPS33P4							
							
SPATC1L							
							
SMDT1							
							
FICD	FICD	ortholog_one2one	92.3581	92.3581	100	100.00	1
RPL31P37							
							
							
							
							
BMP7	BMP7	ortholog_one2one	97.9118	97.9118	100	100.00	1
FEZF1	FEZF1	ortholog_one2one	94.7368	94.7368	100	100.00	1
CTSW	CTSW	ortholog_one2one	68.0851	69.7548	100	100.00	1
UPF3B	UPF3B	ortholog_one2one	95.0311	95.0311	100	100.00	1
NDUFA6							
NQO2	NQO2	ortholog_one2one	57.5758	55.8824	100	97.44	1
NDUFA6-DT							
SART3	SART3	ortholog_one2one	90.8619	90.0206	100	100.00	1
GART							
OLA1P1							
							
AASS	AASS	ortholog_one2one	91.5767	88.2414	100	100.00	1
CYP2D7							
FGGY	FGGY	ortholog_one2one	81.1252	79.8214	100	100.00	1
RPS5P3							
DNAJC28							
							
							
							
							
MSN	MSN	ortholog_one2one	99.1334	86.1446	100	99.24	1
IFNGR2							
							
RPL17P26							
RNU6-626P	U6	ortholog_one2one	70.0935	78.9474		0.00	0
							
BEND6	BEND6	ortholog_one2one	92.4731	92.4731	100	100.00	1
							
							
CYP2D8P							
SLC35C2	SLC35C2	ortholog_one2one	96.7123	90.2813	100	100.00	1
TCF20							
OSTCP6							
FTH1P15							
MRPL30P1							
ZSCAN26	ZSCAN26	ortholog_one2one	83.0898	83.2636	50	100.00	1
UNC45B	UNC45B	ortholog_one2one	96.0172	95.811	100	100.00	1
							
							
							
LINC00308							
							
RNU4-45P							
PTPRN	PTPRN	ortholog_one2one	91.8284	91.9223	100	100.00	1
TXNDC11	TXNDC11	ortholog_one2one	87.6827	88.3281	100	100.00	1
CES5AP1							
ZDHHC8BP							
							
CYTH4	CYTH4	ortholog_one2one	94.6701	94.6701	100	100.00	1
TUBB4BP4							
CNTRL		ortholog_one2many	5.89247	91.3333	0	0.00	0
CNTRL		ortholog_one2many	38.5806	90.5146	0	0.58	0
CNTRL		ortholog_one2many	88.129	89.0482	100	99.89	1
							
NDUFB11P1							
PGAM1P9							
							
ECT2L	ECT2L	ortholog_one2one	84.4027	84.3094	100	100.00	1
AMMECR1	AMMECR1	ortholog_one2one	85.8859	96.9492	100	100.00	1
RPS3AP42							
							
LINC02746							
SNRPGP16							
MTNR1B	MTNR1B	ortholog_one2one	80.3867	79.9451	100	100.00	1
							
