Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
Metazoa_SRP							
Metazoa_SRP							
ASXL1	Asxl1	ortholog_one2one	72.443	73.4478	100	0.00	1
	A2ml1	ortholog_one2one	64.8707	62.0192	50	0.00	0
							
DIP2B	Dip2b	ortholog_one2one	97.7157	97.8399	100	36.13	1
							
Metazoa_SRP							
Metazoa_SRP							
RNU6-491P							
OR8S1	Or8s16	ortholog_one2one	52.4079	57.9937	0	0.00	0
APMAP	Apmap	ortholog_one2one	89.4231	89.6386	100	0.00	1
							
							
RNU6-1257P	Gm55405	ortholog_one2one	58.8785	63.6364		0.00	0
OR5BS1P	Or5bs2	ortholog_one2one	75.5627	76.2987	75	0.00	1
OSBPL8	Osbpl8	ortholog_one2one	94.5676	95.9505	100	38.58	1
DYRK4	Dyrk4	ortholog_one2one	73.9748	74.2089	100	0.00	1
CST7	Cst7	ortholog_one2one	62.8743	72.9167	100	0.00	1
LALBA	Lalba	ortholog_one2one	67.6056	67.1329	50	0.00	0
Metazoa_SRP							
MORC2	Morc2a	ortholog_one2many	91.2791	91.4563	100	43.58	1
MORC2	Morc2b	ortholog_one2many	73.8372	74.5597	0	0.00	0
							
							
ST18	St18	ortholog_one2one	84.7182	84.8804	100	32.29	1
							
							
							
							
							
							
							
							
							
							
SYNDIG1	Syndig1	ortholog_one2one	75.2809	77.907	75	0.00	1
PCDH1	Pcdh1	ortholog_one2one	79.12	95.2794	100	0.00	1
KANSL2	Kansl2	ortholog_one2one	68.9808	96.0905	100	0.00	1
RNU1-23P	Gm24409	ortholog_one2many	59.5745	55.2632		0.00	0
RNU1-23P	Gm54372	ortholog_one2many	56.7376	54.7945		0.00	0
RNU1-23P	Gm25411	ortholog_one2many	61.7021	57.6159		0.00	0
RNU1-23P	Gm23458	ortholog_one2many	63.8298	53.2544		0.00	0
ATF7IP	Atf7ip	ortholog_one2one	74.4714	72.8178	100	86.06	1
CST5							
RNU6-769P	Gm23293	ortholog_one2many	76.6355	78.8462		0.00	0
RNU6-769P	Gm55918	ortholog_one2many	73.8318	78.2178		0.00	0
RNU6-238P							
							
							
OSBP2	Osbp2	ortholog_one2one	82.2052	82.9295	100	0.00	1
Y_RNA							
							
							
Metazoa_SRP							
							
Y_RNA							
							
							
CST9L	Cstdc2	ortholog_one2many	38.0952	42.1053	0	0.00	0
CST9L	Cst9	ortholog_one2many	44.898	48.1752	100	0.00	0
SNORD22	Snord22	ortholog_many2many	68.2927	66.6667		0.00	0
SNORD22	Gm25487	ortholog_many2many	53.6585	52.8		0.00	0
							
Metazoa_SRP							
							
							
SNORA2C	Snora34	ortholog_one2one	78.8321	78.2609		0.00	0
							
ATF1	Atf1	ortholog_one2one	91.4815	91.8216	100	0.71	1
NOL4L	Nol4l	ortholog_one2one	96.3235	96.4654	100	0.00	1
SNORA2A							
							
SNORA2B	Snora2b	ortholog_one2one	91.2409	91.2409		0.00	0
Metazoa_SRP							
DELE1	Dele1	ortholog_one2one	65.8135	70.5882	100	100.00	1
							
							
RN7SL519P							
							
Metazoa_SRP							
							
PRTFDC1							
							
TMPRSS12	Tmprss12	ortholog_one2one	56.6092	58.631	100	24.84	1
							
ZDHHC17	Zdhhc17	ortholog_one2one	98.576	98.576	100	0.00	1
							
							
							
							
							
							
TMT1A	Tmt1a3	ortholog_one2many	76.6129	77.8689	100	0.00	1
TMT1A	Tmt1a	ortholog_one2many	82.2581	83.6066	100	0.00	1
TMT1A	Tmt1a2	ortholog_one2many	77.0161	78.2787	100	0.00	1
CCNT1	Ccnt1	ortholog_one2one	89.2857	89.779	100	11.96	1
							
							
Y_RNA							
ALKAL1	Alkal1	ortholog_one2one	72.8682	74.0157	100	0.00	1
DUSP18	Dusp18	ortholog_one2one	83.5106	83.5106	75	77.57	1
AKAP3	Akap3	ortholog_one2one	73.979	73.3796	100	0.00	1
HIGD1C	Higd1c	ortholog_one2one	80.4124	81.25	100	99.24	1
CST3	Cst5	ortholog_one2many	24.4019	34.4595	0	0.00	0
CST3	Cst3	ortholog_one2many	40.6699	60.7143	100	0.00	0
							
							
MYOM2	Myom2	ortholog_one2one	88.1195	88.7218	75	0.00	1
							
CSRP2	Csrp2	ortholog_one2one	79.0123	99.4819	100	0.00	1
TCN2	Tcn2	ortholog_one2one	64.7727	66.2791	100	100.00	1
SPMIP11	Spmip11	ortholog_one2one	79.3893	79.3893	100	100.00	1
	Rab5a	ortholog_one2many	79.3651	23.2558	0	0.00	0
Metazoa_SRP							
							
Metazoa_SRP							
ENKUR	Enkur	ortholog_one2one	67.0927	82.3529	100	0.00	1
							
C20orf203							
PLCE1	Plce1	ortholog_one2one	84.5921	85.3659	100	43.54	1
NDUFA9	Ndufa9	ortholog_one2one	76.1273	76.1273	100	0.00	1
SLC35E4	Slc35e4	ortholog_one2one	82.1326	81.1966	100	100.00	1
							
	Pzp	ortholog_one2one	67.1875	66.1538	50	0.00	0
E2F7	E2f7	ortholog_one2one	79.1209	79.646	75	0.00	1
							
							
							
							
							
Metazoa_SRP							
PES1	Pes1	ortholog_one2one	87.9733	67.1769	75	24.19	1
XPNPEP3	Xpnpep3	ortholog_one2one	90.3353	90.5138	100	0.00	1
ADCY6	Adcy6	ortholog_one2one	94.3445	94.2637	100	100.00	1
							
	Cst13	ortholog_one2one	66.4286	65.9574	75	0.00	1
GALNT8							
							
PLBD1	Plbd1	ortholog_one2one	81.4229	74.9091	100	41.45	1
Metazoa_SRP							
COMMD7	Commd7	ortholog_one2one	79.5349	85.5	100	0.00	1
							
RB1CC1	Rb1cc1	ortholog_one2one	89.5232	89.8615	100	29.76	1
CST8	Cst8	ortholog_one2one	58.4507	58.4507	100	0.00	1
SLC11A2	Slc11a2	ortholog_one2one	85.2542	88.5563	100	4.91	1
Metazoa_SRP							
							
GAL3ST1	Gal3st1	ortholog_one2one	78.1737	82.9787	100	0.00	1
THNSL1	Thnsl1	ortholog_one2one	82.7725	82.3293	100	0.00	1
	Hmgn1	ortholog_one2many	75	78.125	0	0.00	0
							
							
	Cst12	ortholog_one2one	41.2322	61.7021	100	0.00	0
	Kcna6	ortholog_one2one	97.2727	20.2268	100	0.00	0
							
							
RNU6-379P							
U7							
							
Metazoa_SRP							
KCNA1	Kcna1	ortholog_one2one	98.3838	98.3838	100	0.00	1
Y_RNA							
							
							
GPR158	Gpr158	ortholog_one2one	86.1615	87.1667	100	97.02	1
DNAJB7	Dnajb7	ortholog_one2one	72.8155	72.1154	100	0.00	1
							
							
GUCY2C	Gucy2c	ortholog_one2one	81.4539	81.5299	100	0.00	1
Y_RNA							
CST11	Cst11	ortholog_one2one	55.0725	54.6763	100	0.00	1
							
							
							
SEC14L4	Sec14l4	ortholog_one2one	82.7586	83.3747	100	26.07	1
							
							
							
Metazoa_SRP							
CSTL1	Cstl1	ortholog_one2one	69.6552	72.1429	100	0.00	1
							
							
							
RNU6-632P							
							
	Csmd1	ortholog_one2one	92.8753	10.2413	100	30.00	0
							
							
							
	St13	ortholog_one2many	73.1707	72.7763	75	0.00	1
							
							
U7	Rnu7-ps3	ortholog_one2many	73.0159	76.6667		0.00	0
							
PZP	Gm7298	ortholog_many2many	56.2374	56.5041	50	0.00	0
PZP	Mug2	ortholog_many2many	55.7653	56.9952	50	0.00	0
PZP	Mug1	ortholog_many2many	57.0465	57.3171	50	0.00	0
NAPB	Napb	ortholog_one2one	79.8387	99.6644	100	31.41	1
Metazoa_SRP							
NTF3	Ntf3	ortholog_one2one	96.2963	95.941	100	100.00	1
RNU6-87P							
CACNB3	Cacnb3	ortholog_one2one	95.6879	96.281	100	0.00	1
RNU6-1273P	Gm55032	ortholog_many2many	64.4231	77.907		0.00	0
RNU6-1273P	Gm54979	ortholog_many2many	64.4231	70.5263		0.00	0
MYO3A	Myo3a	ortholog_one2one	81.5985	81.6491	100	5.84	1
H2AJ	H2aj	ortholog_one2one	98.4496	98.4496	100	98.36	1
SEC14L3	Sec14l3	ortholog_one2one	97.5	97.2569	100	0.00	1
SETD3	Setd3	ortholog_one2one	91.4286	91.5825	100	0.00	1
WBP11							
							
LETMD1	Letmd1	ortholog_one2one	59.3458	70.5556	100	0.00	1
							
Y_RNA							
RNU6-91P							
SLC25A17	Slc25a17	ortholog_one2one	95.7655	95.7655	100	0.00	1
							
RNU6-657P							
							
GZF1	Gzf1	ortholog_one2one	78.9256	81.1615	100	86.99	1
Metazoa_SRP							
							
							
NOC3L	Noc3l	ortholog_one2one	89.9875	89.0954	100	100.00	1
CCNK	Ccnk	ortholog_one2one	85.5711	73.3677	100	0.00	1
							
							
							
							
OPRK1	Oprk1	ortholog_one2one	95.8763	73.4211	100	100.00	1
							
Metazoa_SRP							
GAD2	Gad2	ortholog_one2one	93.692	86.3248	100	83.17	1
Metazoa_SRP							
							
NXT1	Nxt1	ortholog_one2one	98.5714	98.5714	100	0.00	1
							
SMCO3	Smco3	ortholog_one2one	87.1111	87.1111	100	100.00	1
							
DNMT3B	Dnmt3c	ortholog_one2many	67.5264	77.8378	100	0.00	1
DNMT3B	Dnmt3b	ortholog_one2many	83.4701	82.7907	100	0.00	1
DDX23	Ddx23	ortholog_one2one	90.4602	98.4127	100	0.00	1
							
							
ANO2	Ano2	ortholog_one2one	92.016	92.016	100	33.41	1
							
							
	Ppia	ortholog_one2many	95.1515	95.7317	0	0.00	0
ART4	Art4	ortholog_one2one	56.8254	59.6667	100	49.88	1
CSRNP2	Csrnp2	ortholog_one2one	90.2394	91.7603	100	0.00	1
							
	Ccdc85c	ortholog_one2one	98.4375	15	100	0.00	0
							
ATP6V1H	Atp6v1h	ortholog_one2one	89.8239	98.7097	100	69.50	1
MCHR1	Mchr1	ortholog_one2one	79.8578	95.4674	100	100.00	1
MTFP1	Mtfp1	ortholog_one2one	87.3494	87.3494	75	0.00	1
							
RND1	Rnd1	ortholog_one2one	96.5517	96.5517	100	0.00	1
							
							
CD93	Cd93	ortholog_one2one	68.2028	68.9441	100	0.00	1
Y_RNA							
Metazoa_SRP							
							
MGP	Mgp	ortholog_one2one	66.4062	81.7308	75	0.00	1
							
							
							
NAV3	Nav3	ortholog_one2one	93.034	93.7025	75	87.18	1
							
							
							
Metazoa_SRP							
							
KLRG1	Klrg1	ortholog_one2one	57.1429	57.4468	50	0.00	0
							
Metazoa_SRP							
SSTR4	Sstr4	ortholog_one2one	88.5714	88.5714	100	0.00	1
							
RNF215	Rnf215	ortholog_one2one	90.7407	90.5013	100	0.00	1
							
							
ARHGDIB	Arhgdib	ortholog_one2one	86.0696	86.5	100	0.00	1
TFCP2	Tfcp2	ortholog_one2one	94.0039	96.8128	100	0.00	1
CCDC65	Ccdc65	ortholog_one2one	79.2757	79.9189	100	0.00	1
							
FOXA2	Foxa2	ortholog_one2one	91.1565	86.4516	100	0.00	1
M6PR	M6pr	ortholog_one2one	68.2667	92.0863	100	0.00	1
Metazoa_SRP							
ERP27	Erp27	ortholog_one2one	61.9048	62.1324	100	0.00	1
							
RGS20	Rgs20	ortholog_one2one	61.1842	50	100	32.14	1
							
RNU6-199P							
							
HELLS	Hells	ortholog_one2one	84.8073	91.1084	75	0.00	1
PDE6H	Pde6h	ortholog_one2one	91.5663	91.5663	75	20.45	1
							
MRTFA	Mrtfa	ortholog_one2one	76.0628	85.3734	100	0.00	1
RNU6-1331P							
APBB1IP	Apbb1ip	ortholog_one2one	71.4286	73.8806	100	56.94	1
POU6F1	Pou6f1	ortholog_one2one	82.4877	87.5	100	0.00	1
RERG	Rerg	ortholog_one2one	98.4925	98.4925	100	0.00	1
PAX1	Pax1	ortholog_one2one	90.372	92.6009	100	100.00	1
SEC14L2	Sec14l2	ortholog_one2one	93.5484	93.5484	100	0.00	1
CYP46A1	Cyp46a1	ortholog_one2one	80.756	94	100	0.00	1
ARF3	Arf3	ortholog_one2one	72.6908	100	100	0.00	1
							
							
							
							
NKX2-2	Nkx2-2	ortholog_one2one	52.4752	77.6557	100	0.00	1
TCEA1	Tcea1	ortholog_one2one	92.0886	96.6777	100	0.00	1
PHC1	Phc1	ortholog_one2one	79.2631	91.5842	100	0.00	1
DAZAP2	Dazap2	ortholog_one2many	88.1081	97.0238	100	0.00	1
VWF	Vwf	ortholog_one2one	82.9121	82.7942	100	63.56	1
Y_RNA	Gm26124	ortholog_one2many	61.0526	53.7037		0.00	0
XRN2	Xrn2	ortholog_one2one	96.2105	96.1094	100	43.04	1
							
Metazoa_SRP							
							
Metazoa_SRP							
Metazoa_SRP							
WNT10B	Wnt10b	ortholog_one2one	96.144	96.144	100	0.00	1
RN7SL69P							
EML1	Eml1	ortholog_one2one	92.0281	96.4373	100	21.17	1
							
							
RNU6-564P							
RNU6-940P							
							
WNT1	Wnt1	ortholog_one2one	98.6487	98.6487	100	0.00	1
MAPRE1	Mapre1	ortholog_one2one	94.8529	96.2687	100	0.00	1
CCDC157	Ccdc157	ortholog_one2one	72.09	75.9053	75	0.00	1
CD9	Cd9	ortholog_one2one	80.4781	89.3805	100	100.00	1
							
CYP2C18	Cyp2c55	ortholog_one2one	76.5306	76.5306	50	0.00	0
SMAGP	Smagp	ortholog_one2one	79.1667	78.3505	100	0.00	1
DDN	Ddn	ortholog_one2one	55.9524	52.9577	100	0.00	1
							
							
Y_RNA							
PDSS1	Pdss1	ortholog_one2one	83.6145	84.8411	75	0.00	1
Metazoa_SRP							
MRPL15	Mrpl15	ortholog_one2one	89.527	89.8305	100	0.00	1
EFCAB8	Efcab8	ortholog_one2one	60.7143	59.1081	100	50.58	1
SF3A1	Sf3a1	ortholog_one2one	98.2323	98.3565	100	0.00	1
							
							
Metazoa_SRP							
Metazoa_SRP							
							
Metazoa_SRP							
							
PLEKHG6	Plekhg6	ortholog_one2one	77.7008	71.2834	100	14.05	1
RNU105C	Gm22053	ortholog_one2one	66.5	66.5		0.00	0
PRKAG1	Prkag1	ortholog_one2one	87.5	97.5758	100	0.00	1
Metazoa_SRP							
SUN5	Sun5	ortholog_one2one	71.8085	77.5862	100	100.00	1
RN7SL250P							
SOX17	Sox17	ortholog_one2one	85.3659	83.5322	100	29.46	1
H2AZ1	H2az1	ortholog_one2many	95.6522	68.75	0	0.00	0
SGSM3	Sgsm3	ortholog_one2one	89.1503	90.9333	100	76.41	1
CYP2C9							
BPIFB2	Bpifb2	ortholog_one2one	67.2489	66.6667	100	100.00	1
	Kmt2d	ortholog_one2many	100	2.07588	100	0.00	0
							
RP1	Rp1	ortholog_one2one	58.1557	55.9905	75	93.95	1
RNU1-47P							
KIZ	Kiz	ortholog_one2one	61.0738	65.4676	100	99.61	1
BIN2	Bin2	ortholog_one2one	62.2677	64.6718	100	49.43	1
BPIFB6	Bpifb6	ortholog_one2one	70.1987	70.8241	100	44.81	1
							
	Kmt2d	ortholog_one2many	88.3338	59.4846	100	0.00	1
							
							
Metazoa_SRP							
	Shld2	ortholog_one2many	76.6816	19.1919	0	0.00	0
A2ML1							
CYP2C8							
TNFRSF1A	Tnfrsf1a	ortholog_one2one	61.5207	58.8106	100	0.00	1
BPIFB3	Bpifb3	ortholog_one2one	78.9916	79.4926	100	0.00	1
							
TBC1D10A	Tbc1d10a	ortholog_one2one	61.3423	91.4	100	0.00	1
XKR4	Xkr4	ortholog_one2one	94.5988	94.745	50	22.09	0
ABI1	Abi1	ortholog_one2one	93.1102	98.3368	50	45.59	0
							
SYT1	Syt1	ortholog_one2one	97.6134	97.1496	75	37.00	1
RHEBL1	Rhebl1	ortholog_one2one	66.1202	65.7609	75	44.30	1
ADSL	Adsl	ortholog_one2one	89.336	91.7355	100	100.00	1
TMEM68	Tmem68	ortholog_one2one	93.5185	92.0973	50	0.00	0
EVL	Evl	ortholog_one2one	60.1215	74.4361	100	33.61	1
							
	Rimklb	ortholog_one2many	96.8912	96.6408	100	0.00	1
SCNN1A	Scnn1a	ortholog_one2one	77.686	80.6867	75	0.00	1
Metazoa_SRP							
							
OSM	Osm	ortholog_one2one	37.6238	43.346	100	0.00	0
	Bend2	ortholog_many2many	12.5	2.06044	0	0.00	0
							
LMBR1L	Lmbr1l	ortholog_one2one	95.501	95.501	100	0.00	1
	Vdac1	ortholog_one2one	92.4528	34.629	0	0.00	0
TGS1	Tgs1	ortholog_one2one	73.185	73.2708	50	6.70	0
PAWR	Pawr	ortholog_one2one	77.5148	78.6787	75	100.00	1
CYP2C93							
LIF	Lif	ortholog_one2one	76.2136	77.3399	100	0.00	1
							
							
TNRC6B	Tnrc6b	ortholog_one2one	93.0407	96.0221	100	100.00	1
RN7SL607P	Gm22876	ortholog_one2many	70.0348	67.4497		0.00	0
	Cyp2c70	ortholog_one2one	67.8937	67.8937	50	0.00	0
							
MFAP5	Mfap5	ortholog_one2one	79.4118	82.3171	75	0.00	1
DHH	Dhh	ortholog_one2one	95.9391	95.4545	100	93.17	1
PDLIM1	Pdlim1	ortholog_one2one	89.0909	89.9083	50	0.00	0
LYN	Lyn	ortholog_one2one	79.0997	96.0938	75	40.52	1
HORMAD2	Hormad2	ortholog_one2one	69.7531	73.8562	100	0.00	1
							
LTBR	Ltbr	ortholog_one2one	65.2273	69.1566	75	0.00	1
							
CELA1	Cela1	ortholog_one2one	85.7143	85.7143	100	0.00	1
							
							
	Bend2	ortholog_many2many	18.6992	3.15934	0	0.00	0
RNU6-946P	Gm26111	ortholog_one2one	83.1776	83.9623		0.00	0
RNU6-259P							
SNORA1B							
							
RN7SL798P							
FAM83F	Fam83f	ortholog_one2one	79.5591	80.202	100	0.00	1
							
RN7SL323P							
PPP1R12A	Ppp1r12a	ortholog_one2one	93.3602	90.1846	100	0.00	1
							
MIR342	Mir342	ortholog_one2one	95.9596	95.9596		0.00	0
TUBA1B	Tuba1b	ortholog_one2one	92.0408	100	75	0.00	1
							
							
GALNT6	Galnt6	ortholog_one2one	81.6054	78.4566	100	0.00	1
	Bend2	ortholog_many2many	16.0305	2.88462	0	0.00	0
VAMP1	Vamp1	ortholog_one2one	67.9012	64.3275	75	2.86	1
RALGAPA2	Ralgapa2	ortholog_one2one	86.9543	91.5064	100	45.12	1
GRAP2	Grap2	ortholog_one2one	75.9358	88.1988	100	59.47	1
							
CNTNAP5							
MTMR3	Mtmr3	ortholog_one2one	85.8326	85.9751	100	54.99	1
RPS20							
							
WARS1	Wars1	ortholog_one2one	88.4937	89.0526	0	37.55	0
ENTHD1	Enthd1	ortholog_one2one	55.4276	54.5307	100	84.78	1
SLC4A8	Slc4a8	ortholog_one2one	96.2489	96.6024	100	0.00	1
TAPBPL	Tapbpl	ortholog_one2one	46.4174	66.0754	100	0.00	0
							
Y_RNA							
							
RN7SL666P							
							
							
SNORD54	Gm24016	ortholog_one2one	82.0896	80.8824		0.00	0
RNU6-743P							
POC1B	Poc1b	ortholog_one2one	82.0084	82.3529	100	0.00	1
							
Y_RNA							
	Tuba1c	ortholog_one2many	93.4874	99.1091	100	0.00	1
MOS	Mos	ortholog_one2one	73.1214	73.7609	75	64.09	1
Metazoa_SRP							
	Gm25539	ortholog_one2many	60.3604	54.918		0.00	0
	Gm56083	ortholog_one2many	66.6667	57.3643		0.00	0
	Gm24888	ortholog_one2many	76.5766	65.3846		0.00	0
	Gm22673	ortholog_one2many	77.4775	65.6489		0.00	0
SORBS1	Sorbs1	ortholog_one2one	69.8655	88.6047	100	27.11	1
CACNA1I	Cacna1i	ortholog_one2one	77.1939	64.8022	75	0.00	1
U1							
							
DEGS2	Degs2	ortholog_one2one	86.3777	86.3777	100	0.45	1
PLAG1	Plag1	ortholog_one2one	95.2	95.3908	50	100.00	1
							
ANKRD26							
							
SRSF6	Srsf6	ortholog_one2one	96.4706	96.7552	100	24.55	1
							
OTOGL	Otogl	ortholog_one2one	86.6553	87.6989	100	0.00	1
							
							
PRPH	Prph	ortholog_one2one	95.3191	94.3158	100	0.00	1
							
Metazoa_SRP							
	Chchd7	ortholog_one2one	23.5099	83.5294	100	0.00	0
RNU6-1251P							
NCAPD2	Ncapd2	ortholog_one2one	85.4896	85.9195	75	6.33	1
TSN	Tsn	ortholog_one2one	98.6842	98.6842	50	0.00	0
YY1	Yy1	ortholog_one2one	98.0535	97.343	100	0.00	1
ATP2B1	Atp2b1	ortholog_one2one	99.5082	99.5082	100	98.41	1
Metazoa_SRP							
							
SLC25A29	Slc25a29	ortholog_one2one	50.4823	51.3072	100	0.00	1
							
L3MBTL1	L3mbtl1	ortholog_one2one	76.5108	81.2349	100	100.00	1
SDR16C5	Sdr16c5	ortholog_one2one	77.3463	77.3463	100	0.00	1
TROAP	Troap	ortholog_one2one	46.3751	60.3293	100	0.00	0
RN7SL523P							
SCARNA10	Scarna10	ortholog_one2one	81.5152	82.7692		0.00	0
SCN8A	Scn8a	ortholog_one2one	97.991	98.635	100	54.19	1
ATF4	Atf4	ortholog_one2one	81.1671	87.6791	100	0.00	1
Metazoa_SRP							
	Gapdh	ortholog_many2many	89.7436	84.0841	100	0.00	1
	Gapdhrt	ortholog_many2many	89.1026	83.4835	0	0.00	0
	Gapdhrt2	ortholog_many2many	89.4231	83.7838	0	0.00	0
NIFK	Nifk	ortholog_one2one	59.727	55.205	50	27.28	0
SLC25A47	Slc25a47	ortholog_one2one	89.5082	88.0645	100	0.00	1
RPS19BP1	Rps19bp1	ortholog_one2one	76.6423	73.4266	100	0.00	1
MIEF1	Mief1	ortholog_one2one	89.3305	92.2246	75	0.00	1
C1QL4	C1ql4	ortholog_one2one	92.5926	84.0336	100	0.00	1
							
RNU6-148P							
							
WDR25	Wdr25	ortholog_one2one	76.6544	77.9439	100	0.00	1
							
DNAJC22	Dnajc22	ortholog_one2one	83.2845	83.7758	100	0.00	1
							
							
MGAT3	Mgat3	ortholog_one2one	75.8	70.4461	100	0.00	1
							
							
							
							
SPATS2	Spats2	ortholog_one2one	81.768	81.4679	100	0.00	1
EPYC	Epyc	ortholog_one2one	81.677	81.677	100	0.00	1
							
NF2	Nf2	ortholog_one2one	98.3193	98.1544	100	0.00	1
							
SGK2	Sgk2	ortholog_one2one	80.3279	93.4605	100	35.99	1
IFFO1	Iffo1	ortholog_one2one	93.3333	94.6619	100	0.00	1
ANKRD33	Ankrd33	ortholog_one2one	61.0619	71.6883	100	100.00	1
BEGAIN	Begain	ortholog_one2one	59.1667	60.3155	75	0.00	1
KERA	Kera	ortholog_one2one	86.3636	86.6097	100	99.22	1
TAB1	Tab1	ortholog_one2one	96.8944	93.2271	100	0.00	1
CFAP61	Cfap61	ortholog_one2one	77.5263	77.9675	100	12.51	1
Metazoa_SRP							
Metazoa_SRP							
PTPRQ	Ptprq	ortholog_one2one	85.0343	86.2174	100	100.00	1
LUM	Lum	ortholog_one2one	87.8698	87.8698	100	100.00	1
KCNH3	Kcnh3	ortholog_one2one	90.4265	94.8858	100	0.00	1
ACVRL1	Acvrl1	ortholog_one2one	88.668	88.8446	100	100.00	1
							
CLASP1	Clasp1	ortholog_one2one	97.7821	96.5851	100	48.31	1
DLK1	Dlk1	ortholog_one2one	86.1619	85.7143	100	0.00	1
							
							
DCN	Dcn	ortholog_one2one	80.5014	81.6384	100	0.00	1
Metazoa_SRP							
							
							
							
							
							
							
CRNKL1	Crnkl1	ortholog_one2one	96.361	95.942	100	0.00	1
MYF6	Myf6	ortholog_one2one	95.4545	95.4545	100	100.00	1
							
	Syngr1	ortholog_one2one	35.1351	83.3333	100	0.00	0
OR6C2	Or6c2	ortholog_one2one	89.4231	89.4231	50	0.00	0
ACVR1B	Acvr1b	ortholog_one2one	98.4547	88.3168	100	100.00	1
MYF5	Myf5	ortholog_one2one	89.0196	89.0196	100	100.00	1
							
							
							
LIN7A	Lin7a	ortholog_one2one	99.5708	99.5708	100	69.61	1
							
							
							
							
MED7	Med7	ortholog_one2one	97.4138	96.9957	100	100.00	1
							
RNU6-574P	Gm25618	ortholog_one2one	91.5888	91.5888		0.00	0
							
							
Metazoa_SRP							
							
							
							
							
	Npm1	ortholog_one2many	92.2481	81.5069	0	0.00	0
GARIN3	Garin3	ortholog_one2one	58.1281	53.2331	100	100.00	1
							
TAMALIN	Tamalin	ortholog_one2one	85.6749	79.3367	100	100.00	1
							
BTG1	Btg1	ortholog_one2one	100	100	75	43.09	1
							
IFT52	Ift52	ortholog_one2one	89.4737	91.784	100	0.00	1
Y_RNA							
ITK	Itk	ortholog_one2one	93.9799	89.92	75	0.09	1
	Rpl7a	ortholog_one2many	97.7444	97.7444	0	0.00	0
							
Metazoa_SRP	Gm55425	ortholog_many2many	64.9573	29.6875		0.00	0
Metazoa_SRP	Gm25574	ortholog_many2many	64.1026	30.1205		0.00	0
Metazoa_SRP	Gm24576	ortholog_many2many	64.9573	30.6452		0.00	0
Metazoa_SRP	Gm56405	ortholog_many2many	65.812	30.315		0.00	0
Metazoa_SRP	Gm24809	ortholog_many2many	64.1026	27.6753		0.00	0
Metazoa_SRP	Gm56242	ortholog_many2many	64.9573	27.4368		0.00	0
Metazoa_SRP	Gm54720	ortholog_many2many	62.3932	28.0769		0.00	0
Metazoa_SRP	Gm25072	ortholog_many2many	66.6667	33.1915		0.00	0
Metazoa_SRP	Gm55356	ortholog_many2many	64.9573	30.4		0.00	0
Metazoa_SRP	Gm25735	ortholog_many2many	67.5214	36.7442		0.00	0
Metazoa_SRP	Gm55459	ortholog_many2many	23.0769	8.51735		0.00	0
Metazoa_SRP	Gm56028	ortholog_many2many	65.812	30.6773		0.00	0
Metazoa_SRP	Gm27956	ortholog_many2many	59.8291	28.6885		0.00	0
Metazoa_SRP	Gm54487	ortholog_many2many	68.3761	31.3725		0.00	0
Metazoa_SRP	Gm56145	ortholog_many2many	62.3932	29.6748		0.00	0
							
OR6C4							
Y_RNA							
MIR770	Mir770	ortholog_one2one	76.5306	79.7872		0.00	0
							
ACSS3	Acss3	ortholog_one2one	89.6501	90.176	100	41.90	1
							
							
OR2AP1	Or6c8	ortholog_one2many	89.9676	89.9676	50	0.00	0
OR2AP1	Or6c8b	ortholog_one2many	87.055	87.055	50	0.00	0
Metazoa_SRP							
RIN2	Rin2	ortholog_one2one	70.0599	77.7409	100	94.29	1
							
MIR337	Mir337	ortholog_one2one	75.2294	84.5361		0.00	0
							
OR10P1	Or10p1	ortholog_one2one	83.7061	84.5161	0	0.00	0
NR4A1	Nr4a1	ortholog_one2one	84.3558	91.5141	100	100.00	1
CYFIP2	Cyfip2	ortholog_one2one	99.1057	97.2865	100	23.13	1
RTL1	Peg10	ortholog_one2many	5.29801	11.9205	0	0.00	0
TMT1B	Tmt1b	ortholog_one2one	84.4262	84.4262	75	0.00	1
RPL3	Rpl3	ortholog_one2one	94.9761	98.5112	100	0.00	1
MIR431	Mir431	ortholog_one2one	78.9474	98.9011		0.00	0
Metazoa_SRP							
FNDC9	Fndc9	ortholog_one2one	85.2679	84.5133	100	0.00	1
YME1L1	Yme1l1	ortholog_one2one	94.9224	94.1259	50	59.30	0
Metazoa_SRP							
PLEKHG7							
MIR433	Mir433	ortholog_one2one	98.9247	74.1936		0.00	0
							
NIPAL4	Nipal4	ortholog_one2one	55.5016	84.4828	75	0.00	1
NOP2	Nop2	ortholog_one2one	72.8673	77.4559	100	0.00	1
RPS3A	Rps3a1	ortholog_one2many	81.3793	89.3939	0	0.00	0
MIR127	Mir127	ortholog_one2one	72.1649	100		0.00	0
ATG101	Atg101	ortholog_one2one	98.6239	98.6239	100	100.00	1
MYBL2	Mybl2	ortholog_one2one	83.8028	84.517	100	0.00	1
TFCP2L1	Tfcp2l1	ortholog_one2one	76.4493	88.1002	100	0.00	1
MIR432							
MIR136							
NIPSNAP1	Nipsnap1	ortholog_one2one	87.9195	92.2535	100	0.00	1
							
SNORD112							
Metazoa_SRP							
	Mir370	ortholog_one2one	40	55.6962		0.00	0
ADAM19							
