Gene name	Tropical clawed frog gene name	Tropical clawed frog homology type	%id. target Tropical clawed frog gene identical to query gene	%id. query gene identical to target Tropical clawed frog gene	Tropical clawed frog Gene-order conservation score	Tropical clawed frog orthology confidence [0 low, 1 high]
smarca2						
CYGB	cygb	ortholog_one2many	47.1264	45.8101	0	0
rdm1	rdm1	ortholog_one2one	42.8571	42.2535	0	0
LRRFIP2	lrrfip2	ortholog_one2one	67.1605	39.1931	0	0
arhgap46b		ortholog_one2many	58.5746	51.5181	25	0
ECH1	ech1	ortholog_one2one	67.8571	67.4194	0	0
myl12.1						
si:dkey-230e6.3						
ptgs1	ptgs1	ortholog_one2one	67.1692	66.0626	0	0
armc5	armc5	ortholog_one2one	25.1232	32.7623	0	0
MCTS2	mcts1	ortholog_one2one	96.1326	96.1326	50	1
si:ch211-214p13.4						
si:dkeyp-7a3.3						
ext1c						
FAM76B	fam76b	ortholog_one2one	86.8902	84.5697	25	0
si:dkey-269o24.2						
hoxb6b						
DLX2	dlx2	ortholog_one2many	61.9565	59.7902	25	0
TNKS	tnks	ortholog_one2many	84.6882	82.1593	0	0
SLC26A2	slc26a2	ortholog_one2one	57.2246	56.2588	25	0
ptprq						
MARS2	mars2	ortholog_one2one	48.0672	50.0876	0	0
SNCG	sncg	ortholog_one2many	59.4595	39.2857	50	1
EP400		ortholog_one2many	46.169	48.0987	0	0
EP400	ep400	ortholog_one2many	54.39	54.0876	0	0
DCTN2	dctn2	ortholog_one2one	68.642	68.9826	50	1
prnpb						
P2RY2		ortholog_many2many	40.4692	32.9356	0	0
P2RY2	p2ry2	ortholog_many2many	43.9883	42.9799	0	0
cbln20						
gabrg3						
dpp4	fap	ortholog_many2many	53.2345	47.1924	25	0
JMJD7						
si:dkey-16c7.4						
pimr100						
RASGRF1	rasgrf1	ortholog_one2one	80.2548	80.8989	50	1
or64e1	or5l1	ortholog_many2many	34.5161	31.6568	0	0
or64e1		ortholog_many2many	34.1936	33.4385	25	0
or64e1		ortholog_many2many	33.2258	32.3899	25	0
or64e1		ortholog_many2many	32.5806	30.4217	0	0
or64e1		ortholog_many2many	36.129	35.5556	25	0
IFRD2	ifrd2	ortholog_one2one	57.931	55.5066	0	0
PDC	pdc	ortholog_one2many	59.0717	56	100	1
tlcd2	tlcd2	ortholog_one2one	68.6992	71.308	0	0
NAPA	napa	ortholog_one2many	87.1186	87.1186	0	0
HOOK1	hook1	ortholog_one2one	64.4755	64.2957	25	0
si:ch211-268b13.3						
pimr149						
or64g1	or5l1	ortholog_many2many	34.7541	31.3609	0	0
or64g1		ortholog_many2many	33.7705	32.4921	25	0
or64g1		ortholog_many2many	32.1311	30.8176	25	0
or64g1		ortholog_many2many	33.4426	30.7229	0	0
or64g1		ortholog_many2many	35.7377	34.6032	25	0
CDC23	cdc23	ortholog_one2one	81.8653	81.5835	25	0
tpmt.1	tpmt	ortholog_one2many	50.2164	47.1545	0	0
pfkfb2a	pfkfb2	ortholog_one2many	71.2644	69.5327	0	0
CORO1C	coro1c	ortholog_one2many	78.27	49.4008	75	1
or64f1	or5l1	ortholog_many2many	36.3934	32.8402	0	0
or64f1		ortholog_many2many	34.7541	33.4385	25	0
or64f1		ortholog_many2many	33.4426	32.0755	25	0
or64f1		ortholog_many2many	34.4262	31.6265	0	0
or64f1		ortholog_many2many	37.0492	35.873	25	0
ca9						
chrdl2						
nrp1b						
shtn3						
CDKL5	cdkl5	ortholog_one2one	58.7037	64.4964	0	0
jag1b	jag2	ortholog_many2many	54.5754	54.085	0	0
si:ch211-171h4.6						
ttbk2a						
GPR22						
relt	XB22068614 [provisional:relt]	ortholog_one2one	39.1521	36.5967	25	0
or64c1	or5l1	ortholog_many2many	37.9085	34.3195	0	0
or64c1		ortholog_many2many	35.2941	34.0694	25	0
or64c1		ortholog_many2many	33.3333	32.0755	25	0
or64c1		ortholog_many2many	34.9673	32.2289	0	0
or64c1		ortholog_many2many	38.5621	37.4603	25	0
SCOC	scoc	ortholog_one2many	93.75	43.1034	0	0
zgc:162200	bicd2l	ortholog_one2one	42.9577	47.9058	25	0
si:dkey-248f6.3						
KLHL26	klhl26	ortholog_one2one	80.8264	77.619	25	0
ECHDC2	echdc2	ortholog_one2one	59.8746	64.966	50	1
si:ch211-132b12.6						
PIM3	pim3	ortholog_one2one	80.9375	80.1858	0	0
TRPM3	trpm3	ortholog_one2one	75.4902	75.621	75	1
KCNJ2	kcnj2	ortholog_one2many	80.5621	80.9412	25	0
PSMA4	psma4	ortholog_one2one	95.7854	95.7854	0	0
si:dkey-88n24.8		ortholog_one2many	10.929	17.0213	0	0
si:dkey-74i2.2						
ahr2						
LHX6	lhx6	ortholog_one2many	55.6863	36.5039	0	0
si:ch211-217k17.8						
KCNAB1	kcnab1	ortholog_one2many	76.8844	73.3813	100	1
mtnr1bb						
agr1	ag1	ortholog_one2one	52.9762	47.5936	25	0
sprn2						
dnajc3a	dnajc3	ortholog_many2many	70.8333	70.8333	50	1
ZW10	zw10	ortholog_one2one	62.6459	58.9024	50	1
FKBP5						
MYL9	myl9	ortholog_one2many	88.5057	89.5349	25	0
si:dkey-88n24.7		ortholog_one2many	11.1111	17.4468	0	0
ZDHHC23	zdhhc23	ortholog_one2many	47.6636	49.2754	50	1
TBPL2	tbpl2	ortholog_one2one	72.1154	69.8758	50	1
zgc:174895	XB5852426 [provisional:aprt]	ortholog_one2one	65.5	45.6446	50	1
kif20a	kif20a	ortholog_one2one	46.4712	47.033	25	0
KCNJ16	kcnj16	ortholog_one2one	49.5327	38.4988	25	0
hdr	tnfrsf10b	ortholog_many2many	13.1579	15.942	0	0
hdr	tnfrsf11a	ortholog_many2many	8.13397	5.87219	0	0
hdr	tnfrsf25	ortholog_many2many	12.4402	13.2992	0	0
hdr		ortholog_many2many	9.56938	9.1954	0	0
si:ch211-251p5.6						
tpmt.2	tpmt	ortholog_one2many	49.1379	46.3415	0	0
trappc9	trappc9	ortholog_one2many	69.9248	8.07993	25	0
pcyt1ba	pcyt1b	ortholog_one2many	84.5481	65.4628	50	1
DNAJC5	dnajc5	ortholog_one2many	74.8744	71.6346	25	0
phf20a	phf20	ortholog_one2many	39.0558	33.7662	0	0
PLA2R1	pla2r1	ortholog_one2one	36.6197	35.3021	75	1
bmf2	bmf	ortholog_one2one	16.8142	23.8994	0	0
scxb						
UBE2QL1	ube2ql1	ortholog_one2one	76.7025	65.2439	75	1
zgc:195077		ortholog_many2many	28.3525	26.1484	0	0
zgc:195077		ortholog_many2many	28.7356	27.6243	0	0
zgc:195077		ortholog_many2many	28.5441	26.1404	0	0
asgr1a		ortholog_one2many	19.7324	31.2169	0	0
si:ch211-198i6.2						
olfcs1						
linc.0464						
abca1b						
TBC1D1	tbc1d1	ortholog_one2one	56.1852	54.7434	25	0
alpk3b		ortholog_many2many	4.33387	38.3886	0	0
alpk3b	alpk3	ortholog_many2many	11.1289	14.9318	0	0
DDX49	ddx49	ortholog_one2one	77.3504	75.5741	0	0
chchd4b	chchd4	ortholog_one2many	46.7105	51.0791	25	0
si:dkey-10f21.19						
si:dkey-88n24.9		ortholog_one2many	11.2948	17.4468	0	0
si:rp71-26b20.1						
si:ch211-252f13.6						
si:dkey-148e22.3						
CSTPP1						
COA7	coa7	ortholog_one2one	62.8821	62.3377	50	1
si:ch211-93n23.7	stpg4	ortholog_one2one	37.6068	31.769	50	1
myo15aa	MYO15A	ortholog_one2many	34.9453	47.9174	25	0
SWAP70	swap70	ortholog_one2many	56.3356	56.1433	75	1
TUSC3	tusc3	ortholog_one2one	98	84.9711	100	1
map4l	map4	ortholog_one2many	23.4302	11.4416	0	0
PGLYRP2	pglyrp2	ortholog_one2many	35.0427	32.6693	50	1
TLR2	tlr2	ortholog_one2many	38.7056	38.6076	0	0
TLR2	tlr2	ortholog_one2many	40.1015	40.5128	0	0
ARF3	arf3	ortholog_one2many	100	100	0	0
POMT2	pomt2	ortholog_one2one	62.037	64.1587	0	0
lmo7b	lmo7	ortholog_one2many	28.685	21.4827	0	0
fam83hb	fam83h	ortholog_one2many	32.6342	29.1823	0	0
si:ch211-212k18.5	sall2	ortholog_one2many	23.4416	25.9981	0	0
LOXHD1	loxhd1	ortholog_one2many	66.1169	56.2099	25	0
krt91		ortholog_one2many	26.3948	29.6386	25	0
MMP14	mmp14	ortholog_one2many	61.1916	68.2226	0	0
si:ch73-335d12.2		ortholog_one2many	10.929	17.0213	0	0
ANP32B	anp32b	ortholog_one2one	80.695	78.2772	50	1
si:dkey-28k24.1p						
CTPS1	ctps1	ortholog_one2many	84.2017	81.3312	0	0
ggt1a	ggt1	ortholog_one2many	52.1589	58.4139	25	0
GABRB3	gabrb3	ortholog_one2one	76.1278	82.1501	100	1
calm2a						
VMP1	vmp1	ortholog_one2one	76.1084	76.1084	75	1
si:dkeyp-115e12.7						
SV2B	sv2b	ortholog_one2many	65.5022	63.2911	50	1
si:dkeyp-82b4.3						
or64b1	or5l1	ortholog_many2many	36.3934	32.8402	0	0
or64b1		ortholog_many2many	34.4262	33.123	25	0
or64b1		ortholog_many2many	32.1311	30.8176	25	0
or64b1		ortholog_many2many	36.3934	33.4337	0	0
or64b1		ortholog_many2many	36.3934	35.2381	25	0
si:ch211-167j9.4						
DSCAML1	dscaml1	ortholog_one2one	81.8239	63.2403	25	0
si:dkey-66i24.7						
si:dkey-183p4.9						
si:dkey-58i8.4p						
DAD1	dad1	ortholog_one2one	79.646	72	25	0
si:rp71-10g3.1						
FAM151A	atp1b2	ortholog_one2one	47.0785	48.9583	50	1
si:dkeyp-82b4.4						
si:ch73-160i9.1						
ston2	STON2	ortholog_many2many	42.623	42.623	0	0
znf1020						
PDXK	pdxk	ortholog_one2many	70.1639	67.7215	0	0
HAPLN1	hapln1	ortholog_one2many	75.0708	75.7143	75	1
si:ch1073-385i9.2						
si:ch211-266k13.3						
adgrg11						
si:rp71-46j2.6						
si:ch211-136m16.8						
TMEM94	tmem94	ortholog_one2one	64.1902	64.6707	0	0
tradv23.1.2		ortholog_many2many	39.1304	28.6624	25	0
tradv23.1.2		ortholog_many2many	37.3913	28.8591	25	0
si:dkey-207j16.5						
grap2b	grap2	ortholog_one2many	48.996	40.5316	25	0
il7						
CHMP3	chmp3	ortholog_one2one	80.9955	81.3636	25	0
PPP2R3A	ppp2r3a	ortholog_one2one	75.1923	34.6324	0	0
TLCD5	tlcd5	ortholog_one2many	57.8512	52.8302	0	0
si:rp71-46j2.3						
si:dkey-269o24.1						
histh1l1		ortholog_many2many	62.1891	55.5556	0	0
histh1l1		ortholog_many2many	54.7264	54.7264	0	0
histh1l1	XB5900552	ortholog_many2many	62.6866	56.25	0	0
histh1l1		ortholog_many2many	62.6866	58.8785	0	0
histh1l1		ortholog_many2many	55.7214	54.3689	0	0
histh1l1		ortholog_many2many	61.6915	55.3571	0	0
histh1l1		ortholog_many2many	63.6816	59.8131	0	0
histh1l1		ortholog_many2many	63.1841	57.7273	0	0
histh1l1		ortholog_many2many	62.6866	55.0218	0	0
histh1l1		ortholog_many2many	63.1841	51.004	0	0
histh1l1		ortholog_many2many	63.6816	59.8131	0	0
histh1l1		ortholog_many2many	64.6766	53.719	0	0
histh1l1		ortholog_many2many	55.2239	52.8571	0	0
histh1l1		ortholog_many2many	64.6766	42.0712	0	0
histh1l1		ortholog_many2many	62.6866	56.25	0	0
histh1l1		ortholog_many2many	62.6866	59.7156	0	0
histh1l1		ortholog_many2many	60.199	54.5045	0	0
PRPF19	prpf19	ortholog_one2one	79.2079	80.1603	0	0
si:ch211-113e8.11						
selenou1a	prxl2a	ortholog_one2one	66.0377	61.674	0	0
FBXO9	fbxo9	ortholog_one2one	67.9335	66.3573	50	1
lnc.321						
KDM4B	kdm4b	ortholog_one2one	50.1764	54.659	0	0
MAPK8IP1	mapk8ip1	ortholog_one2many	41.6337	46.4706	50	1
si:ch211-284e13.3						
zgc:153409						
stab2	stab2	ortholog_one2one	47.8175	47.5	0	0
eya3	eya3	ortholog_one2one	47.3258	49.4078	25	0
tradv24.0.1						
ppp1r14ab	ppp1r14a	ortholog_one2one	51.5723	59.4203	25	0
VPS13A	vps13a	ortholog_one2one	61.4548	62.0527	50	1
PTN	ptn	ortholog_one2one	58.8608	39.0756	50	1
SNX12	snx12	ortholog_one2one	91.358	72.9064	0	0
muc5.1						
GABRA5	gabra5	ortholog_one2one	77.7042	74.1053	100	1
CYB561A3						
SSR3	ssr3	ortholog_one2one	94.5946	94.5946	75	1
si:ch211-262h13.6						
si:ch73-144d13.4						
xrra1	xrra1	ortholog_one2one	32.3333	26.3587	25	0
ATP1A1	atp1a1	ortholog_one2many	87.3171	84.8341	25	0
si:dkey-269o24.7						
si:dkey-10f21.16						
FLOT2	flot2	ortholog_many2many	59.8131	62.2871	0	0
FLOT2		ortholog_many2many	57.0093	78.2051	0	0
FLOT2	flot2	ortholog_many2many	77.3364	75.5708	0	0
tradv23.1.3		ortholog_many2many	38.7931	28.6624	25	0
tradv23.1.3		ortholog_many2many	37.931	29.5302	25	0
ccdc80	ccdc80	ortholog_one2many	56.286	51.046	100	1
LTB4R	ltb4r	ortholog_one2one	46.0526	47.9452	25	0
si:ch211-279m15.1						
tradv24.0.2						
si:dkeyp-74a11.1						
HNRNPK	hnrnpk	ortholog_one2many	66.6667	73.9018	50	1
znf999						
si:ch211-167j9.5						
SASH1	sash1	ortholog_one2many	48.9094	50.8282	0	0
CLSTN1	clstn1	ortholog_one2one	68.0294	64.4489	0	0
mbd6	mbd6	ortholog_one2one	21.5152	20.7451	75	0
COL11A1	col5a3	ortholog_one2one	78.4887	77.6323	50	1
SLC35A5	slc35a5	ortholog_one2one	55	58.1731	75	1
si:ch211-136a13.3						
si:ch211-51k14.4						
PAWR	pawr	ortholog_one2one	45.9016	38.5675	75	1
si:dkey-1h6.8						
ftr34						
KYAT3	kyat3	ortholog_one2many	67.6339	66.0131	100	1
si:ch211-272h9.7						
si:dkey-7i1.4						
atg4db	atg4d	ortholog_one2many	39.1727	34.2553	0	0
DYNC2LI1	dync2li1	ortholog_one2one	60.6145	60.4457	0	0
spint2	spint2	ortholog_one2one	22.2738	23.0769	0	0
RNF175						
si:ch211-217k17.9						
FBL	fbl	ortholog_one2one	86.1199	76.6854	0	0
nptxra	nptxr	ortholog_one2many	34.4507	38.6221	25	0
RPL14	rpl14	ortholog_one2one	80.5755	81.1594	0	0
gon4lb	gon4l	ortholog_one2many	34.3552	36.5993	0	0
znf1151						
prrg2	prrg2	ortholog_one2one	45.5959	39.4619	25	0
si:ch211-42i9.5						
wu:fj29h11						
or64b4	or5l1	ortholog_many2many	36.9637	33.1361	0	0
or64b4		ortholog_many2many	35.6436	34.0694	25	0
or64b4		ortholog_many2many	33.3333	31.761	25	0
or64b4		ortholog_many2many	35.9736	32.8313	0	0
or64b4		ortholog_many2many	37.9538	36.5079	25	0
TMEM62	tmem62	ortholog_one2one	59.2179	32.7666	25	0
si:dkey-19b23.8						
NBEAL2	nbeal2	ortholog_one2one	59.6126	59.6126	25	0
alox5b.3	alox5	ortholog_one2many	58.432	58.6053	0	0
cbx6a	cbx6	ortholog_one2many	38.4428	43.7673	0	0
NEU3	neu3.2	ortholog_many2many	39.6088	43.0851	25	0
NEU3	neu3.3	ortholog_many2many	42.2983	45.0521	25	0
NEU3	neu3.1	ortholog_many2many	44.9878	46.3476	25	0
CRELD2	creld2	ortholog_one2one	53.3724	51.2676	50	1
DDIT3	ddit3	ortholog_one2one	28.9256	33.4928	100	1
CAPRIN1	caprin1	ortholog_one2many	56.1194	51.4364	0	0
PPP1R3B	ppp1r3b	ortholog_one2one	44.3686	41.6667	50	1
marchf1	marchf1	ortholog_one2one	33.5984	59.0909	25	0
CETN1	cetn1	ortholog_one2one	86.6279	86.6279	50	1
si:ch211-241a17.6						
sftpba	sftpb	ortholog_many2many	22.8916	14.0394	0	0
robo4	cntn2	ortholog_one2one	15.9612	17.5218	0	0
fam185a	fam185a	ortholog_one2one	36.87	36.2924	50	1
CUL4A	cul4a	ortholog_one2one	77.6378	65.4715	100	1
mcama	mcam	ortholog_one2many	33.9652	32.4773	0	0
ALKBH8	alkbh8	ortholog_one2one	53.6036	59.5993	0	0
CEP170	cep170	ortholog_one2one	51.927	50.2947	50	1
HMGXB3	hmgxb3	ortholog_one2one	40.5892	38.0368	50	1
ylpm1	ylpm1	ortholog_one2one	37.2973	25.2562	0	0
cimip5	c2orf50	ortholog_one2one	43.2258	42.4051	25	0
si:ch211-214p13.8						
DLD	dld	ortholog_one2one	82.8402	82.1918	0	0
FLRT1	flrt1	ortholog_one2one	54.965	57.8792	50	1
arhgef3l	arhgef3.1	ortholog_one2one	50.8806	49.6183	0	0
KCNK9	kcnk9	ortholog_one2one	75.102	77.8013	25	0
ATP5PF	atp5pf	ortholog_one2many	58.0357	60.7477	25	0
si:dkeyp-93a5.2						
MACROD1	macrod1	ortholog_one2one	43.1193	36.5285	25	0
r3hcc1l	r3hcc1l	ortholog_one2one	44.9704	21.2885	50	0
C1GALT1C1	c1galt1c1	ortholog_one2one	54.5741	54.5741	0	0
ftr60						
si:dkey-239b22.2	umod.3	ortholog_many2many	14.7316	12.5133	0	0
si:dkey-239b22.2		ortholog_many2many	7.36579	19.6667	0	0
si:dkey-239b22.2		ortholog_many2many	15.3558	20.8829	0	0
si:dkey-239b22.2	gcnt7	ortholog_many2many	16.1049	13.9459	0	0
si:dkey-239b22.2		ortholog_many2many	8.48939	19.3182	0	0
si:dkey-239b22.2		ortholog_many2many	16.1049	13.6364	0	0
si:dkey-239b22.2		ortholog_many2many	14.3571	12.1951	0	0
exoc3l2b	exoc3l2	ortholog_one2many	32.6365	36.2113	0	0
itln2						
DRG2	drg2	ortholog_one2one	91.7582	91.0082	0	0
si:ch73-160i9.2						
RSPH9	rsph9	ortholog_one2one	50.1805	50.1805	25	0
UQCRH	uqcrh	ortholog_one2one	63.3333	51.8182	0	0
znf1113						
col19a1		ortholog_one2many	26.7423	18.4358	0	0
ABHD4	abhd4	ortholog_one2one	49.7462	54.5961	25	0
si:dkey-30j19.3						
ACO2	aco2	ortholog_one2one	80.8861	81.8182	25	0
ACAP2	acap2	ortholog_one2many	62.1359	65.3895	0	0
si:ch211-133d10.1						
KCNF1	kcnf1	ortholog_one2many	69.5652	63.3663	25	0
NDUFA8	ndufa8	ortholog_one2one	76.7442	76.7442	75	1
si:ch73-144d13.5						
si:ch211-262h13.4						
VARS1	lsm2	ortholog_one2one	66.5618	65.8878	0	0
SCAMP2	scamp2	ortholog_one2many	64.1104	63.3333	25	0
slc35a4						
gkup	XB5896631 [provisional]	ortholog_one2one	72.5363	69.6124	0	0
si:ch211-136a13.2						
UBQLN4	ubqln4	ortholog_one2one	69.2821	69.1667	0	0
si:ch73-160i9.3						
WSB1	wsb1	ortholog_one2one	74.7045	74.8815	50	1
SOX1	sox1	ortholog_one2many	78.2738	67.6093	25	0
COQ10B						
ZNF652	ZNF652	ortholog_one2one	53.2407	54.5886	25	0
FGF20	fgf20	ortholog_one2many	71.6346	54.3796	75	1
asb18	asb18	ortholog_one2one	37.8747	32.3256	0	0
si:ch73-301j1.1						
CTDSPL	ctdspl	ortholog_one2many	77.8195	74.4604	25	0
HADHA	hadha	ortholog_one2many	75.4915	77.2118	0	0
PLCXD3	plcxd3	ortholog_one2one	78.882	79.1277	50	1
si:dkeyp-74a11.3						
ASB3	asb3	ortholog_one2one	44.316	41.9708	50	1
FOXRED2	foxred2	ortholog_one2one	50.3639	49.7126	25	0
SAT2		ortholog_many2many	39.1813	37.8531	0	0
SAT2		ortholog_many2many	33.9181	38.1579	0	0
SAT2	sat2	ortholog_many2many	42.6901	40.7821	0	0
kansl1l	kansl1l	ortholog_one2one	20.6428	18.1719	50	0
SRPX	srpx	ortholog_one2one	59.1518	58.2418	75	1
zfyve16	zfyve16	ortholog_one2one	39.8844	38.2536	25	0
DCP2	dcp2	ortholog_one2one	65.4912	61.1765	25	0
MKRN2	mkrn2	ortholog_one2one	57.971	55.6845	25	0
EDIL3	edil3	ortholog_one2many	71.2743	68.4647	50	1
SP6	sp6	ortholog_one2one	46.4029	38.1657	0	0
si:dkey-91d10.9						
MAPK12	mapk12	ortholog_one2many	68.8705	68.8705	0	0
si:ch211-167h17.1						
ABI1	abi1	ortholog_one2many	78.8845	79.6781	25	0
si:ch211-247j10.1						
ANAPC1	anapc1	ortholog_one2one	67.3913	66.8378	0	0
zgc:194210						
tnfsf10l	tnfsf10l	ortholog_one2many	45.7413	44.2073	0	0
CDNF	cdnf	ortholog_one2one	45.6044	49.4048	50	1
LZIC	lzic	ortholog_one2one	75.2632	71.8593	50	1
zbtb25	zbtb25	ortholog_one2one	39.03	35.654	25	0
zgc:158868						
si:dkey-66i24.12						
ltb4r2a	ltb4r2	ortholog_one2many	33.5821	37.5	25	0
tex36						
BTF3	btf3	ortholog_one2one	95.0617	73.6842	100	1
MANF	manf	ortholog_one2one	73.3333	73.3333	25	0
kcnj11						
SLC17A9	slc17a9	ortholog_one2many	55.4839	48.9564	25	0
dnase1l1l	dnase1l1	ortholog_one2one	53.4247	53.9792	0	0
inppl1b						
LIM2	lim2	ortholog_one2many	83.237	82.7586	25	0
fhdc5	fhdc1	ortholog_one2many	40.5128	14.145	0	0
NEU3	neu3.2	ortholog_many2many	41.7553	41.7553	25	0
NEU3	neu3.3	ortholog_many2many	42.5532	41.6667	25	0
NEU3	neu3.1	ortholog_many2many	42.8191	40.5542	25	0
nup42	nup42	ortholog_one2one	35.2657	32.5167	0	0
FRMD8	frmd8	ortholog_one2one	50.7431	52.4123	0	0
si:ch211-272h9.6						
si:ch211-161m3.1						
pvalb3	ocm4.3	ortholog_one2many	71.5596	69.6429	100	1
zgc:153169						
si:dkey-46g23.2						
mkrn2os.1						
znf423						
eif5a						
NMNAT1						
						
si:ch211-136a13.1	hhipl1l	ortholog_one2one	62.7673	53.6559	25	0
csnk2a1						
si:ch211-180a12.2						
GAL3ST3						
tiparp	tiparp	ortholog_one2one	37.9928	15.6805	50	0
CSDE1	csde1	ortholog_one2many	78.1955	69.9552	0	0
MIF	mif	ortholog_one2one	60	60	0	0
KRI1	kri1	ortholog_one2one	51.7647	51.0309	0	0
or64b3	or5l1	ortholog_many2many	36.0656	32.5444	0	0
or64b3		ortholog_many2many	35.4098	34.0694	25	0
or64b3		ortholog_many2many	33.1148	31.761	25	0
or64b3		ortholog_many2many	35.7377	32.8313	0	0
or64b3		ortholog_many2many	37.0492	35.873	25	0
						
si:ch73-105b23.6		ortholog_one2one	19.1601	5.23298	25	0
GALR2	galr2	ortholog_one2one	65.5647	63.807	0	0
DNAL4	dnal4	ortholog_one2many	88.6792	88.6792	50	1
si:dkeyp-82b4.5						
						
CRYZ	cryz	ortholog_one2one	70.1219	69.9088	50	1
BIN1	bin1	ortholog_one2many	53.831	43.7002	0	0
si:ch211-89o9.6						
pimr147						
adgrf3b						
nmnat1-rbp7a						
SLC25A46	slc25a46	ortholog_one2one	67.9012	65.6325	50	1
si:ch211-188p14.6						
pvalb2	ocm4.3	ortholog_one2many	69.7248	67.8571	100	1
si:ch211-283g2.5		ortholog_one2many	24.5098	26.455	0	0
mrap2a	mrap2	ortholog_one2one	45.6221	45.2055	0	0
pimr150						
KLHL21	klhl21	ortholog_one2one	71.7781	71.5447	25	0
acd	XB5835883 [provisional]	ortholog_one2one	17.6972	12.1345	0	0
ALDH9A1	aldh9a1	ortholog_many2many	66.9291	65.6371	50	1
si:ch211-195m9.2p						
PDK3	pdk3	ortholog_one2many	80.9877	80.9877	25	0
GFER	gfer	ortholog_one2one	59.1623	58.5492	0	0
SEC61A1	sec61a1	ortholog_one2many	97.2689	97.2689	0	0
SHPRH	shprh	ortholog_one2one	65.6934	65.6535	0	0
si:dkeyp-2g11.1						
si:dkey-211g8.1						
trim63a						
elob						
rbp7a	pmp2	ortholog_many2many	25.9259	22.8758	0	0
rbp7a	fabp4	ortholog_many2many	31.8519	25.1462	0	0
GID8	gid8	ortholog_one2many	94.3231	80.8989	50	1
APBB1IP	apbb1ip	ortholog_one2one	52.093	51.0638	75	1
si:ch211-198c19.3						
ZBTB1	zbtb1	ortholog_one2one	46.6765	46.1314	50	1
znf541						
RRM2B	rrm2b	ortholog_one2one	73.0659	73.6994	50	1
znf423	znf423	ortholog_one2one	98.913	7.05974	25	0
GOLGA3	golga3	ortholog_one2one	60.9103	60.5053	0	0
pimr143						
IREB2	ireb2	ortholog_one2one	60.9856	60.3659	0	0
ELOB	elob	ortholog_one2one	83.1933	79.8387	0	0
si:ch73-95a24.1						
COLEC12	colec12	ortholog_one2one	46.1111	46.6948	0	0
mep1a.2	mep1a	ortholog_one2one	59.2163	57.9545	50	1
si:dkeyp-93a5.3						
gall	gal.2	ortholog_one2one	35.9649	33.6066	0	0
tia1l						
si:dkey-83m22.17						
enpp1	enpp1	ortholog_one2one	52.164	51.4029	0	0
STAG2	stag2	ortholog_one2many	84.0909	84.1569	0	0
si:dkeyp-117b11.2						
						
si:dkeyp-121d2.7	znf84-like	ortholog_one2many	7.5594	13.4615	0	0
si:dkeyp-121d2.7	znf37a	ortholog_one2many	16.8467	7.44986	0	0
gcna	gcna	ortholog_one2one	41.9795	41	25	0
GRAMD1C	gramd1c	ortholog_one2one	40.7514	41.5929	50	1
si:dkey-271n12.1	htra2	ortholog_one2many	66.6667	47.7752	0	0
SYNGR3	syngr3	ortholog_one2many	59.2105	59.4714	25	0
UBA3	uba3	ortholog_one2one	83.9827	78.0684	50	1
si:dkey-58i8.5						
HCCS	hccs	ortholog_one2many	57.931	26.7516	0	0
RASA1	rasa1	ortholog_one2many	65.5556	72.0244	0	0
si:dkeyp-82b4.6						
znf1064						
SYNE1	syne1	ortholog_one2one	48.9594	48.3919	25	0
zgc:111983						
SLC6A8	slc6a8	ortholog_one2one	77.1293	75.9317	25	0
ftr61						
ZC2HC1A	zc2hc1a	ortholog_one2one	57.1865	51.5152	50	1
TRAPPC12	trappc12	ortholog_one2one	57.2368	55.9846	50	1
RPL10A	rpl10a	ortholog_one2one	93.0556	76.4259	0	0
znf1016						
lrriq3	lrriq3	ortholog_one2one	43.6441	15.4655	50	0
mto1	mto1	ortholog_one2one	53.4143	49.9291	0	0
pimr146						
KLHL10						
CHST12	chst12	ortholog_one2many	51.4067	47.8571	25	0
RORA	rora	ortholog_one2one	84.8291	75.7634	50	1
FANCC	fancc	ortholog_one2one	31.4079	31.7518	50	1
reep1	reep1	ortholog_one2one	50.6493	55.7143	25	0
MED10	med10	ortholog_one2one	89.5522	88.8889	50	1
si:ch211-243g18.3						
FPGT	fpgt	ortholog_one2many	52.007	51.1149	0	0
FPGT		ortholog_one2many	20.5934	29.798	75	0
USP28	usp28	ortholog_one2one	48.8144	54.0761	75	1
iqca1	iqca1	ortholog_one2one	56.6502	27.4791	100	1
PTGS2	ptgs2	ortholog_one2many	70.9571	71.1921	75	1
tradv25.0.1						
si:dkey-10b15.7p						
SLC7A7	slc7a7	ortholog_one2one	78.4431	77.3622	25	0
cryba1l2						
si:dkey-111e8.4						
TYW3	tyw3	ortholog_one2one	54.9801	55.6452	75	1
si:dkey-31b10.2						
si:dkey-229e3.2						
ets2						
EXOC7	exoc7	ortholog_one2one	74.1456	70.2817	0	0
def6c						
ndufa5	ndufa5	ortholog_one2one	78.4483	78.4483	0	0
si:dkey-23f21.1						
si:dkey-10b15.11p						
si:ch211-238e22.7						
si:ch73-44m9.2						
dlgap4a	dlgap4	ortholog_one2many	55.6364	14.2857	25	0
PIK3C3	pik3c3	ortholog_one2one	88.3827	80.1653	0	0
bbof1b	bbof1	ortholog_one2one	38.4016	37.0998	0	0
TUBA1A						
HTR3B	htr3b	ortholog_one2one	54.1262	48.9035	100	1
BPGM	bpgm	ortholog_one2one	74.9035	74.9035	25	0
zgc:194101						
