Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
RNU1-34P	Gm22456	ortholog_one2many	64.9682	81.6		0.00	0
RNU1-34P	Gm25260	ortholog_one2many	63.6943	74.6269		0.00	0
RNU1-34P	Gm25704	ortholog_one2many	83.4395	77.9762		0.00	0
RNU1-34P	Gm22739	ortholog_one2many	73.2484	71.875		0.00	0
RNU1-34P	Gm23928	ortholog_one2many	73.2484	79.3103		0.00	0
SCUBE3	Scube3	ortholog_one2one	95.8711	94.3508	100	99.93	1
BBS1	Bbs1	ortholog_one2one	92.2428	92.2428	100	100.00	1
							
NLRP2							
ATP5MGP7							
HMGB3P27							
TUBG2	Tubg2	ortholog_one2one	97.561	97.561	100	100.00	1
SCUBE3-AS1							
U4	Gm22106	ortholog_one2one	56.0976	54.3307		0.00	0
MIR1244-1							
DNASE1L1	Dnase1l1	ortholog_one2one	69.5364	66.879	100	99.06	1
PDE6D	Pde6d	ortholog_one2one	98	98	100	100.00	1
ZNF76	Zfp523	ortholog_one2one	92.1053	92.4296	100	100.00	1
SLC22A4	Slc22a4	ortholog_one2one	85.118	84.8101	100	100.00	1
							
ZNF43							
							
ZNF100							
ASTE1	Aste1	ortholog_one2one	78.056	78.869	100	100.00	1
PLEKHH3	Plekhh3	ortholog_one2one	93.1904	92.8392	75	100.00	1
							
KIR3DL2							
KIR3DL3							
CCNYL6							
							
VN1R84P							
MTDHP4							
BRI3BPP1							
CCNYL6							
MIR3936							
Y_RNA							
LILRA3							
C5orf22	6030458C11Rik	ortholog_one2one	78.5068	78.5068	100	100.00	1
MIR630							
							
							
							
RPS9							
RPL28P2							
							
							
							
							
MIR1471							
NPPC	Nppc	ortholog_one2one	91.2698	91.2698	75	100.00	1
RN7SL853P							
HIGD2B	Higd2a	ortholog_one2many	74.5283	74.5283	0	99.77	1
							
							
							
NPM1P42							
DIS3L2	Dis3l2	ortholog_one2one	85.7627	87.2414	75	100.00	1
RFKP4							
ADPGK	Adpgk	ortholog_one2one	91.3481	91.5323	75	100.00	1
JTBP1							
MIR4766							
TFPT							
ST13	St13	ortholog_one2one	94.3089	93.8005	100	100.00	1
PSMD6	Psmd6	ortholog_one2one	97.9434	97.9434	50	100.00	1
LILRA5							
RTEL1	Rtel1	ortholog_one2one	70	75.2688	100	100.00	1
PRPF31							
TARM1							
MBOAT7							
							
							
MIR8055							
AGPAT5	Agpat5	ortholog_one2one	81.8681	81.6438	75	100.00	1
RNU1-80P							
							
UBE2V2P2							
FABP5P8							
RNU6-625P							
EIF5AP2							
MIR4515							
							
							
							
TM6SF1	Tm6sf1	ortholog_one2one	94.3243	94.3243	100	100.00	1
BIRC5	Birc5	ortholog_one2one	82.3944	83.5714	100	100.00	1
DDX49	Ddx49	ortholog_one2one	89.648	90.2083	100	100.00	1
CNOT3							
							
RNU6-363P							
P4HA2	P4ha2	ortholog_one2one	91.182	90.5028	100	100.00	1
TSEN34							
							
MIR4659A							
MIR4659B							
GATA4	Gata4	ortholog_one2one	93.0023	93.2127	100	100.00	1
SNAPC1	Snapc1	ortholog_one2one	77.4457	73.2648	100	100.00	1
TTYH1							
RN7SL549P	Gm22876	ortholog_one2many	69.8582	66.1074		0.00	0
ARMCX5	Armcx5	ortholog_one2one	61.2903	56.4356	50	98.40	1
RPS29P15							
PLCH1	Plch1	ortholog_one2one	84.5697	84.7206	100	100.00	1
GIGYF1	Gigyf1	ortholog_one2one	91.4976	90.7088	100	100.00	1
TARM1							
							
							
GPI							
GAB3	Gab3	ortholog_one2one	77.6831	76.6387	75	100.00	1
							
PPARD	Ppard	ortholog_one2one	92.2903	92.5	100	100.00	1
							
LPAR5	Lpar5	ortholog_one2one	80.6452	80.6452	100	100.00	1
RDH13							
							
COX4I1P1							
							
							
ACRBP	Acrbp	ortholog_one2one	75.3223	75.7407	100	100.00	1
TSEN34							
REC8	Rec8	ortholog_one2one	76.234	70.5584	100	100.00	1
RDH13							
HMCN2	Hmcn2	ortholog_one2one	80.9608	80.6274	100	100.00	1
GP6							
MCPH1	Mcph1	ortholog_one2one	56.6467	57.5426	100	99.25	1
							
MIR562							
NRBF2P6							
ECEL1P3							
							
ALPP	Akp3	ortholog_many2many	72.8972	69.7674	100	0.00	1
ALPP	Alpi	ortholog_many2many	74.0187	71.4801	0	0.00	0
ALPP	Alppl2	ortholog_many2many	73.8318	74.6692	0	0.00	0
SNORA36A							
MIR664B							
SNORA56							
SMIM9	Smim9	ortholog_one2one	41.4141	29.927	75	100.00	0
MIR1184-1							
SYTL4	Sytl4	ortholog_one2one	90.611	90.3418	100	100.00	1
BNC1	Bnc1	ortholog_one2one	86.5191	86.8687	100	100.00	1
							
KRBA2							
							
Y_RNA							
DAGLB	Daglb	ortholog_one2one	78.7202	79.0732	100	100.00	1
RPL10A	Rpl10a	ortholog_one2one	100	100	100	100.00	1
CAVIN1	Cavin1	ortholog_one2one	93.0769	92.602	100	100.00	1
ARL5AP1							
KIAA1210	Gm14569	ortholog_one2one	31.7025	29.6885	100	94.54	0
RNU7-97P							
MIR548AT							
							
MIR626							
							
KCNH4	Kcnh4	ortholog_one2one	89.9705	89.8821	100	100.00	1
							
ONECUT1	Onecut1	ortholog_one2one	98.9247	98.9247	100	100.00	1
XPNPEP3	Xpnpep3	ortholog_one2one	90.5325	90.7115	100	100.00	1
MIR7111							
TEAD3	Tead3	ortholog_one2one	97.4713	91.1828	100	100.00	1
							
XAGE1B							
LILRB2							
SPG11	Spg11	ortholog_one2one	76.4634	76.8724	100	100.00	1
PTGS1	Ptgs1	ortholog_one2one	89.4825	89.0365	100	100.00	1
							
C18orf21P1							
HELQ	Helq	ortholog_one2one	74.4777	76.7072	100	99.74	1
							
GARRE1							
HOMER3	Homer3	ortholog_one2one	89.1967	89.6936	100	99.86	1
ALPG	Akp3	ortholog_many2many	74.0602	70.483	100	99.08	1
ALPG	Alpi	ortholog_many2many	74.2481	71.2996	0	0.00	0
ALPG	Alppl2	ortholog_many2many	74.0602	74.4801	0	0.00	0
KIR3DX1							
LSM14A							
LENG1							
LILRA6							
HCRT	Hcrt	ortholog_one2one	81.6794	82.3077	100	100.00	1
CXorf51A							
HEPH	Heph	ortholog_one2one	85.7513	85.8254	100	100.00	1
VSTM1							
							
							
CPNE6	Cpne6	ortholog_one2one	97.8456	97.8456	100	99.90	1
ING4	Ing4	ortholog_one2one	98.7903	98.3936	100	100.00	1
GARRE1							
DNAJB7	Dnajb7	ortholog_one2one	73.7864	73.0769	100	100.00	1
							
							
							
Metazoa_SRP							
SPECC1-DT							
RNU6-379P							
							
L3MBTL2-AS1							
KCTD9P1							
RNU6-258P	Gm22236	ortholog_one2many	67.3267	64.1509		0.00	0
RNU6-1057P	Gm23111	ortholog_one2one	58.8235	57.1429		0.00	0
ALPI	Akp3	ortholog_many2many	78.0303	73.703	100	100.00	1
ALPI	Alpi	ortholog_many2many	78.2197	74.5487	0	0.00	0
ALPI	Alppl2	ortholog_many2many	76.3258	76.1815	0	0.00	0
RNU6-467P							
							
Metazoa_SRP							
PATZ1	Patz1	ortholog_one2one	98.9811	98.9811	75	100.00	1
SLC47A2							
POU4F3	Pou4f3	ortholog_one2one	99.1124	99.1124	100	100.00	1
							
							
							
LINC02635							
RNA5SP196							
RN7SL791P							
MIR3611							
RNU7-77P							
ATP6V1G1P4							
TULP1	Tulp1	ortholog_one2one	79.3358	79.1897	100	100.00	1
DROSHA	Drosha	ortholog_one2one	95.6332	95.7028	100	100.00	1
							
ANKRD22	Ankrd22	ortholog_one2one	86.3874	86.3874	100	100.00	1
ZDHHC24	Zdhhc24	ortholog_one2one	87.6761	87.6761	100	100.00	1
MRPS18C	Mrps18c	ortholog_one2one	80.2817	79.7203	100	100.00	1
PTCD2P2							
STAMBPL1	Stambpl1	ortholog_one2one	91.055	91.055	100	100.00	1
							
LENG8							
							
ECEL1	Ecel1	ortholog_one2one	94.7097	94.7097	75	100.00	1
ACTN3	Actn3	ortholog_one2one	97.1143	97.2222	100	100.00	1
WWTR1	Wwtr1	ortholog_one2one	90.75	91.8987	100	100.00	1
KDELR2	Kdelr2	ortholog_one2one	98.5849	98.5849	100	100.00	1
							
							
MIR4679-2							
MIR4679-1							
							
ABRAXAS1	Abraxas1	ortholog_one2one	72.1271	72.4816	100	100.00	1
							
RNU6-338P							
CELF2-AS2							
DRG1	Drg1	ortholog_one2one	99.7275	99.7275	100	100.00	1
RPL31P34							
							
RNU6-177P	Gm26061	ortholog_many2many	69.2308	66.6667		0.00	0
RNU6-177P	Gm26214	ortholog_many2many	71.1538	69.1589		0.00	0
							
CICP14							
							
							
							
IMP3P2							
RPS9							
							
							
RNA5SP242							
RNA5SP243							
NUDT13	Nudt13	ortholog_one2one	77.8409	77.8409	50	100.00	1
RN7SL81P							
CCDC136	Ccdc136	ortholog_one2one	69.7574	67.818	100	100.00	1
LENG9							
CDC42EP5							
							
							
RPL26P26							
OSCAR							
							
FAM110B	Fam110b	ortholog_one2one	95.1351	96.1749	100	100.00	1
LAIR2							
LRIG1	Lrig1	ortholog_one2one	83.3486	83.5014	100	100.00	1
KIR2DL1							
							
							
							
CEACAM4							
PCGF7P							
ZNF729							
ZNF676							
RNA5SP254							
DEFB108E							
TGFB1	Tgfb1	ortholog_one2one	90	90	100	100.00	1
ZNF705CP							
							
ZNF92P2							
							
MTDHP5							
VN1R85P							
							
BNIP3P31							
							
EIF4ENIF1	Eif4enif1	ortholog_one2one	89.9492	90.1322	100	100.00	1
BNIP3P30							
							
FAM90A25P							
PLEKHA3P1							
DNAJC19P2							
SLC25A14P1							
CEACAM21							
RPL30P5							
KIR3DX1							
ANXA10	Anxa10	ortholog_one2one	88.8889	88.8889	100	100.00	1
ENPP7P6							
IDO1	Ido1	ortholog_one2one	61.7866	61.1794	100	100.00	1
PRKCSH	Prkcsh	ortholog_one2one	85.7944	86.9318	100	100.00	1
DHRS7C	Dhrs7c	ortholog_one2one	91.3183	91.3183	100	100.00	1
LILRA2							
WDR25	Wdr25	ortholog_one2one	77.5735	78.8785	100	100.00	1
NLRP7							
PRSS56	Prss56	ortholog_one2one	79.1045	78.9735	50	100.00	1
							
							
MIR4487							
CHRND	Chrnd	ortholog_one2one	87.8143	87.3077	100	100.00	1
SLC39A13	Slc39a13	ortholog_one2one	88.1402	90.5817	100	100.00	1
RPS15AP19							
RPL36P9							
							
							
MIR5690							
FAXC	Faxc	ortholog_one2one	98.533	98.533	100	100.00	1
TTYH1							
CLUH	Cluh	ortholog_one2one	92.9525	92.609	100	100.00	1
DNAJC19P3							
TPM3P5							
							
							
DDX60	Ddx60	ortholog_one2one	75.1168	75.1607	100	99.90	1
LINC01480							
COQ3	Coq3	ortholog_one2one	72.3577	72.1622	100	100.00	1
CEACAM7							
							
TFPT							
							
PNISR	Pnisr	ortholog_one2one	92.9193	91.8919	100	100.00	1
							
CEACAMP3							
							
PRPF31							
SNORA11F							
ECD	Ecd	ortholog_one2one	77.9503	78.3151	50	100.00	1
							
FLNC-AS1							
							
ATP6V1F	Atp6v1f	ortholog_one2one	98.3193	98.3193	75	100.00	1
ASB2	Asb2	ortholog_one2one	89.7638	89.9054	100	100.00	1
							
							
SPMIP1	Spmip1	ortholog_one2one	81.8182	81.3559	75	100.00	1
OR1L3							
TTLL11	Ttll11	ortholog_one2one	77.0423	75.2407	100	100.00	1
EFR3A	Efr3a	ortholog_one2one	97.0767	97.3138	100	100.00	1
							
							
RN7SL306P							
ODCP							
							
							
							
							
NDUFA3							
							
CYCSP20							
TSPAN33	Tspan33	ortholog_one2one	96.8198	96.8198	100	100.00	1
Y_RNA							
							
SDR9C7	Sdr9c7	ortholog_one2one	84.6645	84.6645	100	100.00	1
NLRP2							
CCNC	Ccnc	ortholog_one2one	98.9399	98.9399	75	100.00	1
CHRNG	Chrng	ortholog_one2one	90.5222	90.1734	100	99.13	1
							
SBNO2							
							
GPR182	Gpr182	ortholog_one2one	71.5347	72.6131	100	100.00	1
LILRA1							
AMBP	Ambp	ortholog_one2one	75.2841	75.9312	100	98.61	1
ZBTB39	Zbtb39	ortholog_one2one	88.764	88.764	100	100.00	1
TAC3	Tac2	ortholog_one2one	63.6364	66.3793	100	100.00	1
RNY1P11							
SMO	Smo	ortholog_one2one	93.0114	92.3077	100	100.00	1
							
RPL38P3							
RNU6-410P	Gm25886	ortholog_one2many	56.0748	52.6316		0.00	0
RNU6-410P	Gm22019	ortholog_one2many	59.8131	66.6667		0.00	0
							
RAPSN	Rapsn	ortholog_one2one	96.1165	96.1165	100	100.00	1
RN7SL424P							
KDR	Kdr	ortholog_one2one	85.9145	86.6171	100	100.00	1
ZIC4	Zic4	ortholog_one2one	87.4251	87.4251	75	100.00	1
							
CCDC197							
BNIP3P46							
							
							
RNU6-1132P	Gm22575	ortholog_many2many	68.2243	66.3636		0.00	0
RNU6-1132P	Gm23097	ortholog_many2many	72.8972	74.2857		0.00	0
RNA5-8SP5							
MIR663B							
CDC27P1							
							
FAM201B							
RNU6-175P							
YBX1P7							
VPS54	Vps54	ortholog_one2one	92.6305	92.6305	100	100.00	1
OTUB2	Otub2	ortholog_one2one	94.4444	68.4211	75	93.68	1
RNU6-456P							
RN7SL541P							
							
PPP2R2B	Ppp2r2b	ortholog_one2one	100	88.4232	100	100.00	1
IFI27L1							
KIF12	Kif12	ortholog_one2one	80.3379	81.3375	100	100.00	1
LILRB1							
							
RNU6-28P	Gm25930	ortholog_one2many	91.5888	91.5888		0.00	0
AZU1							
SFI1	Sfi1	ortholog_one2one	63.285	64.6382	25	98.68	1
							
GLI3	Gli3	ortholog_one2one	86.6456	86.4814	100	100.00	1
							
RN7SL652P							
NDUFS3	Ndufs3	ortholog_one2one	87.1212	87.4525	0	100.00	1
TPGS1	Tpgs1	ortholog_one2one	86.2069	82.5082	100	100.00	1
CDC34	Cdc34	ortholog_one2many	99.1525	99.5745	100	100.00	1
CDC34	Cdc34b	ortholog_one2many	90.678	90.2954	0	0.00	0
PRTN3							
LINC02843							
ASXL1	Asxl1	ortholog_one2one	73.5237	74.8349	100	100.00	1
NPR2	Npr2	ortholog_one2one	98.6628	98.6628	100	100.00	1
FAM149B1	Fam149b	ortholog_one2one	80.0687	80.6228	100	100.00	1
IFI27L2	Ifi27	ortholog_one2one	46.1538	23.0769	0	100.00	0
RN7SL822P							
METTL5P3							
KPNA2P1							
RPSAP39							
LINC02469							
LILRB5							
SNORA75							
PIMREGP4							
PLPPR3							
ANTXR2	Antxr2	ortholog_one2one	82.7869	82.9569	100	100.00	1
MED16							
OC90	Oc90	ortholog_one2one	68.7631	67.6289	100	100.00	1
MIF4GD	Mif4gd	ortholog_one2one	93.2432	93.2432	100	100.00	1
GZMM	Gzmm	ortholog_one2one	68.4825	66.6667	100	100.00	1
PPP4R4	Ppp4r4	ortholog_one2one	90.9507	90.7429	75	100.00	1
							
PELI1	Peli1	ortholog_one2one	99.7608	99.7608	100	100.00	1
THPO	Thpo	ortholog_one2one	70.8215	64.9351	100	100.00	1
							
PTPMT1	Ptpmt1	ortholog_one2one	81.0945	84.456	75	100.00	1
							
LILRB4							
UTP23	Utp23	ortholog_one2one	87.1486	87.1486	100	100.00	1
							
DIRAS1	Diras1	ortholog_one2one	93.9394	93.9394	100	100.00	1
TARM1							
							
OR13J1	Or13j1	ortholog_one2one	82.0513	82.0513	75	100.00	1
KBTBD4	Kbtbd4	ortholog_one2one	96.4419	99.4209	75	100.00	1
ELF2P3							
SPATA31E1	Spata31e2	ortholog_one2many	14.8097	15.496	0	0.00	0
SPATA31E1	Spata31e3	ortholog_one2many	12.3183	17.5025	0	0.00	0
SPATA31E1	Spata31e5	ortholog_one2many	10.0346	16.183	0	0.00	0
SPATA31E1	Spata31e4	ortholog_one2many	12.3183	17.5025	0	0.00	0
SPATA31E1	Spata31d1e	ortholog_one2many	13.3564	19.6338	0	0.00	0
SPATA31E1		ortholog_one2many	15.1557	19.3122	0	0.00	0
SPATA31E1	Spata31e1	ortholog_one2many	15.5709	20.2703	0	0.00	0
							
							
SLC39A3	Slc39a3	ortholog_one2one	84.0764	83.2808	100	100.00	1
VSTM1							
SPMIP6	Spmip6	ortholog_one2one	76.3359	76.9231	100	99.87	1
VSTM2A	Vstm2a	ortholog_one2one	80	81.3559	100	100.00	1
RAD21-AS1							
LINC00309							
DNAJC9	Dnajc9	ortholog_one2one	87.6923	88.0309	100	100.00	1
MIR3610							
AARD	Aard	ortholog_one2one	56.7742	52.6946	100	99.97	1
							
ELANE							
MIR4433B							
MIR4433A							
RPL23AP37							
RN7SKP43	Gm55664	ortholog_one2one	44.6875	40.5099		0.00	0
							
							
RPL7L1P9							
MIR6809							
Metazoa_SRP							
RNU6-848P							
RN7SL303P							
KLF2P3							
RHOBTB2	Rhobtb2	ortholog_one2one	97.6616	97.5275	75	100.00	1
C17orf58	1810010H24Rik	ortholog_one2one	70.7965	78.6885	75	100.00	1
GPR148							
FAM219A	Fam219a	ortholog_one2one	90.2703	99.4048	100	100.00	1
CYCSP8							
SGTA	Sgta	ortholog_one2one	88.8179	88.254	75	100.00	1
ARHGAP42P1							
SPACA5	Spaca5	ortholog_one2many	70.4403	70	50	100.00	1
Y_RNA							
EIF4A2P2							
							
MRPS16	Mrps16	ortholog_one2one	89.781	91.1111	100	100.00	1
SSBP3P2							
HSPA2	Hspa2	ortholog_one2one	98.4351	99.3681	100	100.00	1
SYNGR2	Syngr2	ortholog_one2one	88.8393	88.8393	100	100.00	1
ZMAT1	Zmat1	ortholog_one2one	57.2662	61.5147	75	100.00	1
MTCYBP10							
NKX2-1	Nkx2-1	ortholog_one2one	91.0224	98.1183	100	100.00	1
RNU5E-10P							
							
FAM180B							
CFD							
MTND6P10							
MTND5P23							
C1QTNF4	C1qtnf4	ortholog_one2one	94.2249	95.092	100	100.00	1
MTND4P21							
							
MTND3P18							
MTCO3P18							
FNBP4	Fnbp4	ortholog_one2one	86.6273	81.8013	100	100.00	1
MTATP6P4							
RPL36AP1							
							
MTCO2P18							
PALS2	Pals2	ortholog_one2one	98.1481	98.3302	100	100.00	1
RN7SL461P							
RNU6-1204P							
OTX2	Otx2	ortholog_one2one	99.3266	99.3266	100	100.00	1
RNU6-833P	Gm26371	ortholog_one2many	75.7009	77.8846		0.00	0
RNU6-833P	Gm22783	ortholog_one2many	70.0935	70.0935		0.00	0
RNU6-833P	Gm24002	ortholog_one2many	72.8972	75		0.00	0
LILRP1							
MTCO1P18							
Y_RNA							
NMD3	Nmd3	ortholog_one2one	94.831	94.831	100	100.00	1
ANXA7	Anxa7	ortholog_one2one	92.0601	88.4536	100	100.00	1
LILRP2							
MTND2P18							
MTND1P26							
KIR3DL3							
MED15P3							
							
NOC2LP2							
MYO1A	Myo1a	ortholog_one2one	87.6318	87.6318	100	100.00	1
LENG8							
RHOQP2							
							
MZT2A	Mzt2	ortholog_one2many	67.7215	67.2956	0	44.48	0
KRT8P48							
PPP2R2B-IT1							
CT45A7	Ct45a	ortholog_one2many	25.9259	23.0047	100	72.12	0
							
ASIC2	Asic2	ortholog_one2one	70.5151	77.5391	100	100.00	1
FNDC9	Fndc9	ortholog_one2one	84.8214	84.0708	75	100.00	1
WNK2	Wnk2	ortholog_one2one	78.9355	79.0782	100	99.32	1
NLRP2							
NIPAL4-DT							
							
							
LAGE3	Lage3	ortholog_one2one	51.049	49.3243	100	100.00	0
NIPAL4	Nipal4	ortholog_one2one	84.901	84.4828	50	100.00	1
							
							
KIR2DL3							
NDUFA11							
SPIN2A							
TUBA3D							
Y_RNA	Gm55795	ortholog_one2one	69.697	68.3168		0.00	0
							
							
RNA5SP340							
							
TNFRSF10B	Tnfrsf22	ortholog_many2many	7.5	16.6667	0	0.00	0
TNFRSF10B	Tnfrsf23	ortholog_many2many	6.81818	17.0455	0	0.00	0
TNFRSF10B	Tnfrsf26	ortholog_many2many	6.59091	14.2157	0	0.00	0
Y_RNA	Gm24629	ortholog_one2many	63.3333	64.0449		0.00	0
VMAC							
YPEL5P2							
							
P4HA3-AS1							
FUT3							
PGM2L1	Pgm2l1	ortholog_one2one	93.2476	93.3977	100	100.00	1
SHROOM4	Shroom4	ortholog_one2one	77.8299	78.7797	100	100.00	1
GP6							
CNOT3							
BPIFA4P							
HMGCR	Hmgcr	ortholog_one2one	93.4685	93.5738	100	100.00	1
BPIFA1	Bpifa1	ortholog_one2many	73.0469	67.2662	100	0.00	1
BPIFA1	Bpifa5	ortholog_one2many	59.7656	56.6667	100	100.00	1
							
							
GPR132							
							
DGKB	Dgkb	ortholog_one2one	95.7659	96.7296	100	100.00	1
MIR4784							
DAPL1	Dapl1	ortholog_one2one	81.3084	81.3084	100	100.00	1
HNRNPA1P40							
MIR548AL							
CYCSP27							
							
LIPT2	Lipt2	ortholog_one2one	84.4156	84.4156	100	100.00	1
CELF2	Celf2	ortholog_one2one	94.4338	93.5361	100	100.00	1
MLX	Mlx	ortholog_one2one	98.3607	98.3607	100	98.83	1
							
KCNE3	Kcne3	ortholog_one2one	93.2039	93.2039	100	100.00	1
VCF2	Vcf1	ortholog_one2one	57.3913	35.6757	0	2.85	0
RGPD3							
							
							
							
JAG2	Jag2	ortholog_one2one	90.5493	89.8958	100	100.00	1
LENG1							
7SK							
NBPF26							
Y_RNA							
MAP7D2	Map7d2	ortholog_one2one	70.5045	69.7823	100	100.00	1
CTSF	Ctsf	ortholog_one2one	74.5868	78.1385	100	100.00	1
RPS9							
LAIR1							
							
RNVU1-19							
KIR2DP1							
PPIAL4A							
U2							
NOTCH2NLR							
KIR2DL1							
RDH13							
KIR3DP1							
NLRP7							
							
ARHGEF3	Arhgef3	ortholog_one2one	92.9658	93.3206	100	100.00	1
GAS7	Gas7	ortholog_one2one	96.8487	96.8487	75	100.00	1
CHILL1							
							
							
VSTM2L	Vstm2l	ortholog_one2one	94.1176	95.0495	100	100.00	1
TNFRSF10C	Tnfrsf22	ortholog_many2many	13.1274	17.1717	0	0.00	0
TNFRSF10C	Tnfrsf23	ortholog_many2many	11.583	17.0455	0	0.00	0
TNFRSF10C	Tnfrsf26	ortholog_many2many	11.1969	14.2157	0	0.00	0
PREPL	Prepl	ortholog_one2one	94.2006	82.8966	100	100.00	1
RAB22A	Rab22a	ortholog_one2one	97.4227	97.4227	100	100.00	1
THOP1	Thop1	ortholog_one2one	88.9695	89.2285	50	100.00	1
ST7	St7	ortholog_one2one	95.3206	99.278	100	100.00	1
TNFRSF10D	Tnfrsf22	ortholog_many2many	9.84456	19.1919	0	0.00	0
TNFRSF10D	Tnfrsf23	ortholog_many2many	8.80829	19.3182	0	0.00	0
TNFRSF10D	Tnfrsf26	ortholog_many2many	7.25389	13.7255	0	0.00	0
MBOAT7							
NLRP7							
NEMP1	Nemp1	ortholog_one2one	82.6577	83.9817	100	100.00	1
VAPB	Vapb	ortholog_one2one	90.1235	90.1235	100	100.00	1
TSEN34							
TNFRSF10A							
TFPT							
NLRP2							
CNOT3							
DDX31	Ddx31	ortholog_one2one	73.3244	79.6215	100	100.00	1
APCDD1L							
NAB2	Nab2	ortholog_one2one	95.619	95.619	100	100.00	1
GP6							
MIR23C							
EIF1AX	Eif1ax	ortholog_one2one	100	100	100	100.00	1
STX16	Stx16	ortholog_one2one	93.8462	93.5583	100	99.81	1
MIR6765							
							
TNFRSF10A-AS1							
RPL23AP55							
CHMP7	Chmp7	ortholog_one2one	95.1435	95.5654	75	100.00	1
PACS2	Pacs2	ortholog_one2one	92.9204	93.9597	100	100.00	1
PRPF31							
RDH13							
HDAC7	Hdac7	ortholog_one2one	86.3774	89.8216	100	100.00	1
							
H2AZP6							
RPS26P59							
RPS18P14							
ALDOB	Aldob	ortholog_one2one	95.8791	95.8791	100	100.00	1
INTS3							
PISD	Pisd	ortholog_one2one	71.1491	77.6	50	48.72	0
	Scarna9	ortholog_one2many	84.2857	84.2857		100.00	1
	Gm24339	ortholog_one2one	83.75	88.1579		100.00	1
EIF1AX-AS1							
RPS6KA3	Rps6ka3	ortholog_one2one	99.8649	99.8649	100	100.00	1
							
CCKAR	Cckar	ortholog_one2one	90.4206	88.7615	100	100.00	1
ZNF554	Zfp78	ortholog_many2many	31.9703	33.5938	0	0.00	0
OSCAR							
SRD5A3	Srd5a3	ortholog_one2one	80.8176	77.8788	100	99.08	1
ZNF555	Zfp78	ortholog_many2many	29.1401	35.7422	0	0.00	0
HHLA1	Hhla1	ortholog_one2one	60.2637	59.2593	100	100.00	1
							
LINC02928							
LGI2	Lgi2	ortholog_one2one	97.0642	97.6015	100	100.00	1
MIR6893							
TONSL-AS1							
CA9	Car9	ortholog_one2one	69.7168	73.2265	100	99.97	1
							
KIFC2	Kifc2	ortholog_one2one	82.6802	82.5758	100	100.00	1
LENG1							
U6							
							
							
ZNF556	Zfp78	ortholog_many2many	36.1842	32.2266	0	0.00	0
							
SEPSECS-AS1							
COL23A1	Col23a1	ortholog_one2one	89.4444	90.7895	100	100.00	1
CDC42EP5							
PI4K2B	Pi4k2b	ortholog_one2one	79.0021	81.0235	100	100.00	1
KIR3DP1							
RPL35AP38							
CIZ1	Ciz1	ortholog_one2one	66.3697	70.5325	100	98.79	1
NDUFA3							
TNFRSF14							
KEAP1	Keap1	ortholog_one2one	94.0705	94.0705	100	100.00	1
KIR2DL3							
KIR2DS4							
KIR3DL2							
LILRA1							
MIR7109							
							
PRR14L	Prr14l	ortholog_one2one	53.51	58.3968	50	99.32	1
U2							
FOXH1	Foxh1	ortholog_one2one	77.2603	70.3242	100	100.00	1
SEPSECS	Sepsecs	ortholog_one2one	87.8243	87.3016	100	100.00	1
							
SPATA32	Spata32	ortholog_one2one	35.1562	40.4192	100	100.00	0
PPP1R16A	Ppp1r16a	ortholog_one2one	81.8182	82.4427	100	100.00	1
							
RN7SL646P							
							
RN7SKP70							
MAP3K14	Map3k14	ortholog_one2one	84.2661	84.7134	100	100.00	1
							
SLC25A27	Slc25a27	ortholog_one2one	95.0464	95.3416	100	99.55	1
RUFY1	Rufy1	ortholog_one2one	90.9604	90.4494	100	100.00	1
SEZ6L	Sez6l	ortholog_one2one	80.3711	85.3734	100	100.00	1
							
ATG4D	Atg4d	ortholog_one2one	86.2869	86.2869	100	100.00	1
RNA5SP341							
RN7SKP259	Gm55793	ortholog_one2many	45.045	66.9643		0.00	0
RN7SKP259	Gm55320	ortholog_one2many	49.5495	51.8868		0.00	0
RN7SL605P							
RTN4RL2	Rtn4rl2	ortholog_one2one	95	95	100	100.00	1
PDK1	Pdk1	ortholog_one2one	91.9725	92.3963	100	100.00	1
TDRD6	Tdrd6	ortholog_one2one	72.042	70.726	100	100.00	1
LAIR2							
SLC43A1	Slc43a1	ortholog_one2one	83.542	82.8014	100	100.00	1
PLA2G7	Pla2g7	ortholog_one2one	67.5737	67.7273	100	100.00	1
CCDC14	Ccdc14	ortholog_one2one	65.5249	63.4904	100	100.00	1
NDUFB4P9							
RPL14P3							
CLGN	Clgn	ortholog_one2one	80.1639	80.0327	75	100.00	1
KIR2DP1							
RNA5SP443							
KRT222	Krt222	ortholog_one2one	88.1356	88.4354	100	100.00	1
LENG9							
NLRP2							
ADGRF5	Adgrf5	ortholog_one2one	72.0654	71.9585	100	100.00	1
KRT224P							
KRT24	Krt24	ortholog_one2one	70.2857	72.0703	100	100.00	1
							
PANK2	Pank2	ortholog_one2one	90.6522	91.4474	100	100.00	1
GPT	Gpt	ortholog_one2one	87.2984	87.2984	100	100.00	1
							
							
KRT25	Krt25	ortholog_one2one	91.1111	91.9283	100	100.00	1
							
GEMIN2P1							
RNU7-140P							
GATAD2B							
MIR1238							
MGAT4D	Mgat4d	ortholog_one2one	62.8342	63.0027	100	99.50	1
