Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
NBN	NBN	ortholog_one2one	96.9072	99.7347	100	100.00	1
MAX	MAX	ortholog_one2one	69.9346	66.875	100	100.00	1
TSNARE1	TSNARE1	ortholog_one2one	90.0778	54.4066	100	99.50	1
Y_RNA	Y_RNA	ortholog_one2one	97.4684	97.4684		100.00	1
							
SPINK14	SPINK14	ortholog_one2one	96.9072	96.9072	100	100.00	1
		ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		0.00	0
FAM241B	FAM241B	ortholog_one2one	100	100	100	100.00	1
							
							
Metazoa_SRP							
FANCM	FANCM	ortholog_one2one	99.7009	97.561	75	100.00	1
							
RNU6-1244P	U6	ortholog_one2one	100	100		100.00	1
							
MYBL1	MYBL1	ortholog_one2one	98.3936	97.351	100	100.00	1
							
		ortholog_one2many	79.6791	22.2057	0	0.00	0
		ortholog_one2many	63.6364	14.2005	0	0.00	0
		ortholog_one2many	61.4973	17.4242	0	0.00	0
	FAM83H	ortholog_one2one	97.9705	43.6678	75	100.00	0
MEX3B	MEX3B	ortholog_one2one	96.2151	84.7368	100	100.00	1
RNU2-43P	U2	ortholog_one2one	98.9418	98.9418		100.00	1
							
SPINK6	SPINK6	ortholog_one2one	100	100	100	100.00	1
							
Metazoa_SRP							
		ortholog_one2one	98.0952	98.0952		100.00	1
							
Metazoa_SRP							
TSPAN15	TSPAN15	ortholog_one2one	76.4	64.966	100	100.00	1
							
		ortholog_one2one	96.0276	90.1134	100	100.00	1
		ortholog_one2one	83.5052	92.5714	100	100.00	1
							
ITPRIP	ITPRIP	ortholog_one2one	100	100	100	100.00	1
							
	TMEM254	ortholog_one2one	99.2982	98.6063	100	100.00	1
ENY2	ENY2	ortholog_one2one	100	100	100	100.00	1
							
		ortholog_one2one	46.7949	53.2847	0	0.00	0
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
	mml-mir-7200	ortholog_one2one	100	100		100.00	1
							
CASP2	CASP2	ortholog_one2one	99.7788	99.7788	100	100.00	1
Metazoa_SRP							
							
							
							
							
BTRC	BTRC	ortholog_one2one	92.2314	88.7122	100	100.00	1
	SPINK13	ortholog_one2one	63.3333	80.8511	100	100.00	1
TACR2	TACR2	ortholog_one2one	100	99.7487	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
VCPIP1	VCPIP1	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
RN7SL260P	Metazoa_SRP	ortholog_one2one	99.2857	99.2857		100.00	1
							
DUSP29	DUSP29	ortholog_one2one	99.6078	99.6078	100	100.00	1
							
SPINK7	SPINK7	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	96.4539	69.3878	100	100.00	1
RRM2B	RRM2B	ortholog_one2one	96.2751	95.7265	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0654	99.0654		100.00	1
PKHD1L1	PKHD1L1	ortholog_one2one	99.4817	99.4817	100	100.00	1
	EFL1	ortholog_one2one	98.5928	98.5061	100	100.00	1
MATN2	MATN2	ortholog_one2one	96.1297	73.5789	75	100.00	1
CFAP58	CFAP58	ortholog_one2one	100	100	100	100.00	1
SFTPD	SFTPD	ortholog_one2one	99.7333	99.7333	100	100.00	1
DECR1	DECR1	ortholog_one2one	99.7238	100	100	100.00	1
RN7SL535P	Metazoa_SRP	ortholog_one2one	99.6667	99.6667		100.00	1
	mml-mir-937	ortholog_one2one	100	100		100.00	1
							
		ortholog_one2one	100	100		100.00	1
RN7SL481P	Metazoa_SRP	ortholog_one2one	100	99.6678		100.00	1
SPINK9	SPINK9	ortholog_one2one	68.2243	84.8837	100	100.00	1
FUT8	FUT8	ortholog_one2one	100	100	75	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
	ADPGK	ortholog_one2many	99.7976	99.1952	75	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
	MBL1	ortholog_one2one	100	100	100	100.00	1
CLCN1	CLCN1	ortholog_one2one	99.8986	91.1193	100	100.00	1
HK1	HK1	ortholog_one2one	99.7828	99.7828	100	100.00	1
POLL	POLL	ortholog_one2one	99.8261	99.8261	100	100.00	1
PUF60	PUF60	ortholog_one2one	100	95.3925	100	100.00	1
KAT6B	KAT6B	ortholog_one2one	99.7111	99.7592	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
FAM131B	FAM131B	ortholog_one2one	81.0185	84.3373	100	100.00	1
CCDC7	CCDC7	ortholog_one2one	98.7805	99.4942	100	100.00	1
	SFTPA1	ortholog_one2one	95.9259	93.8406	100	100.00	1
EBAG9	EBAG9	ortholog_one2one	81.3953	98.5916	100	100.00	1
	ADPGK	ortholog_one2many	93.858	98.3903	75	100.00	1
CALB1	CALB1	ortholog_one2one	100	100	100	100.00	1
							
DPCD	DPCD	ortholog_one2one	87.6712	94.5813	100	100.00	1
		ortholog_one2one	100	100		100.00	1
SGK3	SGK3	ortholog_one2one	100	100	100	100.00	1
FBXO38	FBXO38	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	100	100		100.00	1
RPL30	RPL30	ortholog_one2one	100	100	75	100.00	1
							
UBR5	UBR5	ortholog_one2one	100	99.7505	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	96.8153	96.8153		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	100	100		100.00	1
		ortholog_one2one	93.2076	99.5968	100	100.00	1
FBXW4	FBXW4	ortholog_one2one	88.4279	68.5279	100	100.00	1
	mml-mir-625	ortholog_one2one	100	100		100.00	1
ZYX	ZYX	ortholog_one2one	100	72.5524	100	100.00	1
							
							
							
							
TMEM64	TMEM64	ortholog_one2one	100	100	100	100.00	1
RNU6-1165P	U6	ortholog_one2one	100	96.2617		100.00	1
		ortholog_one2one	99.0148	94.8113	75	100.00	1
HKDC1	HKDC1	ortholog_one2one	99.8909	99.8909	100	100.00	1
ZCCHC24	ZCCHC24	ortholog_one2one	100	100	100	100.00	1
NRBP2	NRBP2	ortholog_one2one	94.7896	60.8752	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP							
							
							
							
		ortholog_one2one	91.4865	95.8923	0	0.00	0
		ortholog_one2one	88.3495	72.8	100	92.50	1
							
SYBU	SYBU	ortholog_one2one	82.9787	100	100	100.00	1
SORCS3	SORCS3	ortholog_one2one	98.6066	97.0944	75	100.00	1
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3631	99.3631		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3197	99.3197		100.00	1
NECAB1	NECAB1	ortholog_one2one	77.7042	99.7167	100	100.00	1
CCDC196	CCDC196	ortholog_one2one	98.9899	98.9899	75	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
							
							
MCMDC2	MCMDC2	ortholog_one2one	99.8532	99.8532	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.6487	98.6487		100.00	1
PPIF	PPIF	ortholog_one2one	62.2699	65.6958	100	100.00	1
FGF8	FGF8	ortholog_one2one	100	99.5902	100	100.00	1
SUPV3L1	SUPV3L1	ortholog_one2one	100	99.7459	100	100.00	1
							
							
		ortholog_one2one	97.1154	97.1154	100	100.00	1
C8orf88	C8H8orf88	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
HTR4	HTR4	ortholog_one2one	78.9116	81.3084	100	100.00	1
PIP4P2	PIP4P2	ortholog_one2one	100	100	100	100.00	1
SNORA72	SNORA72	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	91.7293	92.7757	100	100.00	1
							
							
NEO1	NEO1	ortholog_one2one	98.7171	99.7952	100	100.00	1
							
SNORD87	SNORD87	ortholog_one2one	100	100		100.00	1
							
U2	U2	ortholog_one2one	99.0566	99.0566		100.00	1
ERICH5							
		ortholog_one2one	99.2064	99.2064	75	100.00	1
TCF24	TCF24	ortholog_one2one	100	100	100	100.00	1
NPM3	NPM3	ortholog_one2one	100	100	100	100.00	1
KCNV1	KCNV1	ortholog_one2one	100	100	75	100.00	1
							
							
VPS26A	VPS26A	ortholog_one2one	96.7359	99.6942	100	100.00	1
PPP1R42	PPP1R42	ortholog_one2one	100	100	100	100.00	1
							
							
							
ZMIZ1	ZMIZ1	ortholog_one2one	92.5129	100	100	100.00	1
							
							
							
ADRB2	ADRB2	ortholog_one2one	83.5417	96.6265	100	100.00	1
							
ADK	ADK	ortholog_one2one	97.5138	96.978	100	100.00	1
U2	U2	ortholog_one2one	70.8571	71.2644		100.00	1
RNU6ATAC8P	RNU6ATAC8P	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	72.1519	52.7778	0	0.00	0
							
							
							
							
RNU6-1224P	U6	ortholog_one2one	100	100		100.00	1
GPHN	GPHN	ortholog_one2one	99.8721	97.5031	50	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
U6	U6	ortholog_one2one	97.1963	97.1963		100.00	1
OGA	OGA	ortholog_one2one	97.6848	99.0967	100	100.00	1
		ortholog_one2one	98.4848	98.4848	100	100.00	1
ODF1	ODF1	ortholog_one2one	100	100	100	100.00	1
RNU4-37P	U4	ortholog_one2one	100	100		100.00	1
COPS5	COPS5	ortholog_one2one	100	100	100	100.00	1
PARP10		ortholog_one2many	66.9125	87.2253	25	98.89	1
PARP10	PARP10	ortholog_one2many	97.5764	90.8734	100	100.00	1
							
POP1	POP1	ortholog_one2one	99.4141	99.4141	100	100.00	1
	LRRC2	ortholog_one2one	23.9193	22.372	0	0.00	0
							
		ortholog_one2one	93.2432	93.2432	0	0.00	0
SH3TC2	SH3TC2	ortholog_one2one	99.8447	99.8447	100	100.00	1
							
							
							
							
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
KLF10	KLF10	ortholog_one2one	94.929	97.5	100	100.00	1
							
							
GRINA	GRINA	ortholog_one2one	79.2453	80.3279	75	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
SRGN	SRGN	ortholog_one2one	100	100	100	100.00	1
RNU6-914P	U6	ortholog_one2one	99.0476	99.0476		100.00	1
ITGB1	ITGB1	ortholog_one2one	85.0159	99.8752	100	100.00	1
		ortholog_one2one	37.2263	43.5897	0	0.00	0
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	84.6154	84.6154		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	100	100		100.00	1
SPATC1	SPATC1	ortholog_one2one	99.6593	99.6593	25	100.00	1
DLC1	DLC1	ortholog_one2one	99.6721	99.4764	50	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
ADAMTSL3	ADAMTSL3	ortholog_one2one	98.9247	97.9302	100	100.00	1
NIPAL2	NIPAL2	ortholog_one2one	99.7389	99.7389	100	100.00	1
		ortholog_one2one	96.875	96.875	100	100.00	1
							
KIFBP							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
AP3M1	AP3M1	ortholog_one2one	99.2857	99.7608	100	100.00	1
SNORA71	SNORA71	ortholog_one2one	100	100		100.00	1
							
CSMD3	CSMD3	ortholog_one2one	99.973	99.973	50	100.00	1
							
KCNIP2	KCNIP2	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
AZIN1	AZIN1	ortholog_one2one	100	100	100	100.00	1
SORCS1	SORCS1	ortholog_one2one	94.0741	76.113	50	97.87	1
							
RNU6-732P	U6	ortholog_one2one	100	100		100.00	1
SLC26A7	SLC26A7	ortholog_one2one	99.8494	99.8494	100	100.00	1
CSPP1	CSPP1	ortholog_one2one	99.7687	99.7687	100	100.00	1
MIR584	mml-mir-584	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
KCNS2	KCNS2	ortholog_one2one	100	100	100	100.00	1
GARIN2	GARIN2	ortholog_one2one	88.2641	98.9041	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
DDX21	KIFBP	ortholog_one2one	100	91.3155	100	100.00	1
VCL	VCL	ortholog_one2one	100	100	100	100.00	1
C8orf48							
GPAA1	GPAA1	ortholog_one2one	92.0852	87.8084	75	100.00	1
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3333	99.3333		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
ARMH3	ARMH3	ortholog_one2one	99.8549	98.9928	100	100.00	1
SGCZ	SGCZ	ortholog_one2one	100	100	50	100.00	1
STK3	STK3	ortholog_one2one	97.2912	83.0443	100	100.00	1
	RPS24	ortholog_one2many	45.1389	100	0	0.00	0
	RPS24	ortholog_one2many	99.6528	99.6528	100	100.00	1
							
PALS1	PALS1	ortholog_one2one	98.2222	100	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
NRP1	NRP1	ortholog_one2one	99.7838	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
CYC1	CYC1	ortholog_one2one	99.6923	99.6923	100	100.00	1
							
DDX50	DDX50	ortholog_one2one	100	91.1805	100	100.00	1
PLAU	PLAU	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.9592	96.9697		100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.1453	99.1453		100.00	1
		ortholog_one2one	100	100	100	100.00	1
AFAP1L1	AFAP1L1	ortholog_one2one	97.0551	97.9328	100	100.00	1
SHARPIN	SHARPIN	ortholog_one2one	65.0235	72.5131	100	100.00	1
RNU6-571P	U6	ortholog_one2one	100	100		100.00	1
RNU7-153P	U7	ortholog_one2one	100	100		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	92.8571	94.5455		100.00	1
							
Metazoa_SRP							
							
LDB1	LDB1	ortholog_one2one	69.6763	99.5134	100	100.00	1
ATP6V1C1	ATP6V1C1	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		0.00	0
MIR383	MIR383	ortholog_one2one	100	100		100.00	1
							
MAF1	MAF1	ortholog_one2one	87.0307	73.2759	75	100.00	1
ATP6V1D	ATP6V1D	ortholog_one2one	94.8	95.9514	100	100.00	1
STOX1	STOX1	ortholog_one2one	99.5956	88.025	100	65.32	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.2509	99.2509		100.00	1
		ortholog_one2one	100	100		100.00	1
U2	U2	ortholog_one2one	100	100		100.00	1
RN7SL398P	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RNU6-697P	U6	ortholog_one2one	99.0654	99.0654		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
POLR3A	POLR3A	ortholog_one2one	100	100	100	100.00	1
	PPRC1	ortholog_one2one	99.8423	37.5	100	100.00	0
TUSC3	TUSC3	ortholog_one2one	87.0886	98.8506	100	100.00	1
HCN4	HCN4	ortholog_one2one	99.2366	97.2569	100	100.00	1
							
		ortholog_one2many	44.1379	18.8791	0	0.00	0
							
							
							
							
							
		ortholog_one2one	50.6098	52.8662	0	0.00	0
							
							
							
							
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	93.2432	93.2432		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
REC114	REC114	ortholog_one2one	99.6516	99.6516	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
NOLC1	NOLC1	ortholog_one2one	97.8903	99.1453	100	100.00	1
							
CCAR1	CCAR1	ortholog_one2one	100	98.7124	100	92.83	1
		ortholog_one2one	98.9041	98.6339	0	100.00	1
							
							
							
BAALC	BAALC	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
Y_RNA	Y_RNA	ortholog_one2one	99.0826	99.0826		100.00	1
							
	SAXO2	ortholog_one2one	70.3947	99.6894	100	99.98	1
							
ELOVL3	ELOVL3	ortholog_one2one	100	100	75	100.00	1
							
							
EIF2S1	EIF2S1	ortholog_one2one	100	100	100	100.00	1
							
FZD6	FZD6	ortholog_one2one	100	100	100	100.00	1
NPTN	NPTN	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
MSR1	MSR1	ortholog_one2one	99.1131	99.1131	100	100.00	1
PITX3	PITX3	ortholog_one2one	99.6667	99.0066	75	100.00	1
							
		ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
PLEK2	PLEK2	ortholog_one2one	100	100	100	100.00	1
RNU6-1339P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
DLG5	DLG5	ortholog_one2one	98.5409	97.0739	100	100.00	1
RAB1A							
TRPS1	TRPS1	ortholog_one2one	99.7682	99.7682	50	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RNU6-401P	U6	ortholog_one2one	100	100		100.00	1
CAMK2G	CAMK2G	ortholog_one2one	97.8836	75.5102	100	100.00	1
	UBQLN4	ortholog_one2one	84.0336	49.9168	0	0.00	0
							
							
SNORD98	SNORD98	ortholog_one2one	100	100		100.00	1
TMEM229B	TMEM229B	ortholog_one2one	100	100	100	100.00	1
CTHRC1	CTHRC1	ortholog_one2one	99.1736	98.7654	100	100.00	1
							
							
							
GRPEL2	GRPEL2	ortholog_one2one	98.6667	98.6667	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ARFGEF1	ARFGEF1	ortholog_one2one	100	100	100	100.00	1
RNU6-839P	U6	ortholog_one2one	100	100		100.00	1
FGF20	FGF20	ortholog_one2one	100	100	100	100.00	1
CDC45	CDC45	ortholog_one2one	100	100	75	100.00	1
		ortholog_one2one	55.2632	55.2632	0	0.00	0
		ortholog_one2one	60	50.4202	0	0.00	0
GBF1	GBF1	ortholog_one2one	96.3531	93.8723	75	100.00	1
CHKB	CHKB	ortholog_one2one	60.7519	99.5074	100	100.00	1
TET1	TET1	ortholog_one2one	99.9062	99.9062	100	100.00	1
MICU3	MICU3	ortholog_one2one	88.9943	88.4906	100	100.00	1
U6	U6	ortholog_one2one	100	100		100.00	1
SH3GL3	SH3GL3	ortholog_one2one	100	100	75	100.00	1
PCYOX1L	PCYOX1L	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP							
PIGH	PIGH	ortholog_one2one	73.2143	74.2081	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
							
SLC25A16							
							
							
Y_RNA	Y_RNA	ortholog_one2one	99.0654	99.0654		100.00	1
XPNPEP1	XPNPEP1	ortholog_one2one	92.9907	89.2377	50	100.00	1
							
							
IL17B	IL17B	ortholog_one2one	98.8701	97.2222	100	100.00	1
CD276	CD276	ortholog_one2one	68.883	84.5024	100	93.97	1
		ortholog_one2one	97.0874	96.1538	75	100.00	1
DNA2	DNA2	ortholog_one2one	99.7	75.7599	100	97.76	1
							
ZDHHC2	ZDHHC2	ortholog_one2one	100	100	100	100.00	1
UFD1	UFD1	ortholog_one2one	88.3162	77.4096	25	100.00	1
							
							
							
NFKB2	NFKB2	ortholog_one2one	99.5546	98.5667	50	100.00	1
							
							
5S_rRNA	5S_rRNA	ortholog_one2one	100	100		100.00	1
PARD3	PARD3	ortholog_one2one	97.1264	99.9261	100	99.99	1
							
SLC25A32	SLC25A32	ortholog_one2one	100	100	100	100.00	1
							
CPT1B	CPT1B	ortholog_one2one	99.4299	99.5434	100	100.00	1
MIR143	mml-mir-143	ortholog_one2one	100	100		100.00	1
PLEKHH1	PLEKHH1	ortholog_one2one	98.5507	99.7067	100	100.00	1
							
							
CPA6	CPA6	ortholog_one2one	100	100	100	100.00	1
MIR145	mml-mir-145	ortholog_one2one	100	100		100.00	1
MROH1	MROH1	ortholog_one2one	97.1136	98.4156	100	100.00	1
BNC1	BNC1	ortholog_one2one	99.8994	99.8994	75	100.00	1
							
PSD	PSD	ortholog_one2one	99.9023	99.9023	75	100.00	1
		ortholog_one2many	100	100	100	100.00	1
							
EIF3H	EIF3H	ortholog_one2one	100	99.187	100	100.00	1
RUFY2	RUFY2	ortholog_one2one	100	100	100	100.00	1
C22orf39							
							
		ortholog_one2many	62.3853	34	0	0.00	0
		ortholog_one2one	98.4848	98.4848	100	100.00	1
CNOT7	CNOT7	ortholog_one2many	68.7719	48.8778	100	100.00	0
		ortholog_one2one	99.1453	99.1453		100.00	1
							
FBXL15	FBXL15	ortholog_one2one	100	83.1025	75	100.00	1
UTP23	UTP23	ortholog_one2one	99.5984	99.5984	100	100.00	1
PREX2	PREX2	ortholog_one2one	98.0697	98.0087	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.2958	95.9184		100.00	1
							
CUEDC2	CUEDC2	ortholog_one2many	35.3365	49.3289	50	100.00	0
CUEDC2	CUEDC2	ortholog_one2many	70.4327	69.1038	50	100.00	1
VPS37A	VPS37A	ortholog_one2one	99.7312	93.4509	100	100.00	1
ADD3	ADD3	ortholog_one2one	99.7167	99.7167	50	100.00	1
HNRNPH3	HNRNPH3	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RN7SL284P	Metazoa_SRP	ortholog_one2one	99.6599	99.6599		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.1795	87.1795		0.00	0
U6	U6	ortholog_one2one	99.0476	99.0476		100.00	1
MIR146B	mml-mir-146b	ortholog_one2many	100	100		100.00	1
MIR146B	mml-mir-146b	ortholog_one2many	100	100		12.84	0
TM6SF1	TM6SF1	ortholog_one2one	62.6354	91.3158	100	100.00	1
SYCE3	SYCE3	ortholog_one2one	100	100	100	100.00	1
RAD21	RAD21	ortholog_one2one	100	100	100	100.00	1
MFSD13A	MFSD13A	ortholog_one2one	100	99.807	50	100.00	1
CSNK1A1							
MTMR7	MTMR7	ortholog_one2one	99.8485	99.8485	100	100.00	1
							
NDST2	NDST2	ortholog_one2one	99.8867	99.8867	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3789	99.3789		100.00	1
							
PBLD	PBLD	ortholog_one2one	99.6528	55.2987	100	100.00	1
	DCAF13	ortholog_one2one	100	100	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	97.2789	97.2789		0.00	0
		ortholog_one2one	57.1429	26.2009	0	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
							
ACTR1A	ACTR1A	ortholog_one2one	100	99.2021	100	100.00	1
INSYN1	INSYN1	ortholog_one2one	100	100	100	100.00	1
SLC7A2	SLC7A2	ortholog_one2one	99.696	99.696	100	100.00	1
							
							
C8orf34	C8H8orf34	ortholog_one2one	98.895	99.8141	100	100.00	1
							
							
MXI1	MXI1	ortholog_one2one	73.6487	73.8983	75	100.00	1
							
							
HDGFL3	HDGFL3	ortholog_one2one	99.5074	95.283	100	100.00	1
MIR3610	MIR3610	ortholog_one2one	100	100		100.00	1
TBC1D21	TBC1D21	ortholog_one2one	97.619	77.9097	100	100.00	1
							
MYPN	MYPN	ortholog_one2one	99.6212	97.6969	100	100.00	1
							
							
U7	U7	ortholog_one2one	100	100		100.00	1
RNU6-889P	U6	ortholog_one2one	99.0385	99.0385		100.00	1
AARD	AARD	ortholog_one2one	98.6928	97.4194	100	100.00	1
							
							
		ortholog_one2one	96.6102	98.2759	75	100.00	1
		ortholog_one2many	50.8333	35.8824	0	0.00	0
RN7SL228P	Metazoa_SRP	ortholog_one2one	99.6711	99.6711		100.00	1
RNU6-576P	U6	ortholog_one2one	99.0196	99.0196		100.00	1
							
ARHGEF37	ARHGEF37	ortholog_one2one	99.5556	99.5556	100	100.00	1
							
TYMP		ortholog_one2one	60.7419	44.3567	100	100.00	0
BTBD1	BTBD1	ortholog_one2one	100	78.1705	75	100.00	1
PDGFRL	PDGFRL	ortholog_one2one	98.9333	98.9333	100	100.00	1
	SMNDC1	ortholog_one2one	100	100	75	100.00	1
SLC30A8	SLC30A8	ortholog_one2one	99.729	99.729	100	100.00	1
LOXL1	LOXL1	ortholog_one2one	73.4266	72.9167	100	100.00	1
ZSWIM8	ZSWIM8	ortholog_one2one	100	100	100	100.00	1
							
							
SUFU	SUFU	ortholog_one2one	94.4762	99.2	100	100.00	1
		ortholog_one2one	27.2358	51.145	0	0.00	0
STOML1	STOML1	ortholog_one2one	98.5866	70.1005	75	100.00	1
DUSP5	DUSP5	ortholog_one2one	99.2126	74.7036	100	100.00	1
							
		ortholog_one2one	97.4359	97.4359	100	100.00	1
RN7SL826P	Metazoa_SRP	ortholog_one2one	99.6587	99.6587		100.00	1
PITRM1	PITRM1	ortholog_one2one	99.2293	99.325	75	100.00	1
SCO2							
PML	PML	ortholog_one2one	99.3015	96.712	75	100.00	1
							
HOMER2	HOMER2	ortholog_one2one	80.2005	74.2459	75	100.00	1
SMC3	SMC3	ortholog_one2one	98.1101	99.8328	100	100.00	1
		ortholog_one2one	92.2764	84.7015	100	100.00	1
MTUS1	MTUS1	ortholog_one2one	98.7402	99.682	100	100.00	1
HERC4	HERC4	ortholog_one2one	97.7798	100	100	100.00	1
							
		ortholog_one2one	100	100		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
RIMS2	RIMS2	ortholog_one2one	97.2344	91.3763	100	100.00	1
MED30	MED30	ortholog_one2one	100	94.382	75	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.7261	98.7261		100.00	1
EXT1	EXT1	ortholog_one2one	100	100	75	100.00	1
		ortholog_one2one	61.7555	86.4035	0	0.00	0
HIRA	HIRA	ortholog_one2one	99.9051	96.0766	100	100.00	1
RBM20	RBM20	ortholog_one2one	94.186	96.2757	100	100.00	1
							
SLC2A11	MIF	ortholog_one2one	78.4836	76.1431	100	100.00	1
							
NCAPH2	NCAPH2	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2many	47.1429	28.4483	0	0.00	0
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3631	99.3631		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.7261	82.8877		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	66.5354	84.5	0	0.00	0
		ortholog_one2many	35.1724	45.1327	0	0.00	0
	RAMAC	ortholog_one2one	100	100	75	100.00	1
		ortholog_one2many	76.4706	24.1486	75	100.00	0
		ortholog_one2many	77.9412	24.613	75	100.00	0
